date,symbol,open,high,low,close,volume,stage,weekly_stage,sma_20,sma_50,sma_100,sma_200,ema_20,ema_50,rsi_14,atr_14,volume_ratio_20d,relative_strength,trailing_stop,eps_growth_pct,sales_growth_pct,roe_pct,debt_to_equity,turnover_cr
2025-01-01,INDUSINDBK,958.6,979.3,953.5,969.4,4024591,STAGE_4,STAGE_4,970.86,1027.156,1215.189,1341.8769999999997,972.992275827806,1050.0983996180182,45.74,24.275000000000002,0.8854980730428853,2.0532,0,0.0,0.0,0.0,0.0,
2025-01-01,INDUSTOWER,340.0,345.65,338.5,343.95,2228186,STAGE_3,STAGE_3,347.02,343.015,376.6485,362.59525,342.52532803928864,350.43215805814134,39.43,10.560714285714292,0.2090614159626703,29.3514,0,0.0,0.0,0.0,0.0,
2025-01-01,INFY,1874.0,1892.95,1874.0,1882.5,1838368,STAGE_2,STAGE_2,1935.4850000000001,1881.4270000000001,1891.4105000000002,1722.8825,1916.4513715535418,1900.1453672340945,23.94,39.9321428571429,0.37158540966240955,65.8423,0,0.0,0.0,0.0,0.0,
2025-01-01,IOC,135.8,137.36,135.7,137.04,4144374,STAGE_4,STAGE_4,139.557,140.71040000000002,155.8692,161.94084999999998,138.54113073880492,143.47232049401123,37.57,3.2885714285714323,0.28558232310956005,6.7196,0,0.0,0.0,0.0,0.0,
2025-01-01,IREDA,216.45,227.65,215.05,221.76,31034531,STAGE_3,STAGE_3,213.527,205.0822,219.5902,205.04655,209.99738662074853,210.468679205797,47.18,8.685714285714289,2.945604320763324,50.7233,0,0.0,0.0,0.0,0.0,
2025-01-01,ITC,467.98,468.8,464.27,466.0,18931186,STAGE_3,STAGE_3,453.832,457.5082,471.9629,447.44980000000004,457.0532215311239,459.5244562370347,69.89,8.763571428571437,1.2370306151712214,47.5968,0,0.0,0.0,0.0,0.0,
2025-01-01,JINDALSTEL,925.4,939.5,918.6,938.1,591839,STAGE_3,STAGE_3,950.3625,924.413,952.7845,957.2067499999998,937.0845234333129,939.1489672469523,33.99,27.924999999999994,0.3865655318154048,37.5642,0,0.0,0.0,0.0,0.0,
2025-01-01,JIOFIN,298.9,306.4,298.8,304.45,8948678,STAGE_4,STAGE_4,323.3625,321.86100000000005,330.371,341.93199999999996,316.1818589154688,323.45279048316934,17.47,7.878571428571433,0.6650360101457127,27.4382,0,0.0,0.0,0.0,0.0,
2025-01-01,JSWENERGY,643.95,656.5,641.2,644.3,3367231,STAGE_3,STAGE_3,664.15,676.56,698.4164999999999,665.0732499999999,660.2085310410142,675.7715949411127,35.38,21.414285714285704,1.0086333480943552,30.378,0,0.0,0.0,0.0,0.0,
2025-01-01,JSWSTEEL,901.15,910.0,890.7,905.45,1020555,STAGE_3,STAGE_3,958.4225,963.178,962.4020000000002,924.44075,941.1890365513592,957.6473281780663,20.08,23.178571428571427,0.32494021844071197,30.518,0,0.0,0.0,0.0,0.0,
2025-01-01,JUBLFOOD,718.0,741.0,715.0,739.2,2670497,STAGE_2,STAGE_2,692.7974999999999,644.192,647.737,577.42175,691.3171455955446,663.6826368109113,61.26,21.246428571428567,1.3104030292449849,78.6748,0,0.0,0.0,0.0,0.0,
2025-01-01,JYOTICNC,1350.0,1369.0,1320.05,1335.8,293822,STAGE_2,STAGE_2,1341.575,1211.992,1185.9435,1080.17675,1326.7779657401338,1258.2273164993842,52.53,67.11785714285715,0.4740750158665286,86.3742,0,0.0,0.0,0.0,0.0,
2025-01-01,KALYANKJIL,760.0,780.0,754.1,775.85,3494514,STAGE_2,STAGE_2,744.6200000000001,711.585,688.5005,565.52575,739.2794774932729,718.7532884725887,54.29,25.57857142857143,0.7745406526322768,75.735,0,0.0,0.0,0.0,0.0,
2025-01-01,KAYNES,7439.0,7822.0,7402.9,7597.55,1062831,STAGE_2,STAGE_2,6906.467500000001,6154.880999999999,5647.8775,4478.86325,6938.392412343745,6344.890935744236,78.32,371.8607142857144,1.5263593040935195,94.8203,0,0.0,0.0,0.0,0.0,
2025-01-01,KERNEX,1344.0,1413.05,1306.75,1413.05,82884,STAGE_2,STAGE_2,1344.52,1053.606,936.1955,718.58625,1313.5066432782467,1134.1814204328143,56.53,93.31785714285714,0.2702091215954087,99.3934,0,0.0,0.0,0.0,0.0,
