symbol,period_label,period_end,period_type,revenue,expenses,operating_profit,opm_pct,other_income,interest,depreciation,pbt,tax_pct,pat,eps,dividend_payout_pct,source
AEGISLOG,Mar 2024,2024-03-31,annual,7046.0,6123.0,923.0,13.0,190.0,116.0,135.0,861.0,22.0,672.0,16.22,40.0,screener
AEGISLOG,Mar 2025,2025-03-31,annual,6764.0,5666.0,1098.0,16.0,208.0,165.0,152.0,989.0,20.0,787.0,18.9,42.0,screener
AEGISLOG,Mar 2026,2026-03-31,annual,8333.0,6881.0,1452.0,17.0,326.0,146.0,199.0,1433.0,23.0,1107.0,25.59,34.0,screener
AEGISLOG,TTM,,annual,8971.0,7045.0,1926.0,21.0,370.0,161.0,210.0,1925.0,,1476.0,35.65,,screener
AEGISVOPAK,Mar 2022,2022-03-31,annual,0.0,1.0,-1.0,,0.0,1.0,0.0,-1.0,0.0,-1.0,-21.37,0.0,screener
AEGISVOPAK,Mar 2023,2023-03-31,annual,353.0,124.0,229.0,65.0,3.0,138.0,91.0,3.0,103.0,0.0,-0.8,0.0,screener
AEGISVOPAK,Mar 2024,2024-03-31,annual,562.0,164.0,398.0,71.0,8.0,171.0,114.0,121.0,28.0,87.0,865.4,38.0,screener
AEGISVOPAK,Mar 2025,2025-03-31,annual,789.0,214.0,575.0,73.0,32.0,193.0,148.0,265.0,15.0,225.0,2.03,0.0,screener
AEGISVOPAK,Mar 2026,2026-03-31,annual,923.0,237.0,687.0,74.0,37.0,110.0,208.0,406.0,16.0,342.0,2.8,71.0,screener
AEGISVOPAK,TTM,,annual,904.0,230.0,675.0,75.0,14.0,119.0,216.0,354.0,,286.0,2.45,,screener
AEQUS,Mar 2023,2023-03-31,annual,812.0,773.0,40.0,4.9,25.0,69.0,100.0,-103.0,6.0,-110.0,-2.33,0.0,screener
AEQUS,Mar 2024,2024-03-31,annual,965.0,836.0,129.0,13.0,44.0,69.0,108.0,-4.0,233.0,-14.0,-0.26,0.0,screener
AEQUS,Mar 2025,2025-03-31,annual,925.0,845.0,79.0,9.0,-6.0,64.0,103.0,-94.0,9.0,-102.0,-1.76,0.0,screener
AEQUS,Mar 2026,2026-03-31,annual,1230.0,1141.0,89.0,7.0,69.0,92.0,138.0,-71.0,58.0,-113.0,-1.69,0.0,screener
AEQUS,TTM,,annual,1370.0,1294.0,76.0,6.0,65.0,101.0,158.0,-118.0,,-170.0,-2.57,,screener
AEROENTER,Mar 2022,2022-03-31,annual,347.0,287.0,59.0,17.0,5.0,8.0,6.0,50.0,23.0,39.0,3.14,5.0,screener
AEROENTER,Mar 2023,2023-03-31,annual,466.0,411.0,55.0,12.0,18.0,8.0,7.0,58.0,23.0,45.0,3.78,5.0,screener
AEROENTER,Mar 2024,2024-03-31,annual,500.0,427.0,74.0,15.0,278.0,11.0,9.0,332.0,17.0,274.0,22.81,1.0,screener
AEROENTER,Mar 2025,2025-03-31,annual,578.0,475.0,103.0,18.0,27.0,7.0,15.0,109.0,26.0,81.0,4.7,6.0,screener
AEROENTER,Mar 2026,2026-03-31,annual,698.0,576.0,122.0,17.0,27.0,5.0,33.0,111.0,23.0,85.0,5.68,0.0,screener
AEROFLEX,Mar 2022,2022-03-31,annual,241.0,194.0,47.0,20.0,1.0,7.0,4.0,37.0,25.0,28.0,12.03,0.0,screener
AEROFLEX,Mar 2023,2023-03-31,annual,269.0,216.0,53.0,20.0,-3.0,4.0,5.0,41.0,27.0,30.0,2.64,8.0,screener
AEROFLEX,Mar 2024,2024-03-31,annual,318.0,256.0,62.0,20.0,4.0,3.0,6.0,57.0,27.0,42.0,3.23,8.0,screener
AEROFLEX,Mar 2025,2025-03-31,annual,376.0,296.0,80.0,21.0,2.0,1.0,11.0,70.0,25.0,53.0,4.06,7.0,screener
AEROFLEX,Mar 2026,2026-03-31,annual,442.0,342.0,100.0,23.0,1.0,2.0,26.0,74.0,25.0,56.0,4.2,10.0,screener
AEROFLEX,TTM,,annual,503.0,385.0,118.0,23.0,2.0,1.0,28.0,90.0,,67.0,5.13,,screener
AERONEU,Mar 2022,2022-03-31,annual,80.0,73.0,7.0,9.0,1.0,1.0,1.0,5.0,20.0,4.0,2.69,0.0,screener
AERONEU,Mar 2023,2023-03-31,annual,95.0,88.0,7.0,8.0,2.0,3.0,1.0,5.0,27.0,4.0,1.33,38.0,screener
AERONEU,Mar 2024,2024-03-31,annual,109.0,104.0,5.0,5.0,2.0,4.0,2.0,1.0,32.0,1.0,0.31,0.0,screener
AERONEU,Mar 2025,2025-03-31,annual,129.0,125.0,4.0,3.0,2.0,4.0,3.0,0.0,39.0,0.0,0.08,0.0,screener
AERONEU,Mar 2026,2026-03-31,annual,129.0,126.0,3.0,3.0,5.0,2.0,3.0,3.0,42.0,2.0,0.66,0.0,screener
AETHER,Mar 2022,2022-03-31,annual,590.0,422.0,168.0,28.0,7.0,13.0,15.0,146.0,26.0,109.0,9.67,0.0,screener
AETHER,Mar 2023,2023-03-31,annual,651.0,465.0,186.0,29.0,17.0,5.0,23.0,174.0,25.0,130.0,10.47,0.0,screener
AETHER,Mar 2024,2024-03-31,annual,598.0,466.0,132.0,22.0,25.0,9.0,40.0,110.0,25.0,82.0,6.22,0.0,screener
AETHER,Mar 2025,2025-03-31,annual,839.0,598.0,241.0,29.0,30.0,13.0,45.0,213.0,26.0,158.0,11.95,0.0,screener
AETHER,Mar 2026,2026-03-31,annual,1160.0,796.0,364.0,31.0,12.0,18.0,66.0,291.0,25.0,219.0,16.54,0.0,screener
AETHER,TTM,,annual,1231.0,845.0,386.0,31.0,20.0,19.0,74.0,313.0,,235.0,17.73,,screener
AFCONS,Mar 2022,2022-03-31,annual,11019.0,10076.0,943.0,9.0,244.0,425.0,355.0,407.0,12.0,358.0,49.51,7.0,screener
AFCONS,Mar 2023,2023-03-31,annual,12637.0,11305.0,1333.0,11.0,185.0,447.0,472.0,599.0,31.0,411.0,57.09,7.0,screener
AFCONS,Mar 2024,2024-03-31,annual,13268.0,11890.0,1377.0,10.0,367.0,577.0,495.0,673.0,33.0,450.0,13.2,19.0,screener
AFCONS,Mar 2025,2025-03-31,annual,12548.0,11187.0,1361.0,11.0,469.0,629.0,491.0,710.0,31.0,487.0,13.24,19.0,screener
AFCONS,Mar 2026,2026-03-31,annual,11948.0,10731.0,1217.0,10.0,297.0,674.0,454.0,387.0,35.0,251.0,6.84,29.0,screener
AFFLE,Mar 2022,2022-03-31,annual,1082.0,869.0,213.0,20.0,72.0,7.0,32.0,245.0,12.0,215.0,16.05,0.0,screener
AFFLE,Mar 2023,2023-03-31,annual,1434.0,1146.0,288.0,20.0,54.0,11.0,49.0,282.0,13.0,245.0,18.36,0.0,screener
AFFLE,Mar 2024,2024-03-31,annual,1843.0,1483.0,360.0,20.0,57.0,19.0,72.0,327.0,9.0,297.0,21.2,0.0,screener
AFFLE,Mar 2025,2025-03-31,annual,2266.0,1783.0,483.0,21.0,94.0,13.0,97.0,468.0,18.0,382.0,27.18,0.0,screener
AFFLE,Mar 2026,2026-03-31,annual,2709.0,2099.0,610.0,23.0,78.0,5.0,124.0,559.0,19.0,455.0,32.31,0.0,screener
AGARIND,Mar 2022,2022-03-31,annual,1598.0,1492.0,106.0,7.0,4.0,12.0,20.0,78.0,18.0,64.0,48.22,4.0,screener
AGARIND,Mar 2023,2023-03-31,annual,2015.0,1879.0,136.0,7.0,9.0,12.0,23.0,110.0,16.0,92.0,61.68,4.0,screener
AGARIND,Mar 2024,2024-03-31,annual,2125.0,1952.0,173.0,8.0,5.0,21.0,30.0,127.0,14.0,109.0,73.02,4.0,screener
AGARIND,Mar 2025,2025-03-31,annual,2399.0,2197.0,202.0,8.0,11.0,30.0,48.0,135.0,14.0,116.0,77.34,4.0,screener
AGARIND,Mar 2026,2026-03-31,annual,1652.0,1535.0,117.0,7.0,18.0,28.0,52.0,55.0,21.0,44.0,29.13,11.0,screener
AGARWALEYE,Mar 2022,2022-03-31,annual,696.0,510.0,186.0,27.0,17.0,49.0,98.0,57.0,24.0,43.0,,0.0,screener
AGARWALEYE,Mar 2023,2023-03-31,annual,1018.0,743.0,275.0,27.0,14.0,76.0,128.0,84.0,-24.0,103.0,,0.0,screener
AGARWALEYE,Mar 2024,2024-03-31,annual,1332.0,965.0,367.0,28.0,44.0,101.0,170.0,141.0,32.0,95.0,,0.0,screener
AGARWALEYE,Mar 2025,2025-03-31,annual,1711.0,1248.0,463.0,27.0,43.0,115.0,231.0,160.0,31.0,110.0,2.64,0.0,screener
AGARWALEYE,Mar 2026,2026-03-31,annual,2080.0,1511.0,570.0,27.0,46.0,90.0,276.0,249.0,32.0,168.0,4.2,0.0,screener
AGARWALEYE,TTM,,annual,2207.0,1595.0,612.0,28.0,39.0,89.0,292.0,270.0,,185.0,4.69,,screener
AGI,Mar 2017,2017-03-31,annual,2075.0,1785.0,290.0,14.0,1.0,33.0,111.0,147.0,32.0,100.0,13.87,29.0,screener
AGI,Mar 2018,2018-03-31,annual,2253.0,1981.0,272.0,12.0,3.0,56.0,114.0,105.0,30.0,74.0,10.25,39.0,screener
AGI,Mar 2019,2019-03-31,annual,2712.0,2396.0,316.0,12.0,29.0,87.0,151.0,107.0,35.0,70.0,9.69,31.0,screener
AGI,Mar 2025,2025-03-31,annual,2529.0,1915.0,614.0,24.0,75.0,85.0,177.0,427.0,24.0,322.0,49.83,14.0,screener
AGI,Mar 2026,2026-03-31,annual,2665.0,2071.0,595.0,22.0,90.0,48.0,171.0,466.0,24.0,352.0,54.35,13.0,screener
AGIIL,Mar 2022,2022-03-31,annual,197.0,148.0,49.0,25.0,3.0,5.0,4.0,44.0,17.0,36.0,2.98,3.0,screener
AGIIL,Mar 2023,2023-03-31,annual,240.0,181.0,59.0,24.0,6.0,5.0,6.0,54.0,11.0,48.0,3.94,3.0,screener
AGIIL,Mar 2024,2024-03-31,annual,292.0,216.0,76.0,26.0,9.0,8.0,12.0,66.0,21.0,52.0,4.26,2.0,screener
AGIIL,Mar 2025,2025-03-31,annual,325.0,231.0,93.0,29.0,13.0,13.0,18.0,74.0,10.0,67.0,5.45,2.0,screener
AGIIL,Mar 2026,2026-03-31,annual,353.0,230.0,123.0,35.0,10.0,15.0,22.0,96.0,1.0,95.0,7.59,3.0,screener
AGIIL,TTM,,annual,357.0,225.0,133.0,37.0,11.0,16.0,22.0,105.0,,102.0,8.28,,screener
AHLEAST,Mar 2022,2022-03-31,annual,51.0,53.0,-2.0,-4.0,-30.0,0.0,3.0,-36.0,-4.0,-34.0,-19.94,0.0,screener
AHLEAST,Mar 2023,2023-03-31,annual,94.0,73.0,21.0,23.0,12.0,0.0,4.0,30.0,18.0,25.0,14.19,18.0,screener
AHLEAST,Mar 2024,2024-03-31,annual,108.0,78.0,30.0,28.0,36.0,21.0,4.0,43.0,25.0,32.0,18.34,14.0,screener
AHLEAST,Mar 2025,2025-03-31,annual,113.0,83.0,30.0,26.0,41.0,40.0,4.0,27.0,36.0,18.0,10.13,10.0,screener
AHLEAST,TTM,,annual,123.0,83.0,40.0,32.0,-51.0,29.0,4.0,-45.0,,-56.0,-32.44,,screener
AHLUCONT,Mar 2022,2022-03-31,annual,2692.0,2435.0,257.0,10.0,28.0,44.0,34.0,208.0,26.0,155.0,23.17,1.0,screener
AHLUCONT,Mar 2023,2023-03-31,annual,2838.0,2534.0,304.0,11.0,30.0,33.0,39.0,262.0,26.0,194.0,28.96,1.0,screener
AHLUCONT,Mar 2024,2024-03-31,annual,3855.0,3467.0,388.0,10.0,232.0,48.0,67.0,504.0,26.0,375.0,55.96,1.0,screener
AHLUCONT,Mar 2025,2025-03-31,annual,4099.0,3757.0,342.0,8.0,56.0,58.0,67.0,273.0,26.0,202.0,30.17,2.0,screener
AHLUCONT,Mar 2026,2026-03-31,annual,4565.0,4130.0,435.0,10.0,73.0,50.0,98.0,359.0,26.0,266.0,39.69,2.0,screener
AIAENG,Mar 2022,2022-03-31,annual,3567.0,2841.0,726.0,20.0,156.0,8.0,92.0,781.0,21.0,620.0,65.7,14.0,screener
AIAENG,Mar 2023,2023-03-31,annual,4909.0,3663.0,1245.0,25.0,235.0,25.0,93.0,1362.0,22.0,1056.0,111.95,14.0,screener
AIAENG,Mar 2024,2024-03-31,annual,4854.0,3513.0,1340.0,28.0,281.0,33.0,100.0,1488.0,24.0,1137.0,120.39,13.0,screener
AIAENG,Mar 2025,2025-03-31,annual,4287.0,3134.0,1154.0,27.0,343.0,26.0,103.0,1368.0,23.0,1060.0,113.67,14.0,screener
AIAENG,Mar 2026,2026-03-31,annual,4420.0,3164.0,1256.0,28.0,485.0,37.0,113.0,1592.0,20.0,1269.0,136.11,12.0,screener
AIAENG,TTM,,annual,4549.0,3291.0,1258.0,28.0,487.0,30.0,114.0,1601.0,,1265.0,135.69,,screener
AIIL,Mar 2023,2023-03-31,annual,539.0,186.0,,,4289.0,281.0,9.0,4351.0,1.0,4304.0,50.68,0.0,screener
AIIL,Mar 2024,2024-03-31,annual,2593.0,-1642.0,,,76.0,77.0,8.0,4226.0,-1.0,4285.0,50.46,0.0,screener
AIIL,Mar 2025,2025-03-31,annual,4580.0,484.0,,,32.0,52.0,9.0,4067.0,-4.0,4241.0,49.95,0.0,screener
AIIL,Mar 2026,2026-03-31,annual,2609.0,310.0,,,45.0,199.0,30.0,2115.0,9.0,1929.0,22.74,2.0,screener
AIROLAM,Mar 2022,2022-03-31,annual,168.0,153.0,15.0,9.0,0.0,3.0,3.0,9.0,29.0,6.0,4.33,0.0,screener
AIROLAM,Mar 2023,2023-03-31,annual,198.0,181.0,17.0,8.0,1.0,4.0,3.0,10.0,24.0,7.0,4.93,0.0,screener
AIROLAM,Mar 2024,2024-03-31,annual,205.0,185.0,19.0,9.0,1.0,5.0,4.0,12.0,32.0,8.0,5.23,0.0,screener
AIROLAM,Mar 2025,2025-03-31,annual,211.0,197.0,14.0,6.0,3.0,7.0,5.0,4.0,36.0,3.0,1.8,0.0,screener
AIROLAM,Mar 2026,2026-03-31,annual,243.0,224.0,19.0,8.0,1.0,9.0,5.0,7.0,26.0,5.0,3.67,0.0,screener
AJANTPHARM,Mar 2022,2022-03-31,annual,3341.0,2408.0,933.0,28.0,112.0,10.0,125.0,909.0,22.0,713.0,55.63,11.0,screener
AJANTPHARM,Mar 2023,2023-03-31,annual,3743.0,2934.0,808.0,22.0,74.0,6.0,131.0,745.0,21.0,588.0,45.89,15.0,screener
AJANTPHARM,Mar 2024,2024-03-31,annual,4209.0,3037.0,1172.0,28.0,85.0,7.0,135.0,1114.0,27.0,816.0,63.7,79.0,screener
AJANTPHARM,Mar 2025,2025-03-31,annual,4648.0,3379.0,1269.0,27.0,85.0,21.0,144.0,1189.0,23.0,920.0,73.68,38.0,screener
AJANTPHARM,Mar 2026,2026-03-31,annual,5453.0,3953.0,1500.0,28.0,67.0,16.0,173.0,1378.0,23.0,1056.0,84.52,33.0,screener
AJANTPHARM,TTM,,annual,5776.0,4309.0,1467.0,25.0,217.0,14.0,176.0,1493.0,,1135.0,90.84,,screener
AJMERA,Mar 2022,2022-03-31,annual,483.0,366.0,116.0,24.0,6.0,59.0,2.0,62.0,25.0,46.0,2.56,18.0,screener
AJMERA,Mar 2023,2023-03-31,annual,431.0,307.0,124.0,29.0,10.0,36.0,2.0,96.0,26.0,72.0,4.03,15.0,screener
AJMERA,Mar 2024,2024-03-31,annual,700.0,499.0,201.0,29.0,8.0,69.0,2.0,139.0,25.0,104.0,5.8,14.0,screener
AJMERA,Mar 2025,2025-03-31,annual,738.0,507.0,231.0,31.0,15.0,76.0,3.0,167.0,24.0,126.0,6.4,14.0,screener
AJMERA,Mar 2026,2026-03-31,annual,1090.0,792.0,298.0,27.0,8.0,73.0,4.0,229.0,31.0,157.0,7.61,13.0,screener
AKANKSHA,Mar 2023,2023-03-31,annual,46.09,40.83,5.26,11.41,0.23,1.27,0.26,3.96,28.28,2.84,15.65,0.0,screener
AKANKSHA,Mar 2024,2024-03-31,annual,56.53,50.9,5.63,9.96,0.93,1.86,0.58,4.12,29.37,2.91,1.5,0.0,screener
AKANKSHA,Mar 2025,2025-03-31,annual,78.74,70.51,8.23,10.45,1.58,2.74,1.01,6.06,27.72,4.38,2.22,0.0,screener
AKANKSHA,Mar 2026,2026-03-31,annual,91.62,80.23,11.39,12.43,1.45,3.64,1.36,7.84,25.38,5.85,2.98,0.0,screener
AKG,Mar 2022,2022-03-31,annual,186.34,183.08,3.26,1.75,0.46,1.14,0.16,2.42,19.83,1.94,0.61,0.0,screener
AKG,Mar 2023,2023-03-31,annual,221.03,217.73,3.3,1.49,1.11,1.25,0.18,2.98,17.11,2.48,0.81,0.0,screener
AKG,Mar 2024,2024-03-31,annual,183.58,180.63,2.95,1.61,0.7,1.47,0.21,1.97,22.34,1.54,0.51,0.0,screener
AKG,Mar 2025,2025-03-31,annual,132.69,130.55,2.14,1.61,0.27,1.18,0.16,1.07,19.63,0.85,0.27,0.0,screener
AKG,Mar 2026,2026-03-31,annual,87.01,86.78,0.23,0.26,1.11,0.76,0.11,0.47,23.4,0.36,0.11,0.0,screener
AKSHARCHEM,Mar 2015,2015-03-31,annual,200.0,172.0,27.0,14.0,3.0,3.0,4.0,24.0,32.0,16.0,21.88,16.0,screener
AKSHARCHEM,Mar 2016,2016-03-31,annual,188.0,155.0,32.0,17.0,1.0,3.0,4.0,26.0,36.0,17.0,22.75,15.0,screener
AKSHARCHEM,TTM,,annual,199.0,157.0,42.0,21.0,1.0,3.0,4.0,35.0,,23.0,31.23,,screener
AKUMS,Mar 2022,2022-03-31,annual,3672.0,3761.0,-89.0,-2.0,7.0,17.0,95.0,-193.0,30.0,-251.0,-35.3,0.0,screener
AKUMS,Mar 2023,2023-03-31,annual,3655.0,3361.0,294.0,8.0,15.0,46.0,113.0,150.0,35.0,98.0,6.63,0.0,screener
AKUMS,Mar 2024,2024-03-31,annual,4178.0,4055.0,123.0,3.0,8.0,51.0,126.0,-45.0,-102.0,1.0,-0.28,0.0,screener
AKUMS,Mar 2025,2025-03-31,annual,4118.0,3654.0,465.0,11.0,69.0,35.0,153.0,345.0,0.0,344.0,21.49,0.0,screener
AKUMS,Mar 2026,2026-03-31,annual,4359.0,3837.0,522.0,12.0,108.0,94.0,155.0,382.0,33.0,256.0,16.21,18.0,screener
AKUMS,TTM,,annual,4502.0,3934.0,568.0,13.0,112.0,96.0,159.0,426.0,,293.0,18.53,,screener
ALICON,Mar 2022,2022-03-31,annual,1078.0,965.0,113.0,10.0,3.0,30.0,53.0,33.0,26.0,24.0,15.01,15.0,screener
ALICON,Mar 2023,2023-03-31,annual,1401.0,1247.0,154.0,11.0,3.0,31.0,64.0,62.0,17.0,51.0,31.91,20.0,screener
ALICON,Mar 2024,2024-03-31,annual,1559.0,1364.0,195.0,13.0,4.0,41.0,78.0,81.0,24.0,61.0,38.09,20.0,screener
ALICON,Mar 2025,2025-03-31,annual,1720.0,1526.0,194.0,11.0,3.0,45.0,91.0,62.0,26.0,46.0,28.32,19.0,screener
ALICON,Mar 2026,2026-03-31,annual,1776.0,1581.0,195.0,11.0,1.0,43.0,106.0,47.0,27.0,34.0,21.08,9.0,screener
ALICON,TTM,,annual,1931.0,1732.0,199.0,10.0,0.0,39.0,108.0,53.0,,37.0,22.36,,screener
ALKEM,Mar 2022,2022-03-31,annual,10634.0,8580.0,2054.0,19.0,146.0,52.0,304.0,1844.0,9.0,1680.0,137.63,25.0,screener
ALKEM,Mar 2023,2023-03-31,annual,11599.0,9977.0,1622.0,14.0,101.0,107.0,310.0,1305.0,23.0,1007.0,82.31,61.0,screener
ALKEM,Mar 2024,2024-03-31,annual,12668.0,10419.0,2249.0,18.0,186.0,112.0,299.0,2023.0,10.0,1811.0,150.19,27.0,screener
ALKEM,Mar 2025,2025-03-31,annual,12965.0,10452.0,2512.0,19.0,494.0,122.0,357.0,2527.0,12.0,2215.0,181.11,25.0,screener
ALKEM,Mar 2026,2026-03-31,annual,14712.0,11706.0,3007.0,20.0,407.0,161.0,382.0,2871.0,18.0,2351.0,192.51,28.0,screener
ALKEM,TTM,,annual,15081.0,12049.0,3032.0,20.0,412.0,178.0,395.0,2872.0,,2204.0,180.45,,screener
ALKYLAMINE,Mar 2016,2016-03-31,annual,484.0,393.0,91.0,19.0,3.0,8.0,13.0,73.0,31.0,50.0,9.81,41.0,screener
ALKYLAMINE,Mar 2017,2017-03-31,annual,501.0,405.0,95.0,19.0,3.0,8.0,14.0,75.0,31.0,52.0,10.16,20.0,screener
ALKYLAMINE,Mar 2018,2018-03-31,annual,616.0,499.0,118.0,19.0,4.0,8.0,16.0,97.0,32.0,66.0,12.94,22.0,screener
ALKYLAMINE,Mar 2019,2019-03-31,annual,846.0,682.0,164.0,19.0,6.0,15.0,23.0,133.0,35.0,86.0,16.88,19.0,screener
ALKYLAMINE,Mar 2020,2020-03-31,annual,993.0,736.0,257.0,26.0,26.0,10.0,27.0,246.0,18.0,201.0,39.47,20.0,screener
ALLTIME,Mar 2025,2025-03-31,annual,558.0,457.0,101.0,18.0,1.0,15.0,24.0,64.0,26.0,47.0,9.01,0.0,screener
ALLTIME,Mar 2026,2026-03-31,annual,611.0,521.0,90.0,15.0,2.0,15.0,29.0,48.0,26.0,35.0,5.41,0.0,screener
ALPA,Mar 2022,2022-03-31,annual,112.0,101.0,11.0,10.0,11.0,0.0,2.0,20.0,28.0,14.0,6.7,0.0,screener
ALPA,Mar 2023,2023-03-31,annual,93.0,85.0,8.0,9.0,9.0,0.0,1.0,16.0,21.0,13.0,5.98,0.0,screener
ALPA,Mar 2024,2024-03-31,annual,109.0,100.0,9.0,8.0,14.0,0.0,2.0,21.0,19.0,17.0,7.98,0.0,screener
ALPA,Mar 2025,2025-03-31,annual,110.0,105.0,5.0,4.0,23.0,0.0,2.0,26.0,24.0,20.0,9.27,0.0,screener
ALPA,Mar 2026,2026-03-31,annual,106.0,103.0,3.0,3.0,16.0,0.0,2.0,17.0,10.0,15.0,7.13,0.0,screener
ALPHAGEO,Mar 2022,2022-03-31,annual,155.0,122.0,33.0,21.0,5.0,1.0,20.0,18.0,31.0,12.0,19.15,42.0,screener
ALPHAGEO,Mar 2023,2023-03-31,annual,66.0,59.0,7.0,10.0,24.0,1.0,13.0,18.0,27.0,13.0,20.42,39.0,screener
ALPHAGEO,Mar 2024,2024-03-31,annual,99.0,86.0,13.0,13.0,5.0,0.0,14.0,5.0,77.0,1.0,0.6,1343.0,screener
ALPHAGEO,Mar 2025,2025-03-31,annual,126.0,129.0,-3.0,-2.5,10.0,0.0,14.0,-8.0,-27.0,-6.0,-9.6,-84.0,screener
ALPHAGEO,Mar 2026,2026-03-31,annual,112.0,120.0,-8.0,-7.0,6.0,0.0,16.0,-19.0,-26.0,-14.0,-21.82,-23.0,screener
ALPSINDUS,Mar 2022,2022-03-31,annual,302.0,317.0,-14.0,-5.0,-3.0,61.0,5.0,-83.0,0.0,-83.0,-21.19,0.0,screener
ALPSINDUS,Mar 2023,2023-03-31,annual,17.0,24.0,-7.0,-42.0,2.0,55.0,0.0,-60.0,0.0,-60.0,-15.3,0.0,screener
ALPSINDUS,Mar 2024,2024-03-31,annual,2.0,3.0,-1.0,-57.0,4.0,59.0,0.0,-56.0,0.0,-56.0,-14.38,0.0,screener
ALPSINDUS,Mar 2025,2025-03-31,annual,0.0,1.0,-1.0,,1.0,63.0,0.0,-64.0,0.0,-64.0,-16.34,0.0,screener
ALPSINDUS,Mar 2026,2026-03-31,annual,0.0,3.0,-3.0,,78.0,49.0,0.0,26.0,0.0,26.0,6.64,0.0,screener
AMAGI,Mar 2022,2022-03-31,annual,431.0,1489.0,-1058.0,-246.0,3.0,1.0,6.0,-1063.0,2.0,-1078.0,-10517.65,0.0,screener
AMAGI,Mar 2023,2023-03-31,annual,681.0,1027.0,-347.0,-51.0,44.0,3.0,9.0,-315.0,2.0,-321.0,-3385.71,0.0,screener
AMAGI,Mar 2024,2024-03-31,annual,879.0,1158.0,-278.0,-32.0,63.0,5.0,16.0,-237.0,3.0,-245.0,-2581.94,0.0,screener
AMAGI,Mar 2025,2025-03-31,annual,1163.0,1253.0,-91.0,-8.0,61.0,5.0,17.0,-52.0,33.0,-69.0,-20.11,0.0,screener
AMAGI,Mar 2026,2026-03-31,annual,1506.0,1455.0,50.0,3.0,65.0,6.0,22.0,87.0,18.0,72.0,3.31,0.0,screener
AMBANIORGO,Mar 2022,2022-03-31,annual,125.0,118.0,6.0,5.0,1.0,3.0,1.0,3.0,28.0,2.0,3.12,0.0,screener
AMBANIORGO,Mar 2023,2023-03-31,annual,132.0,124.0,8.0,6.0,0.0,4.0,1.0,3.0,35.0,2.0,3.08,0.0,screener
AMBANIORGO,Mar 2024,2024-03-31,annual,136.0,131.0,5.0,3.0,5.0,7.0,3.0,0.0,-1116.0,3.0,4.31,0.0,screener
AMBANIORGO,Mar 2025,2025-03-31,annual,193.0,183.0,9.0,5.0,2.0,8.0,3.0,0.0,300.0,-1.0,-1.11,0.0,screener
AMBANIORGO,Mar 2026,2026-03-31,annual,244.0,227.0,16.0,7.0,0.0,8.0,4.0,4.0,68.0,1.0,1.74,0.0,screener
AMBER,Mar 2022,2022-03-31,annual,4206.0,3928.0,278.0,7.0,30.0,46.0,108.0,154.0,28.0,111.0,32.41,0.0,screener
AMBER,Mar 2023,2023-03-31,annual,6927.0,6505.0,422.0,6.0,49.0,112.0,139.0,220.0,25.0,164.0,46.66,0.0,screener
AMBER,Mar 2024,2024-03-31,annual,6729.0,6238.0,491.0,7.0,54.0,167.0,187.0,191.0,27.0,139.0,39.44,0.0,screener
AMBER,Mar 2025,2025-03-31,annual,9973.0,9237.0,736.0,7.0,71.0,209.0,228.0,370.0,32.0,251.0,72.01,0.0,screener
AMBER,Mar 2026,2026-03-31,annual,12186.0,11324.0,862.0,7.0,81.0,284.0,323.0,336.0,33.0,226.0,50.48,0.0,screener
AMBUJACEM,Dec 2021,2021-12-31,annual,28965.0,22755.0,6210.0,21.0,252.0,146.0,1152.0,5164.0,28.0,3711.0,14.0,45.0,screener
AMBUJACEM,Mar 2024,2024-03-31,annual,33160.0,26760.0,6400.0,19.0,1401.0,276.0,1628.0,5896.0,20.0,4735.0,16.26,12.0,screener
AMBUJACEM,Mar 2025,2025-03-31,annual,35336.0,29366.0,5971.0,17.0,2646.0,216.0,2297.0,6104.0,13.0,5294.0,17.47,11.0,screener
AMBUJACEM,Mar 2026,2026-03-31,annual,40656.0,34079.0,6577.0,16.0,516.0,224.0,3570.0,3299.0,-71.0,5637.0,19.13,10.0,screener
AMBUJACEM,Mar 202315m,,annual,38937.0,33815.0,5122.0,13.0,447.0,195.0,1645.0,3729.0,19.0,3024.0,13.01,19.0,screener
AMBUJACEM,TTM,,annual,39867.0,33699.0,6168.0,15.0,402.0,214.0,3683.0,2673.0,,5222.0,17.83,,screener
AMIRCHAND,Mar 2022,2022-03-31,annual,1222.0,1164.0,58.0,5.0,10.0,38.0,8.0,22.0,24.0,17.0,30.74,0.0,screener
AMIRCHAND,Mar 2023,2023-03-31,annual,1312.0,1232.0,80.0,6.0,2.0,51.0,7.0,23.0,25.0,18.0,32.18,0.0,screener
AMIRCHAND,Mar 2024,2024-03-31,annual,1545.0,1436.0,110.0,7.0,2.0,65.0,7.0,39.0,23.0,30.0,4344.29,0.0,screener
AMIRCHAND,Mar 2025,2025-03-31,annual,1997.0,1834.0,164.0,8.0,2.0,79.0,7.0,80.0,24.0,61.0,7.41,0.0,screener
AMIRCHAND,Mar 2026,2026-03-31,annual,2287.0,2062.0,225.0,10.0,5.0,86.0,6.0,137.0,25.0,103.0,9.98,0.0,screener
AMJLAND,Mar 2023,2023-03-31,annual,35.0,27.0,9.0,25.0,5.0,1.0,2.0,11.0,33.0,7.0,1.66,12.0,screener
