score_date,symbol,enhanced_fund_score,earnings_quality,sales_growth,financial_strength,institutional_backing,processed_date,source_file
2026-06-20,GOLDBEES,55.0,55.0,55.0,55.0,55.0,2026-06-20,tracker_enrich_derived
2026-06-29,GOLDBETA,55.0,55.0,55.0,55.0,55.0,2026-06-29,tracker_enrich_derived
2026-06-20,GOLDETF,55.0,55.0,55.0,55.0,55.0,2026-06-20,tracker_enrich_derived
2026-06-16,GOLDIAM,72.48,77.0,68.33,78.0,60.0,2026-06-16,tracker_enrich_derived
2026-08-15,GOLDIAM,84.97,90.0,90.0,87.33,60.0,2026-08-15,compute_fund_scores_from_db
2026-06-20,GOLDIETF,55.0,55.0,55.0,55.0,55.0,2026-06-20,tracker_enrich_derived
2026-06-17,GOODLUCK,68.07,75.0,61.67,64.5,65.0,2026-06-17,tracker_enrich_derived
2026-08-15,GOODLUCK,68.12,71.25,65.0,64.33,70.0,2026-08-15,compute_fund_scores_from_db
2026-07-16,GOPAL,60.02,55.0,55.0,70.0,68.5,2026-07-16,tracker_enrich_derived
2025-08-11,GPIL,60.95,59.78,67.0,60.21,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,GPIL,68.66,62.0,63.33,85.0,73.5,2026-07-08,tracker_enrich_derived
2026-08-15,GPIL,61.07,53.75,47.5,83.33,73.5,2026-08-15,compute_fund_scores_from_db
2026-06-22,GPPL,82.92,90.0,71.67,88.0,76.0,2026-06-22,tracker_enrich_derived
2026-06-18,GPTHEALTH,63.18,55.0,55.0,82.0,73.5,2026-06-18,tracker_enrich_derived
2026-06-18,GPTINFRA,81.38,88.6,81.67,72.5,73.5,2026-06-18,tracker_enrich_derived
2025-08-11,GRANULES,74.61,77.14,94.0,60.0,55.0,,organized/data/fundamental_scores_database.csv
2026-06-29,GRANULES,75.97,80.0,71.67,77.0,71.0,2026-06-29,tracker_enrich_derived
2026-08-15,GRANULES,71.0,76.25,75.0,67.5,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,GRAPHITE,41.42,58.65,28.57,46.59,10.0,,organized/data/fundamental_scores_database.csv
2026-07-08,GRAPHITE,51.61,31.0,68.33,51.75,78.5,2026-07-08,tracker_enrich_derived
2026-06-17,GRASIM,72.22,81.0,81.67,40.0,76.0,2026-06-17,tracker_enrich_derived
2026-06-20,GRAVITA,74.27,73.0,81.67,67.0,75.0,2026-06-20,tracker_enrich_derived
2026-08-15,GRAVITA,79.08,81.25,80.0,76.67,75.0,2026-08-15,compute_fund_scores_from_db
2026-06-20,GREAVESCOT,64.95,59.0,75.0,64.25,65.0,2026-06-20,tracker_enrich_derived
2026-06-20,GREENLAM,63.27,47.6,83.33,60.75,75.0,2026-06-20,tracker_enrich_derived
2026-06-29,GREENPANEL,57.99,46.6,55.0,68.0,80.0,2026-06-29,tracker_enrich_derived
2026-06-17,GREENPLY,68.27,54.0,81.67,71.25,80.0,2026-06-17,tracker_enrich_derived
2026-06-29,GRINDWELL,74.97,72.6,68.33,88.0,75.0,2026-06-29,tracker_enrich_derived
2026-06-22,GRINFRA,51.71,33.6,60.0,57.5,78.5,2026-06-22,tracker_enrich_derived
2026-06-23,GROWW,76.52,75.0,86.67,78.5,61.0,2026-06-23,tracker_enrich_derived
2025-08-11,GROWWLIQID,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-06-18,GROWWLIQID,55.0,55.0,55.0,55.0,55.0,2026-06-18,tracker_enrich_derived
2025-08-11,GRPLTD,63.93,73.91,55.0,61.82,55.0,,organized/data/fundamental_scores_database.csv
2026-07-08,GRSE,64.43,55.0,55.0,92.0,68.5,2026-07-08,tracker_enrich_derived
2026-06-16,GRWRHITECH,75.68,75.0,75.0,79.5,73.5,2026-06-16,tracker_enrich_derived
2026-06-22,GSEC10IETF,55.0,55.0,55.0,55.0,55.0,2026-06-22,tracker_enrich_derived
2026-06-29,GSFC,51.87,48.0,46.67,55.5,66.0,2026-06-29,tracker_enrich_derived
2026-06-29,GSPCROP,74.89,77.0,81.67,63.25,73.5,2026-06-29,tracker_enrich_derived
2026-06-23,GUFICBIO,60.53,53.6,71.67,54.5,68.5,2026-06-23,tracker_enrich_derived
2025-08-11,GUJALKALI,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-07-23,GUJALKALI,69.92,85.0,56.67,63.0,61.0,2026-07-23,tracker_enrich_derived
2026-06-20,GUJGASLTD,74.73,65.0,88.33,80.0,71.0,2026-06-20,tracker_enrich_derived
2026-08-15,GUJGASLTD,79.2,78.25,85.0,80.0,71.0,2026-08-15,compute_fund_scores_from_db
2026-06-20,GUJTHEM,61.68,55.0,55.0,82.0,63.5,2026-06-20,tracker_enrich_derived
2026-06-25,GULFOILLUB,70.0,61.6,68.33,82.5,78.5,2026-06-25,tracker_enrich_derived
2025-08-11,GULPOLY,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-07-08,GULPOLY,66.76,75.0,68.33,50.75,63.5,2026-07-08,tracker_enrich_derived
2026-06-29,GVPIL,76.14,91.25,46.67,92.25,63.5,2026-06-29,tracker_enrich_derived
2026-08-15,GVPIL,77.17,86.67,57.5,93.0,63.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,GVT&D,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-07-08,GVT&D,60.17,55.0,55.0,58.33,85.0,2026-07-08,tracker_enrich_derived
2026-06-20,HAL,80.48,80.0,75.0,89.75,78.5,2026-06-20,tracker_enrich_derived
2026-06-29,HAPPSTMNDS,71.21,74.6,71.67,67.75,66.0,2026-06-29,tracker_enrich_derived
2026-08-15,HAPPSTMNDS,70.57,69.5,80.0,64.33,66.0,2026-08-15,compute_fund_scores_from_db
2026-06-17,HAPPYFORGE,74.43,76.0,65.0,80.0,78.5,2026-06-17,tracker_enrich_derived
2026-08-15,HAPPYFORGE,74.86,78.75,65.0,76.67,78.5,2026-08-15,compute_fund_scores_from_db
2026-06-20,HARIOMPIPE,78.89,85.6,75.0,77.0,70.0,2026-06-20,tracker_enrich_derived
2025-08-11,HARSHA,49.7,51.3,39.29,55.55,55.0,,organized/data/fundamental_scores_database.csv
