score_date,symbol,enhanced_fund_score,earnings_quality,sales_growth,financial_strength,institutional_backing,processed_date,source_file
2026-06-20,BOMDYEING,53.52,46.25,51.67,65.5,60.0,2026-06-20,tracker_enrich_derived
2025-08-11,BORANA,58.26,57.17,59.0,58.18,60.0,,organized/data/fundamental_scores_database.csv
2026-07-16,BORANA,64.43,55.0,55.0,92.0,68.5,2026-07-16,tracker_enrich_derived
2025-08-11,BOROLTD,64.73,68.33,68.0,57.0,60.0,,organized/data/fundamental_scores_database.csv
2026-06-25,BOROLTD,60.31,53.0,58.33,71.25,68.5,2026-06-25,tracker_enrich_derived
2025-08-11,BORORENEW,63.2,57.38,81.0,59.5,54.0,,organized/data/fundamental_scores_database.csv
2026-06-20,BORORENEW,83.72,93.0,76.67,88.0,65.0,2026-06-20,tracker_enrich_derived
2025-08-11,BOROSCI,51.59,50.71,47.0,57.27,54.0,,organized/data/fundamental_scores_database.csv
2026-06-16,BOROSCI,78.39,89.0,71.67,76.75,63.5,2026-06-16,tracker_enrich_derived
2026-07-31,BOSCH-HCIL,55.02,55.0,55.0,45.0,68.5,2026-07-31,tracker_enrich_derived
2025-08-11,BOSCHLTD,53.48,51.96,47.0,57.5,63.0,,organized/data/fundamental_scores_database.csv
2026-06-29,BOSCHLTD,80.56,82.6,75.0,85.0,78.5,2026-06-29,tracker_enrich_derived
2025-08-11,BPCL,62.6,70.0,56.0,58.64,59.17,,organized/data/fundamental_scores_database.csv
2026-06-20,BPCL,69.45,73.0,45.0,85.0,80.0,2026-06-20,tracker_enrich_derived
2026-08-15,BPCL,73.74,85.0,47.5,79.33,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,BPL,63.76,68.82,64.0,60.83,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,BRIGADE,56.82,55.43,51.0,60.0,66.0,,organized/data/fundamental_scores_database.csv
2026-07-09,BRIGADE,65.32,64.0,66.67,54.5,81.0,2026-07-09,tracker_enrich_derived
2026-08-15,BRIGADE,67.05,70.0,80.0,54.0,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,BRIGHOTEL,49.12,46.4,47.5,46.18,63.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BRITANNIA,52.36,51.96,47.0,54.77,59.17,,organized/data/fundamental_scores_database.csv
2026-06-27,BRITANNIA,70.76,66.6,56.67,89.75,80.0,2026-06-27,tracker_enrich_derived
2025-08-11,BRNL,53.85,52.39,55.0,55.24,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BROOKS,71.8,73.48,86.0,59.55,60.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BSE,61.34,64.35,60.0,57.05,61.25,,organized/data/fundamental_scores_database.csv
2026-06-18,BSE,93.18,94.0,93.33,92.25,92.0,2026-06-18,tracker_enrich_derived
2026-08-15,BSE,93.65,93.75,95.0,93.0,92.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,BSE500IETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BSHSL,76.04,83.82,86.0,61.94,57.5,,organized/data/fundamental_scores_database.csv
2025-08-11,BSL,55.92,53.7,61.0,55.45,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BSLGOLDETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-06-20,BSLGOLDETF,55.0,55.0,55.0,55.0,55.0,2026-06-20,tracker_enrich_derived
2025-08-11,BSLNIFTY,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BSLSENETFG,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,BSOFT,55.22,53.91,51.0,57.27,63.0,,organized/data/fundamental_scores_database.csv
2026-06-27,BSOFT,67.74,68.6,50.0,82.0,76.0,2026-06-27,tracker_enrich_derived
2025-08-11,BTML,72.5,75.43,94.0,58.86,47.0,,organized/data/fundamental_scores_database.csv
2026-07-06,BUILDPRO,75.87,69.0,86.67,79.75,71.0,2026-07-06,tracker_enrich_derived
2025-08-11,BURNPUR,54.39,61.19,53.0,52.37,41.25,,organized/data/fundamental_scores_database.csv
2025-08-11,BUTTERFLY,51.8,50.22,47.0,57.05,57.0,,organized/data/fundamental_scores_database.csv
2026-07-03,BUTTERFLY,59.27,55.0,55.0,70.0,63.5,2026-07-03,tracker_enrich_derived
2025-08-11,BVCL,69.53,73.91,86.0,61.36,41.25,,organized/data/fundamental_scores_database.csv
2025-08-11,BYKE,69.11,72.61,86.0,56.82,48.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CALSOFT,55.67,55.53,55.0,58.24,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,CAMLINFINE,49.22,48.48,47.0,57.27,44.17,,organized/data/fundamental_scores_database.csv
2026-06-20,CAMLINFINE,61.8,70.0,50.0,57.0,66.0,2026-06-20,tracker_enrich_derived
2025-08-11,CAMPUS,74.2,73.7,94.0,58.86,63.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CAMPUS,74.77,75.6,75.0,70.0,78.5,2026-06-27,tracker_enrich_derived
2025-08-11,CAMS,53.24,52.39,47.0,58.41,59.0,,organized/data/fundamental_scores_database.csv
2026-06-18,CAMS,73.38,68.0,68.33,92.25,71.0,2026-06-18,tracker_enrich_derived
2025-08-11,CANBK,54.62,54.05,47.0,56.76,66.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CANBK,61.11,61.25,55.0,51.67,83.5,2026-06-22,tracker_enrich_derived
2025-08-11,CANFINHOME,55.87,57.38,53.0,56.32,56.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CANFINHOME,62.8,55.0,55.0,82.0,71.0,2026-06-20,tracker_enrich_derived
2026-06-20,CANHLIFE,60.27,55.0,55.0,60.0,83.5,2026-06-20,tracker_enrich_derived
2025-08-11,CANTABIL,60.3,66.09,56.0,56.59,57.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CANTABIL,62.43,55.0,55.0,82.0,68.5,2026-06-22,tracker_enrich_derived
2025-08-11,CAPACITE,68.95,73.26,76.0,60.45,57.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CAPACITE,64.31,55.6,71.67,71.25,66.0,2026-06-22,tracker_enrich_derived
2026-06-29,CAPILLARY,79.65,88.25,80.0,65.5,75.0,2026-06-29,tracker_enrich_derived
2026-08-15,CAPILLARY,79.58,86.0,92.5,54.0,75.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CAPITALSFB,52.07,53.42,47.0,55.0,53.0,,organized/data/fundamental_scores_database.csv
2026-06-17,CAPITALSFB,57.65,55.0,55.0,60.0,66.0,2026-06-17,tracker_enrich_derived
2025-08-11,CAPLIPOINT,52.33,51.19,47.0,57.75,57.0,,organized/data/fundamental_scores_database.csv
2026-06-16,CAPLIPOINT,79.18,81.0,75.0,85.0,73.5,2026-06-16,tracker_enrich_derived
2025-08-11,CAPTRUST,72.67,75.43,86.0,57.73,63.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CARBORUNIV,53.07,51.96,51.0,57.05,54.17,,organized/data/fundamental_scores_database.csv
2026-06-17,CARBORUNIV,53.32,31.0,61.67,70.5,76.0,2026-06-17,tracker_enrich_derived
2026-08-15,CARBORUNIV,52.87,32.5,60.0,67.33,76.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CAREERP,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CARERATING,52.76,51.19,47.0,56.75,61.25,,organized/data/fundamental_scores_database.csv
2026-07-23,CARERATING,89.05,91.0,85.0,88.0,92.0,2026-07-23,tracker_enrich_derived
2025-08-11,CARRARO,61.57,57.17,71.0,57.5,63.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CARRARO,81.91,87.0,73.33,85.0,78.5,2026-06-20,tracker_enrich_derived
2025-08-11,CARTRADE,52.67,50.65,47.0,54.55,65.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CARTRADE,83.48,90.0,73.33,76.75,92.0,2026-06-20,tracker_enrich_derived
2026-08-15,CARTRADE,88.27,93.75,90.0,72.33,92.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CARYSIL,52.42,50.0,55.0,56.45,49.17,,organized/data/fundamental_scores_database.csv
2026-06-17,CARYSIL,78.26,87.6,71.67,77.0,66.0,2026-06-17,tracker_enrich_derived
2026-08-15,CARYSIL,80.03,87.0,80.0,76.67,66.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CASHIETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-06-18,CASHIETF,55.0,55.0,55.0,55.0,55.0,2026-06-18,tracker_enrich_derived
2026-08-15,CASHIETF,55.0,55.0,55.0,55.0,55.0,2026-08-15,2026-08-15
2025-08-11,CASTROLIND,65.12,64.13,73.0,56.59,66.0,,organized/data/fundamental_scores_database.csv
2026-07-07,CASTROLIND,58.0,55.0,55.0,55.0,75.0,2026-07-07,tracker_enrich_derived
2025-08-11,CCCL,52.58,49.78,53.0,54.32,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CCHHL,70.4,72.83,86.0,55.71,57.5,,organized/data/fundamental_scores_database.csv
2025-08-11,CCL,55.23,51.9,55.0,56.36,63.0,,organized/data/fundamental_scores_database.csv
2026-07-06,CCL,82.54,81.6,90.0,80.0,76.0,2026-07-06,tracker_enrich_derived
2025-08-11,CDSL,52.49,53.1,47.0,57.75,53.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CDSL,62.85,50.0,60.0,89.75,66.0,2026-06-20,tracker_enrich_derived
2025-08-11,CEATLTD,58.73,59.57,56.0,55.0,66.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CEATLTD,79.96,89.6,71.67,74.0,76.0,2026-06-22,tracker_enrich_derived
2025-08-11,CEIGALL,52.84,53.04,47.0,56.59,57.0,,organized/data/fundamental_scores_database.csv
2026-06-29,CEIGALL,76.22,76.6,90.0,60.25,73.5,2026-06-29,tracker_enrich_derived
2026-07-10,CEINSYS,78.17,81.0,81.67,74.25,70.0,2026-07-10,tracker_enrich_derived
2025-08-11,CELEBRITY,69.76,73.04,86.0,57.73,50.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CELLO,54.29,55.0,47.0,55.45,63.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CELLO,71.19,64.0,71.67,79.5,78.5,2026-06-27,tracker_enrich_derived
2026-08-15,CELLO,66.53,56.25,65.0,80.0,78.5,2026-08-15,compute_fund_scores_from_db
2026-06-17,CEMPRO,83.38,89.6,81.67,80.5,73.5,2026-06-17,tracker_enrich_derived
2026-08-15,CEMPRO,81.53,85.0,77.5,85.67,73.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,CENTENKA,61.84,70.48,60.0,58.0,47.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CENTENKA,66.35,79.0,50.0,69.25,56.0,2026-06-20,tracker_enrich_derived
2025-08-11,CENTEXT,62.09,68.7,60.0,57.73,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,CENTRALBK,51.15,49.76,47.0,54.71,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CENTRUM,49.32,48.48,47.0,56.19,46.25,,organized/data/fundamental_scores_database.csv
2025-08-11,CENTUM,64.92,71.74,60.0,61.14,60.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CENTURYPLY,53.0,51.09,47.0,56.82,63.0,,organized/data/fundamental_scores_database.csv
2026-07-10,CENTURYPLY,74.25,74.6,78.33,65.25,78.5,2026-07-10,tracker_enrich_derived
2025-08-11,CENTURYTEX,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CERA,53.51,50.22,47.0,56.59,69.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CEREBRAINT,67.04,71.74,86.0,55.45,38.33,,organized/data/fundamental_scores_database.csv
2025-08-11,CESC,54.43,55.22,51.0,55.45,56.67,,organized/data/fundamental_scores_database.csv
2026-07-07,CESC,71.16,75.6,61.67,67.5,80.0,2026-07-07,tracker_enrich_derived
2025-08-11,CEWATER,53.68,53.7,47.0,57.27,60.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CEWATER,63.03,59.0,73.33,53.0,70.0,2026-06-20,tracker_enrich_derived
2025-08-11,CGCL,53.51,50.65,51.0,55.23,63.0,,organized/data/fundamental_scores_database.csv
2026-06-16,CGCL,73.08,90.0,55.0,56.67,80.0,2026-06-16,tracker_enrich_derived
2026-08-15,CGCL,87.25,95.0,95.0,67.5,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CGPOWER,55.37,53.04,51.0,57.5,66.0,,organized/data/fundamental_scores_database.csv
2026-06-29,CGPOWER,80.26,80.6,81.67,78.0,80.0,2026-06-29,tracker_enrich_derived
2025-08-11,CHALET,66.69,71.3,68.0,58.57,63.0,,organized/data/fundamental_scores_database.csv
2026-07-07,CHALET,84.69,94.0,76.67,77.0,83.5,2026-07-07,tracker_enrich_derived
2025-08-11,CHAMBLFERT,62.55,67.83,56.0,57.59,66.0,,organized/data/fundamental_scores_database.csv
2026-06-18,CHAMBLFERT,66.24,68.0,51.67,71.75,78.5,2026-06-18,tracker_enrich_derived
2025-08-11,CHEMBOND,52.77,49.57,55.0,55.45,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CHEMBONDCH,48.72,48.41,40.83,55.22,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CHEMCON,71.15,74.35,86.0,56.82,57.0,,organized/data/fundamental_scores_database.csv
2026-06-23,CHEMCON,54.27,55.0,55.0,45.0,63.5,2026-06-23,tracker_enrich_derived
2025-08-11,CHEMFAB,71.93,76.96,86.0,61.36,49.17,,organized/data/fundamental_scores_database.csv
2025-08-11,CHEMPLASTS,66.26,64.13,77.0,57.27,66.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CHEMPLASTS,58.63,53.25,58.33,53.75,80.0,2026-06-27,tracker_enrich_derived
2025-08-11,CHENNPETRO,68.3,71.74,82.0,58.64,49.17,,organized/data/fundamental_scores_database.csv
2026-07-07,CHENNPETRO,74.73,78.6,56.67,86.75,78.5,2026-07-07,tracker_enrich_derived
2025-08-11,CHEVIOT,50.23,49.5,47.0,56.5,49.17,,organized/data/fundamental_scores_database.csv
2026-08-05,CHEVIOT,60.48,55.0,55.0,76.0,63.5,2026-08-05,tracker_enrich_derived
2025-08-11,CHOICEIN,54.36,51.52,55.0,55.0,60.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CHOICEIN,76.75,84.0,80.0,63.25,70.0,2026-06-20,tracker_enrich_derived
2026-08-15,CHOICEIN,83.86,91.25,92.5,68.67,70.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CHOLAFIN,54.41,50.65,51.0,57.47,66.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CHOLAFIN,73.03,90.0,55.0,55.67,81.0,2026-06-20,tracker_enrich_derived
2025-08-11,CHOLAHLDNG,50.66,50.22,47.0,51.59,56.67,,organized/data/fundamental_scores_database.csv
2026-06-24,CHOLAHLDNG,69.78,83.75,55.0,55.67,76.0,2026-06-24,tracker_enrich_derived
2025-08-11,CIEINDIA,55.88,56.96,53.0,58.64,54.17,,organized/data/fundamental_scores_database.csv
2026-07-08,CIEINDIA,68.7,65.6,58.33,76.75,83.5,2026-07-08,tracker_enrich_derived
2025-08-11,CIFL,60.25,65.65,56.0,56.82,57.5,,organized/data/fundamental_scores_database.csv
2025-08-11,CIGNITITEC,52.61,50.22,47.0,56.59,63.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CINELINE,52.54,51.96,47.0,57.27,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CINEVISTA,47.78,44.57,50.0,48.5,51.67,,organized/data/fundamental_scores_database.csv
2025-08-11,CIPLA,51.15,50.65,47.0,55.68,53.33,,organized/data/fundamental_scores_database.csv
2026-06-20,CIPLA,58.17,43.6,53.33,80.0,76.0,2026-06-20,tracker_enrich_derived
2025-08-11,CLEAN,52.58,51.19,47.0,56.75,60.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CLEAN,64.77,54.0,56.67,85.0,80.0,2026-06-22,tracker_enrich_derived
2026-08-15,CLEAN,58.54,45.0,47.5,83.33,80.0,2026-08-15,compute_fund_scores_from_db
2026-06-29,CLEANMAX,76.32,76.25,91.67,53.75,81.0,2026-06-29,tracker_enrich_derived
2025-08-11,CLEDUCATE,59.78,62.61,64.0,53.18,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CLSEL,67.84,67.83,83.0,57.05,57.0,,organized/data/fundamental_scores_database.csv
2026-06-16,CLSEL,60.02,55.0,55.0,70.0,68.5,2026-06-16,tracker_enrich_derived
2026-06-29,CMPDI,65.18,55.0,55.0,92.0,73.5,2026-06-29,tracker_enrich_derived
2025-08-11,CMSINFO,52.0,50.65,47.0,55.68,59.0,,organized/data/fundamental_scores_database.csv
2026-06-22,CMSINFO,63.53,56.0,58.33,79.5,71.0,2026-06-22,tracker_enrich_derived
2026-08-15,CMSINFO,60.15,46.25,60.0,80.0,71.0,2026-08-15,compute_fund_scores_from_db
2026-07-09,CNL,67.15,70.0,70.0,63.25,60.0,2026-07-09,tracker_enrich_derived
2025-08-11,COALINDIA,71.16,75.65,82.0,61.36,54.17,,organized/data/fundamental_scores_database.csv
2026-07-07,COALINDIA,72.09,53.0,81.67,89.75,83.5,2026-07-07,tracker_enrich_derived
2026-08-15,COALINDIA,62.7,42.5,75.0,93.5,55.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,COASTCORP,57.3,53.7,69.0,58.18,46.25,,organized/data/fundamental_scores_database.csv
2025-08-11,COCHINSHIP,74.88,76.52,94.0,58.86,60.0,,organized/data/fundamental_scores_database.csv
2026-07-09,COCHINSHIP,67.38,64.0,70.0,66.25,73.5,2026-07-09,tracker_enrich_derived
2026-08-15,COCHINSHIP,65.78,53.25,72.5,76.67,73.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,COFFEEDAY,55.94,62.61,56.0,55.71,38.33,,organized/data/fundamental_scores_database.csv
2025-08-11,COFORGE,54.71,51.3,53.0,58.18,62.0,,organized/data/fundamental_scores_database.csv
2026-06-20,COFORGE,88.43,92.0,83.33,85.0,92.0,2026-06-20,tracker_enrich_derived
2026-08-15,COFORGE,89.03,88.25,92.5,84.0,92.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,COHANCE,60.05,57.61,67.0,60.68,54.17,,organized/data/fundamental_scores_database.csv
2026-06-23,COHANCE,60.04,33.6,85.0,66.75,80.0,2026-06-23,tracker_enrich_derived
2025-08-11,COLPAL,53.47,50.65,55.0,54.77,56.67,,organized/data/fundamental_scores_database.csv
2026-06-27,COLPAL,66.2,55.0,55.0,92.25,80.0,2026-06-27,tracker_enrich_derived
2025-08-11,COMMOIETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-07-07,COMMOIETF,55.0,55.0,55.0,55.0,55.0,2026-07-07,tracker_enrich_derived
2025-08-11,COMPUSOFT,53.05,53.7,47.0,56.36,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,COMSYN,71.65,75.43,86.0,59.55,53.75,,organized/data/fundamental_scores_database.csv
2026-07-03,COMSYN,72.63,81.0,68.33,70.75,60.0,2026-07-03,tracker_enrich_derived
2025-08-11,CONCOR,54.0,53.7,51.0,56.36,56.67,,organized/data/fundamental_scores_database.csv
2026-06-27,CONCOR,58.09,45.6,50.0,76.75,80.0,2026-06-27,tracker_enrich_derived
2026-08-15,CONCOR,61.72,53.75,55.0,72.33,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CONCORDBIO,68.6,74.78,76.0,57.95,54.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CONCORDBIO,64.93,58.0,58.33,82.5,71.0,2026-06-20,tracker_enrich_derived
2025-08-11,CONFIPET,60.54,55.48,73.0,60.0,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CONS,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CONSOFINVT,62.98,75.79,56.0,50.59,57.0,,organized/data/fundamental_scores_database.csv
2026-07-09,CONSOFINVT,61.41,58.33,55.0,74.0,63.5,2026-07-09,tracker_enrich_derived
2025-08-11,CONSUMBEES,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-06-20,CONSUMBEES,55.0,55.0,55.0,55.0,55.0,2026-06-20,tracker_enrich_derived
2025-08-11,CONSUMER,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CONSUMIETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2026-07-28,CONSUMIETF,55.0,55.0,55.0,55.0,55.0,2026-07-28,tracker_enrich_derived
2025-08-11,CONTROLPR,53.05,51.52,51.0,57.95,54.0,,organized/data/fundamental_scores_database.csv
2026-07-03,CONTROLPR,65.81,50.6,81.67,77.0,65.0,2026-07-03,tracker_enrich_derived
2025-08-11,CORALFINAC,73.23,79.52,86.0,56.84,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CORDSCABLE,53.65,51.09,55.0,56.82,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,COROMANDEL,54.33,51.3,51.0,55.77,66.0,,organized/data/fundamental_scores_database.csv
2026-06-20,COROMANDEL,58.43,40.0,58.33,79.25,80.0,2026-06-20,tracker_enrich_derived
2026-08-15,COROMANDEL,64.92,43.75,75.0,83.33,80.0,2026-08-15,compute_fund_scores_from_db
2026-08-03,CORONA,80.48,80.0,75.0,89.75,78.5,2026-08-03,tracker_enrich_derived
2025-08-11,COSMOFILMS,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,COSMOFIRST,57.41,59.7,60.6,55.91,48.0,,organized/data/fundamental_scores_database.csv
2026-06-23,COSMOFIRST,69.56,70.6,76.67,65.0,61.0,2026-06-23,tracker_enrich_derived
2025-08-11,COUNCODOS,72.44,79.05,86.0,56.32,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,CPCAP,54.49,57.61,47.0,58.18,53.75,,organized/data/fundamental_scores_database.csv
2026-08-13,CPCAP,60.94,67.5,55.0,53.33,63.5,2026-08-13,tracker_enrich_derived
2026-07-29,CPEDU,67.63,71.0,45.0,92.25,63.5,2026-07-29,tracker_enrich_derived
2025-08-11,CPPLUS,40.08,38.12,24.0,51.39,57.0,,organized/data/fundamental_scores_database.csv
2026-06-29,CPPLUS,78.28,70.6,91.67,76.75,78.5,2026-06-29,tracker_enrich_derived
2025-08-11,CPSEETF,10.0,10.0,10.0,10.0,10.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CRAFTSMAN,54.65,50.22,53.0,57.05,66.0,,organized/data/fundamental_scores_database.csv
2026-07-20,CRAFTSMAN,77.54,81.6,85.0,57.5,81.0,2026-07-20,tracker_enrich_derived
2026-06-20,CRAMC,65.18,55.0,55.0,92.0,73.5,2026-06-20,tracker_enrich_derived
2025-08-11,CREATIVE,51.87,48.81,51.0,57.5,54.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CREATIVEYE,57.11,61.74,56.0,53.33,51.67,,organized/data/fundamental_scores_database.csv
2025-08-11,CREDITACC,53.16,50.22,47.0,57.11,66.0,,organized/data/fundamental_scores_database.csv
2026-06-18,CREDITACC,68.44,81.25,55.0,48.33,83.5,2026-06-18,tracker_enrich_derived
2026-08-15,CREDITACC,73.57,76.67,77.5,55.0,83.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,CREST,73.77,79.52,86.0,59.55,57.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CRISIL,53.29,52.39,47.0,55.68,63.0,,organized/data/fundamental_scores_database.csv
2026-07-06,CRISIL,69.89,65.0,56.67,89.75,78.5,2026-07-06,tracker_enrich_derived
2026-08-15,CRISIL,78.71,78.75,70.0,89.67,78.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,CRIZAC,51.35,49.35,47.5,55.95,57.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CRIZAC,87.86,91.0,93.33,89.25,68.5,2026-06-27,tracker_enrich_derived
2025-08-11,CROMPTON,57.18,56.52,61.0,56.59,53.33,,organized/data/fundamental_scores_database.csv
2026-06-20,CROMPTON,61.6,35.75,70.0,80.0,92.0,2026-06-20,tracker_enrich_derived
2026-08-15,CROMPTON,57.47,35.0,60.0,73.33,92.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CROWN,61.74,67.83,60.0,59.32,51.67,,organized/data/fundamental_scores_database.csv
2025-08-11,CSBBANK,62.59,64.05,61.0,59.12,66.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CSBBANK,61.15,55.0,55.0,70.0,76.0,2026-06-27,tracker_enrich_derived
2025-08-11,CSLFINANCE,55.15,52.89,59.0,57.94,51.0,,organized/data/fundamental_scores_database.csv
2026-07-20,CSLFINANCE,58.9,55.0,55.0,70.0,61.0,2026-07-20,tracker_enrich_derived
2025-08-11,CTE,49.77,47.61,47.0,54.55,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,CUB,54.17,55.0,47.0,56.18,61.25,,organized/data/fundamental_scores_database.csv
2026-06-27,CUB,63.55,55.0,55.0,70.0,92.0,2026-06-27,tracker_enrich_derived
2026-08-15,CUB,60.55,55.0,55.0,55.0,92.0,2026-08-15,2026-08-15
2025-08-11,CUBEXTUB,73.57,79.05,94.0,61.0,41.67,,organized/data/fundamental_scores_database.csv
2025-08-11,CUMMINSIND,53.02,50.65,51.0,55.68,59.17,,organized/data/fundamental_scores_database.csv
2026-07-07,CUMMINSIND,83.5,87.0,70.0,92.25,85.0,2026-07-07,tracker_enrich_derived
2026-08-15,CUMMINSIND,86.6,85.0,85.0,93.0,85.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CUPID,52.86,51.84,53.0,58.35,48.0,,organized/data/fundamental_scores_database.csv
2026-06-16,CUPID,83.63,88.0,93.33,83.5,56.0,2026-06-16,tracker_enrich_derived
2026-08-15,CUPID,88.33,93.75,95.0,89.67,61.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,CURAA,55.26,62.38,48.33,51.76,52.5,,organized/data/fundamental_scores_database.csv
2025-08-11,CYBERMEDIA,62.62,59.35,77.0,57.86,53.75,,organized/data/fundamental_scores_database.csv
2025-08-11,CYBERTECH,52.68,53.26,51.0,57.14,48.0,,organized/data/fundamental_scores_database.csv
2025-08-11,CYIENT,61.16,65.43,56.0,58.41,62.0,,organized/data/fundamental_scores_database.csv
2026-06-27,CYIENT,53.97,36.6,53.33,76.75,71.0,2026-06-27,tracker_enrich_derived
2025-08-11,CYIENTDLM,71.54,72.61,86.0,57.73,63.0,,organized/data/fundamental_scores_database.csv
2026-06-17,CYIENTDLM,70.97,77.6,63.33,60.5,80.0,2026-06-17,tracker_enrich_derived
2026-08-15,CYIENTDLM,64.3,70.0,50.0,59.0,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,DABUR,51.29,50.22,47.0,54.77,56.67,,organized/data/fundamental_scores_database.csv
2026-06-27,DABUR,63.95,55.6,48.33,85.5,83.5,2026-06-27,tracker_enrich_derived
2026-08-15,DABUR,70.29,63.25,60.0,87.33,83.5,2026-08-15,compute_fund_scores_from_db
2025-08-11,DALBHARAT,68.15,73.7,76.0,57.73,54.17,,organized/data/fundamental_scores_database.csv
2026-06-27,DALBHARAT,75.25,84.0,70.0,60.75,80.0,2026-06-27,tracker_enrich_derived
2026-08-15,DALBHARAT,70.5,81.25,60.0,55.0,80.0,2026-08-15,compute_fund_scores_from_db
2025-08-11,DALMIASUG,69.58,73.7,84.0,58.64,49.17,,organized/data/fundamental_scores_database.csv
