symbol,period_label,period_end,period_type,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_assets,total_assets,net_debt,source
IREDA,Mar 2021,2021-03-31,annual,785.0,2211.0,,3298.0,30293.0,266.0,0.0,1.0,30027.0,30293.0,,screener
IREDA,Mar 2024,2024-03-31,annual,2688.0,5872.0,,4354.0,62600.0,361.0,0.0,101.0,62138.0,62600.0,,screener
IREDA,Mar 2025,2025-03-31,annual,2688.0,7579.0,,4728.0,79735.0,349.0,0.0,600.0,78786.0,79735.0,,screener
IREDA,Mar 2026,2026-03-31,annual,2809.0,10976.0,,2177.0,93808.0,321.0,0.0,884.0,92603.0,93808.0,,screener
IRIS,Mar 2022,2022-03-31,annual,19.0,8.0,7.0,26.0,60.0,17.0,0.0,0.0,43.0,60.0,7.0,screener
IRIS,Mar 2023,2023-03-31,annual,19.0,12.0,6.0,33.0,70.0,14.0,2.0,0.0,55.0,70.0,6.0,screener
IRIS,Mar 2024,2024-03-31,annual,19.0,22.0,6.0,29.0,77.0,13.0,3.0,0.0,61.0,77.0,6.0,screener
IRIS,Mar 2025,2025-03-31,annual,21.0,55.0,4.0,45.0,125.0,17.0,4.0,21.0,83.0,125.0,-17.0,screener
IRIS,Mar 2026,2026-03-31,annual,21.0,180.0,2.0,50.0,253.0,24.0,0.0,60.0,169.0,253.0,-58.0,screener
IRMENERGY,Mar 2022,2022-03-31,annual,29.0,193.0,230.0,102.0,555.0,300.0,52.0,36.0,166.0,555.0,194.0,screener
IRMENERGY,Mar 2023,2023-03-31,annual,30.0,295.0,341.0,127.0,793.0,381.0,91.0,87.0,234.0,793.0,254.0,screener
IRMENERGY,Mar 2024,2024-03-31,annual,41.0,870.0,251.0,135.0,1297.0,557.0,87.0,42.0,611.0,1297.0,209.0,screener
IRMENERGY,Mar 2025,2025-03-31,annual,41.0,899.0,152.0,177.0,1270.0,649.0,88.0,63.0,469.0,1270.0,89.0,screener
IRMENERGY,Mar 2026,2026-03-31,annual,41.0,956.0,73.0,226.0,1296.0,788.0,99.0,47.0,362.0,1296.0,26.0,screener
ISGEC,Mar 2022,2022-03-31,annual,7.0,2114.0,1233.0,3387.0,6741.0,977.0,702.0,135.0,4928.0,6741.0,1098.0,screener
ISGEC,Mar 2023,2023-03-31,annual,7.0,2297.0,1235.0,3513.0,7053.0,947.0,805.0,33.0,5267.0,7053.0,1202.0,screener
ISGEC,Mar 2024,2024-03-31,annual,7.0,2515.0,814.0,4470.0,7807.0,956.0,959.0,29.0,5863.0,7807.0,785.0,screener
ISGEC,Mar 2025,2025-03-31,annual,7.0,2731.0,861.0,4410.0,8009.0,973.0,66.0,85.0,6884.0,8009.0,776.0,screener
ISGEC,Mar 2026,2026-03-31,annual,7.0,2729.0,951.0,4390.0,8077.0,1791.0,137.0,66.0,6083.0,8077.0,885.0,screener
ITC,Mar 2022,2022-03-31,annual,1232.0,61223.0,249.0,14491.0,77196.0,24232.0,3226.0,24841.0,24898.0,77196.0,-24592.0,screener
ITC,Mar 2023,2023-03-31,annual,1243.0,67912.0,306.0,16370.0,85831.0,25851.0,3003.0,29415.0,27561.0,85831.0,-29109.0,screener
ITC,Mar 2024,2024-03-31,annual,1248.0,73259.0,303.0,16944.0,91754.0,27820.0,2861.0,31114.0,29959.0,91754.0,-30811.0,screener
ITC,Mar 2025,2025-03-31,annual,1251.0,68779.0,285.0,17688.0,88003.0,21955.0,1091.0,34720.0,30237.0,88003.0,-34435.0,screener
ITC,Mar 2026,2026-03-31,annual,1253.0,71254.0,2399.0,18731.0,93637.0,22443.0,1602.0,38128.0,31464.0,93637.0,-35729.0,screener
ITCHOTELS,Mar 2024,2024-03-31,annual,83.0,8415.0,74.0,1617.0,10188.0,6436.0,1768.0,204.0,1780.0,10188.0,-130.0,screener
ITCHOTELS,Mar 2025,2025-03-31,annual,208.0,10484.0,73.0,1707.0,12472.0,8189.0,158.0,676.0,3449.0,12472.0,-603.0,screener
ITCHOTELS,Mar 2026,2026-03-31,annual,208.0,11450.0,74.0,1748.0,13480.0,8089.0,207.0,1956.0,3229.0,13480.0,-1882.0,screener
ITDC,Mar 2022,2022-03-31,annual,86.0,200.0,1.0,298.0,585.0,40.0,11.0,0.0,534.0,585.0,1.0,screener
ITDC,Mar 2023,2023-03-31,annual,86.0,252.0,1.0,595.0,934.0,46.0,3.0,0.0,885.0,934.0,1.0,screener
ITDC,Mar 2024,2024-03-31,annual,86.0,220.0,1.0,708.0,1015.0,40.0,4.0,0.0,970.0,1015.0,1.0,screener
ITDC,Mar 2025,2025-03-31,annual,86.0,278.0,1.0,382.0,746.0,42.0,6.0,0.0,699.0,746.0,1.0,screener
ITDC,Mar 2026,2026-03-31,annual,86.0,337.0,1.0,339.0,762.0,42.0,8.0,0.0,712.0,762.0,1.0,screener
ITI,Mar 2022,2022-03-31,annual,934.0,1687.0,1613.0,5384.0,9617.0,2727.0,154.0,35.0,6701.0,9617.0,1578.0,screener
ITI,Mar 2023,2023-03-31,annual,950.0,1425.0,1877.0,5280.0,9531.0,2752.0,139.0,35.0,6605.0,9531.0,1842.0,screener
ITI,Mar 2024,2024-03-31,annual,961.0,823.0,1801.0,6054.0,9639.0,2732.0,142.0,35.0,6730.0,9639.0,1766.0,screener
ITI,Mar 2025,2025-03-31,annual,961.0,664.0,1481.0,7340.0,10445.0,2710.0,19.0,54.0,7664.0,10445.0,1427.0,screener
ITI,Mar 2026,2026-03-31,annual,963.0,943.0,765.0,6676.0,9347.0,2370.0,16.0,54.0,6907.0,9347.0,711.0,screener
IVALUE,Mar 2022,2022-03-31,annual,4.0,235.0,20.0,360.0,619.0,8.0,0.0,45.0,565.0,619.0,-25.0,screener
IVALUE,Mar 2023,2023-03-31,annual,4.0,295.0,81.0,700.0,1080.0,44.0,0.0,11.0,1025.0,1080.0,70.0,screener
IVALUE,Mar 2024,2024-03-31,annual,4.0,366.0,78.0,556.0,1004.0,48.0,0.0,0.0,956.0,1004.0,78.0,screener
IVALUE,Mar 2025,2025-03-31,annual,8.0,454.0,71.0,629.0,1163.0,43.0,0.0,0.0,1120.0,1163.0,71.0,screener
IVALUE,Mar 2026,2026-03-31,annual,11.0,557.0,69.0,804.0,1441.0,36.0,0.0,153.0,1252.0,1441.0,-84.0,screener
IXIGO,Mar 2022,2022-03-31,annual,37.0,306.0,7.0,188.0,538.0,289.0,0.0,40.0,209.0,538.0,-33.0,screener
IXIGO,Mar 2023,2023-03-31,annual,37.0,337.0,10.0,200.0,583.0,292.0,8.0,48.0,236.0,583.0,-38.0,screener
IXIGO,Mar 2024,2024-03-31,annual,37.0,409.0,46.0,140.0,632.0,271.0,0.0,86.0,276.0,632.0,-40.0,screener
IXIGO,Mar 2025,2025-03-31,annual,39.0,595.0,40.0,231.0,904.0,286.0,0.0,119.0,498.0,904.0,-79.0,screener
IXIGO,Mar 2026,2026-03-31,annual,44.0,2003.0,44.0,451.0,2541.0,528.0,0.0,546.0,1468.0,2541.0,-502.0,screener
IZMO,Mar 2022,2022-03-31,annual,13.0,239.0,9.0,37.0,299.0,229.0,0.0,0.0,70.0,299.0,9.0,screener
IZMO,Mar 2023,2023-03-31,annual,13.0,260.0,11.0,39.0,323.0,247.0,0.0,0.0,76.0,323.0,11.0,screener
IZMO,Mar 2024,2024-03-31,annual,14.0,292.0,9.0,49.0,364.0,261.0,0.0,0.0,103.0,364.0,9.0,screener
IZMO,Mar 2025,2025-03-31,annual,15.0,344.0,12.0,67.0,438.0,276.0,0.0,0.0,162.0,438.0,12.0,screener
IZMO,Mar 2026,2026-03-31,annual,15.0,394.0,5.0,80.0,494.0,286.0,5.0,0.0,203.0,494.0,5.0,screener
J&KBANK,Mar 2022,2022-03-31,annual,93.0,7984.0,,5425.0,130576.0,1908.0,46.0,33785.0,94837.0,130576.0,,screener
J&KBANK,Mar 2023,2023-03-31,annual,103.0,9793.0,,11097.0,145913.0,2224.0,47.0,34780.0,108860.0,145913.0,,screener
J&KBANK,Mar 2024,2024-03-31,annual,110.0,12083.0,,4662.0,154505.0,2208.0,50.0,34900.0,117347.0,154505.0,,screener
J&KBANK,Mar 2025,2025-03-31,annual,110.0,14098.0,,4280.0,169424.0,2126.0,66.0,41122.0,126110.0,169424.0,,screener
J&KBANK,Mar 2026,2026-03-31,annual,110.0,16390.0,,3687.0,188960.0,2533.0,0.0,40520.0,145906.0,188960.0,,screener
JAICORPLTD,Mar 2022,2022-03-31,annual,18.0,1197.0,236.0,62.0,1512.0,224.0,0.0,722.0,567.0,1512.0,-486.0,screener
JAICORPLTD,Mar 2023,2023-03-31,annual,18.0,1178.0,239.0,53.0,1488.0,225.0,1.0,805.0,458.0,1488.0,-566.0,screener
JAICORPLTD,Mar 2024,2024-03-31,annual,18.0,1233.0,236.0,49.0,1535.0,213.0,1.0,882.0,440.0,1535.0,-646.0,screener
JAICORPLTD,Mar 2025,2025-03-31,annual,18.0,1152.0,236.0,44.0,1449.0,201.0,0.0,810.0,439.0,1449.0,-574.0,screener
JAICORPLTD,Mar 2026,2026-03-31,annual,18.0,1474.0,0.0,67.0,1559.0,209.0,0.0,860.0,490.0,1559.0,-860.0,screener
JAINREC,Mar 2023,2023-03-31,annual,40.0,159.0,739.0,178.0,1116.0,74.0,0.0,0.0,1042.0,1116.0,739.0,screener
JAINREC,Mar 2024,2024-03-31,annual,41.0,328.0,914.0,245.0,1529.0,79.0,0.0,16.0,1433.0,1529.0,898.0,screener
JAINREC,Mar 2025,2025-03-31,annual,65.0,661.0,928.0,182.0,1836.0,89.0,3.0,36.0,1708.0,1836.0,892.0,screener
JAINREC,Mar 2026,2026-03-31,annual,69.0,1492.0,1276.0,545.0,3382.0,114.0,45.0,149.0,3073.0,3382.0,1127.0,screener
JAMNAAUTO,Mar 2022,2022-03-31,annual,40.0,645.0,191.0,317.0,1193.0,436.0,53.0,0.0,703.0,1193.0,191.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2023,2023-03-31,annual,40.0,744.0,30.0,226.0,1040.0,434.0,56.0,0.0,550.0,1040.0,30.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2024,2024-03-31,annual,40.0,863.0,293.0,154.0,1350.0,468.0,121.0,0.0,761.0,1350.0,293.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2025,2025-03-31,annual,40.0,953.0,358.0,174.0,1525.0,504.0,275.0,3.0,742.0,1525.0,355.0,screener_yfinance_fallback_normalized
JAMNAAUTO,Mar 2026,2026-03-31,annual,40.0,1107.0,12.0,489.0,1648.0,849.0,108.0,0.0,692.0,1648.0,12.0,screener_yfinance_fallback_normalized
JARO,Mar 2022,2022-03-31,annual,15.0,48.0,38.0,31.0,131.0,24.0,0.0,0.0,106.0,131.0,38.0,screener
JARO,Mar 2023,2023-03-31,annual,15.0,63.0,54.0,44.0,176.0,29.0,0.0,0.0,147.0,176.0,54.0,screener
JARO,Mar 2024,2024-03-31,annual,15.0,102.0,41.0,44.0,202.0,17.0,0.0,0.0,184.0,202.0,41.0,screener
JASH,Mar 2022,2022-03-31,annual,12.0,175.0,82.0,100.0,369.0,112.0,1.0,0.0,257.0,369.0,82.0,screener
JASH,Mar 2023,2023-03-31,annual,12.0,227.0,82.0,128.0,449.0,116.0,4.0,0.0,329.0,449.0,82.0,screener
JASH,Mar 2024,2024-03-31,annual,12.0,339.0,80.0,173.0,604.0,127.0,6.0,6.0,465.0,604.0,74.0,screener
JASH,Mar 2025,2025-03-31,annual,13.0,420.0,99.0,215.0,747.0,170.0,21.0,11.0,545.0,747.0,88.0,screener
JASH,Mar 2026,2026-03-31,annual,13.0,506.0,103.0,259.0,881.0,213.0,22.0,13.0,633.0,881.0,90.0,screener
JAYBARMARU,Mar 2022,2022-03-31,annual,22.0,453.0,380.0,473.0,1327.0,856.0,62.0,26.0,382.0,1327.0,354.0,screener
JAYBARMARU,Mar 2023,2023-03-31,annual,22.0,486.0,336.0,456.0,1299.0,881.0,23.0,27.0,368.0,1299.0,309.0,screener
JAYBARMARU,Mar 2024,2024-03-31,annual,22.0,517.0,440.0,577.0,1556.0,906.0,162.0,34.0,453.0,1556.0,406.0,screener
JAYBARMARU,Mar 2025,2025-03-31,annual,22.0,541.0,540.0,569.0,1672.0,922.0,308.0,38.0,404.0,1672.0,502.0,screener
JAYBARMARU,Mar 2026,2026-03-31,annual,22.0,674.0,531.0,604.0,1831.0,1173.0,110.0,41.0,507.0,1831.0,490.0,screener
JAYKAY,Mar 2022,2022-03-31,annual,5.0,113.0,6.0,9.0,132.0,10.0,7.0,54.0,60.0,132.0,-48.0,screener
JAYKAY,Mar 2023,2023-03-31,annual,5.0,141.0,26.0,33.0,205.0,31.0,1.0,62.0,112.0,205.0,-36.0,screener
JAYKAY,Mar 2024,2024-03-31,annual,6.0,173.0,63.0,56.0,298.0,98.0,7.0,59.0,135.0,298.0,4.0,screener
JAYKAY,Mar 2025,2025-03-31,annual,12.0,447.0,37.0,111.0,607.0,105.0,28.0,82.0,393.0,607.0,-45.0,screener
JAYKAY,Mar 2026,2026-03-31,annual,13.0,677.0,39.0,105.0,834.0,99.0,55.0,313.0,366.0,834.0,-274.0,screener
JAYNECOIND,Mar 2012,2012-03-31,annual,360.0,868.0,1716.0,664.0,3608.0,1166.0,635.0,0.0,1808.0,3608.0,1716.0,screener
JAYNECOIND,Mar 2013,2013-03-31,annual,497.0,1308.0,2422.0,701.0,4929.0,1268.0,1062.0,1.0,2597.0,4929.0,2421.0,screener
JAYNECOIND,Mar 2014,2014-03-31,annual,599.0,1523.0,3679.0,779.0,6580.0,1481.0,2058.0,1.0,3040.0,6580.0,3678.0,screener
JAYNECOIND,Mar 2015,2015-03-31,annual,639.0,1576.0,4055.0,958.0,7228.0,1410.0,3163.0,1.0,2654.0,7228.0,4054.0,screener
JAYNECOIND,Mar 2016,2016-03-31,annual,639.0,1482.0,4114.0,863.0,7098.0,2207.0,2852.0,1.0,2038.0,7098.0,4113.0,screener
JBCHEPHARM,Mar 2022,2022-03-31,annual,15.0,2119.0,55.0,412.0,2601.0,1277.0,19.0,13.0,1293.0,2601.0,42.0,screener
JBCHEPHARM,Mar 2023,2023-03-31,annual,15.0,2465.0,572.0,495.0,3547.0,1901.0,55.0,206.0,1385.0,3547.0,366.0,screener
JBCHEPHARM,Mar 2024,2024-03-31,annual,16.0,2908.0,378.0,687.0,3988.0,2004.0,76.0,388.0,1519.0,3988.0,-10.0,screener
JBCHEPHARM,Mar 2025,2025-03-31,annual,16.0,3418.0,28.0,804.0,4265.0,1968.0,63.0,345.0,1889.0,4265.0,-317.0,screener
JBCHEPHARM,Mar 2026,2026-03-31,annual,16.0,4143.0,4.0,799.0,4962.0,1885.0,74.0,765.0,2237.0,4962.0,-761.0,screener
JBMA,Mar 2022,2022-03-31,annual,24.0,873.0,1388.0,944.0,3229.0,1213.0,180.0,49.0,1788.0,3229.0,1339.0,screener
JBMA,Mar 2023,2023-03-31,annual,24.0,1006.0,1703.0,807.0,3540.0,1540.0,268.0,74.0,1657.0,3540.0,1629.0,screener
JBMA,Mar 2024,2024-03-31,annual,24.0,1144.0,2127.0,1570.0,4865.0,1729.0,131.0,79.0,2926.0,4865.0,2048.0,screener
JBMA,Mar 2025,2025-03-31,annual,24.0,1327.0,2630.0,1869.0,5850.0,1720.0,73.0,94.0,3962.0,5850.0,2536.0,screener
JBMA,Mar 2026,2026-03-31,annual,24.0,1515.0,3029.0,2802.0,7370.0,1620.0,158.0,409.0,5183.0,7370.0,2620.0,screener
JGCHEM,Mar 2022,2022-03-31,annual,1.0,151.0,94.0,18.0,264.0,22.0,7.0,8.0,226.0,264.0,86.0,screener
JGCHEM,Mar 2023,2023-03-31,annual,32.0,176.0,70.0,20.0,298.0,35.0,1.0,3.0,259.0,298.0,67.0,screener
JGCHEM,Mar 2024,2024-03-31,annual,39.0,359.0,14.0,37.0,449.0,42.0,0.0,43.0,364.0,449.0,-29.0,screener
JGCHEM,Mar 2025,2025-03-31,annual,39.0,426.0,0.0,33.0,498.0,39.0,1.0,51.0,407.0,498.0,-51.0,screener
JGCHEM,Mar 2026,2026-03-31,annual,39.0,489.0,6.0,34.0,569.0,67.0,8.0,136.0,358.0,569.0,-130.0,screener
JINDALPOLY,Mar 2022,2022-03-31,annual,44.0,3789.0,1206.0,1535.0,6574.0,2636.0,77.0,1318.0,2543.0,6574.0,-112.0,screener
JINDALPOLY,Mar 2023,2023-03-31,annual,44.0,4164.0,4085.0,1247.0,9539.0,3050.0,92.0,3640.0,2757.0,9539.0,445.0,screener
JINDALPOLY,Mar 2024,2024-03-31,annual,44.0,3951.0,4468.0,1938.0,10401.0,3223.0,203.0,3894.0,3080.0,10401.0,574.0,screener
JINDALPOLY,Mar 2025,2025-03-31,annual,44.0,4074.0,4420.0,2251.0,10789.0,3132.0,302.0,4093.0,3262.0,10789.0,327.0,screener
JINDALPOLY,Sep 2025,2025-09-30,annual,24.0,4059.0,3444.0,2966.0,10492.0,2357.0,336.0,3559.0,4242.0,10492.0,-115.0,screener
JINDALSAW,Mar 2022,2022-03-31,annual,64.0,7300.0,6031.0,3048.0,16443.0,7357.0,293.0,224.0,8570.0,16443.0,5807.0,screener
JINDALSAW,Mar 2023,2023-03-31,annual,64.0,7857.0,4961.0,5001.0,17883.0,7484.0,300.0,175.0,9924.0,17883.0,4786.0,screener
JINDALSAW,Mar 2024,2024-03-31,annual,64.0,10029.0,5761.0,4824.0,20679.0,8853.0,632.0,178.0,11016.0,20679.0,5583.0,screener
JINDALSAW,Mar 2025,2025-03-31,annual,64.0,11347.0,4859.0,4395.0,20665.0,9341.0,641.0,168.0,10516.0,20665.0,4691.0,screener
JINDALSAW,Mar 2026,2026-03-31,annual,64.0,12510.0,4691.0,4307.0,21572.0,10409.0,453.0,105.0,10606.0,21572.0,4586.0,screener
JINDALSTEL,Mar 2022,2022-03-31,annual,101.0,35524.0,13502.0,27517.0,76644.0,45488.0,2538.0,470.0,28147.0,76644.0,13032.0,screener
JINDALSTEL,Mar 2023,2023-03-31,annual,100.0,38606.0,13046.0,17674.0,69427.0,43542.0,7870.0,907.0,17108.0,69427.0,12139.0,screener
JINDALSTEL,Mar 2024,2024-03-31,annual,100.0,44216.0,16472.0,17888.0,78676.0,48384.0,9611.0,819.0,19862.0,78676.0,15653.0,screener
JINDALSTEL,Mar 2025,2025-03-31,annual,101.0,47084.0,18406.0,20175.0,85766.0,48989.0,16725.0,2201.0,17851.0,85766.0,16205.0,screener
JINDALSTEL,Mar 2026,2026-03-31,annual,102.0,50797.0,22610.0,24253.0,97762.0,65209.0,7265.0,3168.0,22120.0,97762.0,19442.0,screener
JINDRILL,Mar 2022,2022-03-31,annual,14.0,1180.0,220.0,276.0,1691.0,651.0,0.0,447.0,593.0,1691.0,-227.0,screener
JINDRILL,Mar 2023,2023-03-31,annual,14.0,1295.0,207.0,338.0,1854.0,602.0,0.0,495.0,757.0,1854.0,-288.0,screener
JINDRILL,Mar 2024,2024-03-31,annual,14.0,1348.0,294.0,384.0,2041.0,551.0,0.0,444.0,1045.0,2041.0,-150.0,screener
JINDRILL,Mar 2025,2025-03-31,annual,14.0,1574.0,164.0,1028.0,2780.0,1294.0,0.0,606.0,880.0,2780.0,-442.0,screener
JINDRILL,Mar 2026,2026-03-31,annual,14.0,1806.0,93.0,644.0,2557.0,1185.0,7.0,220.0,1146.0,2557.0,-127.0,screener
JIOFIN,Mar 2023,2023-03-31,annual,2.0,114118.0,743.0,66.0,114930.0,158.0,38.0,108141.0,6593.0,114930.0,-107398.0,screener
JIOFIN,Mar 2024,2024-03-31,annual,6353.0,132794.0,0.0,5715.0,144863.0,172.0,3.0,133292.0,11395.0,144863.0,-133292.0,screener
JIOFIN,Mar 2025,2025-03-31,annual,6353.0,117143.0,3970.0,6033.0,133500.0,180.0,14.0,118910.0,14395.0,133500.0,-114940.0,screener
JIOFIN,Mar 2026,2026-03-31,annual,6353.0,127500.0,21768.0,7845.0,163467.0,326.0,105.0,133089.0,29947.0,163467.0,-111321.0,screener
JKCEMENT,Mar 2022,2022-03-31,annual,77.0,4248.0,4115.0,2963.0,11403.0,6544.0,1032.0,216.0,3612.0,11403.0,3899.0,screener
JKCEMENT,Mar 2023,2023-03-31,annual,77.0,4607.0,5292.0,3331.0,13307.0,8467.0,592.0,92.0,4155.0,13307.0,5200.0,screener
JKCEMENT,Mar 2024,2024-03-31,annual,77.0,5290.0,5552.0,3883.0,14802.0,9298.0,464.0,377.0,4662.0,14802.0,5175.0,screener
JKCEMENT,Mar 2025,2025-03-31,annual,77.0,6012.0,6028.0,4564.0,16682.0,9519.0,1317.0,601.0,5244.0,16682.0,5427.0,screener
JKCEMENT,Mar 2026,2026-03-31,annual,77.0,6960.0,6183.0,5280.0,18500.0,11586.0,1055.0,447.0,5412.0,18500.0,5736.0,screener
JKIL,Mar 2017,2017-03-31,annual,38.0,1351.0,437.0,943.0,2769.0,511.0,71.0,17.0,2169.0,2769.0,420.0,screener
JKIL,Mar 2023,2023-03-31,annual,38.0,2302.0,547.0,1469.0,4356.0,925.0,107.0,1.0,3323.0,4356.0,546.0,screener
JKIL,Mar 2024,2024-03-31,annual,38.0,2606.0,593.0,1473.0,4710.0,971.0,111.0,4.0,3625.0,4710.0,589.0,screener
JKIL,Mar 2025,2025-03-31,annual,38.0,2970.0,704.0,1953.0,5665.0,1184.0,98.0,5.0,4378.0,5665.0,699.0,screener
JKIL,Mar 2026,2026-03-31,annual,38.0,3331.0,621.0,2207.0,6197.0,1270.0,295.0,318.0,4313.0,6197.0,303.0,screener
JKLAKSHMI,Mar 2022,2022-03-31,annual,59.0,2446.0,1887.0,1534.0,5926.0,3536.0,251.0,652.0,1487.0,5926.0,1235.0,screener
JKLAKSHMI,Mar 2023,2023-03-31,annual,59.0,2745.0,1880.0,1857.0,6541.0,3527.0,890.0,527.0,1597.0,6541.0,1353.0,screener
JKLAKSHMI,Mar 2024,2024-03-31,annual,59.0,3226.0,2084.0,2209.0,7578.0,5076.0,383.0,407.0,1712.0,7578.0,1677.0,screener
JKLAKSHMI,Mar 2025,2025-03-31,annual,59.0,3495.0,2614.0,2277.0,8445.0,5554.0,278.0,633.0,1979.0,8445.0,1981.0,screener
JKLAKSHMI,Mar 2026,2026-03-31,annual,62.0,3824.0,2586.0,2077.0,8548.0,5361.0,277.0,746.0,2164.0,8548.0,1840.0,screener
JKPAPER,Mar 2022,2022-03-31,annual,169.0,2827.0,3137.0,1492.0,7625.0,5280.0,46.0,724.0,1574.0,7625.0,2413.0,screener
JKPAPER,Mar 2023,2023-03-31,annual,169.0,3865.0,2803.0,2083.0,8920.0,5756.0,124.0,931.0,2110.0,8920.0,1872.0,screener
JKPAPER,Mar 2024,2024-03-31,annual,169.0,4900.0,2204.0,2053.0,9326.0,5846.0,66.0,1158.0,2256.0,9326.0,1046.0,screener
JKPAPER,Mar 2025,2025-03-31,annual,169.0,5238.0,1885.0,2249.0,9542.0,6257.0,99.0,610.0,2576.0,9542.0,1275.0,screener
JKPAPER,Mar 2026,2026-03-31,annual,181.0,5339.0,2578.0,2440.0,10538.0,6512.0,420.0,537.0,3069.0,10538.0,2041.0,screener
JKTYRE,Mar 2022,2022-03-31,annual,49.0,2799.0,5220.0,4092.0,12161.0,6429.0,106.0,133.0,5493.0,12161.0,5087.0,screener
JKTYRE,Mar 2023,2023-03-31,annual,49.0,3347.0,4882.0,4061.0,12339.0,6467.0,195.0,144.0,5533.0,12339.0,4738.0,screener
JKTYRE,Mar 2024,2024-03-31,annual,52.0,4435.0,4609.0,4915.0,14012.0,6829.0,367.0,138.0,6677.0,14012.0,4471.0,screener
JKTYRE,Mar 2025,2025-03-31,annual,55.0,4929.0,4911.0,4539.0,14435.0,6752.0,418.0,123.0,7142.0,14435.0,4788.0,screener
JKTYRE,Mar 2026,2026-03-31,annual,58.0,6003.0,4882.0,4971.0,15914.0,7183.0,1100.0,121.0,7510.0,15914.0,4761.0,screener
JLHL,Mar 2022,2022-03-31,annual,51.0,243.0,495.0,120.0,909.0,684.0,27.0,3.0,195.0,909.0,492.0,screener
JLHL,Mar 2023,2023-03-31,annual,57.0,309.0,469.0,151.0,986.0,720.0,29.0,2.0,235.0,986.0,467.0,screener
JLHL,Mar 2024,2024-03-31,annual,66.0,1103.0,0.0,112.0,1281.0,718.0,74.0,17.0,473.0,1281.0,-17.0,screener
JLHL,Mar 2025,2025-03-31,annual,66.0,1291.0,393.0,168.0,1917.0,978.0,185.0,507.0,247.0,1917.0,-114.0,screener
JLHL,Mar 2026,2026-03-31,annual,66.0,1479.0,584.0,235.0,2363.0,1384.0,129.0,486.0,364.0,2363.0,98.0,screener
JMFINANCIL,Mar 2022,2022-03-31,annual,95.0,7591.0,13498.0,4477.0,25661.0,414.0,3.0,3639.0,21605.0,25661.0,9859.0,screener
JMFINANCIL,Mar 2023,2023-03-31,annual,95.0,8041.0,15939.0,5137.0,29213.0,505.0,7.0,3584.0,25116.0,29213.0,12355.0,screener
JMFINANCIL,Mar 2024,2024-03-31,annual,96.0,8395.0,16228.0,4874.0,29592.0,572.0,4.0,4724.0,24292.0,29592.0,11504.0,screener
JMFINANCIL,Mar 2025,2025-03-31,annual,96.0,9632.0,11507.0,3112.0,24347.0,579.0,10.0,5464.0,18294.0,24347.0,6043.0,screener
JMFINANCIL,Mar 2026,2026-03-31,annual,96.0,10562.0,11635.0,4245.0,26537.0,625.0,160.0,6209.0,19543.0,26537.0,5426.0,screener
JNKINDIA,Mar 2022,2022-03-31,annual,10.0,63.0,15.0,181.0,268.0,20.0,0.0,11.0,237.0,268.0,4.0,screener
JNKINDIA,Mar 2023,2023-03-31,annual,10.0,113.0,44.0,172.0,338.0,21.0,0.0,0.0,317.0,338.0,44.0,screener
JNKINDIA,Mar 2024,2024-03-31,annual,10.0,186.0,66.0,267.0,528.0,23.0,3.0,0.0,501.0,528.0,66.0,screener
JNKINDIA,Mar 2025,2025-03-31,annual,11.0,493.0,19.0,266.0,789.0,29.0,6.0,0.0,755.0,789.0,19.0,screener
JNKINDIA,Mar 2026,2026-03-31,annual,11.0,556.0,91.0,403.0,1062.0,48.0,8.0,14.0,991.0,1062.0,77.0,screener
JSL,Mar 2022,2022-03-31,annual,105.0,9718.0,4007.0,8746.0,22576.0,8646.0,525.0,626.0,12779.0,22576.0,3381.0,screener
JSL,Mar 2023,2023-03-31,annual,165.0,11766.0,3958.0,11226.0,27115.0,9961.0,773.0,970.0,15411.0,27115.0,2988.0,screener
JSL,Mar 2024,2024-03-31,annual,165.0,14193.0,6052.0,10355.0,30765.0,13254.0,1112.0,1246.0,15152.0,30765.0,4806.0,screener
JSL,Mar 2025,2025-03-31,annual,165.0,16523.0,6402.0,12827.0,35917.0,14800.0,1783.0,1646.0,17688.0,35917.0,4756.0,screener
JSL,Mar 2026,2026-03-31,annual,165.0,19626.0,7460.0,13189.0,40441.0,18217.0,1806.0,1547.0,18871.0,40441.0,5913.0,screener
JSLL,Mar 2022,2022-03-31,annual,10.0,26.0,7.0,18.0,62.0,29.0,5.0,0.0,28.0,62.0,7.0,screener
JSLL,Mar 2023,2023-03-31,annual,14.0,112.0,1.0,24.0,151.0,60.0,1.0,5.0,86.0,151.0,-4.0,screener
JSLL,Mar 2025,2025-03-31,annual,25.0,231.0,117.0,46.0,419.0,255.0,11.0,4.0,149.0,419.0,113.0,screener
JSLL,Mar 2026,2026-03-31,annual,25.0,442.0,127.0,80.0,674.0,294.0,2.0,110.0,269.0,674.0,17.0,screener
JSWCEMENT,Mar 2022,2022-03-31,annual,986.0,1144.0,4622.0,2468.0,9221.0,4573.0,876.0,484.0,3288.0,9221.0,4138.0,screener
