symbol,period_label,period_end,period_type,operating_cf,investing_cf,financing_cf,net_cf,source
ALPA,Mar 2024,2024-03-31,annual,4.0,-13.0,3.0,-7.0,screener
ALPA,Mar 2025,2025-03-31,annual,18.0,-12.0,-5.0,1.0,screener
ALPA,Mar 2026,2026-03-31,annual,10.0,-12.0,2.0,1.0,screener
ALPHAGEO,Mar 2022,2022-03-31,annual,79.0,-23.0,-6.0,51.0,screener
ALPHAGEO,Mar 2023,2023-03-31,annual,13.0,-65.0,-6.0,-58.0,screener
ALPHAGEO,Mar 2024,2024-03-31,annual,1.0,11.0,-5.0,6.0,screener
ALPHAGEO,Mar 2025,2025-03-31,annual,-10.0,22.0,-5.0,7.0,screener
ALPHAGEO,Mar 2026,2026-03-31,annual,18.0,-5.0,-5.0,8.0,screener
ALPSINDUS,Mar 2022,2022-03-31,annual,-59.0,102.0,-44.0,0.0,screener
ALPSINDUS,Mar 2023,2023-03-31,annual,38.0,0.0,-39.0,0.0,screener
ALPSINDUS,Mar 2024,2024-03-31,annual,42.0,0.0,-42.0,0.0,screener
ALPSINDUS,Mar 2025,2025-03-31,annual,54.0,-7.0,-45.0,2.0,screener
ALPSINDUS,Mar 2026,2026-03-31,annual,552.0,8.0,-561.0,-2.0,screener
AMAGI,Mar 2022,2022-03-31,annual,64.0,-3.0,601.0,662.0,screener
AMAGI,Mar 2023,2023-03-31,annual,-245.0,-256.0,538.0,37.0,screener
AMAGI,Mar 2024,2024-03-31,annual,-183.0,-438.0,-8.0,-629.0,screener
AMAGI,Mar 2025,2025-03-31,annual,34.0,-23.0,-9.0,2.0,screener
AMAGI,Mar 2026,2026-03-31,annual,-9.0,-560.0,736.0,167.0,screener
AMBANIORGO,Mar 2022,2022-03-31,annual,0.0,-20.0,27.0,7.0,screener
AMBANIORGO,Mar 2023,2023-03-31,annual,16.0,-38.0,17.0,-5.0,screener
AMBANIORGO,Mar 2024,2024-03-31,annual,-12.0,-1.0,14.0,1.0,screener
AMBANIORGO,Mar 2025,2025-03-31,annual,11.0,2.0,-3.0,10.0,screener
AMBANIORGO,Mar 2026,2026-03-31,annual,0.0,-8.0,8.0,-1.0,screener
AMBER,Mar 2022,2022-03-31,annual,241.0,-678.0,555.0,119.0,screener
AMBER,Mar 2023,2023-03-31,annual,321.0,-489.0,193.0,25.0,screener
AMBER,Mar 2024,2024-03-31,annual,965.0,-1035.0,-122.0,-191.0,screener
AMBER,Mar 2025,2025-03-31,annual,711.0,-953.0,323.0,81.0,screener
AMBER,Mar 2026,2026-03-31,annual,240.0,-3074.0,2683.0,-151.0,screener
AMBUJACEM,Dec 2021,2021-12-31,annual,5309.0,-2007.0,-516.0,2786.0,screener
AMBUJACEM,Mar 2023,2023-03-31,annual,735.0,-14481.0,2931.0,-10815.0,screener
AMBUJACEM,Mar 2024,2024-03-31,annual,5646.0,-8941.0,5689.0,2394.0,screener
AMBUJACEM,Mar 2025,2025-03-31,annual,2237.0,-7529.0,5592.0,301.0,screener
AMBUJACEM,Mar 2026,2026-03-31,annual,5362.0,-7935.0,-1629.0,-4203.0,screener
AMIRCHAND,Mar 2022,2022-03-31,annual,77.0,1.0,-74.0,4.0,screener
AMIRCHAND,Mar 2023,2023-03-31,annual,74.0,-2.0,-70.0,2.0,screener
AMIRCHAND,Mar 2024,2024-03-31,annual,-5.0,-3.0,9.0,0.0,screener
AMIRCHAND,Mar 2025,2025-03-31,annual,95.0,0.0,-93.0,2.0,screener
AMIRCHAND,Mar 2026,2026-03-31,annual,-166.0,0.0,403.0,237.0,screener
AMJLAND,Mar 2022,2022-03-31,annual,10.0,4.0,-5.0,9.0,screener
AMJLAND,Mar 2023,2023-03-31,annual,-6.0,-1.0,-4.0,-11.0,screener
AMJLAND,Mar 2024,2024-03-31,annual,24.0,-21.0,7.0,11.0,screener
AMJLAND,Mar 2025,2025-03-31,annual,38.0,-5.0,-18.0,15.0,screener
AMJLAND,Mar 2026,2026-03-31,annual,8.0,-34.0,-1.0,-27.0,screener
AMNPLST,Mar 2022,2022-03-31,annual,-27.0,-4.0,-13.0,-43.0,screener
AMNPLST,Mar 2023,2023-03-31,annual,5.0,-2.0,0.0,3.0,screener
AMNPLST,Mar 2024,2024-03-31,annual,47.0,-1.0,-16.0,30.0,screener
AMNPLST,Mar 2025,2025-03-31,annual,29.0,-3.0,-20.0,6.0,screener
AMNPLST,Mar 2026,2026-03-31,annual,66.0,-1.0,-58.0,7.0,screener
AMRUTANJAN,Mar 2012,2012-03-31,annual,4.0,14.0,-27.0,-9.0,screener
AMRUTANJAN,Mar 2013,2013-03-31,annual,9.0,13.0,-14.0,8.0,screener
AMRUTANJAN,Mar 2014,2014-03-31,annual,17.0,16.0,-14.0,20.0,screener
AMRUTANJAN,Mar 2015,2015-03-31,annual,18.0,-5.0,-12.0,1.0,screener
AMRUTANJAN,Mar 2016,2016-03-31,annual,21.0,4.0,-13.0,12.0,screener
ANANDRATHI,Mar 2022,2022-03-31,annual,145.0,-77.0,-46.0,22.0,screener
ANANDRATHI,Mar 2023,2023-03-31,annual,84.0,-42.0,-64.0,-22.0,screener
ANANDRATHI,Mar 2024,2024-03-31,annual,278.0,-237.0,-72.0,-32.0,screener
ANANDRATHI,Mar 2025,2025-03-31,annual,244.0,46.0,-279.0,11.0,screener
ANANDRATHI,Mar 2026,2026-03-31,annual,281.0,64.0,-142.0,202.0,screener
ANANTRAJ,Mar 2022,2022-03-31,annual,423.0,31.0,-461.0,-7.0,screener
ANANTRAJ,Mar 2023,2023-03-31,annual,33.0,-20.0,2.0,15.0,screener
ANANTRAJ,Mar 2024,2024-03-31,annual,-26.0,181.0,116.0,271.0,screener
ANANTRAJ,Mar 2025,2025-03-31,annual,97.0,-72.0,1.0,25.0,screener
ANANTRAJ,Mar 2026,2026-03-31,annual,-435.0,-231.0,1235.0,569.0,screener
ANDHRSUGAR,Mar 2022,2022-03-31,annual,176.0,-27.0,-148.0,2.0,screener
ANDHRSUGAR,Mar 2023,2023-03-31,annual,286.0,-204.0,-91.0,-10.0,screener
ANDHRSUGAR,Mar 2024,2024-03-31,annual,142.0,-102.0,-23.0,17.0,screener
ANDHRSUGAR,Mar 2025,2025-03-31,annual,128.0,-93.0,-34.0,0.0,screener
ANDHRSUGAR,Mar 2026,2026-03-31,annual,278.0,-246.0,-27.0,5.0,screener
ANGELONE,Mar 2022,2022-03-31,annual,558.0,-52.0,-165.0,340.0,screener
ANGELONE,Mar 2023,2023-03-31,annual,804.0,-185.0,-908.0,-289.0,screener
ANGELONE,Mar 2024,2024-03-31,annual,-330.0,-91.0,1331.0,910.0,screener
ANGELONE,Mar 2025,2025-03-31,annual,-1860.0,-341.0,1917.0,-284.0,screener
ANGELONE,Mar 2026,2026-03-31,annual,-4142.0,-111.0,3656.0,-597.0,screener
ANIKINDS,Mar 2022,2022-03-31,annual,57.0,3.0,-69.0,-9.0,screener
ANIKINDS,Mar 2023,2023-03-31,annual,34.0,26.0,-61.0,-1.0,screener
ANIKINDS,Mar 2024,2024-03-31,annual,44.0,-21.0,-24.0,-1.0,screener
ANIKINDS,Mar 2025,2025-03-31,annual,-119.0,119.0,1.0,0.0,screener
ANIKINDS,Mar 2026,2026-03-31,annual,-50.0,24.0,27.0,1.0,screener
ANSALAPI,Mar 2020,2020-03-31,annual,107.0,7.0,-122.0,-9.0,screener
ANSALAPI,Mar 2021,2021-03-31,annual,248.0,4.0,-245.0,7.0,screener
ANSALAPI,Mar 2022,2022-03-31,annual,254.0,-139.0,-116.0,-2.0,screener
ANSALAPI,Mar 2023,2023-03-31,annual,359.0,60.0,-400.0,18.0,screener
ANSALAPI,Mar 2024,2024-03-31,annual,84.0,10.0,-92.0,2.0,screener
ANTHEM,Mar 2022,2022-03-31,annual,333.0,-205.0,181.0,308.0,screener
ANTHEM,Mar 2023,2023-03-31,annual,306.0,-376.0,64.0,-6.0,screener
ANTHEM,Mar 2024,2024-03-31,annual,140.0,-221.0,-77.0,-158.0,screener
ANTHEM,Mar 2025,2025-03-31,annual,271.0,-147.0,-136.0,-12.0,screener
ANTHEM,Mar 2026,2026-03-31,annual,844.0,-702.0,-40.0,103.0,screener
ANUP,Mar 2021,2021-03-31,annual,53.0,-12.0,-38.0,3.0,screener
ANUP,Mar 2022,2022-03-31,annual,74.0,-61.0,-7.0,6.0,screener
ANUP,Mar 2023,2023-03-31,annual,30.0,-33.0,25.0,22.0,screener
ANUP,Mar 2025,2025-03-31,annual,-7.0,22.0,-30.0,-15.0,screener
ANUP,Mar 2026,2026-03-31,annual,2.0,-36.0,36.0,2.0,screener
ANURAS,Mar 2022,2022-03-31,annual,-171.0,-412.0,384.0,-199.0,screener
ANURAS,Mar 2023,2023-03-31,annual,292.0,-523.0,371.0,140.0,screener
ANURAS,Mar 2024,2024-03-31,annual,59.0,-392.0,395.0,62.0,screener
ANURAS,Mar 2025,2025-03-31,annual,-30.0,-330.0,223.0,-137.0,screener
ANURAS,Mar 2026,2026-03-31,annual,334.0,-820.0,621.0,135.0,screener
APARINDS,Mar 2022,2022-03-31,annual,244.0,-91.0,-106.0,46.0,screener
APARINDS,Mar 2023,2023-03-31,annual,698.0,-267.0,-186.0,246.0,screener
APARINDS,Mar 2024,2024-03-31,annual,-283.0,-267.0,635.0,85.0,screener
APARINDS,Mar 2025,2025-03-31,annual,1291.0,-705.0,-483.0,102.0,screener
APARINDS,Mar 2026,2026-03-31,annual,968.0,-558.0,-434.0,-24.0,screener
APCOTEXIND,Mar 2015,2015-03-31,annual,32.0,-8.0,-26.0,-2.0,screener
APCOTEXIND,Mar 2016,2016-03-31,annual,-18.0,40.0,-17.0,5.0,screener
APLAPOLLO,Mar 2022,2022-03-31,annual,652.0,-530.0,26.0,148.0,screener
APLAPOLLO,Mar 2023,2023-03-31,annual,691.0,-876.0,143.0,-41.0,screener
APLAPOLLO,Mar 2024,2024-03-31,annual,1112.0,-916.0,27.0,222.0,screener
APLAPOLLO,Mar 2025,2025-03-31,annual,1213.0,-375.0,-815.0,24.0,screener
APLAPOLLO,Mar 2026,2026-03-31,annual,2103.0,-1394.0,-438.0,271.0,screener
APLLTD,Mar 2022,2022-03-31,annual,552.0,-372.0,-217.0,-37.0,screener
APLLTD,Mar 2023,2023-03-31,annual,724.0,-448.0,-262.0,14.0,screener
APLLTD,Mar 2024,2024-03-31,annual,803.0,-321.0,-438.0,45.0,screener
APLLTD,Mar 2025,2025-03-31,annual,88.0,-568.0,444.0,-37.0,screener
APLLTD,Mar 2026,2026-03-31,annual,783.0,-506.0,-164.0,113.0,screener
APOLLO,Mar 2022,2022-03-31,annual,43.0,-24.0,-19.0,0.0,screener
APOLLO,Mar 2023,2023-03-31,annual,-16.0,-35.0,51.0,0.0,screener
APOLLO,Mar 2024,2024-03-31,annual,-76.0,-60.0,136.0,0.0,screener
APOLLO,Mar 2025,2025-03-31,annual,10.0,-91.0,121.0,40.0,screener
APOLLO,Mar 2026,2026-03-31,annual,-130.0,-357.0,536.0,49.0,screener
APOLLOHOSP,Mar 2022,2022-03-31,annual,1696.0,-747.0,-792.0,158.0,screener
APOLLOHOSP,Mar 2023,2023-03-31,annual,1377.0,-857.0,-633.0,-113.0,screener
APOLLOHOSP,Mar 2024,2024-03-31,annual,1920.0,-1537.0,-311.0,72.0,screener
APOLLOHOSP,Mar 2025,2025-03-31,annual,2136.0,-3381.0,1317.0,73.0,screener
APOLLOHOSP,Mar 2026,2026-03-31,annual,2856.0,-2148.0,-478.0,230.0,screener
APOLLOPIPE,Mar 2016,2016-03-31,annual,22.0,-12.0,-11.0,-1.0,screener
APOLLOPIPE,Mar 2017,2017-03-31,annual,16.0,-9.0,-8.0,-1.0,screener
APOLLOPIPE,Mar 2024,2024-03-31,annual,125.0,-214.0,-64.0,-153.0,screener
APOLLOPIPE,Mar 2025,2025-03-31,annual,29.0,-151.0,205.0,83.0,screener
APOLLOPIPE,Mar 2026,2026-03-31,annual,35.0,-134.0,45.0,-54.0,screener
APOLLOTYRE,Mar 2022,2022-03-31,annual,2154.0,-1172.0,-1081.0,-100.0,screener
APOLLOTYRE,Mar 2023,2023-03-31,annual,2137.0,-478.0,-1692.0,-34.0,screener
APOLLOTYRE,Mar 2024,2024-03-31,annual,3440.0,-704.0,-2659.0,76.0,screener
APOLLOTYRE,Mar 2025,2025-03-31,annual,1823.0,-205.0,-1647.0,-28.0,screener
APOLLOTYRE,Mar 2026,2026-03-31,annual,3667.0,-1344.0,-2177.0,146.0,screener
APTECHT,Mar 2022,2022-03-31,annual,45.0,-1.0,-6.0,38.0,screener
APTECHT,Mar 2023,2023-03-31,annual,99.0,-54.0,-21.0,24.0,screener
APTECHT,Mar 2024,2024-03-31,annual,-8.0,-24.0,-28.0,-60.0,screener
APTECHT,Mar 2025,2025-03-31,annual,20.0,16.0,-28.0,8.0,screener
APTECHT,Mar 2026,2026-03-31,annual,24.0,8.0,-30.0,2.0,screener
APTUS,Mar 2022,2022-03-31,annual,-724.0,-62.0,768.0,-18.0,screener
APTUS,Mar 2023,2023-03-31,annual,-1047.0,111.0,978.0,42.0,screener
APTUS,Mar 2024,2024-03-31,annual,-1356.0,21.0,1224.0,-111.0,screener
APTUS,Mar 2025,2025-03-31,annual,-1405.0,-90.0,1461.0,-34.0,screener
APTUS,Mar 2026,2026-03-31,annual,-592.0,-72.0,822.0,158.0,screener
ARCHIES,Mar 2006,2006-03-31,annual,8.0,-6.0,-2.0,0.0,screener
ARCHIES,Mar 2007,2007-03-31,annual,7.0,-13.0,6.0,0.0,screener
ARCHIES,Mar 2008,2008-03-31,annual,8.0,-12.0,10.0,6.0,screener
ARE&M,Mar 2022,2022-03-31,annual,633.0,-482.0,-213.0,-62.0,screener
ARE&M,Mar 2023,2023-03-31,annual,945.0,-773.0,-112.0,60.0,screener
ARE&M,Mar 2024,2024-03-31,annual,1266.0,-1020.0,-242.0,3.0,screener
ARE&M,Mar 2025,2025-03-31,annual,1351.0,-1132.0,-160.0,59.0,screener
ARE&M,Mar 2026,2026-03-31,annual,1118.0,-924.0,-126.0,68.0,screener
ARHAM,Mar 2024,2024-03-31,annual,-4.0,-3.0,6.0,-1.0,screener
ARHAM,Mar 2025,2025-03-31,annual,2.0,0.0,-2.0,0.0,screener
ARHAM,Mar 2026,2026-03-31,annual,-40.0,-32.0,72.0,0.0,screener
ARIES,Mar 2022,2022-03-31,annual,69.0,-13.0,-56.0,0.0,screener
ARIES,Mar 2023,2023-03-31,annual,54.0,-16.0,-37.0,1.0,screener
ARIES,Mar 2024,2024-03-31,annual,77.0,-26.0,-50.0,1.0,screener
ARIES,Mar 2025,2025-03-31,annual,105.0,-34.0,-45.0,26.0,screener
ARIES,Mar 2026,2026-03-31,annual,86.0,-78.0,-12.0,-4.0,screener
ARIS,Mar 2022,2022-03-31,annual,-269.0,-7.0,291.0,15.0,screener
ARIS,Mar 2023,2023-03-31,annual,-14.0,-43.0,42.0,-15.0,screener
ARIS,Mar 2024,2024-03-31,annual,3.0,-37.0,31.0,-2.0,screener
ARIS,Mar 2025,2025-03-31,annual,-21.0,-62.0,83.0,0.0,screener
ARIS,Mar 2026,2026-03-31,annual,142.0,-176.0,135.0,101.0,screener
ARKADE,Mar 2022,2022-03-31,annual,-125.0,76.0,46.0,-2.0,screener
ARKADE,Mar 2023,2023-03-31,annual,-99.0,29.0,84.0,14.0,screener
ARKADE,Mar 2024,2024-03-31,annual,101.0,-12.0,-83.0,7.0,screener
ARKADE,Mar 2025,2025-03-31,annual,-218.0,-229.0,445.0,-2.0,screener
ARKADE,Mar 2026,2026-03-31,annual,-119.0,150.0,-24.0,7.0,screener
ARMANFIN,Mar 2022,2022-03-31,annual,-281.0,-2.0,270.0,-12.0,screener
ARMANFIN,Mar 2023,2023-03-31,annual,-718.0,-13.0,681.0,-49.0,screener
ARMANFIN,Mar 2024,2024-03-31,annual,-302.0,18.0,376.0,92.0,screener
ARMANFIN,Mar 2025,2025-03-31,annual,493.0,-49.0,-495.0,-51.0,screener
ARMANFIN,Mar 2026,2026-03-31,annual,-476.0,-50.0,546.0,20.0,screener
ARSHIYA,Mar 2020,2020-03-31,annual,81.0,-35.0,-47.0,-1.0,screener
ARSHIYA,Mar 2021,2021-03-31,annual,59.0,-27.0,-37.0,-4.0,screener
ARSHIYA,Mar 2022,2022-03-31,annual,70.0,154.0,-227.0,-4.0,screener
ARSHIYA,Mar 2023,2023-03-31,annual,100.0,-29.0,-70.0,2.0,screener
ARSHIYA,Mar 2024,2024-03-31,annual,95.0,-1.0,-96.0,-2.0,screener
ARSSBL,Mar 2023,2023-03-31,annual,15.0,-137.0,108.0,-13.0,screener
ARSSBL,Mar 2024,2024-03-31,annual,187.0,-599.0,419.0,6.0,screener
ARSSBL,Mar 2025,2025-03-31,annual,692.0,-577.0,-112.0,2.0,screener
ARSSBL,Mar 2026,2026-03-31,annual,725.0,-1146.0,462.0,41.0,screener
ARTEMISMED,Mar 2022,2022-03-31,annual,60.0,-107.0,44.0,-3.0,screener
ARTEMISMED,Mar 2023,2023-03-31,annual,127.0,-158.0,38.0,7.0,screener
ARTEMISMED,Mar 2024,2024-03-31,annual,109.0,-88.0,-29.0,-8.0,screener
ARTEMISMED,Mar 2025,2025-03-31,annual,146.0,-385.0,267.0,27.0,screener
ARTEMISMED,Mar 2026,2026-03-31,annual,132.0,-90.0,-50.0,-8.0,screener
ARVIND,Mar 2022,2022-03-31,annual,595.0,-121.0,-439.0,34.0,screener
ARVIND,Mar 2023,2023-03-31,annual,666.0,-135.0,-534.0,-3.0,screener
ARVIND,Mar 2024,2024-03-31,annual,696.0,-277.0,-419.0,1.0,screener
ARVIND,Mar 2025,2025-03-31,annual,763.0,-493.0,-271.0,-1.0,screener
ARVIND,Mar 2026,2026-03-31,annual,867.0,-607.0,-228.0,32.0,screener
ARVINDFASN,Mar 2022,2022-03-31,annual,300.0,-9.0,-209.0,82.0,screener
ARVINDFASN,Mar 2023,2023-03-31,annual,317.0,-28.0,-198.0,91.0,screener
ARVINDFASN,Mar 2024,2024-03-31,annual,434.0,32.0,-491.0,-25.0,screener
ARVINDFASN,Mar 2025,2025-03-31,annual,530.0,-75.0,-456.0,-2.0,screener
ARVINDFASN,Mar 2026,2026-03-31,annual,0.0,0.0,0.0,0.0,screener
ARVINDPORT,Mar 2025,2025-03-31,annual,7.98,-41.75,36.39,2.62,screener
ARVINDPORT,Mar 2026,2026-03-31,annual,0.34,1.16,-4.2,-2.7,screener
ARVSMART,Mar 2022,2022-03-31,annual,161.0,29.0,-74.0,116.0,screener
ARVSMART,Mar 2023,2023-03-31,annual,-101.0,-82.0,95.0,-87.0,screener
ARVSMART,Mar 2024,2024-03-31,annual,30.0,-28.0,-3.0,-1.0,screener
ARVSMART,Mar 2025,2025-03-31,annual,-84.0,-109.0,186.0,-8.0,screener
ARVSMART,Mar 2026,2026-03-31,annual,-170.0,-6.0,248.0,71.0,screener
ASAHIINDIA,Mar 2022,2022-03-31,annual,586.0,-79.0,-479.0,28.0,screener
ASAHIINDIA,Mar 2023,2023-03-31,annual,402.0,-320.0,-52.0,29.0,screener
ASAHIINDIA,Mar 2024,2024-03-31,annual,653.0,-924.0,330.0,59.0,screener
ASAHIINDIA,Mar 2025,2025-03-31,annual,720.0,-1191.0,458.0,-13.0,screener
ASAHIINDIA,Mar 2026,2026-03-31,annual,502.0,-665.0,245.0,82.0,screener
ASAHISONG,Mar 2022,2022-03-31,annual,0.0,-28.0,28.0,0.0,screener
ASAHISONG,Mar 2023,2023-03-31,annual,30.0,-77.0,47.0,0.0,screener
ASAHISONG,Mar 2024,2024-03-31,annual,9.0,-13.0,4.0,0.0,screener
ASAHISONG,Mar 2025,2025-03-31,annual,58.0,-5.0,-49.0,3.0,screener
ASAHISONG,Mar 2026,2026-03-31,annual,43.0,-7.0,-38.0,-2.0,screener
ASHALOG,Mar 2022,2022-03-31,annual,21.0,-7.0,-15.0,0.0,screener
ASHALOG,Mar 2023,2023-03-31,annual,16.0,-4.0,-11.0,1.0,screener
ASHALOG,Mar 2024,2024-03-31,annual,6.0,-10.0,8.0,4.0,screener
ASHALOG,Mar 2025,2025-03-31,annual,-21.0,-50.0,69.0,-2.0,screener
ASHALOG,Mar 2026,2026-03-31,annual,23.0,-34.0,10.0,0.0,screener
ASHAPURMIN,Mar 2022,2022-03-31,annual,114.0,-63.0,-60.0,-9.0,screener
ASHAPURMIN,Mar 2023,2023-03-31,annual,97.0,-130.0,80.0,47.0,screener
ASHAPURMIN,Mar 2024,2024-03-31,annual,148.0,-274.0,191.0,65.0,screener
ASHAPURMIN,Mar 2025,2025-03-31,annual,188.0,-392.0,178.0,-25.0,screener
ASHAPURMIN,Mar 2026,2026-03-31,annual,463.0,-271.0,14.0,206.0,screener
ASHIANA,Mar 2022,2022-03-31,annual,-61.0,-47.0,81.0,-27.0,screener
ASHIANA,Mar 2023,2023-03-31,annual,12.0,32.0,-14.0,29.0,screener
ASHIANA,Mar 2024,2024-03-31,annual,212.0,-10.0,-128.0,75.0,screener
ASHIANA,Mar 2025,2025-03-31,annual,234.0,-123.0,52.0,163.0,screener
ASHIANA,Mar 2026,2026-03-31,annual,342.0,-52.0,-58.0,232.0,screener
ASHIKA,Mar 2007,2007-03-31,annual,-13.0,2.0,12.0,1.0,screener
ASHIKA,Mar 2008,2008-03-31,annual,13.0,1.0,-13.0,1.0,screener
ASHIKA,Mar 2024,2024-03-31,annual,-25.0,0.0,25.0,0.0,screener
ASHIKA,Mar 2025,2025-03-31,annual,-390.0,-1.0,399.0,8.0,screener
ASHIKA,Mar 2026,2026-03-31,annual,-86.0,-23.0,158.0,49.0,screener
ASHOKA,Mar 2022,2022-03-31,annual,353.0,-233.0,-35.0,85.0,screener
ASHOKA,Mar 2023,2023-03-31,annual,492.0,-311.0,-311.0,-130.0,screener
ASHOKA,Mar 2024,2024-03-31,annual,749.0,258.0,-407.0,600.0,screener
ASHOKA,Mar 2025,2025-03-31,annual,1673.0,-626.0,-1052.0,-4.0,screener
ASHOKA,Mar 2026,2026-03-31,annual,655.0,1276.0,-1590.0,341.0,screener
ASHOKLEY,Mar 2022,2022-03-31,annual,2845.0,-1917.0,-378.0,550.0,screener
ASHOKLEY,Mar 2023,2023-03-31,annual,-4499.0,-2904.0,7281.0,-122.0,screener
ASHOKLEY,Mar 2024,2024-03-31,annual,-6258.0,1135.0,8432.0,3309.0,screener
ASHOKLEY,Mar 2025,2025-03-31,annual,128.0,-5759.0,6958.0,1327.0,screener
ASHOKLEY,Mar 2026,2026-03-31,annual,-4895.0,-6986.0,11617.0,-264.0,screener
ASIANENE,Mar 2022,2022-03-31,annual,48.0,-49.0,6.0,5.0,screener
ASIANENE,Mar 2023,2023-03-31,annual,-3.0,-18.0,10.0,-11.0,screener
ASIANENE,Mar 2024,2024-03-31,annual,-44.0,-14.0,49.0,-9.0,screener
ASIANENE,Mar 2025,2025-03-31,annual,-33.0,-34.0,78.0,11.0,screener
ASIANENE,Mar 2026,2026-03-31,annual,53.0,-159.0,124.0,17.0,screener
ASIANHOTNR,Mar 2020,2020-03-31,annual,110.0,-1.0,-112.0,-3.0,screener
ASIANHOTNR,Mar 2021,2021-03-31,annual,41.0,1.0,-43.0,-1.0,screener
ASIANHOTNR,Mar 2022,2022-03-31,annual,15.0,-3.0,-11.0,0.0,screener
ASIANHOTNR,Mar 2025,2025-03-31,annual,437.0,-5.0,-431.0,0.0,screener
ASIANHOTNR,Mar 2026,2026-03-31,annual,-156.0,17.0,268.0,130.0,screener
ASIANPAINT,Mar 2022,2022-03-31,annual,986.0,-317.0,-1808.0,-1138.0,screener
ASIANPAINT,Mar 2023,2023-03-31,annual,4193.0,-1282.0,-2140.0,771.0,screener
ASIANPAINT,Mar 2024,2024-03-31,annual,6104.0,-2548.0,-2982.0,573.0,screener
ASIANPAINT,Mar 2025,2025-03-31,annual,4424.0,-941.0,-3753.0,-270.0,screener
ASIANPAINT,Mar 2026,2026-03-31,annual,7088.0,-1328.0,-2377.0,3383.0,screener
ASKAUTOLTD,Mar 2022,2022-03-31,annual,144.0,-80.0,-81.0,-17.0,screener
ASKAUTOLTD,Mar 2023,2023-03-31,annual,139.0,-161.0,23.0,1.0,screener
ASKAUTOLTD,Mar 2024,2024-03-31,annual,303.0,-278.0,-16.0,10.0,screener
ASKAUTOLTD,Mar 2025,2025-03-31,annual,360.0,-339.0,-14.0,8.0,screener
ASKAUTOLTD,Mar 2026,2026-03-31,annual,301.0,-479.0,171.0,-7.0,screener
ASTEC,Mar 2022,2022-03-31,annual,24.0,-104.0,80.0,0.0,screener
ASTEC,Mar 2023,2023-03-31,annual,75.0,-113.0,38.0,0.0,screener
ASTEC,Mar 2024,2024-03-31,annual,10.0,-135.0,125.0,0.0,screener
ASTEC,Mar 2025,2025-03-31,annual,-8.0,-15.0,24.0,0.0,screener
ASTEC,Mar 2026,2026-03-31,annual,-81.0,-4.0,94.0,9.0,screener
ASTERDM,Mar 2022,2022-03-31,annual,1314.0,-563.0,-686.0,65.0,screener
ASTERDM,Mar 2023,2023-03-31,annual,1834.0,-951.0,-817.0,66.0,screener
ASTERDM,Mar 2024,2024-03-31,annual,158.0,-878.0,1053.0,332.0,screener
ASTERDM,Mar 2025,2025-03-31,annual,425.0,6015.0,-6358.0,82.0,screener
ASTERDM,Mar 2026,2026-03-31,annual,656.0,-288.0,-304.0,63.0,screener
ASTRAL,Mar 2022,2022-03-31,annual,543.0,72.0,-44.0,571.0,screener
ASTRAL,Mar 2023,2023-03-31,annual,557.0,-478.0,-191.0,-112.0,screener
ASTRAL,Mar 2024,2024-03-31,annual,823.0,-541.0,-202.0,80.0,screener
ASTRAL,Mar 2025,2025-03-31,annual,630.0,-513.0,-118.0,-1.0,screener
ASTRAL,Mar 2026,2026-03-31,annual,1117.0,-506.0,-328.0,282.0,screener
ASTRAMICRO,Mar 2022,2022-03-31,annual,115.0,-26.0,-79.0,10.0,screener
ASTRAMICRO,Mar 2023,2023-03-31,annual,-25.0,-28.0,75.0,21.0,screener
ASTRAMICRO,Mar 2024,2024-03-31,annual,-182.0,-44.0,232.0,7.0,screener
ASTRAMICRO,Mar 2025,2025-03-31,annual,-90.0,-76.0,141.0,-25.0,screener
ASTRAMICRO,Mar 2026,2026-03-31,annual,387.0,-85.0,-196.0,106.0,screener
ASTRON,Mar 2022,2022-03-31,annual,-10.0,-3.0,11.0,-2.0,screener
ASTRON,Mar 2023,2023-03-31,annual,11.0,-10.0,0.0,1.0,screener
ASTRON,Mar 2024,2024-03-31,annual,12.0,-1.0,-11.0,0.0,screener
ASTRON,Mar 2025,2025-03-31,annual,4.0,2.0,-16.0,-10.0,screener
ASTRON,Mar 2026,2026-03-31,annual,14.0,0.0,-14.0,0.0,screener
ATGL,Mar 2022,2022-03-31,annual,732.0,-1133.0,422.0,21.0,screener
ATGL,Mar 2023,2023-03-31,annual,853.0,-1167.0,295.0,-19.0,screener
ATGL,Mar 2024,2024-03-31,annual,955.0,-752.0,-78.0,125.0,screener
ATGL,Mar 2025,2025-03-31,annual,964.0,-933.0,56.0,87.0,screener
ATGL,Mar 2026,2026-03-31,annual,1149.0,-1236.0,116.0,29.0,screener
ATLANTAELE,Mar 2022,2022-03-31,annual,0.0,-5.0,5.0,0.0,screener
ATLANTAELE,Mar 2023,2023-03-31,annual,52.0,-18.0,-31.0,3.0,screener
ATLANTAELE,Mar 2024,2024-03-31,annual,88.0,-36.0,-56.0,-3.0,screener
ATLANTAELE,Mar 2025,2025-03-31,annual,84.0,-141.0,57.0,0.0,screener
ATLANTAELE,Mar 2026,2026-03-31,annual,184.0,-403.0,225.0,6.0,screener
ATUL,Mar 2022,2022-03-31,annual,231.0,-163.0,-57.0,11.0,screener
