"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
807,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",154.64,-0.12,-0.46,11.98,77.3,65.6,"STRONG_BULLISH",17.19,13,10,25,71.65,75.43,86,59.55,53.75,39667921.67,"BUY",2025-09-23
341,"BOROLTD","BOROSIL LIMITED","MICRO_CAP",373.6,6.18,6.12,11.76,76,72,"BULLISH",10.71,18,14,20,64.73,68.33,68,57,60,411129494.7,"BUY",2025-09-23
636,"DECCANCE","DECCAN CEMENTS LIMITED","MICRO_CAP",1097.3,-2.92,1.8,1.84,74.7,54.3,"STRONG_BULLISH",24.98,12,12,25,70.52,74.35,86,55.91,54,118362527.8,"BUY",2025-09-23
39,"BELRISE","BELRISE INDUSTRIES LTD","LARGE_CAP",159.87,3.82,10.31,12.21,74,68.1,"BULLISH",33.88,20,14,15,53.29,50.22,51,57.27,60,4586980520.21,"BUY",2025-09-23
298,"AVALON","AVALON TECHNOLOGIES LTD","SMALL_CAP",1011.85,3.43,4.99,17.34,73.3,70.5,"STRONG_BULLISH",18.06,16,18,15,54.04,51.3,53,56.36,60,533195479.55,"BUY",2025-09-23
31,"CANBK","CANARA BANK","LARGE_CAP",121.9,2.55,7.66,12.02,71.3,74.6,"STRONG_BULLISH",8.73,14,15,15,54.62,54.05,47,56.76,66,5361524893.87,"BUY",2025-09-23
153,"BLACKBUCK","ZINKA LOGISTICS SOL LTD","SMALL_CAP",590.7,0.4,-2.73,-9.17,70,50.1,"BULLISH",35.13,15,7,20,62.86,66.96,62,58.64,59,1442509721.05,"BUY",2025-09-23
667,"CHEMCON","CHEMCON SPECIAL CHEM LTD","MICRO_CAP",253.61,-1.98,7.15,13.92,70,63.6,"STRONG_BULLISH",30.01,16,10,25,71.15,74.35,86,56.82,57,100121954.98,"BUY",2025-09-23
80,"NLCINDIA","NLC INDIA LIMITED","MID_CAP",276.09,4.48,5.29,18.73,69.3,74.8,"STRONG_BULLISH",21.38,20,18,0,NA,NA,NA,NA,NA,2653344990.92,"BUY",2025-09-23
173,"GREAVESCOT","GREAVES COTTON LTD.","SMALL_CAP",225.4,3.05,0.16,8.86,68.7,58.8,"STRONG_BULLISH",11.77,14,20,0,NA,NA,NA,NA,NA,1216088735.45,"BUY",2025-09-23
102,"KEI","KEI INDUSTRIES LTD.","MID_CAP",4190.3,1.43,0.25,6.28,68,62.4,"STRONG_BULLISH",15.82,16,17,0,NA,NA,NA,NA,NA,2166021991.1,"BUY",2025-09-23
329,"ASAHIINDIA","ASAHI INDIA GLASS LIMITED","MICRO_CAP",916.25,3.51,3.21,3.6,68,60.7,"STRONG_BULLISH",7.4,8,18,15,52.31,50.43,51,56.45,54,437695735.85,"BUY",2025-09-23
850,"CYBERTECH","CYBERTECH SYSTEMS & SOFTW","MICRO_CAP",167.2,1.52,2.74,5.04,68,60.2,"BULLISH",11.55,14,11,15,52.68,53.26,51,57.14,48,21998697.74,"BUY",2025-09-23
114,"JINDALSTEL","JINDAL STEEL LIMITED","MID_CAP",1062.7,2.93,0.89,6.68,67.3,62.7,"STRONG_BULLISH",13.06,12,20,0,NA,NA,NA,NA,NA,1996216532.1,"BUY",2025-09-23
199,"PFOCUS","PRIME FOCUS LIMITED","SMALL_CAP",195.6,4.86,2.57,28.9,67.3,69.4,"STRONG_BULLISH",23.62,18,14,0,NA,NA,NA,NA,NA,1016903070.71,"BUY",2025-09-23
1,"GMDCLTD","GUJARAT MINERAL DEV CORP","LARGE_CAP",627.4,11.01,14.5,48.85,66.7,77.2,"STRONG_BULLISH",65.31,20,14,0,NA,NA,NA,NA,NA,32913220849.45,"BUY",2025-09-23
143,"AVANTEL","AVANTEL LIMITED","MID_CAP",193.57,2.02,9.34,28.32,66.7,77.5,"STRONG_BULLISH",24.81,18,6,15,51.41,52.39,47,57.5,48,1567722039.64,"BUY",2025-09-23
189,"BLUESTARCO","BLUE STAR LIMITED","SMALL_CAP",1964,-1.64,2.07,3.13,66.7,61,"STRONG_BULLISH",8.94,6,8,25,72.84,74.35,86,58.5,66,1078507834.6,"BUY",2025-09-23
453,"ASKAUTOLTD","ASK AUTOMOTIVE LIMITED","MICRO_CAP",535.5,4.08,0.17,7.35,66.7,59.4,"STRONG_BULLISH",-1.45,6,18,25,71.28,74.57,82,59.77,60,247008017.25,"BUY",2025-09-23
641,"BCONCEPTS","BRAND CONCEPTS LIMITED","MICRO_CAP",379.3,19.99,38.13,34.19,66.7,73.6,"BEARISH",10.95,18,8,15,53.21,50.22,55,56.36,54,113883167.25,"BUY",2025-09-23
668,"BSLGOLDETF","ADITYBIRLA SL GOLD ETF-GR","MICRO_CAP",101.4,2.3,3.32,14.37,66.7,78.7,"STRONG_BULLISH",17.88,16,18,0,10,10,10,10,10,99183362.58,"BUY",2025-09-23
689,"PVSL","POPULAR VEHICLES N SER L","MICRO_CAP",148.11,6.8,6.02,28.87,66.7,74.4,"STRONG_BULLISH",11.9,18,16,0,NA,NA,NA,NA,NA,90175347.74,"BUY",2025-09-23
160,"ALKEM","ALKEM LABORATORIES LTD.","SMALL_CAP",5544.5,0.9,0.75,2.38,66,67.8,"STRONG_BULLISH",15.17,10,10,15,56.97,60.22,47,58.41,63,1331324933.5,"BUY",2025-09-23
316,"SBISILVER","SBIAMC - SBISILVER","MICRO_CAP",132.9,1.06,4.28,15.75,66,76.7,"STRONG_BULLISH",21.32,20,13,0,NA,NA,NA,NA,NA,477419817.96,"BUY",2025-09-23
391,"AVL","ADITYA VISION LIMITED","MICRO_CAP",559.45,-2.34,10.26,11.43,66,67.2,"STRONG_BULLISH",56.88,15,0,25,73.11,74.35,86,59.86,66,319665120.8,"BUY",2025-09-23
411,"SILVER","BIRLASLAMC - SILVER","MICRO_CAP",135.61,1.58,4.41,16.19,66,79.2,"STRONG_BULLISH",22.1,18,15,0,NA,NA,NA,NA,NA,292641955.19,"BUY",2025-09-23
713,"MAFANG","MIRAEAMC - MAFANG","MICRO_CAP",171.78,1.11,2.99,11.74,66,72.5,"STRONG_BULLISH",12.33,16,17,0,NA,NA,NA,NA,NA,75715265.1,"BUY",2025-09-23
206,"TVSELECT","TVS ELECTRONICS LTD","SMALL_CAP",520.7,10.18,18.56,NA,65.3,63.9,"BULLISH",61.35,20,16,0,NA,NA,NA,NA,NA,926736235.65,"BUY",2025-09-23
16,"ATGL","ADANI TOTAL GAS LIMITED","LARGE_CAP",722.95,-7.4,19.33,14.53,64.7,68.6,"BEARISH",11.95,18,2,15,52.51,50.22,47,56.14,63,11131986889.9,"HOLD",2025-09-23
292,"ASHAPURMIN","ASHAPURA MINECHEM LTD","SMALL_CAP",655.4,0.66,5.65,36.17,64.7,71.5,"STRONG_BULLISH",38.84,15,6,15,52.76,51.96,47,58.41,57,565089524.15,"HOLD",2025-09-23
359,"SUPRAJIT","SUPRAJIT ENGINEERING LTD","MICRO_CAP",494,6.47,9.64,9.24,64.7,68.3,"STRONG_BULLISH",10.1,16,12,0,NA,NA,NA,NA,NA,372673264.7,"HOLD",2025-09-23
717,"INTLCONV","INTL CONVEYORS LIMITED","MICRO_CAP",102.2,-2.43,6.81,17.9,64.7,67.6,"STRONG_BULLISH",12.65,18,10,0,NA,NA,NA,NA,NA,73349605.2,"HOLD",2025-09-23
34,"SUBROS","SUBROS LIMITED","LARGE_CAP",1128.7,10.45,20.44,29.46,64,78,"STRONG_BULLISH",21.75,20,10,0,NA,NA,NA,NA,NA,4997646085.4,"HOLD",2025-09-23
43,"BAJAJ-AUTO","BAJAJ AUTO LIMITED","LARGE_CAP",8984.5,-0.77,-0.97,2.67,64,53.4,"STRONG_BULLISH",11.19,10,10,15,52.35,51.96,47,56.59,56.67,4096003431,"HOLD",2025-09-23
198,"APOLLOTYRE","APOLLO TYRES LTD","SMALL_CAP",489.05,0.54,0.58,4.99,64,63.5,"BULLISH",6.46,6,15,15,53.44,54.57,51,53.68,54.17,1019788580.65,"HOLD",2025-09-23
323,"MONTECARLO","MONTE CARLO FASHIONS LTD.","MICRO_CAP",687.3,6.58,5.97,18.43,64,74.4,"BULLISH",12.93,18,16,0,NA,NA,NA,NA,NA,458510502.65,"HOLD",2025-09-23
330,"JAMNAAUTO","JAMNA AUTO IND LTD","MICRO_CAP",107.31,2.46,-0.75,4.38,64,56.8,"STRONG_BULLISH",13.47,10,18,0,NA,NA,NA,NA,NA,433754249.56,"HOLD",2025-09-23
378,"ROHLTD","ROYAL ORCHID HOTELS LTD","MICRO_CAP",545.75,6.31,5.61,8.66,64,65,"BULLISH",37.74,16,14,0,NA,NA,NA,NA,NA,340317644.7,"HOLD",2025-09-23
433,"SILVERADD","DSPAMC - DSPSILVETF","MICRO_CAP",130.35,1.17,4.11,15.57,64,76.6,"STRONG_BULLISH",21.11,20,10,0,NA,NA,NA,NA,NA,271318257.04,"HOLD",2025-09-23
691,"BALAJITELE","BALAJI TELEFILMS LTD.","MICRO_CAP",136.93,4.22,16.69,NA,64,83.5,"BULLISH",97.55,20,6,15,53.41,54.13,51,58.18,49.17,89927258.88,"HOLD",2025-09-23
187,"ZUARIIND","ZUARI INDUSTRIES LIMITED","SMALL_CAP",313.4,9.37,4.14,-7.03,63.3,55.6,"BULLISH",19.14,13,16,0,NA,NA,NA,NA,NA,1091311344.7,"HOLD",2025-09-23
309,"SJS","SJS ENTERPRISES LIMITED","MICRO_CAP",1531.5,1.65,6.43,13.76,63.3,72.8,"STRONG_BULLISH",25.86,18,11,0,NA,NA,NA,NA,NA,498630766.5,"HOLD",2025-09-23
716,"GROWWGOLD","GROWWAMC - GROWWGOLD","MICRO_CAP",112.47,1.96,3.12,13.78,63.3,80.9,"STRONG_BULLISH",16.92,18,15,0,NA,NA,NA,NA,NA,74457229.32,"HOLD",2025-09-23
761,"ARIHANTCAP","ARIHANT CAPITAL MKTS LTD","MICRO_CAP",107.91,-0.55,-3.53,-2.19,63.3,51.2,"STRONG_BULLISH",21.32,11,8,15,51.44,51.19,47,55.75,53.75,55317998.29,"HOLD",2025-09-23
826,"BLSE","BLS E-SERVICES LIMITED","MICRO_CAP",200.41,2.63,7.85,NA,63.3,54,"NEUTRAL",30.11,10,18,15,53.15,50,55,56.5,54,33021217.5,"HOLD",2025-09-23
855,"MENONBE","MENON BEARINGS LIMITED","MICRO_CAP",135.23,4.18,3.1,8.02,63.3,59.5,"BULLISH",8.37,12,20,0,NA,NA,NA,NA,NA,20472725,"HOLD",2025-09-23
13,"TATAINVEST","TATA INVESTMENT CORP LTD","LARGE_CAP",8138,11.77,15.61,16.32,62.7,81,"STRONG_BULLISH",23.02,20,12,0,NA,NA,NA,NA,NA,13751412981,"HOLD",2025-09-23
17,"BAJFINANCE","BAJAJ FINANCE LIMITED","LARGE_CAP",1025.5,1.89,2.22,13.84,62.7,56.2,"BULLISH",9.67,10,15,15,51.99,50.65,47,55.53,59.17,10455936203,"HOLD",2025-09-23
157,"CGPOWER","CG POWER AND IND SOL LTD","SMALL_CAP",773.45,0.42,-2.37,14.21,62.7,65.3,"STRONG_BULLISH",15.65,13,13,15,55.37,53.04,51,57.5,66,1369676289.9,"HOLD",2025-09-23
410,"ASTRAMICRO","ASTRA MICROWAVE LTD","MICRO_CAP",1107.1,-0.71,0.25,6.61,62.7,59.1,"BULLISH",11.23,11,8,25,71.97,73.91,94,57.05,50,292956470.1,"HOLD",2025-09-23
