"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
470,"BHARATGEAR","BHARAT GEARS LTD.","MICRO_CAP",105.79,10.6,6.82,9.51,78.7,68.8,"STRONG_BULLISH",17.39,18,16,15,51.91,51.96,47,56.36,54,297506213.19,"BUY",2025-09-19
155,"ASTERDM","ASTER DM HEALTHCARE LTD.","SMALL_CAP",650.55,5.97,2.93,5.86,76,63.5,"STRONG_BULLISH",5.85,12,18,20,60.89,64.13,56,56.68,66,1967520752.1,"BUY",2025-09-19
209,"ASTRAMICRO","ASTRA MICROWAVE LTD","SMALL_CAP",1140.8,5.14,5.06,14.8,75.3,65.9,"BULLISH",7.66,14,12,25,71.97,73.91,94,57.05,50,1348280775.1,"BUY",2025-09-19
147,"CGCL","CAPRI GLOBAL CAPITAL LTD","MID_CAP",190.66,2.83,2.48,0.47,74,56.4,"BULLISH",12.64,14,16,15,53.51,50.65,51,55.23,63,2043636250.31,"BUY",2025-09-19
92,"CARTRADE","CARTRADE TECH LIMITED","MID_CAP",2540.6,6.05,8.66,4.34,73.3,58.1,"STRONG_BULLISH",43.16,16,10,15,52.67,50.65,47,54.55,65,3260236814.7,"BUY",2025-09-19
15,"ANANTRAJ","ANANT RAJ LIMITED","LARGE_CAP",640.4,9.38,20.08,18.93,72,74.8,"BULLISH",16.13,18,12,15,51.15,49,44.17,55.3,63,14379021239.65,"BUY",2025-09-19
393,"BORORENEW","BOROSIL RENEWABLES LTD","MICRO_CAP",570.05,2.45,0.15,0.74,71.3,49,"BULLISH",9.59,10,18,20,63.2,57.38,81,59.5,54,431739251.1,"BUY",2025-09-19
885,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",155.34,0,0.47,12.57,71.3,67.8,"BULLISH",23.08,15,10,25,71.65,75.43,86,59.55,53.75,26543859.34,"BUY",2025-09-19
140,"ALKEM","ALKEM LABORATORIES LTD.","MID_CAP",5541.5,1.13,1.72,2.75,70.7,70.7,"STRONG_BULLISH",14.52,14,11,15,56.97,60.22,47,58.41,63,2124296699.5,"BUY",2025-09-19
326,"AVL","ADITYA VISION LIMITED","MICRO_CAP",573.3,3.39,15.84,15.57,70.7,72.9,"STRONG_BULLISH",59.46,15,0,25,73.11,74.35,86,59.86,66,655193491.6,"BUY",2025-09-19
660,"DBEIL","DEEPAK BUILDERS & ENG I L","MICRO_CAP",166.98,1.57,15.49,24.01,70.7,78.6,"BULLISH",18.89,18,6,25,71.14,69.78,92,58.41,57,136206403.13,"BUY",2025-09-19
