"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"CHEMCON",258.74,-28,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88,"SMALL_CAP"
"BLUESTARCO",1996.8,-22.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80.7,"MID_CAP"
"BORORENEW",619.85,-17.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78.7,"LARGE_CAP"
"DECCANCE",1130.3,-22.14,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,78.7,"MICRO_CAP"
"AVANTEL",189.73,-21.05,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,76.7,"MID_CAP"
"COMSYN",154.83,-13.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,73.3,"MICRO_CAP"
"DBEIL",173.25,-18.33,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,72.7,"MICRO_CAP"
"DEEPINDS",538.65,-20.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.7,"MICRO_CAP"
"ASHAPURMIN",651.1,-51,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,72,"SMALL_CAP"
"ALKEM",5495,-11.87,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70.7,"MID_CAP"
"CHENNPETRO",756,-10.56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"SMALL_CAP"
"FEDFINA",152.38,-32.56,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70,"MICRO_CAP"
"SILVERADD",128.84,-25.77,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,69.3,"MICRO_CAP"
"BALAJITELE",131.38,-58.34,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,69.3,"MICRO_CAP"
"BOROLTD",351.85,-1.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"MICRO_CAP"
"ANANTRAJ",677.6,-22.08,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"LARGE_CAP"
"UNIECOM",149.76,-21.35,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68.7,"MICRO_CAP"
"CHOLAFIN",1630,1.44,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68,"LARGE_CAP"
"SILVERIETF",133.31,-25.69,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,68,"MID_CAP"
"LGBBROSLTD",1438.4,-13.58,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,68,"MICRO_CAP"
"INTLCONV",104.75,-11.09,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,68,"MICRO_CAP"
"GOLDETFADD",109.26,-16.38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,68,"MICRO_CAP"
"ASIANENE",354.1,-19.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"AVL",572.85,-43.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"SHALBY",265.62,-45.1,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"MUTHOOTFIN",3047.6,-18.36,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,66.7,"MID_CAP"
"BHARATGEAR",109.21,-23.99,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"CUPID",217.92,-102.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"MOLDTECH",174.62,-7.27,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"MICRO_CAP"
"KAMATHOTEL",322.45,-30.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"ATGL",780.75,-14.25,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"HINDCOPPER",296.57,-7.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"BBOX",501.8,-35.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"AJMERA",1028.2,-10.53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MICRO_CAP"
"ESILVER",133.74,-25.09,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,64.7,"MICRO_CAP"
"RATEGAIN",657.9,-44.84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"SMALL_CAP"
"HEMIPROP",174.94,-26.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"SKIPPER",548.15,-9.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"NETWEB",3535.4,-94.38,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,63.3,"LARGE_CAP"
"SILVERBEES",128.22,-25.85,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,63.3,"MID_CAP"
