"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
5,"ANANDRATHI","ANAND RATHI WEALTH LTD","LARGE_CAP",3163.2,7.78,8.54,4.06,75.3,69.1,"BULLISH",16.9,16,16,15,50.33,50.65,47,56.59,46.67,21809216257.2,"BUY",2025-10-14
859,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",158.25,0.06,4.2,1.8,71.3,66,"STRONG_BULLISH",17.14,9,9,25,71.65,75.43,86,59.55,53.75,26915021.83,"BUY",2025-10-14
869,"DBEIL","DEEPAK BUILDERS & ENG I L","MICRO_CAP",167.51,0.13,-2.82,17.68,71.3,60,"STRONG_BULLISH",20.77,15,9,25,71.14,69.78,92,58.41,57,23563914.31,"BUY",2025-10-14
240,"CARRARO","CARRARO INDIA LIMITED","SMALL_CAP",506.45,9.49,9.8,11.53,68,67.8,"BULLISH",3.4,11,14,20,61.57,57.17,71,57.5,63,811349481.3,"BUY",2025-10-14
593,"AVL","ADITYA VISION LIMITED","MICRO_CAP",542.5,-2.4,-3.5,7.71,68,52.8,"STRONG_BULLISH",38.82,13,8,25,73.11,74.35,86,59.86,66,131121058.75,"BUY",2025-10-14
807,"CHEMCON","CHEMCON SPECIAL CHEM LTD","MICRO_CAP",265.65,-1.72,-3.59,11.32,67.3,58.2,"STRONG_BULLISH",25.32,15,8,25,71.15,74.35,86,56.82,57,40995088.75,"BUY",2025-10-14
13,"MTARTECH","MTAR TECHNOLOGIES LIMITED","LARGE_CAP",2127.7,12.64,8.21,27.25,66.7,76.5,"STRONG_BULLISH",42.33,20,14,0,NA,NA,NA,NA,NA,9749596557.6,"BUY",2025-10-14
16,"GOLDBEES","NIP IND ETF GOLD BEES","LARGE_CAP",105.09,2.38,5.45,15.59,66.7,84.6,"STRONG_BULLISH",27.53,20,18,0,NA,NA,NA,NA,NA,8964771847.93,"BUY",2025-10-14
624,"SILVER360","360ONEAMC - SILVER360","MICRO_CAP",165.98,2.39,14.51,31.01,66.7,78.5,"STRONG_BULLISH",47.43,20,14,0,NA,NA,NA,NA,NA,114519972.45,"BUY",2025-10-14
63,"CHOLAFIN","CHOLAMANDALAM IN & FIN CO","MID_CAP",1645.7,-0.09,0.86,8.43,66,62.1,"BULLISH",10.07,14,10,15,54.41,50.65,51,57.47,66,3116445051.1,"BUY",2025-10-14
205,"ASTERDM","ASTER DM HEALTHCARE LTD.","SMALL_CAP",686.95,-1.97,3.83,11.19,66,62.2,"STRONG_BULLISH",15.37,12,8,20,60.89,64.13,56,56.68,66,1001541125.1,"BUY",2025-10-14
