"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
459,"DECCANCE","DECCAN CEMENTS LIMITED","MICRO_CAP",1104.2,1.67,5.68,6.34,82,62.9,"STRONG_BULLISH",41.1,18,11,25,70.52,74.35,86,55.91,54,288712908.1,"STRONG_BUY",2025-09-03
285,"ASIANENE","ASIAN ENERGY SERVICES LTD","SMALL_CAP",381.9,7.12,3.81,7.47,81.3,66.5,"STRONG_BULLISH",33.56,18,10,25,75.48,78.33,94,62.75,54,649407022.9,"STRONG_BUY",2025-09-03
225,"BLUESTARCO","BLUE STAR LIMITED","SMALL_CAP",1960.6,1.05,5.13,12.72,79.3,65.7,"STRONG_BULLISH",24.44,15,15,25,72.84,74.35,86,58.5,66,889241654,"BUY",2025-09-03
606,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",150.25,3.34,11.44,12.34,78,68.2,"BULLISH",12.68,16,14,25,71.65,75.43,86,59.55,53.75,177136378.02,"BUY",2025-09-03
40,"AVL","ADITYA VISION LIMITED","LARGE_CAP",459.4,-6.17,-10.04,8.99,76.7,51,"STRONG_BULLISH",25.27,18,6,25,73.11,74.35,86,59.86,66,4387507330.25,"BUY",2025-09-03
95,"DELHIVERY","DELHIVERY LIMITED","MID_CAP",478,1.26,-0.1,3.55,75.3,66.1,"STRONG_BULLISH",35.37,14,15,15,53.74,51.96,47,57.27,65,2195849728.9,"BUY",2025-09-03
347,"BANCOINDIA","BANCO PRODUCTS (I) LTD","MICRO_CAP",630.85,5.91,8.17,4.71,75.3,60.7,"BULLISH",13.71,14,18,15,54.64,53.7,51,59.32,57,469845389.45,"BUY",2025-09-03
705,"CARRARO","CARRARO INDIA LIMITED","MICRO_CAP",454.25,4.88,7.21,-9.22,74.7,58.5,"BEARISH",14.2,13,16,20,61.57,57.17,71,57.5,63,127924496.75,"BUY",2025-09-03
371,"BOMDYEING","BOMBAY DYEING & MFG. CO L","MICRO_CAP",181.31,4.81,4.44,5.4,74,60.9,"STRONG_BULLISH",25.81,16,16,15,58.79,65.78,54.6,53.64,54,429881735.86,"BUY",2025-09-03
769,"ASKAUTOLTD","ASK AUTOMOTIVE LIMITED","MICRO_CAP",514.8,1.01,4.28,10.37,73.3,58.1,"BULLISH",10.92,12,12,25,71.28,74.57,82,59.77,60,100544270.8,"BUY",2025-09-03
