"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
25,"APEX","APEX FROZEN FOODS LIMITED","LARGE_CAP",331.75,19.81,14.61,43.45,75.3,77.9,"STRONG_BULLISH",47.75,20,12,15,57.85,71.74,64,58.27,10,5187956207.08,"BUY",2025-11-21
74,"AVANTIFEED","AVANTI FEEDS LIMITED","MID_CAP",861.2,1.56,14.51,24.6,70.7,80.6,"STRONG_BULLISH",28.82,20,9,20,60,68.81,56,59.25,44.17,2563505324.45,"BUY",2025-11-21
72,"BPCL","BHARAT PETROLEUM CORP  LT","MID_CAP",364.55,-0.14,-1.78,7.52,68.7,56.7,"STRONG_BULLISH",12.45,13,12,20,62.6,70,56,58.64,59.17,2621531663.7,"BUY",2025-11-21
85,"ANURAS","ANUPAM RASAYAN INDIA LTD","MID_CAP",1246.8,5.73,16.18,13.55,65.3,80.1,"BULLISH",8.05,16,12,15,55.72,58.04,51,58.27,54,2173426009.9,"BUY",2025-11-21
94,"BANKBARODA","BANK OF BARODA","MID_CAP",284.15,-1.42,-0.91,5.16,65.3,56,"STRONG_BULLISH",17.09,13,12,15,53.65,55.48,47,57.94,54.17,2019847434.2,"BUY",2025-11-21
333,"SANSERA","SANSERA ENGINEERING LTD","MICRO_CAP",1606.4,0.74,3.25,7.88,65.3,69.7,"STRONG_BULLISH",13.59,14,15,0,NA,NA,NA,NA,NA,344521493.3,"BUY",2025-11-21
5,"AWL","AWL AGRI BUSINESS LIMITED","LARGE_CAP",274.1,-0.96,-0.04,4.86,64.7,55,"STRONG_BULLISH",0.11,9,12,20,63.12,68.26,60,59.09,60,16066882015.65,"HOLD",2025-11-21
16,"AXISBANK","AXIS BANK LIMITED","LARGE_CAP",1275.8,-0.73,2.75,3.11,64.7,68.5,"STRONG_BULLISH",16.62,12,6,15,52.47,51.19,47,54.71,62,8139881330.1,"HOLD",2025-11-21
250,"DCBBANK","DCB BANK LIMITED","SMALL_CAP",186.07,2.76,6.02,17.72,64.7,72.6,"STRONG_BULLISH",44.93,15,11,15,51.91,50,51,53.82,56,634944017.39,"HOLD",2025-11-21
199,"BANKINDIA","BANK OF INDIA","SMALL_CAP",145.46,-1.53,-0.72,11.67,64,62.4,"STRONG_BULLISH",25.01,13,10,15,52.66,50.71,47,55.88,63,998532199.17,"HOLD",2025-11-21
258,"AUROPHARMA","AUROBINDO PHARMA LTD","SMALL_CAP",1205.9,-0.15,-1.36,9.58,64,62.6,"STRONG_BULLISH",11.29,11,12,20,67.41,70.43,70,59.18,66,600153652.7,"HOLD",2025-11-21
484,"CSBBANK","CSB BANK LIMITED","MICRO_CAP",413,-1.65,-3.38,-2.26,64,49.2,"BULLISH",11.17,9,10,20,62.59,64.05,61,59.12,66,171079380.75,"HOLD",2025-11-21
14,"BSE","BSE LIMITED","LARGE_CAP",2858.3,-1.28,1.09,14.89,63.3,69.3,"BULLISH",19.01,15,10,20,61.34,64.35,60,57.05,61.25,10765297289.2,"HOLD",2025-11-21
122,"AUBANK","AU SMALL FINANCE BANK LTD","MID_CAP",915.35,-0.43,2.78,6.27,63.3,67.6,"STRONG_BULLISH",27.63,13,8,15,55,51.19,55,57.35,62,1607976879.05,"HOLD",2025-11-21
55,"CANBK","CANARA BANK","MID_CAP",145.77,-1.47,-0.21,14.67,62.7,68.1,"STRONG_BULLISH",31.85,15,10,15,54.62,54.05,47,56.76,66,3258222654.13,"HOLD",2025-11-21
101,"CHENNPETRO","CHENNAI PETROLEUM CORP LT","MID_CAP",1025.2,-4.75,-0.37,31.55,62.7,61.1,"STRONG_BULLISH",41.75,15,6,20,68.3,71.74,82,58.64,49.17,1902740609.65,"HOLD",2025-11-21
349,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",884.95,0.38,0.03,4.8,62.7,59.1,"STRONG_BULLISH",13.07,10,11,15,55.87,57.38,53,56.32,56,327720885.75,"HOLD",2025-11-21
426,"ZOTA","ZOTA HEALTH CARE LIMITED","MICRO_CAP",1685.1,0.92,5.51,4.98,62.7,67.8,"STRONG_BULLISH",21.12,18,7,0,NA,NA,NA,NA,NA,230131683.8,"HOLD",2025-11-21
70,"FIVESTAR","FIVE-STAR BUS FIN LTD","MID_CAP",619.4,4.36,-3.8,15.57,62,55.1,"BULLISH",12.14,13,16,0,NA,NA,NA,NA,NA,2648160666.85,"HOLD",2025-11-21
65,"M&MFIN","M&M FIN. SERVICES LTD","MID_CAP",342.55,-1.17,10.98,14.09,61.3,74.4,"STRONG_BULLISH",22.99,20,6,0,NA,NA,NA,NA,NA,2847262471.45,"HOLD",2025-11-21
184,"BHARATFORG","BHARAT FORGE LTD","SMALL_CAP",1410.2,-1.76,0.97,13.41,61.3,65,"STRONG_BULLISH",19.85,13,10,15,54.83,55.22,53,56.82,54.17,1127932640.7,"HOLD",2025-11-21
688,"ARTEMISMED","ARTEMIS MED SERVICE LTD","MICRO_CAP",278.38,-1.59,3.53,14.85,61.3,67.5,"STRONG_BULLISH",18.19,15,8,15,50.87,51.3,47,56.14,49.17,64793340.09,"HOLD",2025-11-21
44,"TBOTEK","TBO TEK LIMITED","LARGE_CAP",1710,1.91,8.75,8.63,60.7,65.9,"STRONG_BULLISH",6.68,14,13,0,NA,NA,NA,NA,NA,3786339044.5,"HOLD",2025-11-21
114,"BHEL","BHEL","MID_CAP",282.5,-0.96,0.32,20.42,60.7,66.8,"STRONG_BULLISH",28.82,15,8,15,53.94,54.13,47,55.45,63,1742828346.35,"HOLD",2025-11-21
264,"CUB","CITY UNION BANK LTD","SMALL_CAP",262.73,-1.02,-2.9,16.18,60.7,59.7,"STRONG_BULLISH",27.11,15,8,15,54.17,55,47,56.18,61.25,576742602.93,"HOLD",2025-11-21
307,"ABDL","ALLIED BLEND N DISTILS L","MICRO_CAP",650.75,-0.54,0.13,7.8,60.7,58.1,"STRONG_BULLISH",25.77,11,6,10,41.05,38.33,50,58.57,10,427921471.8,"HOLD",2025-11-21
