SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,ENHANCED_FUND_SCORE,TREND_SIGNAL,TRADING_SIGNAL
ONGC,Oil and Natural Gas Corporation Limited,SMALL_CAP,301.3,5.39,6.43,11.51,48.7,70.5,,14,12,,STRONG_BULLISH,WEAK_HOLD
COMMOIETF,COMMOIETF,MICRO_CAP,105.14,0.42,1.97,10.77,48.7,89.1,,15,15,,STRONG_BULLISH,WEAK_HOLD
MBAPL,MBAPL,MICRO_CAP,526.5,1.26,3.72,13.16,48.0,46.6,,14,13,,STRONG_BULLISH,WEAK_HOLD
TMB,TMB,MID_CAP,738.55,5.92,13.46,22.37,47.3,73.1,,18,6,,STRONG_BULLISH,WEAK_HOLD
MANOMAY,MANOMAY,MICRO_CAP,242.6,3.92,3.48,4.77,47.3,60.6,,12,12,,STRONG_BULLISH,WEAK_HOLD
GESHIP,GESHIP,MID_CAP,1474.4,3.52,1.99,4.09,47.3,56.9,,8,18,,STRONG_BULLISH,WEAK_HOLD
J&KBANK,J&KBANK,MICRO_CAP,128.52,-0.54,-2.78,8.85,46.7,67.9,,16,10,,STRONG_BULLISH,WEAK_HOLD
ATGL,ATGL,MID_CAP,653.85,2.87,6.38,25.55,46.7,80.4,,18,16,,BULLISH,WEAK_HOLD
PTC,PTC,SMALL_CAP,205.71,5.38,10.08,26.72,46.7,83.4,,14,16,,STRONG_BULLISH,WEAK_HOLD
RPTECH,RPTECH,MICRO_CAP,487.65,3.25,2.8,35.25,46.7,89.0,,18,14,,STRONG_BULLISH,WEAK_HOLD
RKFORGE,RKFORGE,MID_CAP,602.3,6.94,8.69,19.21,46.7,79.8,,13,16,,BULLISH,WEAK_HOLD
CUB,CUB,SMALL_CAP,275.65,1.64,4.05,8.97,46.0,69.6,,13,13,,BULLISH,WEAK_HOLD
HINDALCO,Hindalco Industries Limited,LARGE_CAP,1074.3,1.18,5.15,23.67,46.0,79.6,,14,13,,STRONG_BULLISH,WEAK_HOLD
JAYNECOIND,JAYNECOIND,MICRO_CAP,109.81,5.54,10.98,48.98,46.0,84.6,,20,6,,STRONG_BULLISH,WEAK_HOLD
GRWRHITECH,GRWRHITECH,MID_CAP,3951.8,-2.13,0.63,7.87,46.0,60.6,,13,10,,STRONG_BULLISH,WEAK_HOLD
JAINREC,JAINREC,SMALL_CAP,447.5,6.59,6.62,-1.67,46.0,52.4,,8,20,,BULLISH,WEAK_HOLD
SPORTKING,SPORTKING,MICRO_CAP,141.77,3.6,1.11,18.7,45.3,60.8,,15,16,,STRONG_BULLISH,WEAK_HOLD
EBGNG,EBGNG,SMALL_CAP,413.8,7.42,-0.45,7.7,45.3,60.8,,13,16,,STRONG_BULLISH,WEAK_HOLD
MONQ50,MONQ50,MICRO_CAP,126.5,0.33,1.35,26.63,45.3,93.9,,16,9,,STRONG_BULLISH,WEAK_HOLD
STEELCAS,STEELCAS,MICRO_CAP,309.83,4.47,4.39,40.92,44.7,80.9,,16,14,,STRONG_BULLISH,WEAK_HOLD
CUBEXTUB,CUBEXTUB,MICRO_CAP,100.89,5.87,8.33,18.22,44.7,70.4,,13,14,,BULLISH,WEAK_HOLD
VOLTAMP,VOLTAMP,LARGE_CAP,11512.5,2.75,9.39,34.15,44.7,89.5,,18,11,,STRONG_BULLISH,WEAK_HOLD
FMGOETZE,FMGOETZE,MICRO_CAP,464.9,6.19,4.54,15.55,44.7,68.9,,11,16,,BULLISH,WEAK_HOLD
FEDFINA,FEDFINA,MICRO_CAP,151.61,-3.5,2.38,14.71,44.7,67.0,,13,8,,STRONG_BULLISH,WEAK_HOLD
AVL,AVL,MICRO_CAP,542.7,4.89,6.85,12.98,44.7,78.2,,11,18,,STRONG_BULLISH,WEAK_HOLD
OIL,OIL,SMALL_CAP,497.2,4.41,6.89,5.47,44.7,57.3,,9,14,,BULLISH,WEAK_HOLD
NETWEB,NETWEB,LARGE_CAP,4002.2,2.1,2.5,23.1,44.0,79.7,,16,13,,STRONG_BULLISH,WEAK_HOLD
ADOR,ADOR,MICRO_CAP,1070.75,5.04,3.3,14.23,44.0,79.2,,13,16,,STRONG_BEARISH,WEAK_HOLD
AUBANK,AUBANK,LARGE_CAP,1022.8,-1.94,-1.45,12.35,44.0,78.6,,15,8,,STRONG_BULLISH,WEAK_HOLD
EMIL,EMIL,MICRO_CAP,122.75,11.08,13.06,33.96,44.0,80.9,,16,14,,BULLISH,WEAK_HOLD
JINDALSAW,JINDALSAW,SMALL_CAP,240.28,-1.99,1.89,27.44,44.0,81.3,,20,6,,STRONG_BULLISH,WEAK_HOLD
NATIONALUM,National Aluminium Company Limited,SMALL_CAP,441.5,0.11,4.39,20.2,44.0,66.7,,15,11,,STRONG_BULLISH,WEAK_HOLD
PLASTIBLEN,PLASTIBLEN,MICRO_CAP,181.02,14.82,19.12,37.8,44.0,85.5,,16,14,,BULLISH,WEAK_HOLD
VSSL,VSSL,SMALL_CAP,293.29,7.44,12.44,26.77,44.0,87.9,,16,14,,BULLISH,WEAK_HOLD
OLECTRA,OLECTRA,LARGE_CAP,1286.0,3.93,5.23,20.92,44.0,83.9,,16,14,,BULLISH,WEAK_HOLD
SOLEX,SOLEX,SMALL_CAP,1358.8,6.01,0.79,37.56,44.0,75.7,,15,14,,BULLISH,WEAK_HOLD
MODISONLTD,MODISONLTD,MICRO_CAP,170.54,12.04,18.82,40.45,44.0,81.4,,16,14,,BULLISH,WEAK_HOLD
HINDOILEXP,HINDOILEXP,MICRO_CAP,161.97,5.66,6.71,33.33,44.0,63.8,,9,14,,BULLISH,WEAK_HOLD
JBMA,JBMA,MID_CAP,645.3,2.63,3.08,12.69,44.0,79.8,,10,16,,BULLISH,WEAK_HOLD
UNIMECH,UNIMECH,MID_CAP,1110.3,8.43,17.09,41.04,44.0,90.1,,16,14,,BULLISH,WEAK_HOLD
SONACOMS,SONACOMS,MID_CAP,598.8,1.72,3.01,17.08,44.0,71.3,,14,10,,STRONG_BULLISH,WEAK_HOLD
ORIENTBELL,ORIENTBELL,MICRO_CAP,320.7,12.63,9.29,14.91,44.0,70.5,,14,16,,BULLISH,WEAK_HOLD
VTL,VTL,MID_CAP,609.15,1.93,8.71,16.33,44.0,73.7,,16,13,,STRONG_BULLISH,WEAK_HOLD
ASTERDM,Aster DM Healthcare Limited,MID_CAP,705.3,-2.01,3.76,8.17,43.3,67.1,,12,8,,STRONG_BULLISH,WEAK_HOLD
NELCAST,NELCAST,MICRO_CAP,135.22,2.76,-1.41,11.57,43.3,61.9,,10,18,,STRONG_BULLISH,WEAK_HOLD
CROMPTON,CROMPTON,SMALL_CAP,269.63,4.23,4.25,11.16,43.3,70.1,,13,18,,STRONG_BEARISH,WEAK_HOLD
DODLA,DODLA,SMALL_CAP,1146.85,3.92,6.38,9.41,43.3,69.5,,13,18,,STRONG_BEARISH,WEAK_HOLD
WALCHANNAG,WALCHANNAG,SMALL_CAP,237.96,8.4,25.22,67.58,43.3,94.9,,16,14,,STRONG_BULLISH,WEAK_HOLD
SHARDACROP,SHARDACROP,SMALL_CAP,1162.6,3.37,4.94,22.3,43.3,75.8,,10,16,,STRONG_BULLISH,WEAK_HOLD
ACUTAAS,ACUTAAS,LARGE_CAP,2467.8,-1.07,3.93,-2.35,43.3,68.5,,10,10,,STRONG_BULLISH,WEAK_HOLD
LINC,LINC,MICRO_CAP,106.94,9.16,8.03,8.62,43.3,68.6,,13,18,,STRONG_BEARISH,WEAK_HOLD
MOIL,MOIL,SMALL_CAP,332.0,2.42,3.03,14.8,43.3,76.6,,12,16,,BULLISH,WEAK_HOLD
BSE,BSE,LARGE_CAP,3626.1,2.59,3.14,25.46,43.3,86.1,,13,14,,STRONG_BULLISH,WEAK_HOLD
PHOENIXLTD,PHOENIXLTD,LARGE_CAP,1761.9,-2.1,-2.5,12.08,43.3,71.2,,13,10,,STRONG_BULLISH,WEAK_HOLD
ARIS,ARIS,MICRO_CAP,128.44,3.38,-0.19,23.86,43.3,77.0,,15,16,,BULLISH,WEAK_HOLD
MIDHANI,MIDHANI,SMALL_CAP,393.3,2.92,3.51,29.1,42.7,90.0,,14,14,,BULLISH,WEAK_HOLD
PVRINOX,PVRINOX,MID_CAP,1051.75,3.22,8.09,10.2,42.7,78.1,,11,16,,STRONG_BEARISH,WEAK_HOLD
MANAPPURAM,MANAPPURAM,SMALL_CAP,292.75,1.58,3.89,11.59,42.7,77.2,,11,13,,BULLISH,WEAK_HOLD
POLYPLEX,POLYPLEX,MICRO_CAP,944.5,3.12,8.64,16.62,42.7,78.9,,14,13,,BULLISH,WEAK_HOLD
AGI,AGI,MID_CAP,672.55,19.06,18.21,31.86,42.7,79.7,,13,14,,BULLISH,WEAK_HOLD
SUNPHARMA,SUNPHARMA,LARGE_CAP,1747.3,0.8,4.93,-2.68,42.7,54.2,,10,10,,BULLISH,WEAK_HOLD
KIRLPNU,KIRLPNU,LARGE_CAP,1525.2,5.31,11.97,38.82,42.7,90.5,,18,6,,STRONG_BULLISH,WEAK_HOLD
BBOX,BBOX,MID_CAP,639.85,10.39,20.86,33.64,42.7,86.4,,16,12,,BULLISH,WEAK_HOLD
SUVEN,SUVEN,SMALL_CAP,218.6,3.31,3.85,63.29,42.7,81.1,,14,14,,BULLISH,WEAK_HOLD
LAURUSLABS,LAURUSLABS,LARGE_CAP,1090.45,-2.95,-2.14,6.54,42.7,57.2,,10,10,,STRONG_BULLISH,WEAK_HOLD
GLOBAL,GLOBAL,MICRO_CAP,102.4,-1.56,0.72,8.72,42.7,56.8,,14,10,,STRONG_BULLISH,WEAK_HOLD
INDUSINDBK,INDUSINDBK,MID_CAP,885.55,-1.62,3.4,8.21,42.0,70.6,,13,10,,BULLISH,WEAK_HOLD
JSL,JSL,MID_CAP,773.85,0.45,-1.97,6.86,42.0,69.9,,8,15,,STRONG_BULLISH,WEAK_HOLD
INTELLECT,INTELLECT,MID_CAP,753.95,6.39,11.28,14.74,42.0,68.3,,13,16,,STRONG_BEARISH,WEAK_HOLD
ASKAUTOLTD,ASKAUTOLTD,SMALL_CAP,449.0,3.09,2.48,1.09,42.0,61.8,,9,14,,BULLISH,WEAK_HOLD
ASHAPURMIN,Ashapura Minechem Limited,MID_CAP,648.1,4.16,3.04,32.39,42.0,78.7,,11,14,,STRONG_BULLISH,WEAK_HOLD
LAXMIDENTL,LAXMIDENTL,SMALL_CAP,209.94,9.08,5.73,21.0,42.0,71.0,,13,16,,BULLISH,WEAK_HOLD
COHANCE,COHANCE,SMALL_CAP,493.3,14.16,36.57,61.13,42.0,81.9,,18,12,,BULLISH,WEAK_HOLD
GENUSPOWER,GENUSPOWER,SMALL_CAP,311.76,3.1,6.5,32.89,42.0,80.2,,16,14,,BULLISH,WEAK_HOLD
AARTIIND,AARTIIND,MID_CAP,501.7,2.65,11.19,16.34,42.0,95.7,,14,6,,STRONG_BULLISH,WEAK_HOLD
TATAPOWER,Tata Power Company Limited,SMALL_CAP,461.8,1.9,5.91,18.2,42.0,93.0,,18,10,,STRONG_BULLISH,WEAK_HOLD
GRINFRA,GRINFRA,MID_CAP,911.0,3.36,3.28,10.65,41.3,72.7,,13,18,,STRONG_BEARISH,WEAK_HOLD
TATASTEEL,Tata Steel Limited,SMALL_CAP,215.05,0.83,1.43,9.36,41.3,85.1,,11,13,,STRONG_BULLISH,WEAK_HOLD
BAJAJCON,BAJAJCON,SMALL_CAP,465.95,3.93,1.54,29.43,41.3,69.5,,13,14,,STRONG_BULLISH,WEAK_HOLD
VALIANTORG,VALIANTORG,MICRO_CAP,275.44,1.0,2.54,16.53,41.3,57.6,,13,9,,BULLISH,WEAK_HOLD
ADANIENT,Adani Enterprises Limited,LARGE_CAP,2412.4,3.9,8.37,27.87,41.3,96.6,,12,14,,BULLISH,WEAK_HOLD
DBL,DBL,MICRO_CAP,474.05,1.46,5.18,16.92,41.3,88.5,,11,15,,BULLISH,WEAK_HOLD
PFC,PFC,SMALL_CAP,481.4,1.37,2.19,19.32,41.3,94.2,,14,13,,STRONG_BULLISH,WEAK_HOLD
RALLIS,RALLIS,SMALL_CAP,261.45,0.07,-0.82,10.62,41.3,58.7,,13,13,,STRONG_BEARISH,WEAK_HOLD
JAGSNPHARM,JAGSNPHARM,MICRO_CAP,205.55,0.92,4.61,11.5,41.3,68.5,,16,11,,BULLISH,WEAK_HOLD
STAR,STAR,SMALL_CAP,1051.95,-4.24,5.52,13.21,40.7,62.1,,15,6,,STRONG_BULLISH,WEAK_HOLD
GRASIM,GRASIM,LARGE_CAP,2783.0,0.17,0.19,5.11,40.7,71.0,,9,15,,STRONG_BEARISH,WEAK_HOLD
MONARCH,MONARCH,MICRO_CAP,299.91,-0.92,1.06,17.7,40.7,56.8,,11,10,,BULLISH,WEAK_HOLD
MANAKCOAT,MANAKCOAT,MICRO_CAP,117.2,9.16,5.65,8.43,40.7,66.5,,11,16,,STRONG_BEARISH,WEAK_HOLD
TALBROAUTO,TALBROAUTO,MICRO_CAP,311.96,5.62,11.43,30.58,40.7,90.9,,14,11,,BULLISH,WEAK_HOLD
ALIVUS,ALIVUS,SMALL_CAP,1007.65,-3.57,-6.1,2.33,40.7,36.4,,10,10,,STRONG_BULLISH,WEAK_HOLD
ANTELOPUS,ANTELOPUS,MICRO_CAP,682.6,4.99,16.38,31.7,40.7,47.4,,10,12,,STRONG_BULLISH,WEAK_HOLD
SARDAEN,SARDAEN,MID_CAP,602.65,-1.64,5.01,16.35,40.7,73.0,,14,8,,STRONG_BULLISH,WEAK_HOLD
FABTECH,FABTECH,MICRO_CAP,172.66,6.39,10.32,24.17,40.7,78.9,,11,16,,BULLISH,WEAK_HOLD
SKIPPER,SKIPPER,SMALL_CAP,489.95,2.55,5.32,37.47,40.7,87.5,,16,14,,BULLISH,WEAK_HOLD
EPACK,EPACK,SMALL_CAP,291.03,7.93,17.05,29.58,40.0,79.0,,14,12,,STRONG_BEARISH,WEAK_HOLD
EMCURE,EMCURE,SMALL_CAP,1608.2,-1.82,0.97,0.93,40.0,59.0,,6,10,,STRONG_BULLISH,WEAK_HOLD
KIOCL,KIOCL,SMALL_CAP,419.9,1.45,3.47,26.21,40.0,78.4,,14,11,,BULLISH,WEAK_HOLD
AEROFLEX,AEROFLEX,SMALL_CAP,293.03,-0.63,1.36,16.57,40.0,65.9,,15,6,,STRONG_BULLISH,WEAK_HOLD
POLYCAB,POLYCAB,LARGE_CAP,8254.0,2.34,3.75,15.52,40.0,75.4,,11,15,,STRONG_BULLISH,WEAK_HOLD
GKENERGY,GKENERGY,MICRO_CAP,137.38,4.27,5.7,37.99,40.0,89.8,,13,14,,BULLISH,WEAK_HOLD
TATACHEM,TATACHEM,MID_CAP,802.15,11.05,13.35,28.3,40.0,86.1,,16,14,,STRONG_BEARISH,WEAK_HOLD
NATCOPHARM,NATCOPHARM,MID_CAP,1094.1,0.39,3.64,12.37,40.0,52.4,,15,10,,STRONG_BULLISH,WEAK_HOLD
TANLA,TANLA,MID_CAP,559.55,-4.01,14.08,36.01,39.3,76.3,,16,6,,BULLISH,WEAK_HOLD
DIAMONDYD,DIAMONDYD,MICRO_CAP,1008.0,0.54,2.49,11.28,39.3,57.5,,11,11,,BULLISH,WEAK_HOLD
STLTECH,STLTECH,SMALL_CAP,285.13,1.92,2.39,48.02,39.3,83.0,,15,11,,STRONG_BULLISH,WEAK_HOLD
MWL,MWL,MICRO_CAP,317.65,5.39,13.87,23.1,39.3,92.1,,13,9,,STRONG_BULLISH,WEAK_HOLD
GABRIEL,GABRIEL,MID_CAP,1020.45,0.69,0.44,15.8,39.3,72.8,,11,11,,BULLISH,WEAK_HOLD
PSUBANK,PSUBANK,MICRO_CAP,863.24,-2.64,-4.07,0.72,39.3,60.8,,7,12,,STRONG_BULLISH,WEAK_HOLD
WINDMACHIN,WINDMACHIN,MICRO_CAP,284.98,1.34,-2.01,25.46,39.3,69.8,,14,11,,BULLISH,WEAK_HOLD
NITINSPIN,NITINSPIN,MICRO_CAP,456.6,2.87,10.45,23.22,39.3,81.9,,16,8,,STRONG_BULLISH,WEAK_HOLD
WAAREEENER,WAAREEENER,LARGE_CAP,3453.6,2.84,-0.55,8.68,39.3,75.1,,9,16,,STRONG_BULLISH,WEAK_HOLD
KRISHANA,KRISHANA,SMALL_CAP,669.05,-2.59,7.28,38.78,39.3,69.2,,16,6,,STRONG_BULLISH,WEAK_HOLD
PLATIND,PLATIND,MICRO_CAP,243.1,5.84,7.19,16.65,39.3,80.9,,13,16,,STRONG_BEARISH,WEAK_HOLD
PRAKASH,PRAKASH,MICRO_CAP,147.0,1.27,4.28,20.76,39.3,79.1,,14,8,,BULLISH,WEAK_HOLD
JINDRILL,JINDRILL,MICRO_CAP,546.95,0.88,2.25,11.2,39.3,45.0,,11,13,,BULLISH,WEAK_HOLD
JBCHEPHARM,JBCHEPHARM,MID_CAP,2043.6,-0.19,2.54,-2.0,39.3,66.7,,7,10,,STRONG_BULLISH,WEAK_HOLD
ARVIND,ARVIND,MICRO_CAP,393.25,0.65,0.91,8.29,39.3,65.3,,11,13,,STRONG_BULLISH,WEAK_HOLD
GANESHCP,GANESHCP,MICRO_CAP,195.68,2.14,2.44,17.08,39.3,47.6,,6,16,,BULLISH,WEAK_HOLD
REFEX,REFEX,SMALL_CAP,265.88,3.73,3.54,28.96,39.3,81.3,,12,14,,BULLISH,WEAK_HOLD
RELIANCE,Reliance Industries Limited,LARGE_CAP,1388.9,1.69,2.63,-1.71,39.3,64.9,,7,15,,BULLISH,WEAK_HOLD
SAIL,Steel Authority of India Limited,MICRO_CAP,185.63,0.78,6.04,22.36,39.3,91.4,,13,8,,STRONG_BULLISH,WEAK_HOLD
KNAGRI,KNAGRI,MICRO_CAP,194.51,1.35,-1.94,9.21,38.7,43.6,,13,11,,BULLISH,WEAK_HOLD
PICCADIL,PICCADIL,SMALL_CAP,674.9,2.77,11.82,24.64,38.7,90.0,,11,14,,BULLISH,WEAK_HOLD
ZYDUSLIFE,ZYDUSLIFE,MID_CAP,911.3,-3.02,-1.86,0.84,38.7,61.6,,7,12,,BULLISH,WEAK_HOLD
MAANALU,MAANALU,MICRO_CAP,151.43,-7.73,7.38,2.29,38.7,65.9,,8,6,,BULLISH,WEAK_HOLD
ADVENZYMES,ADVENZYMES,SMALL_CAP,342.0,3.46,14.9,24.59,38.7,86.5,,14,8,,BULLISH,WEAK_HOLD
LUPIN,Lupin Limited,LARGE_CAP,2302.7,-0.94,-0.38,-1.91,38.7,50.9,,6,10,,STRONG_BULLISH,WEAK_HOLD
CREDITACC,Credit Access Grameen Limited,SMALL_CAP,1251.2,0.78,-0.97,6.78,38.7,60.6,,6,15,,BULLISH,WEAK_HOLD
SPLPETRO,SPLPETRO,SMALL_CAP,779.15,0.87,0.74,16.03,38.7,63.4,,9,8,,STRONG_BULLISH,WEAK_HOLD
IRMENERGY,IRMENERGY,SMALL_CAP,347.66,4.91,65.12,94.83,38.7,92.9,,18,4,,BULLISH,WEAK_HOLD
DCAL,DCAL,MICRO_CAP,184.17,5.36,8.62,19.54,38.7,78.9,,13,14,,STRONG_BEARISH,WEAK_HOLD
CUMMINSIND,CUMMINSIND,LARGE_CAP,5258.0,0.47,2.77,10.96,38.0,76.9,,15,10,,STRONG_BULLISH,WEAK_HOLD
KIRLOSENG,KIRLOSENG,MID_CAP,1724.4,2.58,3.67,23.84,38.0,83.6,,16,8,,STRONG_BULLISH,WEAK_HOLD
FEDERALBNK,Federal Bank Limited,SMALL_CAP,290.6,-1.17,-1.74,7.25,38.0,66.7,,8,10,,STRONG_BULLISH,WEAK_HOLD
KRN,KRN,LARGE_CAP,1309.35,-1.43,7.96,42.93,38.0,81.2,,16,6,,STRONG_BULLISH,WEAK_HOLD
HNGSNGBEES,HNGSNGBEES,MICRO_CAP,523.77,-0.42,-1.94,8.76,38.0,63.7,,10,10,,BULLISH,WEAK_HOLD
GAEL,GAEL,MICRO_CAP,149.54,-2.14,-4.25,13.52,38.0,57.2,,13,10,,STRONG_BULLISH,WEAK_HOLD
POWERINDIA,POWERINDIA,LARGE_CAP,32805.0,2.31,9.75,27.8,38.0,95.2,,15,9,,STRONG_BULLISH,WEAK_HOLD
RAMKY,RAMKY,MICRO_CAP,511.75,0.44,-0.08,10.72,38.0,74.9,,12,13,,BULLISH,WEAK_HOLD
GPTHEALTH,GPTHEALTH,MICRO_CAP,138.08,1.45,1.96,13.46,38.0,65.4,,9,13,,BULLISH,WEAK_HOLD
JAYKAY,JAYKAY,MICRO_CAP,185.16,8.71,16.2,45.67,38.0,81.8,,13,14,,BULLISH,WEAK_HOLD
MON100,MON100,SMALL_CAP,301.29,2.1,4.17,27.57,38.0,92.6,,15,14,,STRONG_BULLISH,WEAK_HOLD
INDGN,INDGN,MICRO_CAP,498.9,0.32,2.39,8.4,38.0,69.1,,9,13,,BULLISH,WEAK_HOLD
INDIASHLTR,India Shelter Finance Corporation Limited,MICRO_CAP,812.8,-0.85,-1.04,7.83,38.0,74.0,,10,10,,BULLISH,WEAK_HOLD
GICRE,GICRE,MICRO_CAP,399.55,-0.08,0.59,8.78,38.0,69.0,,10,12,,STRONG_BULLISH,WEAK_HOLD
ABSLAMC,ABSLAMC,SMALL_CAP,1066.3,0.08,2.74,13.46,38.0,77.3,,15,10,,STRONG_BULLISH,WEAK_HOLD
ANANDRATHI,ANANDRATHI,MID_CAP,3579.1,0.58,-1.85,19.59,38.0,74.2,,13,8,,STRONG_BULLISH,WEAK_HOLD
UFBL,UFBL,MICRO_CAP,337.33,9.7,7.39,45.56,38.0,82.6,,11,9,,STRONG_BULLISH,WEAK_HOLD
ACI,ACI,MICRO_CAP,607.8,0.98,1.4,0.96,38.0,68.4,,3,15,,STRONG_BULLISH,WEAK_HOLD
SCHAEFFLER,SCHAEFFLER,MID_CAP,4283.3,-1.65,2.65,5.42,37.3,79.1,,12,8,,BULLISH,WEAK_HOLD
TARSONS,TARSONS,MICRO_CAP,212.45,-2.86,-1.62,15.09,37.3,66.8,,9,8,,BULLISH,WEAK_HOLD
DMART,DMART,LARGE_CAP,4544.4,0.83,-0.98,16.2,37.3,55.1,,11,8,,STRONG_BULLISH,WEAK_HOLD
NAVINFLUOR,NAVINFLUOR,LARGE_CAP,6627.0,0.74,3.98,6.59,37.3,82.3,,9,12,,STRONG_BULLISH,WEAK_HOLD
AXISBANK,Axis Bank Limited,LARGE_CAP,1289.0,-2.66,-6.44,5.47,37.3,57.2,,5,10,,STRONG_BULLISH,WEAK_HOLD
AXISCADES,AXISCADES,SMALL_CAP,1933.2,1.7,0.86,38.35,37.3,73.5,,15,9,,STRONG_BULLISH,WEAK_HOLD
SCI,SCI,SMALL_CAP,303.1,4.38,0.83,29.89,37.3,82.9,,14,14,,STRONG_BULLISH,WEAK_HOLD
AARTIPHARM,AARTIPHARM,MICRO_CAP,712.25,-0.07,0.79,11.46,37.3,68.7,,9,10,,STRONG_BEARISH,WEAK_HOLD
BLISSGVS,BLISSGVS,SMALL_CAP,269.26,-1.64,4.04,20.16,37.3,70.0,,15,6,,STRONG_BULLISH,WEAK_HOLD
ENRIN,ENRIN,LARGE_CAP,3233.7,1.29,0.79,16.68,37.3,91.0,,11,13,,STRONG_BULLISH,WEAK_HOLD
GOODLUCK,Goodluck India Limited,MICRO_CAP,1248.65,0.96,1.05,23.73,37.3,77.9,,12,9,,BULLISH,WEAK_HOLD
LUMAXTECH,LUMAXTECH,SMALL_CAP,1663.2,-4.83,-6.29,2.46,37.3,52.8,,6,8,,STRONG_BULLISH,WEAK_HOLD
AEGISVOPAK,AEGISVOPAK,MICRO_CAP,199.08,0.39,0.4,13.56,37.3,69.7,,9,13,,STRONG_BEARISH,WEAK_HOLD
UFLEX,UFLEX,SMALL_CAP,431.85,8.92,7.28,10.22,37.3,85.9,,13,16,,STRONG_BEARISH,WEAK_HOLD
MANORAMA,MANORAMA,MICRO_CAP,1445.0,0.31,-0.19,13.61,36.7,75.2,,8,11,,BULLISH,WEAK_HOLD
DCBBANK,DCB Bank Limited,MICRO_CAP,189.62,-0.68,-3.26,9.4,36.7,65.4,,10,10,,STRONG_BULLISH,WEAK_HOLD
INFOBEAN,INFOBEAN,MICRO_CAP,198.82,7.45,12.8,43.81,36.7,70.8,,10,14,,BULLISH,WEAK_HOLD
SCODATUBES,SCODATUBES,MICRO_CAP,148.08,-1.59,-3.25,12.45,36.7,65.7,,10,6,,BULLISH,WEAK_HOLD
CANFINHOME,CANFINHOME,SMALL_CAP,883.3,-3.51,-0.32,6.01,36.7,71.1,,11,10,,BULLISH,WEAK_HOLD
