"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
47,"COALINDIA","COAL INDIA LTD","LARGE_CAP",423.2,2.21,-2.08,NA,78.7,59.2,"STRONG_BULLISH",10.26,12,18,25,71.16,75.65,82,61.36,54.17,4859278058.85,"BUY",2026-01-22
42,"BAJAJCON","BAJAJ CONSUMER CARE LTD","LARGE_CAP",296.9,19.98,4.97,NA,77.3,61.4,"BULLISH",12.66,16,14,20,61.4,60.24,65,60.25,60,5457551855.15,"BUY",2026-01-22
31,"BANKINDIA","BANK OF INDIA","LARGE_CAP",166.42,5.68,8.86,NA,76.7,70.7,"STRONG_BULLISH",27.15,20,14,15,52.66,50.71,47,55.88,63,7072262329.94,"BUY",2026-01-22
65,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",190.28,4.99,1.81,NA,75.3,67.8,"STRONG_BULLISH",42.41,16,8,25,71.08,74.57,82,59.41,59.17,3822200764.91,"BUY",2026-01-22
270,"DCBBANK","DCB BANK LIMITED","SMALL_CAP",188.79,5.34,1.24,NA,73.3,60.5,"STRONG_BULLISH",22.6,14,17,15,51.91,50,51,53.82,56,659119891.2,"BUY",2026-01-22
21,"CUPID","CUPID LIMITED","LARGE_CAP",410.2,8.92,-11.76,NA,70.7,51.7,"BULLISH",77.49,14,14,15,52.86,51.84,53,58.35,48,9523306662.65,"BUY",2026-01-22
33,"SAIL","STEEL AUTHORITY OF INDIA","LARGE_CAP",151.65,3.55,-0.52,NA,70,60.7,"STRONG_BULLISH",20,18,18,0,NA,NA,NA,NA,NA,6934758874.33,"BUY",2026-01-22
102,"APLAPOLLO","APL APOLLO TUBES LTD","MID_CAP",1976,5.18,2.13,NA,70,64.7,"STRONG_BULLISH",15.49,18,18,0,10,10,10,10,10,2520767789.9,"BUY",2026-01-22
177,"ALKEM","ALKEM LABORATORIES LTD.","SMALL_CAP",5758.5,1.8,-1.23,NA,69.3,53.7,"STRONG_BULLISH",6.71,9,17,15,56.97,60.22,47,58.41,63,1416799054,"BUY",2026-01-22
238,"AVANTIFEED","AVANTI FEEDS LIMITED","SMALL_CAP",778.1,4.21,-6.19,NA,69.3,44.6,"BULLISH",10.35,9,15,20,60,68.81,56,59.25,44.17,872715318.75,"BUY",2026-01-22
210,"INFOBEAN","INFOBEANS TECHNO. LTD.","SMALL_CAP",894.65,6.37,9.67,NA,67.3,61.3,"STRONG_BULLISH",71.28,18,14,0,NA,NA,NA,NA,NA,1023131581.85,"BUY",2026-01-22
287,"PSUBNKBEES","NIP IND ETF PSU BANK BEES","SMALL_CAP",100.21,2.45,0.58,NA,66.7,64.2,"STRONG_BULLISH",17.76,16,20,0,NA,NA,NA,NA,NA,585913701.12,"BUY",2026-01-22
49,"INDIANB","INDIAN BANK","LARGE_CAP",896.75,5.43,5.95,NA,65.3,63.9,"BULLISH",12.21,16,16,0,NA,NA,NA,NA,NA,4794542443.6,"BUY",2026-01-22
93,"CANHLIFE","CANHLIFE","MID_CAP",149.69,9.65,4.66,NA,65.3,64.8,"BULLISH",25.83,20,16,0,NA,NA,NA,NA,NA,2631366198.8,"BUY",2026-01-22
88,"CANBK","CANARA BANK","MID_CAP",154.68,2.6,0.51,NA,64.7,57.7,"STRONG_BULLISH",25.92,13,10,15,54.62,54.05,47,56.76,66,2907621012.73,"HOLD",2026-01-22
116,"BANKBARODA","BANK OF BARODA","MID_CAP",305.3,2.09,-0.78,NA,64.7,57.9,"STRONG_BULLISH",17.55,11,12,15,53.65,55.48,47,57.94,54.17,2281024694.95,"HOLD",2026-01-22
1,"SILVERBEES","NIPPONAMC - NETFSILVER","LARGE_CAP",276.27,-11.08,5.12,NA,63.3,68.6,"STRONG_BULLISH",101.98,20,6,0,NA,NA,NA,NA,NA,96798259801.49,"HOLD",2026-01-22
10,"SILVERIETF","ICICIPRAMC - ICICISILVE","LARGE_CAP",288.14,-10.52,5.04,NA,63.3,69.3,"STRONG_BULLISH",102.1,20,6,0,NA,NA,NA,NA,NA,15110618355.5,"HOLD",2026-01-22
