"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ASHOKLEY",184.88,17.76,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,78,"LARGE_CAP"
"AVANTIFEED",878.5,10.01,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,76,"MID_CAP"
"CSBBANK",483.9,18.34,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,73.3,"SMALL_CAP"
"LUMAXTECH",1616.6,22.85,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68.7,"MID_CAP"
"SANSERA",1765.5,8.66,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,68.7,"SMALL_CAP"
"BANKBARODA",300.75,11.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MID_CAP"
"ANURAS",1326.5,10.13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"SMALL_CAP"
"CUBEXTUB",119.44,7.18,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"JKTYRE",516.65,18.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65.3,"MID_CAP"
"PRECWIRE",248.55,16.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"SMALL_CAP"
"APEX",290.65,8.16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MICRO_CAP"
"POCL",1518.9,8.42,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"MID_CAP"
"CRAFTSMAN",7722.5,6.84,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,64,"SMALL_CAP"
"DIAMONDYD",1218,9.04,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"KARURVYSYA",269.4,12.51,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"ADANIENSOL",1046.4,13.44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62.7,"LARGE_CAP"
"BPCL",381.5,9.04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"SJS",1779.8,11.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62.7,"SMALL_CAP"
"BSOFT",432,6.76,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"INDUSTOWER",435.8,11.62,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,62,"LARGE_CAP"
"BHEL",291.45,12.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"BAJAJCON",265.7,6.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MICRO_CAP"
"AJANTPHARM",2938.4,7.44,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.3,"MID_CAP"
"AETHER",898.95,11.62,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,61.3,"SMALL_CAP"
"UNIVCABLES",957.9,14.78,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,61.3,"SMALL_CAP"
"BSLGOLDETF",117.53,10.81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"EGOLD",133.55,10.64,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"ARTEMISMED",278.9,7.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"PNBHOUSING",986.6,8.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"LARGE_CAP"
"ESCORTS",3820.6,2.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"SMALL_CAP"
"MOTHERSON",122.52,6.09,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60,"MID_CAP"
"BANKINDIA",146.99,11.54,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,"MID_CAP"
"ATHERENERG",738.5,14.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,"MID_CAP"
"CUMMINSIND",4470.6,4.22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MID_CAP"
"AUBANK",999.45,20.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"SMALL_CAP"
"CANFINHOME",931.45,9.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"REPCOHOME",429.15,6.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"APLAPOLLO",1970,8.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.7,"LARGE_CAP"
"5PAISA",375.8,1.42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58,"MID_CAP"
"ECLERX",4821.7,4.91,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58,"SMALL_CAP"
"BSE",2628,9.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"LARGE_CAP"
"BAJAJ-AUTO",9558,2.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,57.3,"LARGE_CAP"
"IFBAGRO",1483.8,45.32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,57.3,"MICRO_CAP"
"INDUSINDBK",890.2,10.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"LARGE_CAP"
"SETFGOLD",114,10.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"CUPID",524.9,76.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MID_CAP"
"GRANULES",619.2,6.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"SMALL_CAP"
"ACUTAAS",1750.8,9.45,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"SMALL_CAP"
"DCBBANK",175.89,18.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"RISHABH",425.9,22.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MICRO_CAP"
"CANBK",154.24,16.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MID_CAP"
"GRAPHITE",648.15,8.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MID_CAP"
"IIFLCAPS",379.8,15.63,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"BHARATFORG",1464.4,7.79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"KIRIINDUS",682.35,4.8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,54.7,"LARGE_CAP"
"ABCAPITAL",361.95,13.87,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"MID_CAP"
"HEG",624.15,10.27,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"CUB",289,21.26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54,"SMALL_CAP"
"ASHAPURMIN",862.3,19.08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"CANTABIL",289.4,4.48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54,"MICRO_CAP"
"TMB",518.4,10.21,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54,"MICRO_CAP"
"LTF",317.25,15.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"ASIANPAINT",2752,5.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53.3,"SMALL_CAP"
"IIFL",620.45,20.18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"SMALL_CAP"
"BHARTIHEXA",1810.4,2.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MICRO_CAP"
"MOVALUE",117.33,6.11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,53.3,"MICRO_CAP"
"ZFCVINDIA",14729,4.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"LARGE_CAP"
"BHARTIARTL",2110.4,4.4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52.7,"LARGE_CAP"
"GOLDBEES",110.52,10.66,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"SILVERIETF",224.95,39.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"LAURUSLABS",1110.4,12.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"SILVER",223.75,38.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"SMALL_CAP"
"ARMANFIN",1568.7,4.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"BHARATWIRE",179.81,2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"TVSMOTOR",3794.4,4.25,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"MID_CAP"
"PANAMAPET",306.9,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,52,"SMALL_CAP"
"STAR",911.35,1.49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"RRKABEL",1469.3,9.56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"MICRO_CAP"
"HINDCOPPER",522.65,42.24,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,51.3,"LARGE_CAP"
"HDFCSILVER",215.18,38.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51.3,"MID_CAP"
"MANAPPURAM",314.1,3.66,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,51.3,"MID_CAP"
"CHOLAFIN",1724,4.83,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,51.3,"SMALL_CAP"
"ASTRAL",1434.9,-0.86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50.7,"SMALL_CAP"
"FEDERALBNK",266.25,17.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"SMALL_CAP"
"AUROPHARMA",1193,4.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"SMALL_CAP"
"BELRISE",184.07,9.71,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,50.7,"SMALL_CAP"
"KTKBANK",206.92,9.12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"AXISGOLD",111.43,10.82,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"SMSPHARMA",313.45,5.09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"ESILVER",225.64,39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50.7,"MICRO_CAP"
"NH",1934.4,3.56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,50,"MID_CAP"
"DREDGECORP",997.3,26.37,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"GOLDIETF",114.48,10.73,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"CHOLAHLDNG",1878.6,-2.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"HDFCGOLD",114.1,10.68,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"SHRIPISTON",3144.8,9.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"SMALL_CAP"
"IMFA",1491.2,21.56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"CIEINDIA",434.05,1.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"360ONE",1179.7,3.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"GAEL",134.29,11.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"GOLDETF",129.72,10.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,50,"MICRO_CAP"
"LT",4140.4,6.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"LARGE_CAP"
"UPL",805.35,7.22,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,49.3,"MID_CAP"
"GOLD1",111.29,10.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,49.3,"MICRO_CAP"
"MCX",10989,19.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"LARGE_CAP"
"AXISBANK",1274.4,6.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MID_CAP"
"MUTHOOTFIN",3839,15.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"SMALL_CAP"
"SBILIFE",2040.4,6.62,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"SMALL_CAP"
"EMCURE",1401.8,1.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,48.7,"MICRO_CAP"
"GMBREW",1208.5,33.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,48.7,"MICRO_CAP"
