"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
1986,"UTISXN50","UTISXN50","MICRO_CAP",88.84,-0.1,-0.35,NA,28,48.9,"BULLISH",4.11,3,8,0,NA,277775.56,"SELL",2025-09-02
2038,"CYBERMEDIA","CYBERMEDIA","MICRO_CAP",16.57,0.18,3.56,NA,28,47.9,"BEARISH",-2.76,0,6,20,62.62,139316.45,"SELL",2025-09-02
2053,"MOPSE","MOPSE","MICRO_CAP",95.35,1.34,1.75,NA,28,46.2,"BEARISH",-0.58,2,11,0,NA,100817.11,"SELL",2025-09-02
2063,"ADL","ADL","MICRO_CAP",87.8,0.35,-0.94,NA,28,47.3,"NEUTRAL",41.59,8,4,0,10,52048.5,"SELL",2025-09-02
63,"PRAJIND","PRAJIND","MID_CAP",418.4,4.04,4.74,NA,27.3,43,"STRONG_BEARISH",-10.86,4,16,0,NA,2154485831.05,"SELL",2025-09-02
197,"AJANTPHARM","AJANTPHARM","SMALL_CAP",2480,1.14,-3.84,NA,27.3,34.2,"BEARISH",-0.4,4,9,0,10,779250741.8,"SELL",2025-09-02
229,"ICICIPRULI","ICICIPRULI","SMALL_CAP",610.65,0.3,-0.92,NA,27.3,43,"BULLISH",0.14,3,9,0,NA,674623603.1,"SELL",2025-09-02
243,"EMBDL","EMBDL","SMALL_CAP",98.73,4.71,2.66,NA,27.3,45.3,"BULLISH",-11.71,2,14,0,NA,602096243.65,"SELL",2025-09-02
301,"AMBUJACEM","AMBUJACEM","MICRO_CAP",567.25,0.03,-0.97,NA,27.3,39.3,"BEARISH",10.12,5,8,0,10,455572266.7,"SELL",2025-09-02
333,"POONAWALLA","POONAWALLA","MICRO_CAP",425.75,-0.69,-5.95,NA,27.3,40.6,"BULLISH",6.4,3,6,0,NA,409657388.45,"SELL",2025-09-02
357,"GICRE","GICRE","MICRO_CAP",370.95,0.04,-0.58,NA,27.3,41.4,"BEARISH",2.12,1,11,0,NA,366784195.65,"SELL",2025-09-02
572,"JUNIORBEES","JUNIORBEES","MICRO_CAP",719.6,0.44,0.14,NA,27.3,49.6,"BULLISH",4.43,2,8,0,NA,162022330.56,"SELL",2025-09-02
584,"SCHAEFFLER","SCHAEFFLER","MICRO_CAP",3857.1,-0.65,-2.15,NA,27.3,39.6,"BEARISH",2.02,1,12,0,NA,154541651.5,"SELL",2025-09-02
705,"EXICOM","EXICOM","MICRO_CAP",147.71,3.01,3.25,NA,27.3,45.9,"BEARISH",-13.99,2,16,0,NA,108246378.07,"SELL",2025-09-02
820,"MEDIASSIST","MEDIASSIST","MICRO_CAP",507.95,-0.5,-6.85,NA,27.3,39.4,"BULLISH",11.16,5,6,0,NA,73918399.65,"SELL",2025-09-02
908,"MANINDS","MANINDS","MICRO_CAP",389,0.4,-0.45,NA,27.3,41.9,"BEARISH",7.11,2,10,0,NA,54199905.2,"SELL",2025-09-02
935,"STERTOOLS","STERTOOLS","MICRO_CAP",320.8,0.2,3.32,NA,27.3,47.7,"BULLISH",-2.83,2,8,0,NA,48858653.5,"SELL",2025-09-02
991,"LGHL","LGHL","MICRO_CAP",730.1,5.13,3.18,NA,27.3,52.7,"BULLISH",7,3,4,0,NA,39547480.9,"SELL",2025-09-02
1004,"SARVESHWAR","SARVESHWAR","MICRO_CAP",7.62,-1.8,0.66,NA,27.3,44.1,"BULLISH",11.56,5,4,0,NA,38323197.23,"SELL",2025-09-02
1078,"TNPL","TNPL","MICRO_CAP",162.5,-0.31,0.51,NA,27.3,52.7,"BULLISH",8.32,3,6,0,NA,30437147.58,"SELL",2025-09-02
1108,"HATHWAY","HATHWAY","MICRO_CAP",14.57,0.55,-0.88,NA,27.3,42.7,"BULLISH",1.83,1,13,0,NA,28063999.39,"SELL",2025-09-02
1202,"NPST","NPST","MICRO_CAP",2116.6,-0.11,-5.14,NA,27.3,48,"NEUTRAL",11.28,5,6,0,NA,20232502.4,"SELL",2025-09-02
1249,"AFSL","AFSL","MICRO_CAP",218.14,3.46,-0.86,NA,27.3,44.1,"BEARISH",-2.85,4,11,0,10,17174436.12,"SELL",2025-09-02
1250,"BFSI","BFSI","MICRO_CAP",26.46,-0.6,-1.38,NA,27.3,33.5,"BEARISH",0.56,5,6,0,10,17158821.37,"SELL",2025-09-02
1293,"NIITMTS","NIITMTS","MICRO_CAP",334.1,0.27,2.55,NA,27.3,53.8,"BEARISH",3.53,3,12,0,NA,14473658.9,"SELL",2025-09-02
1427,"ASHIANA","ASHIANA","MICRO_CAP",314.25,1.21,-2.69,NA,27.3,48.7,"BULLISH",-4.97,0,8,15,52.96,8196923.8,"SELL",2025-09-02
1506,"CSLFINANCE","CSLFINANCE","MICRO_CAP",292.25,-2.01,-0.17,NA,27.3,39.6,"STRONG_BEARISH",-10.2,2,6,15,55.15,5571535.9,"SELL",2025-09-02
1649,"METAL","METAL","MICRO_CAP",9.42,0.86,0.96,NA,27.3,52.1,"BULLISH",6.73,3,8,0,NA,2788209.8,"SELL",2025-09-02
1660,"HDFCNEXT50","HDFCNEXT50","MICRO_CAP",68.08,0.25,0.1,NA,27.3,49,"BULLISH",4.58,2,8,0,NA,2552538.19,"SELL",2025-09-02
1697,"ISFT","ISFT","MICRO_CAP",99.94,0.18,-0.73,NA,27.3,45.4,"BEARISH",-5.81,2,15,0,NA,2071299.57,"SELL",2025-09-02
1803,"SURANAT&P","SURANAT&P","MICRO_CAP",19.18,-0.26,3.4,NA,27.3,58.2,"BEARISH",4.89,2,12,0,NA,1140130.75,"SELL",2025-09-02
1807,"MHLXMIRU","MHLXMIRU","MICRO_CAP",219.08,0.6,0.11,NA,27.3,48.4,"STRONG_BEARISH",4.8,2,13,0,NA,1134347.38,"SELL",2025-09-02
1943,"LPDC","LPDC","MICRO_CAP",7.77,-0.51,-2.51,NA,27.3,40.6,"BEARISH",-2.94,2,12,0,NA,444618.94,"SELL",2025-09-02
1967,"OBCL","OBCL","MICRO_CAP",55.36,1.56,-1.74,NA,27.3,50.3,"STRONG_BULLISH",4.42,1,11,0,NA,353160.55,"SELL",2025-09-02
1971,"SDL26BEES","SDL26BEES","MICRO_CAP",132.43,-0.21,0.09,NA,27.3,52,"BULLISH",4.13,2,10,0,NA,333624.84,"SELL",2025-09-02
1997,"AXISBPSETF","AXISBPSETF","MICRO_CAP",12.9,0.16,0.39,NA,27.3,61.6,"STRONG_BULLISH",5.12,3,6,0,10,242338.94,"SELL",2025-09-02
2005,"UNIENTER","UNIENTER","MICRO_CAP",154.73,0.39,0.98,NA,27.3,49.4,"STRONG_BEARISH",7.29,2,12,0,NA,220387.54,"SELL",2025-09-02
2055,"SELMC","SELMC","MICRO_CAP",30.11,-0.89,0.23,NA,27.3,43.5,"NEUTRAL",10.1,6,6,0,NA,91640.07,"SELL",2025-09-02
2068,"KHANDSE","KHANDSE","MICRO_CAP",24.08,1.73,1.26,NA,27.3,46.6,"BEARISH",7.75,2,10,0,NA,37814.92,"SELL",2025-09-02
116,"TATAPOWER","TATAPOWER","MID_CAP",386.05,1.45,2.2,NA,26.7,49.1,"BEARISH",2.74,1,11,0,NA,1296814031.8,"SELL",2025-09-02
150,"RAILTEL","RAILTEL","MID_CAP",352.25,3.79,2.59,NA,26.7,45.4,"BEARISH",-12.65,4,12,0,NA,1017048434.1,"SELL",2025-09-02
186,"TITAGARH","TITAGARH","SMALL_CAP",848.6,0.66,-2.38,NA,26.7,49,"BULLISH",1.78,2,13,0,NA,862001274.65,"SELL",2025-09-02
192,"TIMKEN","TIMKEN","SMALL_CAP",2931.3,-0.02,-0.34,NA,26.7,41,"BULLISH",-6.83,4,10,0,NA,795791215.3,"SELL",2025-09-02
210,"PAGEIND","PAGEIND","SMALL_CAP",45160,0.76,-0.76,NA,26.7,47.3,"BULLISH",4.3,1,13,0,NA,739664760,"SELL",2025-09-02
319,"TATATECH","TATATECH","MICRO_CAP",681.1,0.58,0.29,NA,26.7,48.8,"BEARISH",0.16,1,10,0,NA,427214728.6,"SELL",2025-09-02
403,"KITEX","KITEX","MICRO_CAP",196.22,4.97,9.93,NA,26.7,46.9,"NEUTRAL",2.85,2,7,0,NA,313701885.77,"SELL",2025-09-02
510,"GPPL","GPPL","MICRO_CAP",152.34,-0.03,-2.48,NA,26.7,43.3,"BEARISH",2.02,2,8,0,NA,207163243.48,"SELL",2025-09-02
586,"INDIAMART","INDIAMART","MICRO_CAP",2548,-2.01,-4.02,NA,26.7,45,"BULLISH",6.09,2,10,0,NA,153180420.6,"SELL",2025-09-02
610,"ADVENZYMES","ADVENZYMES","MICRO_CAP",341.25,0.8,13.05,NA,26.7,59.7,"BULLISH",8.78,3,4,0,10,144953267.15,"SELL",2025-09-02
656,"SANDHAR","SANDHAR","MICRO_CAP",452.1,0.6,4.97,NA,26.7,49.1,"BULLISH",-14.56,4,11,0,NA,128107791.7,"SELL",2025-09-02
745,"JSFB","JSFB","MICRO_CAP",491.15,0.11,-0.18,NA,26.7,57.3,"BEARISH",4.68,3,10,0,NA,94505868.55,"SELL",2025-09-02
774,"PATELENG","PATELENG","MICRO_CAP",38.1,2.23,0.79,NA,26.7,48.4,"BEARISH",-1.37,1,15,0,NA,85357461.02,"SELL",2025-09-02
814,"HONASA","HONASA","MICRO_CAP",297.25,-0.64,0.19,NA,26.7,59.8,"BULLISH",2.65,3,10,0,NA,75562263.2,"SELL",2025-09-02
826,"SPANDANA","SPANDANA","MICRO_CAP",252.95,2.33,2.37,NA,26.7,48.2,"BEARISH",-1.76,2,9,0,NA,71727903.96,"SELL",2025-09-02
832,"EMCURE","EMCURE","MICRO_CAP",1365.1,-1.19,-7.05,NA,26.7,40.4,"STRONG_BULLISH",7.8,3,6,0,NA,70742937.9,"SELL",2025-09-02
861,"KIRLPNU","KIRLPNU","MICRO_CAP",1285.6,1.63,4.11,NA,26.7,48.7,"BEARISH",-0.64,0,13,0,NA,64145495.3,"SELL",2025-09-02
922,"ANUP","ANUP","MICRO_CAP",2310.6,2.75,3.32,NA,26.7,41.9,"STRONG_BEARISH",-6.99,0,16,5,30.78,50701792.2,"SELL",2025-09-02
931,"RAINBOW","RAINBOW","MICRO_CAP",1506.2,0.37,-0.11,NA,26.7,45.2,"BULLISH",7.5,2,8,0,NA,49042444.9,"SELL",2025-09-02
1023,"ARTEMISMED","ARTEMISMED","MICRO_CAP",224.84,-0.26,1.21,NA,26.7,34.4,"STRONG_BEARISH",-6.86,1,8,15,50.87,36245226.74,"SELL",2025-09-02
1029,"RPEL","RPEL","MICRO_CAP",620.35,4.02,8.05,NA,26.7,52.3,"STRONG_BEARISH",-8,4,14,0,NA,35682152.75,"SELL",2025-09-02
1050,"RADIANTCMS","RADIANTCMS","MICRO_CAP",57.93,-5.79,-1.6,NA,26.7,49.4,"BEARISH",-2.02,2,10,0,NA,33700261.04,"SELL",2025-09-02
1058,"EXCELINDUS","EXCELINDUS","MICRO_CAP",1198.6,-2.27,-2.06,NA,26.7,40.1,"BEARISH",1.51,2,8,0,NA,32608049,"SELL",2025-09-02
1207,"ORCHPHARMA","ORCHPHARMA","MICRO_CAP",735.35,0.9,-4.72,NA,26.7,45.6,"BEARISH",10.38,5,6,0,NA,19994066.8,"SELL",2025-09-02
1248,"GUFICBIO","GUFICBIO","MICRO_CAP",366.4,0.91,-2.8,NA,26.7,48,"BULLISH",6.77,2,10,0,NA,17255215.45,"SELL",2025-09-02
1350,"STEELXIND","STEELXIND","MICRO_CAP",9.06,1,0.11,NA,26.7,34.9,"BEARISH",15.49,6,6,0,NA,11480034.16,"SELL",2025-09-02
1420,"HARSHA","HARSHA","MICRO_CAP",403.75,0.64,-0.94,NA,26.7,45.6,"BULLISH",8.69,2,8,0,NA,8446542.8,"SELL",2025-09-02
1455,"HGS","HGS","MICRO_CAP",523.35,1.46,0.12,NA,26.7,40.1,"BEARISH",2.53,1,13,0,NA,7161463.35,"SELL",2025-09-02
1513,"PYRAMID","PYRAMID","MICRO_CAP",164.68,0.38,0.87,NA,26.7,53.3,"BULLISH",-4.19,0,15,0,NA,5495572.62,"SELL",2025-09-02
1517,"TOP100CASE","TOP100CASE","MICRO_CAP",10.52,0,-0.28,NA,26.7,46.7,"BULLISH",3.03,2,8,0,NA,5386025.62,"SELL",2025-09-02
1522,"SANOFICONR","SANOFICONR","MICRO_CAP",5097.5,0.15,-0.57,NA,26.7,47.4,"BULLISH",4.62,2,12,0,NA,5252781.5,"SELL",2025-09-02
1537,"SIS","SIS","MICRO_CAP",365.8,0.29,-0.31,NA,26.7,48.9,"BEARISH",3.28,1,12,0,NA,4888422.2,"SELL",2025-09-02
1563,"SATIA","SATIA","MICRO_CAP",83.08,-0.85,-2.73,NA,26.7,48.3,"BULLISH",6.18,3,8,0,NA,4445866.9,"SELL",2025-09-02
1584,"MENONBE","MENONBE","MICRO_CAP",125.82,-0.37,3.11,NA,26.7,46.5,"BULLISH",8.18,2,8,0,NA,4003822.41,"SELL",2025-09-02
1604,"ALANKIT","ALANKIT","MICRO_CAP",14.08,0.93,-1.12,NA,26.7,34.4,"BEARISH",1.97,2,10,0,10,3534421.74,"SELL",2025-09-02
1612,"AKSHOPTFBR","AKSHOPTFBR","MICRO_CAP",7.96,9.94,6.85,NA,26.7,51.2,"BEARISH",-7.18,4,14,0,10,3390594.61,"SELL",2025-09-02
1748,"BPL","BPL","MICRO_CAP",79.3,-0.85,1.3,NA,26.7,47.1,"BULLISH",-8.46,0,8,20,63.76,1570945.96,"SELL",2025-09-02
1798,"BBETF0432","BBETF0432","MICRO_CAP",1283.11,0.02,0.18,NA,26.7,48,"BULLISH",4.04,1,12,0,10,1150157.47,"SELL",2025-09-02
1832,"PSUBANKADD","PSUBANKADD","MICRO_CAP",68.9,0.25,-0.14,NA,26.7,43,"BEARISH",3.65,2,9,0,NA,967148.35,"SELL",2025-09-02
1852,"BEARDSELL","BEARDSELL","MICRO_CAP",28.93,-0.14,-0.1,NA,26.7,39.5,"BEARISH",-5.5,0,10,20,60.18,876494.98,"SELL",2025-09-02
1859,"KAPSTON","KAPSTON","MICRO_CAP",244.91,0.3,0.66,NA,26.7,49.1,"BULLISH",4.97,1,12,0,NA,808028.8,"SELL",2025-09-02
1887,"JETFREIGHT","JETFREIGHT","MICRO_CAP",13.47,-2.32,-0.96,NA,26.7,44.4,"BEARISH",0.2,1,8,0,NA,696245.64,"SELL",2025-09-02
1979,"MAHESHWARI","MAHESHWARI","MICRO_CAP",58.83,-0.37,-0.61,NA,26.7,42.8,"BEARISH",6.24,2,12,0,NA,307177.34,"SELL",2025-09-02
2000,"AROGRANITE","AROGRANITE","MICRO_CAP",35.85,0.87,0.08,NA,26.7,43.7,"BEARISH",-8.65,0,10,15,58.63,233663.71,"SELL",2025-09-02
2006,"RETAIL","RETAIL","MICRO_CAP",37.08,-2.6,-10.35,NA,26.7,45.1,"BULLISH",9.45,4,4,0,NA,218739.67,"SELL",2025-09-02
2046,"MANOMAY","MANOMAY","MICRO_CAP",169.68,0.88,2.62,NA,26.7,55.3,"BEARISH",2.3,3,12,0,NA,108188.04,"SELL",2025-09-02
2059,"BANG","BANG","MICRO_CAP",49.83,0.34,-0.28,NA,26.7,37.4,"BEARISH",-6.08,0,10,20,61.37,74900.49,"SELL",2025-09-02
2076,"NKIND","NKIND","MICRO_CAP",69,1.58,-0.4,NA,26.7,54.8,"BEARISH",4.95,3,10,0,NA,11845.28,"SELL",2025-09-02
98,"BDL","BDL","MID_CAP",1471.1,0.85,-0.44,NA,26,36.3,"STRONG_BEARISH",-18.87,0,8,25,73.31,1464104977.8,"SELL",2025-09-02
118,"POWERINDIA","POWERINDIA","MID_CAP",18815,-0.67,-4.88,NA,26,40.2,"BULLISH",4.48,1,12,0,NA,1279748110,"SELL",2025-09-02
138,"UBL","UBL","MID_CAP",1840.4,2.48,-0.72,NA,26,35.7,"STRONG_BEARISH",-1.53,4,11,0,NA,1076434500.5,"SELL",2025-09-02
142,"IDFCFIRSTB","IDFCFIRSTB","MID_CAP",69.49,0.8,1.06,NA,26,47.5,"BULLISH",2.78,2,9,0,NA,1057976662.93,"SELL",2025-09-02
183,"IDBI","IDBI","SMALL_CAP",89.19,2.46,-2.92,NA,26,45.3,"BULLISH",1.79,2,14,0,NA,864760123.56,"SELL",2025-09-02
222,"ENGINERSIN","ENGINERSIN","SMALL_CAP",203.43,1.17,3.96,NA,26,47.6,"BEARISH",-4.24,2,13,0,NA,696021435.93,"SELL",2025-09-02
338,"TEXRAIL","TEXRAIL","MICRO_CAP",141.09,1.64,1.97,NA,26,45.2,"BEARISH",-9.05,2,13,0,NA,400712802.3,"SELL",2025-09-02
359,"NAM-INDIA","NAM-INDIA","MICRO_CAP",790.25,-1.19,-4.29,NA,26,42,"STRONG_BULLISH",7.84,2,6,0,NA,365097684.75,"SELL",2025-09-02
372,"STLTECH","STLTECH","MICRO_CAP",108.01,1.28,-14.11,NA,26,36.1,"BULLISH",5.72,3,2,0,NA,344654705.45,"SELL",2025-09-02
645,"LLOYDSENGG","LLOYDSENGG","MICRO_CAP",64.94,0.17,0.06,NA,26,40.7,"BEARISH",17.13,6,2,0,NA,132675262.71,"SELL",2025-09-02
683,"POLYMED","POLYMED","MICRO_CAP",2077.6,0.29,-0.02,NA,26,55.4,"BEARISH",4.62,3,10,0,NA,115692379.5,"SELL",2025-09-02
706,"SOUTHBANK","SOUTHBANK","MICRO_CAP",29.48,0.14,0.17,NA,26,48.4,"BULLISH",4.67,2,10,0,NA,108170448.71,"SELL",2025-09-02
722,"LIQUIDETF","LIQUIDETF","MICRO_CAP",1000,0,0,NA,26,54,"STRONG_BULLISH",3.78,1,8,0,NA,103154142.89,"SELL",2025-09-02
734,"KSB","KSB","MICRO_CAP",832.6,1.43,-0.92,NA,26,53,"BULLISH",4.35,1,10,0,NA,98653835.5,"SELL",2025-09-02
780,"MEDPLUS","MEDPLUS","MICRO_CAP",847.4,1.72,0.63,NA,26,49.2,"BEARISH",1.08,1,10,0,NA,82482577.1,"SELL",2025-09-02
809,"PARKHOTELS","PARKHOTELS","MICRO_CAP",152.49,1.45,0.63,NA,26,48.4,"BEARISH",-1.02,0,17,0,NA,75947066.18,"SELL",2025-09-02
860,"UTIAMC","UTIAMC","MICRO_CAP",1305.8,0.68,-3.23,NA,26,43,"BULLISH",7.77,3,6,0,NA,64396786,"SELL",2025-09-02
1044,"GEOJITFSL","GEOJITFSL","MICRO_CAP",74.11,2.31,2.79,NA,26,49.8,"BEARISH",-3.35,2,14,0,NA,34423834.8,"SELL",2025-09-02
1117,"DREDGECORP","DREDGECORP","MICRO_CAP",612.05,2.47,1.67,NA,26,38.3,"STRONG_BEARISH",-9.6,2,18,0,NA,27037901.6,"SELL",2025-09-02
1189,"GROWWRAIL","GROWWRAIL","MICRO_CAP",34.69,2.45,2.39,NA,26,45.4,"STRONG_BEARISH",-4.33,2,16,0,NA,21202082.01,"SELL",2025-09-02
1200,"RPGLIFE","RPGLIFE","MICRO_CAP",2336,-0.16,1.49,NA,26,48.6,"BULLISH",1.86,1,8,0,NA,20378632,"SELL",2025-09-02
1221,"XPROINDIA","XPROINDIA","MICRO_CAP",1188.7,0.28,6.43,NA,26,60.3,"BEARISH",2.73,3,6,0,NA,19264009.2,"SELL",2025-09-02
1222,"EBBETF0430","EBBETF0430","MICRO_CAP",1528.98,0.03,-0.01,NA,26,51.6,"BULLISH",4.42,1,10,0,NA,19248094.23,"SELL",2025-09-02
1263,"ICRA","ICRA","MICRO_CAP",6387,2.04,2.13,NA,26,52.5,"BULLISH",-0.8,0,17,0,NA,16267083.5,"SELL",2025-09-02
1322,"BANSALWIRE","BANSALWIRE","MICRO_CAP",363,0.72,0.37,NA,26,39.3,"BEARISH",-1.09,0,6,15,51.32,12456173.3,"SELL",2025-09-02
1413,"NILKAMAL","NILKAMAL","MICRO_CAP",1568.6,1.03,0.84,NA,26,41.1,"STRONG_BEARISH",-2.67,1,15,0,NA,8795422.4,"SELL",2025-09-02
1433,"NDL","NDL","MICRO_CAP",3.46,3.9,2.98,NA,26,47.6,"STRONG_BEARISH",-3.71,1,16,0,NA,7978047.51,"SELL",2025-09-02
1438,"CLSEL","CLSEL","MICRO_CAP",287.75,0.77,0.93,NA,26,40.4,"STRONG_BEARISH",-11.02,0,10,20,67.84,7809762.65,"SELL",2025-09-02
1461,"RITCO","RITCO","MICRO_CAP",278.7,-0.98,2.61,NA,26,45.9,"BEARISH",5.68,3,10,0,NA,6857329,"SELL",2025-09-02
1530,"JAYSREETEA","JAYSREETEA","MICRO_CAP",98.98,0.33,-0.81,NA,26,34.5,"BEARISH",-2.37,0,13,0,NA,5051532.82,"SELL",2025-09-02
1632,"HDFCSENSEX","HDFCSENSEX","MICRO_CAP",90.3,-0.17,-0.73,NA,26,42,"BULLISH",1.85,2,6,0,NA,3051057.47,"SELL",2025-09-02
1635,"SHARIABEES","SHARIABEES","MICRO_CAP",502.61,0.03,-0.22,NA,26,55.5,"BEARISH",2.32,2,12,0,NA,3009976.61,"SELL",2025-09-02
1657,"ABAN","ABAN","MICRO_CAP",46.19,1.58,-3.61,NA,26,48.9,"NEUTRAL",-15.59,1,8,20,60.53,2660618.65,"SELL",2025-09-02
1776,"KANANIIND","KANANIIND","MICRO_CAP",2.01,0,2.03,NA,26,49.3,"BEARISH",-1.41,5,6,0,NA,1363027.23,"SELL",2025-09-02
1789,"PRIMESECU","PRIMESECU","MICRO_CAP",268.1,-1.02,4.3,NA,26,49.2,"BEARISH",7.16,2,6,0,NA,1220117.5,"SELL",2025-09-02
1790,"EBBETF0433","EBBETF0433","MICRO_CAP",1245.99,-0.04,-0.18,NA,26,41,"BULLISH",3.58,1,12,0,NA,1219671.55,"SELL",2025-09-02
1835,"OILCOUNTUB","OILCOUNTUB","MICRO_CAP",80.89,-1.35,-2.57,NA,26,38.5,"BEARISH",8.37,2,10,0,NA,960531.9,"SELL",2025-09-02
1840,"SMSLIFE","SMSLIFE","MICRO_CAP",1137.3,-0.99,3.73,NA,26,50.2,"BEARISH",3.91,2,12,0,NA,929755.5,"SELL",2025-09-02
1846,"LICNETFGSC","LICNETFGSC","MICRO_CAP",28.11,0.18,0.29,NA,26,38.5,"BEARISH",3,1,12,0,NA,913791.46,"SELL",2025-09-02
1872,"MOTOUR","MOTOUR","MICRO_CAP",91.15,0.11,-1.63,NA,26,46,"NEUTRAL",6.21,3,11,0,NA,762348.03,"SELL",2025-09-02
1921,"ARCHIDPLY","ARCHIDPLY","MICRO_CAP",98.4,-0.89,0.83,NA,26,42.3,"BEARISH",-4.45,0,10,15,59.4,540012.42,"SELL",2025-09-02
1938,"GLOSTERLTD","GLOSTERLTD","MICRO_CAP",675.85,0.09,3.29,NA,26,51.8,"BULLISH",0.91,3,12,0,NA,463143.3,"SELL",2025-09-02
1977,"SELECTIPO","SELECTIPO","MICRO_CAP",48.9,-0.12,-0.73,NA,26,49.1,"BULLISH",6.25,3,8,0,NA,309783.38,"SELL",2025-09-02
2050,"GSEC10IETF","GSEC10IETF","MICRO_CAP",255.99,0.33,0.73,NA,26,47.2,"BEARISH",3.91,1,13,0,NA,105118.64,"SELL",2025-09-02
28,"INDIGO","INDIGO","LARGE_CAP",5665.5,-0.08,-6.36,NA,25.3,38.4,"STRONG_BULLISH",8.89,3,6,0,NA,3284229819.5,"SELL",2025-09-02
108,"POLICYBZR","POLICYBZR","MID_CAP",1826.3,0.55,-0.48,NA,25.3,49.1,"STRONG_BULLISH",-0.16,1,11,0,NA,1361714456.1,"SELL",2025-09-02
148,"INDHOTEL","INDHOTEL","MID_CAP",765.6,0.76,-0.45,NA,25.3,50.5,"BULLISH",3.77,2,10,0,NA,1028892355.4,"SELL",2025-09-02
162,"AUROPHARMA","AUROPHARMA","SMALL_CAP",1022.2,-0.27,-2.24,NA,25.3,34.9,"STRONG_BEARISH",-3.06,0,8,20,67.41,971018677.2,"SELL",2025-09-02
165,"CAMS","CAMS","SMALL_CAP",3802,-0.98,2.03,NA,25.3,46,"BEARISH",-4.99,1,4,15,53.24,949615318.2,"SELL",2025-09-02
190,"PNB","PNB","SMALL_CAP",102.86,0.56,0.09,NA,25.3,40.9,"BEARISH",3.61,1,9,0,NA,809540808.14,"SELL",2025-09-02
223,"SHREECEM","SHREECEM","SMALL_CAP",29995,0.42,-0.38,NA,25.3,45.1,"BEARISH",7.66,2,8,0,NA,695337160,"SELL",2025-09-02
293,"JPPOWER","JPPOWER","SMALL_CAP",18.38,-0.76,1.83,NA,25.3,42.3,"BEARISH",9.96,3,6,0,NA,468653088.51,"SELL",2025-09-02
340,"MSUMI","MSUMI","MICRO_CAP",43,2.43,3.34,NA,25.3,50.5,"BEARISH",-24.43,5,18,0,NA,396603267.43,"SELL",2025-09-02
364,"LIQUIDADD","LIQUIDADD","MICRO_CAP",1088.85,0.01,0.08,NA,25.3,100,"STRONG_BULLISH",4.78,2,12,0,NA,358189512,"SELL",2025-09-02
429,"NATCOPHARM","NATCOPHARM","MICRO_CAP",865.65,0.1,1.22,NA,25.3,38.9,"BEARISH",2.7,1,13,0,NA,277266847.2,"SELL",2025-09-02
489,"GRAPHITE","GRAPHITE","MICRO_CAP",518.85,0.18,-0.37,NA,25.3,40.9,"BEARISH",-1.02,1,9,0,NA,223093411.4,"SELL",2025-09-02
529,"LIQUID1","LIQUID1","MICRO_CAP",1066.65,0.01,0.08,NA,25.3,100,"STRONG_BULLISH",4.8,2,12,0,NA,190765719.44,"SELL",2025-09-02
564,"TARIL","TARIL","MICRO_CAP",500.95,0.19,0.18,NA,25.3,48.9,"BEARISH",5.42,2,10,0,NA,166936387.4,"SELL",2025-09-02
588,"PSPPROJECT","PSPPROJECT","MICRO_CAP",703.35,2.69,1.71,NA,25.3,50.2,"BULLISH",-0.42,0,4,0,NA,152353209.85,"SELL",2025-09-02
589,"FLUOROCHEM","FLUOROCHEM","MICRO_CAP",3410.4,0.43,0.88,NA,25.3,45.2,"STRONG_BEARISH",4.58,1,15,0,NA,152335215.7,"SELL",2025-09-02
622,"BSOFT","BSOFT","MICRO_CAP",376.9,0.51,1.98,NA,25.3,44.5,"STRONG_BEARISH",-6.78,0,12,15,55.22,140203651.5,"SELL",2025-09-02
663,"BANKNIFTY1","BANKNIFTY1","MICRO_CAP",554.58,-0.64,-1.58,NA,25.3,31,"BEARISH",-0.13,4,6,0,10,124688958.37,"SELL",2025-09-02
716,"JBCHEPHARM","JBCHEPHARM","MICRO_CAP",1715.4,-0.59,-0.21,NA,25.3,50.2,"STRONG_BULLISH",0.55,1,12,0,NA,104905809,"SELL",2025-09-02
804,"MICEL","MICEL","MICRO_CAP",51.51,-0.43,5.49,NA,25.3,54.9,"BEARISH",-0.88,2,8,0,NA,76485862.75,"SELL",2025-09-02
812,"FINOPB","FINOPB","MICRO_CAP",282.2,-0.95,4.54,NA,25.3,60.9,"BULLISH",0.59,5,8,0,NA,75646479.35,"SELL",2025-09-02
840,"IPL","IPL","MICRO_CAP",212.31,0.31,-2.74,NA,25.3,45.6,"BULLISH",6.04,2,8,0,NA,69770658.82,"SELL",2025-09-02
904,"DHANUKA","DHANUKA","MICRO_CAP",1645,1.24,2.81,NA,25.3,51.1,"BEARISH",3.34,1,6,0,NA,54565814.3,"SELL",2025-09-02
1088,"MOTISONS","MOTISONS","MICRO_CAP",19.24,1.32,-2.14,NA,25.3,43.6,"BULLISH",-1.21,0,13,0,NA,29537116.79,"SELL",2025-09-02
