"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
215,"JMFINANCIL","JMFINANCIL","SMALL_CAP",183.25,-0.98,-1.84,NA,36.7,57,"STRONG_BULLISH",34.48,12,8,0,NA,717175955.38,"WEAK_HOLD",2025-09-02
225,"COROMANDEL","COROMANDEL","SMALL_CAP",2305.6,-1.44,-2.8,NA,36.7,43.7,"BULLISH",3.34,1,10,15,54.33,690938822.2,"WEAK_HOLD",2025-09-02
279,"ROHLTD","ROHLTD","SMALL_CAP",560.95,13.44,11.72,NA,36.7,75.3,"STRONG_BULLISH",51.93,12,9,0,NA,505010265.7,"WEAK_HOLD",2025-09-02
309,"STARHEALTH","STARHEALTH","MICRO_CAP",439.75,-2.17,1.08,NA,36.7,50.3,"STRONG_BULLISH",7.07,4,10,0,NA,440817082.35,"WEAK_HOLD",2025-09-02
317,"SCI","SCI","MICRO_CAP",220.02,1.15,4.37,NA,36.7,59.1,"BULLISH",3.97,3,15,0,NA,428410404.11,"WEAK_HOLD",2025-09-02
415,"DHANI","DHANI","MICRO_CAP",64.3,2.96,1.5,NA,36.7,54.5,"BULLISH",2.01,4,16,0,NA,300040163.39,"WEAK_HOLD",2025-09-02
513,"KIMS","KIMS","MICRO_CAP",736.95,1.3,-1.19,NA,36.7,49.6,"STRONG_BULLISH",20.28,6,11,0,NA,206016815.05,"WEAK_HOLD",2025-09-02
527,"ZUARIIND","ZUARIIND","MICRO_CAP",309.75,-1.32,-4.01,NA,36.7,50.3,"STRONG_BULLISH",16.09,9,4,0,NA,191470219.45,"WEAK_HOLD",2025-09-02
598,"SENCO","SENCO","MICRO_CAP",380.55,0.59,1.75,NA,36.7,62.2,"BULLISH",16.25,10,11,0,NA,148891519.5,"WEAK_HOLD",2025-09-02
648,"GOPAL","GOPAL","MICRO_CAP",358.6,-5.07,-3.36,NA,36.7,47.9,"STRONG_BULLISH",4.85,5,10,0,NA,131355915.3,"WEAK_HOLD",2025-09-02
783,"HCG","HCG","MICRO_CAP",669.55,-0.23,-2.43,NA,36.7,62.9,"STRONG_BULLISH",28.87,10,10,0,NA,81710323.8,"WEAK_HOLD",2025-09-02
829,"AARTIDRUGS","AARTIDRUGS","MICRO_CAP",469.55,-0.82,-0.11,NA,36.7,41.5,"BEARISH",10.34,6,10,0,27.96,71268533.1,"WEAK_HOLD",2025-09-02
830,"SHREDIGCEM","SHREDIGCEM","MICRO_CAP",95.07,-0.18,-1.97,NA,36.7,59.3,"STRONG_BULLISH",25.01,12,8,0,NA,70889603.22,"WEAK_HOLD",2025-09-02
862,"NESCO","NESCO","MICRO_CAP",1416.4,-2.03,-1.57,NA,36.7,58.7,"STRONG_BULLISH",41.73,10,10,0,NA,64128661.5,"WEAK_HOLD",2025-09-02
917,"DCW","DCW","MICRO_CAP",74.62,1.65,-0.32,NA,36.7,45.5,"BEARISH",3.46,1,11,20,64.46,52105876.67,"WEAK_HOLD",2025-09-02
942,"FILATEX","FILATEX","MICRO_CAP",53.36,1.12,2.4,NA,36.7,46,"BEARISH",5.03,3,15,0,NA,48364480.19,"WEAK_HOLD",2025-09-02
1089,"PILANIINVS","PILANIINVS","MICRO_CAP",5090.7,0.84,3.29,NA,36.7,52.7,"BULLISH",3.81,6,9,0,NA,29531406.9,"WEAK_HOLD",2025-09-02
1130,"ALEMBICLTD","ALEMBICLTD","MICRO_CAP",103.72,1.89,0.08,NA,36.7,38.4,"BEARISH",-2.99,0,13,20,63.73,25833059.82,"WEAK_HOLD",2025-09-02
1232,"AUTOIETF","AUTOIETF","MICRO_CAP",26.29,-0.15,1.08,NA,36.7,67.8,"STRONG_BULLISH",12.55,7,12,0,10,18741632.03,"WEAK_HOLD",2025-09-02
1236,"WANBURY","WANBURY","MICRO_CAP",279.25,0.96,-2.07,NA,36.7,56,"BULLISH",39.09,12,11,0,NA,18134822,"WEAK_HOLD",2025-09-02
1238,"FLAIR","FLAIR","MICRO_CAP",309,-1.28,0.64,NA,36.7,47.2,"BULLISH",27.43,8,10,0,NA,17939294.65,"WEAK_HOLD",2025-09-02
1272,"UNIPARTS","UNIPARTS","MICRO_CAP",408.3,2.55,4.08,NA,36.7,59.9,"STRONG_BULLISH",13.51,9,10,0,NA,15601878.3,"WEAK_HOLD",2025-09-02
1312,"20MICRONS","20MICRONS","MICRO_CAP",232.56,0.25,1.59,NA,36.7,47.5,"BULLISH",7.6,2,8,15,53.32,13498086.88,"WEAK_HOLD",2025-09-02
1452,"DYNPRO","DYNPRO","MICRO_CAP",376.35,2.13,-3.88,NA,36.7,54.8,"STRONG_BULLISH",39.35,10,10,0,NA,7226622.8,"WEAK_HOLD",2025-09-02
1457,"MAXIND","MAXIND","MICRO_CAP",220.94,0.3,2.06,NA,36.7,62.5,"STRONG_BULLISH",22.94,7,12,0,NA,7021038.79,"WEAK_HOLD",2025-09-02
1469,"MMP","MMP","MICRO_CAP",275.65,0.55,0.55,NA,36.7,53.6,"BULLISH",9.28,5,13,0,NA,6725422.4,"WEAK_HOLD",2025-09-02
1481,"UFO","UFO","MICRO_CAP",74.21,-0.39,-0.43,NA,36.7,48.3,"STRONG_BULLISH",10.63,5,8,0,NA,6353718.48,"WEAK_HOLD",2025-09-02
1515,"SINCLAIR","SINCLAIR","MICRO_CAP",99.93,2.29,0.33,NA,36.7,52.8,"BULLISH",15.81,6,10,0,NA,5466204.98,"WEAK_HOLD",2025-09-02
1583,"ATL","ATL","MICRO_CAP",27.84,-0.25,3.23,NA,36.7,42.2,"BEARISH",1.16,1,8,15,57.09,4021083.92,"WEAK_HOLD",2025-09-02
1680,"NV20","NV20","MICRO_CAP",146.77,0.06,-0.37,NA,36.7,52.7,"BULLISH",2.04,3,15,0,NA,2279075.95,"WEAK_HOLD",2025-09-02
1793,"BLBLIMITED","BLBLIMITED","MICRO_CAP",15.76,3.21,0.13,NA,36.7,51.8,"BULLISH",8.08,3,10,10,49.27,1180624.47,"WEAK_HOLD",2025-09-02
1894,"GROWWLOVOL","GROWWLOVOL","MICRO_CAP",10.23,0.29,0.39,NA,36.7,60.6,"NEUTRAL",6.29,4,15,0,NA,670794.6,"WEAK_HOLD",2025-09-02
60,"TVSMOTOR","TVSMOTOR","MID_CAP",3369.6,0.4,2.97,NA,36,78.1,"STRONG_BULLISH",23.61,10,10,0,NA,2164618043.9,"WEAK_HOLD",2025-09-02
77,"DMART","DMART","MID_CAP",4680,-1.16,-0.77,NA,36,66,"STRONG_BULLISH",12.61,9,10,0,NA,1855237799.3,"WEAK_HOLD",2025-09-02
153,"OLECTRA","OLECTRA","SMALL_CAP",1572.3,-0.68,-1.28,NA,36,62.7,"STRONG_BULLISH",40.86,10,8,0,NA,1003313488,"WEAK_HOLD",2025-09-02
174,"MPHASIS","MPHASIS","SMALL_CAP",2902.6,-0.65,1.02,NA,36,59.4,"BULLISH",11.44,7,12,0,NA,903828968.1,"WEAK_HOLD",2025-09-02
179,"GPIL","GPIL","SMALL_CAP",240.36,0.46,0.8,NA,36,72.7,"STRONG_BULLISH",37.49,12,8,0,NA,877065669.15,"WEAK_HOLD",2025-09-02
184,"UNOMINDA","UNOMINDA","SMALL_CAP",1309,-0.43,2.52,NA,36,74.1,"STRONG_BULLISH",27.08,12,8,0,NA,863125824.7,"WEAK_HOLD",2025-09-02
204,"NAVINFLUOR","NAVINFLUOR","SMALL_CAP",4755.3,1.74,-0.85,NA,36,41.2,"BEARISH",5.28,4,11,0,NA,760242901.1,"WEAK_HOLD",2025-09-02
242,"AIIL","AIIL","SMALL_CAP",3179.7,-1.25,1.73,NA,36,66.4,"STRONG_BULLISH",26.65,12,6,0,10,604301086.6,"WEAK_HOLD",2025-09-02
269,"NAVA","NAVA","SMALL_CAP",704,-1.04,6.7,NA,36,69,"STRONG_BULLISH",28.03,12,6,0,NA,546916951.25,"WEAK_HOLD",2025-09-02
283,"INDIASHLTR","INDIASHLTR","SMALL_CAP",909.35,0.5,-0.06,NA,36,47.5,"BULLISH",6.88,5,9,0,NA,491604397.5,"WEAK_HOLD",2025-09-02
311,"TDPOWERSYS","TDPOWERSYS","MICRO_CAP",513.35,0.05,2.9,NA,36,53.9,"STRONG_BULLISH",3.44,3,13,0,NA,440176152.95,"WEAK_HOLD",2025-09-02
320,"ELGIEQUIP","ELGIEQUIP","MICRO_CAP",494.7,4.4,2.36,NA,36,42.5,"BEARISH",0.73,5,16,0,NA,425037787.6,"WEAK_HOLD",2025-09-02
352,"ZUARI","ZUARI","MICRO_CAP",334.45,-10,-12.62,NA,36,50.1,"STRONG_BULLISH",68.08,10,2,0,NA,370628467.15,"WEAK_HOLD",2025-09-02
361,"OSWALPUMPS","OSWALPUMPS","MICRO_CAP",816.25,-1.43,-2.24,NA,36,56,"BULLISH",34.31,12,10,0,NA,361743109.5,"WEAK_HOLD",2025-09-02
363,"HSCL","HSCL","MICRO_CAP",461.75,2.01,1.35,NA,36,46,"BULLISH",8.84,3,14,0,NA,359030492.85,"WEAK_HOLD",2025-09-02
391,"INDIANB","INDIANB","MICRO_CAP",664.15,-0.65,1.26,NA,36,55.8,"STRONG_BULLISH",11.66,7,12,0,NA,325090597.45,"WEAK_HOLD",2025-09-02
397,"MOIL","MOIL","MICRO_CAP",344.8,2.25,6.08,NA,36,53.6,"BULLISH",-0.79,5,16,0,NA,320045379.5,"WEAK_HOLD",2025-09-02
428,"RICOAUTO","RICOAUTO","MICRO_CAP",98.65,2.54,11.92,NA,36,68.3,"STRONG_BULLISH",37.63,12,6,0,NA,279042346.48,"WEAK_HOLD",2025-09-02
439,"BLS","BLS","MICRO_CAP",369.3,-0.34,-0.82,NA,36,43.8,"BEARISH",6.81,2,12,15,54.09,263628187.55,"WEAK_HOLD",2025-09-02
457,"SPIC","SPIC","MICRO_CAP",110.92,-4.73,2.41,NA,36,61.5,"STRONG_BULLISH",33.59,12,6,0,NA,249803783.81,"WEAK_HOLD",2025-09-02
502,"SAREGAMA","SAREGAMA","MICRO_CAP",491.9,1.49,3.13,NA,36,54.1,"BEARISH",2.22,3,15,0,NA,210228607.05,"WEAK_HOLD",2025-09-02
698,"SHRIPISTON","SHRIPISTON","MICRO_CAP",2531.4,-1.24,-1.42,NA,36,53.6,"STRONG_BULLISH",11.07,7,12,0,NA,111228000,"WEAK_HOLD",2025-09-02
710,"ALLCARGO","ALLCARGO","MICRO_CAP",32.1,1.55,-0.16,NA,36,39.4,"BEARISH",-1.64,2,11,15,54.72,107505453.97,"WEAK_HOLD",2025-09-02
715,"HNGSNGBEES","HNGSNGBEES","MICRO_CAP",479.63,0.4,4.22,NA,36,72.2,"STRONG_BULLISH",30.37,12,8,0,NA,104936440.94,"WEAK_HOLD",2025-09-02
735,"SENORES","SENORES","MICRO_CAP",696.5,-0.73,-1.52,NA,36,55.5,"STRONG_BULLISH",37.68,9,10,0,NA,97546478.25,"WEAK_HOLD",2025-09-02
744,"NORTHARC","NORTHARC","MICRO_CAP",240.21,0.32,-3.61,NA,36,49,"BULLISH",19.06,8,13,0,NA,95036922.45,"WEAK_HOLD",2025-09-02
784,"UGROCAP","UGROCAP","MICRO_CAP",177.72,0.3,4.47,NA,36,62.2,"BEARISH",9.33,6,9,0,NA,81409236.16,"WEAK_HOLD",2025-09-02
803,"JUBLCPL","JUBLCPL","MICRO_CAP",2839,-3.93,9.63,NA,36,63,"STRONG_BULLISH",80,12,6,0,NA,76510653.7,"WEAK_HOLD",2025-09-02
807,"EKC","EKC","MICRO_CAP",139.88,-0.05,2.94,NA,36,53.3,"STRONG_BULLISH",12.13,9,10,0,NA,76079453.67,"WEAK_HOLD",2025-09-02
837,"GOLDETF","GOLDETF","MICRO_CAP",101.94,0.15,3.64,NA,36,74.4,"STRONG_BULLISH",8.75,5,9,0,NA,70406710.83,"WEAK_HOLD",2025-09-02
929,"AKZOINDIA","AKZOINDIA","MICRO_CAP",3421.8,0.42,-0.11,NA,36,42.8,"BEARISH",14.18,6,13,0,10,49209030.9,"WEAK_HOLD",2025-09-02
936,"MODISONLTD","MODISONLTD","MICRO_CAP",163.67,-1.25,2.09,NA,36,49.6,"BULLISH",6.83,6,6,0,NA,48842063.87,"WEAK_HOLD",2025-09-02
938,"IMFA","IMFA","MICRO_CAP",887.75,-0.52,2.96,NA,36,72.9,"STRONG_BULLISH",28.6,12,8,0,NA,48783723.7,"WEAK_HOLD",2025-09-02
943,"DODLA","DODLA","MICRO_CAP",1400.3,2.03,0.59,NA,36,61.3,"BULLISH",8.26,4,17,0,NA,48324823.7,"WEAK_HOLD",2025-09-02
986,"NSIL","NSIL","MICRO_CAP",6818.5,0.49,1.74,NA,36,52.2,"BEARISH",6.09,4,11,0,NA,40373877,"WEAK_HOLD",2025-09-02
994,"MUNJALAU","MUNJALAU","MICRO_CAP",88.7,-0.15,-1.79,NA,36,69.3,"STRONG_BULLISH",22.49,10,8,0,NA,39205399.67,"WEAK_HOLD",2025-09-02
1011,"KMEW","KMEW","MICRO_CAP",1829,-2.51,-5.62,NA,36,53.9,"STRONG_BULLISH",12.49,9,10,0,NA,37019151.5,"WEAK_HOLD",2025-09-02
1025,"ZFCVINDIA","ZFCVINDIA","MICRO_CAP",14190,-0.15,-0.56,NA,36,56,"STRONG_BULLISH",11.22,7,12,0,NA,35930471,"WEAK_HOLD",2025-09-02
1032,"KINGFA","KINGFA","MICRO_CAP",4377.4,-0.37,3.36,NA,36,65.3,"STRONG_BULLISH",46.81,12,6,0,NA,35288274.9,"WEAK_HOLD",2025-09-02
1172,"JAGSNPHARM","JAGSNPHARM","MICRO_CAP",241.92,0.91,3.45,NA,36,46.1,"BULLISH",16.77,6,11,0,NA,22402463.15,"WEAK_HOLD",2025-09-02
1205,"AUTOAXLES","AUTOAXLES","MICRO_CAP",1770.6,-0.22,2.58,NA,36,53.1,"BULLISH",3.25,1,10,15,58.77,20032551.8,"WEAK_HOLD",2025-09-02
1268,"GMBREW","GMBREW","MICRO_CAP",698.6,2.14,2.38,NA,36,54.9,"BULLISH",1.04,3,14,0,NA,15921455.2,"WEAK_HOLD",2025-09-02
1282,"RUSTOMJEE","RUSTOMJEE","MICRO_CAP",618.35,-1.06,-5.61,NA,36,45.3,"BULLISH",16.68,6,12,0,NA,15120286.15,"WEAK_HOLD",2025-09-02
1327,"BANARISUG","BANARISUG","MICRO_CAP",3684.8,1.34,-1.86,NA,36,35.4,"STRONG_BEARISH",-1.82,4,11,15,51.24,12301303.8,"WEAK_HOLD",2025-09-02
1334,"NV20IETF","NV20IETF","MICRO_CAP",14.38,-0.07,-0.07,NA,36,53.5,"BULLISH",2.07,4,12,0,NA,11994908.03,"WEAK_HOLD",2025-09-02
1534,"NATCAPSUQ","NATCAPSUQ","MICRO_CAP",206.6,5.16,2.15,NA,36,50.3,"STRONG_BEARISH",-0.05,4,20,0,NA,4941675.99,"WEAK_HOLD",2025-09-02
1655,"NARMADA","NARMADA","MICRO_CAP",22.88,7.82,3.62,NA,36,58.2,"NEUTRAL",39.49,12,6,0,NA,2692972.34,"WEAK_HOLD",2025-09-02
1779,"ZENITHEXPO","ZENITHEXPO","MICRO_CAP",304.5,9.99,31.54,NA,36,74,"NEUTRAL",27.11,16,0,0,NA,1334459.95,"WEAK_HOLD",2025-09-02
1836,"SBIETFCON","SBIETFCON","MICRO_CAP",125.57,-0.16,0.15,NA,36,63.4,"STRONG_BULLISH",9.44,4,12,0,NA,958500.36,"WEAK_HOLD",2025-09-02
1857,"UNITEDTEA","UNITEDTEA","MICRO_CAP",481.05,0.97,1.93,NA,36,52.9,"STRONG_BULLISH",14.26,7,12,0,NA,819621.95,"WEAK_HOLD",2025-09-02
1959,"WEWIN","WEWIN","MICRO_CAP",50.65,0.44,-0.8,NA,36,51.5,"BULLISH",7.7,4,13,0,NA,377303.19,"WEAK_HOLD",2025-09-02
2047,"ASPINWALL","ASPINWALL","MICRO_CAP",270.15,0.61,-0.83,NA,36,43.6,"BEARISH",-0.46,0,15,20,68.53,107084.7,"WEAK_HOLD",2025-09-02
2058,"EUROTEXIND","EUROTEXIND","MICRO_CAP",15.77,3.48,1.61,NA,36,58.4,"BULLISH",9.9,7,14,0,NA,82001.45,"WEAK_HOLD",2025-09-02
13,"CDSL","CDSL","LARGE_CAP",1508.9,2.17,1.13,NA,35.3,43.5,"BEARISH",-6.71,2,12,15,52.49,5239125290.5,"WEAK_HOLD",2025-09-02
95,"NETWEB","NETWEB","MID_CAP",2266.6,1.51,-1.07,NA,35.3,59,"STRONG_BULLISH",32.27,10,7,0,NA,1514730889.6,"WEAK_HOLD",2025-09-02
102,"ABCAPITAL","ABCAPITAL","MID_CAP",274.85,-1.86,-2.19,NA,35.3,49.7,"STRONG_BULLISH",9.38,5,8,0,24.24,1420546172.3,"WEAK_HOLD",2025-09-02
110,"MUTHOOTFIN","MUTHOOTFIN","MID_CAP",2698.7,-0.42,0.96,NA,35.3,55.2,"STRONG_BULLISH",7.32,3,12,0,NA,1354571785.3,"WEAK_HOLD",2025-09-02
135,"ZYDUSLIFE","ZYDUSLIFE","MID_CAP",996.1,0.51,0.84,NA,35.3,55.9,"BULLISH",7.86,4,12,0,NA,1103763188.1,"WEAK_HOLD",2025-09-02
139,"BPCL","BPCL","MID_CAP",314.95,0.06,0.91,NA,35.3,43.7,"BEARISH",4.24,1,8,20,62.6,1073408384,"WEAK_HOLD",2025-09-02
221,"MFSL","MFSL","SMALL_CAP",1623.9,-0.33,0.07,NA,35.3,58.3,"STRONG_BULLISH",5.57,6,12,0,NA,697089157.2,"WEAK_HOLD",2025-09-02
259,"PATANJALI","PATANJALI","SMALL_CAP",1804.8,0.61,0.31,NA,35.3,50.9,"BEARISH",13.19,5,15,0,NA,566432421.3,"WEAK_HOLD",2025-09-02
276,"JSL","JSL","SMALL_CAP",761.25,0.78,-4.28,NA,35.3,56.6,"STRONG_BULLISH",17.37,8,10,0,NA,518055449.35,"WEAK_HOLD",2025-09-02
284,"LLOYDSENT","LLOYDSENT","SMALL_CAP",73.2,0.91,2.36,NA,35.3,43.7,"BEARISH",7.89,2,13,0,NA,491023405.61,"WEAK_HOLD",2025-09-02
289,"KEI","KEI","SMALL_CAP",3963.3,1.1,2.28,NA,35.3,58,"STRONG_BULLISH",14.66,7,10,0,NA,480468632.2,"WEAK_HOLD",2025-09-02
321,"HDFCGOLD","HDFCGOLD","MICRO_CAP",89.49,0.07,3.48,NA,35.3,74.1,"STRONG_BULLISH",9.17,7,6,0,NA,424389370.84,"WEAK_HOLD",2025-09-02
371,"EMAMILTD","EMAMILTD","MICRO_CAP",595.7,2.33,4.01,NA,35.3,52.8,"BULLISH",11.49,5,14,0,NA,346012077.85,"WEAK_HOLD",2025-09-02
374,"NETWORK18","NETWORK18","MICRO_CAP",53.77,0.39,0.52,NA,35.3,41.3,"BEARISH",6.67,3,11,0,NA,343793148.39,"WEAK_HOLD",2025-09-02
468,"TATAGOLD","TATAGOLD","MICRO_CAP",10.18,0,3.46,NA,35.3,74.4,"STRONG_BULLISH",9.16,7,6,0,NA,240253624.8,"WEAK_HOLD",2025-09-02
498,"INDOFARM","INDOFARM","MICRO_CAP",244.82,3.73,5.67,NA,35.3,66.2,"BULLISH",39.86,12,8,0,NA,217652416.49,"WEAK_HOLD",2025-09-02
603,"RELAXO","RELAXO","MICRO_CAP",486.6,-0.63,6.97,NA,35.3,58.2,"BULLISH",23.65,8,10,0,NA,146700383,"WEAK_HOLD",2025-09-02
625,"CARBORUNIV","CARBORUNIV","MICRO_CAP",939.75,0.69,4.04,NA,35.3,54.5,"BEARISH",3.99,2,11,15,53.07,139715693.05,"WEAK_HOLD",2025-09-02
652,"CUB","CUB","MICRO_CAP",200.74,1.73,-0.9,NA,35.3,40.5,"BEARISH",8.97,3,6,15,54.17,129739376.33,"WEAK_HOLD",2025-09-02
748,"KHAICHEM","KHAICHEM","MICRO_CAP",121.59,-0.01,NA,NA,35.3,88.1,"BULLISH",152.89,14,4,0,NA,93049328.28,"WEAK_HOLD",2025-09-02
796,"EBBETF0431","EBBETF0431","MICRO_CAP",1364.23,-0.05,-0.08,NA,35.3,39.8,"BULLISH",3.97,5,12,0,NA,77880516.29,"WEAK_HOLD",2025-09-02
858,"NAVNETEDUL","NAVNETEDUL","MICRO_CAP",153.96,1.21,2.14,NA,35.3,58.4,"STRONG_BULLISH",13.48,6,11,0,NA,65148670.97,"WEAK_HOLD",2025-09-02
903,"FOSECOIND","FOSECOIND","MICRO_CAP",5972,-2.63,-7.96,NA,35.3,60.5,"STRONG_BULLISH",33.29,12,6,0,NA,54590792.5,"WEAK_HOLD",2025-09-02
910,"DIFFNKG","DIFFNKG","MICRO_CAP",356.7,-1.27,0.59,NA,35.3,58.9,"BULLISH",20.87,10,10,0,NA,53897550,"WEAK_HOLD",2025-09-02
1017,"AJAXENGG","AJAXENGG","MICRO_CAP",686.85,-1.19,-0.33,NA,35.3,49.8,"STRONG_BULLISH",17.78,7,12,0,10,36500336.4,"WEAK_HOLD",2025-09-02
1068,"HNDFDS","HNDFDS","MICRO_CAP",534.85,1.5,0.97,NA,35.3,50,"BEARISH",4.22,2,17,0,NA,31568012.9,"WEAK_HOLD",2025-09-02
1073,"MIDCAPIETF","MIDCAPIETF","MICRO_CAP",21.82,0.23,0.14,NA,35.3,47.4,"BULLISH",3.51,6,9,0,NA,31100268.23,"WEAK_HOLD",2025-09-02
1109,"GANESHBE","GANESHBE","MICRO_CAP",98.3,1.57,6.29,NA,35.3,56.9,"BEARISH",4.11,3,12,0,NA,28001785.36,"WEAK_HOLD",2025-09-02
1118,"AWHCL","AWHCL","MICRO_CAP",571.6,0.45,-1.21,NA,35.3,38.7,"BEARISH",-2.78,0,11,20,61.84,26936705.45,"WEAK_HOLD",2025-09-02
1132,"UNIVCABLES","UNIVCABLES","MICRO_CAP",727.2,2.33,-0.7,NA,35.3,50.6,"BEARISH",9.89,4,18,0,NA,25692361.5,"WEAK_HOLD",2025-09-02
1166,"CONSUMBEES","CONSUMBEES","MICRO_CAP",135.86,0.01,0.37,NA,35.3,64.9,"STRONG_BULLISH",9.53,4,15,0,10,22759497.11,"WEAK_HOLD",2025-09-02
1174,"RANEHOLDIN","RANEHOLDIN","MICRO_CAP",1515.1,-1.7,0.38,NA,35.3,50.5,"BULLISH",3.11,3,10,0,NA,22235592.8,"WEAK_HOLD",2025-09-02
1175,"LICNMID100","LICNMID100","MICRO_CAP",58.89,-7.33,1.59,NA,35.3,52.1,"BULLISH",4.58,6,6,0,NA,22128303.8,"WEAK_HOLD",2025-09-02
1191,"SRM","SRM","MICRO_CAP",473.15,2.99,-0.44,NA,35.3,50,"NEUTRAL",10.35,6,13,0,NA,20997024.35,"WEAK_HOLD",2025-09-02
1345,"SIGNPOST","SIGNPOST","MICRO_CAP",274,-1.51,-5.58,NA,35.3,60.2,"STRONG_BULLISH",52.27,12,6,0,NA,11543462.2,"WEAK_HOLD",2025-09-02
1369,"MCLEODRUSS","MCLEODRUSS","MICRO_CAP",37.88,-0.53,-0.26,NA,35.3,52.3,"STRONG_BULLISH",17.5,7,10,0,NA,10541434.66,"WEAK_HOLD",2025-09-02
1396,"SHANTIGEAR","SHANTIGEAR","MICRO_CAP",560.6,-0.03,1.41,NA,35.3,52.9,"STRONG_BULLISH",16.44,8,10,0,NA,9231935.7,"WEAK_HOLD",2025-09-02
1408,"MASPTOP50","MASPTOP50","MICRO_CAP",64.82,-0.34,0.86,NA,35.3,64.1,"STRONG_BULLISH",23.24,7,10,0,NA,8911115.43,"WEAK_HOLD",2025-09-02
1412,"SHOPERSTOP","SHOPERSTOP","MICRO_CAP",531.7,0.03,-1.35,NA,35.3,50.4,"STRONG_BULLISH",13.39,6,12,0,NA,8833306.35,"WEAK_HOLD",2025-09-02
1514,"DBCORP","DBCORP","MICRO_CAP",266.6,-0.73,0.06,NA,35.3,45.7,"BEARISH",2.54,2,12,15,52.16,5472773.5,"WEAK_HOLD",2025-09-02
1746,"MONEXT50","MONEXT50","MICRO_CAP",66.67,0.59,0.15,NA,35.3,50.1,"NEUTRAL",4.81,6,11,0,NA,1579004.91,"WEAK_HOLD",2025-09-02
1851,"CONS","CONS","MICRO_CAP",124.98,0.14,0.44,NA,35.3,64.5,"STRONG_BULLISH",9.42,4,15,0,10,877718.6,"WEAK_HOLD",2025-09-02
1910,"ASHOKAMET","ASHOKAMET","MICRO_CAP",16.32,-1.09,-1.92,NA,35.3,39.1,"STRONG_BEARISH",-0.78,0,10,25,72.83,585961.7,"WEAK_HOLD",2025-09-02
51,"HBLENGINE","HBLENGINE","MID_CAP",854.45,1.83,10.78,NA,34.7,82,"STRONG_BULLISH",51.51,12,6,0,NA,2329973198.45,"SELL",2025-09-02
79,"GOLDBEES","GOLDBEES","MID_CAP",86.61,0,3.32,NA,34.7,74.2,"STRONG_BULLISH",9.11,6,6,0,NA,1821470886.5,"SELL",2025-09-02
97,"SAGILITY","SAGILITY","MID_CAP",44.81,-0.53,-2.16,NA,34.7,50.5,"BULLISH",15.39,7,8,0,NA,1488851441.08,"SELL",2025-09-02
200,"ECLERX","ECLERX","SMALL_CAP",4534.5,0.84,1.79,NA,34.7,68.2,"STRONG_BULLISH",37.53,12,4,0,NA,770562026.7,"SELL",2025-09-02
208,"DENTA","DENTA","SMALL_CAP",437.2,-0.24,10.47,NA,34.7,71.8,"STRONG_BULLISH",56.43,12,6,0,NA,740501611.85,"SELL",2025-09-02
212,"MANKIND","MANKIND","SMALL_CAP",2543.3,0.89,1.65,NA,34.7,52.8,"STRONG_BULLISH",14.9,6,10,0,NA,723985440.4,"SELL",2025-09-02
219,"TRIVENI","TRIVENI","SMALL_CAP",360.45,3.07,6.26,NA,34.7,58.6,"BEARISH",-4.39,6,18,0,NA,698138939.35,"SELL",2025-09-02
383,"SETFGOLD","SETFGOLD","MICRO_CAP",89.38,-0.02,3.5,NA,34.7,73.7,"STRONG_BULLISH",9.16,6,6,0,NA,330151868.5,"SELL",2025-09-02
385,"LUMAXTECH","LUMAXTECH","MICRO_CAP",1126.3,-9.24,-0.92,NA,34.7,51,"BULLISH",8.25,4,8,0,NA,329400457.2,"SELL",2025-09-02
445,"SKIPPER","SKIPPER","MICRO_CAP",543.75,1.5,3.71,NA,34.7,58,"STRONG_BULLISH",16.49,8,8,0,NA,257636450.3,"SELL",2025-09-02
455,"SHYAMMETL","SHYAMMETL","MICRO_CAP",902.3,-0.02,-4.16,NA,34.7,37.8,"BULLISH",12.97,6,8,0,NA,252679995.15,"SELL",2025-09-02
456,"GOLDIETF","GOLDIETF","MICRO_CAP",89.59,-0.16,3.46,NA,34.7,72.3,"STRONG_BULLISH",9.24,6,6,0,NA,252560292.47,"SELL",2025-09-02
492,"E2E","E2E","MICRO_CAP",2403.1,5.86,1.8,NA,34.7,60.8,"BEARISH",-0.47,6,18,0,NA,221272223,"SELL",2025-09-02
500,"ACUTAAS","ACUTAAS","MICRO_CAP",1406.1,-0.53,-0.53,NA,34.7,66.5,"BULLISH",27.97,10,10,0,10,216733076.8,"SELL",2025-09-02
515,"TECHNOE","TECHNOE","MICRO_CAP",1529.8,0.92,0.52,NA,34.7,56.4,"BULLISH",7.1,4,15,0,NA,204244744.5,"SELL",2025-09-02
532,"MASTEK","MASTEK","MICRO_CAP",2607.3,2.86,3.18,NA,34.7,58.3,"STRONG_BULLISH",11.48,7,9,0,NA,187059602.6,"SELL",2025-09-02
