"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN"
1245,"HAPPYFORGE","HAPPY FORGINGS LIMITED","MICRO_CAP",901.45,-1.17,-4.96,-4.74,16,34.3,"BEARISH",-3.22,0,8,0,NA,NA,NA,NA,NA,13344778.3,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1270,"SURYODAY","SURYODAY SMALL FIN BK LTD","MICRO_CAP",121.7,-0.95,-7.22,-4.29,16,37.3,"BULLISH",-8.84,1,4,0,NA,NA,NA,NA,NA,12396824.8,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1286,"OILIETF","ICICIPRAMC - OILIETF","MICRO_CAP",10.95,-0.99,-2.84,-5.11,16,31.2,"BEARISH",-1.29,0,6,0,NA,NA,NA,NA,NA,11674598.68,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1517,"RESPONIND","RESPONSIVE INDUSTRIES LTD","MICRO_CAP",193.27,0.13,-4.26,-14.09,16,32.8,"BEARISH",-2.51,0,6,0,NA,NA,NA,NA,NA,4263766.79,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1554,"PILANIINVS","PILANI INV & IND COR LTD","MICRO_CAP",4866,-0.23,-3.44,-5.37,16,36.2,"BEARISH",-2.82,0,6,0,NA,NA,NA,NA,NA,3588296,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1723,"TEXMOPIPES","TEXMO PIPE & PRODUCTS LTD","MICRO_CAP",56.19,0.2,-4.96,-8.08,16,35,"BEARISH",-8.83,0,8,0,NA,NA,NA,NA,NA,1546147.88,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1727,"TARMAT","TARMAT LIMITED","MICRO_CAP",50.16,-3.58,-8.68,-9.47,16,33.2,"BULLISH",-8.96,1,4,0,NA,NA,NA,NA,NA,1521630.27,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
1773,"LAMBODHARA","LAMBODHARA TEXTILES LTD.","MICRO_CAP",123.53,2.94,-4.87,-6.39,16,43.7,"STRONG_BEARISH",-6.93,0,12,0,NA,NA,NA,NA,NA,1204093.14,"SELL","2025-08-29",1,0.16,0.3,0.454,0.5632,-0.0681,6,-0.105417956656347
1830,"ROSSELLIND","ROSSELL INDIA LIMITED","MICRO_CAP",64.9,-0.25,-2.17,-1.46,16,41.6,"BEARISH",-5.13,0,12,0,NA,NA,NA,NA,NA,874158.21,"SELL","2025-08-29",1,0.16,0.3,0.454,0.5632,-0.0681,6,-0.105417956656347
2041,"NPBET","TATAAML - NPBET","MICRO_CAP",268.98,-0.21,-2.66,-3.91,16,30,"BEARISH",-2.23,0,6,0,NA,NA,NA,NA,NA,84943.82,"SELL","2025-08-29",0.7,0.16,0.3,0.364,0.4912,-0.0546,5,-0.0741847826086957
141,"ADANIENSOL","ADANI ENERGY SOLUTION LTD","MID_CAP",764.15,-0.88,-4.5,-7.25,15.3,33,"BEARISH",-6.14,0,6,0,10,10,10,10,10,1028163538.2,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
152,"LICHSGFIN","LIC HOUSING FINANCE LTD","SMALL_CAP",555.2,1.43,-1.47,-5.91,15.3,36.3,"STRONG_BEARISH",-4.5,0,6,0,NA,NA,NA,NA,NA,953030192.55,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
234,"THERMAX","THERMAX LTD","SMALL_CAP",3207.6,0.66,-1.58,-16.41,15.3,34.7,"BEARISH",-5,0,10,0,NA,NA,NA,NA,NA,540376809.3,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
264,"SUNDARMFIN","SUNDARAM FINANCE LTD","SMALL_CAP",4493.7,-2.85,-14.7,-5.28,15.3,39.5,"BEARISH",-2.61,0,6,0,NA,NA,NA,NA,NA,478085345.2,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
280,"IIFL","IIFL FINANCE LIMITED","SMALL_CAP",427.6,-1.97,-5.21,-15.13,15.3,36.3,"BULLISH",-8.26,0,4,0,NA,NA,NA,NA,NA,443600445.7,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
709,"VOLTAMP","VOLTAMP TRANSFORMERS LTD","MICRO_CAP",7808,-1.12,-5.03,-12.19,15.3,32.6,"BEARISH",-6.6,0,10,0,NA,NA,NA,NA,NA,85481181.5,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
915,"FAZE3Q","FAZE THREE LIMITED","MICRO_CAP",434,-0.87,-10.18,-36.56,15.3,28.2,"BEARISH",-19.02,0,6,0,NA,NA,NA,NA,NA,41198613.45,"SELL","2025-08-29",0.3,0.153,0.3,0.2412,0.39296,-0.03618,3,-0.0421285514671635
1036,"MOL","MEGHMANI ORGANICS LIMITED","MICRO_CAP",81.84,-0.57,-5.42,-18.78,15.3,32.4,"BEARISH",-5.66,0,10,0,NA,NA,NA,NA,NA,26686429.44,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1042,"NITCO","NITCO LIMITED","MICRO_CAP",113.85,-2.82,-9.13,-12.55,15.3,32,"BEARISH",-9.98,0,2,0,NA,NA,NA,NA,NA,26322309.93,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1125,"WINDMACHIN","WINDSOR MACHINES LIMITED","MICRO_CAP",324.1,2,1.52,-1.61,15.3,44.7,"BULLISH",-8.01,0,6,0,NA,NA,NA,NA,NA,19825122.35,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1156,"ROSSARI","ROSSARI BIOTECH LIMITED","MICRO_CAP",618.15,0.15,-2.38,-11.12,15.3,30,"STRONG_BEARISH",-5.3,0,13,0,NA,NA,NA,NA,NA,18371007.15,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1293,"RUPA","RUPA & COMPANY LTD","MICRO_CAP",189.04,-0.13,-4.94,-12.58,15.3,32.5,"BEARISH",-6.68,0,10,0,NA,NA,NA,NA,NA,11445822.99,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1391,"VIKASECO","VIKAS ECOTECH LIMITED","MICRO_CAP",2.08,0,-4.59,-9.17,15.3,33.2,"STRONG_BEARISH",-12.55,1,10,0,NA,NA,NA,NA,NA,7574179.47,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1451,"OSWALGREEN","OSWAL GREENTECH LIMITED","MICRO_CAP",40.02,-0.6,-6.06,-9.8,15.3,34.5,"BEARISH",-6.31,0,10,0,NA,NA,NA,NA,NA,5920455.13,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1464,"IGPL","I G PETROCHEMICALS LTD","MICRO_CAP",428.8,-0.38,-7.5,-13.6,15.3,39,"BEARISH",-5.3,0,10,0,NA,NA,NA,NA,NA,5512392.75,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1468,"VARDMNPOLY","VARDHMAN POLYTEX LTD.","MICRO_CAP",8.98,3.1,-4.67,-10.47,15.3,40.5,"STRONG_BEARISH",-18.4,1,7,0,NA,NA,NA,NA,NA,5327190.16,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1475,"SMCGLOBAL","SMC GLOBAL SECURITIES LTD","MICRO_CAP",130.13,0.27,-4.03,-9.45,15.3,27.6,"BEARISH",-0.38,0,6,0,NA,NA,NA,NA,NA,5109579.89,"SELL","2025-08-29",0.3,0.153,0.3,0.2412,0.39296,-0.03618,3,-0.0421285514671635
1516,"XCHANGING","XCHANGING SOLUTIONS LTD","MICRO_CAP",85.81,-1.17,-2.29,-4.59,15.3,40.4,"BEARISH",-7.25,0,10,0,NA,NA,NA,NA,NA,4287407.99,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1520,"FCSSOFT","FCS SOFTWARE SOLN. LTD.","MICRO_CAP",2.39,-0.83,-2.05,-6.27,15.3,36.5,"STRONG_BEARISH",-4.14,0,6,0,NA,NA,NA,NA,NA,4207056.71,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1533,"KOKUYOCMLN","KOKUYO CAMLIN LIMITED","MICRO_CAP",111.51,-1.03,-4.28,-3.5,15.3,41.8,"BULLISH",-11.14,0,6,0,NA,NA,NA,NA,NA,3867651.49,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1569,"GTL","GTL LTD","MICRO_CAP",9.18,-0.33,-9.2,-2.65,15.3,42.3,"BULLISH",-7.29,0,6,0,NA,NA,NA,NA,NA,3450522.16,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1731,"AHLADA","AHLADA ENGINEERS LIMITED","MICRO_CAP",56.08,-0.12,-4.33,-11.96,15.3,26.9,"STRONG_BEARISH",-18.76,0,10,0,10,10,10,10,10,1473856.84,"SELL","2025-08-29",0.3,0.153,0.3,0.2412,0.39296,-0.03618,3,-0.0421285514671635
1808,"TRIGYN","TRIGYN TECHNOLOGIES LTD","MICRO_CAP",74.28,-1.01,-5.9,-8.05,15.3,34,"BEARISH",-7.27,0,12,0,NA,NA,NA,NA,NA,1011371.77,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1866,"INVENTURE","INVENTURE GRO & SEC LTD","MICRO_CAP",1.47,0,-2.65,-6.37,15.3,32,"BEARISH",-6.24,0,10,0,NA,NA,NA,NA,NA,680513.4,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1922,"RAJTV","RAJ TV NETWORK LTD","MICRO_CAP",41.58,0.41,-7.08,NA,15.3,28,"BEARISH",-47.24,1,9,0,NA,NA,NA,NA,NA,417513.8,"SELL","2025-08-29",0.3,0.153,0.3,0.2412,0.39296,-0.03618,3,-0.0421285514671635
1946,"SURYALAXMI","SURYALAKSHMI COT MIL LTD","MICRO_CAP",64.64,-1.58,-2.31,-10.51,15.3,38.8,"BEARISH",-6.15,0,10,0,NA,NA,NA,NA,NA,356290.24,"SELL","2025-08-29",0.7,0.153,0.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217
1997,"SAGARDEEP","SAGARDEEP ALLOYS LIMITED","MICRO_CAP",27.93,-1.24,-2.65,-3.52,15.3,43.2,"BEARISH",-13.3,0,10,0,NA,NA,NA,NA,NA,182006.56,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
1998,"DNAMEDIA","DILIGENT MEDIA CORP LTD.","MICRO_CAP",4.62,-2.33,-1.7,-5.33,15.3,44.5,"STRONG_BEARISH",-4.57,0,8,0,NA,NA,NA,NA,NA,175555.36,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
2059,"NEXTMEDIA","NEXT MEDIAWORKS LIMITED","MICRO_CAP",6.22,-1.74,-4.01,-2.66,15.3,41.6,"NEUTRAL",-7.82,0,10,0,NA,NA,NA,NA,NA,39849.39,"SELL","2025-08-29",1,0.153,0.3,0.4512,0.56096,-0.06768,6,-0.104315659679408
91,"RVNL","RAIL VIKAS NIGAM LIMITED","MID_CAP",302.6,-1.96,-6.53,-15.57,14.7,20.4,"STRONG_BEARISH",-20.39,1,8,0,NA,NA,NA,NA,NA,1482698447.95,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
135,"IRFC","INDIAN RAILWAY FIN CORP L","MID_CAP",118.11,-0.4,-5.5,-10.11,14.7,25.9,"STRONG_BEARISH",-9.59,1,8,0,NA,NA,NA,NA,NA,1052030541.21,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
212,"SAIL","STEEL AUTHORITY OF INDIA","SMALL_CAP",118.66,-0.49,-2.68,-4.43,14.7,36.3,"BEARISH",-3.01,0,6,0,NA,NA,NA,NA,NA,615894030.51,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
219,"IRCTC","INDIAN RAIL TOUR CORP LTD","SMALL_CAP",691.95,-1.1,-4.56,-6,14.7,25.6,"STRONG_BEARISH",-5.34,1,6,0,NA,NA,NA,NA,NA,595341927,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
309,"MGL","MAHANAGAR GAS LTD.","MICRO_CAP",1251.8,-1.77,-5.67,-11.37,14.7,29.1,"BEARISH",-8.61,1,4,0,NA,NA,NA,NA,NA,404823888.4,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
410,"EMBDL","EMBASSY DEVELOPMENTS LTD","MICRO_CAP",93.62,-1.28,-6.09,-11.21,14.7,30.7,"BEARISH",-16.44,0,6,0,NA,NA,NA,NA,NA,258313602.02,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
423,"RKFORGE","RAMKRISHNA FORGINGS LTD","MICRO_CAP",566.55,-1.09,-1.02,-5.26,14.7,39.4,"STRONG_BEARISH",-6.68,0,8,0,NA,NA,NA,NA,NA,241017899.05,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
598,"IFCI","IFCI LTD","MICRO_CAP",51.08,-0.93,-5.48,-12.67,14.7,28.9,"BEARISH",-11.19,0,10,0,NA,NA,NA,NA,NA,128243435.81,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
711,"RITES","RITES LIMITED","MICRO_CAP",243.95,-0.16,-4.73,-6.37,14.7,32,"BEARISH",-9.59,0,6,0,NA,NA,NA,NA,NA,84771285.2,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
754,"OPTIEMUS","OPTIEMUS INFRACOM LTD","MICRO_CAP",556.1,-0.78,-5.25,-4.5,14.7,38.4,"BEARISH",-15.19,0,6,0,NA,NA,NA,NA,NA,75905394.35,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
790,"LMW","LMW LIMITED","MICRO_CAP",14107,-2.89,-6.78,-6.86,14.7,30.3,"STRONG_BEARISH",-10.22,1,4,0,NA,NA,NA,NA,NA,64676736,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
804,"STYRENIX","STYRENIX PERFORMANCE LTD","MICRO_CAP",2674.6,-1.71,2.87,-7.75,14.7,37.4,"BEARISH",-15.85,0,10,0,NA,NA,NA,NA,NA,61989735,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
812,"VESUVIUS","VESUVIUS INDIA LTD","MICRO_CAP",502.65,1.37,-5.36,-3.01,14.7,27.2,"STRONG_BEARISH",-4.78,0,9,0,NA,NA,NA,NA,NA,59053984.35,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
899,"SANDUMA","SANDUR MANG & IRON ORES L","MICRO_CAP",431.35,-0.61,-4.03,-4.34,14.7,33.9,"STRONG_BEARISH",-2.16,0,8,0,NA,NA,NA,NA,NA,43913525.8,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
944,"PDSL","PDS LIMITED","MICRO_CAP",321.95,-1.26,-1.47,-9.96,14.7,32.1,"STRONG_BEARISH",-17.34,0,10,0,NA,NA,NA,NA,NA,38009042.9,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
971,"SALZERELEC","SALZER ELECTRONICS LTD","MICRO_CAP",800.85,-2.31,-3.6,-4.05,14.7,37.7,"STRONG_BEARISH",-7.8,0,10,0,NA,NA,NA,NA,NA,34479951.3,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
973,"QUESS","QUESS CORP LIMITED","MICRO_CAP",268.05,1.06,-1.6,-9.99,14.7,35.3,"STRONG_BEARISH",-9.29,0,15,0,NA,NA,NA,NA,NA,34301164.2,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
978,"GHCL","GHCL LIMITED","MICRO_CAP",552,-0.65,-3.67,-12.71,14.7,38.4,"STRONG_BEARISH",-5.69,0,8,0,NA,NA,NA,NA,NA,33820145.85,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
989,"UFLEX","UFLEX LIMITED","MICRO_CAP",516.65,0.42,-5.24,-13.34,14.7,23.8,"BEARISH",-9.61,1,9,0,NA,NA,NA,NA,NA,31867285.2,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
1001,"GIPCL","GUJ IND POW CO. LTD","MICRO_CAP",177.85,-1.8,-5.23,-10.53,14.7,29.1,"BEARISH",-5.57,0,8,0,NA,NA,NA,NA,NA,30953272.7,"SELL","2025-08-29",0.3,0.147,0.3,0.2388,0.39104,-0.03582,3,-0.0415931258708778
1027,"MUFTI","CREDO BRANDS MARKETING L","MICRO_CAP",120.61,-3.53,-0.44,-28.26,14.7,35.3,"BEARISH",-24.17,0,6,0,NA,NA,NA,NA,NA,27780608.48,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1113,"MAITHANALL","MAITHAN ALLOYS LTD","MICRO_CAP",1041.4,-0.12,-4.2,-5.94,14.7,32,"BULLISH",-5.97,0,6,0,NA,NA,NA,NA,NA,20658026.3,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1114,"ELECTHERM","ELECTROTHERM (I) LTD.","MICRO_CAP",850.9,-2.88,8.86,-15.2,14.7,46.1,"BEARISH",-24.06,0,4,0,NA,NA,NA,NA,NA,20627865.9,"SELL","2025-08-29",1,0.147,0.3,0.4488,0.55904,-0.06732,5,-0.103378378378378
1183,"JUNIPER","JUNIPER HOTELS LIMITED","MICRO_CAP",281.45,-1.11,-5.14,-7.07,14.7,41.2,"BEARISH",-7.01,0,4,0,NA,NA,NA,NA,NA,16420477.95,"SELL","2025-08-29",1,0.147,0.3,0.4488,0.55904,-0.06732,5,-0.103378378378378
1581,"TRF","TRF LIMITED","MICRO_CAP",311.6,-2.78,-3.89,-8.39,14.7,31,"STRONG_BEARISH",-14.23,0,10,0,NA,NA,NA,NA,NA,3157066.25,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1666,"RAJMET","RAJNANDINI METAL LIMITED","MICRO_CAP",4.4,-1.79,-2.65,-10.39,14.7,33.9,"BEARISH",-24.53,0,10,0,NA,NA,NA,NA,NA,2111485.32,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1697,"ESSENTIA","INTEGRA ESSENTIA LIMITED","MICRO_CAP",1.88,-0.53,-4.08,-7.84,14.7,34.1,"STRONG_BEARISH",-11.35,0,10,0,NA,NA,NA,NA,NA,1789195.7,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1732,"RPPL","RAJSHREE POLYPACK LTD","MICRO_CAP",22.2,-0.94,-0.98,-11.69,14.7,30.4,"STRONG_BEARISH",-11.4,0,10,0,NA,NA,NA,NA,NA,1461431.13,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1763,"GULFPETRO","GP PETROLEUMS LIMITED","MICRO_CAP",40.93,-0.73,-5.17,-2.34,14.7,39.9,"BULLISH",-6.23,0,6,0,NA,NA,NA,NA,NA,1269261.77,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1819,"HINDCOMPOS","HINDUSTAN COMPOSITES LTD.","MICRO_CAP",457.15,-0.85,-3.53,-8.24,14.7,37.4,"BEARISH",-4.8,0,6,0,NA,NA,NA,NA,NA,953587.15,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
1968,"KOTHARIPRO","KOTHARI PRODUCTS LTD","MICRO_CAP",75.67,-1.54,-5.38,-7.05,14.7,37.7,"BULLISH",-8.49,0,8,0,NA,NA,NA,NA,NA,282125.78,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
2023,"SAMBHAAV","SAMBHAAV MEDIA LTD","MICRO_CAP",6.56,0.77,-1.5,-7.08,14.7,39.2,"BEARISH",-4.29,0,10,0,NA,NA,NA,NA,NA,110516.76,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
2050,"ACEINTEG","ACE INTEGRATED SOLU. LTD.","MICRO_CAP",23.8,0.38,-1.53,-3.57,14.7,39.7,"STRONG_BEARISH",-8.17,0,15,0,10,10,10,10,10,59690.5,"SELL","2025-08-29",0.7,0.147,0.3,0.3588,0.48704,-0.05382,5,-0.0726119805720453
196,"TATACOMM","TATA COMMUNICATIONS LTD","SMALL_CAP",1548.6,-0.71,-3.48,-11.94,14,30.6,"BEARISH",-5.31,0,8,0,NA,NA,NA,NA,NA,707690973.6,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
275,"ACE","ACTION CONST EQUIP LTD","SMALL_CAP",1053.5,-1.39,6.91,-7.37,14,49.1,"STRONG_BEARISH",-8.53,0,8,0,10,10,10,10,10,456751431,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
296,"PIIND","PI INDUSTRIES LTD","SMALL_CAP",3694.8,-0.38,-4.41,-14.56,14,33.8,"BEARISH",-7.15,0,10,0,NA,NA,NA,NA,NA,422538303.3,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
439,"PRAJIND","PRAJ INDUSTRIES LTD","MICRO_CAP",391.3,-1.12,-4,-16.78,14,20.7,"STRONG_BEARISH",-16.29,0,8,0,NA,NA,NA,NA,NA,229448250.05,"SELL","2025-08-29",0.3,0.14,0.3,0.236,0.3888,-0.0354,3,-0.0409722222222222
517,"TEJASNET","TEJAS NETWORKS LIMITED","MICRO_CAP",583.55,-1.07,-6.05,-0.84,14,43.6,"BEARISH",-12.82,0,6,0,NA,NA,NA,NA,NA,171450497.55,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
540,"INDGN","INDEGENE LIMITED","MICRO_CAP",542.3,-1.97,-5.28,-0.76,14,35,"BEARISH",-3.94,0,6,0,NA,NA,NA,NA,NA,154927697.4,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
643,"ELECON","ELECON ENG. CO. LTD","MICRO_CAP",552.3,2.53,-0.69,-4.64,14,43.5,"BEARISH",-9.98,0,8,0,NA,NA,NA,NA,NA,107756868.9,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
768,"ELECTCAST","ELECTROSTEEL CASTINGS LTD","MICRO_CAP",97.38,-1.11,-5.69,-14.38,14,32.7,"BEARISH",-20.19,0,10,0,NA,NA,NA,NA,NA,72322420.83,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
811,"SDBL","SOM DIST & BREW LTD","MICRO_CAP",137.23,0.37,-2.02,-10.75,14,36.4,"BEARISH",-10.64,0,10,0,NA,NA,NA,NA,NA,59342859.18,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
894,"ITI","ITI LTD","MICRO_CAP",284.15,0.39,-3.97,-3.33,14,37.6,"BEARISH",-6.3,0,12,0,NA,NA,NA,NA,NA,44440992.5,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
946,"SURAJEST","SURAJ ESTATE DEVELOPERS L","MICRO_CAP",293,-2.8,-8.04,-1.31,14,43.4,"BULLISH",-15.65,0,4,0,NA,NA,NA,NA,NA,37280568.65,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
1018,"INSECTICID","INSECTICIDES (I) LTD","MICRO_CAP",825.5,2.05,-2.83,-22.98,14,34.9,"BEARISH",-5.18,0,8,0,NA,NA,NA,NA,NA,28019889.2,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
1077,"VENKEYS","VENKY S (INDIA) LIMITED","MICRO_CAP",1465.2,-0.72,-2.74,-2.59,14,43.3,"STRONG_BEARISH",-5.72,0,8,0,NA,NA,NA,NA,NA,23512220.8,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
1169,"KAMDHENU","KAMDHENU LIMITED","MICRO_CAP",28.15,2.03,-0.64,-3.86,14,39.5,"BEARISH",-6.69,0,8,0,NA,NA,NA,NA,NA,17549324.44,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
1213,"TEAMLEASE","TEAMLEASE SERVICES LTD.","MICRO_CAP",1784.6,-0.49,-3.57,-4.99,14,41.6,"BEARISH",-8.63,0,8,0,NA,NA,NA,NA,NA,14867074.3,"SELL","2025-08-29",1,0.14,0.3,0.446,0.5568,-0.0669,5,-0.102293577981651
1366,"DHANBANK","DHANLAXMI BANK LIMITED","MICRO_CAP",25.62,-1.04,-5.46,-5.67,14,30.2,"STRONG_BEARISH",-8.11,0,4,0,NA,NA,NA,NA,NA,8557808.56,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
1386,"DWARKESH","DWARIKESH SUGAR IND LTD","MICRO_CAP",39.43,-0.5,-3.52,-7.29,14,33.6,"BEARISH",-12.95,0,10,0,NA,NA,NA,NA,NA,7650360.92,"SELL","2025-08-29",0.7,0.14,0.3,0.356,0.4848,-0.0534,5,-0.0717741935483871
