"SYMBOL","ISIN","TIMESTAMP","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TOTALTRADES"
"INFY.NS","INE009A01021",2024-01-23,1650.1,1674.7,1637.7,1642.15,2291.1,1648.85,9401255,"117264316.2",11800
"RELIANCE.NS","INE002A01018",2024-01-23,2743.5,2743.5,2645.1,2657.15,2291.1,2713.3,10027710,"117264316.2",11800
"TCS.NS","INE467B01029",2024-01-23,3900,3933.9,3842.75,3858.25,2291.1,3860.65,2618854,"117264316.2",11800
"INFY.NS","INE009A01021",2024-01-24,1659.9,1680,1645,1675.4,472.05,1642.15,8999681,"5511343.5",1118
"RELIANCE.NS","INE002A01018",2024-01-24,2670.45,2699,2647.85,2687.75,472.05,2657.15,10959564,"5511343.5",1118
"TCS.NS","INE467B01029",2024-01-24,3880,3883.65,3805.6,3841.8,472.05,3858.25,2657709,"5511343.5",1118
"INFY.NS","INE009A01021",2024-01-25,1672.95,1680.55,1658,1669.1,5465,1675.4,8865304,"313682120.25",13293
"RELIANCE.NS","INE002A01018",2024-01-25,2685.9,2728.3,2670.4,2706.15,5465,2687.75,5904436,"313682120.25",13293
"TCS.NS","INE467B01029",2024-01-25,3839.9,3861,3778.7,3810.3,5465,3841.8,2205154,"313682120.25",13293
"INFY.NS","INE009A01021",2024-01-29,1665.15,1679.35,1647.6,1656.6,1824.5,1669.1,4253785,"63170335.45",5700
"RELIANCE.NS","INE002A01018",2024-01-29,2729,2905,2720.35,2896.1,1824.5,2706.15,11946719,"63170335.45",5700
"TCS.NS","INE467B01029",2024-01-29,3800.8,3820,3780.85,3801,1824.5,3810.3,1646747,"63170335.45",5700
"INFY.NS","INE009A01021",2024-01-30,1662.45,1690,1648.25,1651.45,612.1,1656.6,4995943,"50475233.3",4698
"RELIANCE.NS","INE002A01018",2024-01-30,2919.9,2919.95,2808.85,2815.25,612.1,2896.1,7046989,"50475233.3",4698
"TCS.NS","INE467B01029",2024-01-30,3807.45,3847.8,3787,3800.55,612.1,3801,1411621,"50475233.3",4698
"INFY.NS","INE009A01021",2024-01-31,1648.25,1667.25,1638.1,1660.9,501.2,1651.45,6763779,"43524369.95",3923
"RELIANCE.NS","INE002A01018",2024-01-31,2808,2868.5,2805,2853.25,501.2,2815.25,7565113,"43524369.95",3923
"TCS.NS","INE467B01029",2024-01-31,3811.2,3834,3796.45,3815.95,501.2,3800.55,2459358,"43524369.95",3923
"INFY.NS","INE009A01021",2024-02-01,1659.55,1677,1650.35,1657.05,198.05,1660.9,5760011,"52439456.5",8549
"RELIANCE.NS","INE002A01018",2024-02-01,2870,2886.7,2836.1,2853.3,198.05,2853.25,6674681,"52439456.5",8549
"TCS.NS","INE467B01029",2024-02-01,3820,3904.9,3805.05,3854.15,198.05,3815.95,2363107,"52439456.5",8549
"INFY.NS","INE009A01021",2024-02-02,1666.05,1718.5,1665,1693.35,171.3,1657.05,7858483,"21016443.85",2095
"RELIANCE.NS","INE002A01018",2024-02-02,2866.35,2949.8,2866.35,2915.4,171.3,2853.3,9826294,"21016443.85",2095
"TCS.NS","INE467B01029",2024-02-02,3875.05,3984.4,3872,3966.3,171.3,3854.15,2826510,"21016443.85",2095
"INFY.NS","INE009A01021",2024-02-05,1694.75,1700.75,1681.85,1687.2,520.75,1693.35,3634135,"4287877625.3",82076
"RELIANCE.NS","INE002A01018",2024-02-05,2921.5,2941,2863.05,2878.05,520.75,2915.4,4407216,"4287877625.3",82076
"TCS.NS","INE467B01029",2024-02-05,3983,4022,3962.1,3973.3,520.75,3966.3,1691523,"4287877625.3",82076
"INFY.NS","INE009A01021",2024-02-06,1686.75,1733,1673.95,1729.45,485.5,1687.2,7694265,"13511375.35",1349
"RELIANCE.NS","INE002A01018",2024-02-06,2883.7,2883.7,2839.65,2855.6,485.5,2878.05,4523992,"13511375.35",1349
"TCS.NS","INE467B01029",2024-02-06,3997,4149.9,3990,4136,485.5,3973.3,4474396,"13511375.35",1349
"INFY.NS","INE009A01021",2024-02-07,1729,1729,1686.85,1693.75,487.05,1729.45,4613877,"6343218.8",1166
"RELIANCE.NS","INE002A01018",2024-02-07,2871.85,2899,2858.5,2884.3,487.05,2855.6,4648284,"6343218.8",1166
"TCS.NS","INE467B01029",2024-02-07,4153,4155,4073.95,4083.4,487.05,4136,2124267,"6343218.8",1166
"INFY.NS","INE009A01021",2024-02-08,1698,1706.35,1682.8,1692.1,127.3,1693.75,5919715,"10636056.8",797
"RELIANCE.NS","INE002A01018",2024-02-08,2900,2918.95,2855.05,2900.25,127.3,2884.3,7347317,"10636056.8",797
"TCS.NS","INE467B01029",2024-02-08,4090,4158,4086.05,4134.1,127.3,4083.4,2345173,"10636056.8",797
"INFY.NS","INE009A01021",2024-02-09,1684.7,1692.9,1659.8,1669.35,490,1692.1,4600004,"6981592.65",934
"RELIANCE.NS","INE002A01018",2024-02-09,2908,2943.95,2901.9,2921.5,490,2900.25,6278399,"6981592.65",934
"TCS.NS","INE467B01029",2024-02-09,4136.55,4184.75,4100,4133.7,490,4134.1,2100596,"6981592.65",934
"INFY.NS","INE009A01021",2024-02-12,1670.35,1692.95,1670.35,1680.1,150,1669.35,3555808,"17496069.85",4163
"RELIANCE.NS","INE002A01018",2024-02-12,2921.5,2922,2884.7,2904.7,150,2921.5,3337215,"17496069.85",4163
"TCS.NS","INE467B01029",2024-02-12,4130,4159.6,4105.55,4120.7,150,4133.7,1013716,"17496069.85",4163
"INFY.NS","INE009A01021",2024-02-13,1683,1689.1,1663.5,1684.55,58.8,1680.1,2696481,"602168.92",179
"RELIANCE.NS","INE002A01018",2024-02-13,2911,2958,2908,2930.2,58.8,2904.7,3857797,"602168.92",179
"TCS.NS","INE467B01029",2024-02-13,4125.45,4170,4081.5,4149.5,58.8,4120.7,1257415,"602168.92",179
"INFY.NS","INE009A01021",2024-02-14,1660.2,1669.45,1635.5,1666.2,474.95,1684.55,3768579,"3246732.7",542
"RELIANCE.NS","INE002A01018",2024-02-14,2915,2967.3,2915,2962.75,474.95,2930.2,3558944,"3246732.7",542
"TCS.NS","INE467B01029",2024-02-14,4107,4114.9,4049.5,4100.1,474.95,4149.5,1391283,"3246732.7",542
"INFY.NS","INE009A01021",2024-02-15,1677,1687.75,1661.6,1676.35,2200,1666.2,4834391,"59315258.95",5902
"RELIANCE.NS","INE002A01018",2024-02-15,2966.7,2969.45,2933.05,2941.2,2200,2962.75,5003391,"59315258.95",5902
"TCS.NS","INE467B01029",2024-02-15,4128,4146.3,4083,4103.2,2200,4100.1,1091582,"59315258.95",5902
"INFY.NS","INE009A01021",2024-02-16,1689,1709,1687.95,1701.65,19.5,1676.35,4880654,"5209750.2",838
"RELIANCE.NS","INE002A01018",2024-02-16,2952.95,2954,2917.1,2921.15,19.5,2941.2,4883749,"5209750.2",838
"TCS.NS","INE467B01029",2024-02-16,4113.25,4147.95,4100.1,4128.3,19.5,4103.2,1307556,"5209750.2",838
"INFY.NS","INE009A01021",2024-02-19,1705,1711.5,1687.7,1699.75,604.9,1701.65,3690993,"25814249.9",2712
"RELIANCE.NS","INE002A01018",2024-02-19,2924.1,2959,2907.05,2948,604.9,2921.15,3364914,"25814249.9",2712
"TCS.NS","INE467B01029",2024-02-19,4123.05,4128.3,4055,4103.8,604.9,4128.3,772291,"25814249.9",2712
"INFY.NS","INE009A01021",2024-02-20,1685,1694.25,1668.75,1685.25,501,1699.75,3706389,"20443048.8",2348
"RELIANCE.NS","INE002A01018",2024-02-20,2950.05,2951,2923.6,2942.05,501,2948,3558748,"20443048.8",2348
"TCS.NS","INE467B01029",2024-02-20,4082.1,4098,4010,4030.65,501,4103.8,1193648,"20443048.8",2348
"INFY.NS","INE009A01021",2024-02-21,1674,1674,1645.3,1655.55,740,1685.25,4300508,"59369726.45",6123
"RELIANCE.NS","INE002A01018",2024-02-21,2948,2977.05,2915.1,2935.4,740,2942.05,6360146,"59369726.45",6123
"TCS.NS","INE467B01029",2024-02-21,4013,4063.35,3980.6,3991.5,740,4030.65,1885939,"59369726.45",6123
"INFY.NS","INE009A01021",2024-02-22,1665,1684.6,1644.4,1681.35,173.35,1655.55,5841277,"49028599.4",7516
"RELIANCE.NS","INE002A01018",2024-02-22,2936.3,2969.9,2916,2963.5,173.35,2935.4,9246864,"49028599.4",7516
"TCS.NS","INE467B01029",2024-02-22,3971,4094.95,3971,4087.1,173.35,3991.5,2982052,"49028599.4",7516
"INFY.NS","INE009A01021",2024-02-23,1697,1698.45,1671.9,1676.85,579.65,1681.35,5373072,"9662116825.8",142523
"RELIANCE.NS","INE002A01018",2024-02-23,2979,2995.1,2966.7,2987.25,579.65,2963.5,7219292,"9662116825.8",142523
"TCS.NS","INE467B01029",2024-02-23,4130,4130,4046.4,4052.1,579.65,4087.1,2538072,"9662116825.8",142523
"INFY.NS","INE009A01021",2024-02-26,1674.95,1674.95,1645,1660.15,538.5,1676.85,2782438,"55755567.4",7362
"RELIANCE.NS","INE002A01018",2024-02-26,2987.1,2989.05,2965,2974.65,538.5,2987.25,3756553,"55755567.4",7362
"TCS.NS","INE467B01029",2024-02-26,4036,4050,3982.75,4001.05,538.5,4052.1,1379284,"55755567.4",7362
"INFY.NS","INE009A01021",2024-02-27,1661,1671.1,1652.8,1663.6,1461.35,1660.15,5159088,"863747639.85",26623
"RELIANCE.NS","INE002A01018",2024-02-27,2966.05,2999.9,2956.1,2971.3,1461.35,2974.65,5413022,"863747639.85",26623
"TCS.NS","INE467B01029",2024-02-27,3999,4124,3999,4104.4,1461.35,4001.05,2960475,"863747639.85",26623
"INFY.NS","INE009A01021",2024-02-28,1670,1687.8,1662.05,1671.25,209.05,1663.6,3188916,"52607737.75",7714
"RELIANCE.NS","INE002A01018",2024-02-28,2966,2982.55,2900.35,2911.25,209.05,2971.3,4323975,"52607737.75",7714
"TCS.NS","INE467B01029",2024-02-28,4095.6,4154.9,4089,4118.95,209.05,4104.4,1939225,"52607737.75",7714
"INFY.NS","INE009A01021",2024-02-29,1665,1682.25,1653.3,1673.9,175.21,1671.25,7814722,"128637.46",26
"RELIANCE.NS","INE002A01018",2024-02-29,2930,2957.95,2909.05,2921.6,175.21,2911.25,11814488,"128637.46",26
"TCS.NS","INE467B01029",2024-02-29,4099,4138.1,4064.55,4095.1,175.21,4118.95,3772719,"128637.46",26
"INFY.NS","INE009A01021",2024-03-01,1669,1671.95,1651,1654.7,1489.9,1673.9,6387291,"10240981",1384
"RELIANCE.NS","INE002A01018",2024-03-01,2927,3000,2925,2984.25,1489.9,2921.6,6066463,"10240981",1384
"TCS.NS","INE467B01029",2024-03-01,4107.2,4140,4086.8,4094.35,1489.9,4095.1,2043265,"10240981",1384
"INFY.NS","INE009A01021",2024-03-04,1657.85,1664.45,1633.65,1637.2,69.9,1656.3,4445156,"37588139.1",3376
"RELIANCE.NS","INE002A01018",2024-03-04,2980.95,3024.9,2974.45,3014.8,69.9,2982.15,5012210,"37588139.1",3376
"TCS.NS","INE467B01029",2024-03-04,4105,4117.9,4075.9,4080.7,69.9,4107.1,1749271,"37588139.1",3376
"INFY.NS","INE009A01021",2024-03-05,1634,1637.35,1602,1606.5,510,1637.2,4596579,"7807477.35",1946
"RELIANCE.NS","INE002A01018",2024-03-05,3011.55,3014.8,2972.1,3000.4,510,3014.8,3553834,"7807477.35",1946
"TCS.NS","INE467B01029",2024-03-05,4062,4064,3980,4012.1,510,4080.7,2070859,"7807477.35",1946
"INFY.NS","INE009A01021",2024-03-06,1602.8,1620.15,1576,1617.55,475,1606.5,6420684,"4274073",1161
"RELIANCE.NS","INE002A01018",2024-03-06,2986.9,3018,2957,3006,475,3000.4,3902838,"4274073",1161
"TCS.NS","INE467B01029",2024-03-06,3994.05,4072,3958.45,4064.3,475,4012.1,1744204,"4274073",1161
"INFY.NS","INE009A01021",2024-03-07,1616.6,1628.45,1604.2,1616.45,506.05,1617.55,6348359,"5019569.9",643
"RELIANCE.NS","INE002A01018",2024-03-07,3005.95,3006.2,2951.1,2957.85,506.05,3006,4157863,"5019569.9",643
"TCS.NS","INE467B01029",2024-03-07,4065,4124,4037.7,4108.6,506.05,4064.3,2688905,"5019569.9",643
"INFY.NS","INE009A01021",2024-03-11,1608.15,1613.8,1588,1600.6,645,1616.45,6752895,"375662642.65",32357
"RELIANCE.NS","INE002A01018",2024-03-11,2978,2978,2927,2933.2,645,2957.85,5638565,"375662642.65",32357
"TCS.NS","INE467B01029",2024-03-11,4089,4153,4089,4122.35,645,4108.6,2304068,"375662642.65",32357
"INFY.NS","INE009A01021",2024-03-12,1600,1625,1597.65,1612.95,2040,1600.6,4614222,"146370406.95",11678
"RELIANCE.NS","INE002A01018",2024-03-12,2933.2,2976,2930.05,2950.85,2040,2933.2,4716339,"146370406.95",11678
"TCS.NS","INE467B01029",2024-03-12,4122.35,4229.95,4121.05,4192.25,2040,4122.35,4039801,"146370406.95",11678
"INFY.NS","INE009A01021",2024-03-13,1612.9,1624.5,1598.55,1611.4,100,1612.95,5688997,"30736755.1",7905
"RELIANCE.NS","INE002A01018",2024-03-13,2959.55,2966.2,2855.55,2864.35,100,2950.85,6761067,"30736755.1",7905
"TCS.NS","INE467B01029",2024-03-13,4205,4241,4131.9,4149,100,4192.25,2837260,"30736755.1",7905
"INFY.NS","INE009A01021",2024-03-14,1614.4,1657.75,1608,1653.3,143.9,1611.4,8803799,"33597242.3",536
"RELIANCE.NS","INE002A01018",2024-03-14,2879.4,2897.05,2851,2862.95,143.9,2864.35,9285551,"33597242.3",536
"TCS.NS","INE467B01029",2024-03-14,4153.45,4225,4086,4207.6,143.9,4149,2919608,"33597242.3",536
"INFY.NS","INE009A01021",2024-03-15,1641.1,1645.8,1618.35,1634,252.3,1653.3,11809997,"1393154.9",377
"RELIANCE.NS","INE002A01018",2024-03-15,2851.9,2866.45,2825.8,2836.45,252.3,2862.95,9611909,"1393154.9",377
"TCS.NS","INE467B01029",2024-03-15,4192.6,4239,4177,4219.25,252.3,4207.6,3373143,"1393154.9",377
"INFY.NS","INE009A01021",2024-03-18,1630,1632.65,1598.85,1602.65,1378,1634,4958904,"216231911.55",15293
"RELIANCE.NS","INE002A01018",2024-03-18,2840,2883.45,2833.05,2878.95,1378,2836.45,4584696,"216231911.55",15293
"TCS.NS","INE467B01029",2024-03-18,4215.25,4254.75,4117.85,4152.5,1378,4219.25,1526904,"216231911.55",15293
"INFY.NS","INE009A01021",2024-03-19,1592.35,1599,1558,1561.45,159.25,1602.65,6870411,"128729277.2",14135
"RELIANCE.NS","INE002A01018",2024-03-19,2857.5,2875.2,2834.5,2850.5,159.25,2878.95,4137882,"128729277.2",14135
"TCS.NS","INE467B01029",2024-03-19,4051.25,4058,3966.6,3977.3,159.25,4152.5,8931209,"128729277.2",14135
"INFY.NS","INE009A01021",2024-03-20,1563,1574.95,1552.35,1554.95,187.3,1561.45,4759059,"229760888.6",30802
"RELIANCE.NS","INE002A01018",2024-03-20,2855.9,2890,2848.05,2887.5,187.3,2850.5,4244403,"229760888.6",30802
"TCS.NS","INE467B01029",2024-03-20,3986,4018,3960.2,3970.9,187.3,3977.3,1817913,"229760888.6",30802
"INFY.NS","INE009A01021",2024-03-21,1564,1576.95,1543.4,1554.7,143,1554.95,11062497,"1939473.4",1113
"RELIANCE.NS","INE002A01018",2024-03-21,2905.05,2915.8,2889.35,2901.95,143,2887.5,6503468,"1939473.4",1113
"TCS.NS","INE467B01029",2024-03-21,3990.05,4008.4,3948,3972.95,143,3970.9,3829582,"1939473.4",1113
"INFY.NS","INE009A01021",2024-03-22,1521,1528.9,1498.2,1508.85,1735,1554.7,14673890,"20890999.8",2917
"RELIANCE.NS","INE002A01018",2024-03-22,2899.95,2920,2894.7,2910.05,1735,2901.95,9763804,"20890999.8",2917
"TCS.NS","INE467B01029",2024-03-22,3897,3938,3855,3910.9,1735,3972.95,5852485,"20890999.8",2917
"INFY.NS","INE009A01021",2024-03-26,1492,1507.45,1487.9,1492.65,45.6,1508.85,8351081,"510564717.45",33794
"RELIANCE.NS","INE002A01018",2024-03-26,2890,2904.8,2878,2883.15,45.6,2910.05,5707953,"510564717.45",33794
"TCS.NS","INE467B01029",2024-03-26,3875,3946.7,3871.45,3877.5,45.6,3910.9,3440925,"510564717.45",33794
"INFY.NS","INE009A01021",2024-03-27,1496,1499,1481.55,1483.85,44.4,1492.65,6857402,"644525226.65",41832
"RELIANCE.NS","INE002A01018",2024-03-27,2896,3000,2894,2985.7,44.4,2883.15,8163322,"644525226.65",41832
"TCS.NS","INE467B01029",2024-03-27,3888.5,3895,3829.4,3840.9,44.4,3877.5,1968575,"644525226.65",41832
"INFY.NS","INE009A01021",2024-03-28,1487.15,1511.8,1487.15,1498.05,44.4,1483.85,12499530,"610856257.85",28652
"RELIANCE.NS","INE002A01018",2024-03-28,2985.75,3011.9,2957.3,2971.7,44.4,2985.7,10927182,"610856257.85",28652
"TCS.NS","INE467B01029",2024-03-28,3850.1,3915,3840.5,3876.3,44.4,3840.9,4311783,"610856257.85",28652
"INFY.NS","INE009A01021",2024-04-01,1525,1529.95,1492.8,1495.45,483,1498.05,6580002,"10333861.05",1502
"RELIANCE.NS","INE002A01018",2024-04-01,2984.95,2987.95,2965,2969.55,483,2971.7,2506940,"10333861.05",1502
"TCS.NS","INE467B01029",2024-04-01,3897.7,3933.3,3888.05,3916.75,483,3876.3,1569676,"10333861.05",1502
"INFY.NS","INE009A01021",2024-04-02,1484.85,1493.15,1480.85,1482.85,495.95,1495.45,7279400,"10322916.7",1828
"RELIANCE.NS","INE002A01018",2024-04-02,2968,2988,2950,2973.9,495.95,2969.55,4455083,"10322916.7",1828
"TCS.NS","INE467B01029",2024-04-02,3890,3909.85,3873,3883.8,495.95,3916.75,2142666,"10322916.7",1828
"INFY.NS","INE009A01021",2024-04-03,1479,1495.1,1475,1480.65,165.2,1482.85,8736248,"2285584",559
"RELIANCE.NS","INE002A01018",2024-04-03,2964.15,2968.9,2937.8,2943.2,165.2,2973.9,3504146,"2285584",559
"TCS.NS","INE467B01029",2024-04-03,3851,3981,3851,3947.3,165.2,3883.8,3973090,"2285584",559
"INFY.NS","INE009A01021",2024-04-04,1490.55,1495.65,1468,1486.7,506,1480.65,11186915,"13657071.45",1616
"RELIANCE.NS","INE002A01018",2024-04-04,2959.5,2959.5,2900,2925.85,506,2943.2,7245136,"13657071.45",1616
"TCS.NS","INE467B01029",2024-04-04,3975.9,4028.65,3935.25,4003.3,506,3947.3,3394637,"13657071.45",1616
"INFY.NS","INE009A01021",2024-04-05,1480.05,1486.7,1476.05,1479.1,515,1486.7,5072482,"11163468.25",1115
"RELIANCE.NS","INE002A01018",2024-04-05,2921.75,2941.6,2912,2920.2,515,2925.85,3721149,"11163468.25",1115
"TCS.NS","INE467B01029",2024-04-05,3978,4002,3960.5,3979.25,515,4003.3,1636819,"11163468.25",1115
"INFY.NS","INE009A01021",2024-04-08,1483,1490.95,1474.1,1476.7,160,1479.1,6610887,"1251142.55",292
"RELIANCE.NS","INE002A01018",2024-04-08,2925.95,2981.95,2922,2971.95,160,2920.2,4178559,"1251142.55",292
"TCS.NS","INE467B01029",2024-04-08,3983,4032.65,3960,3972.55,160,3979.25,2302538,"1251142.55",292
"INFY.NS","INE009A01021",2024-04-09,1490,1513.8,1487.3,1494.85,162.6,1476.7,9423230,"1031682.45",347
"RELIANCE.NS","INE002A01018",2024-04-09,2978,2979.6,2925,2927.3,162.6,2971.95,3535707,"1031682.45",347
"TCS.NS","INE467B01029",2024-04-09,3984,4015.85,3925.05,3946.55,162.6,3972.55,1876992,"1031682.45",347
"INFY.NS","INE009A01021",2024-04-10,1500.35,1509.85,1484.55,1506.8,6645,1494.85,6744595,"1551695389.05",43756
"RELIANCE.NS","INE002A01018",2024-04-10,2932.7,2974,2932.7,2959.15,6645,2927.3,4569165,"1551695389.05",43756
"TCS.NS","INE467B01029",2024-04-10,3956.4,3990.2,3918,3984.65,6645,3946.55,2101965,"1551695389.05",43756
"INFY.NS","INE009A01021",2024-04-12,1504,1506.8,1479.5,1484.75,498,1506.8,12275616,"21172340.6",3139
"RELIANCE.NS","INE002A01018",2024-04-12,2951.75,2972.95,2926.15,2934.3,498,2959.15,7775506,"21172340.6",3139
"TCS.NS","INE467B01029",2024-04-12,3971,4013.35,3945.5,4001.4,498,3984.65,4354821,"21172340.6",3139
"INFY.NS","INE009A01021",2024-04-15,1480,1491.95,1461.05,1468.15,494.8,1484.75,8531224,"7517630.9",1722
"RELIANCE.NS","INE002A01018",2024-04-15,2922,2964.25,2892.65,2929.65,494.8,2934.3,6451031,"7517630.9",1722
"TCS.NS","INE467B01029",2024-04-15,4001.4,4064.2,3919.05,3941.2,494.8,4001.4,4200329,"7517630.9",1722
"INFY.NS","INE009A01021",2024-04-16,1451,1455.15,1413.05,1414.45,1098,1468.15,16173541,"14605950.2",1502
"RELIANCE.NS","INE002A01018",2024-04-16,2906.7,2942.35,2901.85,2931.5,1098,2929.65,4683092,"14605950.2",1502
"TCS.NS","INE467B01029",2024-04-16,3902,3928.7,3862.85,3872.8,1098,3941.2,3051420,"14605950.2",1502
"INFY.NS","INE009A01021",2024-04-18,1421.1,1444.7,1407.5,1419.25,401,1414.45,22107945,"82497769.1",5068
"RELIANCE.NS","INE002A01018",2024-04-18,2927,2972,2918.7,2928.65,401,2931.5,9502846,"82497769.1",5068
"TCS.NS","INE467B01029",2024-04-18,3876.8,3936,3850,3862,401,3872.8,3476284,"82497769.1",5068
"INFY.NS","INE009A01021",2024-04-19,1385,1426.85,1378.75,1411.25,480,1419.25,20603621,"8460388.7",1976
"RELIANCE.NS","INE002A01018",2024-04-19,2913.55,2948,2886.05,2940.25,480,2928.65,7870889,"8460388.7",1976
"TCS.NS","INE467B01029",2024-04-19,3838,3852.55,3800.9,3826.2,480,3862,2957749,"8460388.7",1976
"INFY.NS","INE009A01021",2024-04-22,1419.9,1436.85,1413.05,1432.75,2080,1411.25,5859087,"1202620662.3",49690
"RELIANCE.NS","INE002A01018",2024-04-22,2944.9,2965.65,2935.6,2959.7,2080,2940.25,5175181,"1202620662.3",49690
"TCS.NS","INE467B01029",2024-04-22,3837,3878,3812,3864.6,2080,3826.2,1728883,"1202620662.3",49690
"INFY.NS","INE009A01021",2024-04-23,1443,1446.85,1433,1442.4,732.15,1432.75,4856174,"142526346.15",14540
"RELIANCE.NS","INE002A01018",2024-04-23,2958,2987,2911.1,2918.65,732.15,2959.7,7302777,"142526346.15",14540
"TCS.NS","INE467B01029",2024-04-23,3877.05,3895,3860.6,3874.7,732.15,3864.6,1807586,"142526346.15",14540
"INFY.NS","INE009A01021",2024-04-24,1444.3,1444.3,1427.05,1430.75,1002,1442.4,4268213,"64808090.95",7156
"RELIANCE.NS","INE002A01018",2024-04-24,2927,2937.1,2899,2900.35,1002,2918.65,5231388,"64808090.95",7156
"TCS.NS","INE467B01029",2024-04-24,3890,3898,3824.45,3831.05,1002,3874.7,1317312,"64808090.95",7156
"INFY.NS","INE009A01021",2024-04-25,1420,1444.9,1420,1438.45,96.45,1430.75,9089398,"60752368.65",3548
"RELIANCE.NS","INE002A01018",2024-04-25,2885,2935.95,2883,2919.95,96.45,2900.35,7971963,"60752368.65",3548
"TCS.NS","INE467B01029",2024-04-25,3811.2,3873.65,3811,3852.2,96.45,3831.05,2856271,"60752368.65",3548
"INFY.NS","INE009A01021",2024-04-26,1439.7,1445.4,1427,1430.25,174.05,1438.45,8062444,"5088484.65",855
"RELIANCE.NS","INE002A01018",2024-04-26,2927.9,2930,2900,2905.1,174.05,2919.95,4706924,"5088484.65",855
"TCS.NS","INE467B01029",2024-04-26,3855.15,3876.8,3802.55,3821.35,174.05,3852.2,2039178,"5088484.65",855
"INFY.NS","INE009A01021",2024-04-29,1429.95,1439.8,1428.25,1434.75,8.25,1430.25,5055957,"10617477.5",1609
"RELIANCE.NS","INE002A01018",2024-04-29,2900,2935.8,2900,2930.05,8.25,2905.1,3623987,"10617477.5",1609
"TCS.NS","INE467B01029",2024-04-29,3838,3877.8,3819.2,3870.2,8.25,3821.35,1110693,"10617477.5",1609
"INFY.NS","INE009A01021",2024-04-30,1434.7,1436.55,1417.55,1420.55,482.2,1434.75,6936588,"10236221.05",1417
"RELIANCE.NS","INE002A01018",2024-04-30,2936,2966.15,2925.75,2934,482.2,2930.05,5737131,"10236221.05",1417
"TCS.NS","INE467B01029",2024-04-30,3872,3881.75,3810,3820.65,482.2,3870.2,2203078,"10236221.05",1417
"INFY.NS","INE009A01021",2024-05-02,1413,1424,1411.85,1414.45,484,1420.55,10076354,"7809435.55",973
"RELIANCE.NS","INE002A01018",2024-05-02,2944,2954.65,2928.25,2933.1,484,2934,7256323,"7809435.55",973
"TCS.NS","INE467B01029",2024-05-02,3778.05,3871.1,3778.05,3863.3,484,3820.65,2491044,"7809435.55",973
"INFY.NS","INE009A01021",2024-05-03,1422.1,1424.8,1403.2,1416.3,167,1414.45,8842345,"7936534.85",1538
"RELIANCE.NS","INE002A01018",2024-05-03,2942,2949.9,2832.3,2868,167,2933.1,8613479,"7936534.85",1538
"TCS.NS","INE467B01029",2024-05-03,3890.15,3893.6,3797.6,3843.4,167,3863.3,2962234,"7936534.85",1538
"INFY.NS","INE009A01021",2024-05-06,1420,1445.7,1417.1,1425.9,162.3,1416.3,6445422,"19692684.3",3948
"RELIANCE.NS","INE002A01018",2024-05-06,2871,2880,2836,2839.05,162.3,2868,3697104,"19692684.3",3948
"TCS.NS","INE467B01029",2024-05-06,3853,3939.95,3853,3921.05,162.3,3843.4,2053831,"19692684.3",3948
"INFY.NS","INE009A01021",2024-05-07,1424.95,1443.35,1415.6,1440.95,168.9,1425.9,6080661,"2095079",751
"RELIANCE.NS","INE002A01018",2024-05-07,2831.95,2841.5,2784,2802.95,168.9,2839.05,7258736,"2095079",751
"TCS.NS","INE467B01029",2024-05-07,3930.8,3988,3913.5,3978.95,168.9,3921.05,2062112,"2095079",751
"INFY.NS","INE009A01021",2024-05-08,1435.25,1439.75,1425.6,1427.3,2370,1440.95,6234983,"435252679.25",18706
"RELIANCE.NS","INE002A01018",2024-05-08,2795,2865.9,2795,2837.1,2370,2802.95,4719501,"435252679.25",18706
"TCS.NS","INE467B01029",2024-05-08,3961,3984.3,3938.6,3976.95,2370,3978.95,1247685,"435252679.25",18706
"INFY.NS","INE009A01021",2024-05-09,1427.55,1449.95,1424.85,1439.55,7040,1427.3,6088406,"2909828896.55",53169
"RELIANCE.NS","INE002A01018",2024-05-09,2826,2847.5,2780,2788.25,7040,2837.1,5504806,"2909828896.55",53169
"TCS.NS","INE467B01029",2024-05-09,3962,3971,3910.05,3960.2,7040,3976.95,1726486,"2909828896.55",53169
"INFY.NS","INE009A01021",2024-05-10,1435.05,1435.95,1413,1424.9,358.05,1439.55,8777481,"783359669.4",46884
"RELIANCE.NS","INE002A01018",2024-05-10,2793.5,2820,2776.15,2814.85,358.05,2788.25,5252548,"783359669.4",46884
"TCS.NS","INE467B01029",2024-05-10,3962.6,3973.6,3885.05,3893.9,358.05,3960.2,1672489,"783359669.4",46884
"INFY.NS","INE009A01021",2024-05-13,1425,1425,1411.2,1423.45,1669.9,1424.9,3735954,"36523044.7",4076
"RELIANCE.NS","INE002A01018",2024-05-13,2799.8,2813.95,2768,2805.4,1669.9,2814.85,4228310,"36523044.7",4076
"TCS.NS","INE467B01029",2024-05-13,3884.5,3955,3870,3947.8,1669.9,3893.9,931326,"36523044.7",4076
"INFY.NS","INE009A01021",2024-05-14,1426.4,1433.75,1418.05,1424.7,479.2,1423.45,3463230,"5205091.2",788
"RELIANCE.NS","INE002A01018",2024-05-14,2801.95,2854.15,2800.05,2840.15,479.2,2805.4,3594150,"5205091.2",788
