"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ASHOKLEY",178.63,12.64,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86,"LARGE_CAP"
"CANBK",154.03,10.16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,80,"LARGE_CAP"
"CANFINHOME",927.2,7.92,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,77.3,"MICRO_CAP"
"AUBANK",996.45,15.61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,76.7,"LARGE_CAP"
"CUB",297.4,17.33,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,74.7,"MID_CAP"
"CUPID",509,62.34,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,74,"MID_CAP"
"ASIANPAINT",2758.3,7.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,"LARGE_CAP"
"ASAHIINDIA",1037.6,7.21,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"SMALL_CAP"
"BHARATFORG",1454.6,8.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"SMALL_CAP"
"BPCL",369.5,3.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"MID_CAP"
"NAVINFLUOR",6136.5,15.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"MID_CAP"
"CUBEXTUB",120.04,8.59,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,69.3,"MICRO_CAP"
"MUFIN",115.42,13.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"BANKINDIA",142.01,5.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"MID_CAP"
"AIAENG",3949.7,10.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"SMALL_CAP"
"HINDALCO",884.15,6.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"FEDERALBNK",267.6,17.79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"SILVERTUC",1011.85,19.03,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"GAEL",133.07,11.19,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,66.7,"MICRO_CAP"
"UPL",787.35,7.65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66,"LARGE_CAP"
"M&MFIN",404.4,21.22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66,"MID_CAP"
"BANKBARODA",293,5.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MID_CAP"
"BHEL",282.8,7.01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"AVANTIFEED",831.15,12.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"MICRO_CAP"
"NATIONALUM",316.6,19.63,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,64.7,"LARGE_CAP"
"MUTHOOTFIN",3799.1,9.07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"LARGE_CAP"
"ANURAS",1314.2,9.44,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64.7,"MICRO_CAP"
"IIFL",603.15,14.52,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,64,"SMALL_CAP"
"SHRIRAMFIN",979.4,23.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"LARGE_CAP"
"LAURUSLABS",1091.9,11.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,63.3,"MID_CAP"
"CUMMINSIND",4389.9,5.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"LARGE_CAP"
"ATHERENERG",731.9,10.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"ICICIPRULI",654.85,4.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"SMALL_CAP"
"PRICOLLTD",643.65,9.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MICRO_CAP"
"ABCAPITAL",349.3,6.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MID_CAP"
"GMRAIRPORT",102.86,6.92,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,61.3,"MID_CAP"
"CSBBANK",440.3,6.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"LTF",305.45,7.48,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"LARGE_CAP"
"SILVERADD",221.54,26.28,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,60.7,"SMALL_CAP"
"CANTABIL",261.81,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,60.7,"MICRO_CAP"
"PSUBANK",841.6,5.01,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60,"MICRO_CAP"
"RADICO",3376,6.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MID_CAP"
"KARURVYSYA",259.17,10.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"SMALL_CAP"
"ZUARI",334.95,9.96,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"GVT&D",3144.8,-0.36,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,58.7,"MID_CAP"
"HEG",600.7,7.37,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,58.7,"MID_CAP"
"SUNDARMFIN",5134.9,7.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58.7,"SMALL_CAP"
"SILVER",231.74,26.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,58.7,"SMALL_CAP"
