"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
30,"BANCOINDIA","BANCO PRODUCTS (I) LTD","LARGE_CAP",806.05,2.9,0.93,8.26,78.7,59.4,"STRONG_BULLISH",33.69,18,16,15,54.64,53.7,51,59.32,57,6079228145.3,"BUY",2025-11-14
45,"ASHAPURMIN","ASHAPURA MINECHEM LTD","LARGE_CAP",689.9,8.09,8.4,0.1,77.3,58.7,"STRONG_BULLISH",27.57,16,16,15,52.76,51.96,47,58.41,57,4181011081.7,"BUY",2025-11-14
645,"CARRARO","CARRARO INDIA LIMITED","MICRO_CAP",540.85,1.75,6.98,6.64,74,68.4,"STRONG_BULLISH",25.54,14,13,20,61.57,57.17,71,57.5,63,104024623.3,"BUY",2025-11-14
394,"ARMANFIN","ARMAN FIN SERV LTD","MICRO_CAP",1729.5,6.37,4.51,8.5,72.7,65.8,"BEARISH",21.21,18,14,15,54.56,55.79,57,54.71,47,301520889.2,"BUY",2025-11-14
516,"BHAGYANGR","BHAGYANAGAR INDIA LIMITED","MICRO_CAP",153.67,10,12.93,NA,72.7,75.3,"BULLISH",87.35,16,14,20,61.78,56.3,81,58.18,49.17,179958808.32,"BUY",2025-11-14
438,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",884.65,2.26,0.44,10.23,70.7,64,"STRONG_BULLISH",17.16,15,12,15,55.87,57.38,53,56.32,56,247387875.25,"BUY",2025-11-14
78,"GPIL","GODAWARI POW & ISP LTD","MID_CAP",276.7,5.11,0.75,11.36,70,59.1,"STRONG_BULLISH",12.96,18,18,0,NA,NA,NA,NA,NA,2937770805.35,"BUY",2025-11-14
225,"SRM","SRM CONTRACTORS LIMITED","SMALL_CAP",634.1,9.37,10.53,11.98,70,69.9,"STRONG_BULLISH",30.93,20,16,0,NA,NA,NA,NA,NA,786072283,"BUY",2025-11-14
9,"BDL","BHARAT DYNAMICS LIMITED","LARGE_CAP",1613.8,6.32,11.47,7.52,69.3,62.4,"STRONG_BEARISH",6.29,14,14,25,73.31,74.78,94,58.86,54.17,14144078248.3,"BUY",2025-11-14
28,"AXISBANK","AXIS BANK LIMITED","LARGE_CAP",1241.6,1.34,1.54,6.16,69.3,62.7,"BULLISH",12.68,11,17,15,52.47,51.19,47,54.71,62,6437561401.2,"BUY",2025-11-14
71,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",148.26,-1.43,4.94,9.26,69.3,63.3,"BULLISH",10.64,12,10,25,71.08,74.57,82,59.41,59.17,3103809083.15,"BUY",2025-11-14
80,"CUPID","CUPID LIMITED","MID_CAP",312.84,8.64,20.15,25.02,68,80.1,"STRONG_BULLISH",75.46,20,5,15,52.86,51.84,53,58.35,48,2911265923.02,"BUY",2025-11-14
811,"KAPSTON","KAPSTON SERVICES LIMITED","MICRO_CAP",322.65,4.82,7.66,29.41,68,78.9,"STRONG_BULLISH",27.12,20,16,0,NA,NA,NA,NA,NA,37848861.05,"BUY",2025-11-14
7,"HBLENGINE","HBL ENGINEERING LTD","LARGE_CAP",1041.3,7.93,6.34,16.16,67.3,60.4,"STRONG_BULLISH",22.9,20,12,0,NA,NA,NA,NA,NA,14755845542.8,"BUY",2025-11-14
90,"AUROPHARMA","AUROBINDO PHARMA LTD","MID_CAP",1222.5,1.02,8.78,10.23,67.3,73.2,"BULLISH",12.82,14,10,20,67.41,70.43,70,59.18,66,2507360690.1,"BUY",2025-11-14
127,"CUB","CITY UNION BANK LTD","MID_CAP",270.59,4.09,5.94,23.73,67.3,70.9,"STRONG_BULLISH",31.91,16,14,15,54.17,55,47,56.18,61.25,1742427003.23,"BUY",2025-11-14
113,"IIFL","IIFL FINANCE LIMITED","MID_CAP",547.3,1.79,3.99,8.11,66.7,67.7,"STRONG_BULLISH",21.88,16,15,0,NA,NA,NA,NA,NA,1915975227.15,"BUY",2025-11-14
144,"AUBANK","AU SMALL FINANCE BANK LTD","MID_CAP",890.6,0.44,-1.99,11.03,66.7,65.4,"STRONG_BULLISH",17.92,15,11,15,55,51.19,55,57.35,62,1485342970.15,"BUY",2025-11-14
145,"GRMOVER","GRM OVERSEAS LIMITED","MID_CAP",480.75,6.76,7.74,20.43,66.7,76.5,"STRONG_BULLISH",25.18,20,14,0,NA,NA,NA,NA,NA,1468625405.65,"BUY",2025-11-14
262,"DCBBANK","DCB BANK LIMITED","SMALL_CAP",175.5,3.61,1.06,35.29,66.7,73.4,"STRONG_BULLISH",37.3,15,14,15,51.91,50,51,53.82,56,634499993.63,"BUY",2025-11-14
269,"VARROC","VARROC ENGINEERING LTD.","SMALL_CAP",652.8,1.21,1.86,9.05,66.7,66.5,"STRONG_BULLISH",16.05,18,13,0,NA,NA,NA,NA,NA,614611469.85,"BUY",2025-11-14
16,"GRSE","GARDEN REACH SHIP&ENG LTD","LARGE_CAP",2897.1,5.36,12.55,10.61,66,69.1,"BULLISH",17.08,20,14,0,NA,NA,NA,NA,NA,9959638928.4,"BUY",2025-11-14
89,"BPCL","BHARAT PETROLEUM CORP  LT","MID_CAP",371.15,-1.01,1.09,9.84,66,66.6,"STRONG_BULLISH",14.31,13,12,20,62.6,70,56,58.64,59.17,2552597083.75,"BUY",2025-11-14
22,"DATAPATTNS","DATA PATTERNS INDIA LTD","LARGE_CAP",3100.7,3.24,18.52,14.96,65.3,71.2,"BEARISH",22.93,20,4,15,52.76,52.39,47,57.5,57,7399597698.4,"BUY",2025-11-14
129,"BHARATFORG","BHARAT FORGE LTD","MID_CAP",1396.7,0.57,6.04,13.31,65.3,72.2,"STRONG_BULLISH",20.09,16,11,15,54.83,55.22,53,56.82,54.17,1703418884,"BUY",2025-11-14
390,"WEL","WONDER ELECTRICALS LTD","MICRO_CAP",162.4,9.86,8.75,12.7,64.7,68.5,"BULLISH",18.52,20,12,0,NA,NA,NA,NA,NA,308281745.49,"HOLD",2025-11-14
150,"STARHEALTH","STAR HEALTH & AL INS CO L","MID_CAP",522.45,4.31,6.92,7.7,64,71.9,"STRONG_BULLISH",10.8,16,14,0,NA,NA,NA,NA,NA,1448917835.55,"HOLD",2025-11-14
685,"RPTECH","RASHI PERIPHERALS LIMITED","MICRO_CAP",337.5,2.13,1.87,1.09,64,58,"BULLISH",13.25,14,16,0,NA,NA,NA,NA,NA,84878861.35,"HOLD",2025-11-14
42,"NBCC","NBCC (INDIA) LIMITED","LARGE_CAP",114.14,4.73,0.66,2.03,63.3,53.3,"BULLISH",10.05,14,16,0,NA,NA,NA,NA,NA,4301941908.51,"HOLD",2025-11-14
5,"MUTHOOTFIN","MUTHOOT FINANCE LIMITED","LARGE_CAP",3725.6,9.8,15.34,14.27,62.7,80.6,"STRONG_BULLISH",35.12,20,12,0,NA,NA,NA,NA,NA,17585727601.6,"HOLD",2025-11-14
132,"BANKBARODA","BANK OF BARODA","MID_CAP",286.75,1.24,-0.8,6.84,62.7,64.6,"STRONG_BULLISH",17.04,13,12,15,53.65,55.48,47,57.94,54.17,1646200960.5,"HOLD",2025-11-14
