SECTOR_NAME,SECTOR_STRENGTH,TOTAL_STOCKS,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Pharma & Healthcare,57.839999999999996,15,90,AUROPHARMA,AUROBINDO PHARMA LTD,MID_CAP,1222.5,1.02,8.78,10.23,67.3,73.2,BULLISH,12.82,14,10,20,67.41,70.43,70,59.18,66,2507360690.1,BUY,2025-11-14
Pharma & Healthcare,57.839999999999996,15,105,ALKEM,ALKEM LABORATORIES LTD.,MID_CAP,5722.5,-0.05,0.95,2.8,61.3,64.4,STRONG_BULLISH,1.79,8,10,15,56.97,60.22,47,58.41,63,2185409713,HOLD,2025-11-14
Pharma & Healthcare,57.839999999999996,15,124,LAURUSLABS,LAURUS LABS LIMITED,MID_CAP,999,0.2,1.72,14.13,60,69.7,STRONG_BULLISH,10.47,13,13,0,NA,NA,NA,NA,NA,1793271479.7,HOLD,2025-11-14
Pharma & Healthcare,57.839999999999996,15,154,BIOCON,BIOCON LIMITED.,SMALL_CAP,411.15,-1.4,8.08,15.36,55.3,73.7,BULLISH,11.91,13,8,15,58.99,60.43,56,56.82,63,1375792174.05,HOLD,2025-11-14
Pharma & Healthcare,57.839999999999996,15,107,TORNTPHARM,TORRENT PHARMACEUTICALS L,MID_CAP,3831.8,0.15,7.03,8.46,45.3,71.1,STRONG_BULLISH,1.53,8,9,0,NA,NA,NA,NA,NA,2148859979,WEAK_HOLD,2025-11-14
Infrastructure,56.02,20,102,ADANIENSOL,ADANI ENERGY SOLUTION LTD,MID_CAP,1023.85,0.24,6.58,8.44,60.7,69.8,STRONG_BULLISH,27.87,14,13,0,10,10,10,10,10,2260938220,HOLD,2025-11-14
Infrastructure,56.02,20,66,BHEL,BHEL,MID_CAP,281.6,0.04,6.73,19.42,58,72.5,BULLISH,29.26,15,10,15,53.94,54.13,47,55.45,63,3331303998.4,HOLD,2025-11-14
Infrastructure,56.02,20,51,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1068.8,-0.74,0.85,2.4,54.7,52.3,STRONG_BULLISH,10.89,9,10,0,10,10,10,10,10,3859402226.1,HOLD,2025-11-14
Infrastructure,56.02,20,13,ADANIENT,ADANI ENTERPRISES LIMITED,LARGE_CAP,2516.8,1.15,6.22,-0.63,54,55.6,BEARISH,6.01,11,13,0,10,10,10,10,10,11350671383.9,HOLD,2025-11-14
Infrastructure,56.02,20,59,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1512.7,0.91,4.45,4.27,52.7,67.7,STRONG_BULLISH,9.11,7,11,0,10,10,10,10,10,3547158780,HOLD,2025-11-14
Banking - PSU,55.74,7,132,BANKBARODA,BANK OF BARODA,MID_CAP,286.75,1.24,-0.8,6.84,62.7,64.6,STRONG_BULLISH,17.04,13,12,15,53.65,55.48,47,57.94,54.17,1646200960.5,HOLD,2025-11-14
Banking - PSU,55.74,7,52,CANBK,CANARA BANK,MID_CAP,146.07,1.83,3.84,13.75,58,81.6,STRONG_BULLISH,34.57,15,10,15,54.62,54.05,47,56.76,66,3847268871.36,HOLD,2025-11-14
Banking - PSU,55.74,7,15,SBIN,STATE BANK OF INDIA,LARGE_CAP,967.85,1.45,1.26,9.23,57.3,76.2,STRONG_BULLISH,14.49,13,17,0,NA,NA,NA,NA,NA,10617844264.95,HOLD,2025-11-14
Banking - PSU,55.74,7,206,PNB,PUNJAB NATIONAL BANK,SMALL_CAP,122.21,0.94,-0.14,4.99,50.7,60.3,STRONG_BULLISH,15.03,11,12,0,NA,NA,NA,NA,NA,918567793.83,HOLD,2025-11-14
Banking - PSU,55.74,7,156,UNIONBANK,UNION BANK OF INDIA,SMALL_CAP,152.76,0.57,-0.35,9.55,50,60.9,BULLISH,16.27,13,12,0,NA,NA,NA,NA,NA,1351000892.22,HOLD,2025-11-14
Finance & NBFC,54.78,19,139,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,MID_CAP,1714.6,0.23,0.63,0.95,61.3,55.4,STRONG_BULLISH,14.57,11,13,15,54.41,50.65,51,57.47,66,1563606234.3,HOLD,2025-11-14
Finance & NBFC,54.78,19,208,HDFCSILVER,HDFCAMC - HDFCSILVER,SMALL_CAP,153.5,-2.87,7.74,-9.5,56.7,58.4,STRONG_BULLISH,28.63,10,6,0,NA,NA,NA,NA,NA,892604809.52,HOLD,2025-11-14
Finance & NBFC,54.78,19,289,HDFCGOLD,HDFC GOLD ETF,SMALL_CAP,107.15,-1.39,3.83,-1.54,55.3,60.2,BULLISH,15.61,10,12,0,NA,NA,NA,NA,NA,551101696.58,HOLD,2025-11-14
Finance & NBFC,54.78,19,217,PRECWIRE,PRECISION WIRES INDIA LTD,SMALL_CAP,269.37,-1.12,19.51,32.83,51.3,81.6,STRONG_BULLISH,51.77,16,4,0,NA,NA,NA,NA,NA,838746850.75,HOLD,2025-11-14
Finance & NBFC,54.78,19,41,BAJFINANCE,BAJAJ FINANCE LIMITED,LARGE_CAP,1018.5,1.3,-4.51,-3.91,49.3,44.7,BULLISH,9.91,6,8,15,51.99,50.65,47,55.53,59.17,4439663661.9,WEAK_HOLD,2025-11-14
Energy - Oil & Gas,54.68,15,89,BPCL,BHARAT PETROLEUM CORP  LT,MID_CAP,371.15,-1.01,1.09,9.84,66,66.6,STRONG_BULLISH,14.31,13,12,20,62.6,70,56,58.64,59.17,2552597083.75,BUY,2025-11-14
Energy - Oil & Gas,54.68,15,154,BIOCON,BIOCON LIMITED.,SMALL_CAP,411.15,-1.4,8.08,15.36,55.3,73.7,BULLISH,11.91,13,8,15,58.99,60.43,56,56.82,63,1375792174.05,HOLD,2025-11-14
Energy - Oil & Gas,54.68,15,12,RELIANCE,RELIANCE INDUSTRIES LTD,LARGE_CAP,1518.9,0.53,2.77,10.52,50.7,69,BULLISH,5.8,11,15,0,NA,NA,NA,NA,NA,11651084505.3,HOLD,2025-11-14
Energy - Oil & Gas,54.68,15,116,IOC,INDIAN OIL CORP LTD,MID_CAP,171.25,-0.7,1.24,11.43,50.7,74.7,STRONG_BULLISH,19.23,15,10,0,NA,NA,NA,NA,NA,1896183897.12,HOLD,2025-11-14
Energy - Oil & Gas,54.68,15,306,MRPL,MRPL,MICRO_CAP,171.83,-1.04,-0.38,20.92,50.7,64.7,STRONG_BULLISH,34.71,15,8,0,NA,NA,NA,NA,NA,492290395.52,HOLD,2025-11-14
Metals & Mining,51.46,21,57,VEDL,VEDANTA LIMITED,MID_CAP,525.35,-0.8,2,8.76,52.7,65.6,STRONG_BULLISH,18.78,13,12,0,NA,NA,NA,NA,NA,3565272200.25,HOLD,2025-11-14
Metals & Mining,51.46,21,114,SAIL,STEEL AUTHORITY OF INDIA,MID_CAP,141.99,-1.89,0.7,8.98,51.3,60.9,STRONG_BULLISH,13.55,11,12,0,NA,NA,NA,NA,NA,1913737045.9,HOLD,2025-11-14
Metals & Mining,51.46,21,140,JINDALSTEL,JINDAL STEEL LIMITED,MID_CAP,1076.2,-1.07,0.59,7.47,51.3,57.5,STRONG_BULLISH,7.67,9,12,0,NA,NA,NA,NA,NA,1520170595.9,HOLD,2025-11-14
Metals & Mining,51.46,21,292,TATACOMM,TATA COMMUNICATIONS LTD,SMALL_CAP,1874,-0.78,1.33,-4.15,51.3,55,BULLISH,14.9,10,8,0,NA,NA,NA,NA,NA,539241373,HOLD,2025-11-14
Metals & Mining,51.46,21,27,TATASTEEL,TATA STEEL LIMITED,LARGE_CAP,174.26,-1.35,-3.92,0.59,50.7,45.1,STRONG_BULLISH,6.69,8,12,0,NA,NA,NA,NA,NA,6669935058.64,HOLD,2025-11-14
Banking - Private,50.94,8,28,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1241.6,1.34,1.54,6.16,69.3,62.7,BULLISH,12.68,11,17,15,52.47,51.19,47,54.71,62,6437561401.2,BUY,2025-11-14
Banking - Private,50.94,8,133,RBLBANK,RBL BANK LIMITED,MID_CAP,318.65,1.01,-2.92,6.38,52.7,57.3,STRONG_BULLISH,15.95,13,15,0,NA,NA,NA,NA,NA,1633734312.2,HOLD,2025-11-14
Banking - Private,50.94,8,236,FEDERALBNK,FEDERAL BANK LTD,SMALL_CAP,236.26,0.2,-0.42,9.21,50.7,67.4,STRONG_BULLISH,17.12,13,10,0,NA,NA,NA,NA,NA,727114213.04,HOLD,2025-11-14
Banking - Private,50.94,8,53,INDUSINDBK,INDUSIND BANK LIMITED,MID_CAP,848.25,-1.76,6.4,14.61,47.3,69.2,BULLISH,8.59,11,8,0,NA,NA,NA,NA,NA,3821865283.1,WEAK_HOLD,2025-11-14
Banking - Private,50.94,8,37,KOTAKBANK,KOTAK MAHINDRA BANK LTD,LARGE_CAP,2079.7,0.22,-0.41,-3.25,34.7,42.6,BEARISH,-0.02,1,15,0,NA,NA,NA,NA,NA,5063050020.5,SELL,2025-11-14
Energy - Power,50,17,257,BORORENEW,BOROSIL RENEWABLES LTD,SMALL_CAP,659.7,1.88,0.4,4.22,59.3,52.6,STRONG_BULLISH,13.46,9,4,20,63.2,57.38,81,59.5,54,654463621.25,HOLD,2025-11-14
Energy - Power,50,17,51,ADANIGREEN,ADANI GREEN ENERGY LTD,MID_CAP,1068.8,-0.74,0.85,2.4,54.7,52.3,STRONG_BULLISH,10.89,9,10,0,10,10,10,10,10,3859402226.1,HOLD,2025-11-14
Energy - Power,50,17,245,TDPOWERSYS,TD POWER SYSTEMS LTD.,SMALL_CAP,785.7,1.06,0.65,23.81,51.3,65.5,STRONG_BULLISH,50.45,15,9,0,NA,NA,NA,NA,NA,684325906.2,HOLD,2025-11-14
Energy - Power,50,17,166,CGPOWER,CG POWER AND IND SOL LTD,SMALL_CAP,743.5,-0.23,1.4,-1.82,42.7,51.5,BULLISH,0.97,2,12,15,55.37,53.04,51,57.5,66,1218083386.6,WEAK_HOLD,2025-11-14
Energy - Power,50,17,205,JSWENERGY,JSW ENERGY LIMITED,SMALL_CAP,528.8,0.09,1.86,-3.11,42,48.8,BULLISH,2.15,2,15,0,NA,NA,NA,NA,NA,927033148.3,WEAK_HOLD,2025-11-14
Telecom,49.88,11,11,BHARTIARTL,BHARTI AIRTEL LIMITED,LARGE_CAP,2100.7,0.43,4.97,6.72,56,61.2,STRONG_BULLISH,5.1,9,11,15,52.75,50.65,51,54.32,59.17,13193910899.9,HOLD,2025-11-14
Telecom,49.88,11,292,TATACOMM,TATA COMMUNICATIONS LTD,SMALL_CAP,1874,-0.78,1.33,-4.15,51.3,55,BULLISH,14.9,10,8,0,NA,NA,NA,NA,NA,539241373,HOLD,2025-11-14
Telecom,49.88,11,12,RELIANCE,RELIANCE INDUSTRIES LTD,LARGE_CAP,1518.9,0.53,2.77,10.52,50.7,69,BULLISH,5.8,11,15,0,NA,NA,NA,NA,NA,11651084505.3,HOLD,2025-11-14
Telecom,49.88,11,27,TATASTEEL,TATA STEEL LIMITED,LARGE_CAP,174.26,-1.35,-3.92,0.59,50.7,45.1,STRONG_BULLISH,6.69,8,12,0,NA,NA,NA,NA,NA,6669935058.64,HOLD,2025-11-14
Telecom,49.88,11,108,TATACONSUM,TATA CONSUMER PRODUCT LTD,MID_CAP,1157.8,0.26,-0.81,3.91,40.7,51.1,BULLISH,2.56,4,9,0,NA,NA,NA,NA,NA,2120585737.2,WEAK_HOLD,2025-11-14
Media & Entertainment,47.06,16,75,GOLDBEES,NIP IND ETF GOLD BEES,MID_CAP,103.81,-1.48,3.87,-1.41,54,59.9,BULLISH,15.53,10,10,0,NA,NA,NA,NA,NA,2972356077.47,HOLD,2025-11-14
Media & Entertainment,47.06,16,170,IDBI,IDBI BANK LIMITED,SMALL_CAP,101.04,2.87,0.62,8.47,48.7,57.9,BULLISH,11.83,11,12,0,NA,NA,NA,NA,NA,1201365082.23,WEAK_HOLD,2025-11-14
Media & Entertainment,47.06,16,53,INDUSINDBK,INDUSIND BANK LIMITED,MID_CAP,848.25,-1.76,6.4,14.61,47.3,69.2,BULLISH,8.59,11,8,0,NA,NA,NA,NA,NA,3821865283.1,WEAK_HOLD,2025-11-14
Media & Entertainment,47.06,16,423,CONCORDBIO,CONCORD BIOTECH LIMITED,MICRO_CAP,1499.2,2.77,7.48,-0.55,46,50.5,STRONG_BEARISH,-16.97,5,16,20,68.6,74.78,76,57.95,54,270854190.4,WEAK_HOLD,2025-11-14
Media & Entertainment,47.06,16,79,SUNPHARMA,SUN PHARMACEUTICAL IND L,MID_CAP,1757.1,1.13,3.88,6.16,39.3,70.9,BULLISH,4.08,7,8,0,NA,NA,NA,NA,NA,2921886946.2,WEAK_HOLD,2025-11-14
IT & Software,45.74,16,738,THOMASCOTT,THOMAS SCOTT (INDIA) LTD,MICRO_CAP,418.7,-7.55,-2.55,27.98,53.3,57.1,BULLISH,8.91,16,6,0,NA,NA,NA,NA,NA,64724964.45,HOLD,2025-11-14
IT & Software,45.74,16,82,COFORGE,COFORGE LIMITED,MID_CAP,1799.6,-0.59,3.41,1.94,45.3,55.5,BULLISH,-1.75,1,10,15,54.71,51.3,53,58.18,62,2808815516.8,WEAK_HOLD,2025-11-14
IT & Software,45.74,16,227,REDINGTON,REDINGTON LIMITED,SMALL_CAP,294.7,-0.61,0.92,6.54,44.7,63.4,BULLISH,16.24,13,4,0,NA,NA,NA,NA,NA,781839757.95,WEAK_HOLD,2025-11-14
IT & Software,45.74,16,47,HCLTECH,HCL TECHNOLOGIES LTD,LARGE_CAP,1594.6,-0.24,5.44,6.61,42.7,68,BULLISH,3.5,6,6,0,NA,NA,NA,NA,NA,4040586657.3,WEAK_HOLD,2025-11-14
IT & Software,45.74,16,169,PERSISTENT,PERSISTENT SYSTEMS LTD,SMALL_CAP,6101,-0.59,5.54,6.58,42.7,67.1,STRONG_BULLISH,8.88,9,4,0,NA,NA,NA,NA,NA,1205470333.5,WEAK_HOLD,2025-11-14
FMCG & Consumer Goods,41.88,18,294,RADICO,RADICO KHAITAN LTD,SMALL_CAP,3259.9,2.28,-1.54,10.44,48,58.5,STRONG_BULLISH,8.17,11,10,0,NA,NA,NA,NA,NA,530128296.6,WEAK_HOLD,2025-11-14
FMCG & Consumer Goods,41.88,18,117,MARICO,MARICO LIMITED,MID_CAP,738.7,2.31,3.81,4.01,42.7,63.7,BULLISH,-4.34,4,14,0,NA,NA,NA,NA,NA,1871881475.3,WEAK_HOLD,2025-11-14
FMCG & Consumer Goods,41.88,18,108,TATACONSUM,TATA CONSUMER PRODUCT LTD,MID_CAP,1157.8,0.26,-0.81,3.91,40.7,51.1,BULLISH,2.56,4,9,0,NA,NA,NA,NA,NA,2120585737.2,WEAK_HOLD,2025-11-14
FMCG & Consumer Goods,41.88,18,594,JUBLPHARMA,JUBILANT PHARMOVA LTD,MICRO_CAP,1131.4,0.48,0.37,5.13,39.3,51.8,BULLISH,4.47,7,11,0,NA,NA,NA,NA,NA,128370277.9,WEAK_HOLD,2025-11-14
FMCG & Consumer Goods,41.88,18,23,KRBL,KRBL LIMITED,LARGE_CAP,429.35,13.26,11.97,13.51,38.7,70.4,BEARISH,-6.52,10,12,0,NA,NA,NA,NA,NA,7383249976.75,WEAK_HOLD,2025-11-14
Chemicals,39.2,17,867,BALAJITELE,BALAJI TELEFILMS LTD.,MICRO_CAP,120.1,-2.96,-5.15,3.11,50.7,52.4,BULLISH,38.64,11,4,15,53.41,54.13,51,58.18,49.17,18457469.75,HOLD,2025-11-14
Chemicals,39.2,17,539,GHCL,GHCL LIMITED,MICRO_CAP,606.15,-5.47,-1.98,-2.95,38.7,43.2,BULLISH,3.7,3,10,0,NA,NA,NA,NA,NA,165272639.85,WEAK_HOLD,2025-11-14
Chemicals,39.2,17,135,UPL,UPL LIMITED,MID_CAP,758.6,0.06,1.42,11.95,38,76.8,STRONG_BULLISH,-0.13,6,15,0,NA,NA,NA,NA,NA,1629780060.6,WEAK_HOLD,2025-11-14
Chemicals,39.2,17,210,IGL,INDRAPRASTHA GAS LTD,SMALL_CAP,212.66,-1.1,0.31,0.34,35.3,51.3,BULLISH,-3.25,4,8,0,NA,NA,NA,NA,NA,882776491.34,WEAK_HOLD,2025-11-14
Chemicals,39.2,17,734,CHEMPLASTS,CHEMPLAST SANMAR LIMITED,MICRO_CAP,345.1,0.04,-8.57,-8.57,33.3,29.2,STRONG_BEARISH,-25.35,5,7,20,66.26,64.13,77,57.27,66,66026504.85,SELL,2025-11-14
Textiles,38.26,7,641,ARVIND,ARVIND LIMITED,MICRO_CAP,336.4,-2.27,2.47,13.21,56,60.4,BULLISH,13.67,13,6,15,57.39,51.96,61,57.27,66,108287857.55,HOLD,2025-11-14
Textiles,38.26,7,469,WELSPUNLIV,WELSPUN LIVING LIMITED,MICRO_CAP,138.33,1.28,6.84,9.94,47.3,65.1,BULLISH,20.42,13,8,0,NA,NA,NA,NA,NA,215540688.42,WEAK_HOLD,2025-11-14
Textiles,38.26,7,366,KPRMILL,KPR MILL LTD.,MICRO_CAP,1078.4,-1.04,0.7,6,39.3,53.2,BULLISH,3.21,5,10,0,NA,NA,NA,NA,NA,345938975.5,WEAK_HOLD,2025-11-14
Textiles,38.26,7,709,RELAXO,RELAXO FOOT LTD.,MICRO_CAP,426.15,-0.79,-1.23,-3.59,24.7,38.8,STRONG_BEARISH,-16.89,3,12,0,NA,NA,NA,NA,NA,76950848.65,SELL,2025-11-14
Textiles,38.26,7,595,RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,MICRO_CAP,1124.5,0.41,-2.49,-4.39,24,38.6,BEARISH,-4.43,0,10,0,NA,NA,NA,NA,NA,127589395,SELL,2025-11-14
Logistics & Shipping,35.85,4,59,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1512.7,0.91,4.45,4.27,52.7,67.7,STRONG_BULLISH,9.11,7,11,0,10,10,10,10,10,3547158780,HOLD,2025-11-14
Logistics & Shipping,35.85,4,423,CONCORDBIO,CONCORD BIOTECH LIMITED,MICRO_CAP,1499.2,2.77,7.48,-0.55,46,50.5,STRONG_BEARISH,-16.97,5,16,20,68.6,74.78,76,57.95,54,270854190.4,WEAK_HOLD,2025-11-14
Logistics & Shipping,35.85,4,815,VRLLOG,VRL LOGISTICS LIMITED,MICRO_CAP,278.6,-0.2,2.01,3.41,26,51.7,BEARISH,-0.64,2,8,0,NA,NA,NA,NA,NA,37144094.55,SELL,2025-11-14
Logistics & Shipping,35.85,4,229,CONCOR,CONTAINER CORP OF IND LTD,SMALL_CAP,518.85,-0.96,-0.55,-2.09,18.7,39.2,STRONG_BEARISH,-7.73,0,6,15,54,53.7,51,56.36,56.67,763857990.4,SELL,2025-11-14
Realty,35.72,6,167,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1744.9,-0.59,0.36,4.11,47.3,56.1,BULLISH,5.61,8,8,0,NA,NA,NA,NA,NA,1215232218.4,WEAK_HOLD,2025-11-14
Realty,35.72,6,273,GODREJPROP,GODREJ PROPERTIES LTD,SMALL_CAP,2195.8,-0.47,2.48,2.82,36,50.4,BEARISH,6.62,7,8,0,NA,NA,NA,NA,NA,598367877.6,WEAK_HOLD,2025-11-14
Realty,35.72,6,383,OBEROIRLTY,OBEROI REALTY LIMITED,MICRO_CAP,1752.4,0.47,-2.26,9.43,36,56.8,BULLISH,2.68,5,10,0,NA,NA,NA,NA,NA,321043822.6,WEAK_HOLD,2025-11-14
Realty,35.72,6,303,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,944.2,-0.68,-3.65,-1.32,33.3,40,BEARISH,-3.83,1,4,15,56.82,55.43,51,60,66,497412536.2,SELL,2025-11-14
Realty,35.72,6,256,LODHA,LODHA DEVELOPERS LIMITED,SMALL_CAP,1209.5,-0.67,-1.39,3.2,26,53.9,BULLISH,-4.67,1,12,0,NA,NA,NA,NA,NA,654500332.2,SELL,2025-11-14
Consumer Durables,35.480000000000004,12,686,RAJESHEXPO,RAJESH EXPORTS LTD,MICRO_CAP,187.33,1.22,4.19,5.38,42,58.7,BEARISH,0.86,8,9,0,NA,NA,NA,NA,NA,84453487.25,WEAK_HOLD,2025-11-14
Consumer Durables,35.480000000000004,12,104,TITAN,TITAN COMPANY LIMITED,MID_CAP,3829.2,-0.26,1.59,7.9,35.3,65.5,STRONG_BULLISH,-0.59,4,10,0,NA,NA,NA,NA,NA,2198029846.2,WEAK_HOLD,2025-11-14
Consumer Durables,35.480000000000004,12,34,VOLTAS,VOLTAS LTD,LARGE_CAP,1350.9,1.05,2.22,-4.33,34.7,45.8,BEARISH,-7.8,5,17,0,NA,NA,NA,NA,NA,5563193964.8,SELL,2025-11-14
Consumer Durables,35.480000000000004,12,580,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,382.25,-0.27,-11.86,-16.75,34.7,36.9,BULLISH,19.81,10,0,0,NA,NA,NA,NA,NA,133633878.85,SELL,2025-11-14
Consumer Durables,35.480000000000004,12,238,BLUESTARCO,BLUE STAR LIMITED,SMALL_CAP,1768.4,-1.08,0.9,-7.57,30.7,33.2,BEARISH,-12.14,0,10,25,72.84,74.35,86,58.5,66,716386189.5,SELL,2025-11-14
Paper & Packaging,31.439999999999998,8,380,JKTYRE,JK TYRE & INDUSTRIES LTD,MICRO_CAP,460,-1.23,0.33,21.81,49.3,70.4,STRONG_BULLISH,37.23,15,8,0,NA,NA,NA,NA,NA,330896551.1,WEAK_HOLD,2025-11-14
Paper & Packaging,31.439999999999998,8,816,SOUTHWEST,SOUTH WEST PINNACLE LTD,MICRO_CAP,180.55,-3.33,3.98,47.64,45.3,65.4,BULLISH,19.11,15,6,0,NA,NA,NA,NA,NA,37020212.68,WEAK_HOLD,2025-11-14
Paper & Packaging,31.439999999999998,8,759,NRBBEARING,NRB BEARING LIMITED,MICRO_CAP,287.1,1.97,6.53,8.75,27.3,59.8,BEARISH,-4.32,3,11,0,NA,NA,NA,NA,NA,56496103.65,SELL,2025-11-14
Paper & Packaging,31.439999999999998,8,203,ENRIN,SIEMENS ENERGY INDIA LTD,SMALL_CAP,3257.6,-1.24,0.91,3.61,19.3,51.9,NEUTRAL,-9.59,1,12,0,NA,NA,NA,NA,NA,927329172,SELL,2025-11-14
Paper & Packaging,31.439999999999998,8,483,EMAMILTD,EMAMI LIMITED,MICRO_CAP,520.35,-0.35,1.22,-3.7,16,36.8,STRONG_BEARISH,-15.4,0,12,0,NA,NA,NA,NA,NA,203849586.7,SELL,2025-11-14
Cement & Construction,27.46,12,209,CREDITACC,CREDITACCESS GRAMEEN LTD,SMALL_CAP,1366.7,0.8,1.47,-1.7,43.3,48.5,BULLISH,-8.49,0,15,15,53.16,50.22,47,57.11,66,884137236.8,WEAK_HOLD,2025-11-14
Cement & Construction,27.46,12,580,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,382.25,-0.27,-11.86,-16.75,34.7,36.9,BULLISH,19.81,10,0,0,NA,NA,NA,NA,NA,133633878.85,SELL,2025-11-14
Cement & Construction,27.46,12,781,ORIENTELEC,ORIENT ELECTRIC LIMITED,MICRO_CAP,209.85,-1.47,-1,3.04,21.3,51,BULLISH,-8.47,1,12,0,NA,NA,NA,NA,NA,45813555.78,SELL,2025-11-14
Cement & Construction,27.46,12,842,ORIENTHOT,ORIENT HOTELS LTD,MICRO_CAP,122.61,-0.43,1.03,-3.43,20,43,STRONG_BEARISH,-16.74,1,8,0,NA,NA,NA,NA,NA,29077585.72,SELL,2025-11-14
Cement & Construction,27.46,12,115,ULTRACEMCO,ULTRATECH CEMENT LIMITED,MID_CAP,11874,-0.5,0.21,-3.55,18,43.3,STRONG_BEARISH,-12.17,0,12,0,NA,NA,NA,NA,NA,1913476520,SELL,2025-11-14
Agriculture & Fertilizers,25.48,7,135,UPL,UPL LIMITED,MID_CAP,758.6,0.06,1.42,11.95,38,76.8,STRONG_BULLISH,-0.13,6,15,0,NA,NA,NA,NA,NA,1629780060.6,WEAK_HOLD,2025-11-14
Agriculture & Fertilizers,25.48,7,281,COROMANDEL,COROMANDEL INTERNTL. LTD,SMALL_CAP,2202.7,-0.34,2.62,0.2,26,50.6,STRONG_BEARISH,-10.72,1,10,15,54.33,51.3,51,55.77,66,570741748.5,SELL,2025-11-14
