"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
91,"BLUESTARCO","BLUE STAR LIMITED","MID_CAP",1949.1,3,2.63,3.14,83.3,58.1,"BULLISH",10.15,14,20,25,72.84,74.35,86,58.5,66,2183580011.2,"STRONG_BUY",2025-10-10
216,"BAJAJCON","BAJAJ CONSUMER CARE LTD","SMALL_CAP",264.12,6.65,10.36,18.97,83.3,68.3,"STRONG_BULLISH",11.3,18,18,20,61.4,60.24,65,60.25,60,880655491.57,"STRONG_BUY",2025-10-10
198,"BALUFORGE","BALU FORGE INDUSTRIES LTD","SMALL_CAP",674.8,4.75,5.55,2.04,73.3,56.5,"BEARISH",25.68,16,18,20,62.43,70.95,60,60.25,46.67,1012620982.4,"BUY",2025-10-10
234,"ASHAPURMIN","ASHAPURA MINECHEM LTD","SMALL_CAP",692.55,3.04,0.26,14.55,71.3,64.4,"STRONG_BULLISH",25.16,16,12,15,52.76,51.96,47,58.41,57,781299907.95,"BUY",2025-10-10
553,"DCAL","DISHMAN CARBO AMCIS LTD","MICRO_CAP",293.9,3.67,3.47,8.15,70.7,57.3,"BULLISH",58.83,11,18,15,57.06,54.05,61,58.18,57,146366289.05,"BUY",2025-10-10
185,"BLACKBUCK","ZINKA LOGISTICS SOL LTD","SMALL_CAP",685.5,0.93,10.05,10.56,69.3,68.4,"STRONG_BULLISH",46.03,16,4,20,62.86,66.96,62,58.64,59,1077974703.2,"BUY",2025-10-10
665,"AVL","ADITYA VISION LIMITED","MICRO_CAP",558.7,0.23,-0.21,14.1,69.3,59.6,"STRONG_BULLISH",42.87,15,11,25,73.11,74.35,86,59.86,66,85262014.25,"BUY",2025-10-10
96,"CUMMINSIND","CUMMINS INDIA LTD","MID_CAP",3966,0.22,0.85,-1.38,68.7,52.8,"BULLISH",10.79,9,15,15,53.02,50.65,51,55.68,59.17,2120436512.6,"BUY",2025-10-10
178,"CARTRADE","CARTRADE TECH LIMITED","SMALL_CAP",2444.8,-1.22,-2.12,-0.36,68.7,50.8,"STRONG_BULLISH",27.63,10,10,15,52.67,50.65,47,54.55,65,1114127192.6,"BUY",2025-10-10
192,"BORORENEW","BOROSIL RENEWABLES LTD","SMALL_CAP",642.85,6.21,2.81,10.44,68,64,"STRONG_BULLISH",1.45,9,14,20,63.2,57.38,81,59.5,54,1050918094.75,"BUY",2025-10-10
733,"CHEMCON","CHEMCON SPECIAL CHEM LTD","MICRO_CAP",264.25,0.44,-1.97,5.87,67.3,58.7,"STRONG_BULLISH",23.41,15,8,25,71.15,74.35,86,56.82,57,58415832.25,"BUY",2025-10-10
314,"AGARWALEYE","DR AGARWALS HEALTH CARE L","MICRO_CAP",535.2,6.26,7.13,25.37,66.7,74.3,"STRONG_BULLISH",15.33,18,16,0,10,10,10,10,10,490999941.8,"BUY",2025-10-10
380,"ASAHIINDIA","ASAHI INDIA GLASS LIMITED","MICRO_CAP",899.95,3.98,0.49,4.75,66.7,56.1,"BULLISH",6.21,6,18,15,52.31,50.43,51,56.45,54,339305338.65,"BUY",2025-10-10
152,"ASTRAMICRO","ASTRA MICROWAVE LTD","SMALL_CAP",1090.6,-6.17,-1.98,5.71,65.3,52,"BEARISH",10.43,12,4,25,71.97,73.91,94,57.05,50,1440886074.7,"BUY",2025-10-10
435,"ARISINFRA","ARISINFRA SOLUTIONS LTD","MICRO_CAP",165.85,4.19,1.97,0.18,65.3,58.2,"NEUTRAL",12.87,10,14,15,56.91,51.96,67,56.36,54,246817376.66,"BUY",2025-10-10
268,"OPTIEMUS","OPTIEMUS INFRACOM LTD","SMALL_CAP",681.6,5.36,0.41,9.05,64.7,59.9,"STRONG_BULLISH",17.19,16,12,0,NA,NA,NA,NA,NA,643865407.9,"HOLD",2025-10-10
828,"DBEIL","DEEPAK BUILDERS & ENG I L","MICRO_CAP",166.75,-1.19,-1.59,12.11,64.7,59.2,"STRONG_BULLISH",18.41,13,6,25,71.14,69.78,92,58.41,57,24573628.63,"HOLD",2025-10-10
