"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
26,"ASHOKLEY","ASHOK LEYLAND LTD","LARGE_CAP",178.63,2.12,0.38,11.43,86,74.9,"STRONG_BULLISH",25.79,20,18,25,71.08,74.57,82,59.41,59.17,10486699446.27,"STRONG_BUY",2025-12-30
22,"CANBK","CANARA BANK","LARGE_CAP",154.03,2.06,2.54,2.35,80,66,"STRONG_BULLISH",16.57,16,20,15,54.62,54.05,47,56.76,66,11666618283.36,"STRONG_BUY",2025-12-30
353,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",927.2,2.94,-0.21,1.97,77.3,55.9,"STRONG_BULLISH",10.88,14,18,15,55.87,57.38,53,56.32,56,492408944.4,"BUY",2025-12-30
29,"AUBANK","AU SMALL FINANCE BANK LTD","LARGE_CAP",996.45,0.99,1.64,4.83,76.7,67.8,"STRONG_BULLISH",20.43,16,15,15,55,51.19,55,57.35,62,10211819928.75,"BUY",2025-12-30
149,"CUB","CITY UNION BANK LTD","MID_CAP",297.4,-0.52,3.05,5.11,74.7,68.1,"STRONG_BULLISH",30.58,18,10,15,54.17,55,47,56.18,61.25,1960158764.1,"BUY",2025-12-30
74,"CUPID","CUPID LIMITED","MID_CAP",509,4.6,8.53,45.82,74,92.5,"STRONG_BULLISH",96.15,20,14,15,52.86,51.84,53,58.35,48,4733598095.15,"BUY",2025-12-30
18,"ASIANPAINT","ASIAN PAINTS LIMITED","LARGE_CAP",2758.3,-0.62,-1.76,-3.81,72,44.8,"BULLISH",10.1,13,12,20,62.21,68.26,60,57.05,56.67,13366391317.3,"BUY",2025-12-30
212,"ASAHIINDIA","ASAHI INDIA GLASS LIMITED","SMALL_CAP",1037.6,7.65,5.2,-1.92,71.3,57.7,"BULLISH",9.2,11,18,15,52.31,50.43,51,56.45,54,1199355476.2,"BUY",2025-12-30
220,"BHARATFORG","BHARAT FORGE LTD","SMALL_CAP",1454.6,0.62,-0.38,1.51,71.3,63,"STRONG_BULLISH",10.61,10,13,15,54.83,55.22,53,56.82,54.17,1154252015,"BUY",2025-12-30
103,"BPCL","BHARAT PETROLEUM CORP  LT","MID_CAP",369.5,-0.57,-0.14,4.38,70.7,56.8,"STRONG_BULLISH",5.64,10,12,20,62.6,70,56,58.64,59.17,3183783429.45,"BUY",2025-12-30
101,"NAVINFLUOR","NAVIN FLUORINE INT. LTD","MID_CAP",6136.5,4.34,1.2,6.72,70,59.9,"STRONG_BULLISH",16.97,18,18,0,NA,NA,NA,NA,NA,3272097136.5,"BUY",2025-12-30
388,"CUBEXTUB","CUBEXTUBINGS-ROLLSETT","MICRO_CAP",120.04,-5.08,27.74,29.4,69.3,72.6,"BULLISH",22.85,20,0,25,73.57,79.05,94,61,41.67,390809116.34,"BUY",2025-12-30
639,"MUFIN","MUFIN GREEN FINANCE LTD","MICRO_CAP",115.42,2.83,-1.26,8.16,68,58.3,"STRONG_BULLISH",16.48,16,17,0,NA,NA,NA,NA,NA,98254488.19,"BUY",2025-12-30
141,"BANKINDIA","BANK OF INDIA","MID_CAP",142.01,1.5,0.79,-3.55,67.3,51.4,"BEARISH",8.86,11,15,15,52.66,50.71,47,55.88,63,2158085550.2,"BUY",2025-12-30
191,"AIAENG","AIA ENGINEERING LIMITED","SMALL_CAP",3949.7,3,1.26,2.48,67.3,59.4,"STRONG_BULLISH",14.84,14,18,0,10,10,10,10,10,1315241477.4,"BUY",2025-12-30
17,"HINDALCO","HINDALCO  INDUSTRIES  LTD","LARGE_CAP",884.15,2.21,2.35,9.05,66.7,69.8,"STRONG_BULLISH",8.97,14,20,0,NA,NA,NA,NA,NA,13475794493.15,"BUY",2025-12-30
31,"FEDERALBNK","FEDERAL BANK LTD","LARGE_CAP",267.6,1.79,0.81,4.29,66.7,66.8,"STRONG_BULLISH",20.39,16,15,0,NA,NA,NA,NA,NA,9897757864.05,"BUY",2025-12-30
169,"SILVERTUC","SILVER TOUCH TECHNO LTD","SMALL_CAP",1011.85,11.38,16.49,30.07,66.7,77.4,"STRONG_BULLISH",36.41,20,14,0,NA,NA,NA,NA,NA,1635407579,"BUY",2025-12-30
326,"GAEL","GUJARAT AMBUJA EXPORTS LT","MICRO_CAP",133.07,2.67,8.2,17.5,66.7,76.2,"STRONG_BULLISH",20.15,20,14,0,NA,NA,NA,NA,NA,555850714.09,"BUY",2025-12-30
