SECTOR_NAME,SECTOR_STRENGTH,TOTAL_STOCKS,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Textiles,24.82,6,626,ARVIND,ARVIND LIMITED,MICRO_CAP,331.8,-1.81,-5.87,4.85,42.7,45.7,STRONG_BULLISH,2.37,2,6,15,57.39,51.96,61,57.27,66,79168529.8,WEAK_HOLD,2025-12-05
Textiles,24.82,6,423,WELSPUNLIV,WELSPUN LIVING LIMITED,MICRO_CAP,134.7,-1.5,-9.49,4.32,34.7,50,BULLISH,6.79,5,4,0,NA,NA,NA,NA,NA,210124995.87,SELL,2025-12-05
Textiles,24.82,6,711,ARVINDFASN,ARVIND FASHIONS LIMITED,MICRO_CAP,489.4,-0.79,-2.91,-10.73,20.7,42.2,STRONG_BEARISH,-14.81,0,6,15,50.43,47.61,47,55.45,57,49438026.05,SELL,2025-12-05
Textiles,24.82,6,427,KPRMILL,KPR MILL LTD.,MICRO_CAP,981.6,-0.09,-9.07,-7.06,17.3,32.9,BEARISH,-14.88,0,6,0,NA,NA,NA,NA,NA,203698885.1,SELL,2025-12-05
Textiles,24.82,6,588,RAYMONDREL,RAYMOND REALTY LIMITED,MICRO_CAP,485.95,-2.67,-3.43,-20.95,8.7,33.6,BEARISH,-28.37,0,6,0,NA,NA,NA,NA,NA,97955954.2,SELL,2025-12-05
Cement & Construction,23.6,13,327,CREDITACC,CREDITACCESS GRAMEEN LTD,MICRO_CAP,1290.7,-4.18,-3.47,-6.33,30,39.3,BEARISH,-6.82,1,6,15,53.16,50.22,47,57.11,66,396941970.7,SELL,2025-12-05
Cement & Construction,23.6,13,435,JKLAKSHMI,JK LAKSHMI CEMENT LTD,MICRO_CAP,750.25,0.23,-1.13,-11.93,24,28.9,STRONG_BEARISH,-17.68,5,13,0,NA,NA,NA,NA,NA,192555872.1,SELL,2025-12-05
Cement & Construction,23.6,13,64,ULTRACEMCO,ULTRATECH CEMENT LIMITED,MID_CAP,11597,-0.09,-0.03,-1.88,22,40.2,STRONG_BEARISH,-8.77,1,12,0,NA,NA,NA,NA,NA,2627330601,SELL,2025-12-05
Cement & Construction,23.6,13,246,JKCEMENT,JK CEMENT LIMITED,SMALL_CAP,5625,0.12,-2.31,-2.61,22,41.2,BEARISH,-19.51,1,9,0,NA,NA,NA,NA,NA,662971306,SELL,2025-12-05
Cement & Construction,23.6,13,761,STARCEMENT,STAR CEMENT LIMITED,MICRO_CAP,222.8,0.13,-1.15,-11.34,20,30.4,STRONG_BEARISH,-20.01,0,13,0,NA,NA,NA,NA,NA,32513511.34,SELL,2025-12-05
