"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"APEX",331.75,13.51,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,75.3,"LARGE_CAP"
"AVANTIFEED",861.2,9.78,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70.7,"MID_CAP"
"BPCL",364.55,4.37,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68.7,"MID_CAP"
"ANURAS",1246.8,2.95,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,65.3,"MID_CAP"
"BANKBARODA",284.15,5.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"SANSERA",1606.4,6.85,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"AWL",274.1,1.75,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64.7,"LARGE_CAP"
"AXISBANK",1275.8,5.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,64.7,"LARGE_CAP"
"DCBBANK",186.07,15.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"SMALL_CAP"
"BANKINDIA",145.46,7.48,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"SMALL_CAP"
"AUROPHARMA",1205.9,4.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"SMALL_CAP"
"CSBBANK",413,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MICRO_CAP"
"BSE",2858.3,6.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"LARGE_CAP"
"AUBANK",915.35,6.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"CANBK",145.77,9.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"CHENNPETRO",1025.2,15.98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"CANFINHOME",884.95,4.31,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,62.7,"MICRO_CAP"
"ZOTA",1685.1,9.41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"FIVESTAR",619.4,1.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"M&MFIN",342.55,8.7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,61.3,"MID_CAP"
"BHARATFORG",1410.2,7.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"SMALL_CAP"
