INDEX_NAME,INDEX_STRENGTH,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Nifty IT,36.519999999999996,82,COFORGE,COFORGE LIMITED,MID_CAP,1799.6,-0.59,3.41,1.94,45.3,55.5,BULLISH,-1.75,1,10,15,54.71,51.3,53,58.18,62,2808815516.8,WEAK_HOLD,2025-11-14
Nifty IT,36.519999999999996,47,HCLTECH,HCL TECHNOLOGIES LTD,LARGE_CAP,1594.6,-0.24,5.44,6.61,42.7,68,BULLISH,3.5,6,6,0,NA,NA,NA,NA,NA,4040586657.3,WEAK_HOLD,2025-11-14
Nifty IT,36.519999999999996,216,LTIM,LTIMINDTREE LIMITED,SMALL_CAP,5809,-0.65,4.34,3.56,41.3,62.7,STRONG_BULLISH,7.04,7,4,0,NA,NA,NA,NA,NA,844443337,WEAK_HOLD,2025-11-14
Nifty IT,36.519999999999996,8,INFY,INFOSYS LIMITED,LARGE_CAP,1502.8,-2.53,1.76,1.93,28,50.8,BULLISH,-3.85,2,8,0,NA,NA,NA,NA,NA,14637169031.7,SELL,2025-11-14
Nifty IT,36.519999999999996,25,TCS,TATA CONSULTANCY SERV LT,LARGE_CAP,3106,0.01,3.82,4.59,25.3,58.2,BEARISH,-5.42,1,11,0,NA,NA,NA,NA,NA,6843177119.9,SELL,2025-11-14
Nifty Realty,35.72,167,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1744.9,-0.59,0.36,4.11,47.3,56.1,BULLISH,5.61,8,8,0,NA,NA,NA,NA,NA,1215232218.4,WEAK_HOLD,2025-11-14
Nifty Realty,35.72,273,GODREJPROP,GODREJ PROPERTIES LTD,SMALL_CAP,2195.8,-0.47,2.48,2.82,36,50.4,BEARISH,6.62,7,8,0,NA,NA,NA,NA,NA,598367877.6,WEAK_HOLD,2025-11-14
Nifty Realty,35.72,383,OBEROIRLTY,OBEROI REALTY LIMITED,MICRO_CAP,1752.4,0.47,-2.26,9.43,36,56.8,BULLISH,2.68,5,10,0,NA,NA,NA,NA,NA,321043822.6,WEAK_HOLD,2025-11-14
Nifty Realty,35.72,303,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,944.2,-0.68,-3.65,-1.32,33.3,40,BEARISH,-3.83,1,4,15,56.82,55.43,51,60,66,497412536.2,SELL,2025-11-14
Nifty Realty,35.72,256,LODHA,LODHA DEVELOPERS LIMITED,SMALL_CAP,1209.5,-0.67,-1.39,3.2,26,53.9,BULLISH,-4.67,1,12,0,NA,NA,NA,NA,NA,654500332.2,SELL,2025-11-14
Nifty Consumer Durables,29.74,104,TITAN,TITAN COMPANY LIMITED,MID_CAP,3829.2,-0.26,1.59,7.9,35.3,65.5,STRONG_BULLISH,-0.59,4,10,0,NA,NA,NA,NA,NA,2198029846.2,WEAK_HOLD,2025-11-14
Nifty Consumer Durables,29.74,34,VOLTAS,VOLTAS LTD,LARGE_CAP,1350.9,1.05,2.22,-4.33,34.7,45.8,BEARISH,-7.8,5,17,0,NA,NA,NA,NA,NA,5563193964.8,SELL,2025-11-14
Nifty Consumer Durables,29.74,238,BLUESTARCO,BLUE STAR LIMITED,SMALL_CAP,1768.4,-1.08,0.9,-7.57,30.7,33.2,BEARISH,-12.14,0,10,25,72.84,74.35,86,58.5,66,716386189.5,SELL,2025-11-14
Nifty Consumer Durables,29.74,202,CROMPTON,CROMPT GREA CON ELEC LTD,SMALL_CAP,276.15,-0.88,-0.36,-4.25,26.7,33.3,STRONG_BEARISH,-22.43,1,12,15,57.18,56.52,61,56.59,53.33,929363950.65,SELL,2025-11-14
Nifty Consumer Durables,29.74,781,ORIENTELEC,ORIENT ELECTRIC LIMITED,MICRO_CAP,209.85,-1.47,-1,3.04,21.3,51,BULLISH,-8.47,1,12,0,NA,NA,NA,NA,NA,45813555.78,SELL,2025-11-14
Nifty Media,17.3,272,ZEEL,ZEE ENTERTAINMENT ENT LTD,SMALL_CAP,100.48,0.34,1.7,-8.59,17.3,40.6,STRONG_BEARISH,-19.52,0,10,0,NA,NA,NA,NA,NA,603081932.98,SELL,2025-11-14
