"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"GIPCL",187.81,-11.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
"NIITLTD",112.29,-16.68,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16.7,"MICRO_CAP"
"FEDERALBNK",197.92,-6.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"JWL",339.75,-13.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,"MICRO_CAP"
"VTL",426.1,-14.07,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16,"MICRO_CAP"
"MAHSEAMLES",630.9,-19.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,"MICRO_CAP"
"SURAJEST",298.7,-21.46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,16,"MICRO_CAP"
"WEL",158.15,-0.83,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,16,"MICRO_CAP"
"NUVAMA",6406,-21.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"KNRCON",204.08,-11.23,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,15.3,"MICRO_CAP"
"SURYAROSNI",292,-15.58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,15.3,"MICRO_CAP"
"ORIENTHOT",137.67,-10.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15.3,"MICRO_CAP"
"PRAJIND",389,-26.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,14.7,"MICRO_CAP"
"FCL",235.66,-16.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14.7,"MICRO_CAP"
"MUFTI",117.76,-32.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14,"MICRO_CAP"
"NAZARA",1083.5,-20.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,13.3,"MICRO_CAP"
"VPRPL",107.84,-39.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,13.3,"MICRO_CAP"
"UBL",1796,-9.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12.7,"MICRO_CAP"
"VRLLOG",287.3,-57.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,12.7,"MICRO_CAP"
"PATANJALI",608.9,-72.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,"SMALL_CAP"
"ZAGGLE",353.9,-17.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,"MICRO_CAP"
"SHAREINDIA",142.26,-24.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12,"MICRO_CAP"
"REFEX",347.65,-28.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11.3,"MICRO_CAP"
"LAXMIDENTL",346.6,-23.58,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,10,"MICRO_CAP"
"STEELCAS",229.33,-90.4,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6.7,"MICRO_CAP"
