"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ACE",1150,-6.93,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,"MICRO_CAP"
"EMAMILTD",579.6,1.08,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,30,"MICRO_CAP"
"HATSUN",899.8,-5.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"CMSINFO",407.55,-19.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"RITES",272.47,-2.65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,30,"MICRO_CAP"
"MAXESTATES",469,-8.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"MAHLOG",362.85,8.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"WALCHANNAG",208.66,32.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,30,"MICRO_CAP"
"TCS",3169.2,-9.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29.3,"LARGE_CAP"
"MAXHEALTH",1159.7,-9.63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.3,"LARGE_CAP"
"INDIGO",5679,-0.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.3,"MID_CAP"
"WIPRO",255.88,-5.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"MID_CAP"
"ZEEL",116.45,-21.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"SMALL_CAP"
"UNITDSPR",1328.2,-9.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"SMALL_CAP"
"IRCTC",736.6,-5.38,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29.3,"MICRO_CAP"
"JMFINANCIL",171.6,11.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INTELLECT",1061.15,-6.09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INDIAGLYCO",873,-65.56,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,29.3,"MICRO_CAP"
"JYOTICNC",953.9,-17.71,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,29.3,"MICRO_CAP"
"RAYMONDLSL",1270.8,11.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"SFL",680.85,-9.75,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,29.3,"MICRO_CAP"
"PRECAM",210.32,2.77,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"ALEMBICLTD",106.53,-8.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29.3,"MICRO_CAP"
"INFY",1540.2,-5.35,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28.7,"LARGE_CAP"
"DLF",777.7,-9.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MID_CAP"
"GAIL",181.65,-3.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28.7,"SMALL_CAP"
"PEL",1122.2,-2.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"SMALL_CAP"
"SIGNATURE",1107.6,-13.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"LIQUIDIETF",999.99,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"RKFORGE",566.8,-19.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"MANORAMA",1429.7,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"SAREGAMA",490.6,-2.34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,28.7,"MICRO_CAP"
"GPPL",157.05,-3.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"PNCINFRA",306.65,1.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"RCF",154.03,-2.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"JGCHEM",464.35,18.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"PRECWIRE",182.36,-0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28.7,"MICRO_CAP"
"POWERGRID",286.2,-2.84,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,28,"MID_CAP"
"IRFC",129.69,-8.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,"SMALL_CAP"
"SPARC",143.28,-11.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"UNICHEMLAB",502.95,-18.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"PARKHOTELS",157.78,-4.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,28,"MICRO_CAP"
"PDMJEPAPER",127.32,9.29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,28,"MICRO_CAP"
"OMINFRAL",110.29,-20.31,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,28,"MICRO_CAP"
"ICICIGI",1866,-8.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.3,"SMALL_CAP"
"ZENTEC",1604.2,-17.67,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.3,"SMALL_CAP"
"SWSOLAR",270.9,-15.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"FINCABLES",830.85,-13.3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.3,"MICRO_CAP"
"NELCO",910.55,-14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.3,"MICRO_CAP"
"CASTROLIND",202.61,-6.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"IONEXCHANG",424.55,-22.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"INDOCO",301.95,2.65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.3,"MICRO_CAP"
"NIITMTS",326.65,-3.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27.3,"MICRO_CAP"
"RSYSTEMS",443.5,-3.49,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,27.3,"MICRO_CAP"
"UDS",259.5,-11.56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27.3,"MICRO_CAP"
"SATIN",147,-9.09,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,27.3,"MICRO_CAP"
"NH",1772.8,-16.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MID_CAP"
"POWERINDIA",19025,-2.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"SMALL_CAP"
"EMBDL",100.16,-21.78,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.7,"SMALL_CAP"
"LIQUIDBEES",1000,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"SMALL_CAP"
"BAJAJHFL",114.58,-6.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BSOFT",381.45,-15.68,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26.7,"MICRO_CAP"
"JUBLPHARMA",1100.2,-7.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"ANURAS",1078,-5.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.7,"MICRO_CAP"
"CLEAN",1178,-22.87,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.7,"MICRO_CAP"
"JKIL",652.3,-11.73,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26.7,"MICRO_CAP"
"PRINCEPIPE",333.25,-7.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"VERANDA",220.07,13.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BAJAJELEC",589.7,-15.04,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26.7,"MICRO_CAP"
"SURYODAY",133.11,-3.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26.7,"MICRO_CAP"
"BSE",2182.6,-25.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"LARGE_CAP"
"AMBUJACEM",582.45,3.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,26,"MID_CAP"
"OIL",404.05,-9.87,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,"SMALL_CAP"
"INDIAMART",2469.6,-7.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MANYAVAR",717.55,-11.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"ORIENTCEM",219.56,-8.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MASTEK",2420.6,-1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"GNFC",513,-7.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"INDIASHLTR",890.95,1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"MOIL",355.6,-9.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"APLLTD",959,-1.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,"MICRO_CAP"
"KOPRAN",172.42,-7.65,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,"MICRO_CAP"
"GAEL",110.1,-2.16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,26,"MICRO_CAP"
"TORNTPOWER",1264.5,-15.33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,25.3,"SMALL_CAP"
"SBICARD",871.65,-12.13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25.3,"SMALL_CAP"
"BLUEJET",679.45,-24.97,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,25.3,"SMALL_CAP"
"NTPCGREEN",104.03,-2.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"RAILTEL",393.8,-8.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"HIMATSEIDE",131.64,-12.99,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,25.3,"MICRO_CAP"
"GUJGASLTD",434.95,-6.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25.3,"MICRO_CAP"
"KOTAKBANK",2031,-8.96,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24.7,"LARGE_CAP"
"INDUSTOWER",356.85,-16.08,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24.7,"MID_CAP"
"SUNDARMFIN",4576.9,-6.8,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24.7,"SMALL_CAP"
"NBCC",110.81,-12.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24.7,"MICRO_CAP"
"WOCKPHARMA",1505.7,-10.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"AIAENG",3074.9,-8.56,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24.7,"MICRO_CAP"
"ELECON",621.5,-0.89,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24.7,"MICRO_CAP"
"AARTIIND",393.2,-19.84,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,24.7,"MICRO_CAP"
"GMMPFAUDLR",1125.7,-5.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"BALRAMCHIN",509.75,-15.36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24.7,"MICRO_CAP"
"SAMHI",209.07,-6.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"LIQUID",999.99,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"HIKAL",269.4,-28.66,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,24.7,"MICRO_CAP"
"GANDHAR",147.24,-17.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"KCP",203.18,-0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24.7,"MICRO_CAP"
"PGEL",571.15,-27.61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,24,"SMALL_CAP"
"ELGIEQUIP",500.35,-6.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"WEBELSOLAR",1291.9,-5.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"HAPPSTMNDS",581,-11.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"IDEAFORGE",535.35,-10.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,24,"MICRO_CAP"
"ROUTE",855.6,-15.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"MIDHANI",406.95,-7.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"FINOPB",274.8,-7.06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,24,"MICRO_CAP"
"JUBLINGREA",673.85,-14.01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.3,"SMALL_CAP"
"IRCON",185.19,-10.01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23.3,"MICRO_CAP"
"TECHNOE",1416.8,-8.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"SCI",219.59,-1.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23.3,"MICRO_CAP"
"SKYGOLD",293,-11.96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"QUESS",267.4,-12.39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23.3,"MICRO_CAP"
"JYOTHYLAB",322.5,-4.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"HGINFRA",1004.8,-6.18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23.3,"MICRO_CAP"
"BIRLAMONEY",181.22,-3.99,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,23.3,"MICRO_CAP"
"RVNL",363.45,-10.31,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.7,"MID_CAP"
"ICICIPRULI",602.55,-7.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"HSCL",467.05,4.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"CROMPTON",313.95,-13.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"TRITURBINE",536.1,-13.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"KITEX",220.22,-9.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"GICRE",364.05,-5.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22.7,"MICRO_CAP"
"ABREL",1886.7,-21.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.7,"MICRO_CAP"
"SULA",284.8,-7.56,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.7,"MICRO_CAP"
"NOCIL",181.2,-3.92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22.7,"MICRO_CAP"
"NESTLEIND",1194.5,-58.07,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,"MID_CAP"
"SRF",2937.2,-7.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"MGL",1344.7,-8.08,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22,"MICRO_CAP"
"IGIL",371.35,3.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"RAIN",138.19,-6.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"TIPSMUSIC",599.75,-12.14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22,"MICRO_CAP"
"ORIENTELEC",203.66,-9.61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,22,"MICRO_CAP"
"PDSL",353.65,-14.23,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,22,"MICRO_CAP"
"RATNAVEER",145.43,-12.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,22,"MICRO_CAP"
"TRENT",5080,-19.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.3,"LARGE_CAP"
"HCLTECH",1467.4,-17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.3,"MID_CAP"
"MOTHERSON",109.08,-33.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21.3,"SMALL_CAP"
"GODREJCP",1238.9,5.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21.3,"SMALL_CAP"
"NCC",216.99,-6.91,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21.3,"MICRO_CAP"
"KTKBANK",175.89,-17.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"GOKEX",835.55,-6.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,21.3,"MICRO_CAP"
"GSPL",314.35,-1.96,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,21.3,"MICRO_CAP"
"NITCO",114.18,-17.79,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,21.3,"MICRO_CAP"
"PURVA",273.6,-7.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,21.3,"MICRO_CAP"
"LODHA",1216.1,-17.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"SMALL_CAP"
"FIVESTAR",537.8,-33.28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20.7,"MICRO_CAP"
"POLYMED",1996.2,-10.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20.7,"MICRO_CAP"
"SHAKTIPUMP",875.55,-9.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"KPIGREEN",481.3,-3.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"RAYMOND",620.55,4.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"SDBL",135.09,-22.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"LOKESHMACH",178.6,-35.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20.7,"MICRO_CAP"
"NAUKRI",1376.1,-10.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,"SMALL_CAP"
"JUBLFOOD",626.4,-13.6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,"SMALL_CAP"
"ZYDUSWELL",515.9,-85.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"ENGINERSIN",206.6,-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"KARURVYSYA",217.18,-14.92,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,20,"MICRO_CAP"
"SUNTV",557.5,-6.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20,"MICRO_CAP"
"LIKHITHA",241.19,-19.59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,20,"MICRO_CAP"
"TATAELXSI",5722.5,-10.04,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,19.3,"SMALL_CAP"
"NATCOPHARM",884.25,1.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"JAIBALAJI",101.04,-26.36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,19.3,"MICRO_CAP"
"RAMCOCEM",1054.2,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"ELECTCAST",100.17,-30.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"EPL",219.34,-8.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"HPL",484.05,-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"VSTIND",269,-8.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19.3,"MICRO_CAP"
"GODFRYPHLP",3525,-67.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"LARGE_CAP"
"MAZDOCK",2985,-5.01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18.7,"MID_CAP"
"OBEROIRLTY",1670.2,-17.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"SMALL_CAP"
"SONATSOFTW",394.1,-4.59,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18.7,"MICRO_CAP"
"PARAS",748.05,-61.22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"LLOYDSME",1328.5,-16.19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GENUSPOWER",336.2,-11.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GENESYS",559.75,-12.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"AFFORDABLE",255.55,-49.39,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18.7,"MICRO_CAP"
"SERVOTECH",131.18,-12.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"KPEL",423.55,-19.07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18.7,"MICRO_CAP"
"GPTINFRA",122.15,-5.93,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18.7,"MICRO_CAP"
"HDFCBANK",966.9,-59.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"LARGE_CAP"
"GRSE",2605.3,-14.45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18,"MID_CAP"
"ANGELONE",2266.6,-25.03,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"SMALL_CAP"
"IEX",149.03,-24.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"NEWGEN",915.5,-25.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"GRAVITA",1661.4,-9.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"GOODLUCK",1088.4,-1.23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"TEJASNET",610.95,-17.05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"MRPL",129.81,-10.36,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,"MICRO_CAP"
"MARKSANS",179.11,-31.39,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,"MICRO_CAP"
"IIFLCAPS",287.2,-18.29,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"QUADFUTURE",432.6,-12.72,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,"MICRO_CAP"
"GRMOVER",353.75,-2.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"UGROCAP",168.62,-4.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,18,"MICRO_CAP"
"MANINFRA",158.64,-12.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,"MICRO_CAP"
"REPCOHOME",376.5,-17.39,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,18,"MICRO_CAP"
"KRBL",395.45,12.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"SAPPHIRE",318.3,-3.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"SUNFLAG",263,-14.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17.3,"MICRO_CAP"
"KALYANKJIL",511.4,-8.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.7,"SMALL_CAP"
"SONACOMS",436.2,-10.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.7,"SMALL_CAP"
"WELSPUNLIV",124.41,-15.17,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,16.7,"MICRO_CAP"
"RAINBOW",1418.9,-6.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16.7,"MICRO_CAP"
