"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"BAJAJCON",298.3,8.69,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80,"SMALL_CAP"
"COMSYN",158.41,5.35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,79.3,"MICRO_CAP"
"BLACKBUCK",667.3,5.06,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78,"MID_CAP"
"ASTRAL",1566.1,2.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"LARGE_CAP"
"AVANTIFEED",715.6,1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"SMALL_CAP"
"BORORENEW",664.85,2.69,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,73.3,"MICRO_CAP"
"ATHERENERG",633.85,17.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72,"LARGE_CAP"
"CANFINHOME",877.6,4.8,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,72,"MICRO_CAP"
"CUPID",245.38,12.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"SMALL_CAP"
"CUMMINSIND",4316.1,5.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"MID_CAP"
"SENORES",804.85,6.53,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70,"MID_CAP"
"CSBBANK",424.4,-0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"SMALL_CAP"
"BALAJITELE",127.59,21.5,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,69.3,"MICRO_CAP"
"CUB",254.88,5.01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"BANCOINDIA",794.35,8.31,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68,"LARGE_CAP"
"PARAGMILK",320.25,9.76,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68,"SMALL_CAP"
"DAMCAPITAL",254.68,5.9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68,"MICRO_CAP"
"ASIANPAINT",2602.9,1.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"LARGE_CAP"
"ABDL",642.1,7.83,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"AVL",536.85,7.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"CCL",973.1,3.43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"LARGE_CAP"
"BPCL",367.95,4.43,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,66,"LARGE_CAP"
"AUBANK",881,5.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MID_CAP"
"BHARATFORG",1319.7,4.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"BUTTERFLY",775.6,1.03,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,66,"MICRO_CAP"
"BHARTIARTL",2094.9,2.29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65.3,"LARGE_CAP"
"SANGAMIND",466.6,6.37,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,65.3,"MICRO_CAP"
