"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
548,"DECCANCE","DECCAN CEMENTS LIMITED","MICRO_CAP",1070.8,-3.86,-1.05,0.11,73.3,52.3,"STRONG_BULLISH",18.95,10,12,25,70.52,74.35,86,55.91,54,149473414.6,"BUY",2025-09-12
314,"TIRUMALCHM","THIRUMALAI CHEMICALS LTD","MICRO_CAP",315.4,2.1,3.07,10.03,71.3,65.1,"STRONG_BULLISH",13.46,18,20,0,NA,NA,NA,NA,NA,446009901.2,"BUY",2025-09-12
511,"DDEVPLSTIK","DDEV PLASTIKS IND LTD","MICRO_CAP",349.65,5.27,9.69,7.53,71.3,68.2,"STRONG_BULLISH",33.9,16,12,15,52.26,49.57,51,55.68,57,175803566.7,"BUY",2025-09-12
5,"APOLLO","APOLLO MICRO SYSTEMS LTD","LARGE_CAP",322.35,8.21,5.79,72.8,70.7,75,"STRONG_BULLISH",70.4,16,14,15,54.74,51.67,59,56.14,54,13896807971.05,"BUY",2025-09-12
43,"ATULAUTO","ATUL AUTO LIMITED","LARGE_CAP",524.7,8.27,-2.61,22.59,70,64.8,"BULLISH",17.21,18,12,10,49.43,48.48,47,55.45,48,3812060991.45,"BUY",2025-09-12
260,"ABDL","ALLIED BLEND N DISTILS L","SMALL_CAP",545.7,3.13,9,10.44,70,67.1,"BULLISH",29.8,20,9,10,41.05,38.33,50,58.57,10,594730248.8,"BUY",2025-09-12
422,"ARVINDFASN","ARVIND FASHIONS LIMITED","MICRO_CAP",553.35,0.46,2.22,9.65,70,64.7,"STRONG_BULLISH",18.25,14,12,15,50.43,47.61,47,55.45,57,281837743.65,"BUY",2025-09-12
178,"SILVERIETF","ICICIPRAMC - ICICISILVE","SMALL_CAP",128.48,2.77,3.44,10.97,69.3,77.2,"STRONG_BULLISH",21.4,20,18,0,NA,NA,NA,NA,NA,1025317086.97,"BUY",2025-09-12
560,"CENTURYPLY","CENTURY PLYBOARDS (I) LTD","MICRO_CAP",815.35,0.78,1.44,12.24,69.3,71.5,"STRONG_BULLISH",11.56,16,12,15,53,51.09,47,56.82,63,143503734.25,"BUY",2025-09-12
86,"ASTRAMICRO","ASTRA MICROWAVE LTD","MID_CAP",1085.9,7.1,7.66,6.1,68.7,62.4,"BULLISH",2.99,9,14,25,71.97,73.91,94,57.05,50,1946330470.6,"BUY",2025-09-12
186,"AVANTEL","AVANTEL LIMITED","SMALL_CAP",173.95,3.81,-1.52,30.31,68,66.9,"STRONG_BULLISH",9.66,12,14,15,51.41,52.39,47,57.5,48,961760540.7,"BUY",2025-09-12
101,"BELRISE","BELRISE INDUSTRIES LTD","MID_CAP",144.27,3.2,5.6,6.82,66.7,58.6,"NEUTRAL",41.71,13,18,15,53.29,50.22,51,57.27,60,1700741091.42,"BUY",2025-09-12
211,"PARAGMILK","PARAG MILK FOODS LTD.","SMALL_CAP",277.32,2.26,10.69,27.01,66.7,71,"STRONG_BULLISH",24.98,20,14,0,NA,NA,NA,NA,NA,782432907.37,"BUY",2025-09-12
544,"AVL","ADITYA VISION LIMITED","MICRO_CAP",494.9,-0.13,-1.61,12.1,66,56.6,"STRONG_BULLISH",37.95,15,6,25,73.11,74.35,86,59.86,66,153696002.75,"BUY",2025-09-12
671,"SILVRETF","MIRAEAMC - MASILVER","MICRO_CAP",125.74,3.16,3.83,10.98,66,76.8,"STRONG_BULLISH",21.53,20,18,0,NA,NA,NA,NA,NA,83288007.74,"BUY",2025-09-12
231,"ROSSTECH","ROSSELL TECHSYS LIMITED","SMALL_CAP",745.9,6.19,4.3,27.05,65.3,68.4,"BULLISH",162.28,20,16,0,NA,NA,NA,NA,NA,668591835.3,"BUY",2025-09-12
339,"ANANDRATHI","ANAND RATHI WEALTH LTD","MICRO_CAP",2977.1,0.99,1.2,7.56,65.3,71.6,"STRONG_BULLISH",42.89,14,13,15,50.33,50.65,47,56.59,46.67,403206521.7,"BUY",2025-09-12
613,"ASIANENE","ASIAN ENERGY SERVICES LTD","MICRO_CAP",355.45,1.2,-7.91,2.48,65.3,51.2,"STRONG_BULLISH",23.33,11,11,25,75.48,78.33,94,62.75,54,108884918.3,"BUY",2025-09-12
420,"AADHARHFC","AADHAR HOUSING FINANCE L","MICRO_CAP",506.65,0.22,-1.34,2,64.7,50.6,"STRONG_BULLISH",10.15,8,13,15,52.3,51.19,47,57.63,57,282130979.7,"HOLD",2025-09-12
535,"INDNIPPON","INDIA NIPPON ELECT  LTD","MICRO_CAP",943.5,0.42,6.92,17.1,64.7,74.3,"STRONG_BULLISH",23.97,20,11,0,NA,NA,NA,NA,NA,159126038.65,"HOLD",2025-09-12
26,"TEGA","TEGA INDUSTRIES LIMITED","LARGE_CAP",2016.1,-1.06,-2.33,9.61,64,59,"STRONG_BULLISH",27.01,18,10,0,NA,NA,NA,NA,NA,6027235477.3,"HOLD",2025-09-12
122,"DABUR","DABUR INDIA LTD","MID_CAP",538.85,-0.96,-1.44,7.02,64,55.9,"STRONG_BULLISH",11.72,11,12,15,51.29,50.22,47,54.77,56.67,1476775529.6,"HOLD",2025-09-12
155,"DBL","DILIP BUILDCON LIMITED","SMALL_CAP",547.9,5.24,17.75,15.52,64,75.2,"BULLISH",9.46,14,7,15,59.47,55.65,67,57.27,60,1183609263.45,"HOLD",2025-09-12
383,"CARYSIL","CARYSIL LIMITED","MICRO_CAP",942.9,-1.46,-1.72,18.49,64,60.9,"STRONG_BULLISH",9.17,12,8,15,52.42,50,55,56.45,49.17,332777282.65,"HOLD",2025-09-12
574,"CHALET","CHALET HOTELS LIMITED","MICRO_CAP",1021.8,0.43,0.09,14.08,64,60.4,"STRONG_BULLISH",14.75,13,10,20,66.69,71.3,68,58.57,63,132015700.5,"HOLD",2025-09-12
597,"BALMLAWRIE","BALMER LAWRIE & CO LTD","MICRO_CAP",231.48,0.44,1.97,8.74,64,63.6,"STRONG_BULLISH",9.56,8,12,20,68.31,75.22,82,61.59,36,119103533.41,"HOLD",2025-09-12
812,"BLAL","BEML LAND ASSETS LIMITED","MICRO_CAP",227.84,0.21,0.73,13.87,64,69.2,"STRONG_BULLISH",8.5,10,15,15,55.13,62.67,45,51.33,57,29401989.22,"HOLD",2025-09-12
820,"CHEMCON","CHEMCON SPECIAL CHEM LTD","MICRO_CAP",239.81,1.2,15.11,5.31,64,60.5,"STRONG_BULLISH",21.52,13,4,25,71.15,74.35,86,56.82,57,26217258.67,"HOLD",2025-09-12
11,"BAJFINANCE","BAJAJ FINANCE LIMITED","LARGE_CAP",1003.25,3.4,7,16.66,63.3,51.1,"BULLISH",9.9,12,14,15,51.99,50.65,47,55.53,59.17,11321127115.3,"HOLD",2025-09-12
318,"ASHAPURMIN","ASHAPURA MINECHEM LTD","MICRO_CAP",607.75,2.83,8.11,20.95,63.3,68,"STRONG_BULLISH",38.39,15,11,15,52.76,51.96,47,58.41,57,440920146.15,"HOLD",2025-09-12
384,"IMFA","INDIAN METALS & FERRO","MICRO_CAP",1031,1.05,5.65,29.35,63.3,79.7,"STRONG_BULLISH",32.7,20,9,0,NA,NA,NA,NA,NA,332418341.2,"HOLD",2025-09-12
404,"CGCL","CAPRI GLOBAL CAPITAL LTD","MICRO_CAP",186.04,1.08,0.85,0.18,63.3,50.7,"BULLISH",12.77,9,13,15,53.51,50.65,51,55.23,63,301619572.27,"HOLD",2025-09-12
489,"BLACKBUCK","ZINKA LOGISTICS SOL LTD","MICRO_CAP",624.65,0.06,6.06,12.89,63.3,62.3,"STRONG_BULLISH",46.35,15,6,20,62.86,66.96,62,58.64,59,199563780.55,"HOLD",2025-09-12
803,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",154.61,-0.38,0.13,13.96,63.3,68.8,"BULLISH",15.52,13,10,25,71.65,75.43,86,59.55,53.75,31760849.06,"HOLD",2025-09-12
10,"BEML","BEML LIMITED","LARGE_CAP",4420.4,9.11,8.26,8.41,62.7,66.2,"BULLISH",2.44,9,14,15,52.07,49.57,47,55.23,63,12071138355.9,"HOLD",2025-09-12
124,"CUMMINSIND","CUMMINS INDIA LTD","MID_CAP",4030.4,-0.23,2.38,6.28,62.7,72.6,"STRONG_BULLISH",21.95,13,10,15,53.02,50.65,51,55.68,59.17,1460477545.7,"HOLD",2025-09-12
391,"AVALON","AVALON TECHNOLOGIES LTD","MICRO_CAP",969.1,0.76,5,10.92,62.7,68.5,"STRONG_BULLISH",17.49,14,6,15,54.04,51.3,53,56.36,60,320067956.85,"HOLD",2025-09-12
115,"KMEW","KNOWLEDGE MARINE & EN W L","MID_CAP",2181.1,17.01,24.63,28.72,62,73,"BULLISH",37.4,20,10,0,NA,NA,NA,NA,NA,1568471986.4,"HOLD",2025-09-12
169,"YATRA","YATRA ONLINE LIMITED","SMALL_CAP",164.76,1.1,7.48,10.86,62,72.8,"STRONG_BULLISH",95.15,16,11,0,NA,NA,NA,NA,NA,1091291051.12,"HOLD",2025-09-12
182,"ACMESOLAR","ACME SOLAR HOLDINGS LTD","SMALL_CAP",318.8,1.87,7.59,13.01,62,68.8,"STRONG_BULLISH",28.71,18,6,0,10,10,10,10,10,989437681.85,"HOLD",2025-09-12
285,"FEDFINA","FEDBANK FINANCIAL SER L","SMALL_CAP",150.08,-1.1,10.04,16.66,62,66.8,"STRONG_BULLISH",28.68,20,4,0,NA,NA,NA,NA,NA,513398374.17,"HOLD",2025-09-12
443,"BAJEL","BAJEL PROJECTS LIMITED","MICRO_CAP",203.02,5,NA,NA,62,47.7,"NEUTRAL",35.1,15,2,20,61.91,62.17,64,57.95,63,249351538.29,"HOLD",2025-09-12
498,"SILVER","BIRLASLAMC - SILVER","MICRO_CAP",128.79,3,3.25,11.12,61.3,77.3,"STRONG_BULLISH",21.57,16,15,0,NA,NA,NA,NA,NA,189173235.26,"HOLD",2025-09-12
633,"SILVERETF","UTIAMC - SILVERETF","MICRO_CAP",125.15,3,3.51,11.28,61.3,75.4,"STRONG_BULLISH",21.57,16,15,0,NA,NA,NA,NA,NA,100378672.6,"HOLD",2025-09-12
714,"AXISILVER","AXISAMC - AXISILVER","MICRO_CAP",128.19,2.95,3.38,11.04,61.3,72.3,"STRONG_BULLISH",21.31,16,15,0,10,10,10,10,10,66145095.25,"HOLD",2025-09-12
764,"ARIHANTCAP","ARIHANT CAPITAL MKTS LTD","MICRO_CAP",113.1,-1.71,8.4,14.54,61.3,61.8,"STRONG_BULLISH",23.91,15,8,15,51.44,51.19,47,55.75,53.75,45762882.86,"HOLD",2025-09-12
797,"BALAJITELE","BALAJI TELEFILMS LTD.","MICRO_CAP",118.29,3.49,NA,NA,61.3,78.2,"BULLISH",103.3,16,7,15,53.41,54.13,51,58.18,49.17,33366183.89,"HOLD",2025-09-12
2,"WAAREEENER","WAAREE ENERGIES LIMITED","LARGE_CAP",3634.2,-2.82,12.88,23.53,60.7,65.7,"STRONG_BULLISH",23.74,18,4,0,NA,NA,NA,NA,NA,24620367147.2,"HOLD",2025-09-12
202,"CUPID","CUPID LIMITED","SMALL_CAP",198.32,-1.52,13.18,18.2,60.7,75,"STRONG_BULLISH",86.44,16,4,15,52.86,51.84,53,58.35,48,827753693.46,"HOLD",2025-09-12
226,"ITCHOTELS","ITC HOTELS LIMITED","SMALL_CAP",247.59,0.32,1.56,8.17,60.7,58.6,"STRONG_BULLISH",12.32,12,15,0,NA,NA,NA,NA,NA,679250236.32,"HOLD",2025-09-12
3,"GMDCLTD","GUJARAT MINERAL DEV CORP","LARGE_CAP",569.85,10.79,11.95,37.13,60,75.3,"STRONG_BULLISH",37.74,20,4,0,NA,NA,NA,NA,NA,20369608490.05,"HOLD",2025-09-12
65,"NEULANDLAB","NEULAND LAB LTD.","MID_CAP",16049,3.18,11,23.28,60,76.2,"STRONG_BULLISH",35.13,20,4,0,NA,NA,NA,NA,NA,2500810557,"HOLD",2025-09-12
102,"AMBER","AMBER ENTERPRISES (I) LTD","MID_CAP",7936,0.49,1.83,14.26,60,61.7,"BULLISH",11.05,11,13,15,59.89,69.2,78.33,55.65,10,1696175423,"HOLD",2025-09-12
108,"NYKAA","FSN E COMMERCE VENTURES","MID_CAP",239.17,0.56,-1.43,11.22,60,62.5,"STRONG_BULLISH",14.24,13,13,0,NA,NA,NA,NA,NA,1661920466.51,"HOLD",2025-09-12
261,"DALBHARAT","DALMIA BHARAT LIMITED","SMALL_CAP",2411.4,0.07,0.05,6.19,60,69.5,"STRONG_BULLISH",9.82,7,12,20,68.15,73.7,76,57.73,54.17,590998979.2,"HOLD",2025-09-12
