"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
31,"AUBANK","AU SMALL FINANCE BANK LTD","LARGE_CAP",1025.4,5.02,2.62,5.92,80,65.1,"STRONG_BULLISH",29.87,18,18,15,55,51.19,55,57.35,62,7249885361.9,"STRONG_BUY",2026-01-16
61,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",184.25,-1.41,-1.87,12.44,79.3,68.6,"STRONG_BULLISH",37.46,18,8,25,71.08,74.57,82,59.41,59.17,4933834565.42,"BUY",2026-01-16
49,"CANBK","CANARA BANK","LARGE_CAP",157.13,2.11,4.38,7.16,77.3,66.4,"STRONG_BULLISH",25.69,12,20,15,54.62,54.05,47,56.76,66,5501690401.2,"BUY",2026-01-16
104,"BANKINDIA","BANK OF INDIA","MID_CAP",157.34,2.92,7.75,11.49,76.7,68.7,"STRONG_BULLISH",28.28,16,15,15,52.66,50.71,47,55.88,63,2757880790.77,"BUY",2026-01-16
57,"BANKBARODA","BANK OF BARODA","MID_CAP",308.25,0.18,2.53,8.37,74,63.8,"STRONG_BULLISH",17.02,12,15,15,53.65,55.48,47,57.94,54.17,5175908216.45,"BUY",2026-01-16
250,"BSOFT","BIRLASOFT LIMITED","SMALL_CAP",433.1,3.22,2.62,0.79,70.7,57.8,"BULLISH",27.49,13,12,15,55.22,53.91,51,57.27,63,712554629.35,"BUY",2026-01-16
563,"CEIGALL","CEIGALL INDIA LIMITED","MICRO_CAP",279.2,0.52,2.67,18.96,70.7,75.2,"BULLISH",13.06,16,13,15,52.84,53.04,47,56.59,57,128931187.3,"BUY",2026-01-16
110,"AWHCL","ANTONY WASTE HDG CELL LTD","MID_CAP",550.9,17.95,15.46,23.76,70,69.8,"BEARISH",6.96,14,14,20,61.84,58.04,77,56.36,54,2664805596.2,"BUY",2026-01-16
797,"AURUM","AURUM PROPTECH LIMITED","MICRO_CAP",191.92,0.94,4.62,9.7,68.7,66.1,"STRONG_BULLISH",7.42,12,10,15,55.03,57.09,54.6,55.24,50,27083884.91,"BUY",2026-01-16
103,"COALINDIA","COAL INDIA LTD","MID_CAP",431,-0.28,3.02,12.43,68,68.9,"STRONG_BULLISH",11.33,13,10,25,71.16,75.65,82,61.36,54.17,2760201553.95,"BUY",2026-01-16
