"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","CURRENT_PRICE_BACKTEST","CHANGE_1D_BACKTEST","CHANGE_1W_BACKTEST","CHANGE_1M_BACKTEST","TECHNICAL_SCORE_BACKTEST","RSI_BACKTEST","TREND_SIGNAL_BACKTEST","VOLUME","ANALYSIS_DATE_BACKTEST","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","VOLUME_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","TRADING_SIGNAL_BACKTEST","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","MAX_DRAWDOWN","SHARPE_RATIO","PROFIT_FACTOR","TOTAL_TRADES","ENHANCED_TRADING_SIGNAL","HAS_BACKTESTING_DATA","BACKTESTING_DATE"
849,"UGARSUGAR","UGARSUGAR","MICRO_CAP",46.65,7.24,12.44,NA,40.7,65.3,"BEARISH",6.11,8,12,0,NA,67353454.64,"WEAK_HOLD",2025-09-02,41.41,-1.52,-0.53,-15.58,17,39.3,"STRONG_BEARISH",168960,"2025-08-29",0.7,0.17,0.6,0.458,"Low","SELL",0.307650821143761,-0.187419138010591,4,-0.270700310961888,"Poor",0.171919039217755,0.216675201081671,0.8157498865854,4,"SELL_BACKTESTED",TRUE,20333
857,"FMCGIETF","FMCGIETF","MICRO_CAP",60.57,1.03,0.88,NA,40.7,60.1,"BULLISH",7.82,4,17,0,NA,65197286.93,"WEAK_HOLD",2025-09-02,59.99,1.21,0.49,-0.53,65,55.7,"STRONG_BULLISH",798966,"2025-08-29",1,0.65,0.8,0.8,"Very High","BUY",0.6209317532368,0.145851301383227,10,0.384762645324759,"Good",0.0815826287958771,1.37368171592243,1.65756277106702,10,"STRONG_BUY_BACKTESTED",TRUE,20333
905,"SILVERADD","SILVERADD","MICRO_CAP",118.6,-0.55,5.6,NA,40.7,69.5,"STRONG_BULLISH",18.02,11,6,0,NA,54509958.08,"WEAK_HOLD",2025-09-02,114.21,0.7,3.88,5.29,70,62.8,"STRONG_BULLISH",173884,"2025-08-29",1,0.7,0.6,0.76,"High","BUY",0.768248020950705,0.165169688155875,9,0.712700227344087,"Good",0.20572388486471,2.56994845520239,1.59482063970063,9,"BUY_BACKTESTED",TRUE,20333
985,"HEUBACHIND","HEUBACHIND","MICRO_CAP",594.15,-0.04,0.01,NA,40.7,57.8,"STRONG_BULLISH",5.15,7,10,0,NA,40554224.8,"WEAK_HOLD",2025-09-02,594,0.02,0.3,0.05,60,57.7,"STRONG_BULLISH",21451,"2025-08-29",1,0.6,0.2,0.6,"Medium","HOLD",0.592092992598191,0.0237968748202548,8,0.0583389703742295,"Fair",0.22025640476495,1.35779543407261,1.14891479734797,8,"HOLD_BACKTESTED",TRUE,20333
1062,"KCPSUGIND","KCPSUGIND","MICRO_CAP",34.5,3.7,7.11,NA,40.7,63,"BEARISH",3.06,7,16,0,NA,32294819.67,"WEAK_HOLD",2025-09-02,32.16,1.1,4.18,-8.04,25,44.3,"STRONG_BEARISH",76479,"2025-08-29",1,0.25,0.4,0.52,"Medium","SELL",0.251230042427778,-0.0873146370053291,2,-0.116610764257202,"Poor",0.345047310879454,0.420184055599384,1.18968200390227,2,"WEAK_HOLD_BACKTESTED",TRUE,20333
1203,"SUNDROP","SUNDROP","MICRO_CAP",839.3,2.94,3.46,NA,40.7,51.3,"BULLISH",5.04,4,16,0,NA,20138625.75,"WEAK_HOLD",2025-09-02,801.8,0.09,-6.23,-11.26,20,40.7,"BULLISH",7146,"2025-08-29",1,0.2,0.2,0.44,"Low","SELL",0.309551472729072,-0.186527414084412,1,-0.2701539748686,"Poor",0.156534066190943,0.351547102653421,0.960610277811065,1,"SELL_BACKTESTED",TRUE,20333
1267,"CHEMPLASTS","CHEMPLASTS","MICRO_CAP",423.9,0.27,0.75,NA,40.7,47.2,"BULLISH",6.22,3,11,20,66.26,16102135.6,"WEAK_HOLD",2025-09-02,427.3,1.81,-6.1,1.51,25,48.8,"BULLISH",30146,"2025-08-29",1,0.25,0.2,0.46,"Low","SELL",0.264833545032889,-0.0723033042391762,4,-0.098349569339927,"Poor",0.305411631800234,0.204642276349477,0.947799509763718,4,"SELL_BACKTESTED",TRUE,20333
1527,"DBEIL","DBEIL","MICRO_CAP",131.65,0.95,0.37,NA,40.7,42.7,"STRONG_BEARISH",-1.27,1,13,25,71.14,5113923.02,"WEAK_HOLD",2025-09-02,130.54,-0.62,-0.67,-6.62,7,38.2,"STRONG_BEARISH",20801,"2025-08-29",0.7,0.07,0.2,0.298,"Low","SELL",0.350133295962587,-0.187371354945935,4,-0.288322749545187,"Poor",0.410862079879735,0.164750178810209,0.511664811568335,4,"SELL_BACKTESTED",TRUE,20333
1914,"MOQUALITY","MOQUALITY","MICRO_CAP",192.93,0.28,0.78,NA,40.7,55.8,"BULLISH",3.37,6,15,0,NA,556818.12,"WEAK_HOLD",2025-09-02,189.17,0.12,-1.32,-3.46,40,43.2,"STRONG_BULLISH",1421,"2025-08-29",1,0.4,0.2,0.52,"Medium","WEAK_HOLD",0.519816812872887,-0.0987918571336195,5,-0.205737851266058,"Poor",0.219607762154192,0.371314496453852,1.29097601689864,5,"WEAK_HOLD_BACKTESTED",TRUE,20333
1918,"REGENCERAM","REGENCERAM","MICRO_CAP",45.48,-2.76,-3.99,NA,40.7,41.5,"NEUTRAL",17.57,10,10,0,NA,545144.46,"WEAK_HOLD",2025-09-02,47.87,0.19,-0.93,7.52,45,49.5,"NEUTRAL",1267,"2025-08-29",1,0.45,0.2,0.54,"Medium","WEAK_HOLD",0.385384806524962,-0.0260816317982972,6,-0.0424357094897565,"Poor",0.166576296044514,0.137215259554796,1.11746875110548,6,"WEAK_HOLD_BACKTESTED",TRUE,20333
1,"OLAELEC","OLAELEC","LARGE_CAP",61.96,-0.83,21.92,NA,40,76,"BULLISH",38.24,16,4,0,NA,48258032058.27,"WEAK_HOLD",2025-09-02,54.05,-1.44,20.57,27.81,75,68.8,"BULLISH",496974947,"2025-08-29",1,0.75,1,0.9,"Very High","BUY",0.720140414545313,0.0843102384451777,12,0.301259070001833,"Moderate",0.0787908557569608,1.12959812348709,2.95036323100794,12,"STRONG_BUY_BACKTESTED",TRUE,20333
75,"GMDCLTD","GMDCLTD","MID_CAP",440.05,2.01,7.42,NA,40,58.6,"STRONG_BULLISH",16.67,10,6,0,NA,1871671632.5,"WEAK_HOLD",2025-09-02,403.85,-2.71,-5.58,6.56,45,45.7,"STRONG_BULLISH",1224634,"2025-08-29",1,0.45,1,0.78,"High","WEAK_HOLD",0.476490310672671,-0.00995988147333264,6,-0.0190252094209189,"Poor",0.17872287457576,0.141970035410486,0.718550628377125,6,"WEAK_HOLD_BACKTESTED",TRUE,20333
114,"ADANIPOWER","ADANIPOWER","MID_CAP",608.35,0.25,2.74,NA,40,58.6,"STRONG_BULLISH",18.51,8,12,0,10,1304963192,"WEAK_HOLD",2025-09-02,600.65,0.96,-0.88,-0.69,90,55.2,"STRONG_BULLISH",3619098,"2025-08-29",1,0.9,1,0.96,"Very High","STRONG_BUY",0.791306277923286,0.346988933579996,11,1.66267068375179,"Excellent",0.0843715271912515,2.78628089348786,1.65324832918122,11,"STRONG_BUY_BACKTESTED",TRUE,20333
151,"PGHH","PGHH","SMALL_CAP",13605,2.41,3.71,NA,40,60.5,"STRONG_BEARISH",5.2,6,14,0,NA,1011187201,"WEAK_HOLD",2025-09-02,13086,0.11,-1.57,-0.89,15,42.2,"STRONG_BEARISH",7668,"2025-08-29",1,0.15,0.2,0.42,"Low","SELL",0.261889558658004,-0.100904543651268,1,-0.136706565846445,"Poor",0.183148201229051,0.434618487069383,0.820797940553166,1,"SELL_BACKTESTED",TRUE,20333
166,"KROSS","KROSS","SMALL_CAP",199.31,4.38,-2.3,NA,40,63.7,"BULLISH",14.58,11,14,0,NA,943370907.59,"WEAK_HOLD",2025-09-02,188.43,-2.62,11.26,-3.83,55,56.6,"BULLISH",1614739,"2025-08-29",1,0.55,1,0.82,"Very High","HOLD",0.482001115288585,0.019282823393587,8,0.0372256079360669,"Fair",0.0917520051822066,0.574206690303981,0.648034794791602,8,"STRONG_BUY_BACKTESTED",TRUE,20333
171,"BELRISE","BELRISE","SMALL_CAP",136.77,-0.6,-3.27,NA,40,51,"BULLISH",37.91,8,6,15,53.29,924769471.4,"WEAK_HOLD",2025-09-02,139.58,-0.38,-9.64,13.63,50,54.8,"BULLISH",5792910,"2025-08-29",1,0.5,1,0.8,"Very High","HOLD",0.581683133402839,0.0746756713604555,5,0.178514607761126,"Moderate",0.131767403893173,0.599815929308534,1.18064443161711,5,"STRONG_BUY_BACKTESTED",TRUE,20333
252,"EIDPARRY","EIDPARRY","SMALL_CAP",1104,-2.29,-2.4,NA,40,40.1,"BULLISH",19.36,8,8,0,NA,577414296.8,"WEAK_HOLD",2025-09-02,1125.8,-0.23,-1.75,-2.7,65,44.2,"STRONG_BULLISH",154924,"2025-08-29",1,0.65,0.6,0.74,"High","BUY",0.784124633762985,0.181104799509048,7,0.838932216611549,"Good",0.124449333560187,1.54794619116001,2.33003005001228,7,"BUY_BACKTESTED",TRUE,20333
298,"DEEPAKFERT","DEEPAKFERT","SMALL_CAP",1447.8,2.94,-0.41,NA,40,43.6,"BEARISH",-1.86,2,9,25,70.76,461332837.9,"WEAK_HOLD",2025-09-02,1387.8,-2.87,-5.94,-12.5,32,32.8,"BULLISH",241989,"2025-08-29",0.7,0.32,0.6,0.518,"Medium","SELL",0.296550941327587,-0.180053685326129,1,-0.255958385481297,"Poor",0.292912602610886,0.481126131745987,0.614067448978312,1,"WEAK_HOLD_BACKTESTED",TRUE,20333
353,"NFL","NFL","MICRO_CAP",98.08,0.41,3.33,NA,40,55.8,"BULLISH",3.51,6,13,0,NA,369137538.86,"WEAK_HOLD",2025-09-02,96.29,0.71,4.54,-3.71,40,51.2,"BULLISH",1684236,"2025-08-29",1,0.4,1,0.76,"High","WEAK_HOLD",0.467395625356585,-0.0625935482559726,3,-0.11752353385734,"Poor",0.15456350017339,0.150624336255714,0.864578697108664,3,"WEAK_HOLD_BACKTESTED",TRUE,20333
377,"KRBL","KRBL","MICRO_CAP",465.6,4.1,4.15,NA,40,60.7,"STRONG_BULLISH",39.78,12,8,0,NA,338280471.75,"WEAK_HOLD",2025-09-02,431.1,-2.12,-8.69,9.65,70,50,"STRONG_BULLISH",435007,"2025-08-29",1,0.7,0.6,0.76,"High","BUY",0.743036294402555,0.167112830122933,7,0.650336317864005,"Good",0.238508099399041,2.74009582295548,2.56741043482907,7,"BUY_BACKTESTED",TRUE,20333
416,"DWARKESH","DWARKESH","MICRO_CAP",45.1,11.97,14.03,NA,40,63.9,"BULLISH",1.19,7,14,0,NA,299045322.31,"WEAK_HOLD",2025-09-02,39.43,-0.5,-1.3,-18.87,12,33.6,"STRONG_BEARISH",193245,"2025-08-29",0.7,0.12,0.6,0.438,"Low","SELL",0.434470901358873,-0.125601836363785,2,-0.222096151489968,"Poor",0.331589083187282,0.556086124619469,1.04074389468879,2,"SELL_BACKTESTED",TRUE,20333
471,"ASTRAZEN","ASTRAZEN","MICRO_CAP",8926,1.85,11.35,NA,40,57.3,"BEARISH",4.4,2,6,20,65.5,236600486.5,"WEAK_HOLD",2025-09-02,8460.5,1.58,0.11,-7.74,30,45.2,"BULLISH",24461,"2025-08-29",1,0.3,0.2,0.48,"Low","SELL",0.276768102869391,-0.104143708513584,4,-0.14399767063202,"Poor",0.154738344810903,0.548390639573336,0.914815542846918,4,"SELL_BACKTESTED",TRUE,20333
521,"JYOTHYLAB","JYOTHYLAB","MICRO_CAP",337.1,-0.38,-1.29,NA,40,48.8,"BEARISH",9.19,8,12,0,NA,196589445,"WEAK_HOLD",2025-09-02,340.4,0.52,0.99,-1.92,40,52.4,"STRONG_BEARISH",342846,"2025-08-29",1,0.4,0.6,0.64,"Medium","WEAK_HOLD",0.42277311659418,0.0262631577556022,5,0.0454988471788447,"Fair",0.152308615320362,0.979680060874671,0.708988986164331,5,"HOLD_BACKTESTED",TRUE,20333
577,"SILVER","SILVER","MICRO_CAP",122.93,-0.07,5.54,NA,40,71.9,"STRONG_BULLISH",18.11,12,6,0,NA,159144196.24,"WEAK_HOLD",2025-09-02,118.29,0.62,3.6,5.2,80,63.6,"STRONG_BULLISH",1092319,"2025-08-29",1,0.8,1,0.92,"Very High","STRONG_BUY",0.891807580692694,0.296405168296769,12,2.73961124258502,"Excellent",0.108742786594667,2.07828367338516,1.63452329335269,12,"STRONG_BUY_BACKTESTED",TRUE,20333
658,"IOLCP","IOLCP","MICRO_CAP",95.23,2.24,3.69,NA,40,51.8,"BULLISH",14.15,6,11,0,NA,126535456.97,"WEAK_HOLD",2025-09-02,90.74,-0.19,-6.67,-2.87,40,42.7,"BULLISH",533519,"2025-08-29",1,0.4,0.8,0.7,"High","WEAK_HOLD",0.451087140804157,0.0319246934726834,3,0.0581598571391697,"Fair",0.219457255466841,0.666301571764052,0.563636468863115,3,"BUY_BACKTESTED",TRUE,20333
703,"SBISILVER","SBISILVER","MICRO_CAP",120.9,-0.5,5.53,NA,40,70.5,"STRONG_BULLISH",17.93,12,6,0,NA,109453286.68,"WEAK_HOLD",2025-09-02,116.32,0.64,3.74,5.32,80,63.3,"STRONG_BULLISH",550338,"2025-08-29",1,0.8,0.8,0.86,"Very High","STRONG_BUY",0.863870537746698,0.28406331683509,11,2.08671445646734,"Excellent",0.0955417986493558,2.94290727109183,2.45714625273831,11,"STRONG_BUY_BACKTESTED",TRUE,20333
740,"VENTIVE","VENTIVE","MICRO_CAP",746.8,3.27,2.94,NA,40,51.2,"BEARISH",10.44,6,13,0,NA,96185131.5,"WEAK_HOLD",2025-09-02,708.65,-1.13,-4.99,-10.09,20,40.1,"BEARISH",106576,"2025-08-29",1,0.2,0.6,0.56,"Medium","SELL",0.444895687326789,-0.125271712278482,4,-0.225672381601958,"Poor",0.211780077731237,0.60123380611185,1.08053305444773,4,"WEAK_HOLD_BACKTESTED",TRUE,20333
848,"ALKYLAMINE","ALKYLAMINE","MICRO_CAP",2061.8,1.28,-0.29,NA,40,42.8,"BEARISH",3.58,1,11,15,54.48,67663681.4,"WEAK_HOLD",2025-09-02,2005.5,-0.9,-4.69,-13.16,32,35.1,"BULLISH",24696,"2025-08-29",0.7,0.32,0.2,0.398,"Low","SELL",0.360707049304619,-0.146343228267506,2,-0.228914190447937,"Poor",0.318983644654509,0.715099848317914,0.922150020068511,2,"SELL_BACKTESTED",TRUE,20333
911,"TOLINS","TOLINS","MICRO_CAP",160.9,4.93,1.37,NA,40,60.5,"NEUTRAL",8.13,8,14,0,NA,53337221.09,"WEAK_HOLD",2025-09-02,153.21,0.35,6.98,-5.09,20,51.3,"STRONG_BEARISH",125853,"2025-08-29",1,0.2,0.6,0.56,"Medium","SELL",0.279144475329667,-0.133616011962295,3,-0.185357547233062,"Poor",0.311872032657266,0.266250604856759,1.15967114085797,3,"WEAK_HOLD_BACKTESTED",TRUE,20333
1085,"SILVRETF","SILVRETF","MICRO_CAP",120.07,-0.46,5.67,NA,40,70.5,"STRONG_BULLISH",18.01,12,6,0,NA,29804329.39,"WEAK_HOLD",2025-09-02,115.52,0.64,3.72,5.27,80,63.3,"STRONG_BULLISH",147432,"2025-08-29",1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.89059590077959,0.325659634638578,8,2.97666757424226,"Excellent",0.141480550356209,2.16429337556474,1.59887079137843,8,"STRONG_BUY_BACKTESTED",TRUE,20333
1188,"GROWWGOLD","GROWWGOLD","MICRO_CAP",102.76,0.03,3.68,NA,40,74.8,"STRONG_BULLISH",9.33,7,9,0,NA,21231187.35,"WEAK_HOLD",2025-09-02,101.01,1.18,3.61,4.98,80,68.8,"STRONG_BULLISH",212076,"2025-08-29",1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.78460860773921,0.289738175552338,14,1.34517063338135,"Excellent",0.0872177208773792,2.87206208438147,2.03924819582608,14,"STRONG_BUY_BACKTESTED",TRUE,20333
1231,"RAMRAT","RAMRAT","MICRO_CAP",722.15,1,5.05,NA,40,58.3,"STRONG_BULLISH",11.42,7,9,0,NA,18866164.65,"WEAK_HOLD",2025-09-02,715.3,1.23,1.66,6.73,70,56.5,"STRONG_BULLISH",30929,"2025-08-29",1,0.7,0.2,0.64,"Medium","BUY",0.646065819449723,0.0940545783611015,12,0.26574030859317,"Moderate",0.227074989851099,1.85859320964664,1.43260723557323,12,"HOLD_BACKTESTED",TRUE,20333
1588,"STARTECK","STARTECK","MICRO_CAP",315.8,-0.22,-0.39,NA,40,50.4,"BULLISH",13.89,7,12,0,NA,3851566.5,"WEAK_HOLD",2025-09-02,315.45,0.67,-0.27,4.73,75,50.1,"STRONG_BULLISH",11007,"2025-08-29",1,0.75,0.2,0.66,"Medium","BUY",0.633682096237317,0.146776730753481,10,0.400681291429779,"Good",0.105521653068718,1.22481999010779,1.59005943126976,10,"HOLD_BACKTESTED",TRUE,20333
1631,"EVIETF","EVIETF","MICRO_CAP",30.72,0.56,1.76,NA,40,64.2,"BULLISH",9.06,6,15,0,NA,3086872.1,"WEAK_HOLD",2025-09-02,29.94,-0.33,-1.55,1.15,45,54.4,"BULLISH",86233,"2025-08-29",1,0.45,0.4,0.6,"Medium","WEAK_HOLD",0.512074528029189,0.0456508058006875,6,0.0935610219657039,"Fair",0.132228041801136,1.29784307884984,1.03344869357534,6,"HOLD_BACKTESTED",TRUE,20333
85,"GODREJCP","GODREJCP","MID_CAP",1283.8,2.15,2,NA,39.3,63.7,"BULLISH",11.72,6,15,0,NA,1583547402.4,"WEAK_HOLD",2025-09-02,1242.6,-0.64,1.96,-1.76,70,53.3,"STRONG_BULLISH",1808734,"2025-08-29",1,0.7,1,0.88,"Very High","BUY",0.699068142520264,0.0939364557899535,6,0.312151915641829,"Moderate",0.113620649185032,1.82966018095613,1.57921896409243,6,"STRONG_BUY_BACKTESTED",TRUE,20333
93,"ITI","ITI","MID_CAP",301.9,6.15,4.81,NA,39.3,53.5,"BEARISH",1.28,7,18,0,NA,1552058967.5,"WEAK_HOLD",2025-09-02,284.15,0.39,-3.74,-10.67,12,37.6,"STRONG_BEARISH",156844,"2025-08-29",0.7,0.12,0.6,0.438,"Low","SELL",0.369413345307112,-0.14712441675365,3,-0.23331355914169,"Poor",0.281535091158003,0.653441513190046,0.64226390211843,3,"SELL_BACKTESTED",TRUE,20333
277,"SILVERIETF","SILVERIETF","SMALL_CAP",122.85,-0.44,5.6,NA,39.3,70.8,"STRONG_BULLISH",18.17,11,6,0,NA,517743705.71,"WEAK_HOLD",2025-09-02,118.19,0.71,3.71,5.24,85,63.5,"STRONG_BULLISH",3995650,"2025-08-29",1,0.85,1,0.94,"Very High","STRONG_BUY",0.83087983620353,0.23600586107932,13,1.39549215055956,"Excellent",0.118381931912154,2.44325615884736,1.91255550307687,13,"STRONG_BUY_BACKTESTED",TRUE,20333
302,"MINDACORP","MINDACORP","MICRO_CAP",507.6,0.1,1.72,NA,39.3,53.3,"BEARISH",4.28,6,15,0,NA,452861305.45,"WEAK_HOLD",2025-09-02,498.85,-0.49,-3.48,-4.59,25,49,"STRONG_BEARISH",351923,"2025-08-29",1,0.25,0.6,0.58,"Medium","SELL",0.420656543690711,-0.116841825924348,3,-0.201679719779161,"Poor",0.173357532545924,0.750245949649252,0.900875615188852,3,"WEAK_HOLD_BACKTESTED",TRUE,20333
369,"KPIL","KPIL","MICRO_CAP",1223.5,-1.31,-3.14,NA,39.3,49.4,"STRONG_BULLISH",9.24,5,10,0,NA,354185006.8,"WEAK_HOLD",2025-09-02,1249,-1.6,-2.02,4.32,60,56,"STRONG_BULLISH",96605,"2025-08-29",1,0.6,0.4,0.66,"Medium","HOLD",0.548446468124166,0.0523906277259812,5,0.116023071524524,"Moderate",0.188726358616259,1.23795322561637,1.12511911487672,5,"HOLD_BACKTESTED",TRUE,20333
440,"PRICOLLTD","PRICOLLTD","MICRO_CAP",475.9,-0.32,4.79,NA,39.3,64.9,"BULLISH",13.5,10,10,0,NA,262577739.5,"WEAK_HOLD",2025-09-02,459.85,2.92,1.87,1.78,65,59.4,"BULLISH",886060,"2025-08-29",1,0.65,0.8,0.8,"Very High","BUY",0.609624027134851,0.168757600728422,6,0.432295050050936,"Good",0.0575920283328742,1.91802180558443,1.96744990739971,6,"STRONG_BUY_BACKTESTED",TRUE,20333
479,"MANGCHEFER","MANGCHEFER","MICRO_CAP",352.35,-1.43,-1.04,NA,39.3,56.6,"STRONG_BULLISH",33.06,9,8,0,NA,230695187.9,"WEAK_HOLD",2025-09-02,345.55,-0.69,-0.8,22.69,65,53.7,"STRONG_BULLISH",230037,"2025-08-29",1,0.65,0.6,0.74,"High","BUY",0.640284901298583,0.141149801844731,7,0.392393320031008,"Good",0.184857771534007,1.5205483243335,1.66665847338736,7,"BUY_BACKTESTED",TRUE,20333
490,"SUMICHEM","SUMICHEM","MICRO_CAP",570.95,0.31,0.17,NA,39.3,44.7,"BULLISH",19.84,6,13,0,NA,222240994.5,"WEAK_HOLD",2025-09-02,566.15,-0.11,-3.27,-3.3,65,42.4,"STRONG_BULLISH",311254,"2025-08-29",1,0.65,0.6,0.74,"High","BUY",0.640593848656863,0.092538411449641,8,0.257475869858698,"Moderate",0.240064191271085,1.62859451700933,1.93141420502216,8,"BUY_BACKTESTED",TRUE,20333
562,"THYROCARE","THYROCARE","MICRO_CAP",1331.3,3.19,5.08,NA,39.3,57.7,"BULLISH",35.61,10,6,0,NA,168388814,"WEAK_HOLD",2025-09-02,1265.3,-1.01,-8.7,5.58,65,46.8,"STRONG_BULLISH",44810,"2025-08-29",1,0.65,0.2,0.62,"Medium","BUY",0.665073315659538,0.143005010462366,9,0.426974072680926,"Good",0.172050850524101,1.5141654999461,1.73630762491375,9,"HOLD_BACKTESTED",TRUE,20333
591,"MON100","MON100","MICRO_CAP",202.37,-0.63,-0.06,NA,39.3,52.4,"STRONG_BULLISH",15.92,7,10,0,NA,151551330.34,"WEAK_HOLD",2025-09-02,204.42,0.56,-0.52,6.18,85,58.9,"STRONG_BULLISH",649879,"2025-08-29",1,0.85,0.8,0.88,"Very High","STRONG_BUY",0.82905075228773,0.284287428576499,8,1.66299315370485,"Excellent",0.0802079398185015,2.58392249385361,1.51684672292322,8,"STRONG_BUY_BACKTESTED",TRUE,20333
630,"SUNDARMHLD","SUNDARMHLD","MICRO_CAP",488.8,2.64,1.03,NA,39.3,52.9,"BULLISH",6.96,6,16,0,NA,137437309,"WEAK_HOLD",2025-09-02,468.5,-2.03,-7.68,-7.57,50,44.4,"STRONG_BULLISH",221296,"2025-08-29",1,0.5,0.6,0.68,"Medium","HOLD",0.610788721172139,-0.0387957317754626,5,-0.0996778199550098,"Poor",0.224684125906788,0.571615387732163,1.68791667446494,5,"WEAK_HOLD_BACKTESTED",TRUE,20333
947,"SILVER1","SILVER1","MICRO_CAP",119.42,-0.5,5.17,NA,39.3,70.7,"STRONG_BULLISH",18.21,11,6,0,NA,47842752.69,"WEAK_HOLD",2025-09-02,114.88,0.65,3.75,5.21,80,63.4,"STRONG_BULLISH",356962,"2025-08-29",1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.938519772375003,0.245920439297333,12,3.9999923357041,"Excellent",0.141183198522776,1.7873899001861,2.93664096202701,12,"STRONG_BUY_BACKTESTED",TRUE,20333
975,"WONDERLA","WONDERLA","MICRO_CAP",644.25,4.88,3.4,NA,39.3,58.2,"BEARISH",3.29,3,18,0,NA,42412022.95,"WEAK_HOLD",2025-09-02,612.6,-0.41,0.26,-3.8,20,45.9,"STRONG_BEARISH",15226,"2025-08-29",1,0.2,0.2,0.44,"Low","SELL",0.419306644052267,-0.106240677891765,4,-0.182954870765436,"Poor",0.173877251660451,0.467946551018395,0.953713675681502,4,"SELL_BACKTESTED",TRUE,20333
1102,"SILVERCASE","SILVERCASE","MICRO_CAP",12.5,-0.71,5.4,NA,39.3,70.2,"STRONG_BULLISH",17.94,11,6,0,NA,28552244.02,"WEAK_HOLD",2025-09-02,12.04,0.67,3.7,5.24,70,63.8,"STRONG_BULLISH",1330756,"2025-08-29",1,0.7,1,0.88,"Very High","BUY",0.740200661867857,0.154564585052431,7,0.594938332652001,"Good",0.127351328800432,2.06798378156964,2.36273829604033,7,"STRONG_BUY_BACKTESTED",TRUE,20333
1116,"QGOLDHALF","QGOLDHALF","MICRO_CAP",86.58,-0.07,3.56,NA,39.3,73.8,"STRONG_BULLISH",9.22,9,6,0,NA,27396384.09,"WEAK_HOLD",2025-09-02,85.13,1.07,3.63,4.79,80,68.3,"STRONG_BULLISH",149458,"2025-08-29",1,0.8,0.6,0.8,"Very High","STRONG_BUY",0.939279954042286,0.177772933896631,14,2.92774702477058,"Good",0.0540859062457457,1.99048812396359,2.09869080246426,14,"STRONG_BUY_BACKTESTED",TRUE,20333
1159,"IVZINGOLD","IVZINGOLD","MICRO_CAP",9106.55,-0.17,3.26,NA,39.3,72.9,"STRONG_BULLISH",9.51,9,6,0,NA,23773049.6,"WEAK_HOLD",2025-09-02,8896.85,0.53,3.08,4.19,60,65.2,"STRONG_BULLISH",365,"2025-08-29",1,0.6,0.2,0.6,"Medium","HOLD",0.48112551108934,-0.010472628287971,5,-0.0201833555354736,"Poor",0.109610548592173,0.516082496102899,0.814772444614209,5,"WEAK_HOLD_BACKTESTED",TRUE,20333
1241,"WIPL","WIPL","MICRO_CAP",167.98,-4.43,8.94,NA,39.3,61.7,"BULLISH",20.47,12,4,0,NA,17810281.53,"WEAK_HOLD",2025-09-02,155.05,2.48,1.48,-3.36,65,52.1,"BULLISH",4304,"2025-08-29",1,0.65,0.2,0.62,"Medium","BUY",0.506956893298775,0.14268097600434,10,0.289388441020841,"Moderate",0.155125442100689,1.67282724403776,1.09601574309636,10,"HOLD_BACKTESTED",TRUE,20333
1372,"MUNJALSHOW","MUNJALSHOW","MICRO_CAP",140.35,1.62,2.1,NA,39.3,52.5,"BULLISH",9.49,4,15,0,NA,10455405.86,"WEAK_HOLD",2025-09-02,135.8,0.53,-1.62,-11.22,33,45.7,"BULLISH",11994,"2025-08-29",1,0.33,0.2,0.492,"Low","SELL",0.381536914361641,-0.0983503199764527,2,-0.159023751393244,"Poor",0.248786472249776,0.793415511259809,0.565761184040457,2,"SELL_BACKTESTED",TRUE,20333
1486,"3IINFOLTD","3IINFOLTD","MICRO_CAP",23.4,3.04,1.47,NA,39.3,52.6,"BEARISH",-0.83,1,16,15,52.3,6246553.12,"WEAK_HOLD",2025-09-02,22.71,0.09,1.57,-11.53,10,42.7,"STRONG_BEARISH",159965,"2025-08-29",1,0.1,0.6,0.52,"Medium","SELL",0.262667460180819,-0.0973635019967332,1,-0.132048291291484,"Poor",0.31884032683447,0.115773421549238,0.806615114142187,1,"WEAK_HOLD_BACKTESTED",TRUE,20333
1560,"MIRZAINT","MIRZAINT","MICRO_CAP",33.04,1.69,2.8,NA,39.3,49.8,"BULLISH",9.71,3,17,0,NA,4471951.94,"WEAK_HOLD",2025-09-02,32.05,0.28,-4.16,-3.17,50,40.8,"BULLISH",119055,"2025-08-29",1,0.5,0.6,0.68,"Medium","HOLD",0.48409216357395,-0.0359215621603653,4,-0.0696278668864808,"Poor",0.204676479066256,0.402834630478174,0.905878863600083,4,"WEAK_HOLD_BACKTESTED",TRUE,20333
