"SYMBOL","ISIN","TIMESTAMP","OPEN","HIGH","LOW","CLOSE","LAST","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TOTALTRADES"
"FAIRCHEMOR.NS","INE0DNW01011",2025-08-04,881,900,863.5,889.05,243.1,892.5,5792,"62397303.02",7171
"FAZE3Q.NS","INE963C01033",2025-08-04,628.95,628.95,570.1,583.6,243.1,629.05,101083,"62397303.02",7171
"FCL.NS","INE045J01026",2025-08-04,255.2,255.4,250.15,252.35,243.1,255.2,171409,"62397303.02",7171
"FCSSOFT.NS","INE512B01022",2025-08-04,2.51,2.54,2.45,2.49,243.1,2.49,2032680,"62397303.02",7171
"FDC.NS","INE258B01022",2025-08-04,472,485,471.6,481.75,243.1,475.4,51137,"62397303.02",7171
"FEDERALBNK.NS","INE171A01029",2025-08-04,185.8,197.04,185.11,196.46,243.1,196.06,39513112,"62397303.02",7171
"FEDFINA.NS","INE007N01010",2025-08-04,131,131.77,126.62,128.95,243.1,131.06,767675,"62397303.02",7171
"FIBERWEB.NS","INE296C01020",2025-08-04,48.8,49.09,47.66,48.04,243.1,48.09,49432,"62397303.02",7171
"FIEMIND.NS","INE737H01014",2025-08-04,1913.7,1958,1896.2,1932.9,243.1,1913.7,32950,"62397303.02",7171
"FILATEX.NS","INE816B01035",2025-08-04,55.36,56.6,53.75,55.88,243.1,55.36,1569535,"62397303.02",7171
"FILATFASH.NS","INE185E01021",2025-08-04,0.6,0.61,0.58,0.58,243.1,0.6,33868510,"62397303.02",7171
"FINCABLES.NS","INE235A01022",2025-08-04,870.05,879.9,864.95,874.15,243.1,878,100489,"62397303.02",7171
"FINEORG.NS","INE686Y01026",2025-08-04,5241,5304,5211.5,5280.5,243.1,5243,9752,"62397303.02",7171
"FINIETF.NS","INF109KC17L8",2025-08-04,29.46,29.83,29.3,29.75,243.1,29.29,337518,"62397303.02",7171
"FINOPB.NS","INE02NC01014",2025-08-04,256.6,256.6,249.6,252.9,243.1,255.1,114695,"62397303.02",7171
"FINPIPE.NS","INE183A01024",2025-08-04,197.86,199.5,192.66,197.99,243.1,200.72,967409,"62397303.02",7171
"FIRSTCRY.NS","INE02RE01045",2025-08-04,349.95,367.7,347.5,364.85,243.1,348.15,2108791,"62397303.02",7171
"FISCHER.NS","INE771F01025",2025-08-04,954,995,950,973.35,243.1,951.65,21909,"62397303.02",7171
"FIVESTAR.NS","INE128S01021",2025-08-04,604,609.9,595.15,604.9,243.1,598.25,1410335,"62397303.02",7171
"FLAIR.NS","INE00Y201027",2025-08-04,341.4,345.45,329,334.65,243.1,341.4,113951,"62397303.02",7171
"FLUOROCHEM.NS","INE09N301011",2025-08-04,3495,3542.1,3451,3512.2,243.1,3495.5,39634,"62397303.02",7171
"FMCGIETF.NS","INF109KC19V3",2025-08-04,60.35,60.35,59.67,59.8,243.1,59.9,595773,"62397303.02",7171
"FMGOETZE.NS","INE529A01010",2025-08-04,561,571.7,555.65,564.35,243.1,559.55,55238,"62397303.02",7171
"FMNL.NS","INE360L01017",2025-08-04,14.59,14.59,14.02,14.59,243.1,13.9,35877,"62397303.02",7171
"FORCEMOT.NS","INE451A01017",2025-08-04,16707,17250,16621,17013,243.1,16709,63873,"62397303.02",7171
"FORTIS.NS","INE061F01013",2025-08-04,860,865,850,861.9,243.1,859.25,1131789,"62397303.02",7171
"FOSECOIND.NS","INE519A01011",2025-08-04,5355,5481,5200,5253.5,243.1,5355,4004,"62397303.02",7171
"FSL.NS","INE684F01012",2025-08-04,339,345.8,331,343.9,243.1,339,1425048,"62397303.02",7171
"FUSION.NS","INE139R01012",2025-08-04,161,161.12,157.01,160.35,243.1,158.85,208512,"62397303.02",7171
"GABRIEL.NS","INE524A01029",2025-08-04,1002.4,1061,1002.4,1029,243.1,1002.4,637852,"62397303.02",7171
"GAEL.NS","INE036B01030",2025-08-04,111.1,111.5,106.75,107.63,243.1,110.29,387804,"62397303.02",7171
"GAIL.NS","INE129A01019",2025-08-04,173.7,175.37,172.5,174.54,243.1,174.39,9781181,"62397303.02",7171
"GALAPREC.NS","INE0RE001014",2025-08-04,835,865,830,857.4,243.1,830.6,16891,"62397303.02",7171
"GALAXYSURF.NS","INE600K01018",2025-08-04,2674.9,2674.9,2533.1,2562,243.1,2657.2,21166,"62397303.02",7171
"GALLANTT.NS","INE297H01019",2025-08-04,754.85,786,751.2,784.85,243.1,756.9,443742,"62397303.02",7171
"GANDHAR.NS","INE717W01049",2025-08-04,161.11,163.95,159.57,163.03,243.1,162.37,93063,"62397303.02",7171
"GANDHITUBE.NS","INE524B01027",2025-08-04,775.7,775.7,746.1,751.9,243.1,779.55,9423,"62397303.02",7171
"GANECOS.NS","INE845D01014",2025-08-04,1482.9,1484.9,1440.1,1462.8,243.1,1483.8,78116,"62397303.02",7171
"GANESHBE.NS","INE388A01029",2025-08-04,93.99,93.99,91.05,92.44,243.1,92.52,64033,"62397303.02",7171
"GANESHHOUC.NS","INE460C01014",2025-08-04,884.4,916,877.05,911.8,243.1,884.4,66152,"62397303.02",7171
"GANGAFORGE.NS","INE691Z01023",2025-08-04,3.72,3.72,3.55,3.6,243.1,3.65,136681,"62397303.02",7171
"GANGESSECU.NS","INE335W01016",2025-08-04,159,162.98,154,155.87,243.1,157.95,3755,"62397303.02",7171
"GARFIBRES.NS","INE276A01018",2025-08-04,900.9,904,881.5,886.95,243.1,895.1,22949,"62397303.02",7171
"GARUDA.NS","INE0JVO01026",2025-08-04,180,189.57,178.36,186.46,243.1,179.24,2611279,"62397303.02",7171
"GATEWAY.NS","INE079J01017",2025-08-04,68.2,69.85,67.61,69.15,243.1,68.34,1323018,"62397303.02",7171
"GEECEE.NS","INE916G01016",2025-08-04,372.8,376.8,366,367.7,243.1,370.85,5918,"62397303.02",7171
"GEEKAYWIRE.NS","INE669X01024",2025-08-04,68.49,68.49,66,66.53,243.1,66.83,46162,"62397303.02",7171
"GENESYS.NS","INE727B01026",2025-08-04,584.9,595.75,580,586.5,243.1,582.5,76893,"62397303.02",7171
"GENUSPAPER.NS","INE949P01018",2025-08-04,18.47,18.48,18.11,18.22,243.1,18.02,44289,"62397303.02",7171
"GENUSPOWER.NS","INE955D01029",2025-08-04,367.05,384,366,382.6,243.1,363.85,2125341,"62397303.02",7171
"GEOJITFSL.NS","INE007B01023",2025-08-04,73.2,73.59,72.5,73.2,243.1,73.26,230739,"62397303.02",7171
"GEPIL.NS","INE878A01011",2025-08-04,308,318,305.2,312.9,243.1,307.45,339253,"62397303.02",7171
"GESHIP.NS","INE017A01032",2025-08-04,937.05,937.1,921.75,930.5,243.1,929.25,166932,"62397303.02",7171
"GFLLIMITED.NS","INE538A01037",2025-08-04,62,63.5,61.52,62.35,243.1,61.64,25710,"62397303.02",7171
"GHCL.NS","INE539A01019",2025-08-04,584,588.95,579,582.05,243.1,585.9,83283,"62397303.02",7171
"GHCLTEXTIL.NS","INE0PA801013",2025-08-04,87.1,87.39,86.4,86.55,243.1,86.88,46454,"62397303.02",7171
"GICHSGFIN.NS","INE289B01019",2025-08-04,187.95,188.9,185.41,187.34,243.1,188.24,59626,"62397303.02",7171
"GICRE.NS","INE481Y01014",2025-08-04,383.85,385,379.5,383.2,243.1,383.8,268513,"62397303.02",7171
"GILLANDERS.NS","INE047B01011",2025-08-04,145,148.99,141,143.1,243.1,145.31,43825,"62397303.02",7171
"GILLETTE.NS","INE322A01010",2025-08-04,10722,10732,10389,10550,243.1,10712,33617,"62397303.02",7171
"GILT5YBEES.NS","INF204KC1030",2025-08-04,63.63,63.63,62.61,62.83,243.1,62.7,246293,"62397303.02",7171
"GIPCL.NS","INE162A01010",2025-08-04,196.05,199.5,195.4,197.04,243.1,195.46,163636,"62397303.02",7171
"GKWLIMITED.NS","INE528A01020",2025-08-04,1750,1789,1701,1706.5,243.1,1753.9,2479,"62397303.02",7171
"GLAND.NS","INE068V01023",2025-08-04,1975.7,1999.4,1950.5,1982.8,243.1,1978.5,111010,"62397303.02",7171
"GLAXO.NS","INE159A01016",2025-08-04,2930.1,2936,2828,2869,243.1,2936.5,143804,"62397303.02",7171
"GLENMARK.NS","INE935A01035",2025-08-04,2067.8,2098,2056.4,2074.9,243.1,2067.8,702572,"62397303.02",7171
"GLOBALE.NS","INE0URU01010",2025-08-04,14.1,14.1,12.75,13.46,243.1,13.1,12103,"62397303.02",7171
"GLOBALVECT.NS","INE792H01019",2025-08-04,221.95,231.35,218.71,226.84,243.1,220.47,10054,"62397303.02",7171
"GLOBE.NS","INE581X01021",2025-08-04,2.23,2.25,2.19,2.2,243.1,2.23,693679,"62397303.02",7171
"GLOBECIVIL.NS","INE0V3U01015",2025-08-04,81,81.6,79.4,79.83,243.1,79.72,630029,"62397303.02",7171
"GLOBUSSPR.NS","INE615I01010",2025-08-04,1267.1,1271.9,1200,1232.3,243.1,1255.6,163504,"62397303.02",7171
"GLOSTERLTD.NS","INE350Z01018",2025-08-04,636.55,645.1,630,630.95,243.1,624.05,1417,"62397303.02",7171
"GMBREW.NS","INE075D01018",2025-08-04,676.05,697.95,672.9,691.25,243.1,678.75,25123,"62397303.02",7171
"GMDCLTD.NS","INE131A01031",2025-08-04,383.8,424,383.6,408.55,243.1,381.9,26866616,"62397303.02",7171
"GMMPFAUDLR.NS","INE541A01023",2025-08-04,1402.2,1410,1318.1,1330.7,243.1,1402.2,80237,"62397303.02",7171
"GMRAIRPORT.NS","INE776C01039",2025-08-04,89.42,91.66,88.68,91.47,243.1,89.42,16647076,"62397303.02",7171
"GMRP&UI.NS","INE0CU601026",2025-08-04,107.5,114,105.5,112.05,243.1,105.07,1898126,"62397303.02",7171
"GNA.NS","INE934S01014",2025-08-04,305.3,312,301.8,308,243.1,305.3,27803,"62397303.02",7171
"GNFC.NS","INE113A01013",2025-08-04,540,545,533.45,539.75,243.1,535.05,203713,"62397303.02",7171
"GOACARBON.NS","INE426D01013",2025-08-04,479.7,479.7,470.8,472.4,243.1,473.25,6583,"62397303.02",7171
"GOCLCORP.NS","INE077F01035",2025-08-04,350.2,359.95,348.2,352,243.1,350.2,36833,"62397303.02",7171
"GOCOLORS.NS","INE0BJS01011",2025-08-04,743,744.75,707.95,718.4,243.1,761.25,474806,"62397303.02",7171
"GODFRYPHLP.NS","INE260B01028",2025-08-04,8860,9150,8722.5,8983.5,243.1,8777,194975,"62397303.02",7171
"GODIGIT.NS","INE03JT01014",2025-08-04,365,365,352.15,360.3,243.1,365.15,643965,"62397303.02",7171
"GODREJAGRO.NS","INE850D01014",2025-08-04,818.2,823.25,804.7,811.4,243.1,814,173956,"62397303.02",7171
"GODREJCP.NS","INE102D01028",2025-08-04,1269.9,1269.9,1226.2,1249.4,243.1,1266.5,1763667,"62397303.02",7171
"GODREJIND.NS","INE233A01035",2025-08-04,1119.9,1124.7,1110.5,1120.2,243.1,1114.8,37232,"62397303.02",7171
"GODREJPROP.NS","INE484J01027",2025-08-04,2036,2110,2036,2098.1,243.1,2050.6,934764,"62397303.02",7171
"GOKEX.NS","INE887G01027",2025-08-04,816,837,805.2,820.7,243.1,813.4,241886,"62397303.02",7171
"GOKUL.NS","INE020J01029",2025-08-04,41.72,43.12,41.35,41.82,243.1,41.63,19328,"62397303.02",7171
"GOKULAGRO.NS","INE314T01025",2025-08-04,307,307,300.2,305.15,243.1,304.45,101531,"62397303.02",7171
"GOLD1.NS","INF174KA1HJ8",2025-08-04,84.5,84.5,83.02,83.99,243.1,82.38,943826,"62397303.02",7171
"GOLD360.NS","INF579M01BB5",2025-08-04,99.5,99.5,96.6,98.7,243.1,96.75,6791,"62397303.02",7171
"GOLDBEES.NS","INF204KB17I5",2025-08-04,83.99,83.99,82.71,83.23,243.1,81.95,13190272,"62397303.02",7171
"GOLDCASE.NS","INF0R8F01042",2025-08-04,15.7,15.86,15.42,15.82,243.1,15.53,3396018,"62397303.02",7171
"GOLDETF.NS","INF769K01JP9",2025-08-04,97.79,97.88,97.02,97.63,243.1,96.08,482310,"62397303.02",7171
"GOLDETFADD.NS","INF740KA1SW3",2025-08-04,96.29,98.07,96.29,97.79,243.1,95.81,525394,"62397303.02",7171
"GOLDIAM.NS","INE025B01025",2025-08-04,332,347.8,330.1,342.05,243.1,331.45,417012,"62397303.02",7171
"GOLDIETF.NS","INF109KC1NT3",2025-08-04,86.68,87.11,85.4,86.04,243.1,84.57,1693497,"62397303.02",7171
"GOLDSHARE.NS","INF789F1AUX7",2025-08-04,85.3,85.3,83.55,84.3,243.1,82.75,621039,"62397303.02",7171
"GOLDTECH.NS","INE805A01014",2025-08-04,73.57,78,73.57,77.07,243.1,74.9,40403,"62397303.02",7171
"GOODLUCK.NS","INE127I01024",2025-08-04,1067.4,1094,1061.9,1079.6,243.1,1075.8,58068,"62397303.02",7171
"GOPAL.NS","INE0L9R01028",2025-08-04,360,364.9,353.9,361.55,243.1,361,96051,"62397303.02",7171
"GOYALALUM.NS","INE705X01026",2025-08-04,7.42,7.59,7.4,7.48,243.1,7.45,60103,"62397303.02",7171
"GPIL.NS","INE177H01039",2025-08-04,189.91,197.7,188.1,196.4,243.1,189.05,1882386,"62397303.02",7171
"GPPL.NS","INE517F01014",2025-08-04,159.74,160,158,158.66,243.1,159.74,423325,"62397303.02",7171
"GPTHEALTH.NS","INE486R01017",2025-08-04,178.11,184.5,175.69,183.16,243.1,179.37,501035,"62397303.02",7171
"GPTINFRA.NS","INE390G01014",2025-08-04,130.24,130.5,126.61,129.23,243.1,127.24,120877,"62397303.02",7171
"GRANULES.NS","INE101D01020",2025-08-04,457,460.45,447.05,454,243.1,451.75,1107534,"62397303.02",7171
"GRAPHITE.NS","INE371A01025",2025-08-04,528,533.45,518.5,527.1,243.1,527.25,935089,"62397303.02",7171
"GRASIM.NS","INE047A01021",2025-08-04,2730,2792.3,2720.8,2787.8,243.1,2722.2,570201,"62397303.02",7171
"GRAVITA.NS","INE024L01027",2025-08-04,1804.6,1826.2,1767,1804.8,243.1,1790.3,131335,"62397303.02",7171
"GREAVESCOT.NS","INE224A01026",2025-08-04,217.35,217.97,211.35,213.32,243.1,218.18,2573069,"62397303.02",7171
"GREENLAM.NS","INE544R01021",2025-08-04,232,234.02,225.15,231.38,243.1,229.66,31194,"62397303.02",7171
"GREENPANEL.NS","INE08ZM01014",2025-08-04,280.45,280.5,265.4,273.55,243.1,280.4,524434,"62397303.02",7171
"GREENPLY.NS","INE461C01038",2025-08-04,319,320.7,313.4,316.35,243.1,316.55,70407,"62397303.02",7171
"GREENPOWER.NS","INE999K01014",2025-08-04,13.72,13.88,13.58,13.69,243.1,13.75,2157962,"62397303.02",7171
"GRINDWELL.NS","INE536A01023",2025-08-04,1522,1525.4,1495.9,1500,243.1,1527.3,101216,"62397303.02",7171
"GRINFRA.NS","INE201P01022",2025-08-04,1235,1267,1220.9,1231.1,243.1,1215,47668,"62397303.02",7171
"GRMOVER.NS","INE192H01020",2025-08-04,373.45,375.45,367.3,374.1,243.1,373.95,608224,"62397303.02",7171
"GROWWDEFNC.NS","INF666M01IO8",2025-08-04,76.22,78.22,75.65,78.09,243.1,76.22,351963,"62397303.02",7171
"GROWWEV.NS","INF666M01IH2",2025-08-04,28.99,29.68,28.41,29.22,243.1,28.8,591228,"62397303.02",7171
"GROWWGOLD.NS","INF666M01IW1",2025-08-04,97.53,98.7,97.46,98.57,243.1,96.86,128557,"62397303.02",7171
"GROWWLIQID.NS","INF666M01IP5",2025-08-04,105.4,105.4,105.14,105.14,243.1,105.13,37377,"62397303.02",7171
"GROWWLOVOL.NS","INF666M01LB9",2025-08-04,9.81,9.97,9.8,9.95,243.1,9.88,30260,"62397303.02",7171
"GROWWMOM50.NS","INF666M01KJ4",2025-08-04,10.34,10.5,10.27,10.41,243.1,10.29,463612,"62397303.02",7171
"GROWWN200.NS","INF666M01JV1",2025-08-04,11.34,11.35,10.9,11.16,243.1,11.07,145770,"62397303.02",7171
"GROWWNET.NS","INF666M01LI4",2025-08-04,10.3,10.64,10.21,10.39,243.1,10.31,314819,"62397303.02",7171
"GROWWNIFTY.NS","INF666M01LL8",2025-08-04,9.86,9.96,9.76,9.9,243.1,9.85,121600,"62397303.02",7171
"GROWWRAIL.NS","INF666M01JJ6",2025-08-04,35.51,36.07,35.3,35.95,243.1,35.34,158937,"62397303.02",7171
"GROWWSLVR.NS","INF666M01LA1",2025-08-04,108.89,112.39,108.89,111.96,243.1,108.89,141527,"62397303.02",7171
"GRPLTD.NS","INE137I01015",2025-08-04,2250.1,2335.8,2250.1,2290.1,243.1,2278.3,2897,"62397303.02",7171
"GRSE.NS","INE382Z01011",2025-08-04,2580.3,2658,2566.1,2624.6,243.1,2580.7,491693,"62397303.02",7171
"GRWRHITECH.NS","INE291A01017",2025-08-04,3400,3440,3326.7,3347.5,243.1,3324.7,52760,"62397303.02",7171
"GSEC10ABSL.NS","INF209KC1142",2025-08-04,109.82,109.82,109.82,109.82,243.1,109.82,1,"62397303.02",7171
"GSEC10IETF.NS","INF109KC18O0",2025-08-04,258.91,258.91,258,258,243.1,257.16,1599,"62397303.02",7171
"GSEC10YEAR.NS","INF769K01KF8",2025-08-04,30.05,30.05,29.24,29.25,243.1,29.32,15903,"62397303.02",7171
"GSEC5IETF.NS","INF109KC14A8",2025-08-04,63.2,64.47,62.97,63.27,243.1,63.5,7565,"62397303.02",7171
"GSFC.NS","INE026A01025",2025-08-04,201.4,203,198.8,202.49,243.1,199.93,882290,"62397303.02",7171
"GSLSU.NS","INE0JSX01015",2025-08-04,110.05,117,110.05,114.65,243.1,110.31,94694,"62397303.02",7171
"GSPL.NS","INE246F01010",2025-08-04,308.95,310.1,300.75,305.3,243.1,308.9,272436,"62397303.02",7171
"GSS.NS","INE871H01011",2025-08-04,31.23,31.23,29.15,30.4,243.1,30.47,68966,"62397303.02",7171
"GTL.NS","INE043A01012",2025-08-04,9.22,9.49,9.2,9.22,243.1,9.35,220615,"62397303.02",7171
"GTLINFRA.NS","INE221H01019",2025-08-04,1.53,1.55,1.51,1.53,243.1,1.52,31209549,"62397303.02",7171
"GTPL.NS","INE869I01013",2025-08-04,120,123.47,120,120.55,243.1,122.79,32917,"62397303.02",7171
"GUFICBIO.NS","INE742B01025",2025-08-04,382,387,375.55,380.5,243.1,384.65,21235,"62397303.02",7171
"GUJALKALI.NS","INE186A01019",2025-08-04,573.7,583.8,569,579.85,243.1,573.25,25925,"62397303.02",7171
"GUJAPOLLO.NS","INE826C01016",2025-08-04,475.1,479.3,465.4,470.85,243.1,481.8,19916,"62397303.02",7171
"GUJGASLTD.NS","INE844O01030",2025-08-04,431.9,431.9,419,421.05,243.1,427.55,243725,"62397303.02",7171
"GUJRAFFIA.NS","INE610B01024",2025-08-04,38.9,39,37.64,38.5,243.1,38.71,1891,"62397303.02",7171
"GUJTHEM.NS","INE942C01045",2025-08-04,370.05,376.25,360.05,372.3,243.1,373.35,133115,"62397303.02",7171
"GULFOILLUB.NS","INE635Q01029",2025-08-04,1176,1191.9,1172.8,1187.4,243.1,1171.7,35483,"62397303.02",7171
"GULFPETRO.NS","INE586G01017",2025-08-04,41.99,41.99,40.64,41.23,243.1,41.39,68925,"62397303.02",7171
"GULPOLY.NS","INE255D01024",2025-08-04,164,167.99,162.85,163.9,243.1,165.31,90657,"62397303.02",7171
"GVPTECH.NS","INE382T01030",2025-08-04,10.8,11.39,10.13,10.25,243.1,10.73,551834,"62397303.02",7171
"GVT&D.NS","INE200A01026",2025-08-04,2863.1,2915,2742.7,2777.8,243.1,2863.1,1660646,"62397303.02",7171
"HAL.NS","INE066F01020",2025-08-04,4438.7,4544.9,4424.2,4537.9,243.1,4438.7,742464,"62397303.02",7171
"HAPPSTMNDS.NS","INE419U01012",2025-08-04,602.8,603,595.3,597.7,243.1,602.85,135588,"62397303.02",7171
"HAPPYFORGE.NS","INE330T01021",2025-08-04,945,969,936.1,950,243.1,940.85,11653,"62397303.02",7171
"HARDWYN.NS","INE626Z01029",2025-08-04,13.91,14,13.65,13.92,243.1,13.96,680327,"62397303.02",7171
"HARIOMPIPE.NS","INE00EV01017",2025-08-04,435.6,449.5,435.25,446.45,243.1,435.2,113354,"62397303.02",7171
"HARRMALAYA.NS","INE544A01019",2025-08-04,203.51,209.92,203.51,207.04,243.1,205.08,6652,"62397303.02",7171
"HARSHA.NS","INE0JUS01029",2025-08-04,412.5,429,412.5,423.05,243.1,407.75,112792,"62397303.02",7171
"HATHWAY.NS","INE982F01036",2025-08-04,15.03,15.15,14.73,14.86,243.1,15.1,2767978,"62397303.02",7171
"HATSUN.NS","INE473B01035",2025-08-04,902.55,919,900.95,904.55,243.1,902.55,17825,"62397303.02",7171
"HAVELLS.NS","INE176B01034",2025-08-04,1482.6,1511.8,1472.2,1508.6,243.1,1482.6,418757,"62397303.02",7171
"HBLENGINE.NS","INE292B01021",2025-08-04,603,613.75,600.9,610,243.1,599.85,886149,"62397303.02",7171
"HCG.NS","INE075I01017",2025-08-04,599.05,622,583.05,611.25,243.1,612.05,303703,"62397303.02",7171
"HCLTECH.NS","INE860A01027",2025-08-04,1452.1,1475.4,1440.6,1474.4,243.1,1452.1,2384774,"62397303.02",7171
"HDBFS.NS","INE756I01012",2025-08-04,748.35,753.6,738.25,741.7,243.1,748.35,2261444,"62397303.02",7171
"HDFCAMC.NS","INE127D01025",2025-08-04,5614.5,5725,5602.5,5685,243.1,5615,398255,"62397303.02",7171
"HDFCBANK.NS","INE040A01034",2025-08-04,2010.1,2018.5,1988.1,1992,243.1,2012.2,6966973,"62397303.02",7171
"HDFCBSE500.NS","INF179KC1EZ4",2025-08-04,36.23,36.59,36.22,36.52,243.1,36.23,16225,"62397303.02",7171
"HDFCGOLD.NS","INF179KC1981",2025-08-04,86.93,86.93,85.31,85.94,243.1,84.52,2128728,"62397303.02",7171
"HDFCGROWTH.NS","INF179KC1DJ0",2025-08-04,119.9,119.9,116.7,118.85,243.1,117.62,6862,"62397303.02",7171
"HDFCLIFE.NS","INE795G01014",2025-08-04,741.5,747.55,732.15,739.8,243.1,741.7,2555375,"62397303.02",7171
"HDFCLIQUID.NS","INF179KC1JG3",2025-08-04,1022.01,1022.01,1021.97,1022.01,243.1,1021.84,3098,"62397303.02",7171
"HDFCLOWVOL.NS","INF179KC1HU8",2025-08-04,20.76,20.76,20.25,20.39,243.1,20.26,7683,"62397303.02",7171
"HDFCMID150.NS","INF179KC1HT0",2025-08-04,20.77,21.57,20.77,21.47,243.1,21.31,386631,"62397303.02",7171
"HDFCMOMENT.NS","INF179KC1HV6",2025-08-04,30.97,30.97,30.02,30.45,243.1,30.22,116544,"62397303.02",7171
"HDFCNEXT50.NS","INF179KC1HS2",2025-08-04,67.67,68.17,67.05,68.06,243.1,67.33,45170,"62397303.02",7171
"HDFCNIF100.NS","INF179KC1HR4",2025-08-04,26.07,26.07,25.8,25.95,243.1,25.8,27100,"62397303.02",7171
"HDFCNIFBAN.NS","INF179KC1HY0",2025-08-04,57.27,57.27,56.69,57.01,243.1,56.98,30235,"62397303.02",7171
"HDFCNIFIT.NS","INF179KC1IA8",2025-08-04,37.31,37.31,36.08,36.92,243.1,36.4,40920,"62397303.02",7171
"HDFCNIFTY.NS","INF179KC1965",2025-08-04,274.5,276.12,274,275.98,243.1,274.47,71669,"62397303.02",7171
"HDFCPSUBK.NS","INF179KC1HW4",2025-08-04,68.8,69.41,68.37,69.38,243.1,68.46,28720,"62397303.02",7171
"HDFCPVTBAN.NS","INF179KC1HZ7",2025-08-04,26.6,27.62,26.6,27.38,243.1,27.29,43494,"62397303.02",7171
"HDFCQUAL.NS","INF179KC1DL6",2025-08-04,56.98,57.25,56.3,56.97,243.1,56.43,25757,"62397303.02",7171
"HDFCSENSEX.NS","INF179KC1HX2",2025-08-04,90.97,91.21,90.11,90.79,243.1,90.68,19737,"62397303.02",7171
"HDFCSILVER.NS","INF179KC1DI2",2025-08-04,106.95,108.89,106.95,108.6,243.1,105.97,1202089,"62397303.02",7171
"HDFCSML250.NS","INF179KC1FB2",2025-08-04,171.8,171.96,169.25,171.47,243.1,169.9,789879,"62397303.02",7171
"HDFCVALUE.NS","INF179KC1DK8",2025-08-04,131.96,131.96,129.68,130.67,243.1,130.01,5875,"62397303.02",7171
"HEADSUP.NS","INE759V01019",2025-08-04,10.24,10.24,10.24,10.24,243.1,9.76,34828,"62397303.02",7171
"HEALTHADD.NS","INF740KA1UF4",2025-08-04,145.6,146.87,145.53,146.84,243.1,145.96,625,"62397303.02",7171
"HEALTHIETF.NS","INF109KC1Q72",2025-08-04,148.05,149.17,146.94,148.74,243.1,148.05,66058,"62397303.02",7171
"HEALTHY.NS","INF209KB10C2",2025-08-04,14.87,15.19,14.5,14.93,243.1,14.88,141864,"62397303.02",7171
"HEG.NS","INE545A01024",2025-08-04,535.85,542.65,520.7,530.25,243.1,532.6,2965972,"62397303.02",7171
"HEIDELBERG.NS","INE578A01017",2025-08-04,211.59,216,211.01,213.17,243.1,210.8,115009,"62397303.02",7171
"HEMIPROP.NS","INE0AJG01018",2025-08-04,125,126.31,123.77,125.5,243.1,125.18,166205,"62397303.02",7171
"HERANBA.NS","INE694N01015",2025-08-04,375.4,382,370.65,378.35,243.1,371.7,34398,"62397303.02",7171
"HERITGFOOD.NS","INE978A01027",2025-08-04,473.2,479,473,475.6,243.1,475.55,163081,"62397303.02",7171
"HEROMOTOCO.NS","INE158A01026",2025-08-04,4315.9,4550,4310.1,4535.9,243.1,4311.6,1454995,"62397303.02",7171
"HESTERBIO.NS","INE782E01017",2025-08-04,2194.9,2350,2101,2118.2,243.1,2193.8,88709,"62397303.02",7171
"HEUBACHIND.NS","INE492A01029",2025-08-04,595,595,592.05,592.15,243.1,590.9,5003,"62397303.02",7171
"HEXATRADEX.NS","INE750M01017",2025-08-04,186,186,178.1,179.22,243.1,180.21,3721,"62397303.02",7171
"HEXT.NS","INE093A01041",2025-08-04,697.65,712.75,685.05,709,243.1,694.45,470975,"62397303.02",7171
"HFCL.NS","INE548A01028",2025-08-04,73.5,75.29,73.26,75.01,243.1,73.26,11714562,"62397303.02",7171
"HGINFRA.NS","INE926X01010",2025-08-04,1027.8,1039.5,1016.1,1032,243.1,1027.1,39463,"62397303.02",7171
"HGS.NS","INE170I01016",2025-08-04,571,610.1,561,584.1,243.1,570.7,19141,"62397303.02",7171
"HIKAL.NS","INE475B01022",2025-08-04,318,320,312.55,314.7,243.1,317.25,143947,"62397303.02",7171
"HIMATSEIDE.NS","INE049A01027",2025-08-04,133.69,136.14,132.97,135.33,243.1,132.68,261927,"62397303.02",7171
"HINDALCO.NS","INE038A01020",2025-08-04,676,688.8,671.8,687.7,243.1,672.45,2286286,"62397303.02",7171
"HINDCOMPOS.NS","INE310C01029",2025-08-04,485.8,485.8,465.4,474.25,243.1,478.6,7601,"62397303.02",7171
"HINDCON.NS","INE642Y01029",2025-08-04,32.95,34.99,32.95,33.99,243.1,33.26,13070,"62397303.02",7171
"HINDCOPPER.NS","INE531E01026",2025-08-04,236.95,245.39,234.3,243.98,243.1,236.96,3195310,"62397303.02",7171
"HINDOILEXP.NS","INE345A01011",2025-08-04,163.1,165,161.9,162.89,243.1,163.14,240295,"62397303.02",7171
"HINDPETRO.NS","INE094A01015",2025-08-04,409,409.55,399.7,408.65,243.1,403.8,3277835,"62397303.02",7171
"HINDUNILVR.NS","INE030A01027",2025-08-04,2547,2583.2,2535.1,2543.7,243.1,2553.7,1293028,"62397303.02",7171
"HINDWAREAP.NS","INE05AN01011",2025-08-04,270.9,289.05,270.05,287.25,243.1,270.75,190497,"62397303.02",7171
"HINDZINC.NS","INE267A01025",2025-08-04,416.1,422.5,413.85,421.6,243.1,415.4,1093131,"62397303.02",7171
"HIRECT.NS","INE835D01023",2025-08-04,1923.7,2010,1910,1986.7,243.1,1896.1,284902,"62397303.02",7171
