"SYMBOL","OPEN","HIGH","LOW","CLOSE","PREVCLOSE","TOTTRDQTY","TOTTRDVAL","TIMESTAMP","TOTALTRADES","HI_52_WK","LO_52_WK"
"Nifty CPSE",6372.75,6383.2,6303.9,6316.3,6383,0,0,2025-08-01,0,7477.4,5284.25
"Nifty GrowSect 15",11470.1,11532.45,11297.6,11313.95,11474.85,0,0,2025-08-01,0,13065.05,9722.65
"Nifty50 PR 2x Lev",13505.05,13558.9,13286.85,13319.65,13543.7,0,0,2025-08-01,0,31050.5,1617.15
"Nifty50 PR 1x Inv",207.2,208.85,206.8,208.6,206.9,0,0,2025-08-01,0,31050.5,188.15
"Nifty50 TR 2x Lev",20082.3,20162.35,19758,19806.8,20129.95,0,0,2025-08-01,0,31050.5,1617.15
"Nifty50 TR 1x Inv",170.05,171.45,169.75,171.25,169.85,0,0,2025-08-01,0,31050.5,156.1
"Nifty50 Value 20",12480.35,12487.7,12363.3,12378.05,12517.9,0,0,2025-08-01,0,14731.65,11375.5
"Nifty Mid Liq 15",15025.4,15030.3,14758.95,14791.25,15026.55,0,0,2025-08-01,0,15919.5,11541.7
"Nifty Pvt Bank",27055.4,27163.55,26893.8,26920.35,27085.45,0,0,2025-08-01,0,28577.65,23508.05
"NIFTY100 Qualty30",5503.2,5535.4,5462.35,5468.65,5506.3,0,0,2025-08-01,0,0,0
"Nifty GS 8 13Yr",2938.4,2939.89,2938.39,2939.46,2937.87,0,0,2025-08-01,0,0,0
"Nifty GS 10Yr",2598.79,2600.73,2598.79,2600.27,2598.34,0,0,2025-08-01,0,0,0
"Nifty GS 10Yr Cln",910.91,911.6,910.91,911.44,910.91,0,0,2025-08-01,0,0,0
"Nifty GS 4 8Yr",3179,3179.39,3178.78,3179.21,3178.42,0,0,2025-08-01,0,0,0
"Nifty GS 11 15Yr",3232.99,3233.92,3232.25,3232.43,3232.39,0,0,2025-08-01,0,0,0
"Nifty GS 15YrPlus",3495.64,3499.63,3495.64,3498.46,3494.97,0,0,2025-08-01,0,0,0
"Nifty GS Compsite",3027.65,3029.5,3027.64,3029,3027.1,0,0,2025-08-01,0,0,0
"NIFTY HEALTHCARE",14845.65,14847.9,14447.5,14468.7,14880.25,0,0,2025-08-01,0,15108.8,7249.7
"NIFTY CONSR DURBL",38235.65,38316.95,37837.95,37893.5,38263.8,0,0,2025-08-01,0,44426.55,21967.45
"NIFTY OIL AND GAS",11256.35,11266.15,11072.05,11090.8,11262.25,0,0,2025-08-01,0,13607.2,6645.9
"NIFTY500 MULTICAP",16005.15,16017.75,15801.7,15820.45,16010,0,0,2025-08-01,0,17112.15,8254.5
"NIFTY LARGEMID250",16094.4,16109.1,15899.55,15919.25,16095.25,0,0,2025-08-01,0,17095.2,8318.55
"NIFTY MID SELECT",12865.45,12871.8,12645.05,12668.25,12867.1,0,0,2025-08-01,0,13537.8,6054.2
"NIFTY TOTAL MKT",12898.75,12907.65,12752.4,12767.2,12905.8,0,0,2025-08-01,0,13842.6,7145.35
"NIFTY MICROCAP250",23943.6,24008.85,23516.15,23555.5,23936.05,0,0,2025-08-01,0,26476.9,8567.2
"NIFTY IND DIGITAL",8880.2,8881.5,8727.3,8740.45,8885.75,0,0,2025-08-01,0,10152.15,4924.4
"Nifty Tata 25 Cap",14504.75,14515.35,14352.9,14375.05,14517.65,0,0,2025-08-01,0,18764.95,13221.9
"Nifty MidSml Hlth",45276.1,45324,44398.35,44474.1,45249,0,0,2025-08-01,0,46103.35,31279.6
"Nifty Multi Mfg",15054.45,15054.45,14786.2,14806.15,15066.45,0,0,2025-08-01,0,16253.65,12294.45
"Nifty Multi Infra",13982.1,13992.45,13784.15,13803.85,13992.55,0,0,2025-08-01,0,15154.1,11537.35
"BHARATBOND-APR30",1537.97,1538.18,1537.93,1538.18,1537.66,0,0,2025-08-01,0,0,0
"BHARATBOND-APR31",1402.54,1402.65,1402.01,1402.65,1402.27,0,0,2025-08-01,0,0,0
"BHARATBOND-APR32",1279.9,1279.9,1278.9,1278.9,1279.66,0,0,2025-08-01,0,0,0
"BHARATBOND-APR33",1242.91,1242.91,1242.9,1242.9,1242.68,0,0,2025-08-01,0,0,0
"Nifty Ind Defence",7776.85,7781.5,7603.05,7615.6,7776.6,0,0,2025-08-01,0,9195.15,3374.95
"Nifty Ind Tourism",9141.45,9209.2,9019.05,9043.5,9130.85,0,0,2025-08-01,0,9497.2,6058.05
"Nifty Capital Mkt",4343,4354.9,4287.7,4303.6,4342.5,0,0,2025-08-01,0,4768,2009.6
"Nifty500Momentm50",51891.25,51987.2,51109.4,51185.35,51947.8,0,0,2025-08-01,0,0,0
"NiftyMS400 MQ 100",48587.6,48660.65,47947.55,48024.95,48578.7,0,0,2025-08-01,0,0,0
"NiftySml250MQ 100",45649.3,45688.35,44816.85,44872.85,45711,0,0,2025-08-01,0,0,0
"Nifty Top 10 EW",9441.7,9484.45,9388.1,9400.25,9457.95,0,0,2025-08-01,0,0,0
"Nifty AQL 30",22074.65,22161.9,21900,21924.85,22093.25,0,0,2025-08-01,0,0,0
"Nifty AQLV 30",20340.35,20416.15,20157.8,20184.05,20380.05,0,0,2025-08-01,0,0,0
"Nifty EV",2897.7,2905.45,2860.55,2864.75,2897.2,0,0,2025-08-01,0,0,0
"Nifty HighBeta 50",3652.25,3655.35,3582.45,3590.1,3650.1,0,0,2025-08-01,0,0,0
"Nifty New Consump",11618.35,11637.55,11472.9,11492.1,11610.25,0,0,2025-08-01,0,0,0
"Nifty Corp MAATR",35652,35721.8,35254.15,35308.2,35691.45,0,0,2025-08-01,0,0,0
"Nifty Low Vol 50",24766.9,24844.75,24509.9,24541.15,24797.1,0,0,2025-08-01,0,0,0
"Nifty Mobility",20873.55,20927.8,20593.15,20623.15,20853.1,0,0,2025-08-01,0,0,0
"Nifty Qlty LV 30",16891,16980.3,16787.45,16808.8,16914.75,0,0,2025-08-01,0,0,0
"Nifty Sml250 Q50",27117.6,27140.75,26655.75,26687.9,27070.45,0,0,2025-08-01,0,0,0
"Nifty Top 15 EW",10096.4,10140.35,10025.15,10038.5,10101.4,0,0,2025-08-01,0,0,0
"Nifty100 Alpha 30",18146,18150,17905.25,17930.6,18130.45,0,0,2025-08-01,0,0,0
"Nifty100 Enh ESG",4917.15,4922.8,4859,4865.35,4921.3,0,0,2025-08-01,0,0,0
"Nifty200 Value 30",12797,12806.6,12564.35,12585.05,12814.7,0,0,2025-08-01,0,0,0
"Nifty500 EW",14256.8,14276.15,14021.65,14040.1,14246.75,0,0,2025-08-01,0,0,0
"Nifty Multi MQ 50",41141.15,41236.9,40663.85,40725.5,41098.55,0,0,2025-08-01,0,0,0
"Nifty500 Value 50",13847.7,13859.05,13604.55,13626.95,13860.6,0,0,2025-08-01,0,0,0
"Nifty Top 20 EW",8951.75,8973,8875.6,8887.65,8963.7,0,0,2025-08-01,0,0,0
"Nifty CoreHousing",16019.6,16121.65,15882.2,15906.95,16063.5,0,0,2025-08-01,0,17961.7,13680.9
"Nifty FinSerExBnk",29149.5,29256.65,28703,28766.2,29159.6,0,0,2025-08-01,0,31050.5,21702.4
"Nifty Housing",11402.7,11427.4,11274.9,11290.2,11407.5,0,0,2025-08-01,0,12386.3,9839.7
"Nifty IPO",2080.4,2081.2,2054.8,2059.65,2074.1,0,0,2025-08-01,0,2387.55,1617.15
"Nifty MS Fin Serv",17875.65,17881.15,17585.25,17613.95,17867.55,0,0,2025-08-01,0,19281.05,12407.95
"Nifty MS Ind Cons",19589.95,19674.95,19392.05,19424.75,19600.15,0,0,2025-08-01,0,21008.1,14493.4
"Nifty MS IT Telcm",9660.15,9672.55,9430.95,9453.9,9675.9,0,0,2025-08-01,0,11723.2,7836
"Nifty NonCyc Cons",16190.7,16349.6,16115.15,16138.1,16172.05,0,0,2025-08-01,0,18289.65,13081.55
"Nifty Rural",14815.65,14876.6,14682.6,14702.8,14811.35,0,0,2025-08-01,0,16370.1,12304.35
"Nifty Shariah 25",8057.3,8126.3,7987.65,7999.85,8066.15,0,0,2025-08-01,0,9449.55,7121.55
"Nifty Trans Logis",23424.45,23470,23116.6,23147.65,23399.5,0,0,2025-08-01,0,26170.5,16828.35
"Nifty50 Shariah",4587.9,4605.05,4536.9,4543.15,4603.7,0,0,2025-08-01,0,5677.9,4235.9
"Nifty500 LMS Eql",17689.65,17705.1,17444.1,17464.95,17690.55,0,0,2025-08-01,0,18838.1,14014.4
"Nifty500 Shariah",7036.4,7053.6,6946.85,6956.3,7042.05,0,0,2025-08-01,0,8238.85,6004.55
"Nifty500 Qlty50",19140.35,19197.2,18906.3,18937.35,19118.7,0,0,2025-08-01,0,0,0
"Nifty500 LowVol50",21391.3,21430.25,21096.85,21128.5,21399.4,0,0,2025-08-01,0,0,0
"Nifty500 MQVLv50",30638.45,30740.35,30198.55,30246.8,30660.95,0,0,2025-08-01,0,0,0
"Nifty 50",24596.05,24736.25,24554,24722.75,24565.35,3169401552,833199956064.71,2025-08-04,31102663,26277.35,21743.65
"NIFTY50 EQL Wgt",30710.65,31017.15,30647.95,30998.8,30660.35,0,0,2025-08-04,0,0,0
"NIFTY100 EQL Wgt",31966.7,32301.9,31885.4,32284.2,31932.8,0,0,2025-08-04,0,0,0
"NIFTY100 LowVol30",19844.55,19985.75,19818.85,19969.85,19822.05,0,0,2025-08-04,0,0,0
"NIFTY Alpha 50",51460.4,51985.05,51278.2,51916.55,51480.35,0,0,2025-08-04,0,0,0
"NIFTY MIDCAP 150",21095.6,21345.2,21047.15,21329.4,21088.65,0,0,2025-08-04,0,22515.4,17269.5
"NIFTY SMLCAP 50",8549.25,8655.95,8518.85,8645.5,8517.95,0,0,2025-08-04,0,9505.5,6776.05
"NIFTY SMLCAP 250",16907.05,17041.2,16808.35,17028.65,16863.25,0,0,2025-08-04,0,18688.3,13314.7
"NIFTY MIDSML 400",19604.2,19807.25,19539,19794.45,19582,0,0,2025-08-04,0,21177.6,15832.85
"NIFTY200 QUALTY30",20103.05,20328.85,20027.95,20318.4,20081.25,0,0,2025-08-04,0,0,0
"Nifty FinSrv25 50",28360.1,28489.8,28301.8,28459.8,28335.4,0,0,2025-08-04,0,0,0
"NIFTY AlphaLowVol",26094.4,26276.1,26023.5,26261.85,26055.2,0,0,2025-08-04,0,0,0
"Nifty200Momentm30",29893.85,30261.45,29858.35,30233.2,29863.45,0,0,2025-08-04,0,0,0
"Nifty100ESGSecLdr",4122.55,4152.2,4113.85,4149.85,4117.65,0,0,2025-08-04,0,0,0
"NIFTY100 ESG",4832.25,4872.75,4820.85,4870.45,4829.35,0,0,2025-08-04,0,0,0
"NIFTY M150 QLTY50",24128.45,24336.2,24050.1,24313.15,24142.2,0,0,2025-08-04,0,0,0
"NIFTY INDIA MFG",14029.15,14214.5,14005.9,14207.85,14001.15,0,0,2025-08-04,0,0,0
"Nifty200 Alpha 30",24510.35,24883.6,24463.25,24850.9,24482.85,0,0,2025-08-04,0,0,0
"NiftyM150Momntm50",60486.55,61176.8,60377.3,61124.15,60474.45,0,0,2025-08-04,0,0,0
"Nifty IT",34558.7,35219.85,34324.85,35203.35,34649.6,0,0,2025-08-04,0,46088.9,30918.95
"Nifty Next 50",66238.5,66963.45,66025.05,66917.5,66192.8,0,0,2025-08-04,0,77918,56192.45
"Nifty Bank",55557.5,55752.45,55437.3,55619.35,55617.6,0,0,2025-08-04,0,57628.4,47702.9
"NIFTY MIDCAP 100",56655.85,57468.45,56557.6,57432.35,56637.15,0,0,2025-08-04,0,60925.95,46865.7
"Nifty 500",22699.7,22871.6,22648.6,22860.4,22673.65,0,0,2025-08-04,0,24573.4,19519.85
"Nifty 100",25178.65,25342.55,25132.6,25330.2,25149.6,0,0,2025-08-04,0,27335.65,22177.35
"Nifty Midcap 50",15958.6,16187.65,15918.25,16177.75,15963.15,0,0,2025-08-04,0,17066.75,13269.65
"Nifty Realty",897.4,914.5,893.6,912.05,896.15,0,0,2025-08-04,0,1140.4,765.8
"Nifty Infra",8989.25,9068.25,8956.2,9058.5,8969.65,0,0,2025-08-04,0,9704.2,7589.95
"Nifty Energy",34932.3,35025.6,34685,34923.45,34889,0,0,2025-08-04,0,44721.1,29313.2
"Nifty FMCG",56336.65,56431.3,55979.1,56139.65,56197.05,0,0,2025-08-04,0,66438.7,50199.35
"Nifty MNC",28648.25,28761.05,28521.7,28744.95,28684.25,0,0,2025-08-04,0,32841.15,23981.05
"Nifty Pharma",22038.5,22206.8,21890.55,22153.8,22011.7,0,0,2025-08-04,0,23907.9,19121.1
"Nifty PSE",9554.2,9642.65,9510.6,9628.25,9537.75,0,0,2025-08-04,0,11564.9,7956.45
"Nifty PSU Bank",6779.35,6866.1,6770.25,6858.9,6773.35,0,0,2025-08-04,0,7304.8,5530.35
"Nifty Serv Sector",32438.5,32539.45,32290.2,32515.05,32429.45,0,0,2025-08-04,0,33916.45,29070.85
"India VIX",11.975,12.63,11.8025,11.9675,11.975,0,0,2025-08-04,0,23.1875,9.47
"Nifty Auto",23457.25,23800.25,23416.05,23787.5,23410.95,0,0,2025-08-04,0,27696.1,19316.65
"Nifty Metal",9127.4,9350.6,9102.15,9327.85,9102.35,0,0,2025-08-04,0,10322.05,7690.2
"Nifty Media",1621.25,1643.9,1611.5,1641.15,1616.8,0,0,2025-08-04,0,2182.35,1344.4
"NIFTY SMLCAP 100",17720.1,17913.5,17642.6,17893.4,17668.2,0,0,2025-08-04,0,19716.2,14084.3
"Nifty 200",13692.35,13799.1,13667.8,13792.6,13678.5,0,0,2025-08-04,0,14833.75,11941.45
"Nifty Div Opps 50",5818.55,5870.05,5800.5,5866.6,5815.05,0,0,2025-08-04,0,7012.65,5288.6
"Nifty Commodities",8641.3,8754.25,8619.15,8747.55,8619.3,0,0,2025-08-04,0,9896.35,7502.95
"Nifty Consumption",11727.3,11789.4,11692.75,11782.35,11697.15,0,0,2025-08-04,0,13057.6,10090.65
"Nifty Fin Service",26507.2,26590.1,26412.2,26476.6,26492.5,0,0,2025-08-04,0,27369.8,22320.85
"Nifty50 Div Point",170.49,170.49,170.49,170.49,170.49,0,0,2025-08-04,0,0,0
"Nifty100 Liq 15",6819.9,6884.15,6805.15,6877.45,6811.8,0,0,2025-08-04,0,7223.7,5985.3
"Nifty CPSE",6321.85,6361.55,6289.3,6350.7,6316.3,0,0,2025-08-04,0,7477.4,5284.25
"Nifty GrowSect 15",11318.7,11446.85,11300.75,11435.65,11313.95,0,0,2025-08-04,0,13065.05,9722.65
"Nifty50 PR 2x Lev",13347.3,13498.85,13303.15,13484.65,13319.65,0,0,2025-08-04,0,16297.55,10678.25
"Nifty50 PR 1x Inv",208.45,208.8,207.25,207.35,208.6,0,0,2025-08-04,0,232.4,188.15
"Nifty50 TR 2x Lev",19847.85,20073.2,19782.2,20052.15,19806.8,0,0,2025-08-04,0,23715.35,15663.75
"Nifty50 TR 1x Inv",171.1,171.35,170.1,170.2,171.25,0,0,2025-08-04,0,192.05,156.1
"Nifty50 Value 20",12396.5,12466.8,12356,12460.15,12378.05,0,0,2025-08-04,0,14731.65,11375.5
"Nifty Mid Liq 15",14812.9,15050.95,14708.8,15039.35,14791.25,0,0,2025-08-04,0,15919.5,11541.7
"Nifty Pvt Bank",26875.4,27009.45,26824.15,26955.45,26920.35,0,0,2025-08-04,0,28577.65,23508.05
"NIFTY100 Qualty30",5470.45,5519.9,5455.2,5517.35,5468.65,0,0,2025-08-04,0,0,0
"Nifty GS 8 13Yr",2940.39,2947.02,2940.38,2947.02,2939.86,0,0,2025-08-04,0,0,0
"Nifty GS 10Yr",2601.35,2608.15,2601.35,2608.15,2600.9,0,0,2025-08-04,0,0,0
"Nifty GS 10Yr Cln",911.34,913.76,911.34,913.76,911.34,0,0,2025-08-04,0,0,0
"Nifty GS 4 8Yr",3180.84,3183.77,3180.8,3183.77,3180.26,0,0,2025-08-04,0,0,0
"Nifty GS 11 15Yr",3233.34,3236.16,3233.33,3236.09,3232.74,0,0,2025-08-04,0,0,0
"Nifty GS 15YrPlus",3500.11,3503.9,3500.11,3503.01,3499.44,0,0,2025-08-04,0,0,0
"Nifty GS Compsite",3029.99,3035.08,3029.98,3035.08,3029.43,0,0,2025-08-04,0,0,0
"NIFTY HEALTHCARE",14498.65,14581.3,14385,14551.75,14468.7,0,0,2025-08-04,0,15108.8,6482.8
"NIFTY CONSR DURBL",37919.15,38470.35,37839.9,38414.15,37893.5,0,0,2025-08-04,0,44426.55,14089.55
"NIFTY OIL AND GAS",11120.2,11163.15,11053.55,11151.45,11090.8,0,0,2025-08-04,0,13607.2,4632.7
"NIFTY500 MULTICAP",15841.15,15969.45,15797.3,15961.2,15820.45,0,0,2025-08-04,0,17112.15,5531.55
"NIFTY LARGEMID250",15931.05,16076.65,15898.4,16067.3,15919.25,0,0,2025-08-04,0,17095.2,5635.2
"NIFTY MID SELECT",12684.65,12870,12614.05,12861.1,12668.25,0,0,2025-08-04,0,13537.8,5520.25
"NIFTY TOTAL MKT",12782.35,12877.6,12752.25,12871,12767.2,0,0,2025-08-04,0,13842.6,6252.1
"NIFTY MICROCAP250",23604.15,23710.9,23456.2,23684.65,23555.5,0,0,2025-08-04,0,26476.9,5802.95
"NIFTY IND DIGITAL",8735.15,8840.5,8683.4,8835.5,8740.45,0,0,2025-08-04,0,10152.15,4755.25
"Nifty Tata 25 Cap",14419.5,14615.5,14341.1,14606.9,14375.05,0,0,2025-08-04,0,18764.95,9887.45
"Nifty MidSml Hlth",44524.9,44595.05,44065.2,44502.35,44474.1,0,0,2025-08-04,0,46103.35,20019.15
"Nifty Multi Mfg",14835.4,15022.25,14814.4,15012.95,14806.15,0,0,2025-08-04,0,16253.65,8394.35
"Nifty Multi Infra",13832.85,13952.1,13781.65,13937.8,13803.85,0,0,2025-08-04,0,15154.1,8010.1
"BHARATBOND-APR30",1539.33,1539.6,1539.3,1539.6,1539.03,0,0,2025-08-04,0,0,0
"BHARATBOND-APR31",1403.81,1403.91,1403.77,1403.77,1403.54,0,0,2025-08-04,0,0,0
"BHARATBOND-APR32",1279.99,1280.4,1279.98,1280.4,1279.75,0,0,2025-08-04,0,0,0
"BHARATBOND-APR33",1244.86,1245.36,1244.85,1245.36,1244.62,0,0,2025-08-04,0,0,0
"Nifty Ind Defence",7628.3,7826.95,7604,7808.15,7615.6,0,0,2025-08-04,0,9195.15,3374.95
"Nifty Ind Tourism",9061.95,9125.35,9018.1,9112.85,9043.5,0,0,2025-08-04,0,9497.2,6058.05
"Nifty Capital Mkt",4322.25,4421.45,4311,4415.35,4303.6,0,0,2025-08-04,0,4768,2009.6
"Nifty500Momentm50",51197.05,51831.35,51105.3,51773.55,51185.35,0,0,2025-08-04,0,0,0
"NiftyMS400 MQ 100",48071.15,48588.2,47921.95,48544.35,48024.95,0,0,2025-08-04,0,0,0
"NiftySml250MQ 100",45003,45533.65,44759.65,45467.75,44872.85,0,0,2025-08-04,0,0,0
"Nifty Top 10 EW",9414.6,9464.1,9384.7,9458.7,9400.25,0,0,2025-08-04,0,0,0
"Nifty AQL 30",21944.4,22119.55,21917.7,22101.6,21924.85,0,0,2025-08-04,0,0,0
"Nifty AQLV 30",20202.05,20354.45,20159.9,20342.7,20184.05,0,0,2025-08-04,0,0,0
"Nifty EV",2867.3,2907.7,2860.4,2905.75,2864.75,0,0,2025-08-04,0,0,0
"Nifty HighBeta 50",3598.05,3668.95,3590.65,3663.8,3590.1,0,0,2025-08-04,0,0,0
"Nifty New Consump",11514.55,11625.8,11471.35,11619.95,11492.1,0,0,2025-08-04,0,0,0
"Nifty Corp MAATR",35408.55,35940.7,35278.25,35912.5,35308.2,0,0,2025-08-04,0,0,0
"Nifty Low Vol 50",24572.05,24709,24520.6,24694.35,24541.15,0,0,2025-08-04,0,0,0
"Nifty Mobility",20648.25,20932.4,20592.3,20915.1,20623.15,0,0,2025-08-04,0,0,0
"Nifty Qlty LV 30",16826.9,16937.35,16797.25,16929.85,16808.8,0,0,2025-08-04,0,0,0
"Nifty Sml250 Q50",26724.8,27004.8,26582.9,26973.8,26687.9,0,0,2025-08-04,0,0,0
"Nifty Top 15 EW",10049.35,10103,10031.5,10097.25,10038.5,0,0,2025-08-04,0,0,0
"Nifty100 Alpha 30",17951.9,18125.7,17904.05,18114.15,17930.6,0,0,2025-08-04,0,0,0
"Nifty100 Enh ESG",4868.35,4909.7,4856.85,4907.4,4865.35,0,0,2025-08-04,0,0,0
"Nifty200 Value 30",12600.3,12773.3,12581.45,12761.35,12585.05,0,0,2025-08-04,0,0,0
"Nifty500 EW",14063.85,14187.9,14015,14177.6,14040.1,0,0,2025-08-04,0,0,0
"Nifty Multi MQ 50",40787.55,41272.35,40680.75,41246.55,40725.5,0,0,2025-08-04,0,0,0
"Nifty500 Value 50",13648.65,13822.15,13619.65,13807.5,13626.95,0,0,2025-08-04,0,0,0
"Nifty Top 20 EW",8898.1,8952.1,8886.45,8948.25,8887.65,0,0,2025-08-04,0,0,0
"Nifty CoreHousing",15946.25,16152.8,15910.15,16132.25,15906.95,0,0,2025-08-04,0,17961.7,13680.9
"Nifty FinSerExBnk",28801.45,29304.5,28801.35,29276.7,28766.2,0,0,2025-08-04,0,31050.5,21702.4
"Nifty Housing",11309.5,11432.8,11290.5,11425.95,11290.2,0,0,2025-08-04,0,12386.3,9839.7
"Nifty IPO",2063.4,2083.05,2049.7,2081.45,2059.65,0,0,2025-08-04,0,2387.55,1617.15
"Nifty MS Fin Serv",17591.05,17996,17571.25,17983.25,17613.95,0,0,2025-08-04,0,19281.05,12407.95
"Nifty MS Ind Cons",19461.8,19643.65,19356.05,19628.4,19424.75,0,0,2025-08-04,0,21008.1,14493.4
"Nifty MS IT Telcm",9433.05,9574.8,9388.2,9562.45,9453.9,0,0,2025-08-04,0,11723.2,7836
"Nifty NonCyc Cons",16169.6,16229.45,16116.05,16216.3,16138.1,0,0,2025-08-04,0,18289.65,13081.55
"Nifty Rural",14732.5,14855.2,14723.15,14848.05,14702.8,0,0,2025-08-04,0,16370.1,12304.35
"Nifty Shariah 25",8011,8085.45,7987.15,8080.55,7999.85,0,0,2025-08-04,0,9449.55,7121.55
