"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE","RSI_CONFIDENCE","TECH_SCORE_CONFIDENCE","RS_CONFIDENCE","CONFIDENCE_SCORE","CONFIDENCE_CATEGORY","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","PERFORMANCE_CATEGORY","MAX_DRAWDOWN","SHARPE_RATIO","PROFIT_FACTOR"
1472,"ALMONDZ","ALMONDZ GLOBAL SEC LTD","MICRO_CAP",19.57,-4.12,-7.69,-9.36,42.7,37.6,"STRONG_BEARISH",1.23,4,8,15,57.8,57.17,61,58.1,53.75,5172309.89,"WEAK_HOLD","2025-08-29",0.7,0.427,0.5,0.5308,"Medium",0.378618307132274,-0.0476639156462625,3,-0.0767063403916676,"Poor",0.348058996349573,0.70149624706246,0.521053169947118
1505,"GROWWEV","GROWWAMC - GROWWEV","MICRO_CAP",29.75,-0.7,-1.06,1.99,42.7,53.6,"STRONG_BULLISH",6.45,4,12,0,NA,NA,NA,NA,NA,4584737.42,"WEAK_HOLD","2025-08-29",1,0.427,0.6,0.6508,"Medium",0.476176297664642,-0.0346236009965651,4,-0.0660978127606732,"Poor",0.141684522491414,0.351292885327712,0.939405099465512
1507,"QUAL30IETF","ICICIPRAMC - ICICIQTY30","MICRO_CAP",21,0.38,-0.52,1.11,42.7,50.1,"BULLISH",2.82,2,10,0,NA,NA,NA,NA,NA,4554176.69,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"Medium",0.38161796675995,-0.0650913933641277,6,-0.10526080944344,"Poor",0.174317110772245,0.548303942242637,0.827355715003796
1576,"IVZINGOLD","INVESCO INDIA GOLD ETF","MICRO_CAP",8896.85,0.53,2.54,2.71,42.7,65.2,"STRONG_BULLISH",6.16,4,11,0,NA,NA,NA,NA,NA,3248248.55,"WEAK_HOLD","2025-08-29",1,0.427,0.6,0.6508,"Medium",0.493132694764063,-0.0913445474463515,3,-0.18021392680641,"Poor",0.203885854128748,0.367831583996303,1.03994046752341
1800,"MANAKALUCO","MANAK ALUMINIUM CO. LTD.","MICRO_CAP",29.5,-3.47,-0.14,-2.45,42.7,47.4,"BULLISH",17.44,8,8,0,NA,NA,NA,NA,NA,1055550.29,"WEAK_HOLD","2025-08-29",1,0.427,0.8,0.7108,"High",0.379668838810176,-0.0772044015466236,5,-0.124456752097608,"Poor",0.188576479465701,0.6488389354432,0.869412109721452
1857,"HDFCGROWTH","HDFCAMC - HDFCGROWTH","MICRO_CAP",120.65,-0.85,-1.49,1.75,42.7,53.1,"STRONG_BULLISH",5.48,4,12,0,NA,NA,NA,NA,NA,731536.23,"WEAK_HOLD","2025-08-29",1,0.427,0.6,0.6508,"Medium",0.445127689093351,0.00478119282051922,5,0.00861674429691195,"Fair",0.151664366421755,1.34245187183842,0.940635777940042
1881,"LOWVOL1","KOTAKMAMC - KOTAKLOVOL","MICRO_CAP",21.08,-0.09,-0.38,0.38,42.7,54.9,"STRONG_BULLISH",6.71,4,12,0,NA,NA,NA,NA,NA,605562.86,"WEAK_HOLD","2025-08-29",1,0.427,0.6,0.6508,"Medium",0.405996782891452,-0.0522140128887258,6,-0.0879019025231715,"Poor",0.10080574019812,0.256753548770212,0.659846584661864
2015,"NKIND","NK INDUSTRIES LTD","MICRO_CAP",67.39,1.29,1.4,0.48,42.7,51.8,"BEARISH",0.29,3,13,0,NA,NA,NA,NA,NA,133025.52,"WEAK_HOLD","2025-08-29",1,0.427,0.5,0.6208,"Medium",0.542719755414873,0.0262015695217997,2,0.0572987130584909,"Fair",0.212160443235189,1.44101817533374,1.3654013115447
2051,"REGENCERAM","REGENCY CERAMICS LTD.","MICRO_CAP",47.87,0.19,1.68,-5.11,42.7,49.2,"NEUTRAL",27.5,10,13,0,NA,NA,NA,NA,NA,59404.13,"WEAK_HOLD","2025-08-29",1,0.427,1,0.7708,"High",0.49324179822579,-0.0605257684364915,5,-0.119437175806104,"Poor",0.237995696021244,0.124422299675643,0.79367802226916
166,"EXIDEIND","EXIDE INDUSTRIES LTD","SMALL_CAP",396.25,0.57,0.05,1.33,42,57.5,"STRONG_BULLISH",8.37,4,8,0,NA,NA,NA,NA,NA,890927783.9,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.436046492261812,-0.0118423178908415,4,-0.0209987485286451,"Poor",0.198633001185954,0.598308781441301,0.73296434734948
289,"RUSHIL","RUSHIL DECOR LIMITED","SMALL_CAP",27.27,5.57,17.24,11.85,42,67.2,"BEARISH",-4.35,10,10,0,NA,NA,NA,NA,NA,431645009.7,"WEAK_HOLD","2025-08-29",1,0.42,0.4,0.588,"Medium",0.426282198540866,0.00884363774675877,6,0.0154146127665322,"Fair",0.166263430053368,1.29447279381566,0.969893868453801
321,"KRN","KRN HEAT EXCHANGE N REF L","MICRO_CAP",862.35,-2.8,-9.73,0.27,42,47.7,"STRONG_BULLISH",13.93,9,6,0,NA,NA,NA,NA,NA,379842671.35,"WEAK_HOLD","2025-08-29",1,0.42,0.8,0.708,"High",0.493727536452934,-0.00499757501529529,6,-0.00987131510230891,"Poor",0.137349278538022,0.449557190807536,1.1108366087079
335,"SJS","SJS ENTERPRISES LIMITED","MICRO_CAP",1295,-3.59,-6.08,3.49,42,54.2,"BULLISH",6.39,5,8,0,NA,NA,NA,NA,NA,352371049.2,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.399928846163675,0.0432949990266934,2,0.0721497754889623,"Poor",0.224084547907114,1.0945995694492,1.18815186966676
394,"PFOCUS","PRIME FOCUS LIMITED","MICRO_CAP",144.74,0.55,-4.76,-3.35,42,43.1,"STRONG_BULLISH",14.08,8,7,0,NA,NA,NA,NA,NA,273248510.44,"WEAK_HOLD","2025-08-29",1,0.42,0.8,0.708,"High",0.490568821085617,-0.032072952343151,6,-0.0629583615425731,"Poor",0.233094377547968,0.581887008761987,0.84208988272585
414,"STLTECH","STERLITE TECHNOLOGIES LTD","MICRO_CAP",114.69,-4.94,-12.11,-6.32,42,40.4,"STRONG_BULLISH",13.28,6,4,0,NA,NA,NA,NA,NA,251386589.59,"WEAK_HOLD","2025-08-29",1,0.42,0.8,0.708,"High",0.42345541222021,0.0176361226127483,6,0.0305893472708903,"Fair",0.126845108740963,1.12647205754183,0.921701377606951
415,"JBCHEPHARM","J B CHEMICALS AND PHARMA","MICRO_CAP",1724.3,1.05,-1.35,-3.27,42,52.7,"STRONG_BULLISH",3.78,1,12,0,NA,NA,NA,NA,NA,249979828.4,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.506735822884366,-0.0420223344466649,5,-0.0851923500554831,"Poor",0.155451297806576,0.228574202652089,1.02049463952426
657,"SENCO","SENCO GOLD LIMITED","MICRO_CAP",369.35,-1.61,-2.53,20.15,42,57,"BULLISH",9.64,9,8,0,NA,NA,NA,NA,NA,103516044.4,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.484293536283076,-0.017674593674019,2,-0.0342725851187328,"Poor",0.172831200819928,0.237108461302705,1.05671870051883
1023,"SOLARA","SOLARA ACTIVE PHA SCI LTD","MICRO_CAP",612.95,0.14,-2.95,-5.97,42,47.7,"BULLISH",20.39,8,8,0,NA,NA,NA,NA,NA,27917206.7,"WEAK_HOLD","2025-08-29",1,0.42,1,0.768,"High",0.482384236436337,0.00145065676188097,3,0.00280257454273329,"Fair",0.131871303147636,0.9082025680691,1.05733143026009
1263,"CHEMPLASTS","CHEMPLAST SANMAR LIMITED","MICRO_CAP",427.3,1.81,-2.71,-1.56,42,48.8,"BULLISH",2.3,1,8,20,66.26,64.13,77,57.27,66,12809801.45,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.408172337990254,-0.0527693253941834,4,-0.0891633304448592,"Poor",0.185301460209303,0.437158683361486,0.533407715428621
1264,"HEUBACHIND","HEUBACH COLORANTS IND LTD","MICRO_CAP",594,0.02,0.47,0.58,42,57.7,"STRONG_BULLISH",5.03,4,10,0,NA,NA,NA,NA,NA,12742841.05,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.434830576460809,-0.0571405022172257,2,-0.101103314930595,"Poor",0.132452282682061,0.128820747882128,0.63933276173193
1317,"DBCORP","D.B.CORP LTD","MICRO_CAP",267.15,1.33,0.74,-0.26,42,46.4,"BEARISH",3.13,1,12,15,52.16,50.22,47,56.59,60,10562938.95,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.523329064855352,-0.0314195649349131,2,-0.065914580937012,"Poor",0.106933970924001,0.11409072233364,1.00511873757932
1419,"HEALTHIETF","ICICIPRAMC - ICICIPHARM","MICRO_CAP",147.1,-0.22,-2.49,-4.4,42,43.5,"STRONG_BULLISH",6.06,3,12,0,NA,NA,NA,NA,NA,6834596.81,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.492680564289913,0.0191577957361005,5,0.0377627868904444,"Fair",0.232518961816095,0.688071114011109,0.692335044778883
1590,"APCOTEXIND","APCOTEX INDUSTRIES LIMITE","MICRO_CAP",388.3,1.61,-1.37,-9.2,42,41,"BULLISH",4.12,1,10,15,54.57,57.71,48.33,56.52,54,3000808.2,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.411092386581004,0.0106266097165644,3,0.0180446125579358,"Fair",0.201950745831709,0.963440884603187,1.17506363466382
1601,"BUTTERFLY","BTRFLY GANDHI APPL LTD","MICRO_CAP",727.2,0.65,-1.01,-1.62,42,48.1,"BULLISH",4.8,1,10,15,51.8,50.22,47,57.05,57,2757343.7,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.470013539493084,-0.0436331678298302,6,-0.0823288349443803,"Poor",0.227837264118716,0.411799072474241,0.576534732524306
1624,"UMIYA-MRO","UMIYA BUILDCON LIMITED","MICRO_CAP",80.8,-0.21,-1.81,-0.64,42,47.7,"BULLISH",22.65,8,6,0,NA,NA,NA,NA,NA,2563258.61,"WEAK_HOLD","2025-08-29",1,0.42,1,0.768,"High",0.425152960978448,-0.0359159404644743,4,-0.0624791257959802,"Poor",0.186027164966799,0.133242118288763,0.503999082697555
1688,"JISLDVREQS","JAIN DVR EQUITY SHARES","MICRO_CAP",31.21,3.41,1.99,5.94,42,57.3,"BULLISH",-4.38,4,18,0,NA,NA,NA,NA,NA,1873733.6,"WEAK_HOLD","2025-08-29",1,0.42,0.4,0.588,"Medium",0.469239906221628,0.0118301935959607,3,0.0222891542424451,"Fair",0.250292634218931,1.40609550941736,0.564178746775724
1943,"MOMGF","MOTILALAMC - MOMGF","MICRO_CAP",142.52,-0.12,-1.74,-0.46,42,47.8,"NEUTRAL",3.67,6,10,0,NA,NA,NA,NA,NA,362231.9,"WEAK_HOLD","2025-08-29",1,0.42,0.5,0.618,"Medium",0.475586641766131,-0.0362838224740699,6,-0.0691893558857222,"Poor",0.230057534575462,0.307625548215583,0.688733502198011
1971,"WEWIN","WE WIN LIMITED","MICRO_CAP",51,-1.85,0.63,7.59,42,52.5,"BULLISH",6.49,6,10,0,NA,NA,NA,NA,NA,271226.44,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.502822268567979,0.0472931240219623,3,0.0951231743339428,"Fair",0.200181609904394,1.05519576906227,1.24128290149383
1983,"HEADSUP","HEADS UP VENTURES LIMITED","MICRO_CAP",10.59,0.95,2.22,13.14,42,56.9,"BULLISH",5.5,8,13,0,NA,NA,NA,NA,NA,232788.99,"WEAK_HOLD","2025-08-29",1,0.42,0.6,0.648,"Medium",0.38997514275834,-0.0569159110076725,5,-0.0933009701687048,"Poor",0.161449327680748,0.413910881476477,0.957785683125257
170,"PARADEEP","PARADEEP PHOSPHATES LTD","SMALL_CAP",217.42,-2.08,-1.23,4.28,41.3,56.3,"BULLISH",34.69,11,2,0,NA,NA,NA,NA,NA,872820274.06,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.506031957734376,-0.0247776815085672,2,-0.050160494988547,"Poor",0.1932514579501,0.124139851843938,1.39864897099324
186,"KEI","KEI INDUSTRIES LTD.","SMALL_CAP",3810.6,-1.37,-3.65,-2.33,41.3,44.4,"STRONG_BULLISH",9.7,4,8,0,NA,NA,NA,NA,NA,774681341.1,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.393200293602422,-0.0442718758713454,5,-0.0729596197964181,"Poor",0.229596349271014,0.779505001753569,0.604954765900038
380,"KANSAINER","KANSAI NEROLAC PAINTS LTD","MICRO_CAP",239.99,0.82,3.17,-2.28,41.3,50.1,"STRONG_BEARISH",2,6,13,0,NA,NA,NA,NA,NA,293454017.73,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.449319982388988,-0.0622571600251831,3,-0.113055055629711,"Poor",0.113707057607826,0.713012013398111,0.715024862228893
542,"ABSLAMC","ADIT BIRL SUN LIF AMC LTD","MICRO_CAP",835.1,-0.18,-5.34,-5.12,41.3,42.5,"STRONG_BULLISH",14.96,8,6,0,10,10,10,10,10,153311563.1,"WEAK_HOLD","2025-08-29",1,0.413,0.8,0.7052,"High",0.485844354238361,0.0040926959598437,3,0.0079600331020017,"Fair",0.181679416296538,0.903042093617842,0.530800344538875
553,"INDIAMART","INDIAMART INTERMESH LTD","MICRO_CAP",2597.2,0.76,-2.74,0.46,41.3,51.2,"BULLISH",8.66,5,10,0,NA,NA,NA,NA,NA,148963931.4,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.419722499651834,0.025055329524912,2,0.0431781854541642,"Fair",0.235393994383048,1.14641814888455,0.98396426178515
593,"CAMPUS","CAMPUS ACTIVEWEAR LIMITED","MICRO_CAP",264.3,1.97,-0.9,-2.33,41.3,46.1,"BULLISH",-2.68,1,9,25,74.2,73.7,94,58.86,63,130904264.05,"WEAK_HOLD","2025-08-29",1,0.413,0.4,0.5852,"Medium",0.357999137137085,-0.0433277126285248,3,-0.0674885582478982,"Poor",0.24276169706136,0.529786360124126,1.17990994725842
651,"FINOPB","FINO PAYMENTS BANK LTD","MICRO_CAP",280.95,3.5,6.02,8.14,41.3,61.2,"BULLISH",1.2,5,11,0,NA,NA,NA,NA,NA,105822870.7,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.531589897302911,-0.054325130674988,6,-0.115977709195822,"Poor",0.245857138640713,0.398838606127538,1.3046402806649
673,"LXCHEM","LAXMI ORGANIC INDUS LTD","MICRO_CAP",202.02,-2.01,-5.15,1.61,41.3,49.8,"STRONG_BULLISH",8.21,4,8,0,NA,NA,NA,NA,NA,97864407.53,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.368653060588986,-0.0659335703239776,6,-0.104433182784552,"Poor",0.181165719381534,0.6338264208287,1.19920984522905
738,"KIRLOSBROS","KIRLOSKAR BROTHERS LTD","MICRO_CAP",1941.6,-2.23,-0.08,1.01,41.3,47.1,"BULLISH",11.34,7,8,0,NA,NA,NA,NA,NA,80302864.3,"WEAK_HOLD","2025-08-29",1,0.413,0.8,0.7052,"High",0.454227808397263,0.0109270170214586,4,0.0200212051650523,"Fair",0.168369506672025,1.12332665780559,0.696071958448738
740,"MANGCHEFER","MANG.CHEM.FERT.LTD","MICRO_CAP",345.55,-0.69,-2.52,-1.86,41.3,53.7,"BULLISH",29.85,10,4,0,NA,NA,NA,NA,NA,79489972.3,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.515122886188328,-0.0990953934029676,6,-0.204372181281084,"Poor",0.127622098661959,0.512440444319509,1.01508713886142
769,"RBA","RESTAURANT BRAND ASIA LTD","MICRO_CAP",79.91,0.11,-0.32,-3.54,41.3,48.1,"BEARISH",9.1,5,10,0,NA,NA,NA,NA,NA,72287647.26,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.420671977894381,-0.0556083208764903,5,-0.0959876248940573,"Poor",0.108739813510329,0.330122334673069,1.04996572954115
780,"PENIND","PENNAR INDUSTRIES LTD","MICRO_CAP",239.29,-1.35,-7.06,2.12,41.3,49.1,"STRONG_BULLISH",7.64,4,8,0,NA,NA,NA,NA,NA,69385285.64,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.459717748593539,0.0400499497191049,4,0.0741278278434041,"Fair",0.216050987830386,1.317371602403,0.829972771066241
806,"WENDT","WENDT (INDIA) LIMITED","MICRO_CAP",9814,-0.9,-2.87,-0.29,41.3,46.7,"STRONG_BULLISH",21.47,8,6,0,NA,NA,NA,NA,NA,61182300.5,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.384402703726664,-0.024178661534097,4,-0.0392767506947615,"Poor",0.181741491903085,0.291031169868074,1.09135506236926
825,"THYROCARE","THYROCARE TECH LTD","MICRO_CAP",1265.3,-1.01,-0.5,-2.7,41.3,46.8,"BULLISH",30.52,10,4,0,NA,NA,NA,NA,NA,56853987,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.403206063481048,0.0271326342248358,2,0.045463991110731,"Fair",0.130891259247437,0.840668785152957,0.655956250685267
848,"JKLAKSHMI","JK LAKSHMI CEMENT LTD","MICRO_CAP",921.15,0.34,-0.42,-4.48,41.3,46,"BEARISH",16.9,8,12,0,NA,NA,NA,NA,NA,51892505.95,"WEAK_HOLD","2025-08-29",1,0.413,0.8,0.7052,"High",0.471283165039495,-0.0137842986849137,5,-0.0260712308998887,"Poor",0.210722186323255,0.201488062925637,0.567457097955048
866,"FMGOETZE","FEDERAL-MOGUL GOETZE (IND","MICRO_CAP",531.15,1.82,-0.37,-8.4,41.3,47.1,"BEARISH",3.55,2,15,0,NA,NA,NA,NA,NA,48929660.35,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.476490310672671,-0.0102470073034055,4,-0.0195736726794344,"Poor",0.19277640604414,0.743498321855441,0.664693954191171
870,"JGCHEM","J.G.CHEMICALS LIMITED","MICRO_CAP",464.2,0.11,-5.15,-7.81,41.3,42,"STRONG_BULLISH",20.07,8,6,0,NA,NA,NA,NA,NA,47926990.15,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.480135526973754,-0.047285469295457,5,-0.0909573008907453,"Poor",0.212282561906613,0.411447115661576,1.13558963539544
871,"FMCGIETF","ICICIPRAMC - ICICIFMCG","MICRO_CAP",59.99,1.21,0.71,2.42,41.3,55.7,"BULLISH",6.99,4,8,0,NA,NA,NA,NA,NA,47837443.45,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.532949199993163,-0.00419813022017478,2,-0.00898859443151222,"Poor",0.174004016374238,0.724559037131257,1.14971028699074
1015,"UNIECOM","UNICOMMERCE ESOLUTIONS L","MICRO_CAP",130.59,-1.66,-7.28,6.54,41.3,50.7,"BULLISH",8.05,6,10,0,NA,NA,NA,NA,NA,28365005.47,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.37550985198468,0.0438642014283687,6,0.0702400215083819,"Poor",0.222550528973807,0.504162910860032,1.0785138190724
1071,"AXISGOLD","AXIS MF - AXIS GOLD ETF","MICRO_CAP",86,1.22,3.38,3.48,41.3,68.2,"STRONG_BULLISH",6.73,4,9,0,10,10,10,10,10,24334491.64,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.507554831635207,0.0168317095842213,4,0.0341798654256522,"Fair",0.227503934758715,0.685018304735422,1.17482564365491
1091,"EQUAL50","MIRAEAMC - EQUAL50","MICRO_CAP",312.65,-0.19,-1.37,0.32,41.3,45.5,"NEUTRAL",3.48,7,10,0,NA,NA,NA,NA,NA,22006707.54,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.367754439730197,-0.0431462275213562,4,-0.0682428319511553,"Poor",0.223747711488977,0.364095458667725,0.790577285829931
1096,"GILT5YBEES","RELCAPAMC - NETFGILT5Y","MICRO_CAP",62.41,0.18,0.05,-0.49,41.3,43.5,"BEARISH",3.5,2,15,0,NA,NA,NA,NA,NA,21810901.91,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.471177929220721,-0.0310051880893297,3,-0.0586306619987326,"Poor",0.188789479236584,0.469718314707279,0.624893347430043
1134,"VEEDOL","VEEDOL CORPORATION LTD","MICRO_CAP",1651.8,2.26,0.76,-1.2,41.3,51.2,"BEARISH",2.69,2,15,0,NA,NA,NA,NA,NA,19313625.5,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.464614118216559,-0.0251595532288775,2,-0.0469933072292973,"Poor",0.206653980095871,0.725844827131368,1.08250882478897
1160,"BHARATRAS","BHARAT RASAYAN LTD","MICRO_CAP",10060,-0.98,-3.61,-9.88,41.3,36.2,"BEARISH",1.33,1,10,25,75.27,77.83,92,62.95,57,18095288,"WEAK_HOLD","2025-08-29",0.7,0.413,0.5,0.5252,"Medium",0.476821695780382,-0.0385773496469483,4,-0.0737365241177019,"Poor",0.211729037109762,0.444911806145683,1.06208791204263
1191,"HDFCLIQUID","HDFCAMC - HDFCLIQUID","MICRO_CAP",1025.67,0.04,0.09,0.42,41.3,100,"STRONG_BULLISH",4.56,3,15,0,NA,NA,NA,NA,NA,15995290.38,"WEAK_HOLD","2025-08-29",0.3,0.413,0.5,0.4052,"Low",0.39128436697647,0.0127309796167538,2,0.0209144942664248,"Poor",0.272563698748127,1.18676445586607,0.54935972422827
1196,"PAVNAIND","PAVNA INDUSTRIES LIMITED","MICRO_CAP",413.2,-2.66,-6.43,4.17,41.3,49.5,"BULLISH",0.39,5,10,0,NA,NA,NA,NA,NA,15739789,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.444963627913967,0.0242529967450537,5,0.0436962295892464,"Fair",0.165432018064894,0.5286517245695,0.9127555282088
1246,"MUFIN","MUFIN GREEN FINANCE LTD","MICRO_CAP",85.64,0.69,-2.59,-3.03,41.3,42.7,"BULLISH",22.69,8,9,0,NA,NA,NA,NA,NA,13326177.12,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.532253943989053,0.0141278678551316,5,0.0302041410581151,"Fair",0.137730733817443,0.965612055268139,1.31731046154164
1253,"SAURASHCEM","SAURASHTRA CEMENT LIMITED","MICRO_CAP",112.24,-2.54,-6.14,-5.69,41.3,48.3,"BULLISH",34.84,10,4,0,NA,NA,NA,NA,NA,13100016.94,"WEAK_HOLD","2025-08-29",1,0.413,1,0.7652,"High",0.382615593168884,0.0324071098584682,5,0.0524909756383483,"Poor",0.209949667903129,1.12459510494955,0.590982038062066
1312,"MOLDTECH","MOLD-TEK TECHNOLOGIES LTD","MICRO_CAP",160.8,-0.86,1.43,4.76,41.3,62.5,"BULLISH",8,4,10,0,NA,NA,NA,NA,NA,10752320.9,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.376820772513747,-0.0170414426596835,6,-0.0273459735306396,"Poor",0.192190002789721,0.701407547667623,1.10291357727256
1383,"GROWWSLVR","GROWWAMC - GROWWSLVR","MICRO_CAP",116.78,0.72,3.13,3.15,41.3,63.2,"BULLISH",10.24,7,8,0,NA,NA,NA,NA,NA,7706711.09,"WEAK_HOLD","2025-08-29",1,0.413,0.8,0.7052,"High",0.500186598300934,-0.0908929526456632,6,-0.181853772501261,"Poor",0.150338156695943,0.559485382610001,1.41233693785034
1397,"BLAL","BEML LAND ASSETS LIMITED","MICRO_CAP",207.7,-0.6,-0.39,-0.47,41.3,49,"BULLISH",0.73,1,10,15,55.13,62.67,45,51.33,57,7338554.34,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.362140501057729,-0.033390141359996,6,-0.0523471727165076,"Poor",0.178542399487924,0.24154177303426,1.13418518772814
1428,"CONTROLPR","CONTROL PRINT LIMITED","MICRO_CAP",773.9,0.27,-0.17,-0.14,41.3,52,"BULLISH",1.8,1,8,15,53.05,51.52,51,57.95,54,6447298.8,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.439818309014663,-0.0947554346639663,3,-0.169151252511119,"Poor",0.169395544624422,0.55479224845767,0.582150994916447
1634,"SONAMLTD","SONAM LIMITED","MICRO_CAP",48.58,-2.92,-3.86,1.21,41.3,48.9,"BULLISH",12.85,7,8,0,NA,NA,NA,NA,NA,2460415.88,"WEAK_HOLD","2025-08-29",1,0.413,0.8,0.7052,"High",0.444431469356641,0.0267385253799148,3,0.0481282216416237,"Fair",0.203720535093453,1.2466334127821,0.56829567712266
1694,"GLOSTERLTD","GLOSTER LIMITED","MICRO_CAP",680.5,0.59,1.32,5.18,41.3,53.4,"BULLISH",1.76,4,15,0,NA,NA,NA,NA,NA,1806743.45,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.365988927707076,-0.00169179487274959,2,-0.00266839957010711,"Poor",0.243576193263289,0.517316758702509,0.772841899446212
1788,"CONSOFINVT","CONSO. FIN. & HOLD. LTD.","MICRO_CAP",183.99,0.17,-3.81,-6.75,41.3,37.7,"BEARISH",-3.88,1,15,20,62.98,75.79,56,50.59,57,1095591.62,"WEAK_HOLD","2025-08-29",0.7,0.413,0.4,0.4952,"Low",0.486021905159578,-0.00450866199098527,5,-0.00877208977628725,"Poor",0.275697120046243,0.618308321293443,0.770110842748545
1826,"BHANDARI","BHANDARI HOSIERY EXP LTD","MICRO_CAP",4.91,-1.21,-4.29,-8.22,41.3,36.4,"BULLISH",-4.99,0,8,25,70.62,71.82,94,57.27,46.25,901562.02,"WEAK_HOLD","2025-08-29",0.7,0.413,0.4,0.4952,"Low",0.404804600961506,-0.0839610511087813,5,-0.1410646843783,"Poor",0.348038912378252,0.391862679133192,0.868751723063178
1870,"ZENITHEXPO","ZENITH EXPORTS LTD","MICRO_CAP",251.68,10,0.28,11.94,41.3,59.3,"NEUTRAL",2.03,9,14,0,NA,NA,NA,NA,NA,669832.64,"WEAK_HOLD","2025-08-29",1,0.413,0.5,0.6152,"Medium",0.46246614777483,0.0261460099718534,4,0.0486406760497401,"Fair",0.216357611189596,0.786502024624497,1.05366018295754
1923,"HITECHCORP","HITECH CORPORATION LTD","MICRO_CAP",198.35,-1.44,-2.12,3.17,41.3,50.6,"BULLISH",9.56,5,10,0,NA,NA,NA,NA,NA,416460.83,"WEAK_HOLD","2025-08-29",1,0.413,0.6,0.6452,"Medium",0.420025367522612,-0.0953907255432569,4,-0.164473961793451,"Poor",0.174257108569145,0.787723784870468,1.08336364016868
23,"YESBANK","YES BANK LIMITED","LARGE_CAP",19.1,2.25,-0.93,-0.62,40.7,47.8,"BEARISH",-0.39,5,16,0,NA,NA,NA,NA,NA,3675764013.18,"WEAK_HOLD","2025-08-29",1,0.407,0.4,0.5828,"Medium",0.440380221046507,-0.0517075847252272,2,-0.0923977076398588,"Poor",0.166853221785277,0.469523389218375,0.757162609463558
