MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,Nifty 50,     24500.90,     24466.70,     24572.45,     24404.70,     24426.85,909368136907.53,3941255818,Y, ,31233434,     26277.35,     21743.65
Y, , ,NIFTY50 EQL Wgt,     31133.45,     31122.70,     31242.60,     31034.85,     31096.10,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 EQL Wgt,     32100.05,     32108.45,     32237.65,     31947.15,     32034.85,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 LowVol30,     20218.95,     20211.65,     20329.15,     20189.50,     20248.80,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY Alpha 50,     49460.90,     49461.55,     49596.60,     48996.15,     49066.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY MIDCAP 150,     20864.75,     20860.55,     20949.45,     20726.90,     20750.30,0,0,Y, ,0,     22515.40,     17269.50
Y, , ,NIFTY SMLCAP 50,      8297.55,      8299.05,      8341.70,      8254.65,      8261.55,0,0,Y, ,0,      9505.50,      6776.05
Y, , ,NIFTY SMLCAP 250,     16559.65,     16568.10,     16662.30,     16487.70,     16506.15,0,0,Y, ,0,     18688.30,     13314.70
Y, , ,NIFTY MIDSML 400,     19322.90,     19323.85,     19415.00,     19212.15,     19232.30,0,0,Y, ,0,     21177.60,     15832.85
Y, , ,NIFTY200 QUALTY30,     20341.75,     20328.90,     20492.50,     20319.30,     20377.05,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty FinSrv25 50,     27562.10,     27518.60,     27682.00,     27446.85,     27476.35,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY AlphaLowVol,     26105.60,     26078.85,     26239.20,     26064.75,     26119.40,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200Momentm30,     29752.70,     29709.30,     29890.80,     29598.35,     29637.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100ESGSecLdr,      4129.10,      4122.45,      4137.65,      4105.05,      4109.25,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY100 ESG,      4859.15,      4855.65,      4868.35,      4833.80,      4839.60,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY M150 QLTY50,     23686.75,     23684.05,     23846.00,     23579.35,     23646.20,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY INDIA MFG,     14272.20,     14266.10,     14344.00,     14198.15,     14236.85,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200 Alpha 30,     24523.95,     24493.20,     24631.55,     24344.95,     24381.25,0,0,Y, ,0,          .00,          .00
Y, , ,NiftyM150Momntm50,     59768.80,     59714.65,     60019.50,     59291.70,     59410.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty IT,     35488.75,     35491.60,     35575.20,     35130.35,     35181.25,0,0,Y, ,0,     46088.90,     30918.95
Y, , ,Nifty Next 50,     65940.30,     65960.75,     66305.95,     65544.85,     65745.75,0,0,Y, ,0,     77918.00,     56192.45
Y, , ,Nifty Bank,     53820.35,     53660.35,     54086.00,     53606.45,     53655.65,0,0,Y, ,0,     57628.40,     47702.90
Y, , ,NIFTY MIDCAP 100,     56047.50,     56012.00,     56348.35,     55660.35,     55727.40,0,0,Y, ,0,     60925.95,     46865.70
Y, , ,Nifty 500,     22541.65,     22524.15,     22624.70,     22443.80,     22462.95,0,0,Y, ,0,     24573.40,     19519.85
Y, , ,Nifty 100,     25078.50,     25050.80,     25161.10,     24979.80,     25003.05,0,0,Y, ,0,     27335.65,     22177.35
Y, , ,Nifty Midcap 50,     15817.35,     15800.70,     15908.25,     15696.50,     15714.75,0,0,Y, ,0,     17066.75,     13269.65
Y, , ,Nifty Realty,       882.50,       878.80,       886.10,       867.95,       870.75,0,0,Y, ,0,      1140.40,       765.80
Y, , ,Nifty Infra,      8904.70,      8895.70,      8954.75,      8858.75,      8873.10,0,0,Y, ,0,      9704.20,      7589.95
Y, , ,Nifty Energy,     33682.85,     33689.95,     33862.80,     33481.85,     33638.65,0,0,Y, ,0,     44721.10,     29313.20
Y, , ,Nifty FMCG,     55612.95,     55687.25,     56565.00,     55594.45,     56141.85,0,0,Y, ,0,     66438.70,     50199.35
Y, , ,Nifty MNC,     29273.00,     29295.80,     29529.20,     29265.40,     29337.55,0,0,Y, ,0,     32841.15,     23981.05
Y, , ,Nifty Pharma,     21808.35,     21806.35,     21894.60,     21696.90,     21804.05,0,0,Y, ,0,     23907.90,     19121.10
Y, , ,Nifty PSE,      9222.30,      9212.15,      9259.25,      9168.35,      9202.45,0,0,Y, ,0,     11379.55,      7956.45
Y, , ,Nifty PSU Bank,      6778.90,      6769.00,      6815.85,      6730.30,      6756.05,0,0,Y, ,0,      7304.80,      5530.35
Y, , ,Nifty Serv Sector,     31885.05,     31818.80,     31955.65,     31745.00,     31771.35,0,0,Y, ,0,     33916.45,     29070.85
Y, , ,India VIX,12.1775,12.1775,12.2025,11.5925,11.7525,0,0,Y, ,0,23.1875,9.4700
Y, , ,Nifty Auto,     25183.50,     25142.60,     25197.50,     24891.75,     24960.85,0,0,Y, ,0,     27696.10,     19316.65
Y, , ,Nifty Metal,      9210.50,      9226.90,      9238.75,      9132.20,      9154.80,0,0,Y, ,0,     10322.05,      7690.20
Y, , ,Nifty Media,      1606.35,      1610.25,      1622.25,      1597.70,      1612.00,0,0,Y, ,0,      2182.35,      1344.40
Y, , ,NIFTY SMLCAP 100,     17294.35,     17301.50,     17405.05,     17209.75,     17227.00,0,0,Y, ,0,     19716.20,     14084.30
Y, , ,Nifty 200,     13622.25,     13608.30,     13671.40,     13562.50,     13575.10,0,0,Y, ,0,     14833.75,     11941.45
Y, , ,Nifty Div Opps 50,      5822.45,      5823.80,      5849.70,      5801.65,      5814.30,0,0,Y, ,0,      7012.65,      5288.60
Y, , ,Nifty Commodities,      8610.75,      8608.30,      8635.75,      8560.60,      8571.80,0,0,Y, ,0,      9896.35,      7502.95
Y, , ,Nifty Consumption,     12063.85,     12053.10,     12105.85,     12013.05,     12059.35,0,0,Y, ,0,     13057.60,     10090.65
Y, , ,Nifty Fin Service,     25640.30,     25575.40,     25750.50,     25539.75,     25567.70,0,0,Y, ,0,     27369.80,     22320.85
Y, , ,Nifty50 Div Point,       206.33,       206.33,       206.33,       206.33,       206.33,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Liq 15,      6866.05,      6854.55,      6905.30,      6849.30,      6857.55,0,0,Y, ,0,      7223.70,      5985.30
Y, , ,Nifty CPSE,      6137.55,      6125.90,      6162.25,      6109.10,      6142.00,0,0,Y, ,0,      7334.20,      5284.25
Y, , ,Nifty GrowSect 15,     11724.90,     11713.85,     11733.50,     11618.60,     11634.85,0,0,Y, ,0,     13065.05,      9722.65
Y, , ,Nifty50 PR 2x Lev,     13188.50,     13149.75,     13263.60,     13083.85,     13106.85,0,0,Y, ,0,     31050.50,      1617.15
Y, , ,Nifty50 PR 1x Inv,       209.85,       210.20,       210.70,       209.30,       210.55,0,0,Y, ,0,     31050.50,       188.15
Y, , ,Nifty50 TR 2x Lev,     19669.20,     19611.35,     19781.15,     19513.05,     19547.40,0,0,Y, ,0,     31050.50,      1617.15
Y, , ,Nifty50 TR 1x Inv,       172.00,       172.25,       172.70,       171.50,       172.55,0,0,Y, ,0,     31050.50,       156.10
Y, , ,Nifty50 Value 20,     12510.00,     12501.50,     12541.15,     12471.25,     12489.80,0,0,Y, ,0,     14731.65,     11375.50
Y, , ,Nifty Mid Liq 15,     14809.75,     14820.05,     14905.50,     14638.20,     14664.75,0,0,Y, ,0,     15919.50,     11541.70
Y, , ,Nifty Pvt Bank,     26074.05,     26037.25,     26311.05,     26026.85,     26058.20,0,0,Y, ,0,     28577.65,     23508.05
Y, , ,NIFTY100 Qualty30,      5573.80,      5572.70,      5609.85,      5563.10,      5581.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 8 13Yr,      2917.28,      2917.80,      2917.80,      2902.61,      2903.30,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr,      2581.67,      2582.12,      2582.13,      2568.13,      2569.35,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 10Yr Cln,       900.48,       900.48,       900.48,       895.50,       895.94,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 4 8Yr,      3157.06,      3157.65,      3157.65,      3149.88,      3149.88,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 11 15Yr,      3187.12,      3187.72,      3187.72,      3163.61,      3163.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS 15YrPlus,      3409.22,      3409.90,      3409.90,      3387.01,      3387.01,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty GS Compsite,      2995.47,      2996.03,      2996.03,      2980.43,      2980.89,0,0,Y, ,0,          .00,          .00
Y, , ,NIFTY HEALTHCARE,     14375.60,     14355.65,     14433.80,     14299.70,     14350.30,0,0,Y, ,0,     15108.80,      7249.70
Y, , ,NIFTY CONSR DURBL,     38534.60,     38512.40,     38734.75,     38365.55,     38590.95,0,0,Y, ,0,     44426.55,     21967.45
Y, , ,NIFTY OIL AND GAS,     10900.00,     10881.60,     10935.55,     10766.15,     10789.75,0,0,Y, ,0,     13607.20,      6645.90
Y, , ,NIFTY500 MULTICAP,     15685.20,     15677.65,     15750.10,     15614.40,     15627.45,0,0,Y, ,0,     17112.15,      8254.50
Y, , ,NIFTY LARGEMID250,     15812.25,     15801.90,     15869.85,     15731.15,     15745.15,0,0,Y, ,0,     17095.20,      8318.55
Y, , ,NIFTY MID SELECT,     12535.15,     12527.60,     12629.10,     12431.80,     12450.20,0,0,Y, ,0,     13537.80,      6054.20
Y, , ,NIFTY TOTAL MKT,     12684.85,     12675.95,     12733.40,     12631.15,     12641.45,0,0,Y, ,0,     13842.60,      7145.35
Y, , ,NIFTY MICROCAP250,     23035.00,     23062.85,     23216.75,     22957.35,     22997.00,0,0,Y, ,0,     26476.90,      8567.20
Y, , ,NIFTY IND DIGITAL,      8945.35,      8940.85,      8949.65,      8850.70,      8862.85,0,0,Y, ,0,     10152.15,      4924.40
Y, , ,Nifty Tata 25 Cap,     14729.85,     14742.30,     14833.80,     14705.15,     14726.40,0,0,Y, ,0,     18764.95,     13221.90
Y, , ,Nifty MidSml Hlth,     43469.25,     43465.90,     43719.25,     43255.45,     43313.60,0,0,Y, ,0,     46103.35,     31279.60
Y, , ,Nifty Multi Mfg,     14958.30,     14946.90,     15013.45,     14866.35,     14882.50,0,0,Y, ,0,     16253.65,     12294.45
Y, , ,Nifty Multi Infra,     13625.90,     13614.90,     13680.90,     13536.25,     13551.60,0,0,Y, ,0,     15154.10,     11537.35
Y, , ,BHARATBOND-APR30,      1536.18,      1536.48,      1536.68,      1536.46,      1536.66,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR31,      1399.17,      1399.43,      1399.43,      1399.34,      1399.34,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR32,      1273.50,      1273.74,      1274.41,      1273.73,      1274.41,0,0,Y, ,0,          .00,          .00
Y, , ,BHARATBOND-APR33,      1238.00,      1238.24,      1238.98,      1238.23,      1238.98,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Ind Defence,      7396.05,      7390.25,      7511.60,      7368.55,      7410.25,0,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      9102.85,      9099.65,      9127.90,      8996.05,      9020.00,0,0,Y, ,0,      9497.20,      6058.05
Y, , ,Nifty Capital Mkt,      4168.75,      4170.15,      4184.30,      4086.85,      4092.35,0,0,Y, ,0,      4768.00,      2009.60
Y, , ,Nifty500Momentm50,     50448.95,     50442.00,     50676.60,     50127.95,     50200.35,0,0,Y, ,0,          .00,          .00
Y, , ,NiftyMS400 MQ 100,     46834.05,     46851.70,     47167.15,     46586.00,     46704.00,0,0,Y, ,0,          .00,          .00
Y, , ,NiftySml250MQ 100,     44059.70,     44075.75,     44444.35,     43854.30,     44043.75,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 10 EW,      9265.20,      9259.40,      9315.70,      9245.90,      9255.15,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty AQL 30,     22148.55,     22139.25,     22314.65,     22115.00,     22243.85,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty AQLV 30,     20597.30,     20588.35,     20718.50,     20567.70,     20625.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty EV,      2986.75,      2988.75,      3002.30,      2965.25,      2977.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty HighBeta 50,      3468.10,      3472.10,      3498.25,      3449.35,      3457.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty New Consump,     11917.45,     11908.50,     11935.30,     11825.90,     11842.35,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Corp MAATR,     35775.35,     35748.00,     35829.35,     35437.65,     35490.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Low Vol 50,     24778.35,     24767.00,     24914.15,     24711.20,     24793.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Mobility,     21490.45,     21474.60,     21515.75,     21303.55,     21339.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Qlty LV 30,     17058.90,     17047.45,     17179.70,     17040.25,     17138.95,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Sml250 Q50,     26226.90,     26227.25,     26347.85,     26093.15,     26144.65,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 15 EW,     10144.35,     10132.55,     10180.85,     10111.60,     10121.65,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Alpha 30,     18004.80,     17985.95,     18065.10,     17921.15,     17947.00,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty100 Enh ESG,      4897.60,      4894.05,      4907.20,      4872.30,      4878.35,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty200 Value 30,     12443.60,     12433.55,     12495.90,     12363.80,     12405.55,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 EW,     13925.05,     13930.95,     13989.10,     13853.05,     13873.45,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Multi MQ 50,     39979.25,     39965.50,     40291.20,     39843.40,     39958.70,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 Value 50,     13603.60,     13600.50,     13670.75,     13527.30,     13571.75,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty Top 20 EW,      9016.00,      9007.25,      9048.30,      8995.45,      9005.10,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty CoreHousing,     16021.40,     16005.35,     16139.90,     15978.15,     16025.95,0,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     28451.05,     28440.05,     28577.60,     28227.60,     28267.60,0,0,Y, ,0,     31050.50,     21702.40
Y, , ,Nifty Housing,     11211.80,     11208.35,     11260.10,     11180.60,     11194.65,0,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2138.85,      2142.20,      2150.35,      2125.05,      2128.05,0,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     17609.85,     17617.90,     17687.25,     17421.50,     17442.00,0,0,Y, ,0,     19281.05,     12407.95
Y, , ,Nifty MS Ind Cons,     19283.40,     19248.05,     19418.60,     19176.20,     19252.10,0,0,Y, ,0,     21008.10,     14493.40
Y, , ,Nifty MS IT Telcm,      9370.75,      9367.65,      9442.50,      9297.60,      9326.05,0,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     16345.30,     16343.75,     16472.15,     16284.65,     16393.80,0,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     14967.90,     14956.45,     15041.70,     14918.15,     14971.85,0,0,Y, ,0,     16370.10,     12304.35
Y, , ,Nifty Shariah 25,      8229.10,      8228.00,      8284.55,      8206.65,      8233.90,0,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     24377.30,     24351.00,     24401.60,     24124.80,     24193.80,0,0,Y, ,0,     26170.50,     16828.35
Y, , ,Nifty50 Shariah,      4653.05,      4653.70,      4673.45,      4631.55,      4637.75,0,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     17282.25,     17277.55,     17358.90,     17199.90,     17214.65,0,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7004.60,      7005.70,      7035.10,      6973.95,      6991.10,0,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     18502.75,     18497.05,     18654.20,     18458.15,     18516.20,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 LowVol50,     21699.00,     21684.00,     21810.00,     21645.95,     21702.25,0,0,Y, ,0,          .00,          .00
Y, , ,Nifty500 MQVLv50,     29947.15,     29932.10,     30158.15,     29851.65,     29999.30,0,0,Y, ,0,          .00,          .00
 , , , , , , , , , , ,Y, , , , 
 , , , , , , , , , , ,Y, , , , 
 , , ,NIFTY 50 Sec, , , , , , , ,Y, , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2275.20,      2283.00,      2289.70,      2240.00,      2244.70,               1796467753.50,795699,Y, ,50217,      3211.00,      2025.00
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1315.40,      1318.00,      1322.90,      1303.00,      1312.80,               2092559583.60,1592903,Y, ,71354,      1499.50,       995.65
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7728.00,      7670.00,      7744.00,      7586.00,      7610.00,               3677150571.50,481590,Y, ,61388,      7980.00,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2489.00,      2491.00,      2531.60,      2490.00,      2518.60,               4520402451.20,1798653,Y, ,105469,      3394.90,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1051.90,      1052.10,      1063.00,      1042.50,      1045.20,               4959942997.90,4718016,Y, ,107629,      1281.65,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      8689.50,      8714.00,      8730.00,      8571.50,      8631.50,               2978914677.50,344340,Y, ,45518,     12774.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      1917.60,      1923.10,      1931.10,      1910.00,      1913.50,               1411267710.90,735268,Y, ,48356,      2135.00,      1551.65
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       876.85,       870.85,       888.00,       870.85,       877.85,               4989647554.75,5672446,Y, ,113464,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       363.85,       362.30,       371.00,       361.60,       369.40,               4693927322.75,12739664,Y, ,110187,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      1881.10,      1872.50,      1900.10,      1872.50,      1888.80,               8189312163.60,4339042,Y, ,137051,      2045.80,      1502.00
N,EQ,CIPLA,CIPLA LTD,      1580.30,      1578.50,      1596.40,      1567.80,      1589.40,               2130076158.40,1342344,Y, ,43227,      1702.05,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       374.30,       372.65,       379.00,       372.65,       374.80,               1721802419.95,4578400,Y, ,58363,       543.55,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1259.80,      1259.00,      1266.40,      1240.80,      1260.10,               3048141627.60,2422956,Y, ,71277,      7074.95,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      6133.00,      6149.00,      6174.50,      6070.00,      6103.00,               3031020408.50,496302,Y, ,62254,      6269.50,      4508.75
N,EQ,ETERNAL,ETERNAL LIMITED,       315.50,       315.55,       316.75,       307.75,       313.95,              19475662912.05,62441100,Y, ,179189,       331.35,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2784.30,      2784.30,      2797.80,      2762.70,      2775.60,               1508398958.00,542362,Y, ,45945,      2898.40,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1449.80,      1449.80,      1462.60,      1439.20,      1454.80,               4956533680.80,3404604,Y, ,82963,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,       957.80,       954.00,       963.30,       950.10,       951.60,              14160314228.10,14823813,Y, ,260839,      2037.70,       950.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       775.35,       776.00,       778.45,       766.65,       772.05,               1441190876.40,1865283,Y, ,87857,       820.75,       584.30
N,EQ,HEROMOTOCO,HERO MOTOCORP LIMITED,      5091.70,      5099.50,      5148.30,      5061.40,      5087.70,               3994292415.50,783364,Y, ,76479,      6246.25,      3344.00
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       701.40,       701.00,       708.75,       697.00,       703.95,               3757692883.55,5335149,Y, ,81610,       772.65,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2654.40,      2664.80,      2723.00,      2641.40,      2659.80,               5260411726.00,1972773,Y, ,93460,      3035.00,      2136.00
N,EQ,ICICIBANK,ICICI BANK LTD.,      1399.10,      1392.10,      1405.00,      1392.10,      1397.80,              11925741661.00,8519507,Y, ,183125,      1500.00,      1186.00
N,EQ,INDUSINDBK,INDUSIND BANK LIMITED,       746.60,       743.00,       750.35,       738.00,       739.50,               1885603612.90,2538543,Y, ,64559,      1498.00,       606.00
N,EQ,INFY,INFOSYS LIMITED,      1500.10,      1501.90,      1501.90,      1467.70,      1469.60,              12088473402.60,8169075,Y, ,180969,      2006.45,      1307.00
N,EQ,ITC,ITC LTD,       400.90,       402.00,       410.45,       401.90,       409.75,              10292536558.90,25255050,Y, ,152907,       471.50,       390.15
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       310.10,       311.00,       316.65,       309.35,       311.70,               5400375733.40,17274984,Y, ,130570,       363.00,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1035.80,      1032.00,      1038.30,      1022.30,      1026.60,               1093248320.70,1062037,Y, ,34399,      1089.20,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      1944.70,      1950.20,      1984.90,      1950.20,      1960.30,               6045692871.60,3074358,Y, ,112796,      2301.90,      1679.05
N,EQ,LT,LARSEN & TOUBRO LTD.,      3560.10,      3575.60,      3615.00,      3540.20,      3601.00,               6030431708.50,1678055,Y, ,114553,      3963.50,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3295.30,      3271.00,      3280.00,      3187.00,      3199.50,               9697194403.80,3017625,Y, ,207686,      3432.00,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     14752.00,     14750.00,     14850.00,     14692.00,     14791.00,               9182645808.00,621560,Y, ,120028,     14895.00,     10725.00
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1162.40,      1160.30,      1184.40,      1150.00,      1156.20,               1851999757.20,1593255,Y, ,76717,      2778.00,      1084.70
N,EQ,NTPC,NTPC LTD,       330.80,       331.00,       331.50,       327.00,       327.55,               3876308139.10,11813425,Y, ,135814,       448.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       233.39,       233.39,       235.37,       231.33,       233.71,               2315398046.81,9928988,Y, ,84630,       334.40,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       274.45,       273.60,       276.10,       272.25,       275.25,               3529498472.30,12841075,Y, ,71617,       366.25,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1385.90,      1381.10,      1403.50,      1350.00,      1357.20,              25796085387.60,18758842,Y, ,348532,      3079.45,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      1816.80,      1826.90,      1826.90,      1801.10,      1805.50,               1449198896.30,801378,Y, ,48723,      1936.00,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,       801.95,       800.70,       806.70,       798.50,       802.50,               5509712391.70,6861440,Y, ,127449,       875.45,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,       571.65,       570.50,       588.65,       566.50,       580.25,               7114509936.20,12236788,Y, ,130277,      3652.25,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1585.70,      1581.00,      1601.70,      1575.80,      1594.50,               5057729740.10,3176534,Y, ,131996,      1960.35,      1553.05
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1062.40,      1065.00,      1077.50,      1055.20,      1065.40,               1150736040.50,1079893,Y, ,51358,      1234.30,       882.90
N,EQ,TATAMOTORS,TATA MOTORS LIMITED,       675.45,       675.45,       681.15,       668.00,       669.00,               5524051280.95,8201917,Y, ,131621,      1142.00,       535.75
N,EQ,TATASTEEL,TATA STEEL LIMITED,       153.63,       154.50,       155.10,       153.05,       154.48,               2620318128.23,16971859,Y, ,134583,       170.18,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3093.70,      3093.00,      3115.00,      3077.20,      3084.70,               7028604709.30,2271789,Y, ,109782,      4592.25,      2991.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1495.60,      1498.80,      1504.70,      1478.70,      1481.40,               3410661279.00,2279980,Y, ,48489,      1807.70,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      3637.70,      3637.70,      3642.00,      3603.60,      3628.80,               2393258462.90,660956,Y, ,68433,      3867.00,      2925.00
N,EQ,TRENT,TRENT LTD,      5235.50,      5239.00,      5411.00,      5230.00,      5298.00,               7115382790.00,1333724,Y, ,126643,      8345.00,      4488.00
N,EQ,ULTRACEMCO,ULTRATECH CEMENT LIMITED,     12521.00,     12521.00,     12729.00,     12521.00,     12640.00,               2250815886.00,177858,Y, ,42097,     12930.00,     10047.85
N,EQ,WIPRO,WIPRO LTD,       250.65,       250.50,       253.10,       248.66,       249.41,               2535515505.88,10117017,Y, ,77009,       596.00,       228.00
 , , , , , , , , , , ,N, , , , 
 , , ,NIFTY Next 50 Sec, , , , , , , ,N, , , , 
N,EQ,ABB,ABB INDIA LIMITED,      5000.50,      5003.00,      5060.50,      4939.50,      4999.00,               1258237610.50,251338,N, ,28277,      8940.60,      4684.45
N,EQ,ADANIENSOL,ADANI ENERGY SOLUTION LTD,       770.95,       775.40,       776.40,       759.25,       764.15,               1028163538.20,1341814,N, ,46077,      1090.95,       588.00
N,EQ,ADANIGREEN,ADANI GREEN ENERGY LTD,       921.15,       920.15,       926.80,       908.50,       913.50,               1354245993.95,1477870,N, ,45643,      2091.00,       758.00
N,EQ,ADANIPOWER,ADANI POWER LTD,       594.95,       598.40,       603.20,       583.50,       600.65,               2148144525.80,3619098,N, ,60782,       684.45,       432.00
N,EQ,AMBUJACEM,AMBUJA CEMENTS LTD,       561.80,       563.00,       569.20,       560.00,       563.20,                658653705.35,1166207,N, ,20779,       643.30,       453.05
N,EQ,BAJAJHFL,BAJAJ HOUSING FINANCE LTD,       111.77,       111.30,       112.39,       111.03,       111.24,                313223007.18,2804386,N, ,29040,       188.50,       103.10
N,EQ,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,     12966.00,     13030.00,     13040.00,     12751.00,     12770.00,                501211453.00,38945,N, ,12040,     14763.00,      9760.10
N,EQ,BANKBARODA,BANK OF BARODA,       233.24,       232.50,       234.47,       230.81,       232.83,               1327189080.83,5698267,N, ,36826,       266.95,       190.70
N,EQ,BOSCHLTD,BOSCH LIMITED,     39225.00,     39455.00,     40350.00,     39060.00,     39960.00,               1842288465.00,46252,N, ,16713,     41290.00,     25921.60
N,EQ,BPCL,BHARAT PETROLEUM CORP  LT,       310.70,       310.70,       312.30,       307.00,       308.20,               1337677412.35,4334416,N, ,61909,       376.00,       234.01
