MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,EQ,GHCL,GHCL LIMITED,       555.60,       551.05,       558.90,       549.00,       552.00,                 33820145.85,61201,N, ,4575,       779.00,       511.05
N,EQ,GHCLTEXTIL,GHCL TEXTILES LIMITED,        79.11,        79.11,        81.87,        78.48,        79.56,                  7673001.82,95631,N, ,1329,       118.75,        65.00
N,EQ,GICHSGFIN,GIC HOUSING FINANCE LTD,       171.86,       172.68,       173.28,       170.22,       172.14,                  8916941.34,51871,N, ,1597,       277.69,       156.01
N,SM,GICL,GLOBE INTL CARRIERS LTD,       119.45,       120.00,       120.00,       114.20,       116.00,                 10092375.00,87000,N, ,40,       129.80,        52.00
N,EQ,GICRE,GENERAL INS CORP OF INDIA,       366.55,       366.70,       370.00,       362.80,       363.65,                260498869.65,712750,N, ,14734,       525.50,       347.00
N,EQ,GILLANDERS,GILLANDERS ARBUTHNOT LTD,       118.64,       119.49,       121.00,       111.10,       114.16,                  5070139.24,43916,N, ,2492,       151.90,        80.20
N,EQ,GILLETTE,GILLETTE INDIA LTD,      9932.00,      9891.00,     10175.00,      9871.00,     10095.00,                191800248.00,19100,N, ,9040,     11500.00,      7411.65
N,EQ,GIPCL,GUJ IND POW CO. LTD,       181.11,       182.67,       182.67,       176.61,       177.85,                 30953272.70,173031,N, ,4057,       268.50,       148.10
N,EQ,GKWLIMITED,GKW LIMITED,      1690.40,      1685.50,      1719.90,      1670.20,      1693.20,                   968515.20,571,N, ,200,      4149.90,      1371.00
N,EQ,GLAND,GLAND PHARMA LIMITED,      1886.80,      1887.50,      1904.00,      1852.60,      1871.50,                264218859.80,140575,N, ,16325,      2131.00,      1277.80
N,EQ,GLAXO,GLAXOSMITHKLINE PHARMA LT,      2749.20,      2751.00,      2815.00,      2751.00,      2785.00,                197111082.80,70828,N, ,23836,      3515.70,      1921.00
N,EQ,GLENMARK,GLENMARK PHARMACEUTICALS,      1936.90,      1936.00,      1947.80,      1910.70,      1923.90,                463427619.50,239914,N, ,19594,      2284.80,      1275.50
N,EQ,GLOBALE,GLOBALE TESSILE LIMITED,        13.87,        13.87,        14.45,        13.30,        13.55,                   242275.95,17498,N, ,91,        87.00,        12.04
N,SM,GLOBALPET,GLOBAL PET INDUSTRIES LTD,       129.00,       134.65,       134.65,       134.00,       134.00,                   402975.00,3000,N, ,2,       158.00,        93.10
N,EQ,GLOBALVECT,GLOBAL VEC HELICORP LTD,       210.92,       206.70,       213.87,       206.70,       209.44,                  1395278.85,6629,N, ,482,       345.50,       198.11
N,EQ,GLOBE,GLOBE TEXTILES (I) LTD.,         2.06,         2.05,         2.16,         2.05,         2.13,                  1102630.08,521248,N, ,497,         6.24,         2.02
N,EQ,GLOBECIVIL,GLOBE CIVIL PROJECTS LTD,        78.52,        78.41,        80.97,        78.40,        78.94,                 39622655.85,496957,N, ,3283,        95.00,        73.44
N,EQ,GLOBUSSPR,GLOBUS SPIRITS LTD,      1204.00,      1204.00,      1227.40,      1202.40,      1204.50,                 43183257.00,35710,N, ,4425,      1369.75,       751.00
N,EQ,GLOSTERLTD,GLOSTER LIMITED,       676.50,       666.55,       686.45,       661.55,       680.50,                  1806743.45,2660,N, ,300,       886.00,       532.95
N,EQ,GMBREW,G M BREWERIES LTD,       673.05,       666.05,       678.45,       666.05,       675.55,                  7695047.25,11419,N, ,1419,      1049.00,       579.95
N,EQ,GMDCLTD,GUJARAT MINERAL DEV CORP,       415.10,       414.00,       418.00,       400.00,       403.85,                501914125.80,1224634,N, ,25032,       472.40,       226.59
N,EQ,GMMPFAUDLR,GMM PFAUDLER LIMITED,      1191.20,      1191.20,      1192.00,      1166.00,      1178.00,                 43971373.80,37201,N, ,6265,      1530.00,       991.10
N,EQ,GMRAIRPORT,GMR AIRPORTS LIMITED,        86.43,        86.00,        87.33,        85.70,        86.07,                887994260.91,10303831,N, ,32313,        98.23,        67.75
N,EQ,GMRP&UI,GMR POW AND URBAN INFRA L,       111.84,       111.65,       112.60,       110.00,       110.18,                 89318117.01,805550,N, ,8393,       169.25,        89.36
N,EQ,GNA,GNA AXLES LIMITED,       301.45,       302.50,       305.25,       298.00,       299.60,                  5197259.70,17207,N, ,1323,       493.80,       271.05
N,EQ,GNFC,GUJ NAR VAL FER & CHEM L,       520.90,       522.00,       526.15,       517.70,       522.75,                190308908.40,364516,N, ,13447,       707.70,       449.00
N,EQ,GOACARBON,GOA CARBON LIMITED,       445.65,       445.65,       451.70,       432.00,       433.55,                  7176192.60,16348,N, ,1635,       893.80,       390.00
N,EQ,GOCLCORP,GOCL CORPORATION LIMITED,       360.70,       362.00,       367.80,       352.90,       355.45,                 52543166.30,147350,N, ,3063,       516.80,       245.00
N,EQ,GOCOLORS,GO FASHION INDIA LTD,       702.60,       706.30,       710.00,       689.15,       705.25,                 37234149.00,52937,N, ,10395,      1407.80,       661.00
N,EQ,GODFRYPHLP,GODFREY PHILLIPS INDIA LT,     10594.00,     10699.00,     11400.00,     10525.50,     11003.50,              15324116039.00,1389624,N, ,220397,     11465.00,      4112.45
N,EQ,GODIGIT,GO DIGIT GENERAL INS LTD,       366.90,       364.50,       369.60,       356.50,       357.65,                148544813.65,412728,N, ,20084,       407.40,       264.60
N,EQ,GODREJAGRO,GODREJ AGROVET LIMITED,       736.10,       740.90,       749.00,       735.00,       740.30,                 46985623.80,63327,N, ,5554,       876.35,       654.00
N,EQ,GODREJIND,GODREJ INDUSTRIES LTD,      1250.40,      1241.00,      1255.10,      1225.00,      1230.20,                 60113007.00,48641,N, ,5204,      1390.00,       766.00
N,EQ,GODREJPROP,GODREJ PROPERTIES LTD,      1984.60,      1985.00,      1998.00,      1941.00,      1947.70,               1410444401.30,718751,N, ,44176,      3399.00,      1900.00
N,EQ,GOKEX,GOKALDAS EXPORTS LTD.,       695.15,       699.20,       699.20,       668.10,       672.95,                248661038.95,363767,N, ,19770,      1262.15,       668.10
N,EQ,GOKUL,GOKUL REFOILS & SOLV LTD,        40.43,        40.85,        40.85,        40.00,        40.32,                  1256129.71,31102,N, ,418,        71.20,        39.51
N,EQ,GOKULAGRO,GOKUL AGRO RESOURCES LTD,       331.35,       332.95,       346.30,       325.00,       326.35,                158096779.20,471666,N, ,19129,       377.00,       193.10
N,EQ,GOLDIAM,GOLDIAM INTERNATIONAL LTD,       358.80,       355.20,       366.00,       355.20,       363.05,                309688207.35,856038,N, ,12949,       569.00,       251.35
N,SM,GOLDSTAR,GOLDSTAR POWER LIMITED,         8.90,         8.90,         8.90,         8.90,         8.90,                   100125.00,11250,N, ,1,        14.60,         7.20
N,EQ,GOLDTECH,AION-TECH SOLUTIONS LTD,        66.79,        67.50,        68.65,        66.05,        66.40,                  1385233.72,20553,N, ,686,       129.46,        46.55
N,EQ,GOODLUCK,GOODLUCK INDIA LIMITED,      1159.90,      1165.10,      1205.50,      1153.00,      1191.20,                592963350.90,500196,N, ,34458,      1330.00,       567.75
N,EQ,GOPAL,GOPAL SNACKS LIMITED,       370.80,       368.00,       374.00,       365.45,       368.15,                 18255832.60,49542,N, ,3156,       520.00,       255.90
N,EQ,GOYALALUM,GOYAL ALUMINIUMS LIMITED,         7.40,         7.35,         7.58,         7.30,         7.38,                   289296.40,39211,N, ,470,        11.80,         7.02
N,SM,GOYALSALT,GOYAL SALT LIMITED,       160.00,       160.00,       160.00,       158.00,       159.00,                   857160.00,5400,N, ,9,       241.70,       142.00
N,EQ,GPIL,GODAWARI POW & ISP LTD,       232.27,       231.15,       236.50,       231.15,       232.38,                319588009.80,1367026,N, ,16671,      1122.90,       145.75
N,EQ,GPPL,GUJARAT PIPAVAV PORT LTD,       150.99,       150.99,       151.59,       148.54,       149.11,                119720349.56,800319,N, ,14041,       238.90,       122.50
N,EQ,GPTHEALTH,GPT HEALTHCARE LIMITED,       148.01,       149.00,       152.00,       147.16,       148.13,                 19642384.61,131996,N, ,5060,       205.50,       126.10
N,EQ,GPTINFRA,GPT INFRAPROJECTS LTD,       114.89,       115.00,       115.22,       109.98,       111.48,                 17307615.39,154065,N, ,3691,       193.75,        84.48
N,EQ,GRANULES,GRANULES INDIA LIMITED,       467.25,       470.00,       512.90,       467.90,       492.25,               8412175362.70,16943450,N, ,228155,       721.00,       422.00
N,SM,GRAPHISAD,GRAPHISADS LIMITED,        36.80,        37.10,        37.10,        36.90,        37.00,                   133200.00,3600,N, ,3,        85.80,        31.30
N,EQ,GRAPHITE,GRAPHITE INDIA LTD,       515.50,       512.00,       517.05,       505.80,       510.80,                138954217.25,272063,N, ,13377,       623.35,       365.75
N,EQ,GRAVITA,GRAVITA INDIA LIMITED,      1666.80,      1668.00,      1672.90,      1614.00,      1619.70,                339189839.30,207715,N, ,24487,      2700.00,      1379.65
N,EQ,GREAVESCOT,GREAVES COTTON LTD.,       199.49,       200.00,       202.50,       197.48,       198.16,                230041294.43,1151720,N, ,17672,       319.50,       154.50
N,SM,GREENCHEF,GREENCHEF APPLIANCES LTD,        63.45,        61.85,        64.00,        61.85,        62.70,                   801560.00,12800,N, ,13,        90.00,        54.55
N,EQ,GREENLAM,GREENLAM INDUSTRIES LTD.,       235.97,       233.30,       240.90,       233.30,       238.94,                  7353193.50,30931,N, ,1792,       624.00,       197.42
N,EQ,GREENPANEL,GREENPANEL INDUSTRIES LTD,       270.55,       267.85,       272.25,       267.05,       270.45,                  9576169.50,35471,N, ,4163,       427.00,       202.81
N,EQ,GREENPLY,GREENPLY INDUSTRIES LTD,       304.95,       304.95,       309.95,       302.80,       308.65,                  9038321.55,29399,N, ,1520,       408.30,       245.10
N,EQ,GREENPOWER,ORIENT GREEN POWER CO LTD,        13.75,        13.74,        13.94,        13.50,        13.62,                 33036995.56,2407110,N, ,6206,        22.70,        10.96
N,SM,GRETEX,GRETEX INDUSTRIES LTD.,       215.55,       218.00,       226.30,       216.00,       216.00,                 25726875.00,118500,N, ,32,       290.05,       137.00
N,EQ,GRINDWELL,GRINDWELL NORTON LIMITED,      1548.60,      1554.90,      1590.90,      1544.20,      1563.50,                 36914573.30,23505,N, ,4049,      2632.00,      1356.05
N,EQ,GRINFRA,G R INFRAPROJECTS LIMITED,      1262.40,      1263.00,      1274.80,      1242.80,      1249.80,                 16314319.70,12970,N, ,2898,      1774.95,       901.00
N,EQ,GRMOVER,GRM OVERSEAS LIMITED,       366.00,       366.00,       370.80,       363.40,       366.15,                276461110.35,753701,N, ,6203,       397.65,       175.90
N,EQ,GRPLTD,GRP LIMITED,      2106.50,      2127.60,      2188.00,      2107.60,      2165.30,                 20751353.40,9670,N, ,1212,      3990.00,      1975.60
N,EQ,GRSE,GARDEN REACH SHIP&ENG LTD,      2337.70,      2344.00,      2430.00,      2323.00,      2351.70,               1842707772.90,775274,N, ,55464,      3538.40,      1184.90
N,EQ,GRWRHITECH,GARWARE HI-TECH FILMS LTD,      2749.40,      2749.80,      2769.20,      2688.10,      2697.30,                 92793901.50,34069,N, ,5871,      5378.10,      2317.35
N,EQ,GSFC,GUJ STATE FERT & CHEM LTD,       197.03,       198.10,       200.46,       195.95,       197.62,                163864788.14,826548,N, ,14963,       244.25,       158.30
N,EQ,GSLSU,GLOBAL SURFACES LIMITED,       111.46,       111.00,       113.74,       106.11,       108.01,                 11680416.15,106758,N, ,2275,       245.95,        91.86
N,EQ,GSPL,GUJARAT STATE PETRO LTD,       290.70,       290.55,       293.00,       289.10,       289.90,                 96806854.70,333482,N, ,12111,       469.70,       261.45
N,EQ,GSS,GSS INFOTECH LIMITED,        32.80,        32.80,        33.10,        28.51,        28.76,                 46386463.95,1509624,N, ,8476,        82.90,        26.40
N,EQ,GTL,GTL LTD,         9.21,         9.40,         9.53,         9.12,         9.18,                  3450522.16,373288,N, ,1348,        16.41,         7.59
N,EQ,GTLINFRA,GTL INFRA.LTD,         1.48,         1.48,         1.50,         1.48,         1.48,                 24253187.35,16263819,N, ,8703,         2.86,         1.28
N,EQ,GTPL,GTPL HATHWAY LIMITED,       112.86,       113.80,       115.98,       112.61,       115.25,                  1667100.01,14538,N, ,461,       177.59,        98.10
N,EQ,GUFICBIO,GUFIC BIOSCIENCES LTD.,       372.50,       372.65,       372.65,       364.00,       366.95,                 13009557.35,35409,N, ,2329,       504.25,       298.80
N,EQ,GUJALKALI,GUJARAT ALKALIES & CHEM,       564.10,       564.10,       569.70,       559.45,       564.30,                  8734233.00,15480,N, ,1507,       900.00,       483.60
N,EQ,GUJAPOLLO,GUJ. APOLLO IND. LTD.,       525.55,       518.80,       532.80,       505.00,       510.20,                 56323884.15,108929,N, ,5692,       556.00,       246.55
N,EQ,GUJGASLTD,GUJARAT GAS LIMITED,       419.10,       419.10,       423.60,       416.25,       419.45,                 76189335.45,181463,N, ,12260,       689.95,       360.25
N,EQ,GUJRAFFIA,GUJARAT RAFFIA INDUST LTD,        39.54,        39.49,        39.49,        38.10,        38.87,                    67035.72,1729,N, ,49,       105.88,        34.87
N,EQ,GUJTHEM,GUJARAT THEMIS BIOSYN LTD,       380.80,       380.80,       385.00,       371.85,       378.85,                 42460058.40,112148,N, ,4261,       410.70,       208.00
N,EQ,GULFOILLUB,GULF OIL LUB. IND. LTD.,      1234.50,      1235.00,      1251.00,      1226.10,      1249.60,                 43834630.10,35193,N, ,5770,      1513.55,       911.00
N,EQ,GULFPETRO,GP PETROLEUMS LIMITED,        41.23,        41.40,        41.48,        40.72,        40.93,                  1269261.77,30954,N, ,402,        93.48,        35.56
N,EQ,GULPOLY,GULSHAN POLYOLS LIMITED,       162.32,       161.00,       165.50,       161.00,       164.21,                  5563578.92,34105,N, ,899,       263.52,       141.00
N,EQ,GVPIL,GE POWER INDIA LIMITED,       348.30,       349.90,       355.60,       336.20,       338.65,                 82462551.75,238576,N, ,12567,       461.10,       205.25
N,EQ,GVPTECH,GVP INFOTECH LIMITED,        10.01,        10.05,        10.11,         9.95,         9.99,                   397024.42,39545,N, ,191,        14.43,         7.61
N,E1,GVPTECHPP,GVPTECH RE.1 PPD UP,         5.00,         5.48,         5.48,         4.51,         5.00,                    95582.70,19168,N, ,38,         6.00,         4.00
N,EQ,GVT&D,GE VERNOVA T&D INDIA LTD,      2683.80,      2698.00,      2802.00,      2662.70,      2779.20,               1329222363.30,482340,N, ,35991,      2959.00,      1254.00
N,EQ,HAPPSTMNDS,HAPPIEST MINDS TECHNO LTD,       566.75,       572.35,       572.40,       561.70,       565.05,                 78780340.60,139319,N, ,10963,       833.00,       519.30
N,EQ,HAPPYFORGE,HAPPY FORGINGS LIMITED,       912.15,       918.05,       918.05,       887.00,       901.45,                 13344778.30,14797,N, ,4737,      1250.80,       724.10
N,EQ,HARDWYN,HARDWYN INDIA LIMITED,        13.43,        13.52,        13.63,        13.28,        13.47,                  2773015.09,206016,N, ,787,        47.49,        10.75
N,EQ,HARIOMPIPE,HARIOM PIPE INDUSTRIES L,       481.40,       481.45,       490.70,       476.00,       483.10,                 89306157.45,185417,N, ,7149,       888.75,       320.35
N,EQ,HARRMALAYA,HARRISON MALAYALAM LTD,       210.77,       210.62,       217.50,       208.01,       214.77,                  2291471.10,10729,N, ,579,       341.85,       170.53
N,EQ,HARSHA,HARSHA ENGINEERS INT LTD,       402.45,       402.45,       407.95,       395.10,       396.60,                 83660281.75,206905,N,XD,3022,       560.00,       329.95
N,EQ,HATHWAY,HATHWAY CABLE & DATACOM,        14.74,        14.66,        14.79,        14.56,        14.61,                 15933131.95,1084396,N, ,2882,        22.17,        11.94
N,EQ,HATSUN,HATSUN AGRO PRODUCT LTD.,       895.85,       895.85,       904.35,       888.00,       890.75,                 10432801.75,11662,N, ,2580,      1346.00,       859.55
N,EQ,HBLENGINE,HBL ENGINEERING LTD,       780.90,       780.00,       835.00,       776.55,       807.10,               6945891267.05,8544737,N, ,190293,       835.00,       405.00
N,EQ,HCG,HEALTHCARE GLOB. ENT. LTD,       673.15,       677.40,       679.95,       668.55,       673.75,                 41602762.75,61706,N, ,4885,       701.10,       379.05
N,EQ,HDBFS,HDB FINANCIAL SERVICES L,       781.95,       781.95,       788.40,       776.25,       778.20,                490058361.10,627824,N, ,22265,       891.90,       732.70
N,EQ,HDFCAMC,HDFC AMC LIMITED,      5582.00,      5589.50,      5618.00,      5450.00,      5463.00,               2560741490.50,464107,N, ,53566,      5927.50,      3563.05
N,EQ,HEADSUP,HEADS UP VENTURES LIMITED,        10.49,        10.48,        10.60,        10.01,        10.59,                   232788.99,22366,N, ,156,        17.33,         8.66
N,EQ,HEG,HEG LTD,       470.95,       471.00,       473.10,       459.80,       462.00,                169509894.50,363586,N, ,13445,      2616.80,       331.25
N,EQ,HEIDELBERG,HEIDELBERGCEMENT (I) LTD,       209.67,       209.67,       210.24,       204.06,       205.53,                 26561813.58,128496,N, ,4904,       258.00,       182.42
N,EQ,HEMIPROP,HEMISPHERE PROP IND LTD,       133.81,       133.90,       135.00,       132.50,       132.63,                 28380462.64,212500,N, ,4190,       212.90,       111.03
N,EQ,HERANBA,HERANBA INDUSTRIES LTD,       357.95,       357.95,       360.20,       350.00,       352.65,                 11958603.40,33837,N, ,2064,       562.00,       208.00
N,EQ,HERITGFOOD,HERITAGE FOODS LTD,       463.15,       463.15,       468.70,       460.30,       461.50,                 54836943.45,118179,N, ,4490,       659.00,       352.10
N,EQ,HESTERBIO,HESTER BIOSCIENCES LTD,      2030.50,      2050.80,      2065.40,      2025.00,      2026.00,                  6727696.20,3296,N, ,578,      2786.10,      1242.95
N,EQ,HEUBACHIND,HEUBACH COLORANTS IND LTD,       593.90,       594.00,       594.95,       594.00,       594.00,                 12742841.05,21451,N, ,207,       733.90,       512.10
N,EQ,HEXATRADEX,HEXA TRADEX LIMITED,       178.21,       177.34,       180.80,       176.02,       178.25,                   776729.73,4340,N, ,113,       371.60,       174.00
N,EQ,HEXT,HEXAWARE TECHNOLOGIES LTD,       775.80,       780.30,       795.55,       750.20,       757.75,                561808099.30,731273,N, ,59150,       900.00,       590.30
N,EQ,HFCL,HFCL LIMITED,        69.71,        69.90,        70.70,        68.56,        70.23,               1567721837.57,22471463,N, ,50131,       171.00,        68.56
N,EQ,HGINFRA,H.G.INFRA ENGINEERING LTD,       974.30,       974.30,       976.50,       960.10,       971.30,                 76646791.10,79246,N, ,9429,      1643.75,       928.55
N,EQ,HGS,HINDUJA GLOBAL SOLS. LTD.,       523.75,       524.00,       527.05,       510.20,       512.35,                  9695826.25,18769,N, ,2344,       954.75,       437.00
N,SM,HIGREEN,HI GREEN CARBON LIMITED,       203.00,       206.95,       215.00,       204.00,       213.50,                  2878240.00,13600,N, ,16,       340.90,       176.05
N,EQ,HIKAL,HIKAL LIMITED,       254.05,       254.05,       257.40,       252.65,       255.00,                 70300212.25,275239,N, ,10239,       464.75,       245.00
N,EQ,HILINFRA,HIGHWAY INFRASTRUCTURE L,        94.10,        95.40,        96.65,        94.20,        95.09,                 95839814.80,1005359,N, ,9816,       131.40,        88.01
N,EQ,HIMATSEIDE,HIMATSINGKA SEIDE LTD,       119.04,       120.95,       122.97,       115.10,       116.12,                 80447922.46,677848,N, ,8160,       231.30,       107.68
N,EQ,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,       461.05,       460.05,       471.65,       457.00,       457.15,                   953587.15,2055,N, ,208,       647.95,       401.75
N,EQ,HINDCON,HINDCON CHEMICALS LIMITED,        32.12,        32.12,        32.98,        31.50,        31.91,                   488661.32,15265,N, ,321,        58.30,        30.02
N,EQ,HINDCOPPER,HINDUSTAN COPPER LTD,       230.91,       230.20,       232.00,       227.55,       229.90,                339443279.57,1479650,N, ,18913,       353.00,       183.82
N,EQ,HINDNATGLS,HIND NATL GLASS & IND LTD,        10.32,         9.80,         9.80,         9.80,         9.80,                   402711.40,41093,N, ,214,        31.03,         9.80
N,EQ,HINDOILEXP,HINDUSTAN OIL EXPLORATION,       161.47,       161.02,       170.69,       160.40,       166.73,                101187618.47,603761,N, ,9901,       274.00,       147.84
N,EQ,HINDPETRO,HINDUSTAN PETROLEUM CORP,       381.75,       381.75,       383.85,       375.05,       375.90,               1177001613.00,3112442,N, ,37579,       457.15,       287.55
N,EQ,HINDWAREAP,HINDWARE HME INOVATON LTD,       311.50,       309.75,       314.20,       301.10,       310.25,                121396705.10,395292,N, ,11862,       397.65,       177.42
N,EQ,HINDZINC,HINDUSTAN ZINC LIMITED,       421.70,       423.65,       427.00,       418.00,       419.25,                535528328.35,1268832,N, ,25590,       575.40,       378.15
N,EQ,HIRECT,HIND RECTIFIER LIMITED,      1538.30,      1539.90,      1557.30,      1501.30,      1510.20,                 58404984.20,38130,N, ,4713,      2108.50,       772.85
N,EQ,HISARMETAL,HISAR METAL IND. LIMITED,       185.27,       188.10,       188.20,       186.16,       187.76,                   245080.99,1312,N, ,101,       246.65,       160.05
N,EQ,HITECH,HI-TECH PIPES LIMITED,        86.46,        86.48,        87.27,        85.90,        86.07,                 33012490.25,380957,N, ,3952,       210.85,        84.80
N,EQ,HITECHCORP,HITECH CORPORATION LTD,       201.24,       206.77,       206.77,       196.30,       198.35,                   416460.83,2088,N, ,221,       351.35,       160.00
N,EQ,HLEGLAS,HLE GLASCOAT LIMITED,       510.00,       505.00,       543.85,       503.05,       525.95,                284000252.05,535607,N, ,17430,       553.50,       217.83
N,EQ,HLVLTD,HLV LIMITED,        11.62,        11.56,        11.95,        11.54,        11.67,                  3857429.80,328670,N, ,1449,        22.55,        10.86
N,EQ,HMAAGRO,HMA AGRO INDUSTRIES LTD,        30.07,        30.08,        30.94,        29.77,        30.06,                  2512514.61,83331,N, ,760,        53.25,        27.75
N,EQ,HMVL,HINDUSTAN MEDIA VENT LTD,        85.84,        85.00,        86.85,        84.49,        85.46,                   936316.82,10887,N, ,367,       104.40,        73.20
N,EQ,HNDFDS,HINDUSTAN FOODS LIMITED,       518.95,       521.70,       528.00,       519.30,       524.75,                 10783106.10,20593,N, ,1761,       686.40,       421.50
N,SM,HOLMARC,HOLMARC OPTO MECHATRO L,       118.50,       118.50,       118.50,       118.50,       118.50,                    88875.00,750,N, ,1,       214.00,       104.00
N,EQ,HOMEFIRST,HOME FIRST FIN CO IND LTD,      1243.10,      1245.20,      1249.00,      1208.50,      1218.60,                488523259.40,400448,N, ,48768,      1519.00,       878.40
N,SM,HOMESFY,HOMESFY REALTY LIMITED,       270.00,       270.00,       278.90,       270.00,       278.90,                   326670.00,1200,N, ,2,       599.00,       253.80
N,EQ,HONASA,HONASA CONSUMER LIMITED,       293.25,       293.45,       297.05,       292.15,       292.95,                 84728326.25,287851,N, ,11554,       547.00,       197.51
N,EQ,HONAUT,HONEYWELL AUTOMATION IND,     39015.00,     39100.00,     39330.00,     38520.00,     38740.00,                130132275.00,3358,N, ,2460,     52998.95,     31025.00
N,EQ,HONDAPOWER,HONDA I POWER PRODUCT LTD,      2853.70,      2873.90,      2873.90,      2780.00,      2793.80,                 19349200.50,6871,N, ,2317,      4500.00,      1815.00
N,EQ,HPAL,HP ADHESIVES LIMITED,        46.08,        46.30,        46.38,        45.35,        46.13,                  3563537.19,77782,N, ,2033,       102.65,        42.65
N,EQ,HPIL,HINDPRAKASH INDUSTRY LTD,       128.93,       126.58,       130.55,       126.58,       127.45,                   552130.16,4318,N, ,255,       193.00,       110.40
N,EQ,HPL,HPL ELECTRIC & POWER LTD,       461.50,       461.45,       479.00,       459.05,       465.70,                 91138865.40,194346,N, ,10936,       687.00,       339.00
N,EQ,HSCL,HIMADRI SPECIALITY CHEM L,       450.70,       452.80,       456.00,       444.45,       445.90,                222601596.25,494580,N, ,19179,       688.70,       365.35
N,EQ,HUBTOWN,HUBTOWN LIMITED,       352.00,       354.05,       358.95,       347.40,       353.05,                381989857.25,1078838,N, ,15322,       365.70,       162.05
N,EQ,HUDCO,HSG & URBAN DEV CORPN LTD,       204.86,       206.00,       206.50,       202.56,       204.49,                737237736.78,3592018,N, ,25461,       299.70,       158.85
N,EQ,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,       210.93,       210.05,       217.00,       209.00,       215.56,                 16530454.73,77291,N, ,1892,       442.00,       170.56
N,SM,IBLFL,IBL FINANCE LIMITED,        72.80,        71.00,        71.00,        69.20,        69.85,                   700900.00,10000,N, ,4,        91.70,        45.45
N,EQ,ICEMAKE,ICE MAKE REFRIGERAT LTD,       741.35,       741.50,       748.00,       731.00,       739.65,                  8559663.95,11547,N, ,975,      1088.75,       575.15
N,EQ,ICIL,INDO COUNT INDUSTRIES LTD,       234.85,       233.00,       244.35,       230.00,       230.95,                 82000185.65,346544,N, ,10964,       438.90,       213.55
N,EQ,ICRA,ICRA LIMITED,      6270.00,      6215.00,      6331.50,      6215.00,      6250.00,                 26379521.50,4222,N, ,1251,      7735.40,      5015.10
N,EQ,IDBI,IDBI BANK LIMITED,        89.91,        90.00,        90.45,        84.11,        85.67,               1808236346.92,20845445,N, ,64231,       106.32,        65.89
N,EQ,IDEA,VODAFONE IDEA LIMITED,         6.57,         6.57,         6.76,         6.46,         6.49,               4753804780.56,720657284,N, ,154705,        16.55,         6.12
N,T0,IDEA,VODAFONE IDEA LIMITED,         6.57,         6.65,         6.70,         6.65,         6.49,                      100.45,15,N, ,3,         7.47,         6.45
N,EQ,IDEAFORGE,IDEAFORGE TECHNO LTD,       460.15,       462.20,       508.00,       460.20,       487.65,                714980726.55,1453724,N, ,64275,       740.00,       304.20
N,SM,IDEALTECHO,IDEAL TECHNOPLAST IND LTD,       219.25,       205.05,       206.00,       205.00,       206.00,                   616050.00,3000,N, ,3,       220.50,        88.00
N,SM,IDENTICAL,IDENTICAL BRAINS STUDIO L,        41.25,        41.35,        41.40,        41.35,        41.40,                   165500.00,4000,N, ,2,        99.75,        38.00
N,EQ,IDFCFIRSTB,IDFC FIRST BANK LIMITED,        68.05,        68.00,        69.30,        67.80,        67.99,               1409270770.19,20587732,N, ,74890,        78.45,        52.46
N,SM,IEML,INDIAN EMULSIFIERS LTD,       148.25,       148.25,       150.00,       145.00,       145.00,                  2121075.00,14500,N, ,24,       368.90,        98.45
N,EQ,IEX,INDIAN ENERGY EXC LTD,       139.76,       140.00,       141.29,       139.26,       139.80,                553587671.06,3949076,N, ,38389,       244.40,       130.26
N,EQ,IFBIND,IFB INDUSTRIES LTD,      1475.70,      1475.00,      1487.90,      1455.60,      1466.50,                 20252049.30,13790,N, ,3202,      2359.90,      1060.00
N,EQ,IFCI,IFCI LTD,        51.56,        51.90,        52.04,        51.00,        51.08,                128243435.81,2494094,N, ,12109,        80.83,        36.20
N,EQ,IFGLEXPOR,IFGL REFRACTORIES LIMITED,       244.11,       242.00,       248.89,       238.00,       239.65,                  4661753.21,19151,N, ,1781,       660.95,       217.90
N,EQ,IGARASHI,IGARASHI MOTORS INDIA LTD,       477.35,       479.20,       484.00,       470.45,       478.75,                  8642497.65,18106,N, ,1319,       848.95,       401.05
N,EQ,IGCL,INDOGULF CROPSCIENCES LTD,       106.78,       107.85,       107.85,       105.02,       105.57,                 18510773.95,173633,N, ,2214,       122.00,        97.99
N,EQ,IGIL,INTERNATIO GEMM INS (I) L,       337.35,       339.00,       347.85,       330.55,       332.65,                263394926.60,775350,N, ,27310,       642.30,       282.00
N,EQ,IGL,INDRAPRASTHA GAS LTD,       206.68,       206.60,       208.40,       204.65,       206.74,                512463755.29,2478859,N, ,54890,       570.35,       172.00
N,EQ,IGPL,I G PETROCHEMICALS LTD,       430.45,       430.45,       435.25,       426.20,       428.80,                  5512392.75,12811,N, ,1120,       727.00,       386.00
N,EQ,IIFL,IIFL FINANCE LIMITED,       436.20,       436.00,       440.45,       425.90,       427.60,                443600445.70,1027543,N, ,16853,       560.60,       279.80
