"SYMBOL","TRADING_SIGNAL","TECHNICAL_SCORE","RSI","RELATIVE_STRENGTH","CONFIDENCE_SCORE","SIMULATED_WIN_RATE","SIMULATED_RETURN","SIMULATED_TRADES","RISK_ADJUSTED_RETURN","CONFIDENCE_CATEGORY","PERFORMANCE_CATEGORY","RISK_PERFORMANCE","ANALYSIS_DATE","BACKTESTING_TYPE"
"ALKALI","SELL",24.7,30.8,-10.33,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"BAIDFIN","SELL",24.7,38.3,-1.31,0.3988,0.51904,-0.05982,5,-0.0853108956075299,"Low","Negative","Negative",2025-09-01,"quick"
"ADANIGREEN","SELL",24,37.6,-2.14,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"SUNTV","SELL",24,33.6,-8.63,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"REDINGTON","SELL",24,38.8,-15.18,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"CYIENT","SELL",24,37.1,-10.32,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"LTFOODS","SELL",24,33.5,-0.21,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"BSOFT","SELL",24,37.1,-9.62,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"KIRLPNU","SELL",24,36,-4.97,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"AETHER","SELL",24,39,-0.65,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"MOMENTUM50","SELL",24,31.2,-3.47,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"BAJAJELEC","SELL",24,34.9,-10.75,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"INDOCO","SELL",24,33.2,-2.15,0.396,0.5168,-0.0594,5,-0.084375,"Low","Negative","Negative",2025-09-01,"quick"
"IGIL","SELL",23.3,36.4,-4.24,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"J&KBANK","SELL",23.3,32.9,-0.4,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"NEOGEN","SELL",23.3,34.8,-8.95,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"ECOSMOBLTY","SELL",23.3,37.3,-0.44,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"MANGALAM","SELL",23.3,35.8,-4.11,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"GFLLIMITED","SELL",23.3,35.4,-1.96,0.3932,0.51456,-0.05898,5,-0.083446519524618,"Low","Negative","Negative",2025-09-01,"quick"
"HFCL","SELL",22.7,36.4,-11.16,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"TRITURBINE","SELL",22.7,30.9,-12.01,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"DATAPATTNS","SELL",22.7,35.1,-16.36,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"JUBLPHARMA","SELL",22.7,31.5,-5.34,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"PRIVISCL","SELL",22.7,34.1,-6.43,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"ARMANFIN","SELL",22.7,33.9,-16.33,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"MOM30IETF","SELL",22.7,35.5,-1.36,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"PFS","SELL",22.7,38.8,-3.18,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"GILLANDERS","SELL",22.7,34.5,-11.95,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"MOMOMENTUM","SELL",22.7,36.4,-1.15,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"RUBYMILLS","SELL",22.7,35.2,-4.42,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"JAYAGROGN","SELL",22.7,39.8,-0.32,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"3PLAND","SELL",22.7,39,-13.57,0.3908,0.51264,-0.05862,5,-0.0826565143824027,"Low","Negative","Negative",2025-09-01,"quick"
"MOTHERSON","SELL",22,32.8,-34.51,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"CHOLAFIN","SELL",22,36.3,-6.89,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"BEML","SELL",22,36.2,-10.42,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"KTKBANK","SELL",22,32.4,-11.99,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"DCBBANK","SELL",22,35.4,-11.13,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"CAPACITE","SELL",22,35.6,-10.28,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"KSL","SELL",22,35.7,-2.84,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"ATULAUTO","SELL",22,38.4,-1.72,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"BHARATWIRE","SELL",22,36.2,-20.5,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"HDFCMOMENT","SELL",22,36.6,-1.25,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"VALIANTLAB","SELL",22,39.5,-19.5,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"ATAM","SELL",22,38.3,-14.15,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"NAGREEKCAP","SELL",22,36.9,-0.59,0.388,0.5104,-0.0582,5,-0.0817415730337079,"Low","Negative","Negative",2025-09-01,"quick"
"ICICIGI","SELL",21.3,35.4,-1.22,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"GESHIP","SELL",21.3,37.6,-0.08,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"ARKADE","SELL",21.3,31.1,-6.97,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"TVSSCS","SELL",21.3,35.4,-10.21,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"GPTINFRA","SELL",21.3,32.4,-8.39,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"BALPHARMA","SELL",21.3,37.4,-9.68,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"ASMS","SELL",21.3,38.7,-10.34,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"LAXMICOT","SELL",21.3,33.5,-10.59,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"COMPUSOFT","SELL",21.3,30.8,-6.41,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"DBSTOCKBRO","SELL",21.3,38.3,-13.19,0.3852,0.50816,-0.05778,5,-0.0808337996642417,"Low","Negative","Negative",2025-09-01,"quick"
"GRSE","SELL",20.7,34.1,-23.59,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"HUDCO","SELL",20.7,33.6,-4.97,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"AEGISLOG","SELL",20.7,34.4,-9.64,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"NH","SELL",20.7,37.4,-4.3,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"MODEFENCE","SELL",20.7,30.4,-12.69,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"MANORAMA","SELL",20.7,37.7,-0.75,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"MAHSEAMLES","SELL",20.7,33.9,-2.26,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"SCHAND","SELL",20.7,33.3,-19.39,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"MANBA","SELL",20.7,39.9,-3.81,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"GMBREW","SELL",20.7,38.8,-2.82,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"ALANKIT","SELL",20.7,31.5,-2.44,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"INDOUS","SELL",20.7,36.8,-0.81,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"LOVABLE","SELL",20.7,39.4,-2.4,0.3828,0.50624,-0.05742,5,-0.0800613496932515,"Low","Negative","Negative",2025-09-01,"quick"
"360ONE","SELL",20,36.4,-5.41,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"NCC","SELL",20,30.8,-4.97,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"CHOLAHLDNG","SELL",20,30.7,-10.99,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"BRIGADE","SELL",20,34.2,-17.37,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"TARC","SELL",20,32.8,-14.47,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"HGINFRA","SELL",20,38,-1.83,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"PSB","SELL",20,34.5,-6.88,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"GALAPREC","SELL",20,37.3,-6.31,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"RSWM","SELL",20,36.9,-10.16,0.38,0.504,-0.057,5,-0.0791666666666667,"Low","Negative","Negative",2025-09-01,"quick"
"SUZLON","SELL",19.3,31.2,-8.35,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"MAHABANK","SELL",19.3,31.4,-1.06,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"GRAPHITE","SELL",19.3,35.9,-4.17,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"GALAXYSURF","SELL",19.3,36.7,-6.32,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"GOCOLORS","SELL",19.3,31.8,-14.54,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"ORIENTTECH","SELL",19.3,36.6,-5.41,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"DYNAMATECH","SELL",19.3,38.7,-8.09,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"ORIENTHOT","SELL",19.3,39.9,-4,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"GSLSU","SELL",19.3,34.8,-8.03,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"NAHARSPING","SELL",19.3,39,-17.17,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"TOP10ADD","SELL",19.3,36.7,-0.81,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"MUTHOOTCAP","SELL",19.3,37.3,-1.64,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"TVSSRICHAK","SELL",19.3,38.8,-4.89,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"OAL","SELL",19.3,33.4,-11.89,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"MOMENTUM","SELL",19.3,36.7,-1.26,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"LIBAS","SELL",19.3,36.3,-12.44,0.3772,0.50176,-0.05658,5,-0.078278915329275,"Low","Negative","Negative",2025-09-01,"quick"
"DLF","SELL",18.7,34.9,-8.94,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"SIGNATURE","SELL",18.7,32.4,-10.84,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"GUJGASLTD","SELL",18.7,34.7,-6,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"NELCO","SELL",18.7,34,-23.19,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"RPSGVENT","SELL",18.7,37.5,-2.59,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"UGARSUGAR","SELL",18.7,39.4,-7.33,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"IRMENERGY","SELL",18.7,36.1,-5.04,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"VETO","SELL",18.7,37.3,-5.47,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"TREJHARA","SELL",18.7,39.3,-8.74,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"KANORICHEM","SELL",18.7,35.7,-8.8,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"MEGASTAR","SELL",18.7,35.5,-3,0.3748,0.49984,-0.05622,5,-0.0775234418091561,"Low","Negative","Negative",2025-09-01,"quick"
"SBICARD","SELL",18,37.2,-13.81,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"IREDA","SELL",18,30.3,-11.38,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"ICICIPRULI","SELL",18,35.1,-1.42,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"TATATECH","SELL",18,33.5,-6.63,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"MVGJL","SELL",18,32.7,-18.24,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"MADRASFERT","SELL",18,39.4,-0.34,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"AMBIKCO","SELL",18,39.9,-5.4,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"EMULTIMQ","SELL",18,33.5,-3.18,0.372,0.4976,-0.0558,5,-0.0766483516483516,"Low","Negative","Negative",2025-09-01,"quick"
"BBNPNBETF","SELL",32.7,29.6,1.01,0.3708,0.49664,-0.05562,5,-0.0762753702687877,"Low","Negative","Negative",2025-09-01,"quick"
"VEDL","SELL",17.3,38.6,-4.27,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"INOXWIND","SELL",17.3,32.5,-15.04,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"LICI","SELL",17.3,31.4,-5.24,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"PETRONET","SELL",17.3,36.6,-5.73,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"GPPL","SELL",17.3,35.5,-2.71,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"TRIDENT","SELL",17.3,32,-5.34,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"ICIL","SELL",17.3,30.2,-10.8,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"GANESHHOUC","SELL",17.3,36.9,-7.28,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"SCILAL","SELL",17.3,31,-6.06,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"TMB","SELL",17.3,33,-1.74,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"ITDC","SELL",17.3,32.2,-7.47,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"GICHSGFIN","SELL",17.3,33.8,-5.1,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"GHCLTEXTIL","SELL",17.3,39.6,-8.57,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"ACLGATI","SELL",17.3,34.3,-4.45,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"ESAFSFB","SELL",17.3,31.6,-2.42,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"IVC","SELL",17.3,34.1,-8.42,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"JAYSREETEA","SELL",17.3,34.3,-3.75,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"GEECEE","SELL",17.3,38.3,-5.59,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"SHRENIK","SELL",17.3,33.7,-9.54,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"NATCAPSUQ","SELL",17.3,35.9,-2.66,0.3692,0.49536,-0.05538,5,-0.0757799671592775,"Low","Negative","Negative",2025-09-01,"quick"
"OFSS","SELL",16.7,37.8,-10.53,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"PPLPHARMA","SELL",16.7,33.1,-1.56,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"SHAKTIPUMP","SELL",16.7,36.3,-16.18,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"UCOBANK","SELL",16.7,34.4,-5.39,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"MIDHANI","SELL",16.7,30.2,-11,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"ROUTE","SELL",16.7,31.3,-15.32,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"ANUP","SELL",16.7,30.8,-12.7,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"SUNFLAG","SELL",16.7,35.3,-0.43,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"UTKARSHBNK","SELL",16.7,38.9,-8.07,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"KECL","SELL",16.7,30.1,-11.64,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"STANLEY","SELL",16.7,31.3,-7.96,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"PVSL","SELL",16.7,31.9,-5.46,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"SSDL","SELL",16.7,37.7,-4.87,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"ZODIACLOTH","SELL",16.7,38.3,-6.04,0.3668,0.49344,-0.05502,5,-0.0750409165302782,"Low","Negative","Negative",2025-09-01,"quick"
"INDUSTOWER","SELL",16,37.3,-10.02,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"GODREJPROP","SELL",16,34.9,-17.29,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"SOLARINDS","SELL",16,35.1,-15.74,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"HINDPETRO","SELL",16,30,-1,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"HINDCOPPER","SELL",16,31.7,-5.88,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"KPRMILL","SELL",16,38,-7.9,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"PARAS","SELL",16,31,-56.68,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"TIMKEN","SELL",16,36.4,-7.19,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"SERVOTECH","SELL",16,39,-8.77,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"SEQUENT","SELL",16,39.3,-9.1,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"DLINKINDIA","SELL",16,37.8,-8.54,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"VSTIND","SELL",16,35.6,-1.5,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"KOPRAN","SELL",16,32,-15.14,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"HAPPYFORGE","SELL",16,34.3,-3.22,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"SURYODAY","SELL",16,37.3,-8.84,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"OILIETF","SELL",16,31.2,-1.29,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"RESPONIND","SELL",16,32.8,-2.51,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"PILANIINVS","SELL",16,36.2,-2.82,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"TEXMOPIPES","SELL",16,35,-8.83,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"TARMAT","SELL",16,33.2,-8.96,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"NPBET","SELL",16,30,-2.23,0.364,0.4912,-0.0546,5,-0.0741847826086957,"Low","Negative","Negative",2025-09-01,"quick"
"HDFCNIFBAN","SELL",30.7,27.9,0.47,0.3628,0.49024,-0.05442,5,-0.0738198589256647,"Low","Negative","Negative",2025-09-01,"quick"
"ABSLBANETF","SELL",30.7,27.8,0.28,0.3628,0.49024,-0.05442,5,-0.0738198589256647,"Low","Negative","Negative",2025-09-01,"quick"
"ADANIENSOL","SELL",15.3,33,-6.14,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"LICHSGFIN","SELL",15.3,36.3,-4.5,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"THERMAX","SELL",15.3,34.7,-5,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"SUNDARMFIN","SELL",15.3,39.5,-2.61,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"IIFL","SELL",15.3,36.3,-8.26,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"VOLTAMP","SELL",15.3,32.6,-6.6,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"MOL","SELL",15.3,32.4,-5.66,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"NITCO","SELL",15.3,32,-9.98,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"ROSSARI","SELL",15.3,30,-5.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"RUPA","SELL",15.3,32.5,-6.68,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"VIKASECO","SELL",15.3,33.2,-12.55,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"OSWALGREEN","SELL",15.3,34.5,-6.31,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
"IGPL","SELL",15.3,39,-5.3,0.3612,0.48896,-0.05418,5,-0.0733351380617217,"Low","Negative","Negative",2025-09-01,"quick"
