"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
23,"ASHOKLEY","ASHOK LEYLAND LTD","LARGE_CAP",184.88,3.18,NA,15.55,78,83,"STRONG_BULLISH",28.43,16,14,25,71.08,74.57,82,59.41,59.17,4832562009.9,"BUY",2026-01-01
108,"AVANTIFEED","AVANTI FEEDS LIMITED","MID_CAP",878.5,5.6,NA,8.95,76,69.4,"BULLISH",31.33,16,12,20,60,68.81,56,59.25,44.17,1351049736.15,"BUY",2026-01-01
218,"CSBBANK","CSB BANK LIMITED","SMALL_CAP",483.9,5.4,NA,17.18,73.3,73.9,"BULLISH",21.61,20,7,20,62.59,64.05,61,59.12,66,598655337.15,"BUY",2026-01-01
98,"LUMAXTECH","LUMAX AUTO TECH LTD","MID_CAP",1616.6,4.67,NA,4.26,68.7,68.9,"STRONG_BULLISH",20.28,20,14,0,NA,NA,NA,NA,NA,1475398756.1,"BUY",2026-01-01
292,"SANSERA","SANSERA ENGINEERING LTD","SMALL_CAP",1765.5,5.28,NA,2.45,68.7,65.4,"STRONG_BULLISH",22.2,16,18,0,NA,NA,NA,NA,NA,357913696.1,"BUY",2026-01-01
59,"BANKBARODA","BANK OF BARODA","MID_CAP",300.75,1.64,NA,1.3,66,63.3,"STRONG_BULLISH",10.11,9,11,15,53.65,55.48,47,57.94,54.17,2541583185.3,"BUY",2026-01-01
229,"ANURAS","ANUPAM RASAYAN INDIA LTD","SMALL_CAP",1326.5,0.58,NA,9.61,66,71,"STRONG_BULLISH",18.05,15,13,15,55.72,58.04,51,58.27,54,538779470.3,"BUY",2026-01-01
588,"CUBEXTUB","CUBEXTUBINGS-ROLLSETT","MICRO_CAP",119.44,4.1,NA,29.98,66,78.3,"NEUTRAL",14.46,18,0,25,73.57,79.05,94,61,41.67,63491800.3,"BUY",2026-01-01
135,"JKTYRE","JK TYRE & INDUSTRIES LTD","MID_CAP",516.65,2.78,NA,13.7,65.3,74.7,"STRONG_BULLISH",34.52,20,12,0,NA,NA,NA,NA,NA,1065490393.7,"BUY",2026-01-01
239,"PRECWIRE","PRECISION WIRES INDIA LTD","SMALL_CAP",248.55,4.85,NA,-0.08,64.7,56.7,"BULLISH",15.27,13,18,0,NA,NA,NA,NA,NA,504999110.84,"HOLD",2026-01-01
341,"APEX","APEX FROZEN FOODS LIMITED","MICRO_CAP",290.65,4.21,NA,2.38,64.7,58.7,"BULLISH",23.04,10,6,15,57.85,71.74,64,58.27,10,281845979.25,"HOLD",2026-01-01
112,"POCL","PONDY OXIDES & CHEM LTD","MID_CAP",1518.9,4.46,NA,18.56,64,69.6,"BULLISH",18.21,18,12,0,NA,NA,NA,NA,NA,1277973985.8,"HOLD",2026-01-01
168,"CRAFTSMAN","CRAFTSMAN AUTOMATION LTD","SMALL_CAP",7722.5,0.43,NA,11.04,64,71.7,"STRONG_BULLISH",10.18,14,6,15,54.65,50.22,53,57.05,66,828842583,"HOLD",2026-01-01
423,"DIAMONDYD","PRATAAP SNACKS LIMITED","MICRO_CAP",1218,2.84,NA,13.1,64,73.9,"STRONG_BULLISH",15.84,18,12,0,NA,NA,NA,NA,NA,165346701.7,"HOLD",2026-01-01
126,"KARURVYSYA","KARUR VYSYA BANK LTD","MID_CAP",269.4,2.11,NA,7.44,63.3,70.4,"BULLISH",24.96,18,14,0,NA,NA,NA,NA,NA,1130065274.95,"HOLD",2026-01-01
48,"ADANIENSOL","ADANI ENERGY SOLUTION LTD","LARGE_CAP",1046.4,1.85,NA,7.11,62.7,68.3,"STRONG_BULLISH",10.36,14,11,0,10,10,10,10,10,2914423043.7,"HOLD",2026-01-01
60,"BPCL","BHARAT PETROLEUM CORP  LT","MID_CAP",381.5,-0.65,NA,6.34,62.7,65,"STRONG_BULLISH",7.87,7,6,20,62.6,70,56,58.64,59.17,2508912092.15,"HOLD",2026-01-01
294,"SJS","SJS ENTERPRISES LIMITED","SMALL_CAP",1779.8,4.72,NA,6.75,62.7,63.5,"BULLISH",12.76,12,16,0,NA,NA,NA,NA,NA,354406164.6,"HOLD",2026-01-01
482,"BSOFT","BIRLASOFT LIMITED","MICRO_CAP",432,-0.3,NA,6.68,62.7,66.8,"STRONG_BULLISH",19.6,15,10,15,55.22,53.91,51,57.27,63,126599999.95,"HOLD",2026-01-01
10,"INDUSTOWER","INDUS TOWERS LIMITED","LARGE_CAP",435.8,4.07,NA,8.42,62,72.5,"STRONG_BULLISH",19.59,18,9,0,NA,NA,NA,NA,NA,7816449592.55,"HOLD",2026-01-01
64,"BHEL","BHEL","MID_CAP",291.45,1.39,NA,2.08,62,63.2,"BULLISH",15.12,9,8,15,53.94,54.13,47,55.45,63,2309206051.05,"HOLD",2026-01-01
470,"BAJAJCON","BAJAJ CONSUMER CARE LTD","MICRO_CAP",265.7,3.71,NA,0.36,62,50.6,"BEARISH",7.19,7,14,20,61.4,60.24,65,60.25,60,132562173.9,"HOLD",2026-01-01
80,"AJANTPHARM","AJANTA PHARMA LIMITED","MID_CAP",2938.4,6.12,NA,13.51,61.3,82.9,"BULLISH",18.51,20,14,0,10,10,10,10,10,1801912540.2,"HOLD",2026-01-01
278,"AETHER","AETHER INDUSTRIES LIMITED","SMALL_CAP",898.95,4.52,NA,3.55,61.3,60.8,"BULLISH",14.97,12,14,0,10,10,10,10,10,394662048,"HOLD",2026-01-01
293,"UNIVCABLES","UNIVERSAL CABLES LTD","SMALL_CAP",957.9,7.81,NA,-1.02,61.3,64.9,"BULLISH",30.14,16,10,0,NA,NA,NA,NA,NA,354477683.45,"HOLD",2026-01-01
320,"BSLGOLDETF","ADITYBIRLA SL GOLD ETF-GR","MICRO_CAP",117.53,0.04,NA,4.71,61.3,71.3,"STRONG_BULLISH",9.77,14,15,0,10,10,10,10,10,321404369.79,"HOLD",2026-01-01
445,"EGOLD","EDELAMC - EGOLD","MICRO_CAP",133.55,0.34,NA,4.34,61.3,72.7,"STRONG_BULLISH",10.07,16,15,0,NA,NA,NA,NA,NA,150791531.95,"HOLD",2026-01-01
669,"ARTEMISMED","ARTEMIS MED SERVICE LTD","MICRO_CAP",278.9,2.9,NA,1.57,61.3,57.4,"BULLISH",15.01,8,13,15,50.87,51.3,47,56.14,49.17,35767764.2,"HOLD",2026-01-01
