"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"BLISSGVS",203.6,-62.53,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,80.7,"MID_CAP"
"BSE",2985.1,-43.08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"LARGE_CAP"
"CARRARO",573.9,-34.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.7,"MICRO_CAP"
"BLUESTARCO",1937,1.38,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,74,"MID_CAP"
"CANTABIL",297.5,-27.41,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"TATASTEEL",202,-20.48,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70,"LARGE_CAP"
"ASHOKLEY",205.8,-86.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MID_CAP"
"ARVIND",387.6,-37.43,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"CONSOFINVT",225.25,-42.95,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,67.3,"MICRO_CAP"
"SBIN",1146,-42.76,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"BANKINDIA",168.41,-35.7,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66.7,"MID_CAP"
"BAJAJCON",380.15,-76.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"JAMNAAUTO",135.14,-77.77,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"JKTYRE",555.85,-55.78,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,65.3,"MID_CAP"
