"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ASTRAL",1689.2,-2.91,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,78.7,"MID_CAP"
"DCXINDIA",190.98,-1.35,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,76,"LARGE_CAP"
"BELRISE",197.2,-4.71,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,76,"MID_CAP"
"ASTERDM",672.7,-0.14,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,74.7,"SMALL_CAP"
"BLUESTARCO",1948.5,-1.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,70.7,"MID_CAP"
"COALINDIA",440.45,-3.62,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"MID_CAP"
"ASTRAMICRO",1038.05,-2.07,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,69.3,"SMALL_CAP"
"DATAPATTNS",3491.2,-3.71,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"LARGE_CAP"
"ASHOKLEY",194.67,-6.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"MRPL",206.55,-4.73,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"LARGE_CAP"
"MTARTECH",3782.2,-9.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"MID_CAP"
"CENTUM",2855.6,-3.96,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"CHENNPETRO",1007.5,-0.37,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66.7,"MID_CAP"
"BEL",468.45,-3.18,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66,"LARGE_CAP"
"KIRLOSENG",1510.5,-6.68,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,65.3,"MID_CAP"
"CGPOWER",715.45,-0.94,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MID_CAP"
"CUMMINSIND",4800.7,-2.32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64,"MID_CAP"
"ABB",6062,-3.94,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"MID_CAP"
"COSMOFIRST",700.05,0.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"MICRO_CAP"
"BAJAJ-AUTO",9816,-1.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"BANDHANBNK",183.03,-4.38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62,"MID_CAP"
"AETHER",1011.95,-2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"SMALL_CAP"
"BHARATFORG",1923.9,-7.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MID_CAP"
"MBAPL",469.7,-4.01,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,61.3,"MICRO_CAP"
"BLISSGVS",213.89,-5.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"LOKESHMACH",205.61,-5.57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"UNIONGOLD",154.85,-5.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,61.3,"MICRO_CAP"
"CUPID",402.2,-3.83,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"MID_CAP"
"MARICO",785.25,-1.33,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"MID_CAP"
"DEEDEV",280.2,-5.72,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60.7,"SMALL_CAP"
"AVANTIFEED",1165.1,-7.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60,"SMALL_CAP"
"ABSLAMC",924.4,-5.74,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,60,"MICRO_CAP"
"AXISBANK",1315.8,-0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"LARGE_CAP"
"SOLARINDS",15152,-2.65,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,59.3,"LARGE_CAP"
"UBL",1758.2,-0.62,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,59.3,"SMALL_CAP"
"GULPOLY",156.31,-2.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59.3,"MICRO_CAP"
"MIDHANI",352.85,-1.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.7,"MICRO_CAP"
"AVADHSUGAR",384.2,-0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.7,"MICRO_CAP"
"BRITANNIA",5983,-0.57,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,58,"MID_CAP"
"ANANDRATHI",3198.7,-2.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,58,"MICRO_CAP"
"CIEINDIA",463.95,-2.61,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,58,"MICRO_CAP"
"CEIGALL",277.8,-3.13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,58,"MICRO_CAP"
"TORNTPHARM",4317.8,-3.2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,57.3,"MID_CAP"
"LUPIN",2343.8,-3.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,56.7,"MID_CAP"
"JSWENERGY",488.2,-0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"MID_CAP"
"FINCABLES",968.85,-5.86,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"GLENMARK",2124.4,-3.04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"ACUTAAS",2250.7,-4.01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56.7,"SMALL_CAP"
"HEMIPROP",139.27,-0.36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,56.7,"MICRO_CAP"
"ONGC",278.95,-2.68,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,56,"LARGE_CAP"
"HINDALCO",958.9,-4.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"LARGE_CAP"
"NTPC",380.6,-3.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"LARGE_CAP"
"KTKBANK",217.8,-1.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,56,"MID_CAP"
"AMBER",7872.5,-2.34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,56,"SMALL_CAP"
"SBIN",1143,-3.52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55.3,"LARGE_CAP"
"VEDL",721,-9.05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"LARGE_CAP"
"GOLDIETF",135.26,-5.53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MID_CAP"
"APOLLOHOSP",7724.5,-1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MID_CAP"
"SETFGOLD",134.86,-5.55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"GESHIP",1415.3,-5.97,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,55.3,"SMALL_CAP"
"GOLD1",131.85,-5.56,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"SMALL_CAP"
"LIQUIDETF",1000,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,55.3,"SMALL_CAP"
"NELCAST",114.59,-1.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"BALRAMCHIN",480.95,-1.25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,55.3,"MICRO_CAP"
"CCL",1015.8,-0.6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,55.3,"MICRO_CAP"
"BSLGOLDETF",139.09,-5.65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,55.3,"MICRO_CAP"
"STLTECH",181.3,-13.59,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"MID_CAP"
"BIOCON",390.7,0.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"SMALL_CAP"
"BAJAJCON",371.8,-8.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54.7,"MICRO_CAP"
"APOLLOPIPE",350.1,-3.44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,54.7,"MICRO_CAP"
"JWL",298.6,-0.81,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"SHRIRAMFIN",1007.5,-4.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"SUNPHARMA",1799.4,-0.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"LARGE_CAP"
"KIRLOSBROS",1645.7,0.97,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,54,"LARGE_CAP"
"AUROPHARMA",1231.9,-0.63,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,54,"SMALL_CAP"
"INOXINDIA",1180.6,-0.13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,"MICRO_CAP"
"NATIONALUM",396.15,-11.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"LARGE_CAP"
"POWERINDIA",25860,-3.98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,53.3,"MID_CAP"
"FINPIPE",187.47,-0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,53.3,"MICRO_CAP"
"BDL",1356.7,1.62,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,52.7,"LARGE_CAP"
"GVT&D",3869,-6.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MID_CAP"
"NAVINFLUOR",6572,-2.45,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,52.7,"MID_CAP"
"CASHIETF",1052.52,-0.27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"SMALL_CAP"
"CPPLUS",1670.4,-0.78,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,52.7,"MICRO_CAP"
"RKFORGE",565.2,-1.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52.7,"MICRO_CAP"
"OIL",484.5,-3.01,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,52,"MID_CAP"
"PETRONET",290.4,-1.39,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,52,"MID_CAP"
"HDFCGOLD",135.11,-5.57,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"BANKINDIA",159.58,-1.87,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"SMALL_CAP"
"SAILIFE",1037,-3.44,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,52,"SMALL_CAP"
