"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"AVANTIFEED",1473.3,-31.58,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80.7,"MID_CAP"
"BAJAJCON",469.95,-25.71,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.7,"LARGE_CAP"
"CENTUM",3084.8,-12.88,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,78.7,"MICRO_CAP"
"CHENNPETRO",1041.85,-8.07,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,77.3,"MID_CAP"
"APEX",466.85,-25.37,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,77.3,"MID_CAP"
"DALMIASUG",394.15,-15.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76.7,"MICRO_CAP"
"ARVIND",386.75,-11.26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76.7,"MICRO_CAP"
"APARINDS",11482,-20.95,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74,"MID_CAP"
"BELRISE",214.1,-9.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74,"SMALL_CAP"
"CARBORUNIV",940.1,-5.9,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,74,"MICRO_CAP"
"CEIGALL",306.95,-3.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,"MICRO_CAP"
"ASTERDM",688.15,-5.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,72.7,"MICRO_CAP"
