"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
13,"ABB","ABB INDIA LIMITED","LARGE_CAP",7587,4.58,10.39,25.58,78.7,81.7,"STRONG_BULLISH",35.99,20,16,20,61.29,55.43,73,59.32,60,13176264146,"BUY",2026-04-22
226,"BALRAMCHIN","BALRAMPUR CHINI MILLS LTD","SMALL_CAP",541.55,6.43,11.58,14.37,78.7,70.4,"STRONG_BULLISH",26.78,20,12,20,69.75,71.09,82,56.82,63,1267615323.55,"BUY",2026-04-22
243,"BLISSGVS","BLISS GVS PHARMA LTD","SMALL_CAP",273.59,5.71,6.28,40.71,78.7,72.1,"STRONG_BULLISH",52.62,18,14,20,66.8,73.48,70,56.82,57,1100856563.39,"BUY",2026-04-22
302,"APOLLOPIPE","APOLLO PIPES LIMITED","MICRO_CAP",462.5,3.03,1.8,14.65,78.7,64.1,"STRONG_BULLISH",75.87,18,16,15,55.88,55.87,53,58.64,57,738981218.95,"BUY",2026-04-22
187,"AZAD","AZAD ENGINEERING LIMITED","SMALL_CAP",1950.4,4.71,6.21,42.73,76.7,76.3,"STRONG_BULLISH",32.98,20,14,15,55.24,52.39,51,58.18,66,1668512314.7,"BUY",2026-04-22
83,"CHENNPETRO","CHENNAI PETROLEUM CORP LT","MID_CAP",1071.4,4.8,10.33,6.65,76,61,"BULLISH",25.79,14,14,20,68.3,71.74,82,58.64,49.17,3669824571.35,"BUY",2026-04-22
470,"CEIGALL","CEIGALL INDIA LIMITED","MICRO_CAP",326.35,1.19,8.95,23.92,76,77.7,"STRONG_BULLISH",20.01,18,15,15,52.84,53.04,47,56.59,57,299627721.55,"BUY",2026-04-22
414,"ASTERDM","ASTER DM HEALTHCARE LTD.","MICRO_CAP",684.3,0.67,0.19,10.14,75.3,56.7,"STRONG_BULLISH",30.8,14,15,20,60.89,64.13,56,56.68,66,398343434.85,"BUY",2026-04-22
570,"DALMIASUG","DALMIA BHARAT SUG IN LTD","MICRO_CAP",402.55,5.12,6.3,32.07,75.3,68.1,"STRONG_BULLISH",40.48,15,14,20,69.58,73.7,84,58.64,49.17,183614956.85,"BUY",2026-04-22
19,"DATAPATTNS","DATA PATTERNS INDIA LTD","LARGE_CAP",3828.3,8.56,10.93,24.59,73.3,72.8,"STRONG_BULLISH",50.36,20,9,15,52.76,52.39,47,57.5,57,11029699850.6,"BUY",2026-04-22
