"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
127,"ASTRAL","ASTRAL LIMITED","MID_CAP",1689.2,1.57,1.28,12.51,78.7,68.9,"STRONG_BULLISH",21.42,14,15,20,62.97,68.04,60,59.41,59.17,1853740439,"BUY",2026-03-06
15,"DCXINDIA","DCX SYSTEMS LIMITED","LARGE_CAP",190.98,7.44,7.75,11.14,76,60,"BULLISH",17.84,18,14,20,62.14,56.3,81,56.36,54,11230518003.8,"BUY",2026-03-06
75,"BELRISE","BELRISE INDUSTRIES LTD","MID_CAP",197.2,5.11,5.04,6.85,76,66.6,"STRONG_BULLISH",28.19,18,12,15,53.29,50.22,51,57.27,60,3329438934.72,"BUY",2026-03-06
206,"ASTERDM","ASTER DM HEALTHCARE LTD.","SMALL_CAP",672.7,2.63,2.77,24.49,74.7,71,"BULLISH",11.6,14,16,20,60.89,64.13,56,56.68,66,968265013.85,"BUY",2026-03-06
125,"BLUESTARCO","BLUE STAR LIMITED","MID_CAP",1948.5,0.09,0.38,3.63,70.7,55.1,"BEARISH",18.02,12,9,25,72.84,74.35,86,58.5,66,1867499091.7,"BUY",2026-03-06
52,"COALINDIA","COAL INDIA LTD","MID_CAP",440.45,-1.99,2.28,1.28,69.3,57.1,"STRONG_BULLISH",21.6,10,10,25,71.16,75.65,82,61.36,54.17,4676559317.25,"BUY",2026-03-06
255,"ASTRAMICRO","ASTRA MICROWAVE LTD","SMALL_CAP",1038.05,0.74,7.17,9,69.3,69,"BEARISH",19.96,16,6,25,71.97,73.91,94,57.05,50,662398705.75,"BUY",2026-03-06
21,"DATAPATTNS","DATA PATTERNS INDIA LTD","LARGE_CAP",3491.2,3.93,8.75,33.32,68.7,75.4,"BULLISH",31.89,20,6,15,52.76,52.39,47,57.5,57,9358937768.9,"BUY",2026-03-06
54,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",194.67,-4.12,-7.78,-3.11,68.7,41.5,"STRONG_BULLISH",26.7,11,6,25,71.08,74.57,82,59.41,59.17,4655092751.63,"BUY",2026-03-06
30,"MRPL","MRPL","LARGE_CAP",206.55,5.25,5.03,12.91,67.3,68.3,"STRONG_BULLISH",40.03,20,12,0,NA,NA,NA,NA,NA,7205479636.8,"BUY",2026-03-06
79,"MTARTECH","MTAR TECHNOLOGIES LIMITED","MID_CAP",3782.2,5.67,-0.65,11.51,67.3,63.8,"STRONG_BULLISH",64.34,18,14,0,NA,NA,NA,NA,NA,3251295856.9,"BUY",2026-03-06
314,"CENTUM","CENTUM ELECTRONICS LTD","MICRO_CAP",2855.6,4.8,7.34,20.8,67.3,67.4,"BULLISH",34.84,15,16,20,64.92,71.74,60,61.14,60,438532955.8,"BUY",2026-03-06
67,"CHENNPETRO","CHENNAI PETROLEUM CORP LT","MID_CAP",1007.5,1.61,4.74,14.37,66.7,68.1,"BULLISH",14.23,16,4,20,68.3,71.74,82,58.64,49.17,3637288159.6,"BUY",2026-03-06
10,"BEL","BHARAT ELECTRONICS LTD","LARGE_CAP",468.45,1.84,5.34,6.66,66,65.9,"STRONG_BULLISH",20.81,14,6,15,54.37,52.39,47,56.59,69,13217400042.1,"BUY",2026-03-06
