"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"COALINDIA",423.2,-7.14,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,78.7,"LARGE_CAP"
"BAJAJCON",296.9,-8.81,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,77.3,"LARGE_CAP"
"BANKINDIA",166.42,-22.2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,76.7,"LARGE_CAP"
"ASHOKLEY",190.28,-27.21,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,75.3,"MID_CAP"
"DCBBANK",188.79,-31.98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73.3,"SMALL_CAP"
"CUPID",410.2,-47.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"LARGE_CAP"
"SAIL",151.65,-10.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"LARGE_CAP"
"APLAPOLLO",1976,-9.69,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"MID_CAP"
"ALKEM",5758.5,-3.96,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"SMALL_CAP"
"AVANTIFEED",778.1,-14.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"SMALL_CAP"
"INFOBEAN",894.65,-55.79,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"SMALL_CAP"
"PSUBNKBEES",100.21,-11.89,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66.7,"SMALL_CAP"
