"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ABB",7587,-44.61,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.7,"LARGE_CAP"
"BALRAMCHIN",541.55,-26.35,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.7,"SMALL_CAP"
"BLISSGVS",273.59,-56.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,78.7,"SMALL_CAP"
"APOLLOPIPE",462.5,-59.63,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,78.7,"MICRO_CAP"
"AZAD",1950.4,-28.37,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,76.7,"SMALL_CAP"
"CHENNPETRO",1071.4,-21.38,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,76,"MID_CAP"
"CEIGALL",326.35,-15.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"MICRO_CAP"
"ASTERDM",684.3,-14.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75.3,"MICRO_CAP"
"DALMIASUG",402.55,-38.08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75.3,"MICRO_CAP"
"DATAPATTNS",3828.3,-53.14,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,73.3,"LARGE_CAP"
"DCXINDIA",201.06,-18.12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,72.7,"MICRO_CAP"
"AUROPHARMA",1421.2,-19.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"MID_CAP"
"CROWN",137.71,-14.77,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"SANSERA",2547,-35.13,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,70,"SMALL_CAP"
"TIMKEN",3633,-13.75,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"MICRO_CAP"
"CYIENTDLM",375.25,-2.53,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,69.3,"SMALL_CAP"
"COSMOFIRST",696.75,-12.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"MICRO_CAP"
"APOLLOHOSP",7662,-8.93,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"BEML",1830.9,-6.68,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"CGPOWER",824.35,-31.57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,68.7,"MID_CAP"
