SYMBOL,INDEX_TAGS,LAST_DATE,CLOSE,PEAK_52_ROLL,DD_VS_PEAK_PCT,PCT_OF_52W_RANGE,ABOVE_SMA50,RS_PULLBACK_60D_BPS,RECOVERY_FROM_TROUGH_PCT,RECOVERY_VELOCITY,VOL_RATIO_10_50,SLOW_PULLBACK_SCORE,MAX_1D_DROP_60D_PCT,ENHANCED_FUND_SCORE,SALES_GROWTH,EARNINGS_QUALITY,RS_Z,REC_Z,VOL_Z,SLOW_Z,PEAK_Z,COMPOSITE,TECHNICAL_SCORE,TRADING_SIGNAL,CAN_SLIM_SCORE,MINERVINI_SCORE,TREND_SIGNAL,RELATIVE_STRENGTH,ANALYSIS_DATE,pnl_summary,quarterly_summary,balance_sheet_summary,ratios_summary,SCREENER_DATA_COMPLETE,SCREENER_FETCH_AT,INDEX_NARRATIVE,APEX_GUIDANCE
DATAPATTNS,"NIFTY 500,NIFTY INDIA DEFENCE",2026-04-28,4059.9,4189.9,-3.1,96.9,23.99,56.8872,60.88,1.148749,1.9724,128.5945,-11.98,52.76,47.0,52.39,2.0149385706976046,0.1724872002190214,0.20646295770320602,1.8265275926771838,1.2027737136319345,1.0846380069857902,56.7,HOLD,15.0,4.0,STRONG_BULLISH,47.09,2026-04-28,Sales: 976 Cr (YoY +37.9%); NetProfit: 247 Cr (YoY +11.3%); EPS: 44.13,"Sales last 3Q: 99, 307, 173 Cr; Net Profit last 3Q: 26, 49, 58 Cr",Debt: 6 Cr,ROCE: 21%; EPS: 44.13; NPM: 25.31%,True,2026-04-29T05:24:31Z,DATAPATTNS vs Nifty 500: stock 60-session return 76.72% vs index -0.24% (+76.95 percentage points excess). Index membership tag: NIFTY 500.,HOLD
HFCL,NIFTY 500,2026-04-28,107.24,108.8,-1.43,98.57,39.45,67.609,66.24,1.122674,1.7988,93.7384,-19.41,,,,2.5438615899445542,0.1302156199029375,0.12227374743986695,1.2132819573634246,1.3848428168026372,1.0788951462906842,45.3,WEAK_HOLD,15.0,6.0,STRONG_BULLISH,52.49,2026-04-28,Sales: 3926 Cr (YoY -3.4%); NetProfit: 62 Cr (YoY -64.2%); EPS: 0.33,"Sales last 3Q: 871, 1043, 1211 Cr; Net Profit last 3Q: -29, 72, 102 Cr",Debt: 1580 Cr,ROCE: 8%; EPS: 0.33; NPM: 1.58%,True,2026-04-29T05:24:31Z,HFCL vs Nifty 500: stock 60-session return 75.95% vs index -0.24% (+76.18 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
RELINFRA,NIFTY 500,2025-06-04,380.6,385.7,-1.32,98.68,41.55,60.7199,74.24,1.40067,3.6354,17.2389,-20.0,,,,2.2040116046907574,0.5808898381790654,1.0129529154677965,-0.13262261826852867,1.3968353924605876,1.0124134265059355,,,,,,,,Sales: 20547 Cr (YoY -15.9%); NetProfit: 11460 Cr (YoY +24.9%); EPS: 159.25,"Sales last 3Q: 5908, 6235, 4297 Cr; Net Profit last 3Q: 305, 2575, 317 Cr",Debt: 5737 Cr,ROCE: -1%; EPS: 159.25; NPM: 55.77%,True,2026-04-29T05:24:31Z,RELINFRA vs Nifty 500: stock 60-session return 84.86% vs index -0.24% (+85.09 percentage points excess). Index membership tag: NIFTY 500.,REVIEW_NO_TECH
OFSS,NIFTY 500,2026-04-28,9570.0,9950.0,-3.82,96.18,34.77,20.8096,51.86,1.994483,3.5825,88.8033,-8.31,,,,0.235174620690726,1.5435519253213341,0.9872984844601315,1.1264555902472833,1.124276854779895,1.0033514950998739,45.3,WEAK_HOLD,16.0,4.0,BULLISH,34.51,2026-04-28,Sales: 7672 Cr (YoY +12%); NetProfit: 2639 Cr (YoY +10.9%); EPS: 303.25,"Sales last 3Q: 1789, 1966, 2065 Cr; Net Profit last 3Q: 546, 610, 842 Cr",Debt: 32 Cr,ROCE: 49%; EPS: 303.25; NPM: 34.4%,True,2026-04-29T05:24:31Z,OFSS vs Nifty 500: stock 60-session return 19.54% vs index -0.24% (+19.77 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
ADANIENSOL,NIFTY 500,2026-04-28,1435.45,1463.65,-1.93,98.07,34.15,64.1206,62.75,1.06355,2.1446,65.9561,-20.0,10.0,10.0,10.0,2.371773408823748,0.034366534011925576,0.289973222722486,0.724490204586222,1.3303311092664987,0.950186895882176,45.3,WEAK_HOLD,15.0,6.0,STRONG_BULLISH,45.34,2026-04-28,Sales: 27588 Cr (YoY +16.1%); NetProfit: 2393 Cr (YoY +159.5%); EPS: 19,"Sales last 3Q: 6596, 6730, 7443 Cr; Net Profit last 3Q: 557, 574, 723 Cr",Debt: 49176 Cr,ROCE: 5%; EPS: 19; NPM: 8.67%,True,2026-04-29T05:24:31Z,ADANIENSOL vs Nifty 500: stock 60-session return 69.06% vs index -0.24% (+69.29 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
TVSSCS,NIFTY MICROCAP 250,2026-02-23,117.3,156.25,-24.93,75.07,8.4,-4.8633,24.84,1.242018,15.9442,-8.4859,-8.85,,,,-1.031309344765169,0.3236905760388036,6.98223950123616,-0.5852154591003886,-1.177207437395875,0.9024395672027061,,,,,,,,Sales: 10470 Cr (YoY +4.7%); NetProfit: 95 Cr (YoY +1050%); EPS: 2.08,"Sales last 3Q: 2592, 2663, 2716 Cr; Net Profit last 3Q: 71, 16, 11 Cr",Debt: 2221 Cr,ROCE: 4%; EPS: 2.08; NPM: 0.91%,True,2026-04-29T05:24:31Z,TVSSCS vs NIFTY MICROCAP250: stock 60-session return -5.51% vs index 12.10% (-17.61 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,REVIEW_NO_TECH
KIRLOSENG,NIFTY 500,2026-04-28,1724.4,1740.8,-0.94,99.06,18.35,56.276,54.9,0.930589,1.249,98.8565,-8.19,,,,1.984787126969524,-0.18118367079754003,-0.14435774911994761,1.303327960390136,1.4382642901880531,0.8801675915260452,53.3,HOLD,16.0,8.0,STRONG_BULLISH,40.51,2026-04-28,Sales: 7334 Cr (YoY +15.5%); NetProfit: 534 Cr (YoY +12.2%); EPS: 37.64,"Sales last 3Q: 1764, 1948, 1873 Cr; Net Profit last 3Q: 139, 159, 109 Cr",Debt: 5526 Cr,ROCE: 18%; EPS: 37.64; NPM: 7.28%,True,2026-04-29T05:24:31Z,KIRLOSENG vs Nifty 500: stock 60-session return 57.05% vs index -0.24% (+57.28 percentage points excess). Index membership tag: NIFTY 500.,HOLD
AVANTIFEED,NIFTY MICROCAP 250,2026-04-28,1414.6,1593.8,-11.24,88.76,8.63,81.1856,82.22,1.417644,0.6697,58.0096,-15.43,60.0,56.0,68.81,3.2136163198507397,0.6084072995131093,-0.4252955918938666,0.5846823534204062,0.31532311494359866,0.8593466991667974,64.0,HOLD,15.0,8.0,STRONG_BULLISH,29.19,2026-04-28,Sales: 5981 Cr (YoY +6.6%); NetProfit: 675 Cr (YoY +21.2%); EPS: 46.44,"Sales last 3Q: 1606, 1609, 1384 Cr; Net Profit last 3Q: 186, 169, 163 Cr",Debt: 15 Cr,ROCE: 29%; EPS: 46.44; NPM: 11.29%,True,2026-04-29T05:24:31Z,AVANTIFEED vs NIFTY MICROCAP250: stock 60-session return 83.37% vs index 12.10% (+71.27 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
ACMESOLAR,NIFTY 500,2026-04-28,305.2,324.3,-5.89,94.11,19.15,42.4324,42.4,0.730987,0.9697,185.8556,-9.6,10.0,10.0,10.0,1.3018608730525445,-0.5047691731657453,-0.2798073253097553,2.83395870655007,0.8985983855802812,0.849968293341479,51.3,HOLD,15.0,8.0,STRONG_BULLISH,33.02,2026-04-28,Sales: 1962 Cr (YoY +39.6%); NetProfit: 482 Cr (YoY +92%); EPS: 7.98,"Sales last 3Q: 511, 468, 497 Cr; Net Profit last 3Q: 131, 115, 114 Cr",Debt: 12998 Cr,ROCE: 8%; EPS: 7.98; NPM: 24.57%,True,2026-04-29T05:24:31Z,ACMESOLAR vs Nifty 500: stock 60-session return 47.29% vs index -0.24% (+47.53 percentage points excess). Index membership tag: NIFTY 500.,HOLD
NLCINDIA,"NIFTY 500,NIFTY CPSE",2026-04-28,318.15,325.1,-2.14,97.86,17.94,28.0737,32.7,1.021898,4.6047,61.5263,-15.44,,,,0.5935239374203578,-0.033157756048497154,1.48302550480106,0.6465539031838019,1.3074361921013204,0.7994763562916086,50.0,HOLD,16.0,8.0,STRONG_BULLISH,27.31,2026-04-28,Sales: 16283 Cr (YoY +6.3%); NetProfit: 2756 Cr (YoY +1.5%); EPS: 18.83,"Sales last 3Q: 3826, 4178, 4443 Cr; Net Profit last 3Q: 839, 725, 724 Cr",Debt: 24368 Cr,ROCE: 9%; EPS: 18.83; NPM: 16.93%,True,2026-04-29T05:24:31Z,NLCINDIA vs Nifty 500: stock 60-session return 31.88% vs index -0.24% (+32.11 percentage points excess). Index membership tag: NIFTY 500. NLCINDIA vs Nifty CPSE: stock 60-session return 31.88% vs index 15.68% (+16.20 percentage points excess). Index membership tag: NIFTY CPSE.,HOLD
PREMIERENE,NIFTY 500,2026-04-28,1037.35,1163.9,-10.87,89.13,20.89,46.445,46.89,1.339766,0.9909,130.3476,-11.67,,,,1.4998086529990375,0.48215509886666763,-0.26952615447114475,1.8573710009548898,0.3556617785203413,0.7850940753739583,49.3,WEAK_HOLD,15.0,8.0,STRONG_BULLISH,30.07,2026-04-28,Sales: 7215 Cr (YoY +10.7%); NetProfit: 1331 Cr (YoY +42%); EPS: 29.44,"Sales last 3Q: 1821, 1837, 1936 Cr; Net Profit last 3Q: 308, 353, 392 Cr",Debt: 1622 Cr,ROCE: 12%; EPS: 29.44; NPM: 18.45%,True,2026-04-29T05:24:31Z,PREMIERENE vs Nifty 500: stock 60-session return 46.60% vs index -0.24% (+46.84 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
TORNTPOWER,NIFTY 500,2026-04-28,1754.9,1824.1,-3.79,96.21,17.49,33.0315,34.39,1.910706,1.6715,44.4324,-9.36,,,,0.8380998989960754,1.4077365395441317,0.06053822631934241,0.34580999995051226,1.1275475572320632,0.7559464444084251,50.7,HOLD,14.0,6.0,STRONG_BULLISH,22.49,2026-04-28,Sales: 29017 Cr (YoY -0.5%); NetProfit: 3215 Cr (YoY +5.1%); EPS: 62.67,"Sales last 3Q: 7906, 7876, 6778 Cr; Net Profit last 3Q: 742, 742, 655 Cr",Debt: 10431 Cr,ROCE: 17%; EPS: 62.67; NPM: 11.08%,True,2026-04-29T05:24:31Z,TORNTPOWER vs Nifty 500: stock 60-session return 33.99% vs index -0.24% (+34.23 percentage points excess). Index membership tag: NIFTY 500.,HOLD
SUNTECK,NIFTY MICROCAP 250,2026-04-28,352.2,478.75,-26.43,73.57,1.14,-4.508,28.92,1.606475,16.1444,-83.1812,-7.15,,,,-1.013781844836198,0.9145313563747173,7.079328671136625,-1.899377591509116,-1.3407425600042906,0.7479916062323475,21.3,SELL,5.0,8.0,BEARISH,-11.77,2026-04-28,Sales: 1124 Cr (YoY +31.8%); NetProfit: 202 Cr (YoY +34.7%); EPS: 13.92,"Sales last 3Q: 252, 344, 339 Cr; Net Profit last 3Q: 49, 57, 63 Cr",Debt: 774 Cr,ROCE: 1%; EPS: 13.92; NPM: 17.97%,True,2026-04-29T05:24:31Z,SUNTECK vs NIFTY MICROCAP250: stock 60-session return -4.89% vs index 12.10% (-16.99 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,SELL
APARINDS,NIFTY 500,2026-04-28,11862.0,12327.5,-3.78,96.22,14.12,61.4198,60.05,1.017772,0.9983,60.0879,-19.97,57.41,58.6,57.96,2.2385387569572557,-0.03984663583312476,-0.26593744389540336,0.6212472130539448,1.128637791382786,0.7365279363330917,61.3,HOLD,15.0,8.0,STRONG_BULLISH,29.44,2026-04-28,Sales: 21509 Cr (YoY +15.8%); NetProfit: 974 Cr (YoY +18.6%); EPS: 242.35,"Sales last 3Q: 5104, 5715, 5480 Cr; Net Profit last 3Q: 263, 252, 209 Cr",Debt: 704 Cr,ROCE: 33%; EPS: 242.35; NPM: 4.53%,True,2026-04-29T05:24:31Z,APARINDS vs Nifty 500: stock 60-session return 64.56% vs index -0.24% (+64.79 percentage points excess). Index membership tag: NIFTY 500.,HOLD
RRKABEL,NIFTY 500,2026-04-28,1609.0,1620.0,-0.68,99.32,12.81,20.7332,24.4,1.3556,2.3001,71.4261,-19.81,,,,0.23140569022471594,0.5078244450881391,0.36538464090191697,0.8207274091262097,1.4666103781068451,0.6783905126895654,64.7,HOLD,18.0,16.0,BULLISH,17.79,2026-04-28,Sales: 8976 Cr (YoY +17.8%); NetProfit: 453 Cr (YoY +45.2%); EPS: 40.1,"Sales last 3Q: 2059, 2164, 2536 Cr; Net Profit last 3Q: 90, 116, 118 Cr",Debt: 393 Cr,ROCE: 20%; EPS: 40.1; NPM: 5.05%,True,2026-04-29T05:24:31Z,RRKABEL vs Nifty 500: stock 60-session return 20.92% vs index -0.24% (+21.16 percentage points excess). Index membership tag: NIFTY 500.,HOLD
INDIACEM,NIFTY 500,2026-04-28,419.2,485.8,-13.71,86.29,6.54,-4.4477,21.93,1.218409,12.4371,-47.2882,-14.35,,,,-1.0108071523348838,0.2854167605188641,5.281433168779037,-1.2678891120660125,0.04603527971507412,0.6668377889224157,25.3,SELL,6.0,8.0,BEARISH,-5.78,2026-04-28,Sales: 4485 Cr (YoY +8.1%); NetProfit: -67 Cr (YoY +53.5%); EPS: -2.17,"Sales last 3Q: 1117, 1114, 1229 Cr; Net Profit last 3Q: 9, -3, 60 Cr",Debt: 1305 Cr,ROCE: 2%; EPS: -2.17; NPM: -1.49%,True,2026-04-29T05:24:31Z,INDIACEM vs Nifty 500: stock 60-session return -7.66% vs index -0.24% (-7.42 percentage points excess). Index membership tag: NIFTY 500.,SELL
STAR,NIFTY MICROCAP 250,2026-04-28,1051.95,1110.0,-5.23,94.77,13.41,33.4842,32.11,0.544289,0.9211,164.7094,-54.06,,,,0.8604322919537032,-0.8074353093825128,-0.3033764244963813,2.4619201005823386,0.9705538395279841,0.6364188996370264,50.7,HOLD,13.0,4.0,STRONG_BULLISH,23.36,2026-04-28,Sales: 4726 Cr (YoY +3.5%); NetProfit: 531 Cr (YoY -85.2%); EPS: 55.48,"Sales last 3Q: 1120, 1221, 1195 Cr; Net Profit last 3Q: 106, 132, 208 Cr",Debt: 1844 Cr,ROCE: 5%; EPS: 55.48; NPM: 11.24%,True,2026-04-29T05:24:31Z,STAR vs NIFTY MICROCAP250: stock 60-session return 32.56% vs index 12.10% (+20.46 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
PRSMJOHNSN,NIFTY MICROCAP 250,2026-04-28,132.95,176.0,-24.46,75.54,5.6,10.3734,10.89,0.236811,11.0969,92.3828,-7.75,,,,-0.27965930770422787,-1.3059043783155448,4.631488585858951,1.1894320205308089,-1.125966432311905,0.6218780976116164,44.7,WEAK_HOLD,9.0,8.0,BULLISH,10.49,2026-04-28,Sales: 7723 Cr (YoY +5.6%); NetProfit: 167 Cr (YoY +271.1%); EPS: 3.89,"Sales last 3Q: 1922, 1855, 1844 Cr; Net Profit last 3Q: -6, 2, 50 Cr",Debt: 1694 Cr,ROCE: 3%; EPS: 3.89; NPM: 2.16%,True,2026-04-29T05:24:31Z,PRSMJOHNSN vs NIFTY MICROCAP250: stock 60-session return 12.05% vs index 12.10% (-0.05 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,WEAK_HOLD
INOXINDIA,NIFTY 500,2026-04-28,1487.2,1615.9,-7.96,92.04,18.98,37.7865,36.42,0.617209,2.5651,109.5091,-9.9,,,,1.0726714221096612,-0.689220788322155,0.49389927638454867,1.4907459576630195,0.6729199163806676,0.6082031568431484,49.3,WEAK_HOLD,15.0,6.0,STRONG_BULLISH,31.48,2026-04-28,Sales: 1496 Cr (YoY +14.5%); NetProfit: 248 Cr (YoY +9.7%); EPS: 27.34,"Sales last 3Q: 340, 358, 429 Cr; Net Profit last 3Q: 61, 61, 61 Cr",Debt: 99 Cr,ROCE: 37%; EPS: 27.34; NPM: 16.58%,True,2026-04-29T05:24:31Z,INOXINDIA vs Nifty 500: stock 60-session return 38.55% vs index -0.24% (+38.79 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
CESC,NIFTY 500,2026-04-28,191.27,193.3,-1.05,98.95,19.98,35.1732,33.8,0.572916,2.0505,83.726,-13.7,54.43,51.0,55.22,0.9437532809208634,-0.7610265450600381,0.24433840310393637,1.0371274076858794,1.4262717145301025,0.5780928522361487,58.0,HOLD,16.0,8.0,BULLISH,27.84,2026-04-28,Sales: 18351 Cr (YoY +7.9%); NetProfit: 1541 Cr (YoY +7.9%); EPS: 11.11,"Sales last 3Q: 5202, 5267, 4005 Cr; Net Profit last 3Q: 404, 448, 304 Cr",Debt: 18811 Cr,ROCE: 10%; EPS: 11.11; NPM: 8.4%,True,2026-04-29T05:24:31Z,CESC vs Nifty 500: stock 60-session return 36.19% vs index -0.24% (+36.43 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
HONASA,NIFTY 500,2026-04-28,346.5,359.75,-3.68,96.32,12.71,30.783,31.23,1.200967,0.4451,97.1641,-20.0,,,,0.7271779074669696,0.2571405992965001,-0.5342178074765046,1.2735524859909633,1.1395401328900137,0.5726386636335884,50.0,HOLD,13.0,8.0,STRONG_BULLISH,20.98,2026-04-28,Sales: 2268 Cr (YoY +9.7%); NetProfit: 156 Cr (YoY +113.7%); EPS: 4.79,"Sales last 3Q: 595, 538, 602 Cr; Net Profit last 3Q: 41, 39, 50 Cr",Debt: 142 Cr,ROCE: 7%; EPS: 4.79; NPM: 6.88%,True,2026-04-29T05:24:31Z,HONASA vs Nifty 500: stock 60-session return 28.17% vs index -0.24% (+28.40 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
THERMAX,NIFTY 500,2026-04-28,4015.3,4305.0,-6.73,93.27,19.16,41.2576,43.65,0.752583,1.2441,104.9854,-10.79,,,,1.2439061674050487,-0.4697587398577437,-0.14673405747415483,1.4111576135720607,0.8070187169195684,0.5691179401129559,50.7,HOLD,15.0,8.0,STRONG_BULLISH,39.8,2026-04-28,Sales: 10351 Cr (YoY -0.4%); NetProfit: 681 Cr (YoY +8.6%); EPS: 57.24,"Sales last 3Q: 2158, 2474, 2635 Cr; Net Profit last 3Q: 151, 119, 205 Cr",Debt: 1811 Cr,ROCE: 17%; EPS: 57.24; NPM: 6.58%,True,2026-04-29T05:24:31Z,THERMAX vs Nifty 500: stock 60-session return 41.83% vs index -0.24% (+42.07 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
SANSERA,NIFTY MICROCAP 250,2026-04-28,2576.7,2672.5,-3.58,96.42,14.73,55.6,54.23,0.919132,1.1364,30.6927,-6.82,48.59,39.29,49.57,1.9514389987624192,-0.19975722767889667,-0.19896434517785075,0.10407868016658749,1.1504424743972415,0.5614477160939002,51.3,HOLD,15.0,8.0,STRONG_BULLISH,30.78,2026-04-28,Sales: 3281 Cr (YoY +8.8%); NetProfit: 263 Cr (YoY +21.2%); EPS: 42.21,"Sales last 3Q: 766, 825, 908 Cr; Net Profit last 3Q: 63, 71, 69 Cr",Debt: 439 Cr,ROCE: 13%; EPS: 42.21; NPM: 8.02%,True,2026-04-29T05:24:31Z,SANSERA vs NIFTY MICROCAP250: stock 60-session return 56.50% vs index 12.10% (+44.39 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,WEAK_HOLD
KTKBANK,NIFTY MICROCAP 250,2026-04-28,263.63,265.01,-0.52,99.48,17.5,45.2583,46.94,0.838264,0.8433,55.8282,-8.01,,,,1.4412669018993756,-0.33085667761182325,-0.3411063816305275,0.546303589620858,1.4840541245184093,0.5599323113592585,66.7,BUY,16.0,18.0,STRONG_BULLISH,31.7,2026-04-28,Revenue: 8919 Cr (YoY -1.1%); NetProfit: 1155 Cr (YoY -9.3%); EPS: 30.55,"Sales last 3Q: 2261, 2179, 2220 Cr; Net Profit last 3Q: 292, 319, 291 Cr",,ROE: 11%; EPS: 30.55; NPM: 12.95%,True,2026-04-29T05:24:31Z,KTKBANK vs NIFTY MICROCAP250: stock 60-session return 47.45% vs index 12.10% (+35.35 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,HOLD
LLOYDSME,NIFTY 500,2026-04-28,1751.9,1761.0,-0.52,99.48,31.38,54.7775,59.52,1.062941,1.108,-2.7266,-9.8,,,,1.9108637983920882,0.03337925146494577,-0.21273723441447995,-0.4838884148394836,1.4840541245184093,0.546334305024296,52.7,HOLD,16.0,6.0,STRONG_BULLISH,44.35,2026-04-28,Sales: 12286 Cr (YoY +82.8%); NetProfit: 2500 Cr (YoY +72.4%); EPS: 46.23,"Sales last 3Q: 2384, 3651, 5058 Cr; Net Profit last 3Q: 642, 567, 1090 Cr",Debt: 8163 Cr,ROCE: 38%; EPS: 46.23; NPM: 20.35%,True,2026-04-29T05:24:31Z,LLOYDSME vs Nifty 500: stock 60-session return 59.16% vs index -0.24% (+59.40 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
VIJAYA,NIFTY 500,2026-04-28,1110.4,1180.0,-5.9,94.1,14.11,17.534,28.91,1.605913,1.6365,70.1218,-9.79,,,,0.07358419353807356,0.9136202680472908,0.043564595217862795,0.7977800259668848,0.8975081514295584,0.545211446839934,51.3,HOLD,12.0,8.0,BULLISH,12.83,2026-04-28,Sales: 768 Cr (YoY +12.8%); NetProfit: 160 Cr (YoY +11.1%); EPS: 15.55,"Sales last 3Q: 188, 202, 205 Cr; Net Profit last 3Q: 39, 43, 43 Cr",Debt: 365 Cr,ROCE: 20%; EPS: 15.55; NPM: 20.83%,True,2026-04-29T05:24:31Z,VIJAYA vs Nifty 500: stock 60-session return 14.66% vs index -0.24% (+14.90 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
SCHNEIDER,NIFTY 500,2026-02-23,914.45,948.8,-3.62,96.38,25.83,12.8115,57.88,2.63098,3.0267,-64.4344,-8.84,,,,-0.15938405418093995,2.5754113330469863,0.7177572225686345,-1.5695531626114485,1.1460815377943503,0.5420625753235165,,,,,,,,Sales: 2888 Cr (YoY +9.5%); NetProfit: 245 Cr (YoY -8.6%); EPS: 10.25,"Sales last 3Q: 622, 650, 1029 Cr; Net Profit last 3Q: 41, 52, 97 Cr",Debt: 527 Cr,ROCE: 41%; EPS: 10.25; NPM: 8.48%,True,2026-04-29T05:24:31Z,SCHNEIDER vs Nifty 500: stock 60-session return 11.34% vs index -0.24% (+11.58 percentage points excess). Index membership tag: NIFTY 500.,REVIEW_NO_TECH
SHAILY,NIFTY MICROCAP 250,2026-04-28,2489.4,2799.9,-11.09,88.91,20.78,36.9594,36.66,0.63207,2.5932,110.0366,-80.88,52.91,50.83,52.39,1.0318692966065601,-0.6651288245608005,0.5075266773545937,1.5000266021593345,0.3316766272044403,0.5411940757528256,40.7,WEAK_HOLD,11.0,0.0,BULLISH,16.71,2026-04-28,Sales: 972 Cr (YoY +23.5%); NetProfit: 158 Cr (YoY +69.9%); EPS: 34.45,"Sales last 3Q: 247, 257, 250 Cr; Net Profit last 3Q: 41, 51, 37 Cr",Debt: 189 Cr,ROCE: 17%; EPS: 34.45; NPM: 16.26%,True,2026-04-29T05:24:31Z,SHAILY vs NIFTY MICROCAP250: stock 60-session return 35.23% vs index 12.10% (+23.12 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,SELL
TATACHEM,NIFTY 500,2026-04-28,802.15,1026.65,-21.87,78.13,17.56,11.6627,37.53,2.08506,3.0287,100.9003,-10.63,,,,-0.21605613951277755,1.6903911556296722,0.718727144345862,1.3392858394831573,-0.8435957872747072,0.5377504425342414,60.7,HOLD,18.0,14.0,BEARISH,16.22,2026-04-28,Sales: 14655 Cr (YoY -1.6%); NetProfit: 352 Cr (YoY -9%); EPS: 7.06,"Sales last 3Q: 3719, 3877, 3550 Cr; Net Profit last 3Q: 316, 154, -69 Cr",Debt: 7495 Cr,ROCE: 4%; EPS: 7.06; NPM: 2.4%,True,2026-04-29T05:24:31Z,TATACHEM vs Nifty 500: stock 60-session return 12.88% vs index -0.24% (+13.11 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
ASTERDM,NIFTY 500,2026-04-28,705.3,732.2,-3.67,96.33,7.15,29.6892,31.11,0.586959,0.8449,132.8353,-22.18,60.89,56.0,64.13,0.6732190574182544,-0.7382606849496348,-0.3403304442087456,1.9011386963359,1.1406303670407365,0.5272793983273021,70.7,BUY,14.0,8.0,STRONG_BULLISH,26.53,2026-04-28,Sales: 4461 Cr (YoY +7.8%); NetProfit: 359 Cr (YoY -93.4%); EPS: 6.36,"Sales last 3Q: 1078, 1197, 1186 Cr; Net Profit last 3Q: 94, 121, 59 Cr",Debt: 2089 Cr,ROCE: 139%; EPS: 6.36; NPM: 8.05%,True,2026-04-29T05:24:31Z,ASTERDM vs Nifty 500: stock 60-session return 27.26% vs index -0.24% (+27.50 percentage points excess). Index membership tag: NIFTY 500.,HOLD
SHARDACROP,NIFTY MICROCAP 250,2026-04-28,1162.6,1297.0,-10.36,89.64,8.61,34.9113,33.62,1.867601,0.4264,50.9311,-10.17,,,,0.9308333478181402,1.3378567132919825,-0.5432865760935808,0.4601457807812284,0.41126372020720264,0.5193625972009946,50.0,HOLD,6.0,16.0,BULLISH,3.6,2026-04-28,Sales: 5031 Cr (YoY +16.5%); NetProfit: 566 Cr (YoY +86.2%); EPS: 62.72,"Sales last 3Q: 985, 929, 1289 Cr; Net Profit last 3Q: 143, 74, 145 Cr",Debt: 4 Cr,ROCE: 16%; EPS: 62.72; NPM: 11.25%,True,2026-04-29T05:24:31Z,SHARDACROP vs NIFTY MICROCAP250: stock 60-session return 40.03% vs index 12.10% (+27.93 percentage points excess). Index membership tag: NIFTY MICROCAP 250.,WEAK_HOLD
PNBHOUSING,NIFTY 500,2026-04-28,1043.55,1141.9,-8.61,91.39,23.67,24.7879,39.0,1.772773,4.0596,-23.1826,-18.02,,,,0.4314303284515628,1.1841259589980766,1.2186733244177297,-0.8437838912690974,0.6020546965836876,0.5185000834363918,45.3,WEAK_HOLD,15.0,6.0,BULLISH,26.25,2026-04-28,Revenue: 8505 Cr (YoY +10.7%); NetProfit: 2291 Cr (YoY +18.3%); EPS: 87.94,"Sales last 3Q: 2128, 2119, 2182 Cr; Net Profit last 3Q: 582, 520, 656 Cr",,ROE: 12%; EPS: 87.94; NPM: 26.94%,True,2026-04-29T05:24:31Z,PNBHOUSING vs Nifty 500: stock 60-session return 26.43% vs index -0.24% (+26.66 percentage points excess). Index membership tag: NIFTY 500.,SELL
CGPOWER,NIFTY 500,2026-04-28,831.2,846.9,-1.85,98.15,15.27,44.2013,42.83,0.725935,1.1593,54.7206,-8.63,55.37,51.0,53.04,1.3891234529128225,-0.5129592411909364,-0.18785874082859697,0.5268168752244246,1.3390529824722808,0.5108350657179989,59.3,HOLD,15.0,8.0,STRONG_BULLISH,26.12,2026-04-28,Sales: 11729 Cr (YoY +18.4%); NetProfit: 1109 Cr (YoY +14%); EPS: 7.17,"Sales last 3Q: 2878, 2923, 3175 Cr; Net Profit last 3Q: 267, 284, 284 Cr",Debt: 117 Cr,ROCE: 36%; EPS: 7.17; NPM: 9.46%,True,2026-04-29T05:24:31Z,CGPOWER vs Nifty 500: stock 60-session return 56.64% vs index -0.24% (+56.87 percentage points excess). Index membership tag: NIFTY 500.,WEAK_HOLD
