portfolio_volatility_annual_pct,var_95_1d_pct,cvar_95_1d_pct,sharpe_ratio,beta_nifty,max_drawdown_pct,concentration_herfindahl,risk_free_rate_annual,holdings_source,n_constituents
13.97,1.48,2.37,0.36,,-19.74,0.0045,0.065,holdings.csv,223
