"symbol","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","processed_date","processing_batch","batch_number","PROFIT_YOY_PCT","SALES_REPORTED_YOY_PCT","MARGIN_PP_CHANGE","PE_TTM","CFO_YOY_PCT","DEBT_YOY_PCT","RATIOS_PERIOD"
"GOACARBON",10,10,10,10,10,"2026-03-30","20260330_1436",14,NA,NA,NA,NA,NA,NA,NA
"GOCLCORP",10,10,10,10,10,"2026-03-30","20260330_1436",14,NA,NA,NA,NA,NA,NA,NA
"GOCOLORS",10,10,10,10,10,"2026-03-30","20260330_1437",14,NA,NA,NA,NA,NA,NA,NA
"GODAVARIB",10,10,10,10,10,"2026-03-30","20260330_1437",14,NA,NA,NA,NA,NA,NA,NA
"GODFRYPHLP",10,10,10,10,10,"2026-03-30","20260330_1437",14,NA,NA,NA,NA,NA,NA,NA
"GODIGIT",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GODREJAGRO",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GODREJCP",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GODREJPROP",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GOKEX",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GOKULAGRO",10,10,10,10,10,"2026-03-30","20260330_1438",14,NA,NA,NA,NA,NA,NA,NA
"GOLD1",10,10,10,10,10,"2026-03-30","20260330_1439",14,NA,NA,NA,NA,NA,NA,NA
"GOLDADD",10,10,10,10,10,"2026-03-30","20260330_1439",14,NA,NA,NA,NA,NA,NA,NA
"GOLDBEES",10,10,10,10,10,"2026-03-30","20260330_1439",14,NA,NA,NA,NA,NA,NA,NA
"GOLDBETA",10,10,10,10,10,"2026-03-30","20260330_1439",14,NA,NA,NA,NA,NA,NA,NA
"GOLDBND",10,10,10,10,10,"2026-03-30","20260330_1441",15,NA,NA,NA,NA,NA,NA,NA
"GOLDETF",10,10,10,10,10,"2026-03-30","20260330_1441",15,NA,NA,NA,NA,NA,NA,NA
"GOLDIAM",10,10,10,10,10,"2026-03-30","20260330_1442",15,NA,NA,NA,NA,NA,NA,NA
"GOLDIETF",10,10,10,10,10,"2026-03-30","20260330_1442",15,NA,NA,NA,NA,NA,NA,NA
"GOODLUCK",10,10,10,10,10,"2026-03-30","20260330_1442",15,NA,NA,NA,NA,NA,NA,NA
"GOPAL",10,10,10,10,10,"2026-03-30","20260330_1442",15,NA,NA,NA,NA,NA,NA,NA
"GPIL",10,10,10,10,10,"2026-03-30","20260330_1450",15,NA,NA,NA,NA,NA,NA,NA
"GPPL",10,10,10,10,10,"2026-03-30","20260330_1507",15,NA,NA,NA,NA,NA,NA,NA
"GPTHEALTH",10,10,10,10,10,"2026-03-30","20260330_1508",15,NA,NA,NA,NA,NA,NA,NA
"GPTINFRA",10,10,10,10,10,"2026-03-30","20260330_1508",15,NA,NA,NA,NA,NA,NA,NA
"GRANULES",10,10,10,10,10,"2026-03-30","20260330_1508",15,NA,NA,NA,NA,NA,NA,NA
"GRAPHITE",10,10,10,10,10,"2026-03-30","20260330_1508",15,NA,NA,NA,NA,NA,NA,NA
"GRASIM",10,10,10,10,10,"2026-03-30","20260330_1508",15,NA,NA,NA,NA,NA,NA,NA
"GRAVITA",10,10,10,10,10,"2026-03-30","20260330_1525",15,NA,NA,NA,NA,NA,NA,NA
"GREAVESCOT",50.91,51.96,40.71,58.48,55,"2026-03-30","20260330_1625",15,38,18,NA,12.2,-39.1304347826087,128.395061728395,"2026-03-30"
"GREENPANEL",55.27,69.17,36.25,51.46,55,"2026-03-30","20260330_1725",15,-102,4,NA,NA,-42.2222222222222,29.8245614035088,"2026-03-30"
"GREENPLY",58.24,67.39,45.71,58,55,"2026-03-30","20260330_1826",15,-14,5,NA,25.9,8,5.24271844660194,"2026-03-30"
"GRINFRA",55.47,53.93,55,59.5,55,"2026-03-30","20260330_1943",15,17,5,NA,8.64,2.35849056603774,12.4924562462281,"2026-03-30"
"GRMOVER",56.82,66.96,41.25,57.39,55,"2026-03-30","20260330_2028",15,6,8,NA,58.4,55.5555555555556,-42.032967032967,"2026-03-30"
"GROWW",58.48,57.61,69.17,49.46,55,"2026-03-30","20260330_2056",15,250,38,NA,75.8,-104.572564612326,-39.8360655737705,"2026-03-30"
"GROWWLIQID",10,10,10,10,10,"2026-03-30","20260330_2116",15,NA,NA,NA,NA,NA,NA,"2026-03-30"
"GRSE",66.09,68.83,75.5,57.17,55,"2026-03-30","20260330_2139",15,75,47,NA,32.8,102.263083451202,200,"2026-03-30"
"GSFC",67.16,69.35,76.67,60,55,"2026-03-30","20260330_2200",15,26,7,NA,8.21,127.205882352941,-50,"2026-03-30"
"GSPL",51.33,53.04,40.83,58.25,55,"2026-03-30","20260330_2221",15,-29,-23,NA,18.2,-19.9658703071672,1.44927536231884,"2026-03-30"
"GUJALKALI",57.62,63.91,51.67,54.43,55,"2026-03-30","20260330_2242",15,228,8,NA,122,200,13.5472370766488,"2026-03-30"
"GUJGASLTD",47.26,48.8,32.78,56.46,55,"2026-03-30","20260330_2308",16,-5,-7,NA,18.2,10.5263157894737,0.666666666666667,"2026-03-30"
"GUJTHEM",54.95,53.1,55,58.57,55,"2026-03-30","20260330_2329",16,-9,3,NA,51.8,42.1875,136.666666666667,"2026-03-30"
"GULFOILLUB",51.57,52.17,42.14,59.57,55,"2026-03-30","20260330_2337",16,3,11,NA,11.9,21.551724137931,8.56531049250535,"2026-03-30"
"GULPOLY",47.86,48.48,40.71,50.2,55,"2026-03-30","20260330_2338",16,216,19,NA,11.7,-36.3636363636364,15.5612244897959,"2026-03-30"
"GVPIL",66.8,64.57,85,57.39,55,"2026-03-30","20260330_2339",16,337,19,NA,16.9,75.8241758241758,-31.0344827586207,"2026-03-30"
"GVT&D",66.85,68.57,76,60.87,55,"2026-03-30","20260330_2339",16,129,41,NA,83.2,74.5173745173745,NA,"2026-03-30"
"HAL",52.83,50.65,51,57.83,55,"2026-03-30","20260330_2340",16,2,2,NA,26.4,65.8764891806467,-78.4313725490196,"2026-03-30"
"HAPPSTMNDS",49.75,50.43,42.14,53.96,55,"2026-03-30","20260330_2341",16,15,5,NA,27.2,-46.031746031746,2.41157556270096,"2026-03-30"
"HARIOMPIPE",46.37,48.48,30.56,55.43,55,"2026-03-30","20260330_2342",16,3,21,NA,13.6,200,4.23940149625935,"2026-03-30"
"HAVELLS",51.39,49.57,47,57.83,55,"2026-03-31","20260331_0005",16,8,8,NA,48.9,-20.3164880040837,-10.3448275862069,"2026-03-31"
"HBLENGINE",48.91,49,42.14,52.6,55,"2026-03-31","20260331_0016",16,166,49,NA,21,-20.3508771929825,17.5675675675676,"2026-03-31"
"HCG",51.54,50.22,53,49.77,55,"2026-03-31","20260331_0044",16,-16,8,NA,NA,NA,NA,NA
"HCLTECH",57.22,54.57,59,61.96,55,"2026-03-31","20260331_0044",16,2,12,NA,29.7,4.63944509880906,8.03059273422562,"2026-03-31"
"HDBFS",48.95,47.17,47.5,49.78,55,"2026-03-31","20260331_0045",16,-12,15,NA,20,18.5826959847036,17.4011690093672,"2026-03-31"
"HDFCAMC",54.39,54.13,51,58.7,55,"2026-03-31","20260331_0046",16,22,21,NA,33,28.2098765432099,NA,"2026-03-31"
"HDFCBANK",49.32,51.19,39.29,53.85,55,"2026-03-31","20260331_0047",16,10,5,NA,15.4,200,2.79207487972751,"2026-03-31"
"HDFCGOLD",10,10,10,10,10,"2026-03-31","20260331_0048",16,NA,NA,NA,NA,NA,NA,"2026-03-31"
"HDFCLIFE",51.79,53.95,45.83,52.5,55,"2026-03-31","20260331_0049",16,9,3,NA,67.4,45.4358974358974,-20.3389830508475,"2026-03-31"
"HDFCNIFTY",10,10,10,10,10,"2026-03-31","20260331_0049",16,NA,NA,NA,NA,NA,NA,NA
"HDFCSILVER",10,10,10,10,10,"2026-03-31","20260331_0049",16,NA,NA,NA,NA,NA,NA,NA
"HDFCSML250",10,10,10,10,10,"2026-03-31","20260331_0049",16,NA,NA,NA,NA,NA,NA,NA
"HEALTHIETF",10,10,10,10,10,"2026-03-31","20260331_0049",16,NA,NA,NA,NA,NA,NA,NA
"HEG",47.37,48.1,43,45.67,55,"2026-03-31","20260331_0049",16,42,16,NA,37,-48.130081300813,9.52380952380952,"2026-03-31"
"HEIDELBERG",51.9,53.04,44.17,56.96,55,"2026-03-31","20260331_0050",16,36,8,NA,21.8,-24.2857142857143,2.66666666666667,"2026-03-31"
"HEMIPROP",42.15,47.29,23.75,45.24,55,"2026-03-31","20260331_0051",16,2,NA,NA,NA,NA,NA,NA
"HERANBA",60.13,60.57,63.83,58.48,55,"2026-03-31","20260331_0052",17,-20,32,NA,10.8,0.735294117647059,46.9914040114613,"2026-03-31"
"HERITGFOOD",49.72,48.48,44.17,55.21,55,"2026-03-31","20260331_0053",17,-21,9,NA,19,-46.6666666666667,25.7142857142857,"2026-03-31"
"HEROMOTOCO",52.16,53.7,44.17,56.96,55,"2026-03-31","20260331_0054",17,11,9,NA,20.1,-14.7748114937844,2.57142857142857,"2026-03-31"
"HEXT",49.91,50.22,40.71,56.96,55,"2026-03-31","20260331_0055",17,10,17,NA,30.4,16.3398692810458,18.6411149825784,"2026-03-31"
"HGINFRA",49.6,49.57,47,48.86,55,"2026-03-31","20260331_0055",17,-13,10,NA,NA,NA,NA,NA
"HIKAL",52.02,53.7,40.83,60.43,55,"2026-03-31","20260331_0056",17,-66,-4,NA,72.5,49.7326203208556,-10.718954248366,"2026-03-31"
"HINDALCO",52.87,51.3,51,56.74,55,"2026-03-31","20260331_0057",17,40,14,NA,22.8,9.59072978303748,17.1268125576812,"2026-03-31"
"HINDCOPPER",55.61,54.13,55,59.78,55,"2026-03-31","20260331_0058",17,66,39,NA,65.9,59.5307917888563,-14.9700598802395,"2026-03-31"
"HINDOILEXP",53.95,54.13,55,51.48,55,"2026-03-31","20260331_0059",17,354,42,NA,8.85,200,-36.3636363636364,"2026-03-31"
"HINDPETRO",51.49,51.96,44.17,57.08,55,"2026-03-31","20260331_0059",17,128,-1,NA,4.57,-40.3177257525084,-10.5771138637716,"2026-03-31"
"HINDUNILVR",52.3,52.29,44.17,60.43,55,"2026-03-31","20260331_0100",17,4,NA,NA,45.1,-22.0236495565708,7.70631067961165,"2026-03-31"
"HINDWAREAP",50.43,48.48,47,55.22,55,"2026-03-31","20260331_0101",17,125,-11,NA,145,-31.25,2.36220472440945,"2026-03-31"
"HINDZINC",52.65,50.65,51,56.96,55,"2026-03-31","20260331_0102",17,24,11,NA,18.2,5.87574008843588,1.86924409592414,"2026-03-31"
"HIRECT",50.65,50,47.5,52.6,55,"2026-03-31","20260331_0103",17,63,40,NA,43.6,5.88235294117647,26.8292682926829,"2026-03-31"
"HLEGLAS",48.77,49.57,42.14,50.8,55,"2026-03-31","20260331_0104",17,577,37,NA,41.8,129.166666666667,0.26246719160105,"2026-03-31"
"HNGSNGBEES",10,10,10,10,10,"2026-03-31","20260331_0104",17,NA,NA,NA,NA,NA,NA,"2026-03-31"
"HOMEFIRST",12.5,10,10,22.5,10,"2026-03-31","20260331_0104",17,NA,NA,NA,NA,NA,NA,NA
"HONASA",60.12,72,48.75,54.41,55,"2026-03-31","20260331_0105",17,104,17,NA,NA,NA,NA,NA
"HPL",49.5,49.57,40.83,56.09,55,"2026-03-31","20260331_0106",17,35,17,NA,18.2,NA,NA,"2026-03-31"
"HSCL",38,49.04,25.71,52.27,10,"2026-03-31","20260331_0106",17,NA,NA,NA,NA,NA,NA,NA
"HUBTOWN",65.34,76.52,62.5,54.29,55,"2026-03-31","20260331_0107",17,183,10,NA,19.9,-152.358490566038,33.5435056746532,"2026-03-31"
"HUDCO",54.26,52.39,55,56.5,55,"2026-03-31","20260331_0108",17,4,30,NA,11.5,-200,16.1623708130992,"2026-03-31"
"HUHTAMAKI",52.31,51.09,55,49.38,55,"2026-03-31","20260331_0109",17,95,-2,NA,9.64,NA,-22.8733459357278,"2026-03-31"
"HYUNDAI",48.72,55.71,26.82,57.39,55,"2026-03-31","20260331_0109",17,2,1,NA,25.4,-53.3523537803138,1.05882352941176,"2026-03-31"
"ICICIAMC",50.68,51.96,47.5,48.86,55,"2026-03-31","20260331_0110",17,29,32,NA,47.2,45.8356940509915,NA,"2026-03-31"
