MARKET,SERIES,SYMBOL,SECURITY,PREVIOUS CLOSE PRICE,OPEN PRICE,HIGH PRICE,LOW PRICE,CLOSE PRICE,NET TRADED VALUE,NET TRADED QTY,TRADES,52 WEEK HIGH,52 WEEK LOW,UNDERLYING
N,EQ,GOLDBEES,NIP IND ETF GOLD BEES,        96.84,        98.00,       100.14,        98.00,        99.95,               4250829163.37,42880758,98959,       108.69,        61.67,GOLD
N,EQ,GOLDCASE,ZERODHAAMC - GOLDCASE,        18.43,        18.98,        19.00,        18.61,        18.96,                112067229.95,5950367,8154,        21.31,        11.25,ZERODHA GOLD ETF
N,EQ,GOLDETF,MIRAEAMC - MAGOLDETF,       113.47,       114.52,       117.25,       114.52,       116.90,                133760592.00,1152263,5022,       127.99,        72.60,MIRAE ASSET GOLD ETF
N,EQ,GOLDETFADD,DSPAMC - DSPGOLDETF,       113.55,       113.55,       117.43,       113.55,       117.34,                191991460.13,1654424,697,       131.04,        72.20,DSP GOLD ETF
N,EQ,GOLDIETF,ICICI PRUDENTIAL GOLD ETF,       100.14,       100.90,       103.46,       100.90,       103.09,                661047856.56,6456463,20997,       114.00,        63.51,GOLD
N,EQ,GOLDSHARE,UTI GOLD ETF,        98.30,        99.05,       101.50,        99.05,       101.15,                 76942724.95,766866,3564,       110.90,        62.20,GOLD
N,EQ,GROWWDEFNC,GROWWAMC - GROWWDEFNC,        80.52,        80.92,        81.32,        80.07,        80.28,                 47664233.43,594168,3851,        93.89,        49.83,NIFTY INDIA DEFENCE INDEX- TOTAL RETURN INDEX
N,EQ,GROWWEV,GROWWAMC - GROWWEV,        31.07,        31.07,        31.20,        30.98,        31.09,                  6674930.40,214759,1684,        32.59,        23.00,NIFTY EV AND NEW AGE AUTOMOTIVE INDEX
N,EQ,GROWWGOLD,GROWWAMC - GROWWGOLD,       113.99,       114.84,       118.75,       114.66,       118.48,                 98706009.84,846630,5957,       129.00,        73.00,COMMODITY
N,EQ,GROWWLIQID,GROWWAMC - GROWWLIQID,       106.35,       106.36,       106.37,       106.36,       106.36,                  4607768.06,43321,161,       107.55,        98.75,NIFTY 1D RATE INDEX
N,EQ,GROWWLOVOL,GROWWAMC - GROWWLOVOL,        10.69,        10.88,        10.88,        10.65,        10.65,                   279890.76,26208,183,        11.50,         9.00,NIFTY 500 LOW VOLATILITY 50 INDEX   TRI
N,EQ,GROWWMOM50,GROWWAMC - GROWWMOM50,        10.81,        10.98,        10.98,        10.68,        10.83,                  1565461.70,144553,511,        12.00,         9.11,NIFTY 500 MOMENTUM 50 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWN200,GROWWAMC - GROWWN200,        11.67,        11.72,        11.81,        11.57,        11.76,                   936944.19,79901,559,        12.45,         9.00,NIFTY 200 INDEX- TOTAL RETURN INDEX
N,EQ,GROWWNET,GROWWAMC - GROWWNET,        11.16,        11.21,        11.21,        11.00,        11.02,                  4630743.84,419845,1134,        12.14,         9.17,INDEX
N,EQ,GROWWNIFTY,GROWWAMC - GROWWNIFTY,        10.38,        10.39,        10.44,        10.38,        10.42,                  1494106.27,143358,667,        11.00,         9.50,NIFTY 50 INDEX - TRI
N,EQ,GROWWNXT50,GROWWAMC - GROWWNXT50,        69.14,        69.64,        70.20,        69.15,        70.14,                   447438.53,6410,110,        71.46,        64.00,INDEX
N,EQ,GROWWPOWER,GROWWAMC - GROWWPOWER,        10.21,        10.24,        10.52,        10.14,        10.49,                  7016327.08,671876,1155,        11.20,         9.44,BSE POWER INDEX - TRI
N,EQ,GROWWRAIL,GROWWAMC - GROWWRAIL,        35.05,        35.22,        35.76,        35.02,        35.69,                 38099729.54,1072568,4303,        43.66,        28.72,NIFTY INDIA RAILWAYS PSU INDEX
N,EQ,GROWWRLTY,GROWWAMC - GROWWRLTY,        10.59,        10.68,        10.69,        10.55,        10.64,                   807255.45,76051,279,        10.90,         9.85,INDEX
N,EQ,GROWWSLVR,GROWWAMC - GROWWSLVR,       136.80,       139.25,       149.68,       139.01,       146.29,                115567619.30,805297,7029,       194.21,        94.20,COMMODITY-SILVER
N,EQ,GSEC10ABSL,BIRLASLAMC - GSEC10ABSL,       110.10,       110.10,       110.50,       110.10,       110.50,                  5097905.85,46239,12,       110.50,       101.35,CRISIL 10 YEAR GILT ETF
N,EQ,GSEC10IETF,ICICIPRAMC - ICICI10GS,       258.11,       258.11,       258.74,       258.11,       258.70,                    30000.43,116,4,       265.36,       237.50,ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF
N,EQ,GSEC10YEAR,MIRAEAMC - MAGS813ETF,        29.41,        29.43,        29.43,        29.34,        29.39,                   270193.35,9191,28,        31.00,        27.00,MIRAE ASSET NIFTY 8-13 YR G-SEC ETF
N,EQ,GSEC5IETF,ICICIPRAMC - ICICI5GSEC,        63.55,        63.58,        63.61,        63.27,        63.33,                  1026605.40,16179,65,        66.70,        57.52,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,HDFCBSE500,HDFCAMC - HDFCBSE500,        37.86,        38.08,        38.09,        37.43,        37.79,                  1371852.88,36348,328,        39.55,        31.14,HDFC S&P BSE 500 ETF
N,EQ,HDFCGOLD,HDFC GOLD ETF,        99.71,       101.60,       103.15,       100.76,       102.88,                530938049.88,5189959,11028,       112.80,        63.60,GOLD
N,EQ,HDFCGROWTH,HDFCAMC - HDFCGROWTH,       126.07,       126.13,       126.21,       125.36,       125.64,                  1592120.98,12670,168,       128.77,       103.11,HDFC NIFTY GROWTH SECTORS 15 ETF
N,EQ,HDFCLIQUID,HDFCAMC - HDFCLIQUID,      1033.72,      1033.86,      1033.86,      1033.82,      1033.82,                 21757282.93,21045,43,      1045.47,       975.00,HDFC NIFTY 1D RATE LIQUID ETF
N,EQ,HDFCLOWVOL,HDFCAMC - HDFCLOWVOL,        21.31,        21.37,        21.40,        21.28,        21.34,                   157705.61,7390,107,        23.00,        17.70,HDFC NIFTY100 LOW VOLATILITY 30 ETF
N,EQ,HDFCMID150,HDFCAMC - HDFCMID150,        22.23,        22.34,        22.40,        22.23,        22.35,                  9205508.48,412281,1146,        22.76,        17.51,HDFC NIFTY MIDCAP 150 ETF
N,EQ,HDFCMOMENT,HDFCAMC - HDFCMOMENT,        31.90,        31.94,        32.12,        31.86,        32.02,                  7815888.18,244220,686,        36.45,        25.50,HDFC NIFTY200 MOMENTUM 30 ETF
N,EQ,HDFCNEXT50,HDFCAMC - HDFCNEXT50,        70.42,        70.77,        71.61,        70.42,        71.41,                  6851640.68,96192,642,        75.18,        57.00,HDFC NIFTY NEXT 50 ETF
N,EQ,HDFCNIF100,HDFCAMC - HDFCNIF100,        27.21,        27.22,        27.45,        27.22,        27.35,                  2844561.41,103970,406,        29.00,        21.15,HDFC NIFTY 100 ETF
N,EQ,HDFCNIFBAN,HDFCAMC - HDFCNIFBAN,        59.74,        59.75,        59.99,        59.59,        59.85,                 24617738.67,411318,441,        60.10,        48.51,NIFTY BANK
N,EQ,HDFCNIFIT,HDFCAMC - HDFCNIFIT,        37.75,        37.93,        38.14,        37.76,        38.08,                  1676926.44,44086,192,        47.74,        32.24,HDFC NIFTY IT ETF
N,EQ,HDFCNIFTY,HDFCAMC - HDFCNIFTY,       290.13,       291.48,       291.91,       289.68,       291.39,                 31224483.30,107169,746,       292.09,       240.55,NIFTY 50
N,EQ,HDFCPSUBK,HDFCAMC HDFCPSUBK,        81.55,        81.95,        83.00,        81.22,        81.64,                  3422052.43,41899,241,        83.00,        55.68,HDFC NIFTY PSU BANK ETF
N,EQ,HDFCPVTBAN,HDFCAMC - HDFCPVTBAN,        28.90,        29.04,        29.04,        28.78,        28.91,                  1479888.76,51193,480,        29.97,        23.66,HDFC NIFTY PRIVATE BANK ETF
N,EQ,HDFCQUAL,HDFCAMC - HDFCQUAL,        59.42,        59.42,        59.91,        59.32,        59.67,                   977641.07,16408,319,        62.39,        49.53,HDFC NIFTY100 QUALITY 30 ETF
N,EQ,HDFCSENSEX,HDFCAMC - HDFCSENSEX,        95.18,        94.58,        95.97,        94.57,        95.75,                  1897975.47,19878,356,        96.57,        80.55,SENSEX
N,EQ,HDFCSILVER,HDFCAMC - HDFCSILVER,       133.63,       135.63,       142.00,       135.63,       141.62,                673621631.37,4819243,17596,       187.10,        83.13,HDFC SILVER ETF
N,EQ,HDFCSML250,HDFCAMC - HDFCSML250,       174.34,       174.99,       175.22,       174.01,       175.08,                101171037.76,578780,5241,       186.88,       135.21,HDFC NIFTY SMALLCAP 250 ETF
N,EQ,HDFCVALUE,HDFCAMC - HDFCVALUE,       137.64,       136.45,       138.60,       136.00,       138.20,                  2245273.27,16296,194,       149.97,       117.50,HDFC NIFTY50 VALUE 20 ETF
N,EQ,HEALTHADD,DSPAMC - HEALTHADD,       149.13,       149.50,       150.97,       149.50,       150.49,                  1381150.57,9176,27,       152.22,       120.00,DSP NIFTY HEALTHCARE ETF
N,EQ,HEALTHIETF,ICICIPRAMC - ICICIPHARM,       152.05,       152.05,       153.48,       151.90,       153.01,                 12796209.96,83708,836,       157.70,       128.14,NIFTY HEALTHCARE INDEX
N,EQ,HEALTHY,BIRLASLAMC - HEALTHY,        15.26,        15.34,        15.39,        15.15,        15.31,                  1969072.25,128735,790,        16.25,        12.20,NIFTY HEALTHCARE TRI
N,EQ,HNGSNGBEES,NIP IND ETF HANGSENG BEES,       517.69,       522.87,       525.72,       520.26,       525.72,                 82019052.09,156027,3504,       579.92,       309.05,HANG SENG INDEX
N,EQ,ICICIB22,ICICIPRAMC - BHARATIWIN,       115.61,       114.51,       116.95,       114.51,       116.69,                 84166602.96,721073,2794,       118.80,        93.02,S&P BSE BHARAT 22 INDEX
N,EQ,IDFNIFTYET,BANDHANAMC - IDFNIFTYET,       284.53,       283.11,       289.40,       282.02,       286.45,                   398839.51,1394,73,       289.40,       235.01,NIFTY 50
N,EQ,INFRABEES,NIP IND ETF INFRA BEES,       984.69,       984.69,       999.10,       983.51,       995.94,                 17426674.82,17543,781,      1012.71,       783.98,NIFTY INFRA
N,EQ,INFRAIETF,ICICIPRAMC - ICICIINFRA,        97.82,        97.95,        99.14,        97.95,        99.02,                 15182195.24,153589,1134,        99.14,        77.65,ICICI PRUDENTIAL NIFTY INFRASTRUCTURE ETF
N,EQ,INTERNET,MIRAEAMC - INTERNET,        15.01,        14.96,        14.98,        14.82,        14.84,                   619191.36,41661,277,        16.12,        13.30,EQUITY INDEX
N,EQ,IT,KOTAKMAMC - KOTAKIT,        39.29,        39.69,        39.70,        39.01,        39.51,                 14576181.72,370196,852,        49.50,        32.55,NIFTY IT INDEX
N,EQ,ITBEES,NIP IND ETF IT,        39.42,        39.42,        39.95,        39.35,        39.66,                308946809.80,7792406,12700,        49.76,        33.63,NIFTY IT TRI
N,EQ,ITETF,MIRAEAMC - ITETF,        37.53,        37.61,        37.90,        37.46,        37.76,                 10715459.29,283679,2108,        48.05,        31.70,MIRAE ASSET NIFTY IT ETF
N,EQ,ITETFADD,DSPAMC - DSPITETF,        37.53,        37.61,        37.85,        37.42,        37.73,                  2340262.44,62011,98,        48.66,        32.61,DSP NIFTY IT ETF
N,EQ,ITIETF,ICICIPRAMC - ICICITECH,        39.39,        39.79,        39.80,        39.29,        39.65,                 22579015.99,569889,1664,        49.53,        33.43,NIFTY IT INDEX
N,EQ,IVZINGOLD,INVESCO INDIA GOLD ETF,     10049.15,     10100.05,     10529.90,     10100.00,     10486.75,                  4608620.15,445,128,     12272.75,      6460.00,GOLD
N,EQ,IVZINNIFTY,INVESCO INDIA NIFTY ETF,      2943.30,      2958.01,      2995.38,      2894.00,      2949.41,                   138628.02,47,19,      2995.38,      2480.00,NIFTY 50
N,EQ,JUNIORBEES,NIP IND ETF JUNIOR BEES,       745.05,       745.05,       754.99,       744.00,       753.64,                210732464.90,280254,6197,       803.65,       595.00,NIPPON INDIA ETF NIFTY NEXT 50 JUNIOR BEES
N,EQ,LICMFGOLD,LIC MF - LIC GOLD ETF,     10370.25,     10599.75,     10884.00,     10403.05,     10824.35,                 28424398.05,2647,888,     12100.00,      6690.00,GOLD
N,EQ,LICNETFGSC,LICNAMC - LICNMFET,        28.57,        28.57,        28.63,        28.51,        28.60,                  2322963.13,81285,184,        30.00,        26.00,GSEC10 NSE INDEX
N,EQ,LICNETFN50,LICNAMC - LICNFENGP,       287.71,       288.26,       289.39,       288.26,       289.28,                   118200.62,409,39,       289.99,       239.65,NIFTY 50
N,EQ,LICNETFSEN,LICNAMC - LICNFESGP,       948.50,       941.77,       957.00,       941.76,       956.56,                   173738.45,182,22,       989.00,       783.28,SENSEX
N,EQ,LICNFNHGP,LICNAMC - LICNFNHGP,       286.06,       286.67,       289.86,       283.00,       285.70,                   189341.27,660,63,       298.00,       242.47,NIFTY 100
N,EQ,LICNMID100,LICNAMC - LICNMID100,        59.46,        59.70,        59.71,        59.10,        59.49,                   310766.70,5231,82,        67.50,        46.03,LIC MF NIFTY MIDCAP 100 ETF
N,EQ,LIQGRWBEES,NIPPONAMC - LIQGRWBEES,      1013.67,      1013.81,      1013.81,      1013.79,      1013.79,                 28909421.84,28516,81,      1037.73,      1001.14,LIQUID
N,EQ,LIQUID,MIRAEAMC - LIQUID,       999.99,       999.99,      1000.00,       999.99,       999.99,                 75260653.89,75261,239,      1030.00,       990.00,MIRAE ASSET NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUID1,KOTAKMAMC - KOTAKLIQ,      1075.19,      1075.19,      1075.35,      1071.64,      1075.33,                354021338.43,329218,485,      1094.00,      1006.15,KOTAK NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDADD,DSPAMC - LIQUIDADD,      1097.36,      1097.51,      1097.54,      1097.51,      1097.53,                686667501.72,625644,268,      1121.66,      1037.08,DSP S&P BSE LIQUID RATE ETF
N,EQ,LIQUIDBEES,NIP IND ETF LIQUID BEES,       999.99,      1029.99,      1029.99,       999.99,       999.99,               5983085072.59,5983125,5843,      1030.00,       970.00,GOVERNMENT SECURITIES
N,EQ,LIQUIDBETF,BFAM - LIQUIDBETF,      1054.13,      1054.26,      1054.28,      1054.26,      1054.27,                731834837.49,694165,155,      1207.50,       810.02,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE,       111.10,       111.13,       111.13,       111.11,       111.11,                931031982.38,8378849,5909,       113.08,       101.90,ZERODHA NIFTY 1D RATE LIQUID ETF
N,EQ,LIQUIDETF,DSP LIQUID ETF,       999.99,       999.99,      1000.01,       999.99,       999.99,                 75760012.58,75760,189,      1020.00,       980.55,NIFTY1D RATE INDEX
N,EQ,LIQUIDIETF,ICICIPRAMC - ICICILIQ,       999.99,       999.99,      1000.01,       999.99,       999.99,                220620906.25,220621,189,      1029.99,       969.99,S&P BSE LIQUID RATE INDEX
N,EQ,LIQUIDPLUS,MIRAEAMC - LIQUIDPLUS,      1056.90,      1057.05,      1057.07,      1057.05,      1057.06,                 72252212.14,68352,58,      1240.88,       994.83,NIFTY 1D RATE INDEX
N,EQ,LIQUIDSBI,SBIAMC - LIQUIDSBI,       999.99,       999.99,      1000.01,       999.99,       999.99,                 17627979.48,17628,36,      1029.99,       990.15,SBI NIFTY 1D RATE ETF
N,EQ,LIQUIDSHRI,SHRIRAM - LIQUIDSHRI,      1076.80,      1076.93,      1076.95,      1076.93,      1076.93,                  7514831.88,6978,25,      1095.15,      1019.69,SHRIRAM NIFTY 1D RATE LIQUID ETF
N,EQ,LOWVOL,MIRAEAMC - MANV30F,       213.27,       213.96,       214.41,       213.63,       214.41,                    16475.54,77,6,       227.00,       159.00,MIRAE ASSET NIFTY 100 LOW VOLATILITY 30 ETF
N,EQ,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,        21.75,        21.99,        21.99,        21.61,        21.77,                  1030068.39,47197,145,        22.31,        18.16,KOTAK NIFTY 100 LOW VOL 30 ETF
N,EQ,LOWVOLIETF,ICICI PR NIF LW VL 30 ETF,        22.87,        23.10,        23.10,        22.89,        22.95,                 13928512.54,606918,738,        23.62,        19.03,NIFTY 100 LOW VOLATILITY 30 INDEX
N,EQ,LTGILTBEES,NIP IND ETF LONGTERM GILT,        29.02,        29.02,        29.09,        29.01,        29.04,                 53697294.76,1848168,831,        29.76,        26.60,NIFTY 8-13 YR G-SEC INDEX
N,EQ,LTGILTCASE,ZERODHAAMC - LTGILTCASE,        29.61,        30.50,        30.50,        29.50,        29.62,                  1927521.36,64913,159,        30.55,        28.71,NIFTY 8-13 YR G-SEC INDEX
N,EQ,MAFANG,MIRAEAMC - MAFANG,       170.86,       174.60,       174.60,       171.47,       174.60,                 90810616.90,522890,5226,       174.60,        94.60,NYSE FANG+ TOTAL RETURN INDEX
N,EQ,MAHKTECH,MIRAEAMC - MAHKTECH,        27.54,        28.17,        28.17,        28.17,        28.17,                 24497477.10,869630,1351,        35.59,        16.91,HANG SENG TECH TOTAL RETURN INDEX
N,EQ,MAKEINDIA,MIRAEAMC - MAMFGETF,       154.41,       154.60,       155.55,       154.44,       155.26,                  6284597.38,40475,278,       156.90,       119.50,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MANUFGBEES,NIPPONAMC - MANUFGBEES,       152.59,       152.77,       153.69,       152.65,       153.46,                   640273.32,4175,64,       154.98,       142.50,NIFTY INDIA MANUFACTURING TRI
N,EQ,MASPTOP50,MIRAEAMC - MASPTOP50,        69.21,        70.58,        70.59,        69.31,        70.59,                 18876107.35,267730,2708,        70.59,        36.48,S&P 500 TOP 50 TOTAL RETURN INDEX
N,EQ,METAL,MIRAEAMC - METAL,        10.65,        10.70,        10.90,        10.66,        10.83,                 40552561.40,3739326,3330,        11.50,         7.73,NIFTY METAL TOTAL RETURN INDEX
N,EQ,METALIETF,ICICIPRAMC - METALIETF,        10.66,        10.75,        10.90,        10.68,        10.83,                257528184.05,23756895,9484,        10.90,         7.35,NIFTY METAL INDEX
N,EQ,MID150,KOTAKMAMC - MID150,        22.31,        22.32,        22.46,        22.31,        22.38,                   417419.59,18631,130,        25.49,        17.98,NIFTY MIDCAP 150 INDEX
N,EQ,MID150BEES,NIP IND ETF MIDCAP 150,       227.48,       229.54,       229.54,       227.03,       228.80,                123926744.26,543007,4017,       235.00,       179.00,NIFTY MIDCAP 150 TRI
N,EQ,MID150CASE,ZERODHAAMC - MID150CASE,        11.01,        11.01,        11.34,        10.96,        11.04,                  9974358.01,903911,3285,        12.00,         7.66,ZERODHA NIFTY MIDCAP 150 ETF
N,EQ,MIDCAP,KOTAKMAMC - KOTAKMID50,       171.79,       171.79,       173.27,       171.79,       173.18,                  7379825.98,42695,460,       181.00,       134.98,NIFTY MIDCAP 50 INDEX
N,EQ,MIDCAPETF,MIRAEAMC - MAM150ETF,        22.46,        22.55,        22.62,        22.44,        22.57,                 34654699.46,1538136,3568,        23.50,        16.00,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY MIDCAP 150 ETF
N,EQ,MIDCAPIETF,ICICIPRAMC - ICICIM150,        22.75,        22.83,        22.90,        22.66,        22.87,                 37211201.97,1630055,1652,        23.60,        17.80,NIFTY MIDCAP 150
N,EQ,MIDQ50ADD,DSPAMC - DSPQ50ETF,       250.83,       249.98,       251.31,       249.23,       250.91,                  1303000.36,5210,130,       264.64,       191.97,NIFTY MIDCAP 150 QUALITY 50 INDEX
N,EQ,MIDSELIETF,ICICI PRUD MIDCAP SEL ETF,        18.27,        18.26,        18.36,        18.19,        18.32,                  2605506.29,142469,713,        20.00,        13.86,S&P BSE MIDCAP SELECT INDEX
N,EQ,MIDSMALL,MIRAEAMC - MIDSMALL,        48.93,        48.93,        49.18,        48.68,        49.09,                  9892579.90,202259,590,        54.97,        40.00,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF
N,EQ,MNC,KOTAKMAMC - KOTAKMNC,        30.85,        30.99,        31.00,        30.76,        30.94,                  1124954.42,36389,302,        31.70,        24.52,KOTAK NIFTY MNC ETF
N,EQ,MOALPHA50,MOTILALAMC - MOALPHA50,        51.25,        51.09,        51.33,        50.96,        51.28,                   377559.14,7384,37,        54.38,        46.05,NIFTY ALPHA 50 TOTAL RETURN INDEX
N,EQ,MOCAPITAL,MOTILALAMC - MOCAPITAL,        46.55,        46.78,        46.78,        44.50,        45.68,                 58817916.45,1290444,5293,        51.13,        29.20,NIFTY CAPITAL MARKET TOTAL RETURN INDEX
N,EQ,MODEFENCE,MOTILALAMC - MODEFENCE,        88.72,        89.04,        89.45,        88.25,        88.60,                178398436.25,2013547,6125,       102.00,        55.21,NIFTY INDIA DEFENCE TOTAL RETURN INDEX
N,EQ,MOENERGY,MOTILALAMC - MOENERGY,        35.76,        36.65,        37.05,        35.91,        36.56,                  6371480.93,175007,314,        37.88,        35.23,NIFTY ENERGY INDEX
N,EQ,MOGOLD,MOTILALAMC - MOGOLD,       116.30,       117.00,       119.40,       117.00,       118.80,                 20079534.65,169368,611,       134.40,        96.30,DOMESTIC PRICE OF PHYSICAL GOLD
N,EQ,MOGSEC,MOTILALAMC - G5,        62.55,        62.50,        62.83,        62.48,        62.83,                   149310.60,2386,26,        65.80,        56.75,NIFTY 5 YR BENCHMARK G-SEC INDEX
N,EQ,MOHEALTH,MOTILALAMC - MOHEALTH,        45.43,        45.43,        45.79,        45.21,        45.68,                  1726870.83,37877,496,        47.57,        37.93,MOTILAL OSWAL S&P BSE HEALTHCARE ETF
N,EQ,MOINFRA,MOTILALAMC - MOINFRA,        61.60,        61.70,        62.73,        61.70,        62.55,                   683882.93,10977,47,        63.47,        56.28,BSE INDIA INFRASTRUCTURE TOTAL RETURN INDEX
N,EQ,MOLOWVOL,MOTILALAMC - MOLOWVOL,        38.66,        38.66,        38.95,        38.66,        38.79,                    68268.54,1760,39,        39.58,        33.05,NIFTY MIDCAP 100 TRI
N,EQ,MOM100,MOTILAL OS MIDCAP100 ETF,        64.14,        64.21,        64.68,        64.08,        64.56,                 21591430.03,335223,1887,        66.01,        50.30,NIFTY MIDCAP 100
N,EQ,MOM30IETF,ICICIPRAMC - ICICIMOM30,        32.30,        32.31,        32.44,        32.20,        32.30,                 20393133.45,631670,1640,        37.59,        25.00,ICICI PRUDENTIAL NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOM50,MOTILAL OSWAL M50 ETF,       269.67,       269.90,       270.99,       269.67,       270.56,                  1004889.81,3713,97,       272.02,       218.00,NIFTY 50
N,EQ,MOMENTUM,BIRLASLAMC - MOMENTUM,        32.18,        32.17,        32.22,        31.93,        32.19,                  2228818.11,69425,372,        36.17,        25.75,ADITYA BIRLA SUN LIFE NIFTY 200 MOMENTUM 30 ETF
N,EQ,MOMENTUM30,KOTAKMAMC - MOMENTUM30,        31.88,        31.89,        32.06,        31.61,        31.74,                   364628.26,11491,70,        37.38,        31.15,NIFTY 200 MOMENTUM 30 INDEX
N,EQ,MOMENTUM50,MOTILALAMC - MOMENTUM50,        53.49,        53.78,        53.83,        53.36,        53.68,                 16333582.93,304556,1444,        65.26,        42.40,NIFTY 500 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMGF,MOTILALAMC - MOMGF,       151.95,       152.42,       154.50,       152.17,       152.55,                    83061.96,545,12,       182.16,       139.07,NIFTY INDIA MANUFACTURING TOTAL RETURN INDEX
N,EQ,MOMIDMTM,MOTILALAMC - MOMIDMTM,        63.31,        63.79,        63.79,        63.22,        63.60,                  5975809.17,94249,160,        65.85,        59.48,NIFTY MIDCAP 150 MOMENTUM 50 TOTAL RETURN INDEX
N,EQ,MOMOMENTUM,MOTILALAMC - MOMOMENTUM,        64.21,        64.53,        64.98,        64.09,        64.41,                  8087528.13,125408,449,        73.65,        51.21,NIFTY 200 MOMENTUM 30 TOTAL RETURN INDEX
N,EQ,MON100,MOTILAL OS NASDAQ100 ETF,       244.25,       246.70,       248.44,       240.60,       241.67,                462485768.88,1895978,19122,       258.80,       159.30,NASDAQ100
N,EQ,MON50EQUAL,MOTILALAMC - MON50EQUAL,        33.33,        33.49,        33.62,        33.40,        33.56,                    78953.65,2354,26,        33.80,        29.78,NIFTY 50 EQUAL WEIGHT TOTAL RETURN INDEX
N,EQ,MONEXT50,MOTILALAMC - MONEXT50,        68.93,        69.27,        69.85,        69.22,        69.61,                   407493.75,5857,41,        72.30,        63.54,NIFTY NEXT 50 TOTAL RETURN INDEX
N,EQ,MONIFTY100,MOTILALAMC - MONIFTY100,        26.64,        26.69,        27.40,        26.68,        27.37,                   399700.87,14923,33,        27.97,        26.16,NIFTY 100 TOTAL RETURN INDEX
N,EQ,MONIFTY500,MOTILALAMC - MONIFTY500,        24.26,        24.26,        24.40,        24.14,        24.23,                  5938841.37,244501,1152,        24.71,        19.50,MOTILAL OSWAL NIFTY 500 ETF
N,EQ,MONQ50,MOTILALAMC - MONQ50,       102.38,       102.90,       104.04,        99.95,       100.58,                 56236003.11,550303,4258,       104.31,        61.31,NASDAQ Q-50 TOTAL RETURN INDEX
N,EQ,MOPSE,MOTILALAMC - MOPSE,        99.80,        99.90,       103.47,        99.90,       101.70,                  1320621.74,12947,80,       108.00,        92.55,NIFTY PSE TOTAL RETURN INDEX
N,EQ,MOQUALITY,MOTILALAMC - MOQUALITY,       196.98,       196.99,       197.75,       196.66,       197.48,                   151869.83,770,31,       203.90,       162.15,MOTILAL OSWAL S&P BSE QUALITY ETF
N,EQ,MOREALTY,MOTILALAMC - MOREALTY,        94.58,        94.41,        95.51,        94.41,        95.17,                 72685149.04,764692,1659,       113.50,        77.00,MOTILAL OSWAL NIFTY REALTY ETF
N,EQ,MOSILVER,MOTILALAMC - MOSILVER,       137.75,       139.93,       145.19,       139.78,       144.65,                  5743592.76,39896,617,       193.33,       112.32,DOMESTIC PRICE OF PHYSICAL SILVER
N,EQ,MOSMALL250,MOTILALAMC - MOSMALL250,        17.39,        17.41,        17.55,        17.30,        17.49,                 15196828.81,872209,2078,        18.93,        13.22,MOTILAL OSWAL NIFTY SMALLCAP 250 ETF
N,EQ,MOTOUR,MOTILALAMC - MOTOUR,        89.33,        89.33,        90.05,        89.33,        89.98,                   344320.10,3836,89,        97.20,        85.82,NIFTY INDIA TOURISM TOTAL RETURN INDEX
N,EQ,MOVALUE,MOTILALAMC - MOVALUE,       110.99,       111.54,       113.46,       110.05,       112.70,                 13868267.08,123271,1011,       113.46,        85.91,MOTILAL OSWAL S&P BSE ENHANCED VALUE ETF
N,EQ,MSCIINDIA,KOTAKMAMC - MSCIINDIA,        30.65,        30.81,        30.92,        30.67,        30.88,                   389293.18,12645,68,        31.50,        25.60,MSCI INDIA INDEX
N,EQ,MULTICAP,MIRAEAMC - MULTICAP,        16.64,        16.72,        17.03,        16.60,        16.70,                  5301405.68,316935,842,        17.03,        13.43,NIFTY500 MULTICAP 50:25:25 INDEX
N,EQ,NETF,TATAAML - NETF,       279.70,       281.99,       282.00,       278.55,       281.00,                   354784.71,1262,114,       285.70,       227.05,TATA NIFTY 50 EXCHANGE TRADED FUND
N,EQ,NEXT30ADD,DSPAMC - NEXT30ADD,        40.30,        40.72,        40.98,        40.72,        40.87,                  5118478.16,124943,48,        40.98,        32.27,BSE SENSEX NEXT 30 INDEX
N,EQ,NEXT50,MIRAEAMC - MANXT50,       708.86,       712.55,       721.00,       710.53,       719.71,                 20581725.23,28652,428,       755.21,       573.45,NIFTY NEXT 50
N,EQ,NEXT50IETF,ICICIPRAMC - ICICINXT50,        72.80,        73.06,        73.80,        72.67,        73.73,                 38458212.46,523238,3319,        78.30,        58.70,NIFTY NEXT 50
N,EQ,NIF100BEES,NIP IND ETF NIFTY 100,       280.42,       280.41,       282.33,       280.05,       281.17,                 31359843.43,111520,486,       290.00,       230.35,NIFTY 100 TRI
