MKT,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
N,S A TECH SOFTWARE INDIA L,        53.25,        53.25,        53.25,        51.60,        51.65,                   730050.00,14000,N, ,14,       161.60,        45.00
N,SATIA INDUSTRIES LIMITED,        76.38,        76.38,        77.47,        76.36,        77.32,                  4202747.22,54660,N, ,1062,       114.78,        64.40
N,SATIN CREDIT NET LTD,       158.05,       159.97,       159.97,       156.20,       157.71,                 24852188.92,157164,N, ,1829,       175.90,       131.80
N,SATI POLY PLAST LIMITED,        70.35,        72.00,        72.00,        70.10,        71.00,                   530750.00,7500,N, ,12,       268.70,        60.15
N,SAT KARTAR SHOPPING LTD,       184.00,       186.95,       186.95,       178.05,       179.90,                  2613600.00,14400,N, ,16,       241.95,       130.20
N,SATTVA ENGINEERING CSTN L,        83.00,        82.55,        82.55,        82.50,        82.50,                   396160.00,4800,N, ,3,       118.90,        80.30
N,SAURASHTRA CEMENT LIMITED,       102.13,       102.90,       102.90,       100.50,       101.15,                  6247051.48,61653,N, ,875,       125.35,        97.52
N,SAVY INFRA AND LOGI LTD,       139.50,       139.15,       167.40,       139.15,       167.05,                 92993940.00,582000,N, ,373,       167.40,       121.00
N,SAWALIYA FOOD PRODUCTS L,       220.35,       220.00,       220.00,       219.00,       219.00,                   790800.00,3600,N, ,2,       301.00,       208.00
N,SBC EXPORTS LIMITED,        23.45,        23.40,        23.76,        23.19,        23.55,                237052641.69,10064669,N, ,3599,        29.85,        10.95
N,SHIVALIK BIMETAL CON. LTD,       490.15,       490.90,       497.50,       485.60,       488.90,                 23901329.15,48655,N, ,2062,       684.90,       342.00
N,SBFC FINANCE LIMITED,       114.98,       115.20,       115.78,       112.48,       114.19,                170591047.16,1489590,N, ,12372,       120.50,        79.22
N,SURATWWALA BUS GROUP LTD,        34.45,        34.91,        35.49,        34.15,        34.76,                  1740346.78,50441,N, ,312,       139.90,        24.95
N,SBI CARDS & PAY SER LTD,       905.75,       905.70,       913.00,       901.25,       910.95,                818369110.90,900250,N, ,28203,      1027.25,       659.80
N,SCHAEFFLER INDIA LIMITED,      3871.80,      3898.00,      3955.00,      3842.30,      3947.40,                122422463.90,31301,N, ,11349,      4392.00,      2823.00
N,S CHAND AND COMPANY LTD,       179.74,       180.40,       180.40,       177.80,       179.66,                  4066350.09,22713,N, ,534,       257.90,       156.91
N,SCHNEIDER ELECTRIC INFRA,       865.30,       865.50,       870.85,       849.00,       853.15,                 68931395.50,80504,N, ,5902,      1052.00,       540.00
N,SHIPPING CORP OF INDIA LT,       261.81,       262.60,       277.40,       262.33,       266.71,               4002395378.22,14812333,N, ,118328,       280.50,       138.26
N,SHIPPING CORP OF ILA LTD,        50.94,        50.94,        52.40,        50.94,        51.60,                 29205419.30,565412,N, ,3307,        75.44,        42.85
N,SCODA TUBES LIMITED,       160.40,       158.85,       162.00,       157.50,       160.74,                 20495972.69,128263,N, ,2194,       230.85,       135.10
N,SHEETAL COOL PRODUCTS LTD,       238.02,       241.56,       242.75,       236.00,       237.41,                  1229537.50,5140,N, ,238,       376.85,       226.35
N,SOM DIST & BREW LTD,       127.72,       128.40,       129.95,       127.75,       129.27,                 63129137.10,489691,N, ,4132,       173.03,        95.61
N,S D RETAIL LIMITED,       107.00,       110.00,       110.00,       107.10,       107.10,                   325200.00,3000,N, ,3,       215.00,        86.35
N,SEAMEC LIMITED,       856.45,       874.00,       874.00,       852.20,       863.25,                 19132307.10,22216,N, ,1469,      1399.00,       752.55
N,SECMARK CONSULTANCY LTD,       125.08,       122.00,       129.39,       120.69,       125.23,                   113864.42,906,N, ,27,       174.63,        75.00
N,SECUREKLOUD TECH LIMITED,        20.05,        20.82,        20.82,        19.80,        20.27,                   321717.18,16038,N, ,272,        41.50,        16.35
N,SUNGARNER ENERGIES LTD,       260.00,       260.00,       260.00,       245.05,       260.00,                   604140.00,2400,N, ,10,       644.60,       211.00
N,SELLOWRAP INDUSTRIES LTD,       104.70,       100.15,       104.20,        99.95,       103.80,                  7101200.00,70400,N, ,18,       139.65,        85.05
N,SEL MANUFACTURING CO LTD,        37.17,        35.31,        35.31,        35.31,        35.31,                   313976.52,8892,N, ,119,        54.91,        25.50
N,SEMAC CONSTRUCTION LTD,       423.95,       430.00,       430.00,       404.95,       406.10,                   932358.70,2287,N, ,105,       568.90,       270.00
N,SENCO GOLD LIMITED,       325.60,       325.60,       326.75,       322.20,       325.85,                104407697.35,321274,N, ,9663,      1250.00,       227.40
N,SENORES PHARMACEUTICALS L,       784.00,       782.05,       786.00,       768.10,       773.75,                121349940.35,156318,N, ,5765,       790.00,       435.25
N,SEPC LIMITED,        11.21,        11.21,        11.52,        11.20,        11.43,                 46918865.68,4131689,N, ,4239,        28.30,        10.90
N,SEQUENT SCIENTIFIC LTD.,       206.17,       207.20,       213.32,       204.50,       212.67,                263199360.91,1257544,N, ,19918,       231.00,       117.35
N,SERVICE CARE LIMITED,        47.50,        47.10,        47.10,        46.00,        46.00,                   186200.00,4000,N, ,2,        94.75,        39.60
N,SERVOTECH REN POW SYS LTD,       120.98,       121.00,       122.95,       121.00,       121.98,                 34693918.08,284222,N, ,3261,       196.98,        97.55
N,SESHASAYEE PAPER & BOARDS,       252.60,       251.30,       255.00,       251.30,       253.25,                  2291427.70,9032,N, ,368,       335.25,       248.35
N,SETCO AUTOMOTIVE LTD,        17.86,        18.75,        18.75,        18.01,        18.75,                  1688143.45,90244,N, ,163,        21.68,         9.36
N,SHEELA FOAM LIMITED,       668.00,       668.50,       682.70,       666.60,       677.85,                 57473888.10,84978,N, ,6114,      1058.70,       618.75
N,SUPREME FACILITY MGMT LTD,        40.40,        40.00,        41.00,        39.40,        41.00,                   321600.00,8000,N, ,5,        75.00,        27.40
N,SG FINSERVE LIMITED,       408.95,       411.00,       412.00,       396.25,       398.35,                 57596262.60,143440,N, ,3954,       426.15,       339.90
N,SYNERGY GREEN IND. LTD,       544.85,       550.00,       550.00,       530.00,       531.05,                  5726451.40,10679,N, ,597,       633.25,       339.00
N,STL GLOBAL LIMITED,        13.68,        13.78,        14.00,        13.60,        13.80,                   432922.10,31437,N, ,113,        20.89,        10.04
N,STANDARD GLASS LIN TECH L,       178.38,       180.00,       184.16,       177.15,       183.29,                 35845083.27,197162,N, ,2777,       213.80,       124.00
N,SG MART LIMITED,       354.50,       357.65,       373.70,       356.60,       369.65,                147210245.85,400658,N, ,7340,       389.55,       334.00
N,SHAH METACORP LIMITED,         3.87,         3.99,         4.64,         3.93,         4.64,                 69579773.09,15596395,N, ,4347,         5.40,         2.80
N,SHAH ALLOYS LIMITED,        72.77,        74.50,        76.40,        71.50,        74.21,                  2320855.04,31134,N, ,585,        82.21,        43.30
N,SHAILY ENG PLASTICS LTD,      2540.20,      2537.00,      2575.00,      2525.40,      2554.10,                262956238.60,103119,N, ,12588,      2670.00,       871.10
N,SHAKTI PUMPS (I) LTD,       808.85,       811.00,       812.95,       804.05,       810.25,                159483809.60,197268,N, ,12402,      5111.00,       751.30
N,SHALBY LIMITED,       241.10,       241.10,       248.00,       240.75,       245.35,                 48621853.90,197892,N, ,2932,       274.70,       177.25
N,SHALIM PAINTS LTD,        77.35,        78.10,        80.00,        77.74,        78.82,                  5299456.46,67224,N, ,899,       144.00,        69.66
N,SHANKARA BLDG PRODUCT LTD,       139.23,       141.24,       142.75,       139.50,       140.38,                 25637875.63,182087,N, ,1915,       255.00,       129.50
N,SHANTHALA FMCG PRODUCTS L,        26.50,        27.15,        31.80,        27.15,        31.80,                   574140.00,19200,N, ,14,        61.00,        20.40
N,SHANTI OVERSEAS INDIA LTD,        10.33,        10.33,        10.70,         9.68,        10.33,                   480463.08,46902,N, ,173,        23.87,         8.36
N,SHANTHI GEARS LTD,       501.00,       501.05,       503.55,       497.15,       498.45,                 12272643.95,24602,N, ,922,       619.80,       399.00
N,SHANTI GOLD INTERNATION L,       211.77,       212.00,       217.45,       208.11,       213.67,                173986086.57,812843,N, ,8621,       274.10,       195.42
N,SHARDA CROPCHEM LTD.,       952.95,       952.95,       968.45,       944.45,       953.90,                226084053.65,237099,N, ,14428,      1181.00,       452.25
N,SHARDA MOTOR INDS LTD,      1039.00,      1045.80,      1056.00,      1033.90,      1040.60,                 44429592.40,42542,N, ,3938,      2370.10,      1008.00
N,SHARE IND. SECURITIES LTD,       206.34,       205.00,       205.01,       194.10,       197.92,                310127352.77,1565715,N, ,16005,       333.20,       127.50
N,SHEEL BIOTECH LIMITED,        82.00,        80.00,        80.00,        78.50,        79.00,                  1736300.00,22000,N, ,7,        95.55,        76.00
N,SHEETAL UNIVERSAL LIMITED,       141.65,       142.10,       143.00,       142.10,       142.50,                  1427200.00,10000,N, ,5,       145.00,        59.50
N,SHEKHAWATI INDUSTRIES LTD,        20.60,        20.65,        21.10,        20.19,        20.81,                   514204.06,24816,N, ,213,        44.63,        19.90
N,SHEMAROO ENTER. LTD.,       112.28,       112.28,       115.00,       112.28,       114.45,                  2630859.34,22978,N, ,82,       180.95,        88.80
N,SHERA ENERGY LIMITED,       123.55,       126.95,       128.00,       125.50,       128.00,                  2656600.00,21000,N, ,16,       233.50,       121.05
N,SHIGAN QUANTUM TECH LTD,        66.10,        62.10,        65.00,        62.05,        65.00,                  1423725.00,22500,N, ,12,       131.80,        61.50
N,SHILPA MEDICARE LTD,       361.10,       364.95,       366.00,       348.90,       357.70,                 57649682.50,159894,N, ,6075,      1000.00,       342.00
N,SHIVALIK RASAYAN LIMITED,       410.65,       412.30,       449.00,       409.25,       431.10,                 92886348.00,215199,N, ,9070,       879.05,       404.00
N,SHIVAM AUTO.LTD,        29.06,        29.06,        29.62,        28.85,        29.05,                  1569476.82,53845,N, ,470,        57.33,        24.80
N,SHIVA MILLS LIMITED,        67.87,        67.54,        68.82,        66.00,        66.63,                   229971.22,3431,N, ,82,       116.19,        62.79
N,SHIVASHRIT FOODS LIMITED,       130.00,       132.95,       133.00,       130.10,       130.10,                  3045100.00,23000,N, ,18,       148.50,       118.00
N,SHIVA TEXYARN LIMITED,       178.00,       175.76,       178.83,       175.30,       177.09,                   302415.61,1715,N, ,62,       299.00,       168.00
N,S H KELKAR AND CO. LTD.,       218.45,       219.00,       229.83,       218.75,       226.39,                 50522899.05,224946,N, ,4244,       319.45,       156.61
N,SHRI HARE-KRI SPO IRON L,        60.10,        60.20,        63.00,        60.20,        63.00,                   614100.00,10000,N, ,5,        84.00,        54.05
N,SHOPPERS STOP LIMITED,       525.15,       527.90,       527.90,       517.15,       519.45,                  8753227.90,16778,N, ,2335,       739.40,       467.15
N,SHRADHA INFRAPROJECTS LTD,        44.76,        44.77,        45.36,        44.01,        44.21,                   576515.22,12884,N, ,190,       207.96,        42.11
N,SHREE DIGVIJAY CEM CO LTD,        90.25,        90.25,        91.15,        90.03,        90.50,                 17416825.65,192333,N, ,807,       107.70,        63.55
N,SHREEJI SHIPPING GLOBAL L,       244.68,       246.80,       253.50,       243.50,       249.99,                268645396.94,1077597,N, ,22157,       275.00,       222.00
N,SHREE KARNI FABCOM LTD,       575.00,       570.00,       570.00,       560.00,       560.00,                   763800.00,1350,N, ,6,       852.90,       480.00
N,SHREE OSFM E-MOBILITY LTD,       106.35,       106.65,       109.25,       106.65,       107.75,                   971250.00,9000,N, ,9,       176.00,        82.70
N,SHRE PUSH CHEM & FERT LTD,       421.10,       425.30,       428.00,       413.80,       426.80,                 34948033.85,82533,N, ,3330,       476.00,       220.50
N,SHRENIK LIMITED,         0.54,         0.54,         0.55,         0.54,         0.54,                   429386.36,787866,N, ,301,         0.92,         0.46
N,SHREYANS INDUSTRIES LTD,       224.20,       226.00,       226.00,       219.61,       223.10,                  1073703.00,4811,N, ,308,       267.00,       164.11
N,SHRINGAR HOU OF MANGALS L,       210.56,       211.84,       218.08,       210.56,       216.28,                481878541.65,2238285,N, ,7896,       218.08,       177.51
N,SHRIRAM PIST. & RING LTD,      2704.30,      2705.20,      2720.50,      2677.50,      2717.10,                 71822619.60,26509,N, ,5838,      2785.00,      1662.55
N,SHRIRAM PROPERTIES LTD,        92.59,        93.00,        93.70,        91.51,        93.34,                 53951391.97,582027,N, ,3255,       119.72,        63.13
N,SHRI TECHTEX LIMITED,        72.80,        72.70,        72.80,        72.70,        72.80,                  1018700.00,14000,N, ,5,        95.50,        56.00
N,SHUBHLAXMI JEWEL ART LTD,        14.50,        13.80,        15.20,        13.80,        15.15,                   117000.00,8000,N, ,8,        36.55,        13.35
N,SHUBHSHREE BIOFUELS ENE L,       412.95,       418.95,       420.30,       418.95,       419.95,                  2014830.00,4800,N, ,7,       494.95,       237.00
N,SHYAM CENTURY FERROUS LTD,         6.94,         6.94,         6.99,         6.90,         6.95,                   418778.20,60154,N, ,259,        17.35,         6.67
N,SHYAM METALICS AND ENGY L,       905.15,       897.60,       927.75,       897.60,       915.70,                248076301.45,269867,N, ,12323,      1001.00,       628.25
N,SHYAM TELECOM LIMITED,        12.78,        12.78,        12.97,        12.54,        12.97,                    10645.08,842,N, ,11,        35.00,        11.49
N,SIDDHI COTSPIN LIMITED,        33.85,        34.40,        34.40,        33.60,        33.80,                  3862080.00,114000,N, ,65,        86.40,        33.10
N,SIDDHIKA COATINGS LIMITED,       220.50,       231.50,       231.50,       231.45,       231.50,                  1388850.00,6000,N, ,6,       231.50,       126.00
N,SIGACHI INDUSTRIES LTD,        36.96,        37.18,        37.54,        36.91,        37.15,                 60548675.71,1629370,N, ,5157,        59.59,        30.51
N,SIGNET INDUSTRIES LIMITED,        58.25,        57.95,        59.00,        56.50,        58.29,                   409917.58,7087,N, ,182,        81.00,        39.99
N,SIGNATUREGLOBAL INDIA LTD,      1086.70,      1091.80,      1099.00,      1086.00,      1094.50,                275584343.20,252221,N, ,5615,      1424.00,       988.00
N,SIGNORIA CREATION LIMITED,        76.30,        76.30,        76.30,        76.30,        76.30,                    76300.00,1000,N, ,1,       177.00,        60.00
N,SIGNPOST INDIA LIMITED,       246.95,       249.45,       249.45,       244.95,       246.80,                  2882242.85,11691,N, ,511,       403.30,       180.37
N,STANDARD INDUSTRIES LTD.,        18.74,        18.95,        19.00,        18.74,        18.83,                   222994.75,11812,N, ,132,        31.00,        17.40
N,SILKY OVERSEAS LIMITED,       140.00,       138.00,       138.00,       138.00,       138.00,                  3312000.00,24000,N, ,1,       171.00,       103.00
N,SILLY MONKS ENTERTAIN LTD,        18.96,        19.20,        20.97,        18.40,        18.86,                   750820.43,39340,N, ,255,        28.10,        13.45
N,SILVER TOUCH TECHNO LTD,       727.40,       732.90,       771.00,       723.95,       761.35,                 42174047.50,56159,N, ,1754,       844.65,       610.00
N,SIMPLEX INFRASTRUCTURES L,       272.45,       276.10,       276.10,       270.10,       271.35,                  1951793.65,7171,N, ,290,       352.00,       219.00
N,SINCLAIRS HOTELS LIMITED,        97.65,        97.05,        97.30,        95.55,        96.60,                  2802151.17,28995,N, ,678,       139.40,        72.86
N,SINDHU TRADE LINKS LTD,        23.99,        24.00,        24.71,        23.77,        24.53,                 81557328.23,3385067,N, ,3987,        39.29,        13.00
N,SINTERCOM INDIA LIMITED,       119.32,       119.00,       119.00,       117.10,       117.58,                   347151.48,2941,N, ,37,       186.00,       109.99
N,SIRCA PAINT INDIA LIMITED,       510.05,       514.00,       515.00,       508.00,       511.75,                 81020067.40,158436,N, ,2658,       515.00,       230.69
N,SIS LIMITED,       341.95,       342.85,       342.85,       336.70,       340.05,                 14104628.25,41533,N, ,1682,       407.70,       287.90
N,SIYARAM SILK MILLS LTD,       757.60,       758.00,       765.85,       749.50,       755.80,                 43065493.10,56793,N, ,4138,      1175.00,       525.25
N,S J LOGISTICS (INDIA) LTD,       350.80,       353.90,       358.95,       351.00,       353.25,                  4507362.50,12750,N, ,41,       725.00,       348.05
N,SJS ENTERPRISES LIMITED,      1525.00,      1532.30,      1588.80,      1512.40,      1568.80,                455968038.50,292865,N, ,16451,      1588.80,       808.15
N,SJVN LTD,        88.16,        88.38,        90.14,        88.15,        88.92,                380187094.55,4265956,N, ,29732,       124.50,        80.54
N,SKIPPER LIMITED,       514.35,       514.00,       524.00,       511.30,       522.20,                102252212.50,197182,N, ,9974,       665.00,       342.50
N,SKP BEARING INDUSTRI. LTD,       220.05,       220.80,       227.35,       220.80,       225.00,                   450025.00,2000,N, ,4,       264.95,       190.00
N,SKY GOLD AND DIAMONDS LTD,       349.80,       350.00,       353.25,       346.45,       349.55,                144509210.25,413163,N, ,7922,      4675.00,       246.05
N,SMARTEN POWER SYSTEMS LTD,        92.70,        94.00,        94.00,        89.30,        90.05,                  3936300.00,43200,N, ,31,       157.95,        80.75
N,SMARTLINK HOLDINGS LTD,       134.01,       136.36,       136.50,       132.55,       134.26,                   541838.60,4021,N, ,173,       240.90,       119.50
N,SMARTWORKS COWORKING SP L,       575.45,       575.00,       583.00,       561.25,       564.75,                 23597223.10,41333,N, ,3188,       617.90,       392.70
N,SMC GLOBAL SECURITIES LTD,       136.04,       136.49,       137.69,       136.00,       136.77,                 10260912.53,75057,N, ,742,       160.00,       101.00
N,SML ISUZU LIMITED,      3172.90,      3289.90,      3331.50,      3014.80,      3021.70,               1203215446.00,373590,N, ,23211,      4743.00,      1028.40
N,SARTHAK METALS LIMITED,        99.10,       100.00,       102.00,        98.45,        99.33,                  1263485.39,12644,N, ,306,       192.00,        96.05
N,SMS LIFESCIENCES (I) LTD,      1137.50,      1137.50,      1160.10,      1137.50,      1145.50,                  2510215.00,2197,N, ,77,      1680.00,       959.80
N,SMS PHARMACEUTICALS LTD.,       299.69,       301.89,       301.89,       286.00,       288.50,                 60816712.91,209441,N, ,5547,       315.90,       176.05
N,SNEHAA ORGANICS LIMITED,        78.55,        79.95,        80.80,        77.75,        79.15,                  1737950.00,22000,N, ,16,       122.00,        77.10
N,SNOWMAN LOGISTICS LTD.,        51.34,        51.50,        52.19,        51.31,        51.89,                 12977856.90,250681,N, ,1307,        80.70,        43.00
N,SOBHA LIMITED,      1545.60,      1553.00,      1565.00,      1530.10,      1559.40,                216947983.20,139961,N, ,12928,      1732.50,      1075.30
N,SOFTTECH ENGINEERS LTD,       357.40,       361.20,       368.80,       357.65,       359.85,                  1319191.10,3657,N, ,272,       612.05,       296.00
N,SOLARA ACTIVE PHA SCI LTD,       588.15,       590.10,       600.05,       583.10,       595.60,                 35394997.90,59823,N, ,7580,       882.80,       442.80
N,SOLARA RS. 7 PPD UP,       416.65,       416.65,       422.00,       416.65,       422.00,                   299751.90,713,N, ,40,       524.90,       330.00
N,SOLARWORLD ENERGY SOL LTD,       299.55,       302.90,       350.00,       301.30,       338.40,               2868147594.75,8493013,N, ,121538,       388.50,       295.35
N,SOLEX ENERGY LIMITED,      1511.85,      1546.00,      1546.00,      1481.55,      1488.65,                 27299961.65,18137,N, ,1137,      1826.35,       630.90
N,SOMANY CERAMICS LIMITED,       446.25,       448.05,       456.00,       447.10,       453.10,                  3772467.50,8366,N, ,652,       737.00,       395.25
N,SOMI CONVEYOR BELT. LTD.,       156.95,       158.99,       160.00,       156.83,       158.91,                  1569732.00,9909,N, ,234,       227.90,       125.15
N,SONA BLW PRECISION FRGS L,       484.35,       485.00,       486.85,       479.00,       483.15,                759905264.65,1573506,N, ,23383,       720.90,       380.00
N,SONA MACHINERY LIMITED,        72.05,        70.10,        73.95,        70.10,        73.90,                   506000.00,7000,N, ,7,       167.00,        67.00
N,SONAM LIMITED,        41.59,        41.08,        41.73,        40.50,        40.66,                  1239429.72,30343,N, ,452,        96.70,        37.00
N,SONATA SOFTWARE LTD,       370.50,       370.50,       375.60,       368.50,       374.40,                118066234.80,316980,N, ,9980,       687.10,       286.40
N,SONU INFRATECH LIMITED,       102.00,       102.40,       106.90,        97.25,       103.60,                  5965050.00,58500,N, ,35,       145.00,        51.50
N,SOTAC PHARMACEUTICALS LTD,       128.00,       125.00,       125.00,       125.00,       125.00,                   150000.00,1200,N, ,1,       152.35,        88.05
N,SAVITA OIL TECHNOLO. LTD,       399.75,       404.85,       404.85,       397.90,       400.70,                  6041829.60,15072,N, ,698,       610.60,       343.25
N,THE SOUTH INDIAN BANK LTD,        38.99,        39.28,        39.89,        38.29,        39.11,               2551543248.73,64911917,N, ,72665,        40.30,        22.27
N,SOUTH WEST PINNACLE LTD,       142.88,       144.90,       148.00,       140.06,       143.65,                 11280944.80,78085,N, ,1456,       169.00,        99.06
N,S. P. APPARELS LIMITED,       714.65,       716.00,       735.00,       704.00,       731.70,                 15282375.25,21151,N, ,1949,       995.00,       628.00
N,SPANDANA SPHOORTY FIN LTD,       247.80,       248.60,       252.90,       247.80,       250.85,                 31414221.25,125583,N, ,3136,       519.65,       193.00
N,SUN PHARMA ADV.RES.CO.LTD,       142.23,       142.00,       142.00,       135.35,       137.72,                 80336654.32,580090,N, ,6698,       241.00,       109.30
N,SHIVALIC POWER CONTROL L,       102.90,       102.70,       103.90,       100.00,       100.70,                  3709800.00,36600,N, ,52,       279.00,        93.00
N,SPECIALITY REST LTD,       140.95,       138.25,       143.38,       138.25,       140.45,                  6392421.19,45487,N, ,887,       174.00,       114.41
N,SPECTRUM ELECTRIC IND LTD,      1436.20,      1421.80,      1484.00,      1405.60,      1473.30,                 14082686.60,9672,N, ,813,      2400.00,      1256.20
N,SPECTRUM TALENT MGMT LTD,        95.75,        96.50,        96.50,        96.50,        96.50,                    77200.00,800,N, ,1,       216.00,        90.20
N,SPENCER S RETAIL LIMITED,        52.44,        52.44,        53.50,        52.06,        52.84,                  4403452.82,83339,N, ,886,        98.00,        50.40
N,SPIC LTD,        91.89,        91.89,        92.35,        91.33,        91.81,                 42397077.42,461464,N, ,2812,       128.20,        66.22
N,SPL INDUSTRIES LIMITED,        41.11,        42.80,        44.48,        42.25,        43.23,                  3015427.90,69683,N, ,530,        70.00,        30.40
N,SUPREME PETROCHEM LIMITED,       794.50,       794.00,       794.00,       762.00,       767.50,                 76620643.80,99304,N, ,5484,       979.00,       518.05
N,SPML INFRA LIMITED,       227.48,       228.40,       228.40,       224.00,       225.95,                 20253920.71,89682,N, ,1932,       323.40,       136.30
N,SPORTKING INDIA LIMITED,       100.21,       101.20,       103.00,        99.05,        99.39,                 16828705.22,167569,N, ,1740,       140.00,        69.91
N,SPP POLYMER LIMITED,        17.50,        16.90,        17.50,        16.90,        17.20,                   172500.00,10000,N, ,5,        41.50,        13.25
N,SPUNWEB NONWOVEN LIMITED,       146.00,       140.00,       144.00,       137.10,       143.85,                 23147940.00,164400,N, ,66,       173.55,       130.50
N,SREELEATHERS LIMITED,       228.83,       228.50,       230.10,       226.59,       228.25,                  1075108.56,4715,N, ,168,       279.70,       215.42
N,SRF LTD,      3027.70,      3030.10,      3080.00,      3000.30,      3027.80,               1213288182.30,399615,N, ,29696,      3325.00,      2126.85
N,SRG HOUSING FINANCE L,       290.05,       299.00,       299.75,       290.10,       291.55,                   360460.05,1220,N, ,44,       414.00,       272.35
N,SREE RAYALSEEMA HHP LTD.,       554.50,       557.05,       560.40,       552.10,       557.10,                  3214773.35,5764,N, ,309,       870.00,       464.30
N,SRIVASAVI ADHESIVE TAPE L,        59.50,        57.25,        57.95,        57.05,        57.95,                   632500.00,11000,N, ,11,       138.00,        55.00
N,SRM CONTRACTORS LIMITED,       536.75,       535.00,       570.00,       529.15,       567.50,                106614392.95,191763,N, ,5737,       584.90,       255.00
N,SARASWATI SAREE DEPOT LTD,        85.62,        86.91,        86.91,        85.00,        85.70,                  3339364.29,39008,N, ,769,       153.85,        80.10
N,SATHLOKHAR SYN E&C GLOB L,       522.25,       525.00,       535.00,       522.05,       529.20,                 43081350.00,81600,N, ,300,       570.00,       312.00
N,SRIVARI SPICES N FOODS L,       136.00,       136.00,       136.00,       132.00,       132.00,                  1132200.00,8500,N, ,17,       258.15,       130.00
N,SPANDANA RS.5 PPD UP,       118.30,       121.95,       124.00,       118.30,       122.90,                   338292.35,2761,N, ,64,       136.00,       108.40
N,STEEL STRIPS WHEELS LTD.,       229.51,       234.10,       235.98,       225.23,       232.84,                115076520.86,497088,N, ,7020,       280.00,       167.41
N,STANLEY LIFESTYLES LTD,       279.35,       279.35,       284.00,       279.35,       280.10,                 11832732.35,42140,N, ,1445,       498.00,       258.60
N,STRIDES PHARMA SCI LTD,       814.00,       816.00,       868.00,       814.15,       850.65,                657584291.20,770655,N, ,33884,       972.00,       513.05
N,STAR CEMENT LIMITED,       251.65,       251.90,       258.75,       250.95,       257.15,                 36288467.75,142324,N, ,5065,       308.95,       171.55
N,STAR HEALTH & AL INS CO L,       494.65,       480.00,       484.40,       461.95,       480.45,               1680592072.60,3546603,N, ,60656,       548.95,       327.30
N,STAR PAPER MILLS LTD,       167.43,       167.50,       169.49,       166.00,       166.77,                  1008440.66,6036,N, ,209,       246.75,       152.49
N,STARTECK FINANCE LIMITED,       300.55,       305.05,       305.05,       292.10,       297.95,                  5498832.80,18463,N, ,283,       364.50,       253.85
N,THE STATE TRADING CORPN,       130.35,       131.65,       141.00,       131.65,       135.50,                 79326505.17,577733,N, ,8207,       181.40,       104.11
N,STEELCAST LIMITED,       221.78,       222.00,       228.50,       221.99,       227.14,                 21398838.83,95061,N, ,3727,      1279.00,       200.70
N,STEEL CITY SECURITIES LTD,        99.12,        99.99,       101.20,        98.40,       100.34,                   975198.94,9721,N, ,217,       135.83,        85.51
N,STEEL EXCHANGE INDIA LTD,         9.88,        10.05,        10.05,         9.88,         9.90,                 12444139.61,1253576,N, ,2182,        11.97,         7.06
N,STEL HOLDINGS LIMITED,       411.05,       411.90,       412.15,       407.00,       408.95,                   728332.80,1777,N, ,170,       559.90,       310.10
N,STERLING TOOLS LIMITED,       312.70,       313.95,       319.65,       312.50,       317.75,                 15463436.25,48908,N, ,1338,       744.30,       270.00
N,STL NETWORKS LIMITED,        26.32,        26.39,        26.54,        26.18,        26.27,                 75051907.50,2854218,N, ,6744,        35.40,        20.66
N,STERLITE TECHNOLOGIES LTD,       116.64,       116.70,       123.90,       116.40,       123.12,                291284860.13,2395207,N, ,17025,       140.40,        58.86
N,STOVE KRAFT LIMITED,       747.05,       758.25,       776.90,       743.00,       773.85,                150030456.65,195792,N, ,6836,       975.40,       524.70
N,STUDIO LSD LIMITED,        19.00,        19.20,        19.25,        18.80,        19.05,                   609200.00,32000,N, ,16,        43.20,        18.65
N,SESHAASAI TECHNOLOGIES L,       382.55,       380.65,       382.05,       372.00,       374.45,                 32019035.20,84972,N, ,3674,       437.45,       367.95
N,STYLAM INDUSTRIES LIMITED,      1994.70,      2000.00,      2023.30,      1975.60,      2011.60,                 83643325.40,41866,N, ,3738,      2661.90,      1464.25
N,BAAZAR STYLE RETAIL LTD,       328.10,       331.40,       337.50,       328.05,       334.85,                 85907838.65,257057,N, ,5096,       392.00,       181.00
N,STYRENIX PERFORMANCE LTD,      2464.60,      2464.60,      2484.30,      2441.10,      2450.30,                 49405491.50,20143,N, ,2708,      3498.00,      2220.50
N,SUBA HOTELS LIMITED,       173.65,       173.50,       183.20,       173.50,       181.45,                 46085040.00,256800,N, ,194,       200.00,       154.20
N,SUBEX LTD,        13.00,        13.05,        13.30,        12.96,        13.07,                 15252348.54,1162951,N, ,2062,        27.68,        10.55
N,SUBROS LIMITED,      1134.40,      1131.00,      1133.10,      1098.00,      1110.30,                132121700.30,119044,N, ,10614,      1213.70,       518.00
N,SUDARSHAN CHEMICAL INDS L,      1178.20,      1186.00,      1199.20,      1171.30,      1179.50,                 82249818.30,69510,N, ,9018,      1603.00,       796.15
N,SUKHJIT STARCH & CHEM LTD,       163.68,       163.71,       165.64,       162.60,       163.82,                   540952.72,3312,N, ,124,       323.00,       160.00
