"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"CHEMCON",258.61,-8.67,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,83.3,"MICRO_CAP"
"BLACKBUCK",633.3,-13.74,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,76,"SMALL_CAP"
"COMSYN",153.74,-3.98,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,76,"MICRO_CAP"
"CHENNPETRO",763.35,-2.61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,73.3,"SMALL_CAP"
"STYLEBAAZA",370.3,-4.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"MICRO_CAP"
"CHOICEIN",788.6,-4.04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"SMALL_CAP"
"ASHAPURMIN",669.6,-14.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"SMALL_CAP"
"CYBERTECH",195.11,-7.94,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"AVL",550.6,-15.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"BHARATGEAR",146.66,-18.01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,70,"MID_CAP"
"BBOX",520.55,-15.25,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,70,"MICRO_CAP"
"GANDHITUBE",951.45,-9.65,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70,"MICRO_CAP"
"VSSL",283.35,-3.02,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70,"MICRO_CAP"
"CENTURYPLY",786.75,-1.89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"MICRO_CAP"
"FORTIS",970.75,-6.55,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,69.3,"MID_CAP"
"SUNDARMHLD",634.6,-8.46,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,68.7,"SMALL_CAP"
"CUMMINSIND",3994.2,-5.73,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"SMALL_CAP"
"ANANDRATHI",2811.8,-9.85,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,67.3,"SMALL_CAP"
"MOLDTECH",180.57,-3.71,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,67.3,"MICRO_CAP"
"BPCL",338.1,-0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"ARIHANTCAP",109.98,-5.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"CGPOWER",747.3,-3.55,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"MID_CAP"
"CARTRADE",2500.4,-13.73,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"GOLDETFADD",112.62,-5.34,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,66,"MICRO_CAP"
"DDEVPLSTIK",348.3,-9.38,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"SAMMAANCAP",154.27,-3.91,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,65.3,"LARGE_CAP"
"ANANTRAJ",699.15,-7.66,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"BLUESTARCO",1895.6,-2.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"SMALL_CAP"
"HINDZINC",466.15,-1.23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"LARGE_CAP"
"AMBER",8232,-4.06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MID_CAP"
"AGARWALEYE",498.75,-6.54,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"MAXIND",214.96,-4.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"UNIONGOLD",113.95,-5.38,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,63.3,"MICRO_CAP"
"LTF",244.84,-5.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"MID_CAP"
"INDIANB",724.6,-3.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62.7,"MID_CAP"
"RACLGEAR",1136.8,-6.93,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"SILVERETF",140.82,-10.33,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,62.7,"MICRO_CAP"
"BANARBEADS",133.72,-2.34,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62.7,"MICRO_CAP"
"HEROMOTOCO",5300.5,-7.26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62,"LARGE_CAP"
"HINDALCO",753.8,-2.31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"JSWSTEEL",1122.2,-1.71,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MID_CAP"
"ALKEM",5409,-3.19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"SMALL_CAP"
"SHRIPISTON",2701.2,-3.23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62,"MICRO_CAP"
"FEDFINA",152.68,-8.65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MICRO_CAP"
"ASIANENE",334.15,-4.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62,"MICRO_CAP"
