"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
14,"ASIANPAINT","ASIAN PAINTS LIMITED","LARGE_CAP",2799.9,1.46,1.27,-3.24,77.3,50.4,"BULLISH",15.88,15,17,20,62.21,68.26,60,57.05,56.67,10897189760.2,"BUY",2025-12-19
133,"AUROPHARMA","AUROBINDO PHARMA LTD","MID_CAP",1225.1,1.31,2.51,-0.87,75.3,60.1,"BULLISH",10.05,12,15,20,67.41,70.43,70,59.18,66,1710459718.8,"BUY",2025-12-19
734,"CREST","CREST VENTURES LIMITED","MICRO_CAP",391.3,7.07,8.75,11.45,75.3,62.1,"STRONG_BEARISH",7.09,14,18,25,73.77,79.52,86,59.55,57,41776354.35,"BUY",2025-12-19
250,"ASAHIINDIA","ASAHI INDIA GLASS LIMITED","SMALL_CAP",1008.7,2.71,1.25,2.16,74,52.7,"BULLISH",11.97,12,20,15,52.31,50.43,51,56.45,54,765191193.2,"BUY",2025-12-19
77,"ASHOKLEY","ASHOK LEYLAND LTD","MID_CAP",173.56,1.16,5.92,19.32,72.7,76.1,"STRONG_BULLISH",20.17,15,8,25,71.08,74.57,82,59.41,59.17,2913156872.26,"BUY",2025-12-19
774,"DELPHIFX","DELPHI WORLD MONEY LTD","MICRO_CAP",253.05,2.97,0.78,24.36,72.7,68,"BULLISH",63.63,16,16,15,51.81,49.35,55,56.36,47,29266725.4,"BUY",2025-12-19
415,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",936.6,1.42,2.32,5.2,72,68.9,"STRONG_BULLISH",13.68,12,17,15,55.87,57.38,53,56.32,56,275198965,"BUY",2025-12-19
49,"ATHERENERG","ATHER ENERGY LIMITED","LARGE_CAP",701.95,5.9,8.81,2.47,71.3,58.1,"BULLISH",5.46,10,16,20,63.36,53.7,85,53.64,66,4534809534.95,"BUY",2025-12-19
88,"AUBANK","AU SMALL FINANCE BANK LTD","MID_CAP",985.15,-0.25,1.77,6.43,70,66.4,"STRONG_BULLISH",23.96,14,12,15,55,51.19,55,57.35,62,2728591801.45,"BUY",2025-12-19
401,"GAEL","GUJARAT AMBUJA EXPORTS LT","MICRO_CAP",123.85,6.33,5.39,10.9,70,67.9,"STRONG_BULLISH",13.51,18,18,0,NA,NA,NA,NA,NA,299040138.49,"BUY",2025-12-19
619,"ARVEE","ARVEE LABORATORIES I LTD","MICRO_CAP",290.78,20,42.46,75.43,70,76.4,"STRONG_BULLISH",72.93,20,4,15,53.5,51.3,55,53.64,56.67,94714116.41,"BUY",2025-12-19
76,"LAURUSLABS","LAURUS LABS LIMITED","MID_CAP",1045.2,2.92,3.25,5.84,68.7,65.9,"STRONG_BULLISH",18.05,16,18,0,NA,NA,NA,NA,NA,2960021210.1,"BUY",2025-12-19
142,"CEATLTD","CEAT LIMITED","MID_CAP",3931.7,5.03,5.39,0.95,68.7,55.7,"BEARISH",7.76,12,16,15,58.73,59.57,56,55,66,1624539853.7,"BUY",2025-12-19
198,"RRKABEL","R R KABEL LIMITED","SMALL_CAP",1487,3.97,4.42,9.27,68.7,68.6,"STRONG_BULLISH",13.9,18,16,0,NA,NA,NA,NA,NA,1122125425.2,"BUY",2025-12-19
373,"FIEMIND","FIEM INDUSTRIES LIMITED","MICRO_CAP",2408.6,3.1,4.84,4.02,68.7,68.4,"STRONG_BULLISH",21.92,18,16,0,NA,NA,NA,NA,NA,348393220.1,"BUY",2025-12-19
241,"IMFA","INDIAN METALS & FERRO","SMALL_CAP",1414.9,1.27,1.64,5.33,68,58.1,"STRONG_BULLISH",16.9,18,15,0,NA,NA,NA,NA,NA,825973161.8,"BUY",2025-12-19
70,"JKTYRE","JK TYRE & INDUSTRIES LTD","MID_CAP",485.75,5.86,6.76,8.77,67.3,65.9,"STRONG_BULLISH",23.43,18,14,0,NA,NA,NA,NA,NA,3365801059.45,"BUY",2025-12-19
114,"SONACOMS","SONA BLW PRECISION FRGS L","MID_CAP",496.8,2.13,0.87,-2,67.3,54.7,"BULLISH",18.23,15,20,0,NA,NA,NA,NA,NA,2046709274.05,"BUY",2025-12-19
572,"NIITMTS","NIIT LEARNING SYSTEMS LTD","MICRO_CAP",420.9,4.74,4.4,21.75,67.3,66.5,"STRONG_BULLISH",23.39,18,14,0,NA,NA,NA,NA,NA,120822379.4,"BUY",2025-12-19
74,"BLISSGVS","BLISS GVS PHARMA LTD","MID_CAP",172.9,8.05,19.76,7.57,66,61.2,"BEARISH",9.37,14,6,20,66.8,73.48,70,56.82,57,3071249897.59,"BUY",2025-12-19
269,"ASHAPURMIN","ASHAPURA MINECHEM LTD","SMALL_CAP",790.9,2.71,6.1,13.92,66,69.1,"STRONG_BULLISH",17.56,14,6,15,52.76,51.96,47,58.41,57,686897968.35,"BUY",2025-12-19
3,"SHRIRAMFIN","SHRIRAM FINANCE LIMITED","LARGE_CAP",901.7,3.71,6.33,10.23,65.3,72.8,"STRONG_BULLISH",30.84,18,14,0,NA,NA,NA,NA,NA,31426825173.8,"BUY",2025-12-19
94,"MOTHERSON","SAMVRDHNA MTHRSN INTL LTD","MID_CAP",120.98,3.27,-0.26,7.86,65.3,63.6,"STRONG_BULLISH",14.66,14,15,0,NA,NA,NA,NA,NA,2552249657.57,"BUY",2025-12-19
276,"GPPL","GUJARAT PIPAVAV PORT LTD","SMALL_CAP",193.61,1.22,2.82,11.36,65.3,68.8,"STRONG_BULLISH",15.5,12,17,0,NA,NA,NA,NA,NA,650121540.71,"BUY",2025-12-19
124,"BHEL","BHEL","MID_CAP",275.75,0.25,-3.3,-4.65,64.7,49.3,"BULLISH",10.99,9,15,15,53.94,54.13,47,55.45,63,1940951391.15,"HOLD",2025-12-19
617,"MUFIN","MUFIN GREEN FINANCE LTD","MICRO_CAP",115.71,3.79,4.78,1.82,64.7,62.6,"STRONG_BULLISH",29.4,14,14,0,NA,NA,NA,NA,NA,95818132.69,"HOLD",2025-12-19
51,"INDUSTOWER","INDUS TOWERS LIMITED","MID_CAP",414.05,1.3,-0.28,2.68,64,60.5,"STRONG_BULLISH",12.35,12,15,0,NA,NA,NA,NA,NA,4459496066.95,"HOLD",2025-12-19
212,"INDIACEM","THE INDIA CEMENTS LIMITED","SMALL_CAP",438,1.64,5.76,5.06,63.3,63.2,"STRONG_BULLISH",8.61,14,15,0,NA,NA,NA,NA,NA,1022895195.85,"HOLD",2025-12-19
565,"ARVIND","ARVIND LIMITED","MICRO_CAP",319.7,3.51,0.49,-10.44,63.3,43.9,"BULLISH",6.68,7,18,15,57.39,51.96,61,57.27,66,126158839.85,"HOLD",2025-12-19
60,"LTIM","LTIMINDTREE LIMITED","MID_CAP",6197.5,-0.76,-1.38,3.78,62.7,58.9,"STRONG_BULLISH",11.64,14,12,0,NA,NA,NA,NA,NA,3900692534,"HOLD",2025-12-19
61,"CANBK","CANARA BANK","MID_CAP",148.58,-0.83,1.33,-1.2,62.7,56.1,"BULLISH",13.52,10,8,15,54.62,54.05,47,56.76,66,3894093842.53,"HOLD",2025-12-19
98,"HEXT","HEXAWARE TECHNOLOGIES LTD","MID_CAP",792.55,4.86,4.03,8.35,62.7,62.1,"BULLISH",7.83,16,16,0,NA,NA,NA,NA,NA,2458208537.55,"HOLD",2025-12-19
138,"BIOCON","BIOCON LIMITED.","MID_CAP",398.55,1.61,3.16,-2.82,62.7,56.3,"BULLISH",9.83,8,13,15,58.99,60.43,56,56.82,63,1648653365.65,"HOLD",2025-12-19
206,"STAR","STRIDES PHARMA SCI LTD","SMALL_CAP",930.8,4.72,5.47,-3.37,62.7,60.1,"BULLISH",12.43,14,14,0,NA,NA,NA,NA,NA,1060534595.75,"HOLD",2025-12-19
382,"BSOFT","BIRLASOFT LIMITED","MICRO_CAP",433.45,0.02,0.87,10.77,62.7,65,"STRONG_BULLISH",17.41,15,10,15,55.22,53.91,51,57.27,63,332334230.15,"HOLD",2025-12-19
204,"PDSL","PDS LIMITED","SMALL_CAP",382.6,10.55,5.57,-1.88,62,58.9,"BULLISH",19.54,15,12,0,NA,NA,NA,NA,NA,1071407017.15,"HOLD",2025-12-19
