SECTOR_NAME,SECTOR_STRENGTH,TOTAL_STOCKS,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Consumer Durables,51.44,12,163,VOLTAS,VOLTAS LTD,SMALL_CAP,1419.8,0.07,-0.8,4.9,53.3,53.6,STRONG_BULLISH,6.22,7,15,0,NA,NA,NA,NA,NA,1331452657.8,HOLD,2025-10-30
Consumer Durables,51.44,12,547,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,463.6,-1.23,-3.73,31.05,49.3,58.2,STRONG_BULLISH,43.7,15,6,0,NA,NA,NA,NA,NA,137285569.15,WEAK_HOLD,2025-10-30
Consumer Durables,51.44,12,109,TITAN,TITAN COMPANY LIMITED,MID_CAP,3750.7,0.06,-0.57,11.4,43.3,65.8,STRONG_BULLISH,3.15,7,12,0,NA,NA,NA,NA,NA,2039303251.4,WEAK_HOLD,2025-10-30
Consumer Durables,51.44,12,258,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,SMALL_CAP,1420.9,0.69,1.54,19.28,43.3,66.4,BEARISH,9.43,11,10,0,NA,NA,NA,NA,NA,650287586.5,WEAK_HOLD,2025-10-30
Paper & Packaging,50,13,125,JKTYRE,JK TYRE & INDUSTRIES LTD,MID_CAP,436.1,2.82,3.6,21.93,66,76,STRONG_BULLISH,33.94,20,18,0,NA,NA,NA,NA,NA,1799847327.8,BUY,2025-10-30
Paper & Packaging,50,13,273,SOUTHWEST,SOUTH WEST PINNACLE LTD,SMALL_CAP,163.83,14.05,18.19,23.24,57.3,75.7,NEUTRAL,26.03,20,10,0,NA,NA,NA,NA,NA,593549805.89,HOLD,2025-10-30
Paper & Packaging,50,13,573,JKPAPER,JK PAPER LIMITED,MICRO_CAP,399.85,0.98,-2.3,3.72,48.7,50.7,BULLISH,6.67,7,12,0,NA,NA,NA,NA,NA,124197403.95,WEAK_HOLD,2025-10-30
Paper & Packaging,50,13,642,CENTURYPLY,CENTURY PLYBOARDS (I) LTD,MICRO_CAP,755.9,0.35,2.13,-7.03,44.7,45.7,BEARISH,-0.98,0,12,15,53,51.09,47,56.82,63,90727899.4,WEAK_HOLD,2025-10-30
Paper & Packaging,50,13,475,JKLAKSHMI,JK LAKSHMI CEMENT LTD,MICRO_CAP,871.75,2.67,3.87,1.67,33.3,54.6,STRONG_BEARISH,-9.13,6,16,0,NA,NA,NA,NA,NA,191599337.8,SELL,2025-10-30
Realty,49.46,8,119,OBEROIRLTY,OBEROI REALTY LIMITED,MID_CAP,1750.3,2.15,4.56,10.63,53.3,65,BULLISH,2.56,10,20,0,NA,NA,NA,NA,NA,1875837389.9,HOLD,2025-10-30
Realty,49.46,8,360,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,1038.9,0.43,4.12,15.94,53.3,68.2,BULLISH,2.49,7,13,15,56.82,55.43,51,60,66,356669152.85,HOLD,2025-10-30
Realty,49.46,8,483,SUNTECK,SUNTECK REALTY LIMITED,MICRO_CAP,454.4,2.19,5,9.45,52,61.2,BULLISH,14.84,12,6,0,NA,NA,NA,NA,NA,185977791.65,HOLD,2025-10-30
Realty,49.46,8,193,GODREJPROP,GODREJ PROPERTIES LTD,SMALL_CAP,2298.9,-0.54,0.88,16.77,48.7,66.9,BULLISH,12.25,13,10,0,NA,NA,NA,NA,NA,1089226815.6,WEAK_HOLD,2025-10-30
Realty,49.46,8,255,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1755.3,0.13,1.05,16.24,40,66.6,BULLISH,2.72,7,13,0,NA,NA,NA,NA,NA,666231834.2,WEAK_HOLD,2025-10-30
Pharma & Healthcare,49.46,15,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
Pharma & Healthcare,49.46,15,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
Pharma & Healthcare,49.46,15,25,CIPLA,CIPLA LTD,LARGE_CAP,1540.1,-2.59,-6.38,2.45,47.3,44.9,STRONG_BULLISH,-6.38,6,10,15,51.15,50.65,47,55.68,53.33,6280513706.4,WEAK_HOLD,2025-10-30
Pharma & Healthcare,49.46,15,110,LAURUSLABS,LAURUS LABS LIMITED,MID_CAP,970.35,0.9,3.85,15.27,46.7,73.4,STRONG_BULLISH,7.38,11,11,0,NA,NA,NA,NA,NA,2028531321.55,WEAK_HOLD,2025-10-30
Pharma & Healthcare,49.46,15,210,AUROPHARMA,AUROBINDO PHARMA LTD,SMALL_CAP,1102.5,-0.83,0.31,1.72,41.3,51.5,BEARISH,-2.78,1,12,20,67.41,70.43,70,59.18,66,980744025.9,WEAK_HOLD,2025-10-30
Telecom,49.32,11,17,BHARTIARTL,BHARTI AIRTEL LIMITED,LARGE_CAP,2066.3,-1.63,2.91,10,61.3,64.5,STRONG_BULLISH,5.61,11,12,15,52.75,50.65,51,54.32,59.17,8726723356.2,HOLD,2025-10-30
Telecom,49.32,11,192,TATACOMM,TATA COMMUNICATIONS LTD,SMALL_CAP,1913.8,0.21,3.33,18.63,53.3,62,BULLISH,11.67,13,13,0,NA,NA,NA,NA,NA,1091235398.8,HOLD,2025-10-30
Telecom,49.32,11,45,TATASTEEL,TATA STEEL LIMITED,LARGE_CAP,184.35,-0.45,5.85,9.23,48.7,71,STRONG_BULLISH,10.05,11,6,0,NA,NA,NA,NA,NA,4452835993.47,WEAK_HOLD,2025-10-30
Telecom,49.32,11,198,TATACONSUM,TATA CONSUMER PRODUCT LTD,SMALL_CAP,1176.6,-0.04,1.34,4.19,45.3,64.5,STRONG_BULLISH,6.37,7,12,0,NA,NA,NA,NA,NA,1056772395.7,WEAK_HOLD,2025-10-30
Telecom,49.32,11,9,RELIANCE,RELIANCE INDUSTRIES LTD,LARGE_CAP,1488.5,-1.04,2.77,9.13,38,68.6,BULLISH,2.62,5,12,0,NA,NA,NA,NA,NA,13905920959.9,WEAK_HOLD,2025-10-30
IT & Software,48.12,15,97,COFORGE,COFORGE LIMITED,MID_CAP,1807.7,0.57,3.02,13.62,54,59.9,BULLISH,6.43,11,10,15,54.71,51.3,53,58.18,62,2226984899,HOLD,2025-10-30
IT & Software,48.12,15,174,LTIM,LTIMINDTREE LIMITED,SMALL_CAP,5699,0.44,1.46,10.5,50,66,STRONG_BULLISH,6.39,11,15,0,NA,NA,NA,NA,NA,1235018953.5,HOLD,2025-10-30
IT & Software,48.12,15,338,INTELLECT,INTELLECT DESIGN ARENA,MICRO_CAP,1046.75,1.73,8.64,7.4,50,59.5,BULLISH,8.4,10,11,0,NA,NA,NA,NA,NA,392230337.3,HOLD,2025-10-30
IT & Software,48.12,15,153,PERSISTENT,PERSISTENT SYSTEMS LTD,SMALL_CAP,5961.7,1.2,2.16,23.62,45.3,68.4,BULLISH,8.57,11,10,0,NA,NA,NA,NA,NA,1432981202.8,WEAK_HOLD,2025-10-30
IT & Software,48.12,15,214,MPHASIS,MPHASIS LIMITED,SMALL_CAP,2893.7,0.66,3.38,9,41.3,58.2,BULLISH,2.33,5,6,0,NA,NA,NA,NA,NA,938177738.8,WEAK_HOLD,2025-10-30
Banking - Private,46.68,8,38,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1238.6,-0.82,-1.6,9.46,58.7,63.4,BULLISH,11.15,11,12,15,52.47,51.19,47,54.71,62,4987207869.4,HOLD,2025-10-30
Banking - Private,46.68,8,106,RBLBANK,RBL BANK LIMITED,MID_CAP,324.95,0.42,2.22,17.2,52.7,71.2,STRONG_BULLISH,23,15,13,0,NA,NA,NA,NA,NA,2050786719.8,HOLD,2025-10-30
Banking - Private,46.68,8,74,FEDERALBNK,FEDERAL BANK LTD,MID_CAP,234.81,-0.04,3.05,21.71,44,80.4,BULLISH,14.65,13,10,0,NA,NA,NA,NA,NA,2810975067.66,WEAK_HOLD,2025-10-30
Banking - Private,46.68,8,173,BANDHANBNK,BANDHAN BANK LIMITED,SMALL_CAP,170.58,-0.96,-0.43,5.16,43.3,55.1,BULLISH,-2.09,3,8,20,65.58,70.71,70,56.47,56.67,1246901722.75,WEAK_HOLD,2025-10-30
Banking - Private,46.68,8,34,KOTAKBANK,KOTAK MAHINDRA BANK LTD,LARGE_CAP,2137.2,-0.62,-3.97,7.25,34.7,51.9,BULLISH,2.48,5,10,0,NA,NA,NA,NA,NA,5312945511,SELL,2025-10-30
Cement & Construction,46.26,15,101,CREDITACC,CREDITACCESS GRAMEEN LTD,MID_CAP,1472,4.87,10.35,8.78,62,60.3,BULLISH,8.47,14,6,15,53.16,50.22,47,57.11,66,2120400162.3,HOLD,2025-10-30
Cement & Construction,46.26,15,547,ORIENTTECH,ORIENT TECHNOLOGIES LTD,MICRO_CAP,463.6,-1.23,-3.73,31.05,49.3,58.2,STRONG_BULLISH,43.7,15,6,0,NA,NA,NA,NA,NA,137285569.15,WEAK_HOLD,2025-10-30
Cement & Construction,46.26,15,789,BIRLACABLE,BIRLA CABLE LIMITED,MICRO_CAP,168,0.45,5.99,5.65,46.7,56.5,BEARISH,0.72,10,5,15,51.21,50.22,47,56.36,54,32044129.15,WEAK_HOLD,2025-10-30
Cement & Construction,46.26,15,662,DALMIASUG,DALMIA BHARAT SUG IN LTD,MICRO_CAP,346.2,-2.89,-4.32,-0.93,40,40.1,STRONG_BEARISH,-6.24,5,8,20,69.58,73.7,84,58.64,49.17,80938410.1,WEAK_HOLD,2025-10-30
Cement & Construction,46.26,15,475,JKLAKSHMI,JK LAKSHMI CEMENT LTD,MICRO_CAP,871.75,2.67,3.87,1.67,33.3,54.6,STRONG_BEARISH,-9.13,6,16,0,NA,NA,NA,NA,NA,191599337.8,SELL,2025-10-30
Chemicals,46,13,571,GHCL,GHCL LIMITED,MICRO_CAP,646.1,-0.29,-0.46,6.8,51.3,63.2,BULLISH,8.31,10,10,0,NA,NA,NA,NA,NA,124760627.8,HOLD,2025-10-30
Chemicals,46,13,86,UPL,UPL LIMITED,MID_CAP,721.35,0.18,6.76,10,48,67.8,BULLISH,0.09,10,9,0,NA,NA,NA,NA,NA,2567487456.4,WEAK_HOLD,2025-10-30
Chemicals,46,13,359,DEEPAKFERT,DEEPAK FERTILIZERS & PETR,MICRO_CAP,1486.2,-1.15,3.61,-1.05,45.3,52,BEARISH,-1.43,0,12,25,70.76,75.43,76,62.95,60,357191878,WEAK_HOLD,2025-10-30
Chemicals,46,13,504,KHAICHEM,KHAITAN CHEM & FERT LTD,MICRO_CAP,108.18,-7.21,-13.84,-11.52,44.7,35.3,BULLISH,55.23,15,4,0,NA,NA,NA,NA,NA,174124978.7,WEAK_HOLD,2025-10-30
Chemicals,46,13,473,LXCHEM,LAXMI ORGANIC INDUS LTD,MICRO_CAP,198,-2.55,-4.01,-4.17,40.7,41.2,BEARISH,2.07,7,10,0,NA,NA,NA,NA,NA,199926119.37,WEAK_HOLD,2025-10-30
FMCG & Consumer Goods,45.74,20,147,BRITANNIA,BRITANNIA INDUSTRIES LTD,MID_CAP,5859.5,0.12,-3.44,-2.19,52.7,42.8,STRONG_BULLISH,3.97,3,11,15,52.36,51.96,47,54.77,59.17,1505344927,HOLD,2025-10-30
FMCG & Consumer Goods,45.74,20,217,NESTLEIND,NESTLE INDIA LIMITED,SMALL_CAP,1279.9,0.54,0.56,11.02,47.3,57.1,BULLISH,11.65,13,12,0,NA,NA,NA,NA,NA,930677950.3,WEAK_HOLD,2025-10-30
FMCG & Consumer Goods,45.74,20,187,RADICO,RADICO KHAITAN LTD,SMALL_CAP,3144.7,-0.61,-4.22,8.89,46.7,57.6,STRONG_BULLISH,6.32,10,12,0,NA,NA,NA,NA,NA,1110831514.3,WEAK_HOLD,2025-10-30
FMCG & Consumer Goods,45.74,20,198,TATACONSUM,TATA CONSUMER PRODUCT LTD,SMALL_CAP,1176.6,-0.04,1.34,4.19,45.3,64.5,STRONG_BULLISH,6.37,7,12,0,NA,NA,NA,NA,NA,1056772395.7,WEAK_HOLD,2025-10-30
FMCG & Consumer Goods,45.74,20,20,VBL,VARUN BEVERAGES LIMITED,LARGE_CAP,485.25,-2.06,4.23,9.36,36.7,61.5,BEARISH,-10.09,8,10,0,NA,NA,NA,NA,NA,7803014963,WEAK_HOLD,2025-10-30
Textiles,45.74,8,739,ARVIND,ARVIND LIMITED,MICRO_CAP,322.55,-1.48,0.22,6.15,50.7,59.4,BEARISH,5.56,9,10,15,57.39,51.96,61,57.27,66,51050698.9,HOLD,2025-10-30
Textiles,45.74,8,429,RAYMONDLSL,RAYMOND LIFESTYLE LIMITED,MICRO_CAP,1182.6,-2.53,-2.27,1.85,49.3,46.3,BULLISH,8.61,12,10,0,NA,NA,NA,NA,NA,248176324.7,WEAK_HOLD,2025-10-30
Textiles,45.74,8,479,WELSPUNLIV,WELSPUN LIVING LIMITED,MICRO_CAP,132.37,-0.46,3.48,15.41,47.3,64.7,BULLISH,10.68,13,8,0,NA,NA,NA,NA,NA,190073180.97,WEAK_HOLD,2025-10-30
Textiles,45.74,8,553,KPRMILL,KPR MILL LTD.,MICRO_CAP,1087.1,0.64,0.42,2.09,42.7,58.4,BULLISH,7.2,7,10,0,NA,NA,NA,NA,NA,135383156.8,WEAK_HOLD,2025-10-30
Textiles,45.74,8,661,ARVINDFASN,ARVIND FASHIONS LIMITED,MICRO_CAP,513.15,1.68,0.1,-2.81,38.7,46.3,BEARISH,-3.35,0,15,15,50.43,47.61,47,55.45,57,81634970.85,WEAK_HOLD,2025-10-30
Media & Entertainment,44.42,14,262,DBL,DILIP BUILDCON LIMITED,SMALL_CAP,495.6,2.68,2.46,4.84,52.7,48.8,BEARISH,-0.55,6,18,15,59.47,55.65,67,57.27,60,635578411.35,HOLD,2025-10-30
Media & Entertainment,44.42,14,483,SUNTECK,SUNTECK REALTY LIMITED,MICRO_CAP,454.4,2.19,5,9.45,52,61.2,BULLISH,14.84,12,6,0,NA,NA,NA,NA,NA,185977791.65,HOLD,2025-10-30
Media & Entertainment,44.42,14,501,HATSUN,HATSUN AGRO PRODUCT LTD.,MICRO_CAP,1141.5,-0.45,25.96,25.05,40,82.9,BULLISH,24.72,15,2,0,NA,NA,NA,NA,NA,176701280.6,WEAK_HOLD,2025-10-30
Media & Entertainment,44.42,14,61,SUNPHARMA,SUN PHARMACEUTICAL IND L,MID_CAP,1703.4,-0.73,0.8,6.84,38.7,62.1,BULLISH,-1.16,4,12,0,NA,NA,NA,NA,NA,3371300594.2,WEAK_HOLD,2025-10-30
Media & Entertainment,44.42,14,564,MEDIASSIST,MEDI ASSIST HEALTH SER L,MICRO_CAP,565.5,1.88,3.72,8.45,38.7,60.9,STRONG_BULLISH,-3.14,4,15,0,NA,NA,NA,NA,NA,127856163.65,WEAK_HOLD,2025-10-30
Agriculture & Fertilizers,41.46,8,819,DCMSRIND,DCM SHRIRAM IND LTD,MICRO_CAP,171.78,-2.07,-1.54,5.08,49.3,51.1,BULLISH,1.2,5,12,15,53.41,51.09,51,56.14,60,19790310.19,WEAK_HOLD,2025-10-30
