INDEX_NAME,INDEX_STRENGTH,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Nifty Consumer Durables,44.379999999999995,581,BUTTERFLY,BTRFLY GANDHI APPL LTD,MICRO_CAP,775.6,3.34,1.11,10.75,66,69.8,BULLISH,3.35,11,16,15,51.8,50.22,47,57.05,57,172988412.8,BUY,2025-11-06
Nifty Consumer Durables,44.379999999999995,65,TITAN,TITAN COMPANY LIMITED,MID_CAP,3774.4,-1.03,0.63,10.42,46,63.2,STRONG_BULLISH,3.39,6,12,0,NA,NA,NA,NA,NA,3516664336,WEAK_HOLD,2025-11-06
Nifty Consumer Durables,44.379999999999995,37,BLUESTARCO,BLUE STAR LIMITED,LARGE_CAP,1785.5,-6.89,-8.99,-6.63,45.3,30.2,STRONG_BULLISH,-8.96,5,6,25,72.84,74.35,86,58.5,66,5350303525.3,WEAK_HOLD,2025-11-06
Nifty Consumer Durables,44.379999999999995,261,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,SMALL_CAP,1350.2,-1.76,-4.98,13.14,43.3,53.5,BULLISH,2.41,6,10,0,NA,NA,NA,NA,NA,702156594.3,WEAK_HOLD,2025-11-06
Nifty Consumer Durables,44.379999999999995,119,VOLTAS,VOLTAS LTD,MID_CAP,1292.4,-4.93,-8.97,-5.82,21.3,27.9,BULLISH,-7.25,1,6,0,NA,NA,NA,NA,NA,2245160823.4,SELL,2025-11-06
Nifty IT,36.54,144,LTIM,LTIMINDTREE LIMITED,MID_CAP,5652,0.57,-0.82,7.27,56,59.8,STRONG_BULLISH,7.5,8,15,0,NA,NA,NA,NA,NA,1780373304,HOLD,2025-11-06
Nifty IT,36.54,96,COFORGE,COFORGE LIMITED,MID_CAP,1763.9,-0.18,-2.42,4.59,42,51.6,BULLISH,1.65,2,10,15,54.71,51.3,53,58.18,62,2566457830.5,WEAK_HOLD,2025-11-06
Nifty IT,36.54,55,HCLTECH,HCL TECHNOLOGIES LTD,MID_CAP,1526.4,-0.18,-1.51,6.49,40,56.7,BULLISH,0.43,5,12,0,NA,NA,NA,NA,NA,3775746001.7,WEAK_HOLD,2025-11-06
Nifty IT,36.54,26,TCS,TATA CONSULTANCY SERV LT,LARGE_CAP,3010.9,0.69,-0.8,1.25,22.7,47.3,BEARISH,-4.43,1,10,0,NA,NA,NA,NA,NA,7654860638.8,SELL,2025-11-06
Nifty IT,36.54,15,INFY,INFOSYS LIMITED,LARGE_CAP,1466.7,-0.08,-1.81,0.56,22,44.6,BEARISH,-3.57,2,8,0,NA,NA,NA,NA,NA,11694618273.5,SELL,2025-11-06
