"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"CHEMCON",269.55,-15.29,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,80.7,"MICRO_CAP"
"ASTRAMICRO",1112.65,-3.03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80,"MID_CAP"
"AVALON",1055.2,-11.11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,76.7,"SMALL_CAP"
"AVANTEL",202.29,-11.23,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,75.3,"LARGE_CAP"
"ASHAPURMIN",690.75,-24.84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,74,"SMALL_CAP"
"ABDL",553,-11.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74,"MICRO_CAP"
"AAATECH",105.28,-11.42,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,70.7,"MICRO_CAP"
"ARIHANTCAP",116.26,-13.32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"MICRO_CAP"
"BORORENEW",625.25,-9.21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69.3,"SMALL_CAP"
"AZAD",1728.4,-2.63,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,68.7,"MID_CAP"
"CHENNPETRO",780.4,-2.47,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"ASTERDM",645.65,-1.66,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"GVT&D",3170.1,-15.11,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68,"MID_CAP"
"AVL",559.9,-24.28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"GUJTHEM",422.9,-9.76,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,67.3,"MICRO_CAP"
"CYBERTECH",270.89,-33.39,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"BBOX",558.85,-27.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"DATAPATTNS",2835.3,1.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"LARGE_CAP"
"CREDITACC",1410.9,-4.24,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"NATIONALUM",221.16,-7.48,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,65.3,"LARGE_CAP"
"MOSCHIP",270.85,-23.88,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"PTCIL",16648,-5.42,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"JINDALSTEL",1076.5,-5.58,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,65.3,"MID_CAP"
"APOLLO",342.75,-36.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"ZOTA",1507.9,-7.32,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"ANANTRAJ",719.8,-14.01,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,64.7,"LARGE_CAP"
"FORTIS",980.4,-9.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MID_CAP"
"CUMMINSIND",3932.7,-6.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.7,"MID_CAP"
"TDPOWERSYS",642.85,-13.78,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,64,"MID_CAP"
"GESHIP",1054.15,-1.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64,"MID_CAP"
"DBEIL",169.44,-9.18,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,64,"MICRO_CAP"
"JSL",788.25,-7.23,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"SMALL_CAP"
"BLACKBUCK",622.9,-19.34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"CARTRADE",2497.8,-20.36,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"DATAMATICS",887.6,-14.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63.3,"MICRO_CAP"
"AXISBANK",1181,-0.22,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,62.7,"LARGE_CAP"
"AEGISLOG",881.15,-7,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,62.7,"LARGE_CAP"
"TATASTEEL",173.21,-2.88,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,62.7,"LARGE_CAP"
"BAJAJ-AUTO",8679.5,-1.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"LARGE_CAP"
"ORIENTTECH",425.15,-9.4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,62.7,"MID_CAP"
"ASHOKLEY",139.79,19.05,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,62.7,"MID_CAP"
"POCL",1244.6,-15.48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,62.7,"SMALL_CAP"
