"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
209,"BAJAJCON","BAJAJ CONSUMER CARE LTD","SMALL_CAP",298.3,2.3,11.39,23.31,80,78.2,"STRONG_BULLISH",27.59,20,14,20,61.4,60.24,65,60.25,60,1037979866.1,"STRONG_BUY",2025-11-06
762,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",158.41,2.88,1.03,4.31,79.3,58.3,"BULLISH",13.19,14,14,25,71.65,75.43,86,59.55,53.75,64920256.86,"BUY",2025-11-06
71,"BLACKBUCK","ZINKA LOGISTICS SOL LTD","MID_CAP",667.3,2.06,-2.34,7.36,78,51.6,"BULLISH",12.31,16,18,20,62.86,66.96,62,58.64,59,3295743496.35,"BUY",2025-11-06
22,"ASTRAL","ASTRAL LIMITED","LARGE_CAP",1566.1,6.74,6.91,10.34,76,73.5,"BULLISH",10.76,18,14,20,62.97,68.04,60,59.41,59.17,9031130832.4,"BUY",2025-11-06
286,"AVANTIFEED","AVANTI FEEDS LIMITED","SMALL_CAP",715.6,3.63,0.56,10.98,76,57.3,"BULLISH",8.3,14,18,20,60,68.81,56,59.25,44.17,604135781.6,"BUY",2025-11-06
383,"BORORENEW","BOROSIL RENEWABLES LTD","MICRO_CAP",664.85,0.29,1.78,10.08,73.3,58.3,"STRONG_BULLISH",15.9,13,13,20,63.2,57.38,81,59.5,54,389640314.75,"BUY",2025-11-06
8,"ATHERENERG","ATHER ENERGY LIMITED","LARGE_CAP",633.85,-4.99,-10.38,0.6,72,45.9,"STRONG_BULLISH",50.53,16,6,20,63.36,53.7,85,53.64,66,17466746535.45,"BUY",2025-11-06
393,"CANFINHOME","CAN FIN HOMES LTD","MICRO_CAP",877.6,1.86,0.34,9.11,72,70.9,"STRONG_BULLISH",10.9,12,15,15,55.87,57.38,53,56.32,56,368616881.65,"BUY",2025-11-06
252,"CUPID","CUPID LIMITED","SMALL_CAP",245.38,1.77,3.87,14.14,70.7,60.4,"BULLISH",45.49,15,15,15,52.86,51.84,53,58.35,48,734971026.3,"BUY",2025-11-06
80,"CUMMINSIND","CUMMINS INDIA LTD","MID_CAP",4316.1,-0.02,-1.55,8.79,70,66.7,"STRONG_BULLISH",11.44,14,12,15,53.02,50.65,51,55.68,59.17,2985949855.4,"BUY",2025-11-06
142,"SENORES","SENORES PHARMACEUTICALS L","MID_CAP",804.85,4.97,3.79,13.52,70,68.4,"STRONG_BULLISH",11.47,18,18,0,NA,NA,NA,NA,NA,1850468143.35,"BUY",2025-11-06
288,"CSBBANK","CSB BANK LIMITED","SMALL_CAP",424.4,1.37,3.25,10.06,69.3,63.6,"BULLISH",3.55,12,15,20,62.59,64.05,61,59.12,66,601673260.6,"BUY",2025-11-06
641,"BALAJITELE","BALAJI TELEFILMS LTD.","MICRO_CAP",127.59,4.93,12.57,4.73,69.3,62.9,"NEUTRAL",69.5,16,14,15,53.41,54.13,51,58.18,49.17,128727482.15,"BUY",2025-11-06
126,"CUB","CITY UNION BANK LTD","MID_CAP",254.88,-1.46,8.15,16.01,68.7,69.7,"STRONG_BULLISH",17.74,18,6,15,54.17,55,47,56.18,61.25,2082757779.47,"BUY",2025-11-06
39,"BANCOINDIA","BANCO PRODUCTS (I) LTD","LARGE_CAP",794.35,-3.15,11.42,-0.16,68,59.2,"BULLISH",32.87,15,6,15,54.64,53.7,51,59.32,57,5039647592.4,"BUY",2025-11-06
235,"PARAGMILK","PARAG MILK FOODS LTD.","SMALL_CAP",320.25,1.59,2.91,13.1,68,65.3,"STRONG_BULLISH",29.64,18,15,0,NA,NA,NA,NA,NA,819287810.15,"BUY",2025-11-06
522,"DAMCAPITAL","DAM CAPITAL ADVISORS LTD","MICRO_CAP",254.68,0.9,3.77,3.47,68,57.6,"BEARISH",10.9,12,13,15,54.19,51.19,55,57.05,57,219626656.62,"BUY",2025-11-06
