"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"ASHOKLEY",163.86,10.16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,73.3,"MID_CAP"
"CCL",1025.3,6.11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,73.3,"SMALL_CAP"
"ASHAPURMIN",745.45,7.94,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,72.7,"SMALL_CAP"
"ANURAS",1307.3,8.62,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72.7,"SMALL_CAP"
"BHEL",285.15,10.99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,71.3,"LARGE_CAP"
"CUB",273.35,14.76,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,71.3,"SMALL_CAP"
"HINDCOPPER",382.3,16.51,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"LARGE_CAP"
"NATIONALUM",278.15,12.88,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,70,"LARGE_CAP"
"AXISGOLD",110.78,9.49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"MICRO_CAP"
"INFOBEAN",693.85,11.36,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"CUMMINSIND",4600.2,6.17,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,68,"MID_CAP"
"HINDZINC",561.65,10.03,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"MAANALU",156.44,12.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MICRO_CAP"
"VEDL",543.6,8.93,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66,"LARGE_CAP"
