"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"CHEMCON",268.86,-10.51,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,86.7,"MICRO_CAP"
"COMSYN",154.96,-4.99,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,80.7,"MICRO_CAP"
"CENTURYPLY",813.1,-3.15,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,78,"MICRO_CAP"
"BANKINDIA",123.41,-1.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73.3,"MID_CAP"
"CANBK",123.71,-2.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,70,"LARGE_CAP"
"NATIONALUM",213.87,-3.36,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,70,"LARGE_CAP"
"CUMMINSIND",3926.5,-5.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"MID_CAP"
"INDIANB",750.7,-4.84,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,68,"MID_CAP"
"JINDALSTEL",1063.75,-3.35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,68,"MID_CAP"
"STYLEBAAZA",370.7,-7.39,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"JSWSTEEL",1142.7,-2.76,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,66.7,"MID_CAP"
"DELHIVERY",450.05,-4.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"CYBERTECH",214.78,-11.92,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66.7,"MID_CAP"
"RATEGAIN",644.75,-11.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,66.7,"SMALL_CAP"
"ANANDRATHI",2826.8,-10.31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"CHOLAFIN",1610.8,-1.64,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,65.3,"LARGE_CAP"
"BLACKBUCK",622.9,-13.35,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"SMALL_CAP"
"AVL",561.6,-16.46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
"BANKBARODA",258.54,-2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,64.7,"LARGE_CAP"
