"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
1613,"BTML","BODHI TREE MULTIMEDIA LTD","MICRO_CAP",9.37,3.88,5.16,12.62,77.3,67.9,"STRONG_BULLISH",15.05,14,18,25,72.5,75.43,94,58.86,47,4901431.79,"BUY",2025-09-12
263,"CCCL","CONS. CONST. CONSORT LTD","SMALL_CAP",22.28,19.98,8.79,41.91,74.7,68.4,"BULLISH",16.4,18,14,15,52.58,49.78,53,54.32,57,651193748.83,"BUY",2025-09-12
1499,"BAFNAPH","BAFNA PHARMACEUTICALS LTD","MICRO_CAP",117.11,4.99,16.27,17.72,74.7,69.6,"BULLISH",29.61,20,10,20,63.09,58.04,77,60,57.5,7921829.75,"BUY",2025-09-12
1535,"BANKA","BANKA BIOLOO LIMITED","MICRO_CAP",93.1,4.9,6.17,4.55,74,61.2,"BULLISH",28.01,16,14,15,51.19,49.35,47,58.18,53.75,7072187.38,"BUY",2025-09-12
640,"DECCANCE","DECCAN CEMENTS LIMITED","MICRO_CAP",1070.8,-3.86,-1.05,0.11,73.3,52.3,"STRONG_BULLISH",18.95,10,12,25,70.52,74.35,86,55.91,54,149473414.6,"BUY",2025-09-12
347,"TIRUMALCHM","THIRUMALAI CHEMICALS LTD","MICRO_CAP",315.4,2.1,3.07,10.03,71.3,65.1,"STRONG_BULLISH",13.46,18,20,0,NA,NA,NA,NA,NA,446009901.2,"BUY",2025-09-12
591,"DDEVPLSTIK","DDEV PLASTIKS IND LTD","MICRO_CAP",349.65,5.27,9.69,7.53,71.3,68.2,"STRONG_BULLISH",33.9,16,12,15,52.26,49.57,51,55.68,57,175803566.7,"BUY",2025-09-12
5,"APOLLO","APOLLO MICRO SYSTEMS LTD","LARGE_CAP",322.35,8.21,5.79,72.8,70.7,75,"STRONG_BULLISH",70.4,16,14,15,54.74,51.67,59,56.14,54,13896807971.05,"BUY",2025-09-12
46,"ATULAUTO","ATUL AUTO LIMITED","LARGE_CAP",524.7,8.27,-2.61,22.59,70,64.8,"BULLISH",17.21,18,12,10,49.43,48.48,47,55.45,48,3812060991.45,"BUY",2025-09-12
287,"ABDL","ALLIED BLEND N DISTILS L","SMALL_CAP",545.7,3.13,9,10.44,70,67.1,"BULLISH",29.8,20,9,10,41.05,38.33,50,58.57,10,594730248.8,"BUY",2025-09-12
469,"ARVINDFASN","ARVIND FASHIONS LIMITED","MICRO_CAP",553.35,0.46,2.22,9.65,70,64.7,"STRONG_BULLISH",18.25,14,12,15,50.43,47.61,47,55.45,57,281837743.65,"BUY",2025-09-12
193,"SILVERIETF","ICICIPRAMC - ICICISILVE","SMALL_CAP",128.48,2.77,3.44,10.97,69.3,77.2,"STRONG_BULLISH",21.4,20,18,0,NA,NA,NA,NA,NA,1025317086.97,"BUY",2025-09-12
658,"CENTURYPLY","CENTURY PLYBOARDS (I) LTD","MICRO_CAP",815.35,0.78,1.44,12.24,69.3,71.5,"STRONG_BULLISH",11.56,16,12,15,53,51.09,47,56.82,63,143503734.25,"BUY",2025-09-12
92,"ASTRAMICRO","ASTRA MICROWAVE LTD","MID_CAP",1085.9,7.1,7.66,6.1,68.7,62.4,"BULLISH",2.99,9,14,25,71.97,73.91,94,57.05,50,1946330470.6,"BUY",2025-09-12
203,"AVANTEL","AVANTEL LIMITED","SMALL_CAP",173.95,3.81,-1.52,30.31,68,66.9,"STRONG_BULLISH",9.66,12,14,15,51.41,52.39,47,57.5,48,961760540.7,"BUY",2025-09-12
1653,"CORALFINAC","CORAL INDIA FIN & HOUS LT","MICRO_CAP",45.94,4.41,7.06,2.54,67.3,59.4,"BEARISH",2.26,7,16,25,73.23,79.52,86,56.84,57,4000339.03,"BUY",2025-09-12
109,"BELRISE","BELRISE INDUSTRIES LTD","MID_CAP",144.27,3.2,5.6,6.82,66.7,58.6,"NEUTRAL",41.71,13,18,15,53.29,50.22,51,57.27,60,1700741091.42,"BUY",2025-09-12
229,"PARAGMILK","PARAG MILK FOODS LTD.","SMALL_CAP",277.32,2.26,10.69,27.01,66.7,71,"STRONG_BULLISH",24.98,20,14,0,NA,NA,NA,NA,NA,782432907.37,"BUY",2025-09-12
656,"CENTUM","CENTUM ELECTRONICS LTD","MICRO_CAP",2705.6,4.39,-8.77,9.63,66.7,52.6,"STRONG_BULLISH",19.35,12,7,20,64.92,71.74,60,61.14,60,144032817.7,"BUY",2025-09-12
633,"AVL","ADITYA VISION LIMITED","MICRO_CAP",494.9,-0.13,-1.61,12.1,66,56.6,"STRONG_BULLISH",37.95,15,6,25,73.11,74.35,86,59.86,66,153696002.75,"BUY",2025-09-12
817,"SILVRETF","MIRAEAMC - MASILVER","MICRO_CAP",125.74,3.16,3.83,10.98,66,76.8,"STRONG_BULLISH",21.53,20,18,0,NA,NA,NA,NA,NA,83288007.74,"BUY",2025-09-12
253,"ROSSTECH","ROSSELL TECHSYS LIMITED","SMALL_CAP",745.9,6.19,4.3,27.05,65.3,68.4,"BULLISH",162.28,20,16,0,NA,NA,NA,NA,NA,668591835.3,"BUY",2025-09-12
374,"ANANDRATHI","ANAND RATHI WEALTH LTD","MICRO_CAP",2977.1,0.99,1.2,7.56,65.3,71.6,"STRONG_BULLISH",42.89,14,13,15,50.33,50.65,47,56.59,46.67,403206521.7,"BUY",2025-09-12
730,"ASIANENE","ASIAN ENERGY SERVICES LTD","MICRO_CAP",355.45,1.2,-7.91,2.48,65.3,51.2,"STRONG_BULLISH",23.33,11,11,25,75.48,78.33,94,62.75,54,108884918.3,"BUY",2025-09-12
1449,"BIL","BHARTIYA INTERNATIONAL","MICRO_CAP",866.55,1.68,1.5,-0.73,65.3,54,"NEUTRAL",19.29,11,13,15,52.66,50.22,55,53.64,54,9574034.3,"BUY",2025-09-12
467,"AADHARHFC","AADHAR HOUSING FINANCE L","MICRO_CAP",506.65,0.22,-1.34,2,64.7,50.6,"STRONG_BULLISH",10.15,8,13,15,52.3,51.19,47,57.63,57,282130979.7,"HOLD",2025-09-12
600,"TATSILV","TATAAML-TATSILV","MICRO_CAP",12.51,3.13,3.65,11.1,64.7,76.7,"STRONG_BULLISH",21.49,18,18,0,NA,NA,NA,NA,NA,168864440.2,"HOLD",2025-09-12
623,"INDNIPPON","INDIA NIPPON ELECT  LTD","MICRO_CAP",943.5,0.42,6.92,17.1,64.7,74.3,"STRONG_BULLISH",23.97,20,11,0,NA,NA,NA,NA,NA,159126038.65,"HOLD",2025-09-12
980,"IVZINGOLD","INVESCO INDIA GOLD ETF","MICRO_CAP",9581.85,0.8,2.87,9.69,64.7,78.5,"STRONG_BULLISH",13.83,16,15,0,NA,NA,NA,NA,NA,47118493.45,"HOLD",2025-09-12
1530,"CYBERMEDIA","CYBER MEDIA (INDIA) LTD.","MICRO_CAP",20.64,-5.02,26.63,23.22,64.7,69.1,"NEUTRAL",15.17,18,0,20,62.62,59.35,77,57.86,53.75,7160631.81,"HOLD",2025-09-12
29,"TEGA","TEGA INDUSTRIES LIMITED","LARGE_CAP",2016.1,-1.06,-2.33,9.61,64,59,"STRONG_BULLISH",27.01,18,10,0,NA,NA,NA,NA,NA,6027235477.3,"HOLD",2025-09-12
133,"DABUR","DABUR INDIA LTD","MID_CAP",538.85,-0.96,-1.44,7.02,64,55.9,"STRONG_BULLISH",11.72,11,12,15,51.29,50.22,47,54.77,56.67,1476775529.6,"HOLD",2025-09-12
169,"DBL","DILIP BUILDCON LIMITED","SMALL_CAP",547.9,5.24,17.75,15.52,64,75.2,"BULLISH",9.46,14,7,15,59.47,55.65,67,57.27,60,1183609263.45,"HOLD",2025-09-12
423,"CARYSIL","CARYSIL LIMITED","MICRO_CAP",942.9,-1.46,-1.72,18.49,64,60.9,"STRONG_BULLISH",9.17,12,8,15,52.42,50,55,56.45,49.17,332777282.65,"HOLD",2025-09-12
680,"CHALET","CHALET HOTELS LIMITED","MICRO_CAP",1021.8,0.43,0.09,14.08,64,60.4,"STRONG_BULLISH",14.75,13,10,20,66.69,71.3,68,58.57,63,132015700.5,"HOLD",2025-09-12
709,"BALMLAWRIE","BALMER LAWRIE & CO LTD","MICRO_CAP",231.48,0.44,1.97,8.74,64,63.6,"STRONG_BULLISH",9.56,8,12,20,68.31,75.22,82,61.59,36,119103533.41,"HOLD",2025-09-12
