INDEX_NAME,INDEX_STRENGTH,RANK,SYMBOL,COMPANY_NAME,MARKET_CAP_CATEGORY,CURRENT_PRICE,CHANGE_1D,CHANGE_1W,CHANGE_1M,TECHNICAL_SCORE,RSI,TREND_SIGNAL,RELATIVE_STRENGTH,CAN_SLIM_SCORE,MINERVINI_SCORE,FUNDAMENTAL_SCORE,ENHANCED_FUND_SCORE,EARNINGS_QUALITY,SALES_GROWTH,FINANCIAL_STRENGTH,INSTITUTIONAL_BACKING,TRADING_VALUE,TRADING_SIGNAL,ANALYSIS_DATE
Nifty PSU Bank,59.2,49,BANKBARODA,BANK OF BARODA,LARGE_CAP,272.75,-0.67,2.19,5.5,66,62.6,STRONG_BULLISH,7.76,12,6,15,53.65,55.48,47,57.94,54.17,3808390742.45,BUY,2025-10-30
Nifty PSU Bank,59.2,75,PNB,PUNJAB NATIONAL BANK,MID_CAP,120.09,-0.83,1.58,6.43,54,63.6,STRONG_BULLISH,7.58,10,10,0,NA,NA,NA,NA,NA,2791984584.03,HOLD,2025-10-30
Nifty PSU Bank,59.2,13,SBIN,STATE BANK OF INDIA,LARGE_CAP,934.35,-0.57,2.5,7.09,53.3,74.9,STRONG_BULLISH,8.65,10,12,0,NA,NA,NA,NA,NA,12247265996.75,HOLD,2025-10-30
Nifty PSU Bank,59.2,183,INDIANB,INDIAN BANK,SMALL_CAP,854.85,0.05,3.47,13.87,46.7,80.8,STRONG_BULLISH,22.42,15,8,0,NA,NA,NA,NA,NA,1139275861.35,WEAK_HOLD,2025-10-30
Nifty 200,58.66,17,BHARTIARTL,BHARTI AIRTEL LIMITED,LARGE_CAP,2066.3,-1.63,2.91,10,61.3,64.5,STRONG_BULLISH,5.61,11,12,15,52.75,50.65,51,54.32,59.17,8726723356.2,HOLD,2025-10-30
Nifty 200,58.66,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty 200,58.66,38,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1238.6,-0.82,-1.6,9.46,58.7,63.4,BULLISH,11.15,11,12,15,52.47,51.19,47,54.71,62,4987207869.4,HOLD,2025-10-30
Nifty 200,58.66,44,BAJFINANCE,BAJAJ FINANCE LIMITED,LARGE_CAP,1052.3,-1,-3.82,5.35,57.3,52.4,BULLISH,17.32,13,12,15,51.99,50.65,47,55.53,59.17,4501479931.2,HOLD,2025-10-30
Nifty 200,58.66,202,BAJAJFINSV,BAJAJ FINSERV LTD.,SMALL_CAP,2114.6,-1.05,-2.85,5.39,56,56.5,STRONG_BULLISH,5.42,9,12,15,52.46,50.71,47,54.86,63,1033436796.6,HOLD,2025-10-30
Nifty 500,58.66,17,BHARTIARTL,BHARTI AIRTEL LIMITED,LARGE_CAP,2066.3,-1.63,2.91,10,61.3,64.5,STRONG_BULLISH,5.61,11,12,15,52.75,50.65,51,54.32,59.17,8726723356.2,HOLD,2025-10-30
Nifty 500,58.66,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty 500,58.66,38,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1238.6,-0.82,-1.6,9.46,58.7,63.4,BULLISH,11.15,11,12,15,52.47,51.19,47,54.71,62,4987207869.4,HOLD,2025-10-30
Nifty 500,58.66,44,BAJFINANCE,BAJAJ FINANCE LIMITED,LARGE_CAP,1052.3,-1,-3.82,5.35,57.3,52.4,BULLISH,17.32,13,12,15,51.99,50.65,47,55.53,59.17,4501479931.2,HOLD,2025-10-30
Nifty 500,58.66,202,BAJAJFINSV,BAJAJ FINSERV LTD.,SMALL_CAP,2114.6,-1.05,-2.85,5.39,56,56.5,STRONG_BULLISH,5.42,9,12,15,52.46,50.71,47,54.86,63,1033436796.6,HOLD,2025-10-30
Nifty Auto,57.34,105,ASHOKLEY,ASHOK LEYLAND LTD,MID_CAP,140.77,0.92,2.12,-1.33,64.7,56.7,BEARISH,12.54,9,9,25,71.08,74.57,82,59.41,59.17,2071275160.01,HOLD,2025-10-30
Nifty Auto,57.34,37,TVSMOTOR,TVS MOTOR COMPANY  LTD,LARGE_CAP,3491.7,-0.21,-2.93,1.54,58.7,46.3,STRONG_BULLISH,10.61,12,10,0,NA,NA,NA,NA,NA,5095477368.1,HOLD,2025-10-30
Nifty Auto,57.34,352,APOLLOTYRE,APOLLO TYRES LTD,MICRO_CAP,503,-0.5,-2.13,6.35,57.3,58.1,STRONG_BULLISH,8.09,9,12,15,53.44,54.57,51,53.68,54.17,370421086.6,HOLD,2025-10-30
Nifty Auto,57.34,98,HEROMOTOCO,HERO MOTOCORP LIMITED,MID_CAP,5515,-0.66,-1.32,0.78,53.3,51.9,STRONG_BULLISH,10.61,9,10,0,NA,NA,NA,NA,NA,2220384759.5,HOLD,2025-10-30
Nifty Auto,57.34,54,MARUTI,MARUTI SUZUKI INDIA LTD.,MID_CAP,16206,0.42,-1.14,1.1,52.7,57.7,STRONG_BULLISH,21.24,11,12,0,NA,NA,NA,NA,NA,3731979767,HOLD,2025-10-30
Nifty 100,56.92,17,BHARTIARTL,BHARTI AIRTEL LIMITED,LARGE_CAP,2066.3,-1.63,2.91,10,61.3,64.5,STRONG_BULLISH,5.61,11,12,15,52.75,50.65,51,54.32,59.17,8726723356.2,HOLD,2025-10-30
Nifty 100,56.92,38,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1238.6,-0.82,-1.6,9.46,58.7,63.4,BULLISH,11.15,11,12,15,52.47,51.19,47,54.71,62,4987207869.4,HOLD,2025-10-30
Nifty 100,56.92,44,BAJFINANCE,BAJAJ FINANCE LIMITED,LARGE_CAP,1052.3,-1,-3.82,5.35,57.3,52.4,BULLISH,17.32,13,12,15,51.99,50.65,47,55.53,59.17,4501479931.2,HOLD,2025-10-30
Nifty 100,56.92,4,LT,LARSEN & TOUBRO LTD.,LARGE_CAP,3987.5,0.74,1.76,8.98,54,75.8,STRONG_BULLISH,2.92,10,15,0,NA,NA,NA,NA,NA,19929380105.2,HOLD,2025-10-30
Nifty 100,56.92,13,SBIN,STATE BANK OF INDIA,LARGE_CAP,934.35,-0.57,2.5,7.09,53.3,74.9,STRONG_BULLISH,8.65,10,12,0,NA,NA,NA,NA,NA,12247265996.75,HOLD,2025-10-30
Nifty Midcap 50,55.06,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty Midcap 50,55.06,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
Nifty Midcap 50,55.06,202,BAJAJFINSV,BAJAJ FINSERV LTD.,SMALL_CAP,2114.6,-1.05,-2.85,5.39,56,56.5,STRONG_BULLISH,5.42,9,12,15,52.46,50.71,47,54.86,63,1033436796.6,HOLD,2025-10-30
Nifty Midcap 50,55.06,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
Nifty Midcap 50,55.06,25,CIPLA,CIPLA LTD,LARGE_CAP,1540.1,-2.59,-6.38,2.45,47.3,44.9,STRONG_BULLISH,-6.38,6,10,15,51.15,50.65,47,55.68,53.33,6280513706.4,WEAK_HOLD,2025-10-30
NIFTY SMLCAP 250,55.06,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
NIFTY SMLCAP 250,55.06,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
NIFTY SMLCAP 250,55.06,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
NIFTY SMLCAP 250,55.06,73,EICHERMOT,EICHER MOTORS LTD,MID_CAP,6889,-0.91,0.07,-1.66,52,51.5,STRONG_BULLISH,15.52,11,6,0,NA,NA,NA,NA,NA,2845529984.5,HOLD,2025-10-30
NIFTY SMLCAP 250,55.06,215,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,965.65,-0.2,1.39,10.71,51.3,63.9,STRONG_BULLISH,17.77,15,8,0,10,10,10,10,10,931550452.25,HOLD,2025-10-30
Nifty Oil & Gas,54.26,35,BPCL,BHARAT PETROLEUM CORP  LT,LARGE_CAP,357.6,2.73,7.94,5.28,68.7,69.4,BEARISH,5.85,12,14,20,62.6,70,56,58.64,59.17,5263753111.5,BUY,2025-10-30
Nifty Oil & Gas,54.26,40,MRPL,MRPL,LARGE_CAP,162.58,1.98,11.36,22.43,57.3,73.5,BULLISH,25.31,20,4,0,NA,NA,NA,NA,NA,4722976200.13,HOLD,2025-10-30
Nifty Oil & Gas,54.26,30,IOC,INDIAN OIL CORP LTD,LARGE_CAP,163.51,0.26,8.92,9.16,55.3,72.9,STRONG_BULLISH,9.76,14,6,0,NA,NA,NA,NA,NA,5497193384.79,HOLD,2025-10-30
Nifty Oil & Gas,54.26,84,OIL,OIL INDIA LTD,MID_CAP,434.75,3.39,4.16,5.06,50.7,63.7,BEARISH,1.78,10,14,0,NA,NA,NA,NA,NA,2602372001.6,HOLD,2025-10-30
Nifty Oil & Gas,54.26,114,GAIL,GAIL (INDIA) LTD,MID_CAP,183.09,-0.84,1.67,3.86,39.3,58.2,BULLISH,0.58,4,8,0,NA,NA,NA,NA,NA,1997394676.15,WEAK_HOLD,2025-10-30
NIFTY SMLCAP 100,54.12,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
NIFTY SMLCAP 100,54.12,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
NIFTY SMLCAP 100,54.12,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
NIFTY SMLCAP 100,54.12,215,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,965.65,-0.2,1.39,10.71,51.3,63.9,STRONG_BULLISH,17.77,15,8,0,10,10,10,10,10,931550452.25,HOLD,2025-10-30
NIFTY SMLCAP 100,54.12,25,CIPLA,CIPLA LTD,LARGE_CAP,1540.1,-2.59,-6.38,2.45,47.3,44.9,STRONG_BULLISH,-6.38,6,10,15,51.15,50.65,47,55.68,53.33,6280513706.4,WEAK_HOLD,2025-10-30
NIFTY SMLCAP 50,54.12,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
NIFTY SMLCAP 50,54.12,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
NIFTY SMLCAP 50,54.12,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
NIFTY SMLCAP 50,54.12,215,ADANIENSOL,ADANI ENERGY SOLUTION LTD,SMALL_CAP,965.65,-0.2,1.39,10.71,51.3,63.9,STRONG_BULLISH,17.77,15,8,0,10,10,10,10,10,931550452.25,HOLD,2025-10-30
NIFTY SMLCAP 50,54.12,25,CIPLA,CIPLA LTD,LARGE_CAP,1540.1,-2.59,-6.38,2.45,47.3,44.9,STRONG_BULLISH,-6.38,6,10,15,51.15,50.65,47,55.68,53.33,6280513706.4,WEAK_HOLD,2025-10-30
Nifty Infrastructure,52.92,5,BHEL,BHEL,LARGE_CAP,261.29,6.48,11.52,9.58,69.3,74.8,BEARISH,11.62,16,14,15,53.94,54.13,47,55.45,63,19239744609.28,BUY,2025-10-30
Nifty Infrastructure,52.92,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty Infrastructure,52.92,4,LT,LARSEN & TOUBRO LTD.,LARGE_CAP,3987.5,0.74,1.76,8.98,54,75.8,STRONG_BULLISH,2.92,10,15,0,NA,NA,NA,NA,NA,19929380105.2,HOLD,2025-10-30
Nifty Infrastructure,52.92,113,ADANIPORTS,ADANI PORT & SEZ LTD,MID_CAP,1457.9,0.21,0.33,3.88,41.3,58.2,BULLISH,5.44,7,10,0,10,10,10,10,10,2012009162.8,WEAK_HOLD,2025-10-30
Nifty Infrastructure,52.92,260,ABB,ABB INDIA LIMITED,SMALL_CAP,5279,-0.19,1.88,1.85,40,55.8,BULLISH,-1.26,1,10,20,61.29,55.43,73,59.32,60,639346888.5,WEAK_HOLD,2025-10-30
Nifty Next 50,52.519999999999996,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty Next 50,52.519999999999996,202,BAJAJFINSV,BAJAJ FINSERV LTD.,SMALL_CAP,2114.6,-1.05,-2.85,5.39,56,56.5,STRONG_BULLISH,5.42,9,12,15,52.46,50.71,47,54.86,63,1033436796.6,HOLD,2025-10-30
Nifty Next 50,52.519999999999996,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
Nifty Next 50,52.519999999999996,50,VEDL,VEDANTA LIMITED,LARGE_CAP,506.95,-1.79,4.9,8.83,46,68.4,STRONG_BULLISH,10.51,11,4,0,NA,NA,NA,NA,NA,3776450532.35,WEAK_HOLD,2025-10-30
Nifty Next 50,52.519999999999996,198,TATACONSUM,TATA CONSUMER PRODUCT LTD,SMALL_CAP,1176.6,-0.04,1.34,4.19,45.3,64.5,STRONG_BULLISH,6.37,7,12,0,NA,NA,NA,NA,NA,1056772395.7,WEAK_HOLD,2025-10-30
Nifty Energy,52.26,35,BPCL,BHARAT PETROLEUM CORP  LT,LARGE_CAP,357.6,2.73,7.94,5.28,68.7,69.4,BEARISH,5.85,12,14,20,62.6,70,56,58.64,59.17,5263753111.5,BUY,2025-10-30
Nifty Energy,52.26,10,ADANIGREEN,ADANI GREEN ENERGY LTD,LARGE_CAP,1140.1,2.47,9.13,11.03,60,67,BULLISH,18.33,20,4,0,10,10,10,10,10,13162036511.2,HOLD,2025-10-30
Nifty Energy,52.26,30,IOC,INDIAN OIL CORP LTD,LARGE_CAP,163.51,0.26,8.92,9.16,55.3,72.9,STRONG_BULLISH,9.76,14,6,0,NA,NA,NA,NA,NA,5497193384.79,HOLD,2025-10-30
Nifty Energy,52.26,114,GAIL,GAIL (INDIA) LTD,MID_CAP,183.09,-0.84,1.67,3.86,39.3,58.2,BULLISH,0.58,4,8,0,NA,NA,NA,NA,NA,1997394676.15,WEAK_HOLD,2025-10-30
Nifty Energy,52.26,9,RELIANCE,RELIANCE INDUSTRIES LTD,LARGE_CAP,1488.5,-1.04,2.77,9.13,38,68.6,BULLISH,2.62,5,12,0,NA,NA,NA,NA,NA,13905920959.9,WEAK_HOLD,2025-10-30
Nifty Metal,49.88,26,COALINDIA,COAL INDIA LTD,LARGE_CAP,387.7,1.49,-1.26,-0.58,56.7,49.3,BULLISH,-4.62,5,10,25,71.16,75.65,82,61.36,54.17,5837125826.85,HOLD,2025-10-30
Nifty Metal,49.88,127,NATIONALUM,NATIONAL ALUMINIUM CO LTD,MID_CAP,238.08,-0.01,4.29,11.32,49.3,72,STRONG_BULLISH,20.31,15,8,0,NA,NA,NA,NA,NA,1779365677.75,WEAK_HOLD,2025-10-30
Nifty Metal,49.88,45,TATASTEEL,TATA STEEL LIMITED,LARGE_CAP,184.35,-0.45,5.85,9.23,48.7,71,STRONG_BULLISH,10.05,11,6,0,NA,NA,NA,NA,NA,4452835993.47,WEAK_HOLD,2025-10-30
Nifty Metal,49.88,177,HINDCOPPER,HINDUSTAN COPPER LTD,SMALL_CAP,348.3,-0.91,5.34,5.72,48.7,61.2,STRONG_BULLISH,38.77,13,6,0,NA,NA,NA,NA,NA,1199322765.5,WEAK_HOLD,2025-10-30
Nifty Metal,49.88,50,VEDL,VEDANTA LIMITED,LARGE_CAP,506.95,-1.79,4.9,8.83,46,68.4,STRONG_BULLISH,10.51,11,4,0,NA,NA,NA,NA,NA,3776450532.35,WEAK_HOLD,2025-10-30
Nifty Realty,49.46,119,OBEROIRLTY,OBEROI REALTY LIMITED,MID_CAP,1750.3,2.15,4.56,10.63,53.3,65,BULLISH,2.56,10,20,0,NA,NA,NA,NA,NA,1875837389.9,HOLD,2025-10-30
Nifty Realty,49.46,360,BRIGADE,BRIGADE ENTER. LTD,MICRO_CAP,1038.9,0.43,4.12,15.94,53.3,68.2,BULLISH,2.49,7,13,15,56.82,55.43,51,60,66,356669152.85,HOLD,2025-10-30
Nifty Realty,49.46,483,SUNTECK,SUNTECK REALTY LIMITED,MICRO_CAP,454.4,2.19,5,9.45,52,61.2,BULLISH,14.84,12,6,0,NA,NA,NA,NA,NA,185977791.65,HOLD,2025-10-30
Nifty Realty,49.46,193,GODREJPROP,GODREJ PROPERTIES LTD,SMALL_CAP,2298.9,-0.54,0.88,16.77,48.7,66.9,BULLISH,12.25,13,10,0,NA,NA,NA,NA,NA,1089226815.6,WEAK_HOLD,2025-10-30
Nifty Realty,49.46,255,PRESTIGE,PRESTIGE ESTATE LTD,SMALL_CAP,1755.3,0.13,1.05,16.24,40,66.6,BULLISH,2.72,7,13,0,NA,NA,NA,NA,NA,666231834.2,WEAK_HOLD,2025-10-30
Nifty Consumer Durables,48.519999999999996,301,BLUESTARCO,BLUE STAR LIMITED,MICRO_CAP,1961.8,-0.17,-0.53,4.3,68,54.4,STRONG_BULLISH,6.7,7,12,25,72.84,74.35,86,58.5,66,500683689.7,BUY,2025-10-30
Nifty Consumer Durables,48.519999999999996,163,VOLTAS,VOLTAS LTD,SMALL_CAP,1419.8,0.07,-0.8,4.9,53.3,53.6,STRONG_BULLISH,6.22,7,15,0,NA,NA,NA,NA,NA,1331452657.8,HOLD,2025-10-30
Nifty Consumer Durables,48.519999999999996,109,TITAN,TITAN COMPANY LIMITED,MID_CAP,3750.7,0.06,-0.57,11.4,43.3,65.8,STRONG_BULLISH,3.15,7,12,0,NA,NA,NA,NA,NA,2039303251.4,WEAK_HOLD,2025-10-30
Nifty Consumer Durables,48.519999999999996,258,WHIRLPOOL,WHIRLPOOL OF INDIA LTD,SMALL_CAP,1420.9,0.69,1.54,19.28,43.3,66.4,BEARISH,9.43,11,10,0,NA,NA,NA,NA,NA,650287586.5,WEAK_HOLD,2025-10-30
Nifty Consumer Durables,48.519999999999996,655,TTKPRESTIG,TTK PRESTIGE LTD,MICRO_CAP,680.65,-2.28,6.05,7.16,34.7,58.7,BULLISH,2.14,5,6,0,NA,NA,NA,NA,NA,84627040.3,SELL,2025-10-30
Nifty Pharma,47.86,79,BIOCON,BIOCON LIMITED.,MID_CAP,376.6,0.78,3.95,10.44,56.7,65.9,BEARISH,-0.5,10,13,15,58.99,60.43,56,56.82,63,2652812608.2,HOLD,2025-10-30
Nifty Pharma,47.86,57,DIVISLAB,DIVI S LABORATORIES LTD,MID_CAP,6655,2.2,1.36,16.97,55.3,65.8,BULLISH,4.05,8,18,0,NA,NA,NA,NA,NA,3561215307,HOLD,2025-10-30
Nifty Pharma,47.86,25,CIPLA,CIPLA LTD,LARGE_CAP,1540.1,-2.59,-6.38,2.45,47.3,44.9,STRONG_BULLISH,-6.38,6,10,15,51.15,50.65,47,55.68,53.33,6280513706.4,WEAK_HOLD,2025-10-30
Nifty Pharma,47.86,210,AUROPHARMA,AUROBINDO PHARMA LTD,SMALL_CAP,1102.5,-0.83,0.31,1.72,41.3,51.5,BEARISH,-2.78,1,12,20,67.41,70.43,70,59.18,66,980744025.9,WEAK_HOLD,2025-10-30
Nifty Pharma,47.86,61,SUNPHARMA,SUN PHARMACEUTICAL IND L,MID_CAP,1703.4,-0.73,0.8,6.84,38.7,62.1,BULLISH,-1.16,4,12,0,NA,NA,NA,NA,NA,3371300594.2,WEAK_HOLD,2025-10-30
Nifty Private Bank,46.68,38,AXISBANK,AXIS BANK LIMITED,LARGE_CAP,1238.6,-0.82,-1.6,9.46,58.7,63.4,BULLISH,11.15,11,12,15,52.47,51.19,47,54.71,62,4987207869.4,HOLD,2025-10-30
Nifty Private Bank,46.68,106,RBLBANK,RBL BANK LIMITED,MID_CAP,324.95,0.42,2.22,17.2,52.7,71.2,STRONG_BULLISH,23,15,13,0,NA,NA,NA,NA,NA,2050786719.8,HOLD,2025-10-30
Nifty Private Bank,46.68,74,FEDERALBNK,FEDERAL BANK LTD,MID_CAP,234.81,-0.04,3.05,21.71,44,80.4,BULLISH,14.65,13,10,0,NA,NA,NA,NA,NA,2810975067.66,WEAK_HOLD,2025-10-30
Nifty Private Bank,46.68,173,BANDHANBNK,BANDHAN BANK LIMITED,SMALL_CAP,170.58,-0.96,-0.43,5.16,43.3,55.1,BULLISH,-2.09,3,8,20,65.58,70.71,70,56.47,56.67,1246901722.75,WEAK_HOLD,2025-10-30
Nifty Private Bank,46.68,34,KOTAKBANK,KOTAK MAHINDRA BANK LTD,LARGE_CAP,2137.2,-0.62,-3.97,7.25,34.7,51.9,BULLISH,2.48,5,10,0,NA,NA,NA,NA,NA,5312945511,SELL,2025-10-30
Nifty FMCG,45.74,147,BRITANNIA,BRITANNIA INDUSTRIES LTD,MID_CAP,5859.5,0.12,-3.44,-2.19,52.7,42.8,STRONG_BULLISH,3.97,3,11,15,52.36,51.96,47,54.77,59.17,1505344927,HOLD,2025-10-30
Nifty FMCG,45.74,217,NESTLEIND,NESTLE INDIA LIMITED,SMALL_CAP,1279.9,0.54,0.56,11.02,47.3,57.1,BULLISH,11.65,13,12,0,NA,NA,NA,NA,NA,930677950.3,WEAK_HOLD,2025-10-30
Nifty FMCG,45.74,187,RADICO,RADICO KHAITAN LTD,SMALL_CAP,3144.7,-0.61,-4.22,8.89,46.7,57.6,STRONG_BULLISH,6.32,10,12,0,NA,NA,NA,NA,NA,1110831514.3,WEAK_HOLD,2025-10-30
Nifty FMCG,45.74,198,TATACONSUM,TATA CONSUMER PRODUCT LTD,SMALL_CAP,1176.6,-0.04,1.34,4.19,45.3,64.5,STRONG_BULLISH,6.37,7,12,0,NA,NA,NA,NA,NA,1056772395.7,WEAK_HOLD,2025-10-30
Nifty FMCG,45.74,20,VBL,VARUN BEVERAGES LIMITED,LARGE_CAP,485.25,-2.06,4.23,9.36,36.7,61.5,BEARISH,-10.09,8,10,0,NA,NA,NA,NA,NA,7803014963,WEAK_HOLD,2025-10-30
Nifty IT,41.32,97,COFORGE,COFORGE LIMITED,MID_CAP,1807.7,0.57,3.02,13.62,54,59.9,BULLISH,6.43,11,10,15,54.71,51.3,53,58.18,62,2226984899,HOLD,2025-10-30
Nifty IT,41.32,174,LTIM,LTIMINDTREE LIMITED,SMALL_CAP,5699,0.44,1.46,10.5,50,66,STRONG_BULLISH,6.39,11,15,0,NA,NA,NA,NA,NA,1235018953.5,HOLD,2025-10-30
Nifty IT,41.32,214,MPHASIS,MPHASIS LIMITED,SMALL_CAP,2893.7,0.66,3.38,9,41.3,58.2,BULLISH,2.33,5,6,0,NA,NA,NA,NA,NA,938177738.8,WEAK_HOLD,2025-10-30
