"SYMBOL","CURRENT_PRICE","MONTHLY_RS","CONSOLIDATION_BREAKOUT","CUP_HANDLE","LONG_TERM_UPTREND","MOMENTUM_BREAKOUT","SUPPORT_BOUNCE","VOLUME_ACCUMULATION","EARNINGS_MOMENTUM","WEEK52_HIGH_BREAKOUT","TECHNICAL_SCORE","MARKET_CAP_CATEGORY"
"CARRARO",510.75,1.53,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,84.7,"MICRO_CAP"
"CARYSIL",950.4,1.78,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,81.3,"MICRO_CAP"
"CHENNPETRO",885,7.33,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,78.7,"LARGE_CAP"
"BANARBEADS",151.16,7.2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,77.3,"MICRO_CAP"
"CANBK",132.89,5.91,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,76,"LARGE_CAP"
"ASHOKA",197,-0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74.7,"MICRO_CAP"
"ASAL",565.6,3.83,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,73.3,"MICRO_CAP"
"AVL",566.25,10.75,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,72,"MICRO_CAP"
"ASALCBR",1228.5,4.68,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,71.3,"MID_CAP"
"CGCL",206.75,2.72,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,70,"MID_CAP"
"BHEL",261.29,2.37,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,69.3,"LARGE_CAP"
"BPCL",357.6,2.13,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,68.7,"LARGE_CAP"
"INDRAMEDCO",589.2,6.27,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"UNIPARTS",519.4,11.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68.7,"SMALL_CAP"
"BLUESTARCO",1961.8,3.18,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,68,"MICRO_CAP"
"ABCAPITAL",326.8,6.76,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66.7,"LARGE_CAP"
"BANKBARODA",272.75,3.63,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,66,"LARGE_CAP"
"JKTYRE",436.1,7.46,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66,"MID_CAP"
"CUPID",236.24,13.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"SMALL_CAP"
"CELLO",659.3,2.68,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"ASKAUTOLTD",501.85,-0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,66,"MICRO_CAP"
"IIFL",541.65,3.3,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,65.3,"MID_CAP"
"BEML",4435.7,2.97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"AMBER",8085.5,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MID_CAP"
"MARINE",247.6,6.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,65.3,"MICRO_CAP"
