"RANK","SYMBOL","COMPANY_NAME","MARKET_CAP_CATEGORY","CURRENT_PRICE","CHANGE_1D","CHANGE_1W","CHANGE_1M","TECHNICAL_SCORE","RSI","TREND_SIGNAL","RELATIVE_STRENGTH","CAN_SLIM_SCORE","MINERVINI_SCORE","FUNDAMENTAL_SCORE","ENHANCED_FUND_SCORE","EARNINGS_QUALITY","SALES_GROWTH","FINANCIAL_STRENGTH","INSTITUTIONAL_BACKING","TRADING_VALUE","TRADING_SIGNAL","ANALYSIS_DATE"
338,"CHEMCON","CHEMCON SPECIAL CHEM LTD","MICRO_CAP",268.86,3.96,6.01,28.81,86.7,67.3,"STRONG_BULLISH",32.6,20,16,25,71.15,74.35,86,56.82,57,432442076.99,"STRONG_BUY",2025-09-30
762,"COMSYN","COMMERCIAL SYN BAGS LTD","MICRO_CAP",154.96,0.79,0.21,8.08,80.7,64.6,"STRONG_BULLISH",23.19,14,13,25,71.65,75.43,86,59.55,53.75,52318598.53,"STRONG_BUY",2025-09-30
461,"CENTURYPLY","CENTURY PLYBOARDS (I) LTD","MICRO_CAP",813.1,3.35,0.36,6.27,78,60.4,"STRONG_BULLISH",15.38,16,17,15,53,51.09,47,56.82,63,231538470.95,"BUY",2025-09-30
104,"BANKINDIA","BANK OF INDIA","MID_CAP",123.41,3.91,1.63,10.3,73.3,67.2,"BULLISH",7.71,13,20,15,52.66,50.71,47,55.88,63,2214288904.34,"BUY",2025-09-30
35,"CANBK","CANARA BANK","LARGE_CAP",123.71,2.68,1.48,17.66,70,71.8,"STRONG_BULLISH",8.85,14,18,15,54.62,54.05,47,56.76,66,5867134833.5,"BUY",2025-09-30
39,"NATIONALUM","NATIONAL ALUMINIUM CO LTD","LARGE_CAP",213.87,4.88,2.41,11.51,70,60.7,"STRONG_BULLISH",16.89,18,18,0,NA,NA,NA,NA,NA,4838439510.52,"BUY",2025-09-30
89,"CUMMINSIND","CUMMINS INDIA LTD","MID_CAP",3926.5,-1.69,-1.96,1.2,68.7,48.2,"STRONG_BULLISH",13.21,12,10,15,53.02,50.65,51,55.68,59.17,2621269314.3,"BUY",2025-09-30
62,"INDIANB","INDIAN BANK","MID_CAP",750.7,3.6,8,12.3,68,79,"STRONG_BULLISH",20.17,18,18,0,NA,NA,NA,NA,NA,3428554751.75,"BUY",2025-09-30
109,"JINDALSTEL","JINDAL STEEL LIMITED","MID_CAP",1063.75,1.96,0.1,10.48,68,60.9,"STRONG_BULLISH",17.35,16,17,0,NA,NA,NA,NA,NA,2119794447.65,"BUY",2025-09-30
366,"STYLEBAAZA","BAAZAR STYLE RETAIL LTD","MICRO_CAP",370.7,0.11,0.52,9.69,68,65.7,"STRONG_BULLISH",30.14,20,13,0,NA,NA,NA,NA,NA,373488572.1,"BUY",2025-09-30
